Speaker 1:          00:00:13       Joe rogan experience podcast.

Speaker 2:          02:10:14       So you don't know if this lady is sold or this got sold that lady that dog or gave that lady that dog. He said he gave it to her, but I think a or anywhere. I think they were running a, hey, have your dog give me money. Some money scam. Even though that seems like a lot of don't know. How would they do that? Because you contacted them. They'Re just hoping that you would find them. YeAh. So come on. that's a ridiculous scam. They would maybe contact you and say, hey, I have your dog, but anybody's going to run a scam like that. They're not going to put it in craigslist or wherever you found it. Yeah, so we found it. Yes. I gained craigslist like random. I just type the city I live in and shepherd and a picture of her, she showed up. That's so crazy. Right? Or like I can't figure out like what happened. Like none of like you said, if it's somebody who's just trying to steal dogs and sell the, the really shitty at it because there's a way easier way to do it.

Speaker 3:          02:11:05       Maybe it's all about that. The movie lost and found with david spade. Seven, seven psychopaths. That's what the dude in seven psychopaths did with the dog.

Speaker 2:          02:11:15       Well, I think it could be like, well, I eat that. I have people around me that sometimes will call and say, your dogs are barking. This. This was a while ago, there was a problem and then this person would throw oranges from his side over into my yard or like eggs and stuff like that. And Then he would call and say, your dogs are back. they're constantly barking. And that would go, yeah dude, because you're throwing, you're throwing shit at them and you're having conversations with them. Of course they're going to bark at somebody on the other side of the fence. So who knows if like a neighbor, like had somebody. I don't know.

Speaker 3:          02:11:53       My, my ex girlfriend, crazy shit has happened. My ex girlfriend had a dog and I think because it barked all the time, I think somebody poisoned it by throwing a piece of food over the side of her fence and then the dog died or it would

Speaker 2:          02:12:08       tell me what you think about that. Speaking of tHat. All right. so my dog, uh, I would always put like if I was making peanut butter sandwich or something, I get like a scoop of peanut butter and I, and I get the spoon. I know you guys had never been to one, have a spoon at my house. But I would like turn this boon and the dogs would lick the peanut butter on the spoon. A kind of after all this happened, I, I will put out a spoon with peanut butter on it and show short towards margaret. Her ears flip back and she takes off. She won't even come by me. Oh wow. So right. Because dogs learn something. So something shady happened. Like you said. I have. No, I have no. Well those dogs are really smart to. Shepherds are very smart. They're very quick.

Speaker 2:          02:12:49       Yeah, they don't. You don't got to tell him twice. They usually those are dogs or you have to be like real active with. Because they get bored, you know, that they can't just lay around like a bulldog, like one of those english bulldogs. Those are fat, lazy dogs. They'll just lay around. Shepherds would be like, okay, I gotta get out of this yard. I got to figure out where it was. Fucking yard. They'll climb trees and shit. You know, they'll escape there. Get bored. Yeah. Or smartest shit. That's where the good police dogs, shepherds and those other ones that look like shepherds was belgian and ellen was like, oh yeah, matt malamutes. Malcolm was, I think they're called the malamute, two different dogs. I've never owned shepherd prior to these two nights and they're great. I've had like golden retrievers like, but my shepherd's aren't like, people are afraid of them because they look, you know, if you see them, you go, uh, that's

Speaker 6:          02:13:32       there. That my brother and his wife, they have rottweilers and I've never been in it for. You just have mentally in your head like, oh, rottweilers are rough. They couldn't be a nicer dog. Those are good dogs. Like if you raised right. I had a buddy of mine who had a really good one. It was a sweetheart. The drunk kids like him, five-year-old, he earth. He's three liaison. The rottweiler, like he's watching tv and the dog will just sit there and I started wrestling with them a little bit or like tickle fighting. The rottweiler came in between us and just kind of plopped down just to kind of go, okay, we've had enough of the tickle fight. Dogs are interesting because so much of a dog's personality is based on the breeder and how well the breeder takes care of the parents. And the generations before, like I got this dog that's a regency mast, if you ever seen my tongue.

Speaker 6:          02:14:24       Yeah, his dad was on fear factor and his dad was so chill. He was just such a sweet dog. He's just hanging out. Like he was just like real calm and like real sweet. But then he used them as an attack dog. Like he had a big dog. So you like taken out people in those big attack dog suits and this guy, he won't even breed dogs if they have any aggression towards people because any growlin or barking at eight, like he'll try and take their food away. He'll do all kinds of different things to test them and he'll, he's always kind to them. But if they show any sign of aggression towards people, he doesn't breed them. And so because of that he has is like really calm, really sweet, really confident dogs. And a lot of like dog breeds depend upon who's raising them.

Speaker 6:          02:15:08       What qualities are trying to get out of the dog. And if they're really strict like this guy joe was, then you get like this amazing dog. Like my dog, johnny, he's like the sweetest dog ever had. He's so friendly. Like I, I, my, my four year old will bring friends over and they'll play with him. I have no fear. It's just a gentle giant. Like he. He's never even. I've seen dogs bite him and he doesn't even fight back. He's like, hey, what the fuck man? Why you whitened me? No, he's just a big sweetie. Just to kind kind dog that I have visions now because I'm looking at property in the midwest. Just for you doing john heffrons exit strategy. Trying to fucking prep us. Yeah. You're a prepper where I just want to sit in a lawn chair with one of the, like those tennis about things.

Speaker 6:          02:15:51       We go to unc and it shoots the tennis ball and let my dog do sprints. So you jusT want to like train them. I just want to sit there. I think that would be the greatest. Just spring day. Just sit there. I knew a dude who went through one of those. Sun training is some that is. I try to do it with my, with margaret, but that they said she was too friendly, like kit, the agitator, because you need to get a little bit of it and they're like, yeah, she doesn't. That's fine. He just wants to. Yeah. How old was she when you try to do it to her? Whatever. A year, year and a half. Like they say you shake your shake like a candle to make a lot of noise and some dogs will take off and their dogs will go to it like so it all, you know.

Speaker 6:          02:16:33       Hm. LIke whether or not they're aggressive. Yeah. Like if there. But there's levels of that training I've seen. Did you see that? There's a facebook video. This guy just says a couple of words and there's a fight like so guys are fighting. The guy says some words and then the shepherd runs to the baby and sits there and then one, one of the guys fighting turns to then go towards the baby. The shepherd goes, nope. And attacks to get like the guys in suits, but they're like doing drills and the train this. So they're like those. You ever seen those a dupont registry magazines. It's like all like weird rich people. Shit like watches the cost half a million bucks. And rob report. Robb report. Exactly. They always have those pages In there that are dedicated to these train german shepherds and you see them sitting there guarding a crib. Loyal guardian and like what I do for a living that. yeah, it was a lot of people out there that are just worried too. I would totally staring out the windows was my fucking killers. Tack dog. You know what I watched the other day? A elephant in the living room. What are you guys doing over there?

Speaker 6:          02:17:47       Oh the. Yeah. The ads are on every one of them. I used to get that magazine. The magazine itself was like an alien because it was just fun to like go through like what movie? Oh fuck. What was I going to say? Elephant in the room. Oh, elephant in the room. Elephant in the room is a movie about all these people that keep exotic pets in their home. Like lions and shit. Like this guy had this weird relationship with this lion and it would go in the cage with a lion and hug it and he's like, this lion, you know, kept me alive. If I didn't have this line, I would have been dead. You know, I had my broke my back in a truck driving accident. I was all fucked up on pills and I got this lion and it's like, it's so weird.

Speaker 6:          02:18:29       It's so weird watching this. It's like, don't they eventually kill you like a lion would even though you know you're friendly. Anything just have a bad day. And just sometimes they do. Sometimes they do, but I think if you pay attention to all these motherfuckers that have lines and how few of them actually wind up killing them. I think if you train them correctly and you were there all the time, it's probably at least reasonably safe when they seem to attack is when they get agitated. like the siegfried and roy thing. Yeah. They're like, I'm not there were thin. We're thinking that it might've been because some lady in the audience had some crazy hat on and that the tiger might've seen that hat as like a cobra, like something, a peacock, some fucking crazy animal like remember in jurassic park when the fucking Wayne Knight is trying to steal and that thing shows up in the car with them. Like maybe that's what the tiGer thought that hat was like something similar. Like something alerting him that it was about to attack will show is talking the whole time or just as

Speaker 4:          02:19:28       a performer. The tigers, you know what? Fuck this second show friday they said that it wasn't even trying to kill him. It was just dragging them out of there and that it didn't. It had no idea like the biting him on the neck would just crushes vertebrae because it's just so strong. It was trying to just get him out of there. I don't know if I buy that and I think he just got sick of working for him. It could have a guy got killed a couple of days ago or he got mauled, went into a line enclosure, climbed in. It's like the third guy this year, there was an indian guy that got killed by that big white tiger. Do you remember that? Oh yeah. Yeah. Oh my god. That was the most ridiculous. Whenever you guys on hIs knees, like annoying the shit out of the tiger by praying.

Speaker 4:          02:20:13       He's like, ooh, he won't stop. And finally tiger's. He's like, hey, you fucking annoying bitch pam. He grabs him and just drag them over to the other side of the enclosure, like he's a pillow. Have you seen it? Know when to watch it. Put It up on this thing here so we don't get pulled from youtube. We have a strategy now for, what is it showing videos. Oh yeah. Well we keep getting pulled from youtube. Every time we show videos now we don't really show them, so sort of show them over on that side. So it's not the actual video playing on our youtuBe channel. Gotcha. I get it. You know, they're trying to not have anybody steal a views from them, but I think it probably in the long run gets you more views Because people don't want to see it just on the podcast.

Speaker 4:          02:20:56       They want to tell their friends about it. Did you hear the link? And then they're gonna go to the actual length. But I get it. I guess they called fair use. I don't know what Fair use is. I'm not exactly sure. It seems debatable. There's like a debatable definition for fair use. Anyway, this fucking dude gets jacked. That's what's important. John fraud. This guy gets fucking jacked and he's, for whatever reason, he thinks it's smart to uh, to fucking keep praying. Like the tiger gets like right on top of him and he just, he doesn't stay still, he doesn't play dead. He just keeps bobbing back and forth and up and down, back and forth and up and down. And eventually the tigers like, all right, I seen enough. Yeah. Oh we have to sIt through an ad. It's an indian ad, but these are americans. What's going on? They speak in english. What state farm is that? What it is? I always showing that I don't want to see this video as disturbing images not suitable for children de a lady. this lady all excited to show this. Look at tHis fucking animal hovering over that dude. My god. That's when it's killing him.

Speaker 4:          02:22:15       Like this is him dragging them off. like you can kind of see it unpixelated. well that you can get a better video, brian. You can get a real video. You don't have to show this one. There's real videos that show the actual like thing in front of them like this, but he's moving around. But who fall Indiana jumped in. I think he went to intuit it on his own. Can find the other one. You could actually see it because you see the guy like he's for whatever. Right? That's the upper one. Yeah, forever. Whatever reason. He's like, he won't stop moving. Yeah. The daily motion is going to give you the real deal. Daily motion in live leak. Those are dark websites. Yeah. Here it is. Yeah. Lively doesn't fuck around. Look at this. This guy is just sitting there and there's this giant beast look scenes constantly moving and the cat is like, you're not supposed to be here. fucker. Why you moving so much? Yeah, I mean it's. What can you do there? That feather in front of my cat. My cat events. Look at him. Yeah.

Speaker 4:          02:23:19       Oh my god. This is so hard to watch. You're not getting out because if the tiger can't get out, you can't get out. That thing can jump 14 feet in the air. It can't get out. You're fucked. So you're just going to have to get eaten. Son. This is. I don't think there's any other way around it. What do you do? Do you get up and go, hey, I'm going to go over here real quick. Can you try to think of the zoo people will be coming out with. They're like, what the fuck they do in India? That's probably one dude. He's probably like, yeah, cleaned the monkey cage right now. He's over euros chick like it's a mine in the tiger cage. What? Hold on. He's got a text. Text comes in and he's to text her. Hold on, I go back. there's a man at a tiger cage. What? This tiger is getting annoyed with this dude. I think people were like yelling at him to like, hey, you get the fuck away from here. Oh shit, this is the tiger moved in these dummies. They're focusing on people's sneakers because they're not paying attention. See tHese fuckheads shitty video here. Here it is. Oh my god. it's fucking him up. So he goes down.

Speaker 4:          02:24:28       Oh my god. See that when it like pulled. Oh, and here's where it gets dark. It just grabs him by the neck and just carries them away. Look at that. Look how easy It karen. Yeah, right. And that guy, and he's like 130 pounds. Probably 140 character is nothing jumps over ravine with them. I mean it's got this enclosure, it's like a swimming pool type thing and it just goes right up the side of it. Like it's nothing. Oh, what a way to die. I mean, what a dumb idea in a goofy way to die. But like lions, there's a guy that made it into a line and closure and he was trying to convert the lion to christianity. whereas yeah, there's a video of that and alliance just start fucking him up. Pull that, pull that up. LIon tries to convert man to christianity. It's, it's, it just fucked this dude up. It's hilarious. There's

Speaker 2:          02:25:23       people in 2014 still want to give it a try. Yeah, just fucking. I think I can get in there and just this line needs to be done with jesus. Poor bastard. Look at this. He's out there proselytizing to lions. Look is waving his hands.

Speaker 2:          02:25:42       I think this was in China. Am I correct? Yeah. Okay. This guy, he's standing there just annoying the shit out of alliance. They're not even fucking with them. Look at that. Oh my god. it just finally just sat down and he's getting a rash. Like, listen, I know you're lashing out, but it's because you don't have the lord that lions scratch the shit out of him. But look, the lion doesn't want anything to do with them. The lich not trying to kill him. Just this fucking dummy just won't get ghost. Yeah, we get this. Oh, you bitch it just bit him. oh motherfucker not. Not trying to kill him. He just doesn't want him. Does. Doesn't want him around. He needs to figure out a way to get the fuck out of dodge and then the white. He's so stupid. He. Oh shit. Oh, it's clawing at. It bites his leg. Oh my god. That has to hurt.

Speaker 2:          02:26:35       Yeah. Oh my god. This guy's lucky. That lion is like really sweet. That's a nice light. They get lost a couple of times. The line has to attack him. I mean it's like lot. I don't remember either. I don't think he does. As a matter of fact, I think he makes it through this, but the lion actually just doesn't want him there and he standing there. May christ compel you. Oh, this guy's got a gun out. Ready to shoot the line. The case of the lion takes. He should shoot that guy. That's what he should do. You fucking idiot. by the power of christ. The lion lies down in front of them. Jesus made that lie and lie down. Yeah. Now the guy's going to get cocky and walk forward. Oh, they're got a tranquilizer dart it. They should just tranq him shooting him right in the dick. Fucking retard. What kind of a dumb ass. They got their stretcher ready. They know this guy's bleeding profusely. Okay. they tracked it. They drank the cat's wow. They trank the cats for a dumb ass.

Speaker 2:          02:27:35       look at him. He's okay at a big ass bite and his leg. They stitched him up. What a dummy. God damn. people are silly. Jon [inaudible]. What the fuck is that about? That his wife was like next to him like, are you going to beat this guy's ass or goodness. Whose wife the the line. I just pretended that that other line that was confused, like, how do You know? There's like 10 people around. how do you know who's married to who? John half run with magical powers. Do you have? My wife called me out on that. She used to watch the kardashians and I'd always just go. It's just making it just it gum. It makes you dumber than human being watching. But the one of the husbands on there, I don't know enough, the guy who looks like a psycho white dude with his slicked back hair.

Speaker 2:          02:28:21       Do you guys know whatever, whatever his name is, but they know who I'm talking about. He's married to the older sister. Every time he would see that as a joke, I will look at my wife and go. If I ever saw that guy, I would kick them right in the head. The first thing I would do that to me so much. You have to watch it to see. He kind of gets under your skin. It seems like an unreasonable way to deal with people. So I would go, man, I would just. I would kick the guy right in the head. He just seems like a thing. So we're in calabasas. This was, you know, after me saying this, every single time I've ever seen the show, we're in calabasas at the bookstore. I'm walking down the aisle with my wife. He turns into the aisle and starts walking towards us. And then the whole time he's walking towards us. My wife has gone, well, here's your chance. Here's your, here's your chance. BIg guys. He's coming right now and then part of me was like, okay, do I got to kick him in the head just so I get street cred with my wife or whatever when we obviously walked by him and then my wife goes, I'll talk. You just all talk.

Speaker 3:          02:29:17       Yeah, that game's no fun because. Because last night we were at the comedy store and louis ck was playing and we have the same thing and my girlfriends is leonardo dicaprio and they fucking walks by leonardo.

Speaker 2:          02:29:30       Yeah. You can't play that year over whatever It is, whatever it's called, they you get one celebrity to hook up with. Not if you live in la because you have chances that you're going to run in. That's you know. No way. If you're a leonardo dicaprio, you probably can't live anywhere other than la. Like leonardo dicaprio tried to move to Nebraska. Like people would like. There'd be like tours. People would Fly out. Like that's where leonardo dicaprio is. We'll go out to his. He's got a farm up there in Nebraska. Like I remember there was a thing about val kilmer, like val kilmer had a uh, a place that he put out in a New Mexico. Yeah, yeah. He had some crazy ranch. I think he still does, but like he just retired some ranch in New Mexico and everybody would just be like walking around the ramps, like a fucking batman lives in that place and he was fucking ice from top gun, you know? And yeah, he lives in this, this ranch that's like right there. and everybody would be like, what the fuck? It's almost like you want to like go there just to see if it's real. Like you'd want to like look over the hedges, like what's going on over there. I can imagine if you're him and you just, every time you leave your house to a bunch of people peering over your hedges, staring at you, you have a.

Speaker 2:          02:30:43       If you're really famous you have to stay in la because then that way you get watered down a little. LIke it just naturally you. Well you definitely get watered down like, yeah, sure. At to the gym that I used to go to, I'd walk in there at any given time, the rock would be there, alec baldwin, the sweetlife life is zack and cody kids. And then every famous porn star. But it was really weird because you just see and tHen you know, you just signed a treadmill next to the rock and after like week two, it was just like, yeah, you get used to some people. I watched a guy go up to the rock, the rock always did you have headphones on. And when he's like lifting, he kinda has this look of, I'm, I'm working out, you know, it kind of has to. So uh, so this guy walks over to him and says, hey, could you, could you help me out?

Speaker 2:          02:31:34       And you saw him, he took off his head, you know, he was mid workout. He's like doing squats or something. Ask somebody. But the rocks is probably one of the nicest guys I've ever seen. Like on a side note, like I've seen him on flight at 6:00 in the morning tea with his head up against the window and hat down and little kids tapping on them and then he put his head up, throw on the smile, signed for the kid and then go back to sleep for a second to the next kid and he's never not seen him be cool like that. So at the gym he walks over to the guy and I'm now I'm just like staring at the guy goes, I'm going to do these preacher curves. Can you tell me if I'm doing them right? Oh girls like the one, like probably the only weight lifting technique. You don't need actual post my like a squat. You could go my doing tHis. Okay. But like a curl I felt so bad for. And then mid curl can we be friends? So what are you doing later? I mean we need to go. Let me leave a voice message from my wife. Will you go facetime with my kids?

Speaker 2:          02:32:34       He's hercules. Kids get very excited to facetime with hercules' girl's dead man. That dude who jump on a stairmaster or whatever, there was no nobody next to him. Within seconds there'll be dumb, dumb, dumb, dumb, dumb, dumb. Everybody. Yeah. He's a super huge dude. He's gigantic. Could you want me to. I've seen them in different phases of a pussy magnet almost. I mean, it must be like a black hole, like a singularity of sexual attraction. He's like six foot three, right? Six threeish boarish. Someone else built like a brick shit house and he's a movie star goes lower. Seen those pictures that he would. Probably not that he posts pictures on instagram when he's working out. Yeah. Like his cheat days are like the legendary legendary for big, huge pizzas and never seen anything like that in your life. Yeah. IT's legendary. What is this car? That's just the part of the diet is just like one day a week you can eat.

Speaker 2:          02:33:34       Like, I'm just like crazy man. Yeah. Some guys do that. They're super strIct except one day and um, one day they just go off your brow. You know? Remember when eddie bravo yesterday and sunday, I think it was, and he would just the ice cream, huge sundaes pizza. He would be like atkins, atkins for five days, six days rather. Sometimes you'd go five days to do like two cheat days, but it would be super strict on those atkins days, like all salads and meats and very little carbohydrate other than like natural carbs. So would come from fruits and vegetables and things like that. Yeah, and then the the last day was just donuts and pizza. You go off like a rocket and you didn't give a fuck and he lived for those days and then they started starting those days like midnight on thursday,

Speaker 6:          02:34:19       three days and four. Then it's like, I'm on atkins one day a week. They do it on mondays. Atkins is weird, man. That's not. Nobody really follows that anymore. Like people would say that it gives him bad breath and I guess the. The idea behind it is if you have no carbs like that, your body just starts to living off fats and you can do it I guess as long as you like. Really make sure you have the right amount of fats. I tried it for a little while, man, and it made me really feel weak, like I didn't feel good cutting out like potatoes and all that stuff. I think cutting it the best I've ever felt with like an experimental diet. It was cutting out gluten and I know that's like a fad thing to say like that and it's so sad that people don't wanna admit anymore, but the reality is this is the simple reality.

Speaker 6:          02:35:04       The reality about breads is they break down and become sugar. Pasta becomes sugar. That's the real issue. I think more so than like gluten intolerance and a lot of these other things that people claim. I think the amount of gluten that we have in our diet from sandwiches and breads and pastas and things along those lines, the amount is a lot of sugar that goes into your body and that's just not healthy. It's just spikes your levels. Your insulin gets all out of whack. It's just not healthy to have a regular sugar intake of processed wheat, you know all that shit. That's like a normal part of the american diet. It's just not that good for you, but you know a little bit every now and then was no big deal. It's like if as long as you eat mostly like healthy foods, you could fuck around a little bit every now and then your body's getting all the nutrients it needs and you just sort of rewarding it with that other stuff is the problem is when people have a diet that's primarily reward and then occasionally they fuck around with some lettuce.

Speaker 6:          02:36:02       You know what I mean? Like that'S smoothie smoothie today. Some good fucking people. Especially if you're working all the time, you're tired, you know, you're at the office. I'm just going to grab some jack in the box the way over. You can get in that fucking, you know, I'm trying to figure out on the road. This is the, how do. I mean I'm, I'm skinny, but I'm starting to become skinny fat. Like do workout big. Um, yeah, do a little bit. You don't box with anybody anymore. You're saying stuff that I've kind of just a workout. I don't know. I'm kind of bored with them, so I'm trying to figure out what my new thing is. When you get like a personal trainer and in those towns, you know, you could do that. find someone at the gym, they'll put you through like a weight lift and work out.

Speaker 6:          02:36:40       That'd be fun. You'll have forced you to do it. So I need like a, like a. Yeah. Because my, my new thing was I'm going to go thing, I'm going to do pull ups, dips, pushups, and then I'm going to do sprints and then that's going to be it just in case I ever get arrested. Then I've started my prison workouts. Um, just because I don't. Yeah, I got to figure out something because I'm at that line, you know, when, when you go. Okay. I think everybody at some point, if you look at them, they look like they've given up and sometimes that decision is, is later in their lives where I think I'm teetering at that, at that decision

Speaker 2:          02:37:16       going, I might just give up one doughnut that never work out and just be done. Um, what was that book that you gave bill? Some workout book? Bodyweight workout book? Yeah. It's just um, her name is like, it's a weird like della rae, r I e like if you go visual workouts in just type that name, it's called visual workouts. It's 100 at her book Is like a hundred body weight. She's just rushing chick. But what she does is she has, she calls the workout like, like movie titles, like highlander on batman. So then batman will be like 40 punches, 40 pushups, you know, she has a whole thing and then you have, do you go through it three times? Seven times. So for me it's just like a fun no brainer. I can do it in the, in my hotel room. I just turn the page and she gives away the book for free on our website.

Speaker 2:          02:38:11       You can download the pdfs. I ordered the book from amazon because I didn't feel like printing it up on my printer. That's so cool. What's it called again? Go. Um, hold on. I'm going to look up my, uh, visual workouts by nela re already. Why? Yeah, go check out her her website. I watched. Okay, cool. One video of hers. She's like just rushing chicken. She used to be a fighter. She used to think, do you know ne ne I l a? Yeah. Yeah, I would say neil, but neil re work out cards by neil aura. She has a website. Any I l o r e y.com. The book that I l a r e y.com. So the book that I had, I, like I said I just bought it. She gives it away for free but I didn't feel like a printing it all up.

Speaker 2:          02:39:03       Oh that's cool. Download and print. I love that. she's given away for free. I think. Here's her thing where she gives like you'll see some of these workouts that have 500,000 downloads and then she has a a donate button and then she goes, I don't try to sell you anything on here if you ever feel like donating. So I think it's a numbers game. If 500,000 people downloaded her, her ab challenge, you know, in a few of those people go, you know what, I'm going to throw her 20 bucks for giving out. I bet you she does. Okay. Yeah. Well now maybe she'll get more, you know, it sounds cool though. I liked that last one you circled was the pillow one. She has a lot of like weird stuff. Like I say like throw nice to the pillow pillow strikes like you're walking a wall with a pillow pillow.

Speaker 2:          02:39:55       Lunges. How weird. But she does that with like your, your carry on luggage and then she has these other workouts where you just put like four strips of tape on the ground and you do a bunch of stuff with that. You do. So I just, paige and I pick whatever you. I flipped the book and I like do that. Like throw a dart and guts. Pretty dope. Here's the love it man. It's pretty good stuff. Love it. And then you can change up the, you know, the, I haven't been able to do one of hers more than like three times through because then I, then I get bored. But uh, you know, he could add more challenges to it and stuff. That's interesting. I like that she's doing it that way, that she's a releasing them for free online and ordering, like having like a paypal button or something like that.

Speaker 2:          02:40:40       That's cool. Yeah. If you want to give her five bucks for it. But she has like 90 day challenges where she has one of those visuals everyday. You do some. So she gives you these crazy. Yeah. I don't know what she's doing there. Oh, that's the wrong 2000, 250 pushups in seven days. oh my god. She don't want her choke you. It was a fucking tremendous job. Yes, she used to do. I think it keeps kickboxer in jujitsu or something because she has a lot of fighting bodyweight exercises, man, just yoga. If you know, I have a yoga book that I bring with me some time on the road now. Also have yoga cards and I just started using it myself like 10 cards and go through these 10, 10 different poses for doing plug in 90 count. I like hold each pose for a 90 count.

Speaker 2:          02:41:25       We do a like an ipad one. Oh yeah, no, there's a couple. my wife, we do yoga every night like we were stuck. We started with ddp yoga. Ddps good that that was my first thing. I go, okay, I'm going to do yoga. explain ddp do people don't know what you're talking about. Ddp is diamond dallas page from wrestling fame and he had this yoga that he created. It was originally called like every guy yoga because the whole thing is. It's not like artsy fartsy your momma's yoga. Yeah, exactly that. Yeah. And then, but when you watch him, he like actually is instructions really cool. It's not. You do like hulk out, so you do like of this guy. Then hawk it out and then you just do and then you stretch the whole and it's. It's hard. Oh, it's definitely a lot of them. I have to like, I have to go to a knee and go, okay, and then you keep doing it for a couple of weeks.

Speaker 2:          02:42:14       You're like, okay, now I can hold its. I think yoga out of. I mean I'm not an expert at all, but I think if you stick with yoga consistently your whole life, you're going to be like staying, you know, at the end where you're not going to bust the hip when you're like 90. You know what I mean? Definitely something that's a lot more difficult to do than people think it is. I can't really good word. I can't do hardly anything. It's unbelievable how unflexible land. Well, yoga iS just, it's a lot more difficult than people think it is. It's like, it seems like it would be easy to do. Like all those indian dudes are all skinny, you know, and you look at chicks are all doing it. You're like, well this isn't going to be like fucking running up a mountain. But yeah, It is. It's own way. My wife's a mom. Oh she, I don't know. I don't want to operate, but late sixties, maybe even seventies, japanese woman. She can. She puts her hand like that and they can go perfectly straight up just holding like, that's incredible. She's

Speaker 4:          02:43:12       70. whoa. Yeah. As long as you keep using it, man. I can fucking stallone. I mean that's the most ridiculous example ever of a grampy. He's like 67, 68 years old, I think. At least. How old is that dude now you always got to be at least. I would say 68, right? Let's say 68. Seventy two. Seventy two, 72 while he's going to be eventually if you stayed in the law, but when people like, oh, he's going to get off those steroids. Like what are you talking about? What's he's to what? Sixty eight, 68? Yeah, he is. I mean, it's ridiculous. The Idea that if somehow or another he got off of them like what? He's going to like live 70 years, got to run. I'm doing all that stuff. When I'm don't know. I think I'm going to get myself a couple more years and then I figure I can outrun all the side effects.

Speaker 4:          02:44:00       Well, he broke his neck when he was filming the expendables and he was like 65 years old. He fucking fell like they were doing like some stunt and land on his fucking neck and snapped his neck. And he's got like disks that are fused in his neck. He liked put up an x ray online. It showed it. Here's the crazy shit ever. It's going to a fused disc in his neck and he's 67, 68 years old. What the fuck man? Like when we were kids, a 68 year old dude was basically dead. Right. You know, it's like barely hanging on. And when, um, when they come up with, if you've seen that thing they're doing with mice that, that gene doping. No, no, no, no. Blood, just blood. They're taking the mice have young mice and introducing it to old mice putting in an old mouse.

Speaker 4:          02:44:47       His body and the old mouse starts literally going back in time like, yeah. And they've started, they've started doing clinical trials with people and are having positive results. Eating babies would make us no, no need transfusions, but here's the thing, there was an episode of a goddamn. I quote this website, this podcast all the time, but it's not like I'm not like their publicist or anything. I just really think it's awesOme. Radiolab. Radiolab is one of the best podcasts. Amazing. So informative and interesting. It's like the sound effects, like really well engineered. IT's like the opposite of like how we do it. We just start and you know, we fuck around, we talk and then we end it with radiolab. Everything's planned out. It's all really like well edited and research and they brIng in different sound effects and different people and they have anyway, they had this one on blood and the reality of like blood donating and then they sell your blood and a lot of the blood that you donate doesn't ever go to patients and a lot of it doesn't go. Like if you donate blood, they're actually going to sell your donated blood to other hospitals for a profit. Yeah, it's crazy. It's really crazy. If you. I'm trying to remember the episode here. I'll, I'll said radio lab. Yeah. Radio lab episode on blood. I'll google that real quick. He always wondered about that because I used to give plasma like twice a week just to make money and I always wondered if this was

Speaker 2:          02:46:10       sold or just I was donating. It never really Made sense that I was getting money for this. IT's called blood and I think this one deals with uh, aids as well because there was a guy who had hiv and he was doing some art with his blood and he got labeled a terrorist. I think it's one of the same ones, but um, it's really interesting. I think that's the episode they would like. What stuff? I mean, that's season 12 problems had 12 seasons. My god, what steps can be ready for our bodies, you know, to go back in time a little by the tIme, let's say add 20 years from now I'll be 40, 50, I'll be in only my fixtures, but I'm hoping by then they'll have something go. Yeah, this is a new. Yeah, we figured out how to take your gums then.

Speaker 2:          02:47:03       Yeah, no, well what they're doing is apparently they're there, you know you can take blood out of people and you can donate it and your body can produce extra blood. Like if you take blood out, your body replenisHes that blood and if you get a bunch of people to do that and they sell that blood and say if they're young you get like a bunch of college kids to do that to their blood and then you take this 20 year olds blood and the the introduced into your body or your body like literally reverses the aging process. You start, your memory starts working better and then conversely when you take old blood and you pour it into a young kid's body, they start getting sluggish. That's the thing that they're not doing that with people but they are doing that with. Maybe they are. Maybe they aren't doing the people because they did it with mice.

Speaker 2:          02:47:45       I mean I don't think it would hurt them necessarily physically, but it might, you know, who knows. We found out a gave kids like fucking alzheimer's early or something crazy, but they're taking old blood with mice and they're introducing it to the young mice and it fucks them up for you. It sounds like a sCary movie where eventually we start harvesting 20 year olds, so it's kinDa like logan's run in the sense of you can live until you're 20, But during 20 through 30 or harvest and maybe some guy doesn't want to be harvested. So he hides and runs well. They're going to be able to Call it a harvest. They're going to be able to make artificial organs if they haven't already. They already can make artificial bladder, so I know that they're taking skin cells and they've created an artificial bladder. If they make artificial organs, they're eventually going to move from that to an artificial Body without a head.

Speaker 2:          02:48:31       You know they're going to have your fucking body, like an exact version of your body with no head and they'll Be able to take stuff from it. Take lungs. Yeah. These with a three d printer. They just. Which I'm going to get so bad, buT I. I don't know what I would print, but it's one of those things and you're like, man, it would be. I saw some kid tHree d printed because I follow three d printing, whatever on twitter. So they always like tweet, you know, shut some kid. Three d printed a laser engraver for 50 bucks. So the laser engraver was like a couple thousand dollars. He printed it on a three d printer, made it a plastic and then he engraves metal or whatever for some company that he just does out of his garage. But he's like, that's what I wantEd. A three d printer.

