Speaker 1:          00:00:00       Four three, two, one. Boom.
Speaker 3:          01:46:53       You'd, because people, the people, we all want the same thing. Yeah. Deep down inside we all want to take care of our kids. We all want to have fun. We all want a bountiful life, you know? But I also say like, I'm also like, I love people, but I fucking hate people. Like it's like, you know, it's like if you go through a whole day without speaking to another human being, you ever had one of those days. Fuck. That was awesome. Isolation. That was delicious. It's only if you have too much though, right? If you get, get around people too much, then those game days where you just, you could just recharge and then you appreciate people when you see him. Yeah. And like, do you ever get that where you, where you go to, you're on the way, the comedy store and you're like, I want to fucking go.

Speaker 3:          01:47:29       Like, I don't want to go up right now. I'm like, something's masked with me. But it's like that with therapy, comedy sometimes. And the gym sometimes where it's like, I don't want to fucking go, but every time I'm glad I did. You know what I mean? I know what you're saying. I could have a set where I'd eat shit and I'll drive home laughing and I'm just like, well that didn't work. The thing that bothers me most about this is that they wanted the docs, these kids and po address out there favor of that ever. It's just so foolish ever. And they're treating them like they're rational adults that are, you know, fucking 50 years old. It really know what they're doing. No, and it's not going to solve anything. It's new. You're not going to convert these kids' hearts and minds by ruining their lives.

Speaker 3:          01:48:07       I do understand the double standard we have had with like black youth though, where it's kind of like, uh, you know, this kid gets strangled to death for selling cigarettes. We were like, yeah, he's a criminal. He's like, God dammit. You know? Whereas these kids honestly, cause they're wider getting chance after chance after chance, but I don't think their last should be ruined. It's like, I feel like we've, we've, we've talked enough about it. These kids did what they did. Let's move on. Yeah. Well then you know, who knows what they're getting chance after chance. But during this situation like this is, this is the consequences of social media. The fact that you could take a video of someone doing something incredibly stupid when they're 16 years old. Yeah. And what they did was not even that stupid. All he did to stand there and smirk and people wanted him.

Speaker 3:          01:48:46       He was being a shithead. But like I keep a yc, if he's just standing there and someone comes up to him beating a drum, how are you supposed to react? I feel like the, how do you think you would react? I feel like the kid walked up to the native Americans didn't correct incorrect. The kid was standing there, the native American walked up to him and the drama. Okay. Walked, got rid of the video with sound. What happened? What do you mean? The guy was, that kid wasn't in the video where the native American gentlemen was standing there playing his drum and there are kids around him. But that kid that the main kid wasn't there, he walked, he ended up walking up to them. Yeah. Okay. But with the video that I saw, the kid was standing there and that guy walked up to him.

Speaker 3:          01:49:21       Here's the thing, and this is two hours. There's the, there's video of these people that's two hours long, and the video that I saw, those kids were standing there chanting and that guy walked to those kids and was beating his drum. If that one specific kid walked down, but still that guy instigated it by walking to them beating the drum. Not only that, that guy got in that kid's face and beat drum inches away from his face, but I thought this is also talking about that kid. I thought that kid walked up to the, to the native American. I'm not sure. The native American guy walked up to the whole group. Okay. I haven't seen all that. All of that video I saw American guys said that there were saying build that wall, build that wall. But there's no evidence of that. Okay. The Guy, the problem is the guy's a human in native American guys in human, right.

Speaker 3:          01:50:10       And he's probably not prepared at all for this kind of scrutiny. And no one is, there's a lot there. There was an interview that he did with CNN that is just full of holes. Okay. And uh, it doesn't match up to the video. It doesn't match up to what happened and his like theirs, you can pull it, pull it video. I'll pull that article. But you've tried to find that article, the CNN article. There was an article about the article that I read. Either way I, yeah, I'm just, I'm just inundated at this point with all of it. I will say like, you know, I've, I've said for years, probably 15, 20 years now. I'm so glad youtube did not exist when I was in high school. Oh my God. Cause you're just interesting book twitter, the things you would say on twitter or snapchat or any of those things.

Speaker 3:          01:50:56       Yeah. And I mean, I did not grow up like, you know, my parents generation being mildly racist if you're white, you know, I grew up, uh, pretty woke as the kids say in Portland, Oregon. So in Chicago, Chicago is pretty left wing will chicago. I was, I wasn't there until I was born in Chicago, but I grew up in Portland. Oh. And then I was more, yeah, but it was also, it's funny, we had, uh, we had, we had right wing a Nazi groups moving in when I was in high school, uh, gangs from La and then from central Oregon and further toward Idaho. You had, you had a, this, the skinny metzger who had like a little little camp, you could go on partying if you've seen in American history x. It was just like that drink free beer and they'd play punk rock music.

Speaker 3:          01:51:41       And the thing that everyone misses when they look at those groups, be it a gang or a white supremacist skinhead group or whatever. It's, it's, it's a community for, for people. And that's where they look at it first and then they, they, they foreign communities, sadly over focusing hate. But I just feel like, okay, it's back here. Yeah. I mean, which kit? So they're all, they walked up to him being in there banging the drums. That's the kid there and he's standing there. Yeah. Okay. Yeah, there's a kid now, but like he did, but he's just standing there. The guy walked right up to him. You're showing me in the video, the guy walking up to the kid and this is exactly what I said, Jamie. He walked right up to the kid. My point here was this, the video, I mean are these kids all mocking the traditional native American music and rhythm, but Jamie, that native American guy just walked up to that kid and got in his face. It's as clear as day. I was just bringing up this like there's this angle here. He's standing here. There's a group of kids who are out on the kids might managing this thing doesn't make any sense. It's just the worst for Philip to the kids. He

Speaker 5:          01:52:46       walked up to the kids. Any walked up to that kid specifically got in his face. There was a certain amount of separation between them. He walked to the kid and got in his face while he's beating the drum. I okay, play it again. I'm bikes right now. He's the guy, he's walking, he's walking and the kid standing there and when the kid standing that he walks up to the kid.

Speaker 5:          01:53:06       So when they're doing the Tomahawk Chop Chop, they think it's funny. Like did they understand that people are filming? They don't. So here he goes. The whole thing is so strange. So strange. Because what are you supposed to do when someone walks up to you beating a drum? So there's the kid, the kid standing there and the native American guy now walks up to him completely violating a space. Now imagine if this is a man doing this to a woman. You'd say, okay, he's violating her space 100% this is fucked up and aggressive. And that's what this guy's doing. He's singing in this kid's face. It's a little kid. And what is the kid supposed to do? I don't know. Should he walk away? Shitty. Say I'm sorry that someone in the past stole your ancestors land. What is he supposed to do? Yeah, I mean it's no, I'm not saying yes, do that.

Speaker 5:          01:53:58       You know, I'm saying what is the, like the question is what does your kid do? But I mean these, it's just he's, I get why this guy is approaching because there's just a, it's a river of people mocking him and his culture. I get it. But why this one kid and why? Why get right in this guy's face or you're beating a drum inches from this kid's face. Yeah, that is the question and what? Look, it's the fucking hat man. That God damn polarizing, stupid hate that had so much. Look at these, even closer to him, he's put the drum off to the side so we can get closer to this kid's face music. Expecting the kid to walk away. I don't know, but the kid doesn't do anything but silly is blinking because the, the beating of the drum is so close to his eyes. It's weird. Yeah.

Speaker 8:          01:54:41       Okay.

Speaker 5:          01:54:41       The whole thing is very weird. So weird staring that kid down. I mean, why wouldn't you walk away just to define why we don't know everyone else walked away. But what does he have to, doesn't have to be standing there and the guy decides to get in his face. I think you would walk away. Probably the killer that on me, I would, I would definitely move. I think I would probably move to, because I'd be scared if that guy got in my face. I've done, I think that guy's going to hit me. I would think something's gonna go wrong. I'm like, this is good. This is just too weird. But it's not the kids. He's 16 yeah. I the grownups fall for getting an a 16 year old kid's face beating a drum. Yeah. I look at it and I, it's that fucking hat man.

Speaker 5:          01:55:23       I mean, what's also the, he, the native American man rightly felt like he was being mocked. Yeah. And then his traditions and his, his heritage is being mocked and these little kids. Yeah. I mean, I don't think he had the right to walk up on the kid like that, but it's like where, where is your breaking point? Well, wait a minute. Dot. I don't think he doesn't have the right, but this is where confrontation from, do you have the right to make confrontation? Yep. Maybe, perhaps may, perhaps, but that's not really the best way to communicate. You're singing a song, a native American song, and he doesn't know what the fuck you're singing and you're doing it inches from his face. Yeah. And everyone's feeling, it's a really a sign of the Times that people took clips of that and they made it out. Like this little kids that can't and even raise a offline had on is if you ever seen a more punchable face like, man, it's your, you're calling for violence on a kid. Is that what you're doing?

Speaker 3:          01:56:10       It's, it's, it's the same, uh, you know, level of, and again, you know, as kids, like even when you were pulling that clip up, I could feel my stomach make a fist and I'm like, oh, there's just, I don't want to see this. But you know, uh, like it, it's like that dude that, that his, that, that kid at the cub game who had the game in his, in his earphones and he caught the ball, which the outfielder was definitely not going to catch anyway. And they blamed him for the cubs loss of the series and they had to squirt that kid out. And I thought the kid reached forward though. He did. But I, if you look at the tape, I don't think that the outfield or had it now fit her was pointing like you fucked up kid. Like you ruined it. And it was kind of this, why understand when you're playing major league ball, one mistake could mean the end of your career, right?

Speaker 5:          01:56:54       Your family's I man, when I saw, I think that's different. When I saw that, I thought that kid fucked up the game

Speaker 3:          01:56:59       there. It could be argued. Yes. You know what I'm talking about this a little. Yeah, but that's like you're staying there with blaming one tiny play on the entire game and you can't do that. The fact, the fact that back to what your point of punched the kid in the face, that kid had to be escorted out of Wrigley field because people were going to kill him. They were drunk people that we're going to throw hit that kid in

Speaker 5:          01:57:17       traffic. Can we see that video of the guy catching the ball? I think that kid actually did fuck up that game. I think the difference is that kid

Speaker 3:          01:57:25       reached into the playing field. What he did was definitely wrong and illegal and let's see and everything, but yeah, let's check it out. Tail the tape.

Speaker 2:          01:57:35       Steve, here's the ball. It's going. It's going. It's going. Wait a minute. Let me say one more time back that up. No, no, no, but just back it up. Okay. I mean, I, I think I take it back. I had, I had, uh, I think they one more time, I think I remembered it wrong. Oh yeah. They stole it. They stole it from him. Fuck. I'd seen it take it all back. He had the ball. I take it all back. That kid fucked it up. Yeah, he literally did. He took it. He literally took it from him in the playing field. Yeah, you little cunt. Oh,

Speaker 5:          01:58:20       he's got spray on on people. Probably through beers on them probably, but, but, but it's that thing of like threatening a kid's life. That's crazy. But also it's like if you're a kid and the ball's right there, you're going to reach for it. You're not going to be thinking this guy's going to catch her, not going to catch it. It's like you have the chance to catch the ball. It's right there. Yeah. You're to catch it. Yeah. Did you see that clip

Speaker 3:          01:58:43       from a letterman like from like, I don't know, 30 years ago or something and he just, there was a, it was like the lineup was this famous person, this famous person. Then just Aramco, like a name. You're like, who? And he brought this guy out and it was like a middle aged guy and a ball cap and he's like, let him, he's like, you know, I just, I think you're the greatest living American. And the guy's like, oh, well I, and he's like, roll the tape. And they show just like that home run and it's going, it's going, it's going and this guy has just has a beer and he's not looking and that you're here. The announcer go, oh my God. And the ball hits the beer. And the guy's like, fuck. He gets hit. And he's like, Oh shit, buff. And everyone's kind of laughing at him. He was like a home run, there goes my beer. And then endings later, same line, same run, same guy. And the announcer goes, you have got to be kidding. And the ball just hits the same guy like again,

Speaker 5:          01:59:33       like twice, same game, but it let them and had him on and it was, it was like, you know, minor league or something like that. Like you'd never would, it wouldn't be unlike the nightly news, but it was just like, what are the fucking Huh? How many people have ever been hit in the head by a line drive that would fuck you up? That would hurt. Like you'd be solely never be the same again.

Speaker 9:          01:59:54       No.

Speaker 5:          01:59:56       Because when I was a kid, Tony Conigliaro in Boston during the, the, the Red Sox, he was actually like, I was very young at the time. Might actually have happened before I lived there. But it was like the store that everybody always told, he got hit in the head with a pitch and he was never the same again. And it was one of the reasons why they started wearing padding helmets. Yeah. There was a kid who got hit in the chest and his heart stopped. Oh yeah. Cause that, that doesn't happen that often, but it just, it just makes your heart just go whoop. It just knocks it out. Oh Jesus. Fuck. It's a rock covered with leather, you know. I mean, you feel a hardball. That fucking thing is dense. Uh Huh. Yeah. I mean soccer was originally kicking a head around, but that's what an Aztec culture.

Speaker 5:          02:00:41       Um, they wouldn't like, it was after like a battle. They just take ahead and kick it around. And that was like where the game is, how we're soccer came from what, from what I've read. Yeah. I knew they had some weird mind game where they, they played football and Mayan. That's I'm thinking. Oh, okay. Yeah, and I think that they decided, they used to think that they played and then the winner sacrificed the losing team and now there was also some speculation that it could have been the opposite that the winning team was sacrificed was just like, but I'm going to be in the fucking slowest game ever. Oops. All got by me. You know, you scored again, but the idea was that you would play with such courage knowing that you were going to win and then you're going to get killed, but you still want it to when it's, yeah,

Speaker 3:          02:01:33       the level of honor that it was had to be like so high and they are like, my, my family will never want for anything ever again, so I'm just going to, or the level of drugs. Yeah. You were taking to pull the belief. It's like, you know, assassin comes from [inaudible], you know where this guy would just, yeah. Is this guy in in a, what we call the Middle East basically. He was like, how do you kill a King? You got to get an assassin who doesn't care if he dies and so high on hash, he built a of a family garden of delights where he had naked women just hanging around like prostitutes and like flowing waterfalls. And he would just get a peasant and smoke them up so much. And he's like, do you want to see heaven? And you'd be like, yeah. And he'd take them in the room and be like, check it out. And he's like, I have the door to heaven and if you kill the Saltin and the town's Square tomorrow, you're here. And so a guy would just run up and stab this guy to death and the guard would murder him. But that was how you get a guy, you trick a person. So it's kind of like a, it's the same, probably the same thing where that level of drugs where you're like, if I, when they cut my head off but I go to vall Holla or whatever their version of having is,

Speaker 5:          02:02:40       well, human sacrifices always such a strange thing. You idea of getting like a living life to the gods. This was a such a common thing. Yeah. Yeah. Kill people. It's common.

Speaker 3:          02:02:55       It's like going to the game. Are you gonna go, you're gonna go watch that guy. Get his heart torn out. Yeah, I'm taking my kid, get some popcorn. Couple of bud lights. It's

Speaker 5:          02:03:03       um, I was reading, um, that a book, uh, uh, not primate. What is it called? Simeon's sapiens. Sapiens, sapiens. And there there's um, uh, there's a story about certain cultures that were, would kill like the older people, they would kill like, uh, oh. And this guy who had killed a few of his aunts and all the old women were terrified of him cause he would sneak up behind them when they got too old because they were, you know, there are gaps in Aladdin people and he would hit him with an ax and they are talking to these people and I'm like, Jesus Christ, imagine you got to kill your aunt with an ax. Well, it imagine getting to a certain, like your birthday party and blow out the candles. And he was just spin around it. Fuck off. Get away from me.

Speaker 5:          02:03:51       Yeah. One of the craziest stories that I ever heard was during the temple, I think you say it too, to con the, uh, one of the large Aztec temples when they completed the temple, they sacrificed something like 80,000 people over the course of two days. Yeah. But pull, pull that up. Temple of to ICAN. I think it's, um, outside of Mexico City. And when the aztecs constructed this, when it was finally completed, they essentially sacrificed all the slaves that were used to build. Oh my God. Yeah. So they just covered this fucking gigantic temple with blood of 80,000 people that they butchered on the spot. Yeah. Oh God. Over today's days to kill everybody. That's a lot. That's a lot of butchering. That's a lot of murder. That's, that's, that's, that's exhausting levels of, it's so much to the, I had told a friend this story and he was like, that's not true.

Speaker 5:          02:04:49       I'm like, I'm telling you, it's true. Why would I lie? He's one of those guys doing the math. I had to, I had to, we had to get to a place where their service and Google it. Yeah. It's, it's just daunting. 80,000 people and these are the very people that built the thing, which I mean that was the way, that's what they do. Oh, we're done. All right. Kill Them. Well that was one of the weirder things about, uh, going to cheech an Eatsa was there was this one platform that was just designed for sacrifice. Wow. Would kill people on this platform. And it's like, it was set up like a bench. Like there's legs and the head, like someone was holding this bench and place, they would just chop a head off and it rolled down the fucking stairs. Probably like a little, a little hedge slide kind of thing.

Speaker 5:          02:05:32       What do you think the fascination with that is? Like this, this idea of killing someone to appease the gods. And it was it because everyone was afraid to die. So that when you could force someone to do it in front of everyone, just for someone to die in front of everyone and sacrifice them, they would just, it would long as it was like there was enough distance between you and them, they'll would be this charge of excitement and very machiavellian for sure. Uh, it's, it's, you know, power perceived as power achieved. If you see anyone can die and fall in line real fast. And I think it's also the, the incorrect unpredictability of life itself. So it's like, hey look, we're going to kill 80 people but we're going to have no, no storms for the next couple of months. Like it's no one I know. Yeah. Fuck them.

Speaker 5:          02:06:17       Especially if you have some like elder who like some Shaman who tells you that this is the only way we're going to stop the storms. Yeah, yeah, yeah. People believe the fucking anything. Did you get to template to have finally found it? It says somewhere between, uh, there's a recorded article in 2011 post story today, 84,000 people, but it says this is a disputed number. It could be a down the 4,000, maybe the numbers disputed. However, some say as few as 4,000 were sacrificed. And what was actually a re consecration of the Templo Mayor Corp in 1487, nevertheless, scores were killed cheese. Um hmm. So the one thought is 1487 the aztecs recorded that 84,000 people were slaughtered in four days. Self sacrifice was common in individuals, would pierce the owners, tongues and genitals to nourish the floors of the temples with their blood. And surprisingly, there is evidence that Mexico was already suffering from a demographic crisis before the Spanish arrived. You, the Spanish probably came in at the perfect time. This is how you said the Great Pyramid of t note Che Che [inaudible], [inaudible] La is that I say it, that seems a phonetic, that seems like I've seen that vertically. Alon. To know, to know Chit Lawn,

Speaker 3:          02:07:37       to know Chit Lawn. Does it tell you Jose, me, Whoa, cool. 10. No Mexican pronunciation of say no to know chip blonde. Yeah. I think that's right on. Yeah. Come up with better names bro. Yeah. Anyway, a lot of people, Jesus also said those games that they were playing were, uh, that people already take capitated. They might've been rigged. They weren't sure if they were rigged, but they might've, how'd Roosevelt and faked or games to, oops, I lost it. Died people like better. They're more fun. Those guys. Yeah. These guys you want around, you got to sell tickets. I mean, we kill those guys. We blow, you know, we've got no one to stadium next week. The whole game. It is weird that all cultures agree that, um, one of the best ways to appease the masses to have these large sporting events or people gather around to watch this mock warfare take place.

Speaker 3:          02:08:37       Yeah. Yeah. Uh, like how the, the, when when Shaka Zulu came in, they were just fighting like mock wars and they were just like, with fake, you know, swords and spears and he just ran out and started stabbing people and they're like, what are you doing? And he's like, I'm trying to win. Yeah. It doesn't work that way, Bro. Trying to fake it. Yeah. Yeah. Like if, if we escalated past like football and football, like something way more violent came along, but not quite war like duels. Jesus. I know. It's like I'm, I'm, I'm glad we're not there as much as I have my problems with like concussions and football and stuff and it's just, just, yeah, I guess that's a good, like what, what's, what be the next thing you can kind of get away with playing football if you get out early enough. Yeah.

Speaker 3:          02:09:30       But even they, they're saying that even kids in high school have cte. Yeah. Yeah. It's brutal. Do you see what they do in Russia where they have those a five on five mma fights? They have gang fights. They meet on football fields. Yes. Russians are always taking it through the night so that when you put up in, uh, it's like somewhere in eastern Europe and it's just one big like bald bull looking guy. Fight like five guys. Oh yeah, yeah, yeah, yeah. I think that's Russian to good Lord. Yeah. These couple of guys decided to try and take on a giant. Yeah, that guy was a giant. That guy was like a dude that like breaks rocks and like fi fi fo fum. I smell the blood of an Englishman. Fi Fi fo fum. That's the kids even learned that story anymore. The fee fi fo fum.

Speaker 3:          02:10:16       Once they write some new ones, why are we telling these old ass stories? Yeah, I love it. You see that movie about the, uh, about the, uh, troll hunter where that guy like goes out into like the, the end of Scandinavia and he's hot. He hunted trolls and there's actual giant monster trolls. Oh yeah. Remember that movie? That was a fun, stupid move. It was fun. And I, one thing I loved about it was it was just like, are any of you are Christian? Tell me right now, right now. And they're like, no. And there's one guy would like secretly was and the troll could smell his blood cause I think I smell the blood of an Englishman. I was like, wow, that's such an awesome angle. Oh Wow. It's just like that's cause he's, he's like, he's like a scientist. He's like, I know what these guys are after. They want to chew up Christian people. See if you can find, find that clip for the trailer for trollhunter cause it's so stupid. It's so, it's a good movie to get high and watch. Yeah. Well I love stuff that's like, there's a giant thing in the distance like coming. That's how I, that's a big thing. If I'm high where I'm just like, what if King Kong just came from behind that building right now? Yeah. He's a volume. Sometimes you get to see unique film.

Speaker 2:          02:11:21       Imagine they really wore trolls. Just he's just eating goats crawling up on something

Speaker 3:          02:11:31       gay. A foreign film. Yeah. It's, it's somewhere in skin and like

Speaker 2:          02:11:36       Norway all day. Come on. Know Micro Flora. Well that's a lot of people think it says, do you think Michael Moore gave up after the first trial documentary? Like real? Yeah, exactly. They're doing like a Blair witch project thing, but with trolls. Yeah. Yeah. We'd get, give me a little distance in this. I'm tired of seeing this buildup. I want to see the fucking troll. This showed the trailer out for sure. They don't shift wreck. I'm Christian. I love that you just mush that guy. Oh, so many trolls. Wow, that's rad. I love that. I love it.

Speaker 3:          02:12:27       Monsters. I love monster. If there was something that big, we would've never gotten to where we are. We'd all be holed up in caves right now. Yeah. Well they'd probably be like, uh, the, the, the, the tech millionaires are like the guys who like control one of those, like he's just sitting on his head and he's like, kill those people, you know, crush that house. You know what you think it would be tech millionaires? It would do that. Richard's pick person. No, it would not be a tech person. You, I think you to have a trial. You'd be sitting on a troll. Yeah. Weird. When an opinion of me Zuckerberg, he would have a troll. He would, he would pay someone to like train a troll or something like that. You'd find like a troll trainer. And then let me ask you this. Are you worried at all about ai? Yes. All right. Oh yeah. In what way? I just wonder when it's going to get out of our control because it's, the technology is escalating beyond our comprehension comprehension, but yet you drive a tesla. Yeah. I do. Contributing to it a little bit. A little bit. Yeah. I mean it's, I look, we all are. I am, I am a dip shit

Speaker 2:          02:13:32       and a lot of ways, I mean, I'm an idiot and a lot of ways and I'm just like, I know you can hack a tesla. I know you can. Uh, yeah. But they're awesome. Yeah. No, I mean, if you guys drive a car, I love it there. They're apparently not doing so well. It was some article that a, I read today where, uh, there were, there were talking about the letter that Elon Musk's sent to all the people that work for him saying that you're, you're going to have to work harder, but our goal is to try to save the world. Yeah. Like, see, nobody wants to hear that shit and they work for a company. I mean, and, and, and, and, and really that's not what you're going for before. Well, I think his goal is ultimately to reduce our attachment to fossil fuels, which can help save our environment.

Speaker 2:          02:14:12       I'm definitely with that. Uh, you know, uh, cut way down on factory farming with meat, you know. Uh, yeah. I'm, I'm, I'm, I'm all in favor with all this, all that stuff and making way more things electric. It's like, why don't we have solar panels on literally everything. Especially in California. Yeah. I mean, we have sun everywhere, everywhere and we have an amazing source of light, but apparently, you know, there's a lot of money involved. I know this sounds crazy because a lot of money involved in staying with the grid as it is. It's a share. They've got to keep those nuclear power plants running. We love him so much. Driving to San Diego, sightseeing. Well, the old ones, they didn't even have a way to shut down like old power plants when they would make them. Yeah. They can't stop them. They probably figured we'll figure it out.

Speaker 2:          02:14:58       Eventually. It's late. Let's put it off one day yesterday. We'll figure someone smarter than us will come along. They'll fix it. Yeah. You when you, you really hear about natural disasters and solar flares and asteroid impacts. He just realized how fucking fragile this weird system that we have of a power grid and satellites to distribute information and the Internet is actually a bunch of wires on the ocean floor that connect us to Europe. Like what is wires that are 4,000 miles long? Really? Yeah, yeah, yeah. That it's, it's, it's kind of like the human body, like it's remarkably resilient but it's so fragile. Super Fragile. One infection and that's a wrap. Yeah. Uh Huh. Yeah. Get, if someone's drunk enough they can fall off a building, had everything going down and land like something made a nerf and get up and sometimes, right. I've watched a video of a guy who was in a high speed chase with the cops and he had a corvette and he flipped a corvette and literally they went flying out of it like he was a doll. I saw that head over heels. Head over heels was fine. Yeah. Landed on his back on the desert floor. What? You got some volume playing in the background, Jamie.

Speaker 2:          02:16:13       I'm sad. Get to hear that too. Those things, they just pop up every now and then. Interference I've been hearing sometimes, and I can't tell if you guys are hearing it. Oh really? I've, I've heard a couple of times. But then you ever heard of songs in your fillings? Some people have recorded that. They

Speaker 3:          02:16:30       hear radio sounds in their feelings. Uh, they pick up wavelengths. Yeah. Like you're filling will somehow or another catch some radio sound. Play it in your Foa. Maddening. When you hear like Mexicans radio station playing out of your mouth, it'll fucking plier to your mouth the middle of the night so he could sleep. Ah, that'd be fucking brutal. Hmm. Well listen dude, um, your special when it comes out will be available in February, February 5th ended avail be available everywhere. Yes. You'll be able to get it on t t tell me all the places Amazon, Amazon, itunes, Google play. Uh, I think it's gonna be on steam. Weirdly enough. The video game platform, uh, it's going to be all over the place. Uh, you can stream it, you can buy it. It's gonna come out in vinyl eventually. But I know, yeah, I'll just put a couple of like a, probably about a thousand out in vinyl if people want to really?

Speaker 3:          02:17:28       Yeah. I mean I, it's called final finally live in Portland and all the whole title is like fake tattoos, like dummies. Where'd you film it? At? The Paris. A former porn theater downtown port. Oh. They had a porn theater and I was a kid. There were always like, you know, uh, sluts and butts and stuff like that on the, on the, on the, on the marquee. And then it was a, yeah, I see. So that'll be like, that'll be the cover of the vinyl. That helium in Portland is amazing. I love that club. I told them where to put it. They were like, where would you put a comedy club? I was like southeast Portland, close to the water. So people who live on the west side can come across the bridge really easy. You'll have a lot more space that way. And uh, yeah, they've, they've, they've kept it running strong and it's, and it's awesome.

Speaker 3:          02:18:08       It's like a club place to perform, man. Yeah. Yeah. It's a great, that's another one. This design with the low ceiling, you know, it's, it's well set up and you've got to come on advice from a dip shit because you would kill it. Okay. I can see some good at giving shitty advice. Yes. All right. Yeah, man. Perfect. Yeah. Well thank you brother. Telstra, how to get ahold of you. It's just brawner on, um, instagram and twitter, just Bra,U , N, g, e, r, and then a map, wronger.com for all my shows. That's to me. Bye everybody. Thanks Joe. Thank you. That was great.
