Speaker 1:          00:00:06       The yes
Speaker 3:          01:50:05       So if the goal of the workout is to get the best score possible, right, then you do probably 30 or 40 breaths with the optimal resistance feel great. Okay. But at the point of the workout is to actually improve the strength of the diaphragm and go then you, then you put yourself in sub optimal positions. It's right back to what I said at the beginning, adapting or optimizing a different thing. So the muscles in between the ribs, can you actually strengthen those to the point where. I mean that's a huge issue with guys getting injured. Absolutely. You can strengthen those with that o two trainer with. That's one mechanism that you can do it a bunch of different ways. We have done a. You've had, you've had wim hof on, right? Yeah, sure. So I've been working with for couple of years now, so doing initial stuff with him and it's very clear like we, we can mess with a lot of different breathing protocols and get you a lot of immediate and delayed.

Speaker 3:          01:50:57       sorry brian, one more time. Uh, he had his conversation with jon jones on wednesday before the fight. First time that ever met someone, put them in contact. Brian put them through some of these breathing protocols. As soon as they hung up the phone or as soon as they are done, don was like, hey, will you fly down here on saturday? Flew them down that day. Had I'm in his corner, walked him all the way down, was right next to probably you and dana are when he's doing all the things. So like this is how impactful some of these breathing things aren't. Our women's was great to get us started. Bosses device was awesome, the train master work work concepts, but now brian has really evolved and developed and said actually there's a bunch of different ways we can do it and he has protocols you're going to have to ask him, but he is the one that can say like, do this for this thing to exactly this way for this thing and you this adaptation, you want this effect.

Speaker 3:          01:51:39       Wow. He has it all dialed in. I go to a cryo chamber cryotherapy place where you put a surgical mask on your mom's and your whole body's immersed. It's not just a below the neck. Oh yeah. Yeah. Have you seen those? And when I use the wim hof breathing method, it's almost like somebody made it 50 degrees warmer. It's ways. And I just got back from montauk. I spent three days and jumping a nice bass the whole time out there. Uh, but we actually have multiple protocols. So that's more akin to what some would call the breath of fire. Is this when you're with dennis said. Yeah, we were at an event out there with laird hamilton and and those folks will brian also, they layered and gabby and brian vocabularies and laird hamilton started a company called xpt that kind of puts a lot of this lifestyle stuff into practice and so they put on these live events.

Speaker 3:          01:52:24       They also sent me some of their new super food stuff that they add to the creamer stuff. It's really good. It's amazing. Yeah, it's a little espresso based powder plus super star. I like it. It's fantastic. yeah. Um, so I've been working with for a couple of years, um, since they got started, but we go out there, we do these things and so we can say, okay, we'll get you through the breath of fire protocol and you'll feel like, wow, you get hot and get warmed up. There's other ways we can do it that'll bring you back down where you're like, yeah, I'm gonna. Take a nap. There's euphoria ones where you can get like, wow, I feel like I'm on psychedelics right now. I'm super high tropic breathing, bunch of apnea stuff. I'm pranayama stuff. All of these things can have different outcomes depending on, on what you're looking for.

Speaker 3:          01:53:12       So they have. Brian has got the system developed now we're like, it's, that's what he did was john the first one he did, um, it was like 10:00 at night and he's like, all right, let me relax you to kind of bring it down. He's like, oh, this is amazing. But then he's like, actually got to go train right now. He's like, can you give me back up? it's a garden. Let's go back the other way. Sort of backup. So is there any benefit stuff too? I'm using those breathing techniques versus an o two trainer or is it different situations? Exactly. Its situation based. There's things I like. So you mentioned what boss says of the opening valve at the end of the o two trainer and allows you to dump out carbon dioxide. Okay. The training masks for example, wouldn't. Right? So it's not right or wrong, it's just depending on what you're looking to do, because one thing you can train your body to do is how well do you perform when you generated a bunch of carbon dioxide.

Speaker 3:          01:54:00       So carbon dioxide is what actually makes you feel like you want to breathe, right? It's not lack of oxygen, right? Right. So I can put you in a situation where you get a bunch of carbon dioxide build up and if I don't let you dump it, then you're going to fatigue a lot faster. but that's not necessarily a bad thing. You could learn to then deal with a lot of fatigue, deer with it mentally, psychologically as well as physiologically there's going to be adaptations. So because of the fact that your body has more carbon dioxide in the system, you, your body adapts to process that carbon dioxide more efficiently. This would be the assumption like you have to be scientifically shown. Oh, but this is, you know, where we were. This is the thought process. You can feel this intuitively. You're like, wow. Um, and it's also a way for us to get a lot of training volume in, or sorry, a lot of cardiovascular training in because your heart rate goes way up without actually doing a lot of physical work.

Speaker 3:          01:54:53       And so for mma guys, this is what we're looking for sometimes because of physical work and their training camps so high we can't add any more volume to them is going to beat them up. SO now we can get them a cardiovascular workout in. That's easy on the joints and ligaments and the bones. So the other approach would be dump all the ceo two or do other things like nasal breathing only. So the whole workout you're only allowed to breathe through your nose. When you breathe through your nose, It actually can release nitric oxide, which is a basal dilator. So this is why when you, only, when you breathe through your nose, not only, but especially when you breathe through your nose, huh? Why does your body produce more nitric oxide when you breathe through your nose? I don't know. I don't know. That's weird because you would think that just breathing wim hoff.

Speaker 3:          01:55:39       I was asking him like, just anywhere. Yeah, he always says like any hole, I don't care. Um, but again, women's not wrong or anything like that, but a whimsy style is great, but there's many styles is the point I guess. Like he'S great. We've done some science stuff together, but how do you feel about saunas? Same thing, amazing benefits their potential, but there's no free passes and physiology. So when you get something, you're probably coming to the compromise that something else. What would the compromise be when you do a sauna to know we just don't have enough evidence on this stuff. We know we focused on the heat shock proteins. That's like everyone knows about those by now. Um, the ability to deal with a uncomfort, fatigue, like there's a lot of stuff. The difficult is when you run a scientific study, you get one or two or three variables.

Speaker 3:          01:56:29       You don't get a thousand, right? So we focused on the one or two that you're like, wow, this is moving something here. But I mean, just like the example we went over with the cold, it's like, wow, yeah, it's great for this. Or actually it's terrible. And people say no, they want to make blanket statements like heats, good or cold is good or bad. Well, as we study it more, we start to finding out, well actually it's good for this and it's good for this and it's bad for that and that and that and that. So we'd have to assume someone would be the same way. There has to be consequences to it. It just depends on application. But there's gotta be some sort of benefits in terms of recovery. Right. So do you think that someone should do maybe like cryo one day sauna, the neck?

Speaker 3:          01:57:07       Should they do them in the same day? Like so for example, a fighter in camp, I generally don't go out of my way to recommend sauna because they already get really hot and training. You're grappling, especially if they're doing stuff, they're getting heat shock protein. I don't want to go to hot yoga in particular. There's this study they're doing right now at harvard apparently, uh, somebody was telling me about it the other day where they're, uh, they're concentrating on hot yoga and the benefits of hot yoga and heat shock proteins. Yeah. I'm sure they're gonna find a lot like that. That's pretty. I mean that ship's sailed a little bit. Like we're, we're confident something. There's a lot of detail to workout, but something's going on there. probably something similar to sauna. So I generally say for people like you and like me, I don't go out of my way to do too much sauna work because of the way I train.

Speaker 3:          01:57:52       I get really hot and sometimes we'll train specifically with a little bit more clothing sometimes and get kind of like, well, instead of sitting in a sauna for 45 minutes, let me wear a little bit extra clothing during my training session and get real hot dr. But for the average people, I think it's a fantastic modality because there may be only working out once a week or less, and you gave, you can get them hot and we can actually work on those health benefits. While we're building good quality habits and we can eventually lead them down the path to more exercise. And emmanuel stewart, he used to run the crump. Jim, um, he used to crank the temperature of the gym over 100 degrees. that was his thing, like he wanted guys to box like in essentially like a hot yoga room. Well, there's a couple of things too that I've done a lot of that in my life and I used to hate it.

Speaker 3:          01:58:37       We used to just fight for the door, like wait for the round to go over wrestling, wrestling practice theory. So it really has to mma with it all the time. And like the problem was it was scary because the floor is water. Oh yeah. And you're like, I'm not kicking, like, you're terrified. That's not good. He was awful. I hated it. That's real bad for kicking. Skip those practices. A logical. Um, but so example, uh, I don't think that's particularly needed. What the exception of one time when pat comes fought in Brazil, it was like 110 outside and it was 80 percent humidity or something. Which fight was a, uh, it was, um, uh, yeah, I remember that. Was that fight? It was outdoors, I think. No, it was indoors, but if everything was open, oh, that's what it was. So super, super hot. Now we didn't train for that or anticipate that, but you could see if you knew you're fighting in a venue like that.

Speaker 3:          01:59:27       I'm like, what they used to do in bodog and Costa Rica and like, oh yeah, they would fight on the beach dot. Yeah, right. Just horrid outside. So you could say like, well, in that situation, maybe it's needed, but you're fighting in vegas or something indoors and maybe we don't need it for that. Right. But that doesn't mean you couldn't implement it once or twice. I wouldn't go on my way to do it though. right? So it wouldn't be a daily thing. No, because what's gonna happen is you're going to compromise performance. A pacing is a real problem. Bisping's a great example of this to dennis was a bunch of people. If you fight an environment like that, your pace and the amount of output you can do is going to slow way down in the gym, right? It can be hot, you're to gas out and then when you go to fight and your fight and it's temperature controlled, you're not used to that pace.

Speaker 3:          02:00:13       So if you're used to fighting at the pace that it takes for you to sustain 10 rounds of sparring and the gym at 100, 10 degrees and then we come in and you and I fight and I'm ready to go with this. You're not ready for that pace. So it's not that you don't physically have the conditioning, but you're just like, oh man, I'm just not skies and you know, you don't feel right. So you have to be careful of training too far outside of what you're actually gonna encounter. Um, which is, you know, some of these guys run into those problems when they do. I'm going to spar 10 rounds so that I can go five easy. Yeah. Yeah. But your pace for your five is way different than your pastry or 10. So you have to be careful there a lot of questions, man, physiology, dude, that, that is part of the problem, right?

Speaker 3:          02:00:52       That there are so many variables. There are so many questions that there is no real definitive protocol to follow. No, it was a bunch of different ones. The pursuit, the way I always say it is the truth is mostly a lack of perspective. So when you think that you are on some unbreakable truth, it's because you haven't looked at it from a big enough perspective for the most part. Right? Right. And there's some, I'll put it this way and I'm in biological truth. That's almost always true in physics. Truth of that's a lot less true. Like we're pretty sure gravity is real, like we're pretty sure and we can mechanically, water's good for you. Pretty sure. Uh, now quantum mechanic physically, those get kind of weird. Right? But for the most part that is true. But science in terms of biological or medical is a lot less true.

Speaker 3:          02:01:42       I mean how many times we have to see that, where it's like, this is true, this is true for 50 years. Oops. It's not, is this all fun for you, do you. I mean, it seems like you're very passionate about it, but I mean it's, it also seems like wow, it can become stressful having so many variables and possibilities and I don't, I don't think stress is even close. It's, I would say 99 percent fun. Like it's stress for me in terms of I don't want. I like it would break my heart if I gave someone the wrong advice and it ruined their career. Like that would be the stress stress in terms of being right or like saying that much some stuff and being proved I don't care about that at all. Yeah. That it's an issue with a lot of trainers. Right? Were they given bad advice and.

Speaker 3:          02:02:20       Yeah. You see it play out in a fight. I mean one of the reasons I. I used to do a lot of professional athletes in other sports or because other ones I gave that almost up entirely and I gave up. I've done some actors and things like that, but I generally stay away from that. Even though the money is far, far higher for me and those things, but I did it because like these mma folks, like I have a real passion for someone who's going to put all that on the line and they're going to risk everything and they're going to go out there and that is more exciting to me and I'm like, that's a fun, a really fun investment in me and it and it's worth me investing my emotion. I mean, when helen won a golden reel, like I just lost it.

Speaker 3:          02:02:58       Like emotionally I was like gone for weeks, like just exhausted because I invested so much into that. I don't want to do that for somebody so that they can make an extra million on top of that 30 million. Like it doesn't motivate me that much. So I like working with these folks and so because of that, like it breaks my heart. If you're like, man, you gave up everything for this kind of living and the best outcome for you was that you made 20 instead of 10 k and then I lost that for you because I gave you really bad rehydration advice for something that's a stress for me, but the rest of the stuff man, like it's fun. It's invigorating for me to continue to be like, well we, we answered that, but now we don't know this oR this. Like it's continual progress and and by like I take karl popper stance on this one in terms of like science is not about identifying truth.

Speaker 3:          02:03:45       It's reducing uncertainty. That's a good way to put it. That's all it is. Right? I wish I could take credit for it. It's a good way to put it. So we just, we get closer and we know more of, okay, we know this is not as an but we're still. Do you anticipate a day when we do, like when it comes to bio mechanics are there are some things that I would be confident in saying like basically we know that this is true, now you need to drink water, like basically say that that's true. Uh, we need to have a lot of it, like the verY standard stuff. Then those are things I'm comfortable saying this is basically true and as we go on, we only keep adding to that list. SO more things get piled on. Now we know for a. I had told this story also on my podcast about the history of strength conditioning and how it went from the 19 hundreds to where it is now.

Speaker 3:          02:04:33       And the quick story is, there was a guy named peter [inaudible] who was a scientist and he was extremely, he was the guy who started the idea that lifting weights causes you to lose flexibility and a, it's bad for your health and, and all these things, right? This is 1950 2:54, something like that. And he's a scientist phd and he calls it a guy. He gets a guy named bob hoffman is called in, do you remember bob hoffman year from the generation? You may remember york barbell muscle and strength, like the magazine. You may recognize all this stuff, but basically there was a show and I said, bring in this, these weightlifters, because back then weightlifting, powerlifting, bodybuilding was all kinda the same thing, is it bring them in and let's put on a demonstration. And so they bring in all these lifters and they put on this demonstration in front of the whole school in front of dr.

Speaker 3:          02:05:24       Carpet, kitchen. And uh, everyone's like, cool. They're great. They're strong enough athletic and everyone knoWs like the showdowns coming like everyone's there to watch the show, but everyone is really there to watch, like the, just like they are on the internet now. It's like let's watch this shit show afterwards. Right? So everyone's done and carpet stands up and he's like, that's great, you're strong and you got a lot of muscle and all that. But um, let me ask you a question, can you scratch your back? I think I was like, sure. You know where at like what, where, and he starts scratching both land and everywhere. What he wants to do, what do you want me to do? Drops into a full splits, grabs 50 pound dumbbells, does a standing back flip and at this point carpets is like, oh, like my entire career is that strength training is bad for you.

Speaker 3:          02:06:08       It's unhealthy. You lose flexibility and these dudes the strongest in the world just showed up. Not only are they not inflexible, but they just did a splits there. Bodybuilders ring world champions. So he was at a crossroads right there in his career to say like, do I admit in front the whole world about how wrong my entire research line was? Or do I find some excuse? Well you that. Well, he does the, the honorable thing and goes, I'm sorry I'm wrong. And change his entire career research going on to actually studying three training and of course shows that doesn't do any of these things. We do. So this is the nature of science is we're mostly wrong until we actually study and then we get less than, less than this wrong. So that's really where we're at with with everything. That's an easy example. But if you tell somebody 50 years ago, flexibility or strength training makes you inflexible. Still like,

Speaker 2:          02:06:57       well, I don't know how they look at this study. Look at this study. They used to be an issue with boxing, right? They used to always say boxers should never strength trained till vendor holyfield came along with mackie. She'll stone right and won the title as a heavier yesterday. Yeah, the airport. He looks great. Oh man. It's crazy huge. He was pulling like walking out of the bathroom by himself and he had like a cell phone up to his ear. Like I'm on the phone, but I think his cellphone was dead, but he just didn't want anybody to talk to them, which I don't blame him. No, he looked fantastic. I just signed a buddy of mine to his. He's doing, do you know he's a, he's like coach or managing fighters now or something? Yeah, hopefully not financially. I Don't know. Event. Just like buy the biggest house that exists.

Speaker 2:          02:07:35       Yeah. Had that fucking stupendous mansion in atlanta who was like a hundred and 50 rooms or something like that. Did you Put that much money in front of people in sport like that? Especially when you're balling, when you and other people were bawling and trying to ball harder, got to do what you gotta do. I don't think mma is ever caught up to that in terms of financially. Yeah, iT's getting close with conor mcgregor, but honestly his biggest windfall right now as a boxing match. So you know, the thing about a vendor that's weird is that he never got out of shape. He looked fantastic. Yeah. He's still fit. He's got to be sneaky. Plus he's one of the rare guys and I think he had a fight as recently as a year ago. No, no. Yeah, yeah. Oh wow. Find out when a vendor holyfield's last fight was. I really want to say he had a fight like a year ago. Oh, that's terrifying. Yeah, but he's okay. It's weird. It's not like, whoa, what's this dude? She just retired or just got smashed really bad. Getting bernard. THat gets amazing. Yeah. That was a freak incident, man. That's one of the things about like, why don't they have pads around the ring case guys fall through the ropes. Like I can't imagine that they didn't. They have seen that happen before. Guys are getting fucked up through that before. That's all fight style, right?

Speaker 2:          02:08:49       Yeah. Yeah. But that was lIke a fake charity boxing match. What does it say though in terms of, uh, when his last fight, that's what popped up when I hit last fight. Yeah. But that's not real. I think you're lying. I think, you know, just pull up his, uh, his record wikipedia record. I'm sure there's a wikipedia on evander holyfield. Brian know nielsen a 2011. Oh, okay. So six years ago. Yeah, that's pretty recently in consideration. Oh, you know what it was, I believe he was planning a comeback a few years ago and he was having a really hard time getting licensed. oh, I think that's what it was. I would still say if you had asked me, I would've said 12 years ago. Like I would've guessed way longer than that. Well, he, how old is he now?

Speaker 2:          02:09:39       Sixty one and 62. Okay. Oh, okay. So 5:55. Yeah. So We essentially had his last fight when he was like, what? Forty eight, 49. Something like that. Yeah, it makes sense. That's a stylish. Well, I dunno, I don't really remember his that much. He didn't take a lot of stuff. Did he take a lot of shots? Oh, hell yeah. Bruiser. Yeah. I mean he took some. He just had a tremendous chin. He just did an unbelievably tough guy and unbelievably fit. You know, that was the thing about holy failed was that unbelievably fit. Unbelievably game. Like when he beaT Mike Tyson, the first fight, like I remember it was, you know Kevin James. Kevin was actually over my house. We were watching it together. Really? We're jumping around screaming like a bunch of school girls because it was insane because nobody saw that comment. You know what I'm saying? Right. Yeah. That was amazing. Yeah. He had a career though.

Speaker 3:          02:10:34       Oh, he certainly did. Yeah. Hope you still got it together upstairs. Like that's just a tough one. Certainly is. Yeah. That. It's got to be weird. I wonder what, do you ever have that conversation with a fighter? I do. It's not my role, so I don't bring it up at all, but if they asked me on like a friendly advice thing, um, and look at will be very careful with names here. Um, but I generally tell them all tO retire, like regardless, like my approach is no, this is a, this is the, the risk is not worth the power in the ufc. It's just not like there is the occasional connor, but this is, this is the anomaly that proves the rule actually. So my advice to all of them is if it's not a good investment, it is not worth the risk because even if you get the wind bonus and the fight of the night one fight like that is potentially years.

Speaker 3:          02:11:26       And how much income could You make in those 10 years of working? Probably more than that hundred k. Well in terms of income for sure, but for a lot of them it's not really what they're doing or not doing it for glory. Right. So I mean that's. but I'm taking it from a logical perspective. I'm not telling them what to do. I'm saying though, like me as your friend, I would love for you to never fight because it was great, but having said that you do that, so let me help you as much as I can to get there, but I mean you can kind of tell too, like if you're, if, if you just don't, if you're not in that x factor, charisma wise and stuff, you're never going to make that real. Like life changing money. We're just talking about money though. In terms of damage, do you notice in terms of physical performance when you're seeing an athlete move around?

Speaker 3:          02:12:08       I haven't gotten to the. I haven'T gotten anybody like that. Or have you had someone come to you and say, hey, I'm thinking about, you know, when I get out, I'm not exactly sure when. What do you think? Yeah, I mean I would, I would look at them from the performance side of it. I wouldn't look at brain damage and all I would say, well here are your numbers in the room stack up to other folks we've had in this room and you're far below their performance wise. I would say you might have a performance problem in terms of you might not be talented enough physically to compete. Like I'm not gonna make a comment about your other reasons to retire, but if yeah, if I tested you across the board and you were terrible at everything, then I might be like, well, physically from my perspective, I don't know if you have what it takes anymore.

Speaker 3:          02:12:48       Do you see a deterioration in physical skills from like punishment? I don't know if I could really say that, but that's just because I don't like. I don't have enough exposure to enough of those folks to make a qualified comment on that over long periods of time. Yeah. I would need dozens and dozens of guys over years to really fairly. What's the longest you've ever worked with a guy? A five, six years? Probably. Yeah, probably six years. That's a lot of time. It is. And it's not like, uh, like, uh, some of them is not every single, I'm not talking to him every day and sometimes it's like once a camp, uh, generally what my goal is is to teach them how to think as much through this stuff as they can. And so ideally they don't need me after more than a couple of camps than the few chickens want to come to the lab, get this test that I got a hunch about this or we did this type of training for six weeks.

Speaker 3:          02:13:38       We think we are addressing this problem. Can we come to get it tested to see if it actually got better and no problem. But the other stuff I do is, like I said, it's so much usually helping them calm down through all the nonsense that I can give them a settling presence in terms of you, this is not something you should worry about or get to here. So, um, buT yeah, multiple five, six years and we've got data. We've got biopsy data off them from over the years, which has been very, very interesting. Actually. That was one of the first reasons I wanted to get into the sport because I'm like, I want to biopsy these dudes. Yeah, that's got to be really as a scientist, got to be really an interesting opportunity to. Yeah. We had, um, we had one fighter. It was pretty crazy because he's a, he was a wrestler and a very, very um, he was, he went through attrition, like that's his style.

Speaker 3:          02:14:23       He's not like a knockout artist and like that. And he was almost 70, 75 percent fast twitch, which is. Yeah. And then we also look this other thing. So one of the things that we measured our lab is called mild nuclear domain. So the nucleus is what holds the dna and it tells the cell to grow, shrink, die repair. Well, like human biology or human muscle is really unique. It's one of the only cells in all of biology that is multinucleated. So that means it's got not only more than one, but it's got thousands of nuclei per cell. The obvious advantages that allows us a lot more plasticity so we can recover and repair and adapt and adjust really, really quickly, which is why we see people's fiber type change in a matter of weeks. A paper that came out last year showing actually high fat, high sugar diet can change five prototype.

Speaker 3:          02:15:15       We've seen carbon dioxide concentrations, alter fiber type con, uh, things like that. So the nucleus is really interesting because the more nuclei you have, the faster you recover. It's also what determines how big a muscle will grow. Um, you've heard of like muscle memory. So that's me. This is what's doing muscle memory. That makes sense. I always wondered if that was real, uh, well working right now through it. Um, a lot of people are, but the old theory would be satellite cell would come in, it would turn into a nuclei and the cell will only grow as big as the amount of nuclei that are around it or that inside of it. Right? And so what that basically means is, uh, there's a certain domain or a certain size that each nucleus will control and it won't exceed that size because it loses control. So if, if you, all three of us, you know, we're all the nuclei and this whole room was one cell.

Speaker 3:          02:16:13       If we wanted to expand the wall we would have to bring in another nucleus because you'd be like, dude, like it's too much area to control. So when you go through about a training a year or something of heavy lifting and we add those satellite cells that turned into my own nuclei and we expand the size. Well we used to think like if we stopped training in this and the room gets smaller, we used to think that are like time to kick me out of the room. He's gone but now will look like happening. Is he staying around? So then when I go to retrain, I've got more of those nuclei right there. And so it's easy. It's easier. So I got excited, hit the mic. It's easier for me to expand my size because the nuclear there. Oh, that makes sense. Okay, so there's an actual scientific reason for muscle memory.

Speaker 3:          02:16:53       Yeah, and you can increase the amount of nuclear just by increasing the size of the muscle and that makes it easier to go back to that if you lose some muscle. Well, right. The demo nuclei would allow for the muscles get bigger. Yeah, so a little bit in reverse, but basically the same thing. Dude, this was really fascinating. Anything else to add before we get out of here? I'm the book man. I got a book out on all this stuff called on plugged, evolving from technology to upgrade your fitness performance and consciousness isn't on amazon, although all that stuff. Is there an audio book available? There is, but I'm telling you. No, sorry. There's a kindle that I would highly recommend. You don't get it because the kindle. No, you mean that's the digital version, right? Why get the hard copy? Why? Because the book is really a guide for how to use some of these training technologies in your training and how it can ruin your training and how it can help your training.

Speaker 3:          02:17:46       So a part of that is the importance of doing a couple of things, getting back to nature and how that, the physiology behind how that helps as well as this concept of choosing suffering and choosing discomfort and how that's physiologically important for you. So a part of the book is built in a way where the photos, the layout, the quality of the paper is all part of the reading experience. They don't have that in. I'm like kindle with the photographs now. It's not even close to this. It's, you know, it's all black and white. The texture of the paper is different. Have one of those kindle hds, the ones that are digital and maybe maybe. Yeah, maybe that would be good. But. So what you're saying though, but you recommend the proper. Yeah, I mean I don't change. I don't really care. Like for the experience of it, it's still cheap.

Speaker 3:          02:18:33       It's not expensive. What's the physiological benefit of getting back to nature? Oh, we have so much. Yeah, it's pretty incredible in terms of everything from visualization or. Sorry, eyesight. Did you listen to that amazing podcast? Eyesight? Yeah. Radiolab did one on the color blue. I didn't hear that one, which was, what's it called? This is a teaser and I could tell you the whole story. What's it called? The, the, the, I don't know the episode. Find it if you google the radio lab episode on the color blue. Okay. Basically we as humans didn't really recognize the color blue until the bible. What? Yeah. So we had the cones and the like, the physiology didn't change but we didn't have a word for the color blue until the bible came along. So if you look at any past there prior to that. Yeah, that's probably why isn't the sky blue on radio?

Speaker 3:          02:19:27       Radiolab? Yep. Exactly. So what, uh, what they've identified is we didn't have a separate color for several word for the color blue because we didn't differentiate blue shade, so it wasn't important for the world because blue doesn't happen very frequently. And in biology in nature it wasn't until we had textiles and we started printing and making cloth and paper and stuff like that, that we had all these different dyes and shade the blue. So then we developed different shades of blue in different colors, so because of that we started perceiving and focusing on different shades of blue. So now the average person that comes in the room and be able to identify all these different blues or prior to this, we didn't care about it, we didn't focus on it. So we all just saw that as one color blue. So things like that are important.

Speaker 3:          02:20:11       So what are we paying attention to? What are we being conscious of? What are we perceiving? What are we focusing on? Has a direct influence on our physiology. It's very adaptable to those things. So how does that make going to nature? So if we think about it from this way, what's happening in the exposure when we're in this artificial environment versus being in the external environment like nature. So what are we not being exposed to now that we could be exposed to out in nature? The third part of the book is the consciousness aspect, which is we talked to a lot of people. Um, tim ferriss wrote a section or a little interview thing for it. Steven kotler did one as well and they talk about the things like getting into flow state and the stress relief of it and all the other psychological benefits that we have from detaching a little bit from our constant tech exposure.

Speaker 3:          02:21:00       Um, dopamine as another great example, right? So if we look at the dopamine rush that we get from the constant exposure, not from the actual tech, but from things like, oh, I want to look at my likes, I want to continue to look at this. That's completely different than when we didn't we get out in nature and expose ourself to physiological elements similar to the cold and the hot and thirsty, the Hungary. I mean you've been out in the woods and stuff before, like you know what it feels like going a full day without food or being extremely cold for a few days and then getting back and then you like the euphoria, like the sensations, like you can't really. Well you can, but it's really beneficial to have herself exposed to that. Um, and, and it's a problem now, but really the book is about like, wait 20 years. And think about the problem that's going to be in 20 years when this technology thing only gets more advanced and it takes more portion of our life. Alright dude, one more time. What's the name of the book? Unplugged. Evolve from technology to upgrade your fitness, performance and consciousness. Beautiful. Thanks man. I really enjoyed it. That's great conversation. Really appreciate it. Andy calvin, ladies and gentlemen, ceo. That was great.
