Speaker 1:          00:00:02       Five, four, three, two, one for sure. Live.
Speaker 3:          02:01:40       he left like a, some birdhouse stuff there. I've just wanted to be the old man that like tinkers and makes shelves and stuff like that for people. And uh, my, my, my dad was an artist and my uncle john is an artist and um, you know, put together the sculptures with all wood and he was like a very skilled carpenter. So I always like looked at those guys thinking I gotta do this shit. Then I just want to like, yeah, there's a bunch of shit I like to do like that. Like I want to tinker, I want to fly fish. Fly fishing is fun. See, I used to fly fish a lot. There's a casting thing in the arroyo in pasadena where there's a big arroyo casting club. Was all these old men just practicing. Where do they fly fishing. Pasadena's needs. Is there a river there now?

Speaker 3:          02:02:25       There's a whole place where it's like they've, it's just a body of water where they made me like a little pond. Yeah. so then they go out, they take trips to places that I'll go out and go to, go to sierra and I was in bozeman this center this summer, bozeman, Montana. And we, uh, we went by this, a place where all these people were fly fishing and then maybe so excited. I'm like, god, I want to go back and do that. But it was weird because they catch and release and I was like, okay, now you're weirding me out because you're just putting a hole in that fish's face. Then you'll let them back. Like this is kind of fucked up. My buddy, a daily show guy just went to Russia to go fly fishing. He's super into it and they bought a place in upstate New York that has a river right by it.

Speaker 3:          02:03:08       And just time, that's because up for, well, if you can do like a place where you can catch the fish and eat it. God damn on the shore if you have a little cast iron frying pan, make little campfire and have some shore lunch. Oh so delicious for me. That is the sort of ultimate hanGing out with my wife having a glass of wine, doing that. reading and then going to bed. But yOu really want to do it or do you like the romantic idea of doing it? We're going to fucking find out. But right now it's just the romantic ideal. Totally. Yeah. But I do like going, we've gone away in a couple of times, like um, my kids are just at the point where they went away for a sleepover and this only happened one time and me and my wife drove up into altadena and heard about this hike that people do and took the dogs, went on this hike and we had a blast.

Speaker 3:          02:03:57       And I know that if I could mix it in a proper amount of work and the proper amount of just chilling out, I'll love it. I have three hammocks in my backyarD that I don't use. I barely lanD them. Yeah. See, this is what I'm getting out of you. I'm getting that you're, you're thinking about like this romantic idea of relaxation and peace and quiet, but look at our constantly vacation homes non, but meanwhile you're also planning on doing a bunch of shows and being an executive producer and a show runner and a writer and a standup performer and you're actinG and. Yeah, I've got a ton of shit going on and you're yelling at people yelling necessarily talking about eventually getting

Speaker 2:          02:04:38       to a cognitive therapist and potentially starting meditation. It's like you have this. I just do it noW. Yeah, well, yeah, for sure. Yeah. You should have already done it like you, you, you, all these things you should should've already done. So this is the problem with me. He's money. Okay. So the atc I don't do for anyone. I have nothing but money in. So that's not about money at all. So that's starting like I started my standup career eventually. That'll be great. No. Well, it takes a lot of work, but that's just what is the idea behind it? Okay. So we things comedy by the way. So this is all things comedy is me and bill came up with the idea that comedians should own and distribute all of their own content. When I first showed up in la, worked on tv. So cheech from cheech and chong who told me to do two things, it would be nice to every single person you meet out in the public, uh, every busboy is going to have the teacher's an asshole story if you're addicted.

Speaker 2:          02:05:34       Anybody. So try to be as nice to as many people as you can. And then he goes, also, you want to own every single piece of content you ever put out there because. And he goes, I owned all the movies and I owned all the albums. So every single day is all this mailbox money and now we get put as comedians, restarting I everybody starting all these podcasts and this is 2010. So we do all the paperwork, we finally get the company and we take a big chunk of the company. And we say, okay, everyone that participates in this network, this is the board of directors, thompson, agora, bert, kreischer, ari shaffir, dave anthony, myself, bill burr, and we help guide this place in the right direction. So when new comic wants to come on, all of us sort of go, do we want this person on?

Speaker 2:          02:06:25       For example, john repin and tiana are going to start a podcast. I approached John Reed called me and I talked to sarah and put them together. Felipe esparza, uh, saw that no latinos are doing podcasts. I know philippe's fucking hilarious. And instead of like being all like to the other latino comedians, all competitive, it's like fleabag, you got to do fucking podcast. And he started one called what's up? Fool does great, and it's helped out as numbers and everything like that. So we all collectively owned this company together that distributes our content. So in this content starts with podcasts would then eventually we started our own studio. We are redoing our website right now. We're going to start selling our own tv shows. Burt did a cooking show called something's burning. Why? It's fucking a tom. And bill watching to most unsanitary

Speaker 3:          02:07:17       ever seen him play with his nose touching is no, quit fucking touch your nose one more time. I'm not going to eat any of that shit. No one's going to eat that shit. And they're fucking yelling at each other while they're cooking and bert and just dumped a bunch of oil down the sing can. Yeah. You were making that and we shot for an hour and tom and bill were hunched over laughing. I was in the back just cracking up because he couldn't believe what I was watching. But what are you doing with it? That should be a show. Is it on anything right now? So it's going to be on abc.com or we're going to sell it as an individual. You did it a long time ago? No, we just shot. It was distance three. Couple of months ago. Weeks ago? yeah. Two weeks ago. Three weeks. Not two weeks. Three, four weeks ago.

Speaker 3:          02:08:04       And just haven't edited it or editing it right now. They're just putting it together. So do you have like a, a group of editors and stuff? So we partner with this company called soapbox films that has 15 editors, animators, all these people on staff. So when you come by you'll see that we have two full stages. We have a green screen, white cyc, if color corrections, you know, a sound mixing studios. And then they gave us our podcast studio to different offices and then other meeting rooms as part of like an investment in us. Wow. So anyway, but everybody owns everything. We have atc records that again, I haven't had the time. We're just staffing up right now because we took on a little bit of money. But you took on money. You know, we've got an investor's. Yeah, we got investors. Did somebody get out and given us a million bucks?

Speaker 3:          02:08:55       Jesus. yeah. So the idea behind it is you're kind of acting as a network. We're going to turn into our own network. It's going to be like united artists and when shows sell, it's going to be full transparency. When let's say something's burning goes up and people start buying it. Burt just gonna look at his back end and know exactly. You know, the money has to be recouped and then you know, the money is split. Interesting. He'll just get access. Like burt will own that if there's, if there's a tv show that gets made out of that and it becomes popular and then there's the idea behind it that there's strength in numbers and yeah, we all, we all really help each other out too. Like if I'm, for example, I got this special coming out and everyone's going to help me get behind it.

Speaker 3:          02:09:42       When burt special comes out, everybody says, you know, goes crazy. We sort of do that. Anyway. We all do that. Anyway, that's the collection. This is like, um, this is an association of comics working together to promote each other. And so like if you guys have a podcast on the all things comedy label, everyone knows, well this is going to be pretty high quality because comedians are going to be a better show. We're going to reign that in a little bit like you said, but for the most part we have a lot of people contacting us and it's all community of our peers. We all really like and really enjoying that or is that bringing you extra stress? It brings you a little extra stress because they've put some money in. It's definitely something I'm looking at. I'm getting to a point and empowering other people that have some other comics coming into help me work on creative stuff. But is it making money

Speaker 2:          02:10:34       or is it. Oh yeah. So we just um, you know, we haven't put out any of our tv shows yet. I mean I hope to have tv shows on the air. Let's just like funny or die makes money off of unbranded. I got to have companies come to us and want scripts written and I was able to give gigs to guys I knew on a daily show where they get paid like $45,000 to write a script for a corporation. Oh wow. And all those times you get gigs, like we can serve as the agency for that. We can do, I can match tom papa up with a company so he can write their ad copy just to bring him extra side money. Like we can do branded content integrated marketing. And all that shit. And have the comedians on the company that does that. Comedians are responsible for so much fucking content. It's books, it's tv shows, it's movies. It's just like you're thinking about all these comics are producing so much great shit. Then why shouldn't all the comics have a company that distributes on it?

Speaker 7:          02:11:36       Well, it's interesting because there's a bunch of groups that are coming along right now that are trying to capitalize on podcasting. And one of the things that's fascinating. I had a conversation with a friend of ours who's got a podcast and his agency or his management company that suck now are telling him they want a piece of the podcast, fuck you. And for the longest time they were telling him he was wasting his time doing a podcast and they were saying you need to worry about like put, getting a scripted show getting of this and a dad. And he was like, I really think that there's something in podcasts. So they. They were negative and they were criticizing his efforts and now they want a piece of it and he's baffled and he doesn't know what to do. I'm like, you got to leAve them. no, you gotta leave them. Absolutely not. They're not doing anything. Before I even talk to me. I could have just a thursday. No

Speaker 2:          02:12:24       sense in you. You're doing it. It's like this is something just like your standup career than you really don't. Now because of the technology, you don't need an intro to the establishment. When you're a young standup comedian, you need a management manager and an agent to usher you into the established group of decision makers. Right? when you're a podcaster and you're podcast becomes popular, it's you and a room and that microphone and people did listen and there's really. Because you're putting out a good product, you don't need somebody to tell you like it's okay to do it or you're going to be on this network like that's. It doesn't matter. You can do it by yourself and that's another thing that I encourage all people to do and this is a why am able to like, even though I am stressed out, I wake up in the middle of the night, I usually, there's a lot of contradictory shit going on and I'm looking at vacation homes.

Speaker 2:          02:13:22       I love it. I fucking love doing what I'm doing. I really do. It was great. I love doing standup below the acting like I just, I love it all. And to follow your bliss, you know, and to really, I was fIring people and like you said, do you have to be up In the rain to appreciate the sunshine sake? That's where I was when I was working for somebody else, even though that somebody else was my parents and so I got down into standup. I'm like dry, look at all this great shit. I looked right. Even writing jokes are free for tim allen. Like I didn't have to do that. Like, I love doing all this stuff and so I'm really thrilled like the people that we get to associate with and the people we get to meet and what happens when you do something you love, It all just sort of comes together. So I feel very fortunate that way that I get to do all this shit and even though I need to say no, I need to pare it down. I'm still having a hard time.

Speaker 7:          02:14:14       Well it's good that you're having a blast, but uh, my advice to you is just do all those things that you're talking about, like especially do all those things as far as like meditation, do all those things, like whatever the cognitive therapy issue that you have to deal with. Just go do that. Yeah. because you, you talk about it too much. I know. Yeah. Like you and I have had like 30 conversations about your temper, you know, over like 10 years. Like that's crazy and nothing's changed. It's less because she got more and more aware of it. Right. I'm totally aware of. Right. Yeah. I've been so cool. There has not been an incident in a while except another night with steve up. Well, that was a long time ago. That was the other night we were talking about the person that cut into applause break. Oh yeah. Last week. But it was just fucking reba and again also, you know, it for a long time. I'm not a in sync. It gets also you caring about comedy. It's terrible.

Speaker 2:          02:15:17       Really caring too much about comedy. It's me being again, sacrificing a lot to do what I'm doing and then seeing other people are just trying to fucking take advantage, you know?

Speaker 7:          02:15:29       Yeah. Like I love the idea of all things comedy, um, but I don't want to do anything like that myself, which seems to me like, god, you're invested in yourself in a whole bunch of other people's problems. You know, what I've kind of done is form a network without having an actual network or all the people that I'm friends with, whether it's tom or joey or duncan, I helped them. I promote them just by just doing it. I don't want any connection on. I don't want any financial connection to it. You know, I don't even have a fucking contract. My manager, we've been together for so long like I don't either. Our contract came up and I go, I don't need a contract. You need a contract. He's like, no. Well good. shook hands. Gave him a hug so don't have to fucking nonsense legal shit. I'm never leaving him. Been with him since I was an open mic or I'm not. I'm not going anywhere else.

Speaker 2:          02:16:18       No, and that's also when we shot that a pretty, I'd say read this bird thing again. There's no contract. Beautiful. Shake hands again. I would die

Speaker 3:          02:16:30       before I fucked anybody overlay. I'm really would die. And so there's no contracts with us. It's like we're going to make to put that out there, whether it's for free or whatever, you know, just we're going to start making shit. And the most important thing is you're having a good time. Have a great time. That's awesome. Stover. Laughing. Couldn't stop. Like. It's not like. The best part about this whole thing is that you get a chance to hang out with comics, get a chance to have a good time. Just in the more you do that, the better stuff you put out, you know, the more you're in that vibe in that group, but humans, you know, just having a good time, but you're putting out those good vibes, you're getting them back, everybody's producing good stuff. Again, I can't stress enough to people listening and just finding that thing that you really liked to do and doing it is so fucking important.

Speaker 3:          02:17:18       I don't know what it is, but if you really like something itching at you because that's the thing with my parents, family business and even knowing I wanted, I knew I wanted to be a standup comic forever and it took me awhile to figure it out and so that's why I come down here and I'm racing around, like really trying to cram it all in or whatever's behind it. But I just wish that's a regret. I do have. I just started earlier. How old were you when you started telling? Tell you I was 21. That's one of those things though. I mean robert schimmel started when he was 36. Start whenever you start. Yeah. No, it doesn't matter. I think oftentimes whatever extra life that you have before you start, it's probably going to help you was when I started, I was a baby, you know, I didn't know shit about life.

Speaker 3:          02:18:06       Yeah. When I did start I was doing sales and shit. Like that was cool and Met life, met life. you've hung out with life. He'D been there. You've got down to nitty gritty. I went and essentially like a couple of years out of high school I became a comic, you know, and I was out there doing the life. I've never done anything but they have a bunch of shit along with it, but if there was ever a question, someone said, oh, you have to quit everything except one thing. What's it going to be? I'm like, that's easy. Stand up. Everything else can go fuck itself. Yeah. Yeah. without a doubt. For sure, because that's the thing. As a standup comic, we just always have this, the skills to go out and earn a living for all jay leno's faults. He danced with some pretty great stuff about.

Speaker 3:          02:18:51       There's a book called comic insights by franklin and gi where he used to teach at ucla and if you go through as interviews with richard, jenny and chris rock and jay leno and jalen was says takes you seven years, it's like a law degree, takes you seven years to get your law degree and then it takes you another seven years to be a good lawyer and then it takes you seven years to sort of figure out who you are as a comic and then another, another seven years to be a great comic. So around your 14, 15, you really started hitting your stride because you're great at it. You're getting better at it. And uh, to do that at around seven years he goes, started making a living. You can start really, you can quit your day job and really start making a fine living for your family because you're making a least like 70 to 100 is a long time ago at 70 grand a year.

Speaker 3:          02:19:41       Oh yeah. Great. Living just a, you could live. I'm going to a bunch of comics on the road that just living in Indiana fucking house costs $180,000. A couple of kids. Yeah, totally can be done. Total question and it's certainly better than doing something that you don't want to do. Exactly. For whatever. You know the people that are listening to this and they're like, what is my thing? It's gotta be something, man. You've got to be something. It might be making canoes one of those. What the fuck it is. I was so miserable doing that family business. I started doing stained glass. Stained glass is cool. Yeah. My dad did it and then I started doing. I was looking for things. I volunteered with the big brothers, big sisters. I was just held there like really? And this is again where I single and had the extra time to do anything.

Speaker 3:          02:20:28       Like this is what I'm out and I was just looking for it and then I knew when if I turned 30 and I didn't try stand up because it always had been itching at me and people always told me I should do it. Then I would never be able to live with myself, you know, so I forced myself to do it and even though it was sort of, you know, uncomfortable, well this life is like this weird quick blip and it seems long when you're young, but as you get older now I'm pushing 50, I'll be 50 this year. It just happens fast. It happens very fast and if you're not doing what you want to do, it's not a fun time. It's not a good feeling and you, we all know that person. We all know that one person that's not doing what they want to do and it eats away at them all the time instead of the people that you know that are fulfilled, that are doing things they enjoy and they're working hard and they're pushing, but they get that good feeling out of it.

Speaker 3:          02:21:16       They're actually pursuing what they love. They actually feel like they're making a difference in their life. They're actually creating something or, or accomplishing something. That's what you want to do, man. that's the key to getting those good brain chemicals, those good feelings, having good people in your life. Having good friends, being kind to people, enjoying your time in this life and then doing that thing that is actually interesting to your personality and your mind. So important. And I'm taking a step away from work. Again, those deathbed lists. You kind of look at these death bed. I don't want to. No, nope. Don't want to look at regret. I get it. I get it. I work hard. I know what I'm doing. I'm no perfect person by any stretch of the imagination, but I don't need to look at regret. I'm, I'm, I'm focused on tHat all the time. I'm trying to focus on positive things. I am absolutely aware of the consequences. You know, I've, I've, I've contemplated it enough. It's just not. I think you could spend enough time focusing on negative shit like what people should have done and it can fuck with your head. You don't want to look up when I'm Seventy and go where? I

Speaker 7:          02:22:25       don't know. You won't, you won't. I'm not gonna iF I died tomorrow, wouldn't. I'm good. You just kinda keep going. You just gotta keep enjoying it. You know? And who knows what this thing really even is so weirdest thing about this life. It's like what? What is it? I mean we, we, we look at it in terms of this like a sort of solidified structure of waking up with the alarm clock, getting your car driving to work. Meanwhile the entire time this is going on, you're a finite life form on a planet in an infinite universe. I mean all of it is preposterous from the beginning to the end. All of it's ridiculous and the more you look into it and the more you really contemplate the absolute, just massive scale of this universe that we live in, the more it seems ridiculous and the, the little things that are keeping you up at night and waking up at 2:00 in the morning, the ame zion insurance, ridiculous.

Speaker 7:          02:23:21       It's ridiculous. Shit. Ridiculous shit. Just a matter of perspective. But I think it's also a matter of the human body. I think the human body is designed to have a certain amount of stress. You certain amount of worries. The reason why we survived is because we worried about predators are invaders and all these different things. Those things don't exist anymore, so we give ourselves issues, we give ourselves problems and I think the way to mitigate that is to exercise both in the sense of like a physical sense, but also like almost in like a demonic extra cyst like get the exercise, all that stress out of your body, like you're there. Your body does not want to be like this overflowing battery of stress and tension and energy and when it is, it starts fucking with you to try to give you pressure and stress and give you like consequences for this, for this anxiety. I just have this insatiable drive that leads to that. A debilitating stress and anxiety that I don't like. So I think it's like what we're talking about. This is actually very helpful because you don't. I don't. I'm talk to anybody about this shit. I just talked to a doctor about it for the first time talking to the whole world. Then

Speaker 2:          02:24:38       5 million people are going to listen to jesus christ. Alright, I'm working on it right? I know the absolute mess. If you listened this far, I'm definitely on an absolute mess. I'm working. You'd like. All of us have issues. You. Everybody listening has issues. There's no, there's no perfect person and I, I really did at this doctor's appointment and I just flipped and I waS telling. My wife is aware of all of this and close Friends are. But I talked to his doctor for the first time. It was like talking to a complete stranger about it and all you people about it is very, very new. I don't and people are always wearing that. You know, everybody laughs at me, fucking stories of me telling People to go fuck off and they're funny. They're not violent. If

Speaker 3:          02:25:24       you meet me, you by the way at the comedy store and it's like I really am the fucking nicest guy. I am a very nice dude. But wHen pushed and pushed and pushed, I fucking lose my mind. And when I see like the comedy injustice going on, I'm like, fuck that asshole. Fuck that dick. Because it's important to you. It is a consequence of all your ambition. I mean, that's where all the stress is coming from. It's a consequence of view and it's also one of the reasons why you've been so successful that you're constantly pushing and making things happen and getting things done. But occasionally you're going to spend your wheels. I'd like to come back.

Speaker 3:          02:26:04       Complete person. No, I'm not going to happen, but the next time I come back on this show. Okay, you're going to the timeline. There's gonna be a little timeline. Timeline. I'm shit. I'm going on vacation. A long vacation. I used to flip out on vacation. How long are you on vacation for him to go away for 10 days is a long time or a date? Three. I start getting fidgety. Do you start feeling like you have work to do? I should be doing work every single day. If you go on vacation in los angeles, you will get a call to be in a movie. You can get a call to do all this other shit. And um, that's always what I haven't seen their seat. I've gotten past that because I don't do anything anymore. I just do podcast and stand up and then 10 times a year and that's it.

Speaker 3:          02:26:55       I worked for the ufc. That's all I brought. I brought it down to 10 times a year. Very great spot. Your spot is the spot that a lot of us comics want to get to. I mean, let's be honest, you because you are able to do those things because you have, you know, worked and you'd put it in all of you. Put it in a lot of time to that and I mean you working on talk radio and then working on his radio news radio. Sorry. Newsradio working on a fear factor for your, you know, ufc. I like the gin being a great comment because led to this, you were able to be independent and that's fantastic. I hope to get you definitely tend to. This fear factor thing taught me a lot because it was an independent and I didn't like doing it and it was a great job and it was a lot of money and I would definitely do it again, but it taught me the consequences of doing something that you don't really enjoy.

Speaker 3:          02:27:51       It's not pAt, I don't have a passion for. I love the people I worked with and again, it was a great job. I'm not complaining like, oh, woe is me. I had a tv gig that went 148 episodes. Crazy. Yeah, I mean this crazy successful show, but it wasn't what I wanted it to do now. So while I was doing it, it made me realize like, okay, this is not the good feeling. The good feeling is when you're doing things you want to do, so figure out a way to when this is over, never do this again. And so when fear factor was over, of course I did it again when it came again, that they. Because they came uP, they came with the money so hard to start thinking I'm a squirrel that money away. And then you know, it's only three days a week.

Speaker 3:          02:28:30       What's the big deal? You work four days, you know you have four days off, you worked three days, you know that guy who's on big bang, the show, big bang theory. The six lead. The guy, if you guys know the guy with the bowl cut is even as like simon helberg think. Um, he, I heard that he got his, uh, his deal for syndication. They wrote him a check for $85. Million dollars. Yeah. And uh, started here, but it's not the two. There's the two guys that are the main guys, right? There's the indian guy and then he's like the fifth or fourth. Yeah. And you hear about all these shows and like backing up the money truck. Just not a lot of those shows anymore though. They used to be like friends, seinfeld shows. Yeah. All those shows, those shows when news radio went to syndication, but new news radio was never the kind of commercial success.

Speaker 3:          02:29:29       And then these other shows where it actually became a success in syndication. When news radio was on television. This was when, there was not a lot of shows on tv by the way. There was one time where my friend lou morton's, one of the writers, he would, lou would wear a tee shirt that had the number that we were ranked for the week. Uh, you know, like our, our, our ratings and he came in with a number 88 on his shirt. I went, fuck dude, where 88th, he's like 88th, like god down are we going to get canceled? And the only time we got cancels when I didn't think we were going to get canceled, which is crazy. But um, I don't remember what my point was, no issue working on all these shows and that you're not doing ideally what you want, but then you know, you have a, a wife and kids and the money's so good.

Speaker 3:          02:30:17       I was thinking for the longest time they didn't want it to be like an ethnic lab brand on it and one of those in cis shows where I are, the worst guy just comes to come in and the cops come in and I go, you guys aren't gonna like this sperm came back not to sperm the sperm you think it is to. I always think of guys like david caruso. I want to think of those shows where they just kind of send it in. Yeah, they just mailing it in, do that thing with his phone and get in. Yeah, every time you ever see that compilation of him to just take him off of just saying corny one liners and pulling off the glasses. Yeah, that's what happens to you here when you do one of those shows, those shows are just designed to keep grandma awake for another hour to sell her tied and toyota trucks or whatever the fuck they're selling the commercials and then just brings me back to all things count. So atc is going to allow Just funny people to make their own shit and make it and sell it directly

Speaker 2:          02:31:20       to the people without having to do, you know, worry about this network rigmarole that we've all been piped into the network rigor bar, all that was like a real. There was, there was that option at one point in time that you thought that there was going to be a pot of gold at the end of the rainbow, like a syndication deal and now that stuff is almost nonexistent. They cut all those deals out. Yeah, for good reason. Awesome. Ray romano story. Yeah. About him getting his check and he sitting in one of these daily grill type places like beverly hills lunch spots where all the agents go and they go, is agency does is check that you need to probably want to just go walk away, take a look at privately, just walk away and he goes into the bathroom and he goes in and opens up the check and he looks at it and he puts it back in and it's for, you know, over $10 million type of thing.

Speaker 2:          02:32:16       And he washes his face and he can't believe it, you know, because this is a guy that was working at a bank and then he was walking back to the table and two for old ladies are sitting there and they go, excuse me, and he thinks so everybody loves raymond. He's fenced and these ladies say, could you get us some more bread please? When you have a chance. And it sort of tracking made him feel like, oh, okay, how could jesus like, this is crazy that this is happening. These Ladies have no idea who the fuck I am. They think I'm a waiter. They're asking me for more water or bread and it really took the air out of everything and made them laugh because you just got the fucking sweats. Like this is a crazy thing. There is this pot of gold for some and when I started doing standup and I still have all these deals, that's what's happening with cvs and there it's like I'm getting. I've had my own family sitcom script seven times and so like are the development deals that give you a bad deal. Slava cash slab, a cash and a script and matched up with the show runner. Show runners. Last one is called call me al. Then I wrote another one called mr macho. Mr. Macho is a good idea. Is a good script. Why the name though? Oh, so flip out a mexicans making fun of me. Was it mr macho? what's up bro?

Speaker 2:          02:33:46       Me, me living in latino neighborhoods. So then good stuff that could be a show and you want to do that? Oh man. Right now I have my own like single camera comedy on the air and yeah, you like that as much as standup. I love acting. I love writing, making shit. Yeah. That's awesome. Then. Yeah, and I really enjoy it. Like it's got to be in the writer's room on. I'm dying up here. There's one of the best experiences are. And when does that come out? When it's on showtime. Beautiful hair. You're gonna. Love it so much I'm sure. And it's kind of sexy bitch. Look at you and that god damn amazing outfit and that beautiful mustache. Whoa. I love it. When you start dressing like that again. Totally feel they look better with beautiful apelles.

Speaker 7:          02:34:32       Alright brother. So, um, this friday, which is tomorrow, I'm shrimping, ain't easy on showtime. Is it going to be available online at all?

Speaker 2:          02:34:41       Well, this is the thing, they gave me a code. So if you go to showtime or show.com forward slash shrimping and I put this up. So this is on my twitter, you get a free 30 days to showtime. Oh, okay. Beautiful. Launch. A special. You can watch it on the amp and then that's the same is true for. I'm dying up here. I think I'm going to have another code for that. so you could really get two months. Is showtime free out of this thing if you just. I, paul put the codes up and people can just grab the code. Do you know what I'll do is I'll throw the codes in my instagram and my twitter of like the head bio or some. Okay. Let me just grab them from there. Beautiful. Watch it. That's it.

Speaker 7:          02:35:24       Alright. Now magically, ladies and gentlemen, shrimping ain't easy tomorrow. Enjoy it. god dammit. Look at that back in new man. He'll be back a new man hopefully. Yeah. Or not. Probably not warm. Which just more fun. Alright, we'll see you. Bye.
