Speaker 1:          00:00:01       Here we go, four, three, two, one.

Speaker 5:          02:18:14       How much of it is what you're willing to accept from yourself. If you're. If you are willing to accept this seesaw, obesity thing that so many people get on on and off this Yoyo effect. If you're willing to accept that, that's fine, but I just feel like it's a mental state. I really do. I see. Once you achieve a certain amount of success, people start sabotaging themselves. They start, they start dwelling on the fact that they're doing well, but how long can they sustain this? I starts being a big fat mind fuck, and that's when you say like, what's sustainable? What's this data? A lot more than you're willing to do what sustainable is? Stove yell a bit. The person out there that's listening knows, but you know what I mean? It's like there's a thing like we're giving people these fucking escape clauses. We're giving them these, these, these parachutes they can pull. Don't pull the parachute motherfucker. Just have a cheat day. That's fine, but don't get off your diet. Have a cheat meal, you know, fucking giant Sunday. Throw some syrup on that bitch. Get that whip cream going. Do it once, but don't live your life like that. That's nonsense and I think that for. Yeah, I wouldn't disagree with anything you said. People need to hear. Not this like this. Like, well, you

Speaker 2:          02:19:28       can't sustain it. The Quito giant Sam Houston state to state their control. If you do sustainable, if you found for three days, that will give you a lot of confidence that you have control over food fasting for three days. No Diet is sustainable. It's not sustainable over if you look for the general population and you get a bunch of weak bitches and you get them together, how many of them are going to keep it together? How many of them are going to run everyday? How many of you going to work out every day? Very, very, very few. You're dealing with outliers in particular. Just by virtue of what you do, how many people are willing to put the work in to achieve this? That not how many, how many people are gonna achieve this physique? Very, very few. Right? So we're talking about outliers. We're talking about how.

Speaker 2:          02:20:10       That's what I like. I like outliers. I don't like people that are good to hear that that's dangerous, so like that shit is worse than carbs. That's why we talk a lot in the book about behaviors because if you change your behavior, that's what we, I think there's not enough research focused on is let's look at the people who actually achieve weight loss and if you look at people who achieve it and keep it off, they do it through many different methods, whether it's low carb, low fat, whatever it is, but let's look at the behaviors that they make and those behaviors can tell us a lot about people. One thing we know is they practice. They've made themselves very often they so they're accountable. They practice some form of cognitive restraint, whether it's weighing food, recording macros, ketogenic fat restriction, whatever it is, and also they exercise regularly and one, there's physiological benefits to that exercise lowers the body fat set point that your body will defend.

Speaker 2:          02:21:09       So it actually has a physiological benefit, but also just mentally like you said. I mean I never. If you took me back 30 years ago and you told me, hey, les, or when I was 10 years old and you said, hey, when I was bullied and picked on, had no self esteem, you're gonna fucking squat, 668 pounds one day on your back at 201 pounds and set a. it's been broken since then, but a world record, I would have been like, there's no fucking way. There's no way, but when you have disciplined like you said and you that doesn't, just people say you should have more confidence. That's a fucking horseshit advice. Confidence is built through. You set a goal and you achieve. You set a goal and achieve it and you don't start out to say, I'm going to set a world record and that's your first goal.

Speaker 2:          02:21:54       You. I like, what will Smith say? Say you lay a brick as perfectly as you can. Lay it. You do it again and you do it again and you do it again and you talked to anybody who's successful in anything. They didn't start out saying, I'm going to do this earth shattering thing right? They started out and built that confidence over years and years of achieving small goals, which then led them to their big goal. Now we're onto something because I think that the mental state in which you approach anything, a workout routine, a lifestyle, the way you decide to live your life, that is, and here's one of the things that people are cynical about. That's probably one of the best sources of fuel, is inspiration from other motivated people. Go to David Goggins instagram page everyday. Watch that fucking savage. Watch what he does and yeah, he's awesome, but go to people like him.

Speaker 2:          02:22:42       Cameron Hanes, go to go to go to the rock like these fucking people. Just do it. There's no escape. There's no acute sustain that. That's not. I don't want to hear that shit. That's nonsense. Failing is good. It's okay. If you fail, then you're not going to get back on the horse. You're not pushing yourself hard enough. When I say sustainability, I mean if, if it's, if it's because everybody has stuff that they find, again, you find a carb restricted diet to be easier to stick to three feels better for it, better for you, and that's fine, but if, but if somebody is over here and says, you know what, I'm eating a low fat diet. I feel great. My blood markers are good. I have plenty of energy. What's wrong with that? Nothing's wrong with that. There's well Libertarian, oh, unquestionably exists, right? There's A.

Speaker 2:          02:23:29       There's a giant difference between all of this. Some people eat peanuts and they die, right? We all know that. There's just. The body's just very, very different. They're very exactly their caloric requirements, the nutritional requirements, it. That's what's hard about this, right? Is Finding this one thing that is best for you. Yes. And objectively and you know, and being really analyzing your, your actual physical performance, which very, very few people do. They kind of say, well, I feel pretty good, but by what marker, right? Are you, what's your personal best? What are you trying to accomplish? Are you monitoring your heart rate? Are you monitoring your workout? Put like what are you doing to show that this diet is optimal for you? Yeah. Well, and part of that is like a, you know, it's hard to get a lot of money that's going to be spent to get that data for an individual.

Speaker 2:          02:24:16       So part of it is going to have to be what do you feel good on and what do you feel like is again, most sustainable for you because no matter what that people want to diet, what people really want is they want, I don't want to have to track and I don't wanna have to sacrifice anything and I want to get to my goal. Well, tough shit. That's not going to happen. You have to pick what you're going to sacrifice, right? So if you say, I hate tracking calories so I'm just not going to eat carbs because I, I can regulate my body weight that way. Fuck yeah, do that. I had a post on twitter that was one of my most popular twitter posts. I said, you know, health improvements are largely driven by caloric restriction and weight loss, but if, if you like Vegan, if you like Quito Carnivore, if you and I just listed a bunch of different diets and they help you create a restriction and it keeps you at a healthy weight, then fuck yeah.

Speaker 2:          02:25:09       Hell yeah. Like if somebody says, I like eating a Vegan Diet, I'm not interested in losing weight, but Ketogenic, intermittent fasting is very, very easy for me. I loved the food and I feel better and uh, I think all my biomarkers are improving when, when you don't need any other reasoning for why you should do it with him. It works. Now. Can I ask you this? When you say diets aren't sustainable, the data doesn't show that what you're talking about, calorie restricted diets that overall weight loss diets. Are you talking about dietary choices in terms of like key to genic direct question. So it's that if you lose weight, we cannot keep it off. That is, that is the big problem is that most people are able to lose weight and they cannot keep it off because one, the self defense system that we talked about is really weight too quickly.

Speaker 2:          02:25:55       Their body gets into this state where it's always trying to regain that weight back. Part of it, part of it, yeah, like losing it more quickly. There's debate about this, but I would say that it's you have to create a more extreme deficit to do that and so you are activating your body self defense system more intensely. If I had to say it that way, so the rebound is usually bigger as well, so it's. It's trying to find a way of cake. Can we get this weight off and then let's really emphasize to people that the diet after the Diet, nobody talks about this except for us in the book. Nobody talks about this like co writer for the book, Peter Baker and I, we spent were spent chapters talking about when you go and transition into, okay, we've lost the weight we want to lose were healthier.

Speaker 2:          02:26:45       You have to have the same amount of discipline and intensity to then maintain that loss because if you let up, if you let your foot off the gas, now you don't necessarily have to be at the same caloric restriction level, but if you just let yourself go on a vacation, I'm going to eat. I'm gonna, eat what I want, boom, gained 10 pounds and everybody knows people like this, who they go and they do this and you've just, you've literally just undid months of hard work in one week would say if you could maintain that for a set amount of time, say six months. So I think that if someone can maintain that weight loss for six months, that's like sort of like the tipping point where they can go on. Got My wheel house right here, go up. So. So that's a great point. So Leptin as you, I'm sure you've heard of people talking about Leptin, so when you lose fat, Leptin secretion goes down because fat cells secrete it and it's Kinda like your body's thermostat and body fat.

Speaker 2:          02:27:43       Everybody has like a set point their body likes to be. Yet, so if you lose body fat used to create less Leptin, hunger goes up, metabolic rate goes down, Krellan tries to yes and girl is in opposition to Leptin, so you, you. This is your body like a thermostat, so if on a thermostat, if you said it's 75 goes to low, kick the heat on bumper, back up, goes to high, kick the cooling and go back down, left and acts that way with your metabolic rate and your hunger. When you get down to a low body fat, Leptin is low, your body, you have a drive to regain that weight. You're your hungers higher, your boss, your, your metabolic rate is lower. Leptin still stays low even

Speaker 4:          02:28:22       years after a diet and people who have kept the weight off so you would think there'd still be a biological drive to regain the weight. That said, and I'm going to go out on a limb here, so any of my scientists who are listening on this, feel free to call me out on the carpet if you think I'm wrong, but just like obese people, obese people actually have high levels of Leptin. They have high levels of Leptin, but they become leptin resistant up to an insensitive, right. If you stay at a re, there is evidence that if you stay at a reduced body weight for one or two years, that that can become your new set point that your body defense. I think what can happen is even if your Leptin doesn't go out or two years, not six months, yeah, it's a little bit longer, a little bit longer, but it's a good stock aneurysm.

Speaker 4:          02:29:07       What's happening? Well, I think it's probably multifaceted because nothing, your body is so redundant. Usually nothing is ever one thing. Typically your set point, I think one of the things that happens is probably your body becomes more sensitive to the Leptin you have because you're leaner. Now I want to talk about performance because this is a big thing with athletes and particularly in my field with fighters. Many of them were reluctant to try ketogenic diet initially because of the. The first few weeks are pretty rough and it, it really enhanced, inhibits training and you get that Keto flu feeling and I've experienced that too, but overall is the key to genic diet a good strategy for someone that's involved in some sort of a brutal athletic pursuit like football or wrestling. It can be absolutely, and it will be dependent upon being keto adapted over time and actually training in a state of Ketosis.

Speaker 4:          02:30:08       So you forced those adaptations over time. We know that the ketogenic diet is glycogen sparing overtime. Glycolytic pathways will be decreased over time, so that may impair a anaerobic power output initially, but I think that most people, some people, I think a good amount of people could adapt back to, especially if they're taking things like creatine monohydrate and taking various supplements that can kind of fill that gap, uh, to meet the glycolytic anaerobic energy demands. You know, that tighter. Yeah. Yeah. Zack bitter, who holds the American record for the fastest 24 hour run or 24 the fastest 100 mile run. He did it in an 11 hours and 40 minutes. Insane. He ran 100 miles. It's fucking just nonsense. Now she can correspond with him on twitter one time. Not, not by the way. Very, very smart. Jeff Bolek I think, uh, brought him to my attention and actually we're looking at some of the muscle biopsies from various athletes that are doing similar things. Yeah, he is on a ketogenic diet essentially, but when he does these long races, he takes in a considerable amount of glucose. Yup. Yeah. He

Speaker 3:          02:31:20       uses those gels and you know, take hundreds and hundreds, probably relatively sparingly compared to a person that's already like very carb adapted. So. Right. So you just, you just want to, especially a hundred mile race, you titrate in smaller instead of drinking 50 or 100 grams of carbs, 20 grams of carbs every hour or two, maybe more than enough to say if you need to correct us. Well, Zach has a podcast that he also does with Sean Baker and he basically eats mostly meat. I mean, Zach's diet consists of mostly like rib eyes, so he's fully Quito to Andy's using glucose. I think glucose and this may aggravate some of the top. I think glucose is one of the most powerful performance enhancing substances out there really on the record show that, especially in the context of that, where your glycogen levels are being depleted over time. Uh, and even from a training perspective, very small amounts of glucose are anti catabolic, maybe argue anabolic in the context of certain scenarios.

Speaker 3:          02:32:20       So Lloyd May, whether drinks coca cola or small amounts right after he trains. Well, is there any benefit to that? Well, I mean, you're going to get glycogen replenishment. There's research out of a layman's lab years ago that showed that actually sucrose replenishes glycogen, the muscle faster than pure glucose, which is interesting probably because the, the fruit dose gets taken up by the liver. So the glucose you do eat, the liver doesn't steal, steal any of it, and it goes, uh, your glucose go into muscle. But I would say ketones to. So if the science is very new but exogenous ketones, uh, especially in the, in the context of aerobic performance key genics or like a ketone Ester, a key genics products is great. Ketone esters, most of the science behind ketone esters. Uh, but there are, you know, valid applications for the ketone salts that are emerging on the market too, like eugenics.

Speaker 3:          02:33:12       Uh, I think that the science just over the last couple of years has been incredible, um, emerging on that. And I think it's something to watch over time. It's a new fuel source. It's like the fourth macronutrient, right? We have carbs, proteins, fats and alcohol. Yeah. Arguably it can be. So I, I view ketones as they are a calorie containing energy source. So they are a fourth macronutrient. Now, let me ask you this. If you were doing nutritional consultant for say someone who's a UFC champion and they said, you know, I want to get on the optimal diet for performance. You don't think that a ketogenic diet is the optimal diet for performance, is that safe to say? Or you would have to experience for a long period one, it's going to be individual. You certainly wouldn't do it in the midst of a camp, right? If somebody month the, the, the, Oh man, it's such a new season thing to. It's such a nuanced question, but the problem is you don't necessarily get an off season the in the because if they call you with a fight, not look nicely upon if you turn it down. So, um, I think on the research I've

Speaker 4:          02:34:18       seen, I think you're hard pressed to convince me that a ketogenic diet is worse than a non ketogenic diet on endurance. I think that's pretty clear and there may actually be some benefits depending on the individual. Um, as far as repeated sprints or things where you need that anaerobic system, I am not ready to say that acute jake died. It's going to be as good. I think that a non ketogenic diet offers you now this is where ketone supplements may be actually the best thing possible because you could be using glucose so you're getting that fuel source and taking a ketone supplement where you're getting that fuel as well. Not on a ketogenic diet, but taking ketone supplements that will. Again, I don't know. I think honestly I want to see more research so I want to see more reduced fat.

Speaker 3:          02:35:09       It's carbohydrates, maybe amino acids, Korea 10. I mean, you know, just basically trying to leverage all the various substrates that your body can use specially under, if we're talking about anaerobic Ketogenic, something you want to have a suite of different fuel sources, you know, and not rely you like metal bought the term metabolic flexibility, which is kind of used use quite often. Uh, but I think if you train and get your body fat and Keto adapted, that provides benefits for recovery. It provides benefits if you're getting. What are the benefits for recovery, uh, enhanced, uh, you know, lower inflammation, lower chronic inflammation over time, you know, chronic inflammation can contribute to insulin resistance, poor Glycan, a neuro inflammation if you're getting concussions or even subconcussive events over time can actually cause a lot of damage. And I think the mechanism that decreases inflammation with the kidogenic diet as opposed to a non a number of mechanisms, I mean just simply lowering insulin spikes in glucose. But the NLRP three inflammasome, uh, is something that we looked at. There was a study where actually we used the ketone ester and it's published in the journal Nature Medicine showing that, uh, in response to Lps, which is kind of like a, a inflammatory, very powerful inflammatory stimulant that it reduces that and suppresses inflammatory pathways for a particular pathway compared to, uh, compared to, uh, you mean

Speaker 4:          02:36:41       so well with your study, you're always comparing to things. So, so what will you, what was the control group? A,

Speaker 3:          02:36:48       the control group for the inflammation or it was just compared to know, like control thing. So it's just like, did you give us any CBO? Okay. Yeah. Yep. Uh, so in the context of being in a state of Ketosis, it reduces an inflammatory pathway. Think of it as a hub and when that's activated, a, you have a host of inflammatory cytokines that flow throughout your body and your brain and causes persistent low grade a neuro inflammation, inflammation in the body that can impede recovery processes over time. And I think that really contributes to brain health too. So I might be getting a little far ahead of myself because that is its animal work, but it's convincing animal work, looking at a particular pathway that's pretty well defined before you get to this is their one zero variation between a low carb versus ketosis in elevation of ketone levels in your blood.

Speaker 3:          02:37:42       Right. But I mean in terms of a, is there a benefit to the ketogenic to being in a state of Ketosis with this reduction of inflammation versus low carb a? I believe there is just by elevating the metabolite, a Beta hydroxy butyrate, but I do think even low carb has some antiinflammatory effects, but optimal would be ketosis. Uh, I, like I said, I don't think it's going to be optimal for everybody, but I know there's going to be benefits to maintaining low to moderate levels of ketones for neurological health and also for, for recovery and maybe performance lane. You were wincing at the mention of inflammation

Speaker 2:          02:38:26       more so that. So we mentioned recovery from exercise and inflammation and calories

Speaker 3:          02:38:30       deficit is a very powerful anti and anti inflammatory. So I mean Lane Lane address.

Speaker 2:          02:38:36       Thank you for the context. My fellow scientists known Zilla appreciate that. So one thing I want to, because because people get, it's easy to get into black and white thinking. We hear inflammation and we think, oh, that, that's bad, that's bad. So there's some studies that tell us quite a bit about inflammation. Your body actually has an optimal level of inflammation, too. Little inflammation is actually bad as well. So if you first chronic. I was talking about chronic. Yes. This is a lot of thing. A lot of scientists, ms dot two is an acute. We can tell about tor and cancer and people, acute versus chronic and how scientists even messed this stuff up, but you. So if you, if you look at studies of recovery from exercise and muscle growth, I'm focusing on this, but I'll, I'll bring it back around. If you give Ibuprofen to healthy people who have normal levels of inflammation, uh, Ibuprofen inhibits muscle growth.

Speaker 2:          02:39:28       If you give it to elderly people with high levels of inflammation, they grow more muscle. So this means that the body for recovery has an optimal level of inflammation at likes to be in. There is a a, a kind of a curve here. It's a cox two inhibitor and Beta hydroxybutyrate is also a costume, right, and so the part of growing muscle and recovery is actually inflammation. Macrophages and all these sorts of things are involved in that process. Now if it gets run away, if it's too much, it's not a good thing, but if it's too little, it's also not a good thing. Andy Galpin did a great job on your show of talking about a recovery versus adaptation, right? Yeah. So one of the things he said, if you do ice baths, you, these sorts of things, your in the short term, allowing yourself to recover faster, but you're also limiting how much adaptation you're going to incur.

Speaker 2:          02:40:21       And I loved that because it was people miss this. They say, you know, if you're, if you're somebody in the off season, if you're trying to grow, get more lean body mass or trying to get better at something, it's probably good to let your body like for lack of better term, have some inflammation and not in the longterm but in response to that training session. But then if you're in a camp, again, this is where it's context dependent or like I'm a power lifter getting ready for a meet and I'm supposed to be squatting four times a week. I've done that before and I'm so sore that I can't squat my fourth session than an ice bath or something. I'm not worried about growing muscle in that time. I'm worried about getting recovered enough that I can go do my next training session because that is a lot more important for my competition coming up.

Speaker 2:          02:41:05       Then having that little bit of extra muscle. So in camp, probably a good idea. Postseason not a good idea. Yeah, I mean unless again, it's all contextual dependent, right? Like if you start getting so sore that you can only train like twice a week, then maybe a certain level, but that points back to that there's an optimal range of inflammation that your body probably should be in that's optimal for health as well. Now I don't think like doing a ketogenic diet for somebody, it's going to take them out of that necessarily, but I always want to give context because people hear these things and they always think it's a positive. Like in terms of recovery,

Speaker 3:          02:41:40       I believe that it can enhance the adaptive process associated with recovery. And I also believe that being in a ketogenic state will enhance your readiness, your resilience and your recovery. So from a military perspective too, I believe that, uh, and, and that needs to be validated and study, but it's something that, that we study. When you, I'm sorry to interrupt you, but when you advise us to the military, do they, do you put them on a specific meal plan to, or do they have, it's more like, you know, how to do that grants whereas is being studied at a very fundamental, very controlled level from cells to animal models to human clinical trials going on and where the data is being collected now and some of it is taken empirically and anecdotally from the field or just from various, uh, exclusive channels. I guess I would say, uh, so that I am coming at it as a biased and I'm, I'm kind of speaking ahead of the science, but I do think that science already exist showing that you have a greater adaptive effect just by virtue of lowering inflammation over time in athletes especially.

Speaker 3:          02:42:48       This probably pertains more to endurance athletes, so it really needs to be studied in resistance trend, mma fighters and things like that.

Speaker 2:          02:42:55       So there was a recent study that I can't remember the researchers, Dave, I'll send it to you. I had a lot of criticisms of it, but they did show that ketogenic versus non ketogenic diet and people who were lifting weights trying to get bigger, that there was actually slightly less mass using the ketogenic diet where you think that would be because of the less protein? No, they equated protein. I'm pretty sure I want to say they equate it. Protein now. I don't know for sure. So I don't want to say authoritative today, but I believe to stay in Ketosis, you're going to. How did they adjust for calories? I believe they did. So again, I could be wrong and so I'll go back and look and I'll, I'll send it to you if you want it. Um, but it is possible like again, for every given me there's a Gotcha in certain things.

Speaker 2:          02:43:40       Right? So like these things that activate different pathways. Well, part of what ketones may signal as a deficit because usually you don't have them in a surplus, right? So, you know, we don't know if you can like for example, like a tough dog, right? Like if we're talking about performance and muscle, everybody here is a tough gig and that's a very, by the way, that's such a weird way to pronounce that because it's auto and phagocytosis so it shouldn't be out of age. But anyway, it's a very rapidly emerging science. And Naomi Whittell wrote a book about this and it just, it's like a New York Times bestseller and that really covers a science. So licensed since two or three years. Yeah. License almost remodeling and degradation of proteins, but very high. What, what gets me is like people who are big on intermittent fasting, they'll say, oh, increases a tough Gig, but you also, they're also saying you can grow all this muscle and it's going to be best for building muscle, but that's not true because autophagy autophagy is part of protein degradation.

Speaker 2:          02:44:38       So if you're increasing that system, by definition that's less muscle. So you're, there's always a give me an a Gotcha. For one benefit, there might be a drawback. Now, depending on your individual situation, maybe it makes more sense. Right? Like having the most muscle mass possible may not be the best thing for health. Now we know that having, having more muscle mass than normal is good for health, but maybe having like absolute peak muscle mass may not be the best thing for help, you know. So it's like, that's why I was trying to say earlier there's never going to be one diet that just fixes all of our problems. It depends on the individual and what they're trying to get out of it. Just like, um, if I went to a, and again I'm not a have much. I watched MMA for years. Loved your commentary.

Speaker 2:          02:45:23       That's where I learned a lot of stuff about eminent mma, but if I went to a Brazilian Jujitsu instructor and I said, what's the best technique? He's got to look at me like I'm an idiot, right? Because he's not going to say, yeah, a arm bar every time. That's the best technique for Jujitsu and that's when people say what's the best diet? It's the same thing, right? It's completely contextual. Dependent, right? Depends on you and in the case of inmate, depends on your opponent as well. What your goals are, your strategies and your tactics. I think what we were trying to really emphasize is that individuality dependent, but also I really want to emphasize that this show was calories matter. You know, calories matter, even in even if you're eating low carb, you can't just eat as much as you want and Herbie is a very viable option

Speaker 4:          02:46:10       to induce and sustain a calorie deficit that can contribute to body composition. But even like you brought up a floyd mayweather, whether earlier, which I thought was great because you said he drinks a coke after trading. Well, it's hard to argue with his results. But then again, sometimes elite athletes can get away with a lot of really dumb shit because they're so genetically superior that they were going to do well no matter what. Did Michael Jordan eat a big Mac before every game? No, not true steak and baked potato, steak and baked potato. Whereas the big MACs Myth, myth come from fucking by Mcdonald's model steak and baked potatoes. Sounds like my wife can eat two or three big MACs and a sitting and wash it down with a full sugar coke and still gain nothing. I cringe, but she. Some people can do that. Some people can do this, sure.

Speaker 4:          02:47:00       But this. So it's. It's. Did he become this great because he ate this way or can he eat this way because he's this great athlete. I probably the latter, right? So we wouldn't recommend like somebody like if somebody is sitting at home and they want to become the greatest boxer ever, don't go pro ball. Public drinking coke isn't the first step. Right? But this is what we do with nutrition because we pick out people that we follow and we go, Oh I, I'm just gonna do that. And it's so individualized. The sidelines and marathons, like they'll hand off coax to people. I've seen it because people just want it for fuel and people just wanting it for fuel tasted it is not a bad idea when you're doing something that's as grueling as American. I don't want to say it's a bad idea. I don't.

Speaker 4:          02:47:43       Yeah. I'm not against it either. If you're a carpenter now it makes sense. Dense, right? Yeah. But you want calorie dense stuff when you're absolutely a bad thing. Again, context is so important because we don't ever drink a coke. Well, if you were starving to death, I promise you you drink a coke, you know, so it's, it's. And if you need quick energy, it's probably not the worst thing that floyd mayweather could possibly do. Posts but not optimal. Yeah. A lot of people eat those honey waffles, you know, like when they're doing hikes and stuff. But again, at the end of the day, if, if he, if his car was hydrated and take it, I don't know what it is, but if he's eating five, 600 grams of carbohydrate a day isn't really hurting him to have 40 grams of sugar from a coke if he's like maintaining his bodyweight, performing optimally.

Speaker 4:          02:48:28       When you think about the kind of grueling workouts that guy puts his, maybe that's the only way he can maybe. I don't know. Again, I'm, I am theorizing. Maybe that's the only way he can get enough food in is to eat really energy dense sources of food to maintain his bodyweight. And if you started saying, well we need you to eat chicken breast and Broccoli and you know, this organic rice and all this kind of. He, he might start dropping weight like a stone and his performance go in the tank. So this is why context is so important. And again, like when we talk about people think, how many times have you seen two guys in the octagon and just looked at their bodies and gun, this one going to smash this other guy like just in the primal part of your brain because he was built like a tank and then the other guy who looks like nothing just goes out and completely obliterate.

Speaker 4:          02:49:15       It, happens all the time, all the time, all the time. Right? So it's completely context dependent. The biggest thing is to make sure that you don't run out of fuel during these things, right? Or whatever. And whatever your sport is. I mean, again, I'm known as a carb guy and I had this powerlifter one time telling me, he's like, don't you think you should carb load the night before? And I was like, dude, you're doing nine reps like you're doing. So you get three attempts on each lift, squat, bench press and deadlift. You're not depleting glycogen Harb Limited. He's like, what? Really amazed me. Even like you can fast for a week, which I did, and deadly. And it's not a significant a inhibitor of your. Of your performance running would be hills or something like that or doing rowing prolonged, you know, resistance training, two or three, three hours, then it's probably not optimal to go and fasted to a strength, an athletic event, but you know, it's, it's, you have to pick the context, the individual and honestly people probably aren't gonna want to hear this from a scientist, but we don't know enough about this stuff yet to really say for each individual person what's best for them.

Speaker 4:          02:50:26       And that's why we kinda got to go by feel. We know you don't have to go drinking gatorade throughout your one hour workout in the gym. Typically, you know, I'm, I'm drinking ketones, but it's, you don't, it's not going to offer you any advantage. It's not. And I did that for many years actually, and I think guys still do it now. Of course when we see it all the time, I got to make your shake in the gym and drink a interim work. One thing that, one of the things that drove me nuts was I kinda gotten a little back and forth with Tim noakes on twitter and he kind of made it out to seem that, you know, people were just missing some of his research because people in academia or that peer review is broken. Who's a tim noakes. Oh, sorry. He's a big proponent.

Speaker 4:          02:51:08       He's a professor in South Africa, I want to say, and very knowledgeable and opinionated, but very knowledgeable. He said to me, he's like, well, that's because you've never challenged convention because I was, I was and and dog knows. I have challenged every convention in the fitness industry that there ever was, but it's just, you know, when, when people asked me, he's vocal about it. Yeah. Assertive, but also open minded. Yeah. I'm very open minded. I just don't like if you can't show me a hard evidence, you know, like there was a great quote from Thomas Soul that I saw the other day. It said you could ask these in science and go a long way in terms of sorting out bullshit compared to what, uh, where's your heart evidence, you know, and what is the cost, right? So it's, well, low carb is better compared to what and what's the cost on performance or any of these other things. And then where's

Speaker 2:          02:52:06       your heart evidence? Right? So this is why, like I said, science over time, yes, you can have industry influences. You can have muddled data and some scientists fake data. We've, we've both come across this scientist who have fake data are frustrating. Is that, oh, it makes me so incensed. In fact, I, I won't say anybody by name, but I used to be in business with somebody who I found out that I had no hard evidence, but I had a lot of circumstantial evidence that they were faking data and it's even happens in cancer research. It's a huge role even in cancer. And I took this person out to dinner and I told them was, I was like, we're done. Like this thing we're doing is done. And, and thank goodness I did because it came out later, people started replicating trying to replicate this data and nobody can replicate this data and and they still had a pretty big following even now, but you know, it's, it's one of those things, it makes me so mad because then people would get so frustrated because they feel like if they feel like scientists or just an industry's pocket, why are they going to believe anything?

Speaker 2:          02:53:10       Any of us say, you know, it's so frustrating and that's why motivation, money, power, ego. If a labs, it's a company's funding you for a particular supplement and you come out with consistently with negative data, what's the incentive for them to keep funding you? But if you, if you're always showing positive results on supplement studies, settlements will. Companies will want to fund you. Of course. Now of course, but you know, it's so seamlessly, so danger. But I also want people to keep in mind that it's gotta be done in a very controlled, blinded fashion. That's the only way around it. I keep reminding people like people who say things like, we found the cure for cancer and the government is suppressing it, and, and uh, all the scientists are just in the pie. You what you're saying is you're saying that every scientist on the planet who does cancer research is an immoral, unethical piece of shit.

Speaker 2:          02:54:01       That's what you're saying because you're just telling me they don't have friends and family who are dealing with cancer and they're suppressing this research. Come on now. You know, and that's, that's the other big. I'm a, I'm a small government guy and I'm like I said Libertarian, but one of the things that makes me cringe about libertarian sometimes as these big elaborate conspiracy theories that come up around science and whatnot, like you realize like a senator can't even a text, a dick pic to is his side chick without like, it winded up all over twitter. You think they constructed these big elaborate theories. They can't even tie their shoes in the morning without spending $10,000. You know? So the idea that like all this research is being suppressed by the government. I'm not saying it's never happened, but I think it's pretty darn rare. Well Gentlemen, we just did three plus hours. Thank you. Felt like six. I'll just appreciate you giving us. Thanks for illuminating this stuff, which is still. It's so complex. That's part of the problem and I think we give you 100 of these shows and we'd never cover all the topics are all the issues are all the details and I think it's so incredibly difficult for people to find the right diet and program that works for them.

Speaker 3:          02:55:13       I'd like to add one thing that the science is rapidly emerging and the metabolic health summit, which is happening in a the end of January, beginning of February next year 2019, we'll be bringing in the leading scientists that are talking about all the different topics right now including your weight loss and that's going to be in la. It's actually there's a flyer in your book there. If you look inside there giving you a flyer.

Speaker 2:          02:55:39       All right, La, a January 31st to February third in Long Beach Metabolic

Speaker 3:          02:55:45       health summit.com. It's going to be very comprehensive group of, of basic scientists, clinical scientists, entrepreneurs and people everyday people that are just interested in this space. You going and I will be added. I'm helping to sort of organize and promote it, uh, but also moderating some of the things we're going to hit on. Basically every topic that was discussed in my last podcast in this podcast, the leading scientists I'm going to show up and heckle. Yeah. So we, we definitely went lay in there too and I think it would be great to have a panel discussion that addresses this with a couple more experts and personalities and in that

Speaker 2:          02:56:23       it's amazing how much information you have to absorb. It's really, I've done so many diet podcasts and am still a moron. That's why you'll, I always tell people, you know, it's hard because if you're not going to do a degree yourself or do research yourself, it's so hard to know who, like you kind of have to pick people that you trust. Right? And it's so hard to know who to trust because there was something that, uh, Greg knuckles really smart guy said that I think kind of ties things together nicely. He said, people are really good at knowing when somebody has more knowledge than them about a subject. Like you talked to somebody for a little bit and you, you really can get an impression pretty quickly if they know more or less than you are about the same. What they're really bad at doing is figuring out amongst two people who know more than them, who is the more knowledgeable of the two.

Speaker 2:          02:57:09       They are very bad at picking that out. So you kinda got to pick people who you trust. Now, if you're looking for people to trust, notice the three magic words that me and him both sit on here today. At one point, I don't know it well. Usually experts, they don't make broad claims. They don't use superlatives. They don't say things like best, worst, never always. They're usually putting context to everything and they're providing you with information that helps illuminate you. That everything is nuanced. And that's why like, I'm sure, again, I'll relate it to mma. If you talk to anybody who's an expert in any different discipline and you asked them abroad question, you're going to get a really broad answer and if you ask them a specific question, give him a lot of contexts, then they'll give you a specific answer. But I would you agree with that? Yes, definitely. So I think someone's strong on one

