Speaker 1:          00:00:00       Do we have enough left for tomorrow? We don't have tomorrow. I'll bring the sweet

Speaker 3:          02:00:31       Yeah, well people enjoy doing things and feeling like they're valuable. You know, and I don't know if that necessarily has to be a job, but it's a very clear, definitive test of whether or not you're valuable. If somebody gives you money and you get that money, you're like, look, I'm valuable. I'm doing something. I'm contributing. I got a check for my.

Speaker 4:          02:00:49       We. Exactly. There's, there's a lot of hours in the day and it's going to be hard to fill that with watercolor painting and beat poetry classes.

Speaker 3:          02:00:55       I don't know, man. I'd find shit to do but I see. But I, I've been fairly self employed most of my life. I just have gotten in

Speaker 4:          02:01:04       driven. Like I would find stuff to do too, but there is a difference in, you know, not all human beings are the people who would actually go out and take classes and find things to do.

Speaker 3:          02:01:12       Do you have aspirations outside of commentary when it comes to politics? Maybe some point down the road. Do you think you run for president or something like that

Speaker 4:          02:01:19       and the. Apparently anyone can. And this is what I'm finding. Yeah. So, but you're a reasonable guy. I don't know. I mean I, I like what I'm doing in the sense that I get to work on what people believe, which I think is sort of the root of, of politics. I'm not sure implementing is the same thing as I said, I'm not sure that the president can get like I'm more focused getting people to

Speaker 2:          02:01:40       think in the terms that I'd like them to think, you know, about limited government and you taking control of your own life and it might be able to do more good. Promulgating that message using a growing media. I'm like, we're, we're very lucky. I mean, the podcast went from having 3000 listeners, you know, a 300 episodes ago to now we have 300,000 listeners a day, you know, so it's, it's, it continues to grow. So as that crowd continues to grow, it's actually harder for me to say I'd want to jump into politics. Not easier. I think the limited government thing to me has always been a fascinating subject because the people that don't want limited government, that is the utopian ideal in my mind that somehow or another the government's going to be effective if you give them more money, like, well this isn't an argument with a friend where he wanted people to be taxed more because he felt like that money could be distributed to people and you would get more funding for the arts was one of his arguments, but it, my, my thought was like first of all, the arts, like when they're valued, when people like them, they pay for them.

Speaker 2:          02:02:39       If that's not getting funding for the arts means you're going to have fucking lacma, la county museum of art. You have a fuckIng box on the ground. Let's someone's calling a piece of art that guy think he went to. It was either in san francisco or lack, but where he went there and he took off his glasses and he just put them on the floor and then he stood next to them going kind of standing there and kind of stroking his chin scene. There were 30 people all around and staring at the glasses on the floor. It's like, it's amazing. Yeah, it's fucking horseshit, right? That the modern art exhibits. Like there's. There was another one recently where someone like left behind a pineapple or something. Listen to the. I remember this. Yeah. Yeah. It's crazy. It really is crazy and it's also pretentious and it's also a stoking those fires of pretension and making something that's not legitimately creative.

Speaker 2:          02:03:22       Making it a celebrated because you don't really have the ability to create something that's legitimately creative as pointing this out today with regard to. It's funny how a lot of people who want bigger government, they embrace states that start to grow the government and then when things go to shit, they're like nowhere to be found. So Venezuela is the most obvious example, right? Venezuela has turned from what was the richest country in south America and had the best oil reserves of anywhere in the western hemisphere. Basically they've turned it into just a garbage heap. People waiting in lines have a friend named nami horwitz. Went down there, did some documentary stuff down there, and he was a, I think it's camera man got shot. He was, he was watching people like literally shooting dogs in the streets for food. And this is, I mean it's.

Speaker 2:          02:04:00       Caracas is the most violent city in the western hemisphere now. And all of this is because google chavez was a piece of garbage who centralized all power to himself, redistributed the wealth to all of his friends and cronies and then, and then supposedly uplifted the poor except that now everyone is poor. Wait a minute, wasn't even friends with sean penn. So I don't even know what you're saying. Yeah, exactly. So, so I might show today I played like sean penn and Jesse Jackson and, and uh, that freak, jeremy corbyn who's the head of the labor party in great britain and they're all just praising chavez, right? He's a great guy. He waS a hero to the poor and now Venezuela is going to shit. And where all these

Speaker 4:          02:04:38       people, like when someone's stick a camera in sean penn split face like now and just asking sean penn, so like five minutes ago you were saying this one

Speaker 3:          02:04:45       who's awesome. Well there's gotta be some sort of a left response for that. like what is, what is their take on why?

Speaker 4:          02:04:50       So the no true scotsman fallacy, right? They, oh well, you know, this is them living on and it's because they never really got rid of enough private industry. If theY just gone further, it would have been better. It's like, well the soviet union and it didn't work out that great either, but like I actually got a response. It was really funny. the today I tweeted out that according to the world bank, Venezuela has one of the least income unequal societies on earth. So it's actually pretty income equal, right? Cause nobody has anything right. And the end it's garbage. And so the, the socialist, the official socialist party tweeted me and they said this is because socialism has never truly been tried.

Speaker 3:          02:05:25       Okay dude. All right. sure. Why not? Well that was the wonderful idea of socialism is that it's going to even everything out and that you shouldn't get paid more for that no one should get paid more and then everyone should have some sort of a like a peak that you can reach, right? Like there's some sort of competition involved, but he's got to be some. TheRe's got to be some sort of incentive but only so much.

Speaker 4:          02:05:48       Right. Just like the bernie sanders's democratic socialism, like formal socialism is the state owns the whole thing. But democratic socialism is there's private industry but only to a certain point. And then we tell people no.

Speaker 3:          02:05:57       Did you find out about bernie and his wife and his wife's idea was to buy up a bunch of land and expand the college and then the fucking college went under and now they're being sued. Yeah. Come on man. It's awesome

Speaker 4:          02:06:10       based on, on a lot of mythmaking about like western europe in the Netherlands, right? So there's All this stuff. Democratic socialist countries. They're working great. First of all, a car in Denmark has a 60 percent import tax and costs literally twice what it would cost in the United States. Tax rates in Denmark are insane except for corporate taxes, which the left in the United States really, you know, they love corporate tax. They want those higher. Denmark has some of the lowest corporate taxes and regulations in the industrialized world. so everybody is coming in and investing in Denmark. It's only the citizens who are getting screwed by paying for this giant welfare state. Then their gdp tanked and now they've had to elect, right wing governments just lash back. The the level of government. I mean it turns out the capitalism is the great engine that drives like Singapore is. There's nothing on Singapore. Singapore is like a rock it. There's nothing there. Singapore has one, the most powerful economIes on earth because they basically have no business regulations, no taxes and no tariffs so that you can do whatever you want and when people can do whatever they want, they make a lot of mutually beneficial exchanges and of story. This is not that difficult, but. But it is difficult if you think that life is unfair. Right?

Speaker 3:          02:07:09       So what would you propose? Like what would you propose for the United States? Like the United States obviously would trump wants to do is reinvigorate manufacturing, make things in America again, bring back the labor force, make the take away the jobs that are going overseas and other countries in south America. Okay.

Speaker 4:          02:07:28       So I think that that's a bunch of slogans from him and I don't think it means and it so, so number one, I don't think a manufacturing job is more than a tech job. A job is a job and in industries that are thriving, you actually need more jobs and industries tHat are not doing as well. If the jobs disappear, that's just the wages of a global economy. And that's. I know it sounds harsh to people who are in those industries, but it's not a referendum on you or your value. it's just saying that certain industries over time, always our outsource, like we used to make tee shirts in the United States. We don't make tee shirts here, make them in Vietnam and it costs us five bucks. Right? So, so the. So my view is I'm not going to Privilege one day. I understand a lot of this is politics.

Speaker 4:          02:08:03       You want to favor manufacturing basis because there are a lot of manufacturing hubs in Pennsylvania, Ohio, Michigan, Wisconsin. But then they vote since I don't care, right? Since I'm not a politician, my view is that if you want a thriving economy, you relieve as much regulation as possible. He lowered the taxes for everyone, personal and corporate. You attract as much foreign investment as possible and you allow people to build businesses with as little risk as possible and then you allow them to compete and if they succeed they succeed. And if they fail, they fail and you get rid of tariffs as well because I want cheap inputs for my products and I want you products on the shelves at the store so I don't have to pay a bajillion dollars for a pair of shoes. So I'm, I'm, my view of this is that economics is an element of freedom.

Speaker 4:          02:08:40       I am a free person. I get to do with my money. What I damn well please. And you don't get to stand in my way unless there is some sort of moral thing, right? LIke if you, if you want to say, well, let's put sanctions on. Let's put sanctions on Iran. let's put sanctions on China, right? China is funding North Korea right now. It hurts our national security. We want to put sanctions on China to try and pressure them into ending North Korea. That's a national security thing. But the idea that like today, trump rolled out this new plan on immigration and he says, I want to cut down on legal immigration, but the reason is because I want to raise wages of people in the United States. And I think, well that's not productive because what you're actually doing is you're restricting the supply of labor artificially increasing the wages, which artificially increases prices, which means it's not competitive on a global scale, which means the companies outsource, right? So it's the exact same thing as minimum wage. You create a minimum wage or artificially increasing wages that increases prices, that makes it noncompetitive. People outsource. So it actually achieves the opposite of what you're trying to achieve. All government intervention in the economy save for interventions that are designed to prevent externalities. You know, things that I do that hurt you. All of those are unjustified in my view.

Speaker 5:          02:09:43       What about our environmental?

Speaker 4:          02:09:44       So those are externalities, right? Right. So like if I were to pollute a river I, it's not my river, I don't get to pollute it. I get to throw my trash over my fence into your yard. Right. That's, that's, that's a different thing. That's it.

Speaker 5:          02:09:54       Yeah. That's one of the most distUrbing things about this administration is the cutting the funding for the environmental protection agency in the changing of their Standards are removing some of the funding for things like satellites that they using to track the climate change and things along those lines. And I that, that scares the shit out of me. Like it scares the shit out of me. They're going to ignore the environment in favor of the economy.

Speaker 4:          02:10:18       So I think that some of the environmental regulations are badly drawn and some of them are overwrought when it comes to, for example, fracking, you know, obama pushed a lot of environmental regulations on fracking or the keystone xl pipeline, that kind of thing. How do you feel about fracking? Uh, I'm, I'm very in favor of fracking.

Speaker 5:          02:10:33       But what do you think about, like when you hear stories about more earthquakes happening and the in stable.

Speaker 4:          02:10:41       So water supplies the water table, from what I've seen, the, the earthquake evidence is extraordinarily weak. Yeah. And it's, from what I've seen, you know, I'm, I'm, again, if you present me evidence that I find convincing, I'm happy to change my mind on this. Right. Um, and uh, as far as the, as far as water pollution, again, the evidence has Been pretty weak. So if that changes then I'm happy to regulate it. As far as when you say it's been weak, there's, there has been instances of fracking leading to pollution, right? Sure. But that's not every fracking leads to pollution. And so the question is coming on as the regulation or how many are you willing to accept? Right. Which is the truth for all business, right? I'm like how much we all drive cars, how much water bottles? Somewhere there's a seagull choking on a cap.

Speaker 4:          02:11:23       Correct. So like how much are you willing to accept? Like what I don't appreciate is when people kind of. What's the evidence when it's like, oh well I accept my set my water on fire because of fracking. It's like, no, that's not because of fracking. That's because of the ground water. But in any case, the, you know, the, as far as the satellites in, in global warming, um, listen, I think that it's pretty clear that the climate is warming, mean the greenhouse gas effect is a thing. The question to me is less whether it's happening and more, what are you going to do about it because even the left seems to have no real solutions as to what to do except for massively cutting economic growth. And it seems to me that if we're talking about an increase according the epcc, If something like seven degrees fahrenheit over the course of the next century, then on average, right, not, not universally on average, then it seems to me that it's easier to just say that the climate changes over time and maybe cities that are on the coast are going to have to pull back a little bit over time, like a 100 years, a long time, a 100 years ago you would've said that the pollution was the chief thing to worry about in the United States because we were all using smoke stacks and parts.

Speaker 4:          02:12:26       Intuit's. Yeah, exactly. And now, not relieving to regulation, but just through market competition, uh, you've gotten better environmental products. So I think that the market does take care of a lot of these things. People don't actually want to live in, in human waste, you know, like we actually don't want to do that. So that has been disturbed.

Speaker 5:          02:12:44       Remain recently is how many times I see bill nye on tv talking about climate change.

Speaker 4:          02:12:49       What did he say? Like again, he's, he has the same qualifications either. I mean, here's like a mechanical engineering degree. Yeah. Well it's kind of a comedian. Yeah. I mean I think he is from my childhood. Yes. I believe he was a comedian. Is a standup guy. Yeah. Yeah. And

Speaker 5:          02:13:03       he does. Did you ever see his, his thing with tucker carlson, which was great, tucker carlson kept saying, okay, but you're talking about science. So tell me how much of an effect do human beings have on climate change and what, what is, what's the science? Me. And all he wanted to say was that, you know, are you

Speaker 4:          02:13:21       consensus settle. Yeah, exactly. And like, what is, what is the difference is changing, right? Give me a range. Like it doesn't even have to be an exact number, but give me a range and then tell me, okay, what we have to do in order in your opinion, in order to stop the climate change where it stands or if we can't do that in order to minimize it. What's the actual risk? Also like people keep giving these catastrophic scenarios where it looks like the day after tomorrow and dennis quaid running into subways and shit. It'S like weirder ones. He said was that we were supposed to have an ice age. Now that's not gonna happen like jesus christ. Man. That's good. Yeah. You know, randall carlson has been on my podcast a few times and he's an expert in collisions and asteroid collisions and one of the things he said is he goes, global warming is not great.

Speaker 4:          02:14:02       He goes, but it's way better than global cooling. This is true. This is true in the middle. Cool. And kills everybody. Right? The little ice age was, was not a good thing for the world. The global warm period was actUally a pretty good thing for the world. So I mean this is, thIs is the other thing is that there are costs and benefits to the climate changing which had, which it has throughout time, what are we willing to sacrifice in order to prevent in order to make that seven degrees into six degrees. Right? And just losing some coastline is not. The real issue is far more devastating than losing coast. So I think that if you're going to worry about, if you're going to worry about, you know, the, the emissions problem to worry about the, the uh, the c absorption of emissions, like detoxification of the oceans like that seems to me to be a bigger problem than the climate changing over time.

Speaker 4:          02:14:44       We're pretty adaptable. Like there's a lot of land. Okay. So we move. We have historically in venice, the sea level rises in venice. Every year people are going to move. I mean like, that's just, that's the way It works. And there's this weird idea and it's true in economics. It's true with global warming that where you were born is where you must die, right? And that you can never move. And it's like, well, this is the most mobile society in human history. When you get on a plane and be on the other coast in six hours, it's easier to move than ever before. So if, if we, if you really think that the climate is that bad, first of all, I'd like to ask barbara streisand if she's that deeply concerned about global warming, why she doesn't sell the coastline to state, but it's like, am I going to lose a lot of sleep, have a bunch of hollywood stars lose, you know, five feet off their coastline because we dIdn't kill the industry of the United States and lose $4,000,000,000,000 a year.

Speaker 4:          02:15:31       Like, no. And I'm not really sure that that would have worked that way one way or another. It has been absolutely proven that human beings are having an effect on the carbon dioxide levels. Of course. Right? Of course. Yeah. And there's a greenhouse gas effect. Sure. One hundred percent. So the modeling's been so wrong that like I want it, there's no level of certitude and then there's no level of solution that I know for sure is going to do this. So you're talking about human being suffering in the now for the later and let's be real about this. Like yes, there are a lot of emissions from the United States, but the leading admItter is on the planet right now. We're trying to nydia and they're not going to stop this shit anytime soon like that. That's not gonna happen. Well, there's also this thing that happens where if you even discuss it, you become like a hitler or nazi. You become a climate change denier and once you get locked into one of those labels, you know you, you're a piece of shit. Well this is. Yeah. Nobody wants to be locked into those labels so that they don't really want to have the discussion or the debate. And that's one of the things that I felt like bill nye was not

Speaker 3:          02:16:30       prepared for because I felt like he's so lazy with this conversation because so many people just appease him and agree with it. Yeah. I think that's when tucker carlson was challenging him on it. He didn't have any data to support this argument. He just wanted to sort of like play word games and, and have this. We say, well, you know, you guys on cnn, there was one time when they had some guy on who was saying exactly what we were saying, that the models they have not been proven to be accurate. And that al gore's movie predicted that we'd be underwater in 2014. Mike, didn't it? Yeah. Mean his predictions and emily are not correct. They're not correct at all. And he's made some insane amount of money. He's going to seek out this week. Isn't he like the first billion dollar green guy, like he's made a shitload of money off of giving these speeches and catholic trade.

Speaker 3:          02:17:20       ANd the whole thing is very strange because it becomes this untouchable subject like what We're talking about before with transgender people or with many other subjects become. You can't discuss them. They're not even open to debate or scrutiny. They become locked down. And when tucker carlson was pressing bill now like what is, what are the numbers? Like what is happening? Tell me how much of an effect are we having. And bill nye had nothing on it and it just became stammered. And started getting angry. It was like, wow, this is weird. This is weird to see. I mean, if this is the cause of your life, you know, a little bit more about it than everyone who disagrees is a denier. And I Think the way tucker handler, that was brilliant. I thought it was tucker's best moment I think on a show. Yeah, I think so too.

Speaker 3:          02:18:03       Because he was saying essentially he was like, I'm not denying it. I'm not saying it's. I just want you to tell me how much of an effect tell me exactly. And he had nothing. It's like, so maybe bill nye is the wrong guy. Tend to have there, but I shouldn't be selling himself like you can't have me come on a fucking show and talk about global warming because I don't know anything about it. Or at the very least, bill nye should say, listen, the intergovernmental panel on climate change did this study, right? You can look up the numbers there. I dOn't have them off the top of my head or the numbers of the fucking numbers. You're going to be on one of those shows seven minutes, so everybody in the media is lazy. Nobody. Nobody actually does tHeir prep for a debate or for tv appearances like because the truth is you think you're going to be on for five having done a thousand tv heads at this point.

Speaker 3:          02:18:45       Most people think, okay, I'm beyond for five minutes. I can get through five minutes. Right? Like it would be that bad if I'm on for 10 minutes, how bad can it be? And the answer is you can get parents done nationally in five minutes. If the person knows what they're doing. Well you've done that many people. One of the things that I think is do you talk fast always is like, you're Born this way. My family, everyone in my family talks to the family. Just talks about it because I was wondering if this was a strategy to develop to be really good at those shows. No, no, it's, it's, it's been fortunate that it fits that way, but yeah, even even my kids talk this way. Even of the three year old. This was some people that are just really good at blah blah, blah blah and you, you, you get them in the podcast and you have to like peter shifts.

Speaker 3:          02:19:24       A great example though, after like 20 minutes, I'm like, you want a drink? Let's have some whiskey. We had a couple of glasses of clInk cheers. and we settled down and then he settled into like a normal way of talking, but he's just so used to like force feeding you facts and opinions and ah, it's just, it's such an ineffective way to communicate with those three heads and the one person who is the host throw the Megan Kelly throw in a question and then this person is talking over that person and it's such an ineffective way to communicate. It's one of the things that I do like about long form podcast, like this one or like mine, I, I just, I liked the ability to actually expand on a point on tv. It's like, okay, you have 30 seconds of a point. Excellent. We can make that work for us.

Speaker 3:          02:20:05       It's the only place left that you can do this unless you're making youtube videos and you know, Jordan Peterson is obviously finding out that that's a problem. Yeah. But unless you're doing something along those lines where no one's there but you and you get to expand and express yourself. There's no other form of conversation like podcast where you're not getting interrupted by a commercial. You're just talking and you know as well as I know that conversation sort of evolve and move and they, you know, when I get to know you better, I see how you're thinking better and I kind of have more questions to ask and you expand more and you get to know a person for real and that's just those, those television shows are so there. It's so divisive and that way it's hard for me to watch cable television because of that.

Speaker 3:          02:20:48       I don't feel like I'm getting tons of information that way. Well, cnn had nine fucking people on the other day and it's crazy. The candle on cnn. It's a. It's hollywood squares now. Yeah. Anderson cooper standing, sitting there in the middle and there's people and the people that had just made a diagonal cool and they're interrupting each other and said, excuse me while I talk. You might. You might not interrupting me for a moment. Like their grand standing and trying to have this point they think is going to be a zinger because they wrote it last night and it's just like, oh, the best you can hope for is that you have 30 seconds where you say something that goes viral. That's basically. That's, that's the extent of it. Yeah. well you've done a lot of those. I won't get good at it. I'm good. you're good at it.

Speaker 3:          02:21:26       But it's like we were talking about before that a lot of the people that have debated you that are real, they're really fuckIng lazy. Like, like they have this suppose had passion for something, but when it comes to preparing for this sort of interaction, they're not really doing that for sure. And I think that part of that is there. There are people who are experts on particular topics who could, I'm sure know more about their specialty than I do on a lot of topics to discuss climate change with the person who was like an expert on climate change. I would not know as much as that person. Sure. But you know, there are a lot of people who think they're generalists and have never read a book, you know, lIke I know one fact about one thing and it's that you're a denier and if I know too then I beat you.

Speaker 3:          02:22:06       So that's what. That's. So the climate denier thing seems to me one of the laziest things about the left, and this is not saying that there's not some sort of a real issue with human waste because I think there is, I think it's a, there's a giant issue with plastic in the ocean. There's a giant issue with pollutants in our water system and our air and there's a lot of issues with the side effects of being a person in the industrialized civilization. There's, we burn things, we create poisons and we've got to figure out a way to be sustainable. I don't think there's any denying that by anybody.

Speaker 4:          02:22:40       I think it's also worth noting the market makes these things better in many cases. I mean the fact is that if you look at the areas where, for example, everyone is down on carbon based fuels, okay, fair enough. But if you go to places that don't have carbon based fuels, they're burning animal dung and would there is nothing worse for particulate than, than animal dung and woods. So as we get, and If we, if we did even better than than this, we would get to nuclear power, right? Which unfortunately, a lot of people have been because of unbased fears, like most of france's electricity is provided by nuclear power. and that's about as clean as it gets. So, you know, I, I do think so. It goes dark well till it goes fukushima. Hey, even even in worst case scenario at fukushima, I mean, if you're talking about the, if you're talking about global warming and environmental damage, the amount of environmental damage supposedly done by carbon emissions is a lot larger than fukushima. Right? But the local damage. Oh yeah,

Speaker 3:          02:23:28       that's devastating. That's a disturbing thing that they don't have a way to stop that, that like they've figured out a way to like put a wall of ice around the containment area and that didn't work. It seems so fucking science fictiony and they really don't know what to do. And

Speaker 4:          02:23:44       uh, yeah, I don't know enough about nuclear containment to take off on that one, but let's just say that one disaster in basically there've been three major disaster, right? Chernobyl, three mile island and fukushima, the only one that's happened, the two of those three have happened in the first world, right? Fukushima and three mile island, three mile island basically ended up having no longterm impacts of cliquish. Shame is really the only major disaster in 40 years of industrialized countries using nuclear power.

Speaker 3:          02:24:09       Well, apparently they had some weird meltdowns here at rocket. Don really weren't really discussed. Yeah, don't tell aBout it. Well, they're there, you know, it was all during the sixties, fifties or the sixties when they're involved in the rocket program. But the rocket dyne stuff, um, my friend's dad is a scientist and he was explaining to me the half life of whatever was released in the atmosphere. It's nothing to concerned, but there's a bunch of rocket town was like right there on the street, there was a, a bunch of articles that were written about it, like worrying about people that have higher cancer rates in this area. And you know, but this also like, I think there's a website called the sins of rocketdyne. Really see if you could find that. I think there's a website dedicated to that that people. But there's a lot of cancer just living in cities, man. Like they say that one of the worst environments for a human being is living in a place that has a lot of brake dust. Like if you're living in manhattan and you get your window open, you just inhaling particulates from people there. it is the sins of rocketdyne. But the thing is like, I mean how much more cancer are these people? This is from

Speaker 4:          02:25:18       sometimes the statistics on cancer or hard to to correlate because you'll have groupings that are sort of weird. And that's just because random statistical grouping cabins. So how much of it is due to x factor or why factor. If we knew that then presumably the cancer rates will be going down a lot, but they haven't really in most cases. So it's pretty rare. You have like a lung cancer situation where smoking obviously causes lung cancer. Most cancers like breast cancer, we have no idea why it happens. It's also the value itself. Again, anything that happens in the valley, like when you drive from thousand oaks over the hill and you look down at the value like jesus, that can't be good. Yeah, I hear you. I've been flying into the valley my entire life and every time you fly into the brown gunk that is, that is the valley atmosphere.

Speaker 4:          02:26:01       You think that's not great mean. That is one area where obviously we have gotten better. I mean the smog alerts have gone down tremendously in the last 30 years. Yeah, it's gotten a lot better. It's gotten a lot better. And. But that's also one of the things that Donald Trump is a relaxed. Some of the, uh, the standards, the standard wasn't. I don't know if he really didn't. It wasn't an emission standards. He changed the car emission standards. Maybe a, it's again, I wonder how much of the car emission standards, like there's a, there's actually a pretty thriving debate in the libertarian community, particularly about what the standards are, what drove greater fuel efficiency or whether it was the price of gas that drove greater fuel efficiency. It has. The price of gas has, has risen and fallen. You see people change their buying habits, right?

Speaker 4:          02:26:40       In the nineties, everybody but an suv and then the prices went up and everybody would bought a prius. Well the prius thing is interesting too, particularly like the tesla thing because then you look at the environmental disasters of creating these batteries. Yes. And you're like, whoa, this is not totally green. Yeah. Like there's some weird gray area to it. It's pretty complex. And, and I think that the one thing we know is that there are millions of people all over the world for all of human history who have been living in absolute penury and misery and we now support 7 billion people on the planet and the rate of global poverty has dropped by 50 percent in the last 30 years. A lot of that is technological change, a lot of that is fossil fuel use and so before we, you know, we always have to ban, these are two things that are worth thinking about balancing like, and this is what's again a little frustrating is that sometimes you see people on the environmental left who will say, well this has to be done, or it's the end of the world.

Speaker 4:          02:27:29       It's like, well how about those people in developing countries? How many of those people you're going to say have to live in poverty in order for this to happen? And then on the right you'll see people say, well no environmental regulations at all, just let it all hang out and you know, sometimes the market hash it out and sometimes the market doesn't hash it out. And so, you know, I think a little caution is warranted. I think that's a very reasonable point of view and that's one of the things that I really like about your commentary. I know you're a right leaning guy, but you were very reasonable. You, you make argumentS that are sound and easy to trace. That makes sense. I think I appreciate it. I think we need more of that, you know, and I think it's rare that you find that in a 33 year old guy that's some strange sort of conservative character that travels around a clown sap. So the berkeley thing is going to happen. when is it going to happen? September 14th is the date it's supposed to happen. So good luck with all that and you know, if they cancel it, we'll still go. You got go on a bulletproof popemobile yeah. That, hey, he wears funny hat and said, oh, I said

Speaker 3:          02:28:30       yours is a little low profile though. Yeah, we keep, we keep it on the dl around here. What do you, uh, when you, when you do show up at these places and you see the antifa people and they're screaming and yelling and cheering and that's got to be a surreal thing and it's just you and your thoughts and your opinion. I mean, you're not selling babies. You're not there. Slaughter and dogs and this weekend festival. Yeah, exactly. Exactly.

Speaker 4:          02:28:51       It's weird. I think that, uh, you know, I'm not, I'm not arrogant enough to think that a lot of those people know who I am. I think that what happens is that there's sort of a call that goes out from a select few saying this kkk members coming to campus, go stop him. That's what happened at cal state la. Like when I spoke there, there were actually a couple of professors were telling their students that I was a closeted member of the kkk anymore. Show up wearing a yarmulke. I'm their favorite person. I'm like a charter member. It's, my thing was I was literally in 26. It was hilarious that year I was 2016 was a wild year, so I was. So David Duke accused me of being a far leftist black lives matter accused me of being a member of the kkk and I was the number one recipient to the antisemitism from the, according to the anti defamation league. I was the number one recipient of twitter, antisemitism in the United States for journalists last year. So I do have a little trophy in my house. It's the most hated jews in America, which is a hell of a title that green frog. It is.

Speaker 4:          02:29:45       It's a green frog and then a little model of a gas chamber. It's perfect. Number one, I have by, by a huge margin, by the way, it was like 40 percent of all antisemitic tweets on the internet directly to journalists in 2016 were directed at me personally party. HOly shit. It was a good year. A good year. You know, some years are more productive than others. What did that feel like? Want me to felt like my twitter feed was just a, a dumpster fire. Anytime I recruited anybody I get somebody, I get people emailing me, please don't retweet me because as soon as I recruit someone, they just be hit by waves of these people died off. Yes. And since the election it's really gone down a fair bit, but you know, uh, there, there were some pretty serious death threats. Like I got people calling my cell phone.

Speaker 4:          02:30:27       I had to up my security. I had, I already had a shotgun, but it was, uh, well what, what started it off? probably me quitting breitbart. Uh, so, so when I was, uh, you know, I was not, I was not a trump supporter. I didn't vote for either candidate in this year's election or last year's launch support, uh, in the, in the primaries, cruz cruz. Um, I support him in his position. He was the closest to me politically. um, so, you know, I was not pro trump during the primaries. He didn't earn my vote during the general election. I thought like, there's two ways to look at your vote and this is what I always said to people. I said, vote for who you want to, but for me there's two ways to look at your vote. It's a coupon, expIres November 9th, right? And so either use it or lose it or it's just, it says something about what you are willing to accept and it's possible that there can be election where both candidates suck and you just don't want either of them.

Speaker 4:          02:31:14       So what did you do during the election? I voted down ticket. I skipped the top of the ticket. First time I've ever done that. so I didn't think either of these people was qualified to be president of the United States. Once tRump was elected, then it was like, okay, if he does good stuff, I'll praise him. And If he does bad stuff I'll, I'll hit him as I would any other presidents and uh, so I've been sort of calling balls and strikes with him and some of the stuff like gorsuch I love and some of the stuff like makeup brudzinski's bloody face. I'm not so hot. I'm so uh, that's uh, but yeah, so the, uh, I think what, what led off was, it was a combination of three things. One, I'm jewish too, and obviously so a two, I was working at breitbart and then I quit in the middle of the election cycle after there was that whole, you remember the Michelle Fields incident where a cory lewandowski grabbed the reporter from breitbart or the arm hurt after bruiser.

Speaker 4:          02:31:56       And then the actually bruiser bruiser. I mean he, like, she took pictures, she report it to the cops. It was, you know, unless you, unless you believe she bruised herself, didn't look much like a. I mean when I watched the videos it looked like he just kinda grabbed her arm and he looked like he did. Her body didn't like move, like she was being injured. Yeah, I mean she, lets put it this way, she, that was her account. That was also the accounts have been terrorist at the Washington post was that she was grabbed hard enough to bruise and then she had bruises. So you know whAt, let me as a fight commentator, there's a lot of things that I see live that look a lot worse than when you watch them on video. You know, when people get knocked out like that wasn't much of a punch.

Speaker 4:          02:32:30       I'm like, oh, you have to be there. The example that comes to mind is the, the ali listen punch, right? and find number two. Right? So that's probably, that's probably, It's probably a bad example. But bottom line is that the, that she. There were three, there were a bunch of different excuses that breitbart went through on that. One. One was that she was never grabbed it all and the second was that it was a secret service guy. And then the third was that, that from thought she was a security threat and quarterly he had to protect trump from this 90 pounds soaking wet girl. Uh, and so once breitbart did that, then the real question for me, it was not, you know, what a horrible thing had happened to her. It was much more about as a journalistic entity, do you stand by your reporters or do you stand by the candidate who you support?

Speaker 4:          02:33:11       And once breitbart made clear to me that it, like I already knew they supported trump. That wasn't any great shock, but I was kind of their token non trump guy. And once it became clear that they were willing to sort of sacrifice journalistic credibility on the altar of getting close to trump, then I was out. And then it's no longer a journalistic outlets. I quit, uh, and uh, and that sort of started the ball rolling as far as, well, I really didn't get an isometric responses on twitter before that, uh, not too much. Not too much. So I won't say that breitbart directed at amex. I don't think they did, but I think that there are a lot of people who, who follow breitbart and you know, milo yiannopoulos and they're pissed at me and I had seen me as like an ally and now they saw me as an enemy and this kind of thing.

Speaker 4:          02:33:51       So, and then, you know, this is the war for them, right? Oh yeah. I mean people enjoyed it. Obviously. That's a weird thing about the online hate is how much people enjoy it. It's anonymous. You never get. You never get tagged for it for now. That's fine for us for now, for now. I mean I've said this to a bunch of college students about, you know, the, the outright. First of all, I think it's important to mention a lot of people who say they're all right aren't actually outright just because you like a meme doesn't make you outright, but like there's a group of people who actually like Richard Spencer and jared taylor and the race based identity politics of white supremacy. uh, and those people are actually outright, uh, when the outright is a, is coming after you, then it's not a lot of fun, but there, there are a lot of, there are a lot of young students who will retweet things from like things that are obviously nasty and are going to hurt them in their future career, right?

