Speaker 1:          00:00:00       Nodoz

Speaker 5:          02:27:27       But I think if the show is just a wildly hilarious, I'm in, I made any of that. Like uh, like reality stuff like that started with that, that show they had years back about all the talk shows like Maury Povich back to Jenny Jones and all that shit. Yeah. Like same thing, like they really do a prey on the weak in a lot of ways. Like, Oh yeah, like these chicks are kind of asking for it. But uh, and I, and as I said before, like I kind of liken that to springer now where there's just like people who are like, what do they make up? The stories are not. It's like, hey, we're going to go fake fistfight on Jerry Springer, show over a fucking, you know, scrawny Hispanic guy. And they kind of worked that out and they give them booze and they incite them to do it.

Speaker 5:          02:28:11       But the way they laugh at like these are they're telling like life falling apart stories and the way that you could even get the person who's like, you know, your boyfriend's fucking your sister or you already have a kid with the Guy Kinda Shit at some point of the show. The fact that she smiles and giggles at all, you're like, this is not that real to her. You know what I mean? Like they're making this up to some degree because why would she, you would never laugh. Like you probably genuinely leave the show, but they go to them with booze and they kind of liked that, lead them in a direction and do it. But when they did that years ago, it wasn't always just like, you know, cheating shitter who's the father those shows would try to do like, you know, people have tried to cut off their own, like Dick's, but you know, because they hate their own dick, you know, try to get, he's gripping news type things.

Speaker 5:          02:28:59       And same thing with them is they would get them all. Like they'd get these nervous people just boost them up like that. Really is like preying on the weak, just getting them like, am I just go get hammered and give it a shot I guess, but if somebody doesn't eat the wounded lay antelopes than the wounds, antelopes will continue to make their way into the waterhole. Sure. Crocodile will starve. Jerry Springer's a crocodile and all those jumps on that show their wounds antelopes he's a genius in way. I mean, so some of that 25 years we looked that up. It's still going 25 years. I'm still brand new up. Shout out to my friend Pete. The cop from Pete is one of the, uh, security guards on there. He was on season one, a fear factor. Oh really? Yeah. He's Andre Arlovski's buddy. Is he the guy who does the start?

Speaker 5:          02:29:41       That's always one of the one. Jerry Springer was just go start the chance. I don't think he does that. He's big handsome. Applicant fellow. He's a legit cop. Yeah, it lacks. The last time I saw him, he's actually recovering from gunshot wounds. Really? Yeah. He got shot on the job and shot in the arm. Jesus. Yeah. They had a cast on his arm or a sling on his arm is pretty fucked up. Whereas the Acom Chicago in Chicago. Yeah. Chicago is a scary spot to be a cop. They do spring or in Connecticut now. I wonder if that's why get the fuck out of Chicago. Not a bad idea. Probably cheaper too. I mean that's probably why espn is there, you know? Okay. I get now. Yeah. Espn has been in Connecticut and it's real close to a New York wwe headquarters. Like a lot of people like rich folks live in Connecticut and make that trip to Manhattan.

Speaker 5:          02:30:26       I know that's what letterman used to do to what Baba booey does. Does he? Yeah. He lives in Connecticut. No, Shit. That's a long ass drive. It's more than an hour. Easy. I could be an hour. Yeah, maybe really bad now if you leave at a good time, it can be an hour. If you go into the stern studio, you're going to Sirius, Sirius Xm, and then you've got to go back to Connecticut and your whole day. Yeah. You're. You're getting home at like the show's over 11 by the time they get to see him walking out. What time do you think he leaves? I see him walking out sometimes. Rarely 3:00 PM or so. Yeah, because he's got work to do after the show's over. So he's probably catching the first wave of traffic back to Connecticut Western wrap up show recently. And when I came out they were like sterns gonna walk by.

Speaker 5:          02:31:08       They were Kinda like, you know, I don't like shake his hand or talk to him at all. And I was like, Nah, that Kinda bummed me out. That somewhat even like, have to tell you that. Wait a minute, what? Say That again? Start and walk. I did the wrap up show, which is not, it's John Haydn and Gary. Right. And when I was leaving and going back out to the lobby there, external to walk by and they were like, yeah, I don't like, you know, they're basically give me like a don't try to like, you know, hey, how are. Yeah, I mean I wasn't going to anyway, but I am a huge fan, but I was like why would they say that my guests, because Howard doesn't want to like to shake hands, but maybe like again, it could be one of those things where they're protecting somebody who doesn't, who's not asking to be protected so much, but who knows, you know what I mean?

Speaker 5:          02:31:51       That's a bummer. Yeah, and dice will get there, but dice I can make happen. I'd like to make that happen. I really went back in La a probably be a month or so. Okay. But when you're back, Holler at me twice in the two of you guys sit down together and do a podcast together. I told her, eleanor, I'm like, try to get them to watch my special on Friday. Don't do that. He would love you though. He would love it. I think he was a good guy. You'd see how inspired is by like his thing. Yeah, for sure is he's a good guy. He's a fun dude and he's A. Yeah, he's, you know, like we both agreed. It's very important. Very important. That will be a kick for like for like my step pops was able to call my step up after and be like, yeah, we just hung out.

Speaker 5:          02:32:35       Like we really. He was such a big part of me and his like friendship, you know what I mean? Me and my stepfather being like me thing was pumps. Pretty cool. He would love that. Yeah. Next time you're in town, I'll definitely set that up. Yeah, let's do it. He's at the store all the time. He takes time off, standing up and then gets back to it. But he's doing that showtime show now. Here show. It's called dice. Yeah. Yeah. Duh. I'm like, what is the truth? But he did that other show too. It's eight is an HBO show. Who's doing what? Who's making it? Showtime. Right. Showtime and associate comedy store type show, but that's not that. But he was. He played a part in something. Something else. Oh yeah, he was on vinyl. That's right. Hbo, the Vinyl Show. Yeah. It was only on an episode, but he was fucking great. He's a good actor, man. He's really good in that Woody Allen movie too. Jasmine. I saw that too. I thought it was fantastic in that we think about that woody allen thing. What's a little weird, right? Which thing? Bangs his daughter just in general. A little weird, but it's not as daughter. Right? That's the at the end, but it's basically his daughter allegedly. Yeah. I mean that's, you know, he looks like a drawing of a guy who fucks his daughter.

Speaker 5:          02:33:46       Really? Here's the caricature of that guy. Yeah. I have a woody allen stand up a CD, whatever you wanna call it album. It's on my phone and when I play I'm going to have the Bluetooth linked up to my car. It's the first thing, one of the first things that plays the Thomson one, but it's a, it's, it's because it's the letter a is the beginning of the thing and when I plug in my ipod at ace of spades starts playing every time. It's a uh, it's a weird. It's a weird album because not knowing that is kind of kinked up sexually. Like you see how weird he was, like, you know, like it kind of like snuck under the radar because he was as nebbishy little Jewish guy, but he was like letting everybody know he was a pervert. Like from the jump. Yeah. I mean his voice, he has a natural voice of the fake voice you would do as a guy who's like a creep. You know what I mean? Like he lives with that voice. Yeah. It's fucking bizarre. Can you do an woody allen, woody Allen and dice clay together now? Yeah. I don't know. I couldn't do in bed together.

Speaker 5:          02:34:57       Take it. You fucking Jew. Oh, as I. Anthony Kumi always did a great dice man because like it's getting like the detail of the oppression of the Ha. Just like, just like, yeah, it was just like saying hon for something. It's nice. Yeah. Anthony Kumina can do a bunch of different pressures. He's a very good impressionist. Yeah, he's great. Yeah. He's that dice used to like when they did a, if you ever want to listen to a few seconds of, uh, when he does, dice gets religious. It's on youtube. I've heard that. Yeah, it's a fucking with us. The footprints poem was like, Jesus, I come one. There was only one at my hardest terms. There's only one set of footprints. Why did you leave me? You fucking scumbag. He goes, that's what I was carrying you and I cried.

Speaker 5:          02:35:50       Goes broke down. It was. I was over here. Now I'm over here now with the Lord. I'm over here. Are you guys on [inaudible] network? No, not anymore. You were just left [inaudible] that work? Yeah, we're on gas digital network now. Why is everybody on the sky explaining network to me? What's the benefit of being on network? Uh, exposure to Anthony's thing was to. Anthony's a audience was nice for the time we were there. It was great. Um, the way we're doing it now. I really like this may be the, one of the only things that does make sense to me. It's the gas digital thing is all of us in all of our kinds of other things. So I do the SDR show sex, drugs, rock and roll show I do with Ralph Sutton. Um, that's just where we interviewed porn stars. And music people, he has a connection to all music people in porn stars.

Speaker 5:          02:36:38       So we interviewed them, a legion of skanks nails, me Louis and Dave Lewis has the real last podcast he does by herself. Dave, that's part of the problem, which is the political when he does and it's all in the same, you know, it's like all kinds of friends kind of, you know what I mean? So it's like if you like one of these, you'll like all of them. You know what I mean? Like we're going to be like, oh, but if you like elements of them, there's something kind of for everyone in this grouping of like this click of comics, I guess I'll see you guys have created your own network. They did. Yeah. Lewis. And I'm Ralph Lewis and Ralph's. That sets gets Gomez in Sutton gas. That makes sense. Okay. So then besides that, I don't actually know. I don't know what the, what the benefits, unless you're exposing yourself to an audience, like I said, for doing bonfire that show I do on Sirius Xm on comedy central radio.

Speaker 5:          02:37:24       That's been amazing in so many ways because it's very discoverable. You're not playing to like just this core audience, like that's people just in their cars but on comedy central and we're doing this talk show times a week. Like that's, that's done like huge on the road and stuff like go on the road, like people showing up to clubs. Like that's amazing how that hits. So is that on serious? Yeah, that's such a radio. Yeah, it's great. We're going to be extended the days of that soon. So this is weird because they really, they're paying Howard and they pay and Jimmy, but everybody else is like, well that's the beauty of our situation is we are not employees of serious. Yeah. Comedy central works at a contract with serious for their network to beyond. And then we are, we're employees of Viacom. Oh, so they pay you?

Speaker 5:          02:38:12       Yeah. Oh that's great then. Yeah, that makes sense. Yup. And with, we've done it for almost a year now. We'll get an alert when your anniversary. It's going to be great and it's cool celebrations, man in Louis and uh, and my girlfriend both putting in that skank fest thing is going to be really neat. Like Stan hopes coming in for it and heard todd glass is company wide. He makes me laugh. He's so and yeah. So I'm excited to get a few people in its first year we're doing it. So t how todd glass was the. Well not talking about. Yeah. Was it todd glass that a design help design? I think it was that helped design helium. Oh yeah. Well that's right. I think. Yeah, I'm pretty sure we talked about it when he was here. Yeah. Yeah. Alex. nice atmosphere. Like he figured it out. He nailed it.

Speaker 5:          02:38:55       Um, so Friday night, is it Friday or Saturday? You comedy central special. It's Friday night into Saturday. Midnight. It's midnight at Saturday technically, but it's Friday night. Dave said it's fucking awesome man. Uh, Dave Smith. Yeah, he was there for. Yeah, it was a, it was a hell of a nightmare. It was really a, it was above my inbox, above and beyond my expectations which doing at Webster Hall in New York. I'm going to see too that we had a $600 per show and it was great. We filled it with all fans. We just did it. I got the the band when I went on tour with corn. I, like I said, I was like wigging out about that. It shouldn't be what I should have gotten to in that story was when I got on the tour going through all this anxiety, like the second day, the support act on that tour as a band called two cents and it's just these like this wild dudes from like Malibu basically and some of them from Malibu silver from riverside, but they're just like, they were at a control for like fun guys, but I mean like just there on their fucking route, first tour bus tour ever for them.

Speaker 5:          02:39:59       Like they were all excited but they just got, took me in. They just became like real good friends and they love. There was a comedian on the tour and they watched and laughed and supported constantly and so when I got this special I was able to get comedy central to fly those guys out and they play like the intro, we make it like a rock show. And they did, they blew Cryo jetson and they were on stage with you are the big backdrop of, uh, of the Legion of skanks logos behind me. So you're onstage and they were like off to the side while you're up there? Yeah. Oh Nice. Yeah. And they're in the dark, but you can kind of see them like lit up with it because there's like a glow in the dark logo over by the djs booths. It's was, it was cool to be able to like involve them like that.

Speaker 5:          02:40:40       That's cool. That's very cool. We made it a big, big. It's funny, I was just huge like rock show, you know, Marilyn Manson inspired opening and then uh, and then I sit on a stool for our comedy. Central's taken some fucking chances, man. I like what they're doing. I like the art show already shows amazing. Yeah. He take some big chances with that. They're taking a big chance with his roast battle show very big. They took a big chance on me. It was, it was a work. It was a real like, uh, when I got it, I was why I got so emotional about it really was because, uh, it shows like it came kind of out of nowhere because three years ago I pitched him that idea. I mean, David Tell, doing his comedy underground thing, broke down some walls over there for like producing a show.

Speaker 5:          02:41:21       Their issue was never being showing dirty stuff. They would acquire someone special in plate after midnight, doesn't matter to them, but putting the money out to produce a special that I pitched them. I was like, let's produce a special that's dirty uncensored and just show it late night, you know, but like we'll make that like a thing, make it that it's cool to watch it after midnight. And uh, they just shut the idea down. But they were like, they liked me, you know, and they kind of like hung in there and I give them tapes and they'd come back with a bunch of red notes. You can't say this, you can't say that. I kind of just checked out of it even being a possibility and then like one day and all the little pieces, you know, I said and, and, you know, make no mistake you letting be, be, uh, exposed to your audience like this or would Ari's done for me.

Speaker 5:          02:42:07       So many people. You know what I mean? It's countless list of it. Ron Bennington, Bennington, sure. Exposing his fans. Like all these little pieces came together. I mean like he fought for me to be on that storytelling show. I was the only newer comic. There was no other comics from New York. They brought out a. Now they are. But the first two ones I did, I was the only New York comic and the first one they didn't want me. I think they're realizing that the Internet has kind of changed the the level they changed the bar and you, the television sensors are only getting in the way of commerce like you're fucking it up because the people can do uncensored shit in other places like Netflix. Netflix doesn't give a fuck. They don't care. They gave me zero notes and now you can say the. Now you can say shit balls and pussy on tbs know what I'm saying?

Speaker 5:          02:42:54       Like on channels like tbs now shift. They're all close. Yeah. Cable is not governed by the FCC. It's only governed by what the advertisers are willing to tolerate it. So they were always able to change the own. That's why I said IFC, that was their big thing. Like how can I have you just have like nudity and cursing on their channels. Like they were like, damn, this lady told me they go any because my show is Iraq was on ifc and we had nudity and cursing. I was like, how is this okay? And they go, any like MTV could do that if they wanted to. It was just like they'll lose their core of what they're trying to get you as an advertising audience. Maybe not for them. You know?

Speaker 2:          02:43:30       That was the big thing with Dave Chappelle, the Dave Chappelle when he was doing the Dave Chappelle show, they were trying to get him to change the language because they would get more advertisers. They were, they were telling him he couldn't say nigger anymore. They were trying to like cut down on the amount of this and the amount of that. They were just looking at dollar signs. They were looking at taking this cultural phenomenon and juicing the blood out of it. They could of course, yeah. I mean that's what they do mean that they're not creative. They're not artists.

Speaker 5:          02:43:57       People in suits make all the decisions though somehow until you get to that point that Louis ck thing is like, uh, you know, or, or like you said, what you've done here is really like, you know, amazing. Like you give this for free the show and you give people like hours and hours of content a week. You know what I mean? But it's all on your thing. You have an audience bigger than, I mean a comedy central person said to me yesterday, I go, as I'm doing, uh, I'm doing the Joe Rogan experience tomorrow and promoting the special. He goes, oh, that's going to be better than, than that midnight at midnight tonight. That's going to be a TV show. Like this is hits way bigger audience. You know what I mean? And you've done it on your own way. That's like, that's fucking great.

Speaker 2:          02:44:35       We just kept doing it to just keep doing it. And the thing that is for me, it's like, it's not like it's the easiest thing in the world to do in the sense that it's fun, like just show up and you know, take care of all the pieces that have to be put into place as far as like how it gets uploaded and where it goes and how it gets distributed through itunes. It becomes pretty fucking easy. And when it reaches the numbers that it's at now where it gets to be like TV show numbers, it's it. And there's no end to that. There's no like there's no cap to it and it doesn't cost anything, so for me it's just, it's all fun.

Speaker 5:          02:45:12       Your numbers drop for two months, a little bit. There's no one looming over you. So I'm saying to go, it's like whoa. I noticed like, you know, in this or not even when your numbers drop, but it's like you picking up some here but you're losing the people in Wisconsin right now. Who gives like why would you even give a shit about that?

Speaker 2:          02:45:30       I would have never made it the way it is. There's no way they would've advised me to pick more popular people as far as like guests as far as like a really famous people instead of like authors are weird. Scientists are interesting. People that I think would be fun to talk to by doing it on my own. I'm able to do the whole thing, like book it, you know, decide when. If we know today, you know, like we're going to do it at one. We both ran late. We just fucking 1:30 gives. You could have done it too. It doesn't matter. It's not like everything else. Can be done, they're watching like pounding a thing like come on guys and it's not a thing in the world that can reach millions of people like this that has three people involved in it. You, me and Jamie

Speaker 5:          02:46:10       right now. That's it. How far away before they're coming in to regulate it? Just like the free airwaves. I think they can. I think the genie's out of the bottle. I think it's too late. I don't think people will tolerate it. I don't think it's possible at this point without any sort of a massive blow back. The blowback culturally and politically would be so significant that I think it would. It would devastate whatever political party leaned towards that because the, the ire of the Internet would be completely focused on them. Anybody who tried to censor the Internet at this point in time, we really try to step in and say that podcast like, you know, no more, no more saying nowhere. You know, you have to figure out when you can, can say certain things and how nonprofit said it's a genie gets out of the bottle.

Speaker 5:          02:46:55       It's the sort of the thing with like, uh, like what was the time of the process of like cell phone, regulatory, whatever was remember cell phone bills were like, if you use them genuinely during the day with any regularity, your bill is going to be like 700, $800 dollars or one point. The words got to the point where it's just, there's no more after 7:00 PM that holy, she's like a sham. The whole thing which is a shampoo keep like gouging people go, this is going to become the new communication and, and they'll figure it out around self, what they did. Magic Jack Shit like that, you know what I mean? Or a orange Internet calling, you know, and all that stuff comes around and it's like you got to make cell phones just like a regular bill payment that's like, you know, affordable for everybody. Well one, you already have Sirius satellite radio which completely uncensored in your car.

Speaker 5:          02:47:39       Everybody has that. I mean, it's so common. So many new cars come with that. So what's the difference between data and podcast? Nothing. Well, podcast is getting in your cars. They're gonna, they're gonna run on four g like I already have podcast. Most people do have a podcast app on my phone and when I download something or when I subscribed to something, it automatically downloads to my phone. So when I'm driving around I just press play and it goes here and we're in. The best thing about it is if a phone call happens, the car pauses it and then you answered the phone call, you talked to somebody and then you hang up and then the podcast plays where you left it off. It's not like radio, it's not like satellite radio. It's better than all those things with the on demand now it's pretty good.

Speaker 5:          02:48:21       It helps. They are, there should be on the Internet. Why does it have to go up to the sky and come back down the fuck you ain't go. No, it doesn't. Ultimately. And the thing is like they might, but they might, uh, like serious may jump into that world of they are like, a lot of the channels are bringing podcasts too serious now. It's a good thing, which is a good thing. That's a very good thing. It's all good. It's all good in a way, but you err on, on open channel. Right. But it's an, it's an antiquated way of broadcasting things. It's stupid. It doesn't make any sense anymore. It's just like that. The time is done. Like that smoke signals you're saying when the godfathers gone, that's where I think when sterns done, um, all this stuff will really take on. I don't think he's going anywhere five years. He was four and a half more years. He'll stay. They're

Speaker 2:          02:49:08       going to, they're going to pay him so much fucking money. The deal actually though, it's 12 year deal. It's five. It might be a little off on this, but I'm pretty sure I followed it's five years on air from about six months ago or so. And then they own where they get rights to play his entire catalog for seven more years. Oh, after that, I think he's dumb. He's going to be 67 years old and he's done this one. It looks good though. It was great. But it means obviously still relevant show business. Otherwise you wouldn't have done America's got talent. He, he wants to be relevant. Right. Wild. Why? Why do you fly back to California all the time to do that stupid show where they actually did it in New York? Did they? They moved to New York for me. Just shut the fuck up.

Speaker 2:          02:49:52       Um, I just don't. I just think it's a part of who he is. I mean, maybe he take some time off, but I could see it would be fun if he started fucking podcast. Everyone said to me so much money. He's trying to stand behind that argument he had with Ari so bad. It was so silly. It was, it was the first chicken is armor I ever saw. Well really, like, just not even blindly, uh, just to. Because always my friend is just like, it was the first thing he was just kind of wrong about like, you can make a living off this, but he's way wrong. I make more money from this than a lot of other things I do. Yeah. You can make more money doing podcasts then you definitely can look at working on a local radio station, which is what he was.

Speaker 2:          02:50:31       Sure. Yeah. It's like, and doing overnight shifts and the thing is that is still the shitty process in many ways for some people, but if they're doing that, but there's a difference between being a radio announcer, an entertaining podcast, you know, there's not a lot of Howard stern's, you know, it's like the difference between, you know, if you want to be an mc at a strip club. No, no, I don't want to be an MC to strip club. I work as an MC district go because I need some time on stage. Right. Then, then you become a standup, like what you want to do, standup, blah. You got to learn how to bring up those strippers and get to really know how. No, I don't have to learn how to be funny. That's it. So yeah, I'm just trying to work out a muscle here, buddy.

Speaker 2:          02:51:05       It's like this isn't. His argument was weird. Like you have to learn how to do a break for a commercial stuff in music or any of that. By the way. Not only that, like, wow you to work your way up through broadcasting and some local job like nobody wants to do that. You want to work for somebody, why would you do that? And this idea that like podcasts are for losers. I get he like, he's probably in a negotiation with serious at the time we saying all this stuff and it's probably part of him wants to like, look, the guy had ultimate power for so long. He had the ability to, the ability to make or break careers by shitting on you with no recourse. And Ari who was one of the first guys that owned him, he owned them. That video that he did and he did it politely.

Speaker 2:          02:51:49       Shit all over him on my show. Mr Stern. And then he owned him with that video where, because you know how it was trying to say he's a nobody and then he points to always get a photo of him with a billboard on sunset boulevard. He's got to hit comedy central TV show. His second comedy central special was airing that we, uh, I mean it was, it was bad timing. I said he really picked the wrong mark, but the thing is, because Howard is a, one of the things and he's he showed that I think are in many ways in America's got talent and he shows it with like how he has with guests. He has come in and when he talks about on the errors and he's got like, I don't disagree with all of it, but like he's got some pretty horrible opinions on standup comedy.

Speaker 2:          02:52:29       I mean it's just like he was, he would not be my gauge for who to watch or who to know who to listen to. His little disconnected. So he does it. It's dumb that he doesn't know who he is. Girl that's comics in the world. He's one of the top 100 standup comics in the world. That's just a fact. And if you, you know, you don't agree with that, it's because you're not talking to comics. That's what I mean. He's not like, he knows like, but he's not being logical. It's just trying to crush him. He's trying to crush crush art because already called him. An old man, told him to suck clinics. Eastwood's old man Dick, because he hated the Chris Kyle movie. It's fucking funny, man. Like art. He's a, he's a gangster but, but already set them up. He set him up. He knew stern was gonna attack him, stern attacked him and already had a video response that which is measured and polite.

Speaker 2:          02:53:16       Showed, showed it. Howard had to get on Google. He's like, I don't know what you're using. Probably Netflix navigator, a lot of you old folks into the Internet. Let me show you how to find my name and see. There you go. Red. She fear. Oh look at all this stuff about me. Look at all this stuff. And he owned a man. You know, it's funny that people in his studio knew that, but I've talked to people that worked there that were like, eh, that was like a rough horse, you know? They were like, they were like, that was because they said like I was saying, I was like, did you guys just want to like, run in there and be like, Howard, just like, we just let this one go because he's got comics that work for them essentially, and they know what it is and like you said, but in that thing he's the boss, you know, you got to let him do his thing and he just didn't know the a thing anymore.

Speaker 2:          02:53:58       He's so used to crushing people too. He's so used to his whole career. He's had this ultimate power where he could just shit all over you like you did with mad cow with a lot of these other guys and he just crushed them all. Crushed them all. But the playing field's different now, you know, wildly. It's different. I mean he, if he comes on my podcast and shits on Stern, $2, million people are gonna hear and see that. Yeah, that's a lot. And if it then it gets a viral video on youtube and then it gets on twitter and facebook. People start spreading it around back and forth. Those things will hit hundreds of thousands of views like that and you, you don't have the ultimate like, like field advantage anymore. Like everybody can be a broadcaster now. I mean, what, what did you doing?

Speaker 2:          02:54:45       You're showing something broadly, right? In the loosest sense of the definition of the word. Well anybody can get on youtube and be a broadcaster in that sense. Anybody can get on a podcast and it didn't use to be like that. And he used to be. When Howard did it, he would do it for. I mean, look, he wielded his power correctly. He knew how to handle it and he was dealing with a lot of competitive people that we're trying to take his spot and you know, he would go after them and crush them with is, you know, 20 plus million at one time. People listening to him every morning. So if you had some rinky dink as radio show with 100,000 people listening and you're, you know, in Philadelphia where the war, he could smash you. It wasn't a damn thing you could do about it and no one heard you shit on him and no one could exchange it back and forth. There was no youtube. There was no way for your voice to get viral. You only had the operation.

Speaker 5:          02:55:37       Why that one guy said, Julia heroed, everyone that, uh, he's a great guy. Tom Bernard in Minneapolis. Like, that's the only town where like, he came into the challenge. Tom Bernard's morning show in like last, like star was there and going like very quickly on thing under a year. I wonder what happened. They just said if everyone's, everyone's stuck by that Tom Bernard show, he still is a radio guy there. Tom Bernard kidding? Older guys. He has like a scarface mansion in that town. He really. Oh yeah man. He's like, how do I not know this? Kind of surprised. Yeah,

Speaker 2:          02:56:07       that was a big thing for a while, right? Like local radio djs would be like huge stars locally.

Speaker 5:          02:56:13       He, yeah. His family is that. They're like, they're, well they're doing well. And then occasionally someone like Bob and Tom, they spread their empire out like all throughout a bunch of states. And I'm so happy that shows falling apart. Seems worse. People are they bad? I don't even know Bob. He wasn't there when I was there, but Tom, they're just talking about a bunch of people who are just disconnected and hate each other. Everybody in the studio hates each other. Really? They treated me like a fucking jerk off here. They treated me bad too. I wanted to go. I wanted to say shit. I wanted to kind of come out to them and say some stuff. But I felt bad because I know it's like for that club, that crackers club in Indianapolis, that's like her promotion man, that's the big deal to her. And I like her.

Speaker 5:          02:56:57       I like ruth and a lot. I didn't want to get her and a thing, you know, with them at all. But I mean that was biting my tongue for sure. I was like, why are you guys, the guy just asked what it was like the Harry Shearer on Wayne's world, you know, like, so uh, what do you. So you do you live in New York, Huh? And they just start doing something else and leans back to be like, uh Huh. Uh Huh. Uh Huh. Okay. I'm just looking at his computer is doing something else. Like we're looking to cds or something. I was like, and I pointed it out at one point and he's like, what are you talking about? Then this chick, the sports guys like seems like just disillusion. They're just angry at you for some reason for being in there at all and they all should on the girl. And then when it goes to commercial, like the blue angels man, they split off and formed and then the fucking chick sits in there and talks about how shitty everybody treats her and then they all come back in and just started over again. And they were mad at me because I said I didn't want to do bits will. That's what happened with me. I said I'll, I'll tell you things about myself, but I'm not doing bits.

Speaker 2:          02:57:59       Yeah man, it's, I guess they just get tired of it after awhile. I guess. So man, it's got the easiest fucking job ever. That's what I said four. It was with the, with the radio show, man. I'm like me and you know, even with the Legion of skanks, but all of them like, you know, they're all things you choose. Like I chose to do this thing with Dan soder on the, on comedy central. I chose to do legion of skanks with those guys. I wouldn't say we choose it, so it's like, yeah, it's like a thing. You look forward to doing it. It's not only that they had a super successful radio show that brought them a lot of money, but bob and Tom, when I was there were very nice. They were very nice to me and the people on there were very nice, but one of the producers met me in the fucking dressing room.

Speaker 2:          02:58:37       He came into me and he goes, okay, what are the subjects you're going to talk about and what questions do you want them to ask you? I went, what? And he's like, yeah, you have to have something prepared. Like you got shitty with me. I was like, dude, I don't give a fuck. Whatever you guys want to talk about, we'll talk about. I got. I'm like, you're talking to the wrong guy. Like marnee successful. Like I don't have to do this. Like I'm doing this for fun. Like I'm in town. I wanted to meet Bob and Tom on the show at the crackers places almost sold out already. This is all just for fun, like don't get shitty with me. Like it was in town for a UFC and uh, it was, it was weird. It was, it was like I realized what it's like to deal with these people that they like put the clamp on you like get out there and perform.

Speaker 2:          02:59:16       You got to get out there and dance. Like these are the subjects, but then you have great, like the precedent. Steve and Philadelphia. Oh yeah. Those guys are great because they're great. Yeah. They don't have the bus. You're the producer from palm and Tom. He walked out of the room. It didn't tick a box walked when I said I didn't have anything to turned around. Walked away like I was a piece of shit. I was like, you guys, this is like the worst way to set up like any sort of a fun interview. But when I got an Obama, Tom are great. Yeah, the other guy was great to the other guy that was with them or the Gal or whoever the fuck it was. Kitty, kitty layers. It was fun. They were fun. We just had a nice conversation. But no, uh, that's good.

Speaker 2:          02:59:51       I thought by that point I got there like Bob wasn't coming in anymore. Tom Seemed pissed. I was like, it was falling apart. Fucking guys don't get along after awhile too. That's part of the problem, you know? Sometimes like a fucking. Tom's getting all those gundam attention. It was the market Brian thing. Those guys seem to get along. Do they ever just fall apart? They just don't remember. They were La guys, Howard attack them too. Didn't hold a mock funeral for them. Yeah, and that John Debella and Philadelphia, that was a great one and I got to awful. He, ah, he won't let me on the show anymore because I said I won't give them bits. Same thing really. I'm like, why do you have an opportunity and don't want to just have a genuine fucking conversation with somebody. Why do you want to send me up? Like, what are you, Byron Allen, people want to hear shark attacks. What's the deal with that? Huh? And then he turns and starts reading car magazines, the mustache wax. And that's how it used to be though. Before the Internet, people used to go on these radio shows and they expected you to do standup bits and a lot of guys would just automatically start plugging their bits. I remember like one of the first times Marin was on opiod anthony. He was like doing

Speaker 5:          03:01:00       bits, like that's what people used to do. I remember listening to that going, Oh yeah, that's how people do it and go on these shows and they do bits. That's no fun. It's weird. By the way. I see the same exact thing I said to you in that you said to them in that room where I was like, just whatever they're talking about, we're talking about. They're talking about news. I was jumping into the news talk. We're talking about local sports was just, we'll figure it out man. Which just go, that's a worst way ever to here. Stand up to in like a fake Byron Allen style conversation. Yeah. We were just like, you know, for people in the room, laughing at it, sort of and knowing what's coming and they and they uh, like to, to really rub salt in the wound when I was on the show, every time they went or came back from a commercial, they would just play someone like doing a bit in studio.

Speaker 5:          03:01:49       It was like just road hack horseshit and then they would all, you'd hear them in the audio laughing from the time it was live and laughing now who can edit in the studio with the same kind of like, you know, just referenced. Just slapping the table and say, did this to fuck with you? You think? I don't know if that was to. Maybe it's what they do, but I mean like it's pretty awful when they're just playing people's. I mean real like, you know. Yeah. My kids don't listen to me, you know, they're all like a whatever, like the hook line and you know, whatever. Like the get her done is of that comic. Like they all say the. Were they good or does everyone in the room says it? Well, I think wrec radio is, it's like every, everything else, there's people that are really good at it.

Speaker 5:          03:02:35       Like Preston, Steve, they're actually fun to fund shell and then there's people that just, for whatever reason, that combination they put together as far as the team just was toxic. It didn't work. If you were at Stanford and sons in Kansas City that's not, no one wants you to do like seven radio shows and it's always like they want you to do bits and you're like, we have this argument every fucking time I come here, man. Go Talk. Yeah. Well, pressure to give to you. To have to do, I think, I think they realized they think it's gonna make you more comfortable. It makes me so uncomfortable with the concept of even trying to do that. I don't think that's what it is at all. I think they're lazy. I think they don't want to have to make something entertaining with you. They'd just rather you plug in and just start doing your bets.

Speaker 5:          03:03:16       Just give us content. I mean like you saying. So you're from New York, Huh? Yeah, I mean that kind of thing. That's like someone that's lazy, that's not someone who's trying to do the best possible show they can do and too jaded to realize they're being like mega rude to somebody just came in and you're like, hey fucker, it's five in the morning for me too. Well they know that no one can see them. Yeah. So because no one could see them, they can just totally disengage and let you just go ahead and dance monkey because that's, that's kind of interesting thing too about a podcast that was so many of them being video. Like you're also held accountable for paying attention. Oh fuck yeah, and you could see like weird faces that people make, you know, like if someone says something I was, I don't think he did it, you know, you could get away with a lot more.

