Speaker 1:          00:00:04       Experience.
Speaker 2:          01:55:48       That's what it is. It's a weird field. It's crazy. Very bizarre industry. Almost all gossip, drama and lying to people and knowing people favors, yeah. By powers and politics and all that stuff that we see on a daily basis in the real world. It's just like they're doing a fictional account of it. Exaggerated. It is. Yeah.

Speaker 3:          01:56:07       I was just going to say, you can tell that they're doing the research. Yeah. You could tell that a lot of that's real. And

Speaker 2:          01:56:15       I mean they definitely push, right. The pushes the boundaries is pushing people on to change reps. Yeah.

Speaker 3:          01:56:22       But, um, they're definitely colluding, colluding with, you know, the press and leaking things and trading favors and I think it's a lot of why shit so goddamn stagnant. If the Republicans or the Democrats 10 favors and the Democrats or the Republicans and pavers and what the fuck are we doing?

Speaker 2:          01:56:45       Yeah, it's all weird, but uh, it's, it's a system that's been around for a long time and it just never been exposed in a drama the way it's been on this show and this show, like they go so deep with it and obviously the bunch of crazy shit murders, all the studies show look, but who knows, man, you look at some of the stuff that the Clintons were accused of and some other presidents are accused of and look at the Kennedy assassination when who the fuck knows what's really going on behind the scenes with these people? They definitely are colluding on some things, you know, they're definitely talking and coordinating things and they're strategizing and they definitely have plans. It's just to what, what extent does it really go? No, another great show that I can't wait for it. I don't know. When it comes back, the stranger things on Netflix. Did you watch that season? I just watched episode one. I'm not really into like aliens. Oh dare you like pro wrestling and not like aliens. You son of a bitch. Really different things. Yeah. One of them wrestling aliens.

Speaker 2:          01:57:53       Are you telling me you're not into seeing this new Ripley Scott alien movie that's coming out? Rip Late. Ridley Scott Rather. Oh, said Ripley's car. I saw that. The preview for that the other night. I do want to see the good Lord that looks good and what they can do now with special effects. Make things way more terrifying. That hasn't always been my favorite science fiction franchise I bought. I mean there was a couple of them. They were a little lame, but I'm a giant fan of that. That creature, what do they call the Xena form? Sina more Xena more? Is that what they call it? I think it was. I thought it was just called the alien. I think they called it the xenomorph. I forgot. Maybe I'm making that up, but I think that's what it is, but it's that that is just the most terrifying alien ever, just as vicious insect, like thing that grows to full size and like a few days.

Speaker 2:          01:58:49       That's totally possible to man. It's totally possible. So we'd have to get some food though. That's the only thing that I didn't like about that. Like how's it growing without food? Yeah. I mean it has to be eating those people. Okay, but how many people does it eat to get to be 700 pounds or whatever it was? It seems like it would have to eat 700 pounds of the people to even get in the ballpark or 700 pounds. Yeah. Where do they, did it come on it's own ship. It came for the dude's chest, remember? Yeah. He grabbed a hold of his face and it makes it suck. It's little alien Dick. And it comes in its stomach and it makes a person inside your body and it blows out your chest. Remember that coming back to the face, grabs it with his hand and then a literally like an alien tentacle Dick Thing comes out of the palm and just mouth fucks you. Oh God.

Speaker 2:          01:59:52       It's a great ending. A great animal. Like as far as like something that someone created to terrify you, it's an amazing being, you know? I mean I think it's the best alien science fiction creation and also it's HR Geiger's like design. So his design was so freaky and dark and twisted. Like it was a, it was like the creature of the black lagoon meets like the wiring, the of the Millennium Falcon meet me. It's almost like a semi mechanical looking and insect like, but also like kinetic. It looks like it has muscles and it looks just like it would just rip you apart man. It looks terrifying. Giant head of it. Yeah. This is scary shit up. The fact that it's, it's blood as Amanda and an acid. I mean come on son. That that animal thing, that alien being is the coolest creation I think in all of science fiction. And this, this is Nick's this week, man. This Friday. My dark is on full pointe right now. Full Scifi Dork.

Speaker 5:          02:01:07       Can we see movies? Do you actually go to the movie theater? Like a normal human being ever? The fuck you talking about blaming here, Joe Rogan. I mean, I don't know how that works. Do you live right next to you on a normal plane? I go to normal restaurants with you. I do shit with you all at this isn't a normal planes. When I'm by myself I'm not flying this plane. It's still a plane. But yeah, no, the movie theater like everybody else man. So like you're going to go see alien with like a friend or,

Speaker 2:          02:01:37       okay. Are you, do you want to go on a date? Is that what you're doing or you're beating around the Bush and then I'm just curious like I can't really, I just go to the movies, go to the movies. Like buy a ticket, go to the movies. No. Well the friend Jesus Christ, I wouldn't go by myself. That's a little rough. That's weird. She went by herself. People would like stare at you. Hey man, chill. Rob Has got no friends like, hey, I got friends. Just no one's, no one's available right now. Okay. This is, this time was convenient for me. Yeah. It's like watching a movie at home by herself. Totally normal. Going to the movies by yourself. Ooh, I've done that before on the road though.

Speaker 3:          02:02:21       And it's awesome because you actually get to enjoy the movie. Yeah. People going to a movie with people can only be a distraction. I think I've only gone to the movies by myself and then may less than maybe six times ever in my whole life, but they're good trips. I live right next to a Tarantino's movie theater. Really cool movies. They're like, they just had the 25th anniversary of reservoir dogs this past month and they played it every night at midnight for like two weeks. And um, that helps my point. Oh yeah. I don't mind going and checking out a movie by myself at all. What I ate is going with someone that has a fucking bag of candy that they keep digging into and shit or crunch crunch and like, I know it's like a cheesy subject, but how popcorn became a movie theater. Food makes zero sense of it. It's one of the smelliest foods is one of the weirdest sounding foods. Makes people dig in. It's too much. It makes a mess. There's like a list of a laundry list of complaints about popcorn.

Speaker 2:          02:03:29       Yeah. It's definitely not a quiet food. It kind of turns and when you get it in a bag, that's the worst. Someone's ruffling their bag around or plastic. Anything in plastic. We got to dig into the plastic crackle, crackle, crackle.

Speaker 3:          02:03:44       All those bags are too loud. The reeses pieces bag, they make it so that you break it open trying to open it. It's at the reasons pcs fly everywhere. No, they know and then you have to buy you back here.

Speaker 2:          02:03:58       That's the dumbest conspiracy or pcs or pieces you call it Reese's pieces. Reese's pieces, Reese's pieces. It's not, it's not reeses pcs. It's Reese's pieces. See this is one of the great conundrums. It's like the Berenstain bears. Yeah, sorry. It's confusing it. You think it's one thing, but it's really another thing. Okay, well what are the peanut butter cups? Reese's Reese's peanut butter cups. R. E. E. S. E. Reese. Lisa's. Yeah. I think maybe

Speaker 3:          02:04:38       it's, I know I have a thing. It was definitely always receipts when I was growing up. I feel like maybe I'm wrong.

Speaker 4:          02:04:44       Well, people get used to saying shit wrong. Like in Texas, they say especially that's a big thing that people say instead of, especially x especially. Oh Wow. Yeah. Yeah. I don't, it's like there's an x in there. They'll say, well, y'all is expecially need to worry about that. [inaudible] spatially. It's a beautiful accent.

Speaker 3:          02:05:06       Texas people are truly, I was just gonna say that might be my favorite accent. They're just so cool. Even when I disagree with someone from Texas, like one time, uh, one time a cop tried to arrest me and my buddy Matt at a Whataburger, this is like eight years ago and we didn't know why he wanted he, he's like, you guys need to get out of this. What a burger. It was like 3:00 AM. It was our first time in a water burger ever. We had just placed our order. I just handed the cashier a $5 bill. I'll never forget it in a sheriff, comes over my shoulder and he goes, you and your friend need to get out of here. I'm like, really? What? Cut To our other buddy. Uh, other comedian gets in trouble for defending us. It's like, you can't kick my friends out and stuff first trip on a water or where are you kicking them out of here?

Speaker 3:          02:05:54       And the cop's like, don't worry about it. And cut to the next day. Our buddy who ended up spending a little bit of time in jail that night defending us. Me and my, my other little la friend got to leave the Whataburger, but our buddy from Texas got in trouble or buddy from Texas the next day as his friend who's the chief of police on speaker phone and we're sitting in the car traveling back to California and he's like, dude, so what happened? What happened buddy? You know, and the head chief of police literally goes, uh, yeah, the cop told me that you are defending your friends that appears is of low. According to this officer, a couple of faggots were five metal water burger or something like that. And me and my buddy were the obviously a couple of faggots in this story. We started dying of laughter. I mean dying of laughter. But with that said, the guy with this Texas accent, you can tell he's wearing like a cowboy hat, chief of police, a couple of faggots by metal water burger. And me and my buddy were having like a flight argument at the time, like, you know about whatever it was. We weren't, obviously we weren't fighting was me and Matt Edgar Wright, a California kid.

Speaker 4:          02:07:04       That's hilarious. I have a water. Thank you. Awesome dude. That's hilarious. So the cop was just being homophobic. Totally. Oh, so will you guys joking around about stuff?

Speaker 3:          02:07:15       Yeah, we were literally having some like play fight about like, like it was like a play argument about, I can't remember who knows a lot, you know, literally a couple La comedians excited to be on the road. Probably opening for free for who we were working with.

Speaker 4:          02:07:30       That is so funny. So you were just basically being comedians and being loud and they decided you

Speaker 2:          02:07:36       were two gay guys in the middle of a spat. Yeah. Wow. Yeah. Well there's definitely that in Texas too. Like in the south in general. Like I had some friends that moved to Nashville from La Love Nashville too. I do too. But they had this idea that they were gonna, you know, they're going to be in Nashville and nationals, all open mind and artists. And she said like right around like the third or fourth time I heard the word nigger and I was like, oh, okay. This is like, there's some outlying areas that you're in a mall Walmart an hour away from Nashville and you hear that kind of talk and you're like, okay, I'm still in Tennessee like this, you know? Ooh. But I at least they know what have a confederate flag on their tee shirts, but Jesus Christ. But I mean, like the way that that cop called us a couple of couple of faggots, it's like, I believe that, wow, this convinced me, I guess Texas.

Speaker 2:          02:08:34       I'm a faggot in California. I'm Tony. I wonder if that's like, where are you where you were in Houston, right? Uh, doing that. Well, that was like eight or nine years ago. That was in Corpus Christi. Okay. But I don't think that would happen in the Austin now. Yeah, no. Yeah. Austin has got it. It's more progressive. Yeah. Austin is a total livable place. Yeah. Like it would be a nice place to live. You would enjoy it there. When we do shows there, man, they like particularly epic shows. Oh my God, yes. The cap city. Yeah, man. Yeah. Cap City's amazing. Uh, Austin city limits that theater there. That's amazing. Yeah. There's a, it's a special place, man. In my eyes in Texas, it's a different spot. It's like it's more rowdy than a lot of places in the country, but it's also a friendly, yep. It's got a lot of like good qualities.

Speaker 2:          02:09:30       Like a happy I lightness to it. Yeah. It's like they greet you at the front of the store when you walk in, but they also make sure you're not stealing anything. Yeah. Now it's like, yeah, it's just a little more extreme on both levels. Yeah. But then there's like so much space to like what you're talking about is just the cities and what's interesting he has to, cities are just a small percentage of this monstrous landmass that's known as Texas. You don't realize how big it is until you have to drive through it and you're like, oh my God, it tastes like a day. It's huge. It's an enormous state. Great place though. It's crazy. I'll states have different fields, man. They really do like a show in Albany is just going to be different than a show in Dallas. It's just going to be different.

Speaker 2:          02:10:16       It just is. It's going to be diabolically worse Albany, New York. Oh my God. No. Yeah, you didn't enjoy it up their home. We never again. What do you think it is? You think it's just like a lack of opportunity up there. The weather's not so good. Keep feel trapped. Yup, keep going at it. You're just getting started. You call, you're 100% right, so you could go on and on. The y is the real question. Don't you think though that in Albany? Well, they got stuck there. They were there from another time. You know their parents were their parents parents, but don't you think that like, Oh God, here she goes.

Speaker 6:          02:10:54       Should I pick had that person might be 35 minutes remaining and I went, oh shit. We be cannot sharpie for the next few minutes to reach an item to get these overhead or take care of both your need. If you have any remaining

Speaker 2:          02:11:07       just looking at a smiling because she knows she's on the show. Yeah. Like she doesn't even know this show is, I think she was about to plug around podcasts because I think this going to be cool because she'll be on a podcast and she doesn't even know exists. Right. She'll never find it private. You think someone or friends will tell her? Maybe. Maybe. Um, but we're bringing this podcast to a, on a plane down for landing young Tony. So in conclusion, crazy ass night of awesome fights. Steep Emile chick is a bad motherfucker.

Speaker 3:          02:11:40       Yes. CLEVELAND, Ohio, Ohio and now a lot of fun people to root for last night and my people dominated all the way through everybody that I picked a one one Yolana is my everything. I mean we were really connected during that. Right.

Speaker 2:          02:11:55       She's your everything like your love. She's your love. Yeah. I feel like this is real. I really want it to be real. I mean she stops in the middle of fights and looks over at you.

Speaker 3:          02:12:05       I'm so glad that you finally started to notice this because one of the funny things is I've been sorta telling you like you thought I was crazy.

Speaker 2:          02:12:13       Oh No, it's definitely happening now in a few fights ago, you literally thought I could tell why by the way you were those starting with trolling me. Right. I know and I don't ever tell you, but like I'm so glad that you see it.

Speaker 3:          02:12:26       It's like, to me it's like that part of teen wolf or Michael J. Fox goes to his dad and he's like, damn a werewolf the Werewolf. But the dad's like, I'm aware of old to finally saw it. Like when she was doing that before the fifth round, she was just looking at me pointing right at me and stuff. And you end DC c me both look back at me over your right shoulders at the same time. Like is this motherfucker?

Speaker 2:          02:12:53       Yeah, I was not sure if it was you and I look back on my God damn, she's pointing right? We're telling him sit

Speaker 3:          02:12:59       doing it and she kept looking at me after each round and everything. And we're, I feel like we're exchanging energies.

Speaker 2:          02:13:05       I feel like, I feel like we need to do a podcast with her. And then you and her need to go to dinner. Yeah. Just whatever you do, don't talk about it on the internet or, uh, her boyfriend, we'll find out too late. I don't care about her boyfriend is a soccer player from Polish to don't out the guy. Son of a bitch. So ruthless, ruthless. Tony Hinchcliffe. Um, what do you got coming up, man? You've got some dates. Huge dates.

Speaker 3:          02:13:32       Do you want a big tour, right? Monster Energy outbreak tour. I'll all of the month of August. Uh, Nashville, you're like a STD. Everyone outbreak. Yeah. The Monster Energy outbreak

Speaker 2:          02:13:43       is outbreak. Like a beverage that monster Ng has.

Speaker 3:          02:13:47       Um, no. If that's the tour that they do. Oh, they do, they do with like rappers and stuff and you know, monster like doesn't do billboards, like APP commercials. They invest in like cool things like the UFC and like people like learned this all recently from this whole thing. So they do this outbreak tour thing, which they've had some really cool bands and rappers do and it's been very successful. Really. They do it and they'd be doing it Fetty wap and the Chainsmokers and

Speaker 2:          02:14:16       Ben, but I mean, what do they do when you say they do a tour like a, did they just put their name on it? They promote it. Yeah.

Speaker 3:          02:14:24       Yeah. They do that and it's just a really cool way of like, you know, not compromising anything's a integrity while just being associated with something that they think is cool.

Speaker 2:          02:14:35       Right. Yeah. They, they're in kickboxing to the sponsor. John Wayne par. Oh, awesome. Yeah. They sponsor a lot of MMA fighters. Of course.

Speaker 3:          02:14:45       What I'm really excited about this tour dates, it's my first ever like small theater tour and like rock club tour, House of Blues and Cleveland Grammer seat theater in New York City and was absolutely going everywhere in North Carolina, Florida. I mean, you name it. That's dope. Columbus, Ohio, Cleveland, Akron,

Speaker 2:          02:15:02       powerful. Tony and Portland. Seattle, the Aladdin Theater and Portland. Oh Man. How Fun. It's Portland. Oh my God. How Fun was for 20 their glass. They chose epic. That's a real holiday. That became a holiday during our life. Totally. Really? During the last what, 20 years maybe? Yeah, like nobody used to do for 20 shows, but just a few years ago I started doing for 20 shows on April 20th and it's a holiday man. Yeah, it's a holiday for us. Like it feels festive. Like when we go out and we did those for 20 shows like uh, last year and this year they feel festive. Yeah. Where the fuck did we go last year? Seattle, Seattle for four 20 last year. Next year. Probably. Either Denver or maybe San Francisco. That'll be fun. Denver might be fun, but San Francisco gets into, it might be fun to do it up there. I'm going to Denver too. I'm going to absolutely everywhere. All those seats available@tonyhinchcliffe.com Jesus and there's an e on the end of that. Unlike the picture that's up at the ice house. And I have podcasts kill Tony the pony hour where I interview people and the store horsemen, which is a pro wrestling podcast. Oh God, I hate the name store horseman. Yeah. That's hilarious then. But we're all from the comedy store. I get it. And so these are all, uh, at Itunes, you get them all on Itunes, right? Yeah. Glorious. Well Ladies

Speaker 4:          02:16:30       and gentlemen, we'll bring in this big bird down to the ground. Just going to give a shout out to all the mommies out there. Cause today's mother's Day and future. Mommy's to like Yolanda. Yen check. Are you going to retire? Get a retired when you knock her up? Yeah. Wow. We're going to double retire together. Whoa. You're going to retire to, well, you're going to be inspired and see every kid, but yeah, but that savage. Yeah. Oh God. Yeah. I have to learn how to fight. I love it. I'm going to have to learn how to satisfy a woman and actual woman. All Right, ladies and gentlemen. Um, so, uh, one thing that did happen this week, uh, Everlast had to cancel something came up so he won't be on this week and he'll a, he'll have to reschedule. He's a busy man, but he's got his, uh, new, a new project war porn industries, which is great shit.

Speaker 4:          02:17:18       You can catch it on youtube. You catch some of the videos he's played. Well, actually, no, I don't know if you can get it on youtube. I've seen it on Instagram though, but um, I think they're trying to figure out how to distributor out how you can get it. Um, but they're doing that. That's an independent project, you know, I like, I like that music is kind of going along the same ways that standup is gone. You know, they're doing their own shit and they're trying to do things independently. I had a Shirley Manson on the other day from garbage and she was kind of breaking down the music business and what it's like and how difficult it is to make money as a band today. And how now music companies these t take everything. They take a piece of your merchandise. It take a piece of your live touring, they'd take a percentage of everything. Everything you do across the board. So they do these deals with these artists or when they distribute their music, they essentially own a chunk of them and

Speaker 3:          02:18:13       yeah, they do that and stand up. It's very weird. How did it go on and stand up? Stand up. There's this weird company, you know like, have you ever heard of like comedy dynamics? Who does that? A lot of our friends, they make a lot of our friends. What do they do is they distribute. But what's weird is that they sell it, which they don't really sell it, but you need to have some of these big companies you need to have. Like it's the most bureaucratic bull shit you'll ever hear in your life. You would never put up with it for a second. You probably get to bypass it because you're obviously at the top of the game. But

Speaker 4:          02:18:50       like what do you mean they make a deal where they don't own their specials? That what you're saying?

Speaker 3:          02:18:54       We're at least at, first of all, I don't think they own it forever. Second of all, I don't think they own the entire thing. Uh, but these companies take 20 30% of your special for absolutely zero reason, especially, you already have to give what 10% of your manager and this and that, blah, blah, blah, blah.

Speaker 4:          02:19:12       Well, I know there was a podcast production company that uh, David Taylor and Ari Shapiro had a real problem with cause they were pitching a television show and they created a television show. They wanted someone to help them try to sell it. Like we set something up and these people apparently wanted a ridiculous amount of money, like 40% of the show. And they're like, Whoa, whoa, Whoa, there's 100% and there's two of us and you get 40 like, are you fucking crazy? Like they wanted more than a third to just come in and just sort of like help them negotiate a deal with their products. I didn't create it hidden, sculpted. They didn't, they didn't, you know, you didn't think it through and do all the work on it. So people get real squirrely when it comes to those kind of weird deals where you're not a content creator, but you're instead some company. Right? And there's somebody else that creates the content. Well, what's beautiful now it's like guys like you or me or all these people that do podcasts, you're all of a sudden your own content creator and you could, you don't have to be at, you don't have to have all these fucking people in your ear. You don't have to have everybody giving you other, okay.

Speaker 3:          02:20:20       I mean opinion and like special man. Yeah, the Ice House. That shit's crazy.

Speaker 4:          02:20:25       Like, think about a show like, have you ever done like Cole bear or one of those shows? Do you ever done one of those? When you do, do those one thing that you do realize by the way he drank both. My water's just son of a bitch. I had one. You had one. I'll have one right here. Um, when you, uh, when you watch those shows, you see how many people were working behind the scenes. Like, wait a minute, hold on. That's one thing that I noticed when I did, um, that dude's, what's his name? Bill Russell, the podcast guy. I did it is HBO show. I was like, Jesus Christ, we're just hits him and me sitting down having a conversation and there was a Corolla people here, Mike, this is essentially like an overstaffed podcast. No doubt. No doubt. And because of that, it all gets like weird. It's all weird.

Speaker 3:          02:21:13       Yeah. When I made TV shows man with eyebrows, you know, it's a major comedy central shows. And the thing that shocked me the entire time, and I don't mean slight shock, I mean sure. Shock was the amazing waste of money they have. They're just throwing money away. What do you think that is? They don't know any better or they think they're on an old Hollywood system. Right. And when they were coming up, they were trained that way. It's like if comedians all, we're still only focused on getting five minutes on the tonight show. That's how I feel like some of those executives state instead of being like, what's next? Well, this Netflix thing we'll never have to worry about that. I remember, I remember one exact literally saying, I'm not kidding you in 2011 we don't have to worry about them. We don't have to worry about the Internet. People always come back to TV. TV is priceless. They will always come back. And I remember literally thinking, I don't know about that, like watching this

Speaker 4:          02:22:11       since up until the point where you could watch the internet on your TV and then all games are off.

Speaker 3:          02:22:16       Well, yeah, but then he was also, yes, but he wasn't saying it like that. He was saying like, they're always gonna need TV channels. Like he was saying like, yeah, well there's always people like

Speaker 4:          02:22:26       that, man. I mean there's people that tell you how to do clean comedy. There's people that tell you, you have to do this, you have to do that.

Speaker 3:          02:22:32       Right. And they convince themselves and then all of a sudden they can't even see the light.

Speaker 4:          02:22:37       Well, you remember that girl that you were dating that was telling you that you had to do dark comedy. You should be all dark. Should actually, people give shit advice all the time. They just do. It's a, it's a real common thing man. And I don't, sometimes I wonder if they're trying to sabotage you or you. Sometimes when I hear people's really shitty advice I'm like, do you really believe this or are you subconsciously want to sabotage this person? Are you like not making sense, but you're pushing it and pretending you're making sense. Like what's really going on here? Cause this is like your own internal turmoil bubbling to the surface.

Speaker 3:          02:23:14       Right. I think a lot of people, I think a lot of people want to be given advice from people they think are smart. So sometimes they'll get those people bad advice, not realizing that we know it's bad advice, hoping that we give them good advice. Does that make sense? Yeah.

Speaker 4:          02:23:32       Maybe like the, you'll correct them and give them good advice. I think that some people were also, yeah. EGOMANIACS yeah. And they think that they're right all the time. Yeah. It's super hard to just step outside of yourself and look at your own opinions and look at someone else's opinion to go, hmm, who's right here. Cause you automatically want to pick the year. Right. So you start out from the position that you're right. It's cause we get attached to ideas and the ideas sort of become a part of you. They define you. They're not just an idea, it's you and your idea all connected. And that that's a real problem that a lot of people have with thinking. I've had it myself and it's something that I've had to work really hard to push away to knock out. You don't thinking and learning how to think.

Speaker 4:          02:24:19       It's like one of the weirdest things because it's one of the most important parts of life. But it's one of the few things that we discussed here in school. Like when you're in school, you're learning information, but are you learning how to think? Are you learning how to be objective? Are you learning how to look at yourself and look at your actions and how you treat others, how you treat yourself, and what distractions you're throwing up in your life in order to deal with your, uh, uh, you know, like, uh, especially if you're not getting things done or you're procrastinating, you're putting things off. If you have any addictions or things along those lines, you start creating all these problems in your life to distract yourself with and they don't teach you about that in school. It's really interesting.

Speaker 3:          02:25:04       It's really interesting. And they don't teach you a lot of shit, which is really interesting. It was just thinking about this last night while I was smoking weed before going to bed and I was thinking somebody gave me a dirty look cause I was blatantly just smoking a joint. Like it was a cigarette in front of that hotel. I don't give a fuck. Right. And somebody gave me a look like, Eh, Eh, like that book

Speaker 2:          02:25:26       Texas, they do that fine. I know in California nobody gives a shit. That's why you're used to doing it. Like if you're hanging out at the comedy store outside and someone's parks and join up, it's super normal. Yeah.

Speaker 3:          02:25:38       Well, what's crazy is that like if I was, if I took out a pill bottle and put a pill in my hand and popped it in my mouth, if I like, nobody even goes, what's that?

Speaker 2:          02:25:49       Oh, I think they do. It could be anything. Oh, I do. I see somebody take a pill. My, what's going on, dude? He trippin you up to man stranger. If I see a dot dude, pop a pill, we would make eye contact. I very well might say, what's the pill man? I'm nosy. Meanwhile, it's funny, people get judgy about joints, but it's like, oh, how about drink right in front of you, right? Antidepressants and a painkiller and an anti. He was an inside the medicine, but they'll give you a funny look for smoking. A joint self-medicating after meditating. You know what I mean? Yeah. But the joint, the problem is if you went now other people have to smell it and some people think about like secondhand smoke and they think you're in some your way. You're making them smell this thing that you're doing.

Speaker 2:          02:26:36       You see what I'm saying? Yeah. I guess smelling. Yeah. It's like someone with a big stinky cigar. There's sitting right next to you at a bar. You'd be like, oh Jesus, this guy is stinky ass cigar or cigarettes. So you smoked cigarettes so you don't realize how vital they are. But when someone else who doesn't smoke cigarettes, Nelson like I had to be with Stan hope we were in a closed room. We were talking about something. Then he just sparks up. We're in the comedy store bar, the little comedians bar. I had to stand outside. I'm like, dude, you just smoked three cigarettes in five minutes. I got to go outside. There's no air left in this room and just all cigarette smoke. You don't even think about it because it's super normal.

Speaker 3:          02:27:12       I love it. How much do you smoke? Now? I'm cutting back a little bit. I'm gonna pack a day a little bit less. Little bit less. We're getting there. I really am. I'm doing some work. I just got some, uh, I just got this DVD set that's supposed to like hypnotize the magic out of it. It's supposed to make you realize what like a terrible person you are for smoking cigarettes.

Speaker 2:          02:27:35       Well, you know, terrible person. You're just being silly.

Speaker 3:          02:27:37       Yeah, I was tortured. You're just like, I know that it's bad.

Speaker 2:          02:27:41       It's an interesting feeling though. I've smoked one of your cigarettes before. It gives you like a little head rush. Like it's good to do right before a show worth nine. Yeah. I mean, I don't think you should do it because if you do it, you'll get addicted and you, you'll swap a lot of them. But if you're the type of person that gets smoke one cigarette and then go do something, I think it has a, it's been kind of proven that nicotine, you actually wouldn't have to smoke, just take nicotine gum, but that nicotine has a cognitive benefit, but it's actually like a nootropic.

Speaker 3:          02:28:12       I can't imagine writing or performing without nicotine. That part's weird. Wow. That's crazy. You can go without anything else. But that, that part's guys, that's crazy. They started on it. You know, it sucks where I'm from and young sound, I'm not making lazy excuses, but where I'm from, tons of people smoked, everybody smoked and my parents smoked and you know they both quit now. But when I was growing up it was like my, I thought my dad was cool as hell. This cool Italian guy. What uptone and he'd light up a cigarette all cool. Like a real Italian guy with a Zippo and the pack of Marlboro Lights and he looked cool and it in my favorite movie was good my whole life and everybody mixed smoking look cool on that. Real Weird of Robert Deniro joke has she? Everybody's fucking smoking as selling cigarettes, eaten pasta block, taking a lobster out of the ice. Everything looks better in that will.

Speaker 4:          02:29:06       It is crazy that cigarettes are thought of as a cool thing and it's also, there's a thing where you know that it's bad for you. You're doing it any way because you don't give a fuck.

Speaker 3:          02:29:15       It is, it's definitely the weirdest, stupidest thing that I do. Like, I've never even tried cocaine, not once, which I think is almost like unheard of for somebody doing standup in a life for 10 years. I've never tried it either. Really? Nope. Yeah. But meanwhile I, and the reason why I don't try it is because I don't, you know, I don't want to know.

Speaker 4:          02:29:39       Well, I did a, um, a tea once, it's called Mata de Coco. It's a tea that you make with coca leaves and um, it's not, it's like a super mild tea. Like, you know, the coca leaves, they chew them and it gives him energy almost like, like a coffee thing. But I didn't like the feeling, I couldn't shut the fuck up. I was talking too much. I was just feeling like really? And that was just from that, I was like, God, what would I be like on coke?

Speaker 3:          02:30:05       Yeah. But anyway, so yeah, I think that has a lot to do with it. Like makes shitty environment coming up. And now that I'm used to doing everything with that Crotch, like it's sort of just trying to like slowly retrain the brain and slowly create new habits and figure it all out. But definitely going to quit here. So let's start smiling. More proud.

Speaker 4:          02:30:31       Good move. Yeah. I mean, it's just so bad for your health and you don't want to die young man, and you don't want to like have a slow death either. The worst thing is, oh shit. That's it ladies and gentlemen. And on that note, we're going to wrap this bitch up and bringing it on down. I see the ground outside the window. Yep. No chem trails again. I keep waiting. All right folks. We'll see you. Thanks. Bye.
