Speaker 1:          00:00:00       The Gay folks took over the rainbow for three to, will it work today, Jamie?
Speaker 3:          02:00:13       You mean? I'm sorry. You're saying the examples are more numerous or a capacity to discern them is higher. Our capacity to discern them and just our in depth understanding of these various cultures all over the world. Like, like what you've been telling you today about these divers and others, we just have so much more data and so much more of an understanding than ever before. Yes, I love the idea that we are, I mean I believe that this is probably the best time ever to be alive and I think that it's probably, I think that's true. I think there's certainly a lot of terrible things that are wrong in the world today also true. But I think that there's less of that and more good and compare that too before. No, I think that's right. And, but one of the arguments that I make is this is a kind of Steven pinker argument that you're outlining, which is, you know, with the emergence of, I mean, people are living longer than they ever have on the whole planet.

Speaker 3:          02:01:05       Fewer people in starvation. We have less violence. I mean, every indicator of human wellbeing is up. Uh, and it's partly due, are largely due in the recent last thousand years to the, uh, to the emergence of the enlightenment and a, the Phyllis, the philosophy and the science that was guided that emerged about 300 years ago and 200 and some odd years ago and culminating in the present and continuing. So I think, I think this is not just the kind of so-called weekish view of history. It's not just a progressive sort of fantasy. I think it's the case that these philosophical and moves that our species made in the last few hundred years has improved our wellbeing. However, as we've been discussing today, it's not just historical forces that are tending towards making us better off a deeper and more ancient and more powerful force is also at work, which is natural selection. It's evolutionary and not just historical forces that are relevant to our wellbeing.

Speaker 3:          02:02:03       And we don't just need to look to philosophers to find the path to a good life. Natural selection has equipped us with these capacities for love and friendship and cooperation and teaching and all these good things we've been discussing that also tend to a good life. So, so yes, I totally, we would do, we're better off today than we've ever been on average across the world. However, it's not just that, that's contributing to our wellbeing. This natural selection is literally why we are in this state now and why we were hoping this trend will continue. We will be in this better place 50 years from now, 100 years from now. Well, natural selection doesn't work over those time scales. So those are historical forces. But the point is we are set up for success. Yes. Um, you know, we are equipped with these, uh, you know, you're given five fingers, which make it pos and an opposable thumb, which allows you to manipulate tools.

Speaker 3:          02:02:53       So natural selection has given you an opposable thumb. Culture lets you use a computer. Do you worry about the circumventing of this natural process by artificial intelligence that artificial intelligence is going to introduce some new, incredibly powerful factor into this whole chain of events that by having sex robots and sex or, or, or, or, um, robot workers, yes. Things becoming automated. Yes. This I, I'm concerned. I mean, this is, I, I'm very concerned about how technology is going to affect our economy. These, again, these concerns were not the first generation to face these concerns. There were similar concerns with the industrial revolution that workers were being put out of work when machines were invented. Nevertheless, work persisted. People still had jobs to do. Um, there was a disruption. There's no doubt about it. I think Google and the information revolution and these types of robotic automation are disruptive.

Speaker 3:          02:03:49       They're going to affect how we allocate labor and capital and data in our society. There's no doubt about all of that. I thought you were alluding to just to check if you were to the debate, which I don't know the answer to on whether AI will, are we going to face like a terminator type existence where you know the machine's rise up and kill us all or not and you know very smart people on both sides of that debate. And I read them all and like I would like, he's right. And then there'd be the guy that has the opposite, but I'm like, no, no, he's right. And then it goes back and forth. I don't know who's writing it goes back to nuance, right? Yes, it is nuanced, but it's hard to know whether, again, we're not talking over our lifetimes, right over hundreds of years, you know?

Speaker 3:          02:04:30       Is there a time a thousand years from now when the human beings will say, what the hell were our ancestors doing inventing artificial intelligence that they're wiping us out? I don't know the answer to that question. I think there's an issue also with the, the concept of artificial, like artificial life, artificial intelligence. It's, I think it's going to be life because it's is going to be a life that we've created. And I don't think it's artificial. I just think it's a different kind of life. I think that we're thinking of biologically based life of sex reproduction in terms of the way we've always known it as being the only way that life exists. But if we can create something and that something decides to do things, it's sound create, live on its own. Yeah. It's silicon based life form. Like why not? Why, why does life have to be something that only exists through the, you know, multiplication of cells.

Speaker 3:          02:05:23       Yes. That's very charitable of you. And uh, it's, people make that claim. Uh, some people think that, you know, those machines in the distant future, we'll look back at us as like one stage of evolution that culminated in them that we're some, I've always said that we are some sort of an electronic, uh, Caterpillar that doesn't know that it's going to give birth to a butterfly. We're making a cocoon. We don't even know what it's doing. That's a great metaphor. I have a hard time accepting that because you're a person. Yes, it's, it gets my interest, but we're so flawed. All these things that we've outlined all the pipes with us, those would go away with artificial intelligence. It's a deep philosophical question, Joe. I would think it's inevitable and I think if the single celled organisms are sitting around wondering what the future was going to be like, where are we going to be replaced?

Speaker 3:          02:06:08       Will they make antibiotics and kill us? Yes. What's gas? They aren't going to kill us. I mean this is, I mean we are so fluff denigrate the ocean. We do pull the fish out of it and do fuck up the air, do commit genocide. There's all these things that are real, but the artificial life won't have those problems because it won't be emotionally based, won't be biologically based. It'll just exist. That's a really good story. We're so flawed. Why not? Oh, we're very flawed. We are flawed, but like I said, we have a fun activity at it. I'm not going to read a very flat though. We are fly. I think it's beautiful. Beautiful too. But I think vultures probably think they're beautiful too. That's why they breed with each other. Well, they are beautiful, but, but the point is I think we have a flop beauty.

Speaker 3:          02:06:49       I like, I'm going to stick to my principles that we are, despite our flaws worth it. There is something wonderful about us. And I think that that wonderful creative quality is the reason why we created artificial life in the first place. It's like this, this creation. We've had that impetus. You know, if you look at a lot of the, um, the art, whether it's the Egyptian, you know, the, the, the, the pyramids a or other kinds of, um, artistic expression, we seem to have had a desire to transcend death, you know, to make things that sure that looked like us but weren't alive forever actually. So, I mean, I think in that regard, I think you're quite right that, um, it's not going to stop. That tendency is not gonna stop now. You're, you're very, as I said, positive take on the claim and your analogy to single celled organisms, which are just, you know, but a fleeting, not a fleeting, they're still there, but a phase in our evolution, you know, is something I'm going to have to be thinking about because it's disturbing, honestly.

Speaker 3:          02:07:50       Well, it's an objective perspective. If I took myself out of the human race, which I really can't, but if I tried to fake it, I would say, oh, I see what's going on here. Yeah. These domains is, yes, these dummies are buying iPhones and new Mac books because they, they know that this is what's going to help the production of newer, more superior technologies. The more we consume. It's also based, I think in a lot of ways our insane desire for materialism is fueling this and it could be an inherent property of the human species that it is designed to create this artificial life and that literally is what it's here for. And much like an ant is creating an ant hill and doesn't exactly have some sort of a future plan. It's kids and it's four o one k plan that what we're doing is like this inherent property of being a human being, our curiosity, our wanderlust, our design, our culture things.

Speaker 3:          02:08:45       Yeah. All these things are built in because if you follow them far enough down the line a hundred years, 200 years, it inevitably leads to artificial life. Yes. I think, uh, I think that's possible. Um, and of course we're not going to be alive to test that idea. Their son will maybe with CRISPR and all this crazy shit that's coming down. I'll come on. I know there's nothing's gonna happen in the pace of innovation. People always had been say, if you go back every decade, people say just around the corner, just around the corner, these things that are take forever. They're very hard. Biological systems are very hard to engineer. Um, I don't, and you know, of course the people who do that kind of work will often, I think a lot of them engage in snake oil. You know, they want to fund. There was sure, but I think it's entirely possible that there's a 20 year old listening to this podcast will be 150 yes.

Speaker 3:          02:09:31       That's possible. Maybe a lot more than that. I think there's, I think it's entirely possible that 30 year olds today, it could be 150, but I think there's, you give another 10 years of research, you give maybe 10 years more. I think it's entirely, well, there's a famous bad about this. You may know they feel Schonski I'll stood bet. Yes. Where they bet that uh, about 10 or 20 years ago, they bet that there was a person born that then that year who would live to be 150. And on one side you had one guy who said no, they, they, they, they bet $1 billion and they endowed it with, uh, they opened up a bank account. They put in, you know, they're using compound interest to get to that sum of money. And they obliged can nerds. Yes. And they obliged and they have lives. They're a clear bag. Yeah. And they, and they, and they designated the National Academy of Sciences or some entity like that, that would, um, that would adjudicate the baton 150 years. And, uh, and they, they specify the kinds of documentation that might be needed and they allowed for in the future. They may be other ways of ascertaining how old someone

Speaker 2:          02:10:34       is and those can be used. And that's the bet. Uh, so I, you might be right about that. Like, you know, there are humans that live naturally to be 120. We have that capacity. Actually, here's an interesting idea. Why do we die at all? Why is natural selection ever given us an immortal species? Have you ever thought about that? Yeah. Yeah. I have never reached a conclusion, but I, I was figured you live long enough. We'll, especially up until recent history, only long enough to recognize it. It was all crazy hustle. That's a fourth philosophical, I'm looking for a scientific answer. Here's, here's one answer for why we're not immortal. So if you think about it, why would natural selection not have created a creature that lived forever, right? Would that be? Why did, why should we die? Okay, so here's the one answer. It's not know for sure if this is the answer, but this is a good answer.

Speaker 2:          02:11:27       Imagine there to two different kinds of things that can kill you. Intrinsic Causes, an extrinsic causes, so things inside your body that result in you dying, defects, diseases and so forth, or things outside your body, like accidents, lightening strikes, trees fall, and you just die and so forth because it's impossible to eliminate all extrinsic causes because some people are going to die from accidents. It would be inefficient from the point of view of evolution to evolve, to be immortal because we would have all this capacity to be immortal. We would have these body's capable of a mortality, which let's say would be evolutionarily demanding, like to evolve anything like an I or a brain or strong, any, any quality. Lactase, right? We, like we talked about earlier, you, you don't have lactase persistence into adulthood because it's not needed. So evolution doesn't waste anything. There'd be no reason for that.

Speaker 2:          02:12:20       So there'd be no that would be there would uh, there, uh, there would be no reason the argument goes to evolve in mortality because inevitably some people would be killed eventually by accidents anyway. So unless you can create a world in which there are no accidents, there are no extrinsic causes of death, it would be inefficient from an evolutionary point of view to evolve in mortality. So death, the reason we die naturally, some people think is that the reason we dynamically is that there are unnatural causes of death in the world, like accidents. If we could eliminate the unnatural causes so that nowhere, no, no time ever where we ever killed by trees falling or lightening strikes or things like that, then actually over time we would evolve to live indefinitely. This is the theory. It's crazy idea. It is fascinating. But do you think that nature had that sort of sort of foresight? He was not a foresight, but that's how natural selection works. Think about like if I suddenly magically transformed your body at great expense to make you capable of immortality.

Speaker 3:          02:13:32       And then two days from now you're hit by a bus. I've wasted all that effort. But if you only done it to one person, you wasted that effort. If you did did it to other people, you have the potential to create an incredibly wise person with a thousand years of life and experience and education die. He also had die. So everyone eventually would die from these extrinsic causes. So personal law, well, no, that's, that's, that's their assumption in the model. If it's not perhaps if in fact there are no extremes, if in fact there is a world in which you're never struck by lightning, never hit by a bus, never a tree branch, then uh, then the theory is that we would have evolved to be a mortal. So it's almost like the law, the life that you live, you're inevitably going to get killed by extrinsic causes.

Speaker 3:          02:14:13       Yes. If you extend that life to a thousand years and it's absolutely going to happen, therefore why bother? That's just living in a bubble. Just terrified of the world on rocks. Lamberg and gentry. Yeah, but you can't transport, you can't take this theory. And this model and apply to an individual and an individual life. It's about how our species evolved. It's not about how you should live your life. I mean it's also true. I don't think you should live your life afraid. I think that's a difficult, I think that's a sad life. To live a life afraid. It takes practice to be unafraid of, you'd be more afraid if you could live a thousand years without an accident. You know? Cause if like if you're one of those crazy rock climber, dude's like Alex Honnold and he's crazy. He's crazy. I love him though. He's told, have you talked? Have you met him?

Speaker 3:          02:14:55       Yeah, I've had him on a couple of times. Oh my God, he's awesome. I'm sure he has his Amygdala. Of course he's a, Migdal is fucked up. You know this, right? He has no fear. Now he does have fear. You're wrong. Oh really? Absolutely. As fear. He just understands his capacity and his ability you think is rashly, says I can do this, therefore I should not be afraid cause I read that he takes scanned his brain and that his, his fear centers are different than the rest of us is what I read. Maybe that's wrong. I don't know. Did he tell you he didn't say anything about that? No, I think he's using his patient. I don't know about that. He said basically that the experience, he just stays mellow and calm and then if things go wrong it's really bad. Like you don't want to be freaking out.

Speaker 3:          02:15:35       Yes. It's so diverse. You don't panic when you're underwater and you lose your way. Right. There was a consumes oxygen a lot mazing story that my friend Donald Cerrone, he's a UFC fighter told about being trapped in a cave and despegar watering out when it was running out of oxygen. Yeah. Horrible, crazy scary story. And you have to, those guys are also different. Either they, either they're born that way or they learn to be that way. You have to keep calm because when you and I lose our cool and start hyperventilating, our auction consumption skyrockets. And that's the opposite of what you need to do in that situation. Actually what he talked about, you know, like trying to stay calm and battling the demons not going to die like this. Yeah. What an incredible story. Yeah. The Alex Honnold thing I hear is something, I watched the movie, what it talks to him.

Speaker 3:          02:16:23       He got an MRI and they said that, what did it say? Yeah, he's a, Migdal is different, but what did it say? How does it say the kids Amygdala isn't firing. Yes. Okay. But isn't that possible that that's just through development of constant, it is also possible calm while you were in life threatening situations. It's possible like to see fighters brains measured in that regard. I would like to see soldiers, well, special forces guys. I think that's right. And the guys a special force guys. It's like the capacity to shoot back when you're being shot at keeping your calm moving positions, you know, and so forth. Those are all very important to abilities, not panicking. Uh, but and it is also the case that some people, for example, the most famous study in this regard was a study of London taxi drivers. London taxi drivers can go from any point in the city to any other point in the city.

Speaker 3:          02:17:10       It's called the knowledge. They have a mental map of the whole city and it's freakish. It takes years to be able to know how to navigate the city with the thousands of Nate, tens of thousands of street names and they can do it by like dead reckoning. They a scan. This was a paper about 10 years ago. They brain scan these guys and they had, I forgot what region of the brain, but they had through learning it is felt modify that region of the brain. So it's possible. Holland is like you say, that he learned to be this way. That is a big deal isn't firing because he trained himself but I handled, handled, handled. I'm sorry handled is this way because he learns well, but it's more likely I think that he's like Usain bolt that was born with the credibly, a high preponderance of fast twitch fibers in his leg so he can run like the wind and he trains as well. You have both, right. Good athletes require both innate ability plus training and I think a Honnold is probably like that. He was probably born with an Amygdala. It doesn't fire so much and he's an amazing, uh, you know, climber is purely speculative, right? Like the, and they also, the nature versus nurture would apply to chess players as well. I would like to see their brain scan like w uh, Gary Kasparov. I know Gary. Yes. I would love to see that. I got a brain scan. Yes. Yeah. He's an interesting guy to hit.

Speaker 6:          02:18:27       What I'll say. The article goes way more into depth and night. Well, I just showed you about, okay. Just that sentence. She, she's at the doctor who studied it was specifically looks at people that go under high stress and look for those kinds of things. She's been doing that since 2005, I guess. And she goes, it's pages long. This whole thing about his brain, but it is unusual, but it also,

Speaker 3:          02:18:47       the amount of time, think about people that are in high stress. High stress is one thing. This kid is in a life threatening absolute fatality situation. Mistake his death every day. I know all day. I know. I mean, he lives in a van and just climbs. Yes. That's what he does. It's really fascinating. Yes, it is. It is. It's amazing. Honestly. It's amazing. So I mean, I don't know. I'd never met him. I admire him very much. And I love this. Like we said at the beginning, it's very important to have skills of any kind. So his skills are amazing. Uh, admire music, musical skills in carpentry skills and martial arts skills and skills and medical. I admire skills, you know, I think it's in its worth cultivating. Yeah. It's worth cultivating those skills. So you find out more about yourself through acquiring these skills and knowledge and information and just abilities.

Speaker 3:          02:19:39       Yes. You learn and you also learn about how to acquire skills. Yes. Yes, I think that's right. And I think, uh, and I think it's also a kind of, you also find oftentimes that the, the practice of acquiring the skill teaches you other things that can then be used in other areas. Yeah. So even if you like, you know, like, uh, like you make the effort to learn the violin or to learn Chinese for example, or whatever, you know, some effort, you, that self discipline then can be translated into even just something that you're not so good at it, but it's still useful to have that. That's the mia moto massage. He quote the book from the Book of five rings once, you know, the way broadly you see it in all things. Yes. Yeah. That's very good. Yeah. I remember at my mind is lashing back to, we're talking about mortality.

Speaker 3:          02:20:23       Do you remember that scene at a, at Helms Helms deep when, uh, in the Lord of the rings when, um, uh, they're protecting, you know, the, the, uh, the key to the castle and the elves come and help the humans. Do you know the movie? Probably know the, yeah. And I was, I was very sad when these elves were killed because if they hadn't been killed by extrinsic forces, they would have lived a long time. Uh, they would have been immortal. So it's like a, especially sad loss. Anyway, I had wanted to mention that earlier when we were talking about that thing. So now what was the saying again? You just said about once, you know, the way broadly you'll see it in all things. Yes, that's right. Yeah. Yeah. It was just about acquiring excellence in something that you understand what it takes to acquire excellence in something and you can apply that to other things as well. It's the same process, just a different path. Yes, that's right. Well, listen, Nicholas, thank you so much for being here. Thank you so much. I can't wait to read this book. I'm going on vacation, so I'm going to read this with me. All right. And, uh, some of the stories at the beginning, I really did. Thank you so much, so much for having me. Shit. I've been really grateful. Thanks man. Thanks so much. Bye everybody.
