Speaker 1:          00:00:19       Oh, strange
Speaker 3:          01:47:27       You know what? Some chicken hot dogs all the time with that stinky as beer pussy. Yeah, totally. But too much vegetables, micro farts thing. So yeah. Really? Yeah. More than meat. I don't know. I find vegetarian Scully, vegetarians have the worst far too ever. Oh my God. Oh Man. I guess eve you think about it until like one vegetables rot. Yeah. Shit is terrible. Meet Roddick smells worse. It's got to smell worse, man. You know, it's really gross. It's not meet Rod. I challenged. I was challenged by a, I was defining it in my head by thickness. You've never smelled my friend Tate Fletcher's farts. Now I'm kind of great shit. Really do that. Sometimes you don't even know what you're talking about son. You think you do you think you know, smelling farts like when you get like one of these UFC motherfuckers farts on, you rotate dudes who are digging pro tubs, the synthesix all day and I try to stay a maintain it about two 39, 239 pounds of muscle and they fought and just clear out buildings.

Speaker 3:          01:48:20       Yep. Yep. Yo our friend Tate. I always find the better, uh, the shape. The persons in the worst. Their farts are really, it's cause the protein man, they a lot of protein that should cakes up inside you and formed pockets. Just stews and then finally comes out in a gaseous form. I've been having some pretty bad ones lately. I don't know why. And I keep reviewing my diet and my head and go, what the fuck is causing this dead animal in my body to come out? I love Indian food man. And if you eat Indian food, you know there's a place down the street from me. You know the reason why you know your farts smell that way. Like when you smell Indian food, Indian food farts are very specific to, because they're very normal to me. See for me in our house it'd be like somebody with a partner would smell. My Dad boy who ate macaroni and

Speaker 2:          01:49:08       somebody's been eating shit in this house in fifth grade they let a hamburger in fifth grade. Our teachers actually had to pull the whole class aside cause our one Indian guy named Omar for sure they had they, I guess everyone made fun of his farts cause they smelled different than owners and so they had to like explain to our class when he was out in the hallway that do not make fun of him. He eats, he has a special diet and they have, that's hilarious. I remember that clear as day Port Omar, if you're out there religious special diets or the other

Speaker 3:          01:49:35       shit man, I have a buddy of mine that was, makes me lucky and he was a fighter. He was a taekwondo fighter and he used to on Ramadan, you know, you're not allowed to, I don't know exactly what the masses, you fast until sun down down. You think you're allowed to drink

Speaker 12:         01:49:49       water, right? Nothing. Yeah. I don't even think you could do shit. And so, you know, he would still compete even though he had to do this, you know, but it would just just wreck him physically. He was just useless, you know, like it didn't, one of them was there a basketball player that did that as well. There was like a famous basketball player, Chemo Xuan I believe it was, was it him? I don't remember what it was cause I'm not really a basketball fan, but it was one shut up man. There was one famous basketball player who used to do this. He's to the Robin Don thing and he couldn't eat. Then he would go play basketball suck. They're like, whenever the fucking, you know, people would get pissed off and over Ramadan would come around. I don't remember who it was, but uh, it's, it's weird when people stick so fucking rigidly to like weird little rules.

Speaker 12:         01:50:31       Like that about eating. You know, like, yeah, I don't get that. That's a luxury of people that have too much food. If that's what you're coming up with, you should be just eating to stay healthy. All right. Stop. Stop with the, you know, if you're going to fucking love God, go love God. You don't have to love God with your food. You fucking freak. Yeah. You have to deny yourself a food when you have it. Jesus Christ who put the food there. If you believe in God, don't you think he'd put the food in your life? He wants you to eat it. You fuck it doesn't want you to starving yourself all day for his love. He made the whole universe. He you think he's impressed with you starving yourself all day,

Speaker 3:          01:51:04       dear God, I did not eat that pig today. Yeah, it gave me the eye. I'm addicted to Crock pots right now. Really? Tell me what's so nice. You just throw chicken in there. Put some lemons in there. Wait, six hours later you have like our real hardcore meal, you know, hardcore chicken and lemon in a crockpot. Yeah, the old south. Delightful. I'm staking some vegetables in there. Bam. You got these steps a difference in you and I right there in a nutshell. I like cooking over fire when it's cold outside. Outside. Yeah. Like, and I like real wood, but what you're talking about Goldie three here, it's been 83 here in la. 40. I used to like do it in Colorado, but I did it with a gun in my pocket. But I lived in Colorado because I was cooking meat outside, you know, with fucking wild animals.

Speaker 3:          01:51:53       I lived in the woods. Dude. I know. I remember when you left. Yeah, I lived there for a few months. If it wasn't for the wife, I'd still be out there. I remember you, uh, listened to our one podcast when we were talking about third base. Remember he was texting at the time. It's right, right. What was it? What was the issue that came out and I can't remember. You guys were looking for the name of pace that that leads to search [inaudible] Minister Pete. Nice Prime Minister Pete. Nice. And there was in search and Richie rich, I believe was their Dj. Yeah, those guys were good dude. Why? What happened to them? How come they disparage started a clothing company and why did he stop rapping? I don't know. You can't wrap forever. Why can't you? Why not to stand up? There's only so many and do stand up forever. You can't be too successful and just keep wrapping. You know? Why not babies? I don't know. Why can't you? I

Speaker 5:          01:52:46       know. It's a young man's sport. This rapping. It's like a, it's almost like an a a sport. Really? Yeah.

Speaker 3:          01:52:52       Why is it is because the young man are, we appreciate a certain amount of swagger and cockiness and confidence in young men when we see it. An old man. It's stupid. Especially men that aren't too old yet. Yeah. We'll accept it again once you hit 90

Speaker 5:          01:53:06       yeah, exactly. You know, it's like watching old fighters. You're like, man, I remember when you were good. He slowed down. Yeah. You're not going to, reflexes aren't the same.

Speaker 3:          01:53:14       What was that her days? Oh, that's one of the weirdest things ever is watching a fighter deteriorate. Very, very strange thing. God dammit. Jeff, you mother fuckers is m yes it is. I'm doing a podcast, I'll tell you about pop goes. Yeah, that was a good one. That was a, they were, see this is like one of the first hater songs. They were upset at a vanilla ice getting paid. Oh, that's right. Yeah. For turning this out. Turn this up.

Speaker 5:          01:53:45       That's right. He's dressed up as vanilla ice. The complaint is, I should have started when was against phony phony entertainers like what they're doing is valid bulletin veil. Isis doing was not paid. It's 91 so something's got to change 10 years ago. Pick the music and makes sense. This mom around my mom and met Milli Vanilli one week before they got caught in the elevator, they, they showed an hour later go legally linked to go with the ways of the week. No Angelo surface. No. Who's that friend of mine, comedian. Him and him and Joey. I was end up going out for the same roles because they same size. Right. So Angela was flying to South Africa. Whoa. And he gets on the plane and this guy sits beside him up in business class and he's like, and the guy says, send again, it looks into this, hey man, I, I recognize you were a comedian, right?

Speaker 5:          01:54:43       And he goes, oh yeah, hey, it goes and then you go, it looks enemy. And he goes, Holy Fuck, it's K Fed, right? It's like, okay, that's cool. Kevin Federline, the guy used to be married to a British man. So he's like, oh, they're talking the whole flight. And he's like, what are you going here for? I'm shooting a commercial for something and cause yeah, I'm doing the show. You should come to my show and blah blah blah. All right Kev. All right. In the guys k fed was doing a commercial was the story here. So they invite them to the show and he shows up to the show and he's backstage with all his friends and he's like, hey guys, this is a k fed and just cut me rob. And he's like, all right, that's k fed. And then I'm at a med was with him and he, I met him and polls goes, hey, that's not kayfabe. That's vanilla ice. [inaudible]

Speaker 3:          01:55:33       wow. You know what son of a bitch. It's like you had to be painful for Vanilla ice cause then he realizes that he's in that category of town famous who you make fun of, but they're right here so you don't make fun of them. I have a slight possibility to sleep with Britney spears zone. Well he definitely did that. You know, in the right category still vanilla ice was like legit superstar performer for a short period of time. Had a few big hits. Scott that do it yourself. Sean has come up. Do you remember what Vanilla I, he does. He's a renovation show on like the HGTV. Really understand. That's hilarious. Do you remember when a vanilla ice boxed Todd, what did he do? Did he bought Todd bridges? Todd bridges beat the fuck out of Vanilla ice horse. Of course. Sort of bridges is black. That and the other guys trying to be black and now he's doing [inaudible]. It's always any kind of trying to be blind. For instance, I have a real black blacks, always real black. Oh Dude, that's, there is some logic and science

Speaker 12:         01:56:37       to what you just said. Yes, of course. A guy who's trying to be black, talking to a guy who's black fighting. So true. So true. There's no way he could win. Never. He should have known going into that contest, still

Speaker 3:          01:56:51       can deliberately newsy. Maybe thought that Todd bridges was a fake black because he was a child celebrity and he was on different strokes, raised by a white, but he was only raised by a white on TV and not collated from that. All that Hollywood shit crack cleaned them out of that crack, cleaned that out, and brought him back to his roots ghetto, back to his inner ghetto tide had Dana on this side too. Not White either.

Speaker 12:         01:57:19       Plato. Mm. That was a, that's a disturbed show, man. When you look at all the things that happened to those people on that show, you got to go, Whoa, what the fuck,

Speaker 3:          01:57:28       Tom? He's the last man standing.

Speaker 12:         01:57:30       Yeah, and and Dana Plato all fucked up.

Speaker 3:          01:57:35       Huge celebrities on TV. Everybody's had them and now he's doing ICDC commercials. What does that mean? I is it ICDC? Yeah, the College Community College,

Speaker 12:         01:57:46       we had them on the fear factor who was, um, it was a very angry guy. Man. There's some dudes where you, you like you're hanging out with them and you're talking to them or whatever and you go, oh, okay, I can, I can tell you in 10 minutes, 90% of what's wrong with your life. It's the way you're fucking acting man. Who's like a spoiled child. Like when he lost and he got eliminated from the shell, he goes, okay.

Speaker 3:          01:58:07       Oh, I see what's up. I see what's up. You guys don't want me to win. Like he was like, like a child and he was like a man in his thirties. I went to shake his hand and need the cockroaches. I wanted to shake his hand. Yeah, exactly. He wouldn't shake hands

Speaker 12:         01:58:18       me. And I'm like, okay, good, good. I'm glad. I'm glad to get out of here.

Speaker 3:          01:58:22       Who Was it? That one episode where the guy wanted to, we had to slap down. Yeah.

Speaker 12:         01:58:26       Oh yeah, there was a couple, there was a couple. And they've, they've, they've fought with each other all the time and screamed and yell at each other like one, one time on a, on a show. He had thrown her to the ground. I'm one of the shows and another reality show they were on. So we had been told that this guy was like violent and they could be dangerous. And so, um, we, uh, we did the show and the girl had been taunted the whole time the show is going on. It was the guy, the guy's name was, um, Jonathan and I forget what his wife's, Victoria was, his wife. And there was another kid, the dude who got fucked up by Danny Bonaduce once he was on survivor, Johnny, fuck, I can't remember his name. Anyway, Johnny. Anyway, what happens was this kid is an awesome shit talker.

Speaker 12:         01:59:09       And while they were off, they're doing their stunts. He was like screaming at them, Jonathan, you can do better. She's dead weight. She's dead weight man. And she's holding you back. And it was really funny, man, because they were frustrated and yelling and screaming at each other and he was like dumper, and she was like, Yo, shop. And he's like, you see this man, this is bad energy, dude. You don't need this. And so he's like totally torturing them while they're don't go into their stunting, they're fucking up and they can't find their flashlight. It's a disaster. Right? So when, when they come back, after they got eliminated, the girl walks up to this Johnny kid, Johnny fucking forget his name and punches him. Just straight up hits him. And I go, Whoa, Whoa, what the fuck? You can't assault people trying to fairplay thank you.

Speaker 12:         01:59:53       That's him. And I'm like, just because you, you fucking hit your husband doesn't mean you can hit other people. And then the husband goes, hey. And he gets in my face and all I could think to say was, no, hey, hey, hey. He says, hey, hey, hey. So I said, no. All I can think of is this guy's going to hit me. Like for sure. He was a total loose cannon and he was screaming and yelling at his wife just seconds ago, and now he's like in my face and I'm like, this guy easily could hit me. So I shoved him away from me. I said, get the fuck out of my face. Don't touch me, don't come close to me. And then he came back again and he goes, touch me again. And then I just pushed him again and then I grabbed his head. Then I grabbed the back of his head and I just held onto them.

Speaker 12:         02:00:34       I was like, if he hits me, I'm going to nee is fucking brain into another part of the universe, but I'm not going to do anything until he tries to hit me. So I just held onto him, but I was convinced that he was going to hit me. It was like, you just go straight. Held him down on, anyway, I just grabbed the back of his head. I got him in a Thai clinch, has grabbed the back of his head. I just, it was right there, just grab it. I was like, I wasn't gonna choke him. I thought about choking him, but I'm like, if I choke them, then I've done something to them. Right now I'm just holding onto him. Oh, sorry. I just grabbed a hold of his head and I just handled them until they pulled us apart. But no, nothing ever happened.

Speaker 12:         02:01:06       But it was, uh, it's, it's weird when there's someone that's that dangerous at someone's, that, that has that little control over their, their physicality and their emotions. Those are usually the guys that I've never been punched in their face usually. Yes. Usually guys that I was run off with, the lips never been punched in the mouth. Usually he completely panicked. Once I grabbed him, he went like a child. He didn't know what to do. He didn't know to hit me or push me away. So he didn't do anything. He kind of just flailed his arms in this weird, like panicky moving thing. You know, most people are not used to conflict like conflict. When you do Jujitsu, you know, you used to physical conflict all the time. It's like a normal thing. Just, it's not, it doesn't seem unnatural. But for a lot of people don't fucking hyperventilate. Like I've seen people in the street street fights just straight hyperventilate, freak out and not know what to do, not know how to handle themselves. It's not cool. It's not good to be around fucking crazy creepy people, but if you're going to be around crazy creepy people, it's way better. If you know how to fight, the last thing you want is them knowing how to fight and they're crazy and creepy and you're the last fucking this fucking drowning in this ocean of panic. What are you doing? Reading

Speaker 5:          02:02:15       tests? I'm reading, I'm reading these walks your talk. One sided conversation where him, I'm listening and I'm reading these and maybe we should end this. Maybe it's time has come. This is what I did is what happens when every, every show comes to an end. Eventually after a while. Brian, so do it. We're going, what are we going to keep talking about? Carlos Newton at the fight when I was there. Did you I, I trained with him a couple of times. How long have you done Jujitsu? I just used to roll around with the, there's a comedian named Ron Jostle. Leta a Canada. Oh yeah, back in [inaudible] 97 I used to bark. I stopped boxing in 94 but he wanted to learn how to strike in [inaudible] 97 and he was doing Jujitsu and I was like you will never get past the boxer. Oh that's fun. And in seconds I was screaming like a bitch cause he had me in an arm bar.

Speaker 5:          02:02:57       And so then you learned it? Yeah, I try trained with them for a little bit. That's cool. Do you do anything now? No. That's why I was asking because I want to go somewhere and do something. Cause where do you spend the majority of your time? While on the road. But I'm gonna be here now for a while. Okay. Well with the new developments. Yeah. Where? Well you don't want to tell me where you live on the air. Just fucking people are creepy man. Angeles. Whoa. That's very savvy. They want to know where you are. They, where are you Russell? I need to talk to you. I tried to look in the bag and have given you scripts and shit. Yeah, it didn't have a TV show coming out. I have, I have a deal with NBC, but we don't, you know, waiting on that script. Right. I don't get any scripts. No. You don't get any scripts? What do you mean how? I mean the agency sends them to me, but it's not like here they want you for this film. It's like, see if you like anything in the here and then I'll try and get you an audition. I'm like, yeah, no, I'm good. I'm not going to start fucking reading things. Guess it just for the sake of you.

Speaker 12:         02:03:51       Well, I think that with your popularity is a comedian. Doing a sitcom would be a natural thing. It would just get somebody really good and write something for you. Totally. The fuck is wrong with them. Cooking or writing more time shutting up. Brian,

Speaker 5:          02:04:04       fuck is wrong with you, Brian. How about a news radio type of thing? That was, that was so high. Can my brother, my brother has every season on DVD.

Speaker 12:         02:04:13       It's hard to do one of those though. You got to get the most important things. You have to have a powerful writer and a powerful producer. The guy's got to be good. They have to good with good sensibilities. There's just not a lot of them. There's a lot of them are hand. You had a lot of good people and you, yeah. Yeah. You can get good people though. There's a lot of good people. You could do three, four, five, six, seven casts of good people in La. You can find a lot of talented comedic actors, you know, that could put it into TV shows and if you figured out how to write specifically for them, you could have it really good. It's, you know, a lot of that is luck. It's really hard as finding the right writing and find, cause look, look after news radio, how many of us went off and did and did successful sitcoms on our own?

Speaker 12:         02:04:52       None. None of us did. You know, everyone tried. I had a couple of pilots. I had a couple of things that I was writing and things that I did or things that I went up for. It's just, it's too hard to find something good. You know? I would get these things and I would read them and I'd be like, fuck man, I couldn't do this. Like this is clunky, dumb, hacky horseshit and once you do like a really good show, it's hard man. So terrible feeling for a stand up to be doing shitty comedy and might even be able to change it. That's a terrible feeling that I get to. I get that story edit once it's written, so that's good. Yeah. You get to the story on it. Oh that's great man. If you write your own shit, if you had your own idea and sat down and came up with your own shit, that would be the move, man. That would be the move because you're the only guy that really can write for you and you can't get some fucking dude who's not really even a standup. It was like some sort of a, you've got to find like a really powerful fucking really bright guy

Speaker 5:          02:05:47       to news radio but haven't podcasting. I'm listening and it's our life, Brian. It's 24 hours a day. Right. And just because, I mean if you think about it like the news, radio things good like radios are pretty much dead. Dad seen on the new things, podcasting have a sitcom around podcasting and mixed. It was mixed up with friends. Maybe have like a little black child, like different strokes. That's not a bet. No, you don't want to go different strokes. You're on Fox right back then. No. NBC News Radio.

Speaker 12:         02:06:13       You see I was on a show on Fox before that they'll call hardball. That was full. There was only like seven episodes, I think aired maybe six [inaudible] seven shot, terrible show. And there was a yours? No, it was, I was the star of it, but it was a baseball show on was one of the stars. There's a bunch of other people in it. But uh, it was, uh, it was one of those shows that was really funny at one point. And then you got butchered. The guys who wrote it as guys, Jeff Martin and Kevin Curran, they wrote for um, uh, they wrote for a married with children. They wrote for the Simpsons. Really, really funny guys. But the network didn't think that they could produce a show. They didn't think that they could, like, they were hard enough to run a show. So what they wanted to do was give it to a producer and that producer took over and just started rewriting everything and turned it into their show runner. Jack that up. Shit, it became dog shit. Just total hackneyed obvious dog shed. And um, that's not fun, you know, and that's what a lot of happen. A lot of that happens in Hollywood. You know, there's a lot of weird nepotism where they know that a guy worked on a successful show. It's like he must have the magic. He worked on coach. Yep. You know, so they, they bring the coach man in. Yeah.

Speaker 5:          02:07:22       The system, the from called. They always do that with 10 coach. They always do that with me. Yeah. You know, Russell, this is, this is, this is, this is what we've done before and it's worked, and I go, well, clearly everything I've done in my career is not been the regular. Right,

Speaker 12:         02:07:36       right. I didn't get to this level because I fall on the same path that you think is the, the, the, the key to success here. The key to humor too. Yeah. Yeah. Yeah. The key to humor is like, man, it's so hard to gauge one person's humor. Like, I don't know if I could do it as, as a comic and a comedian and a writer. I don't know if I could take someone else's comedy, I would have to be so intimate with that person's comedy till I try to write a, a plot or an idea for them, like you're going to get, you know, your idea of what their ideas would be. I think Louie CK did it the best thing I did it, I'm, so, that's probably the best example of how to do it. Perfect. Is that a new show on Fx, right? Yeah. The new show. Yeah. Yeah. He totally got it right. I watched a couple episodes. He, he's, I love Louie. Yeah, he's perfect. He's doing exactly the right way. Why don't you marry him? You married him. You guys aren't gonna marry him, ginger babies. Um, no, we're not going to marry him. I am Brian. I think you died 10 minutes ago.

Speaker 12:         02:08:40       Your body's being run by bacteria. Coconut water, your body. Yes. Your body is being run by bacteria that was living in the coconut water and I die. It's going to be like aliens where that robot dyes and all that milk starts coming out of them. Let me ask you a question that you already asked me. What do you think about all this? 2012 Shit? Um, I dunno. I keep watching all these things and uh, what's that? Uh, no. Bureau, that planet, they said it's going to hit us. Well, yeah. Well there they did discover a large object they believe exists way outside of Pluto, some large Jupiter sized object. Have you ever had meat, you Kako on your show? No, but I got a chance to talk to him once on the opiod Anthony show and ask them a bunch of questions. He was on the phone.

Speaker 12:         02:09:21       It's fucking great man. That guy's awesome. I do love that guy. He's, he's really smart. God there's people like him out there. Yeah. Cause I don't have that kind of patients, you know, like these theoretical planes. Well he's so educated and intelligent and his whole life has been, you know, in this pursuit of wisdom. I don't know if that kind of devotion to shit, you know, it's like my, my thing about so many things is like how much time would it really take to kind of understand what the fuck this guy really knows. Like when you hear about string theory, you know, and you hear about like you just the idea behind it, how long would you really have to study it before you truly understood what the fuck they're talking about? I've watched documentaries on string theory a bunch of times and I never really know what I'm taking away.

Speaker 12:         02:10:05       But I know I'm fascinated with the whole time. Fascinating the whole time. But just like what you know, there could be, I watched one with c w with Michio Kaku where he's talking about there could be another you and another dimension that took a left when you took a right and he went out on a totally different life journey is happening right now, Simon, talking about parallel universes and that there might be an infinite number of used doing the same life and going in an infinite number of different directions all at once. And then there's the other thought that you, your, you are traveling and transgressing through different parallel dimensions all the time. And the one you exist in right now is the one you exist and because of your choices and literally is not the same one as the one you started off in, that you have been with every decision you make in your life. You're moving into a new dimension. You're moving into some new universe, some new parallel existence. What the fuck are we talking about? Folks were talking crazy shit.

Speaker 5:          02:11:03       Um, I was in Houston. I'm, I'm almost, I'm so fascinated by the moon landing thing. Oh, are you? Yeah. You may as well because I was, so, I was in Houston recently and there was this Indian girl waiting by the bus for an autograph and a picture. Very nice, very innocent. And she was like, I just wanted to take a picture. She's from India to write. I was like, cool, no problems. She goes, you know, my whole class at the university is all big fans. I'm like, that's great. Thank you very much, didn't you? I go, what are you guys studying? And she said, uh, um, astrophysicist. I'm like, are you kidding me? I go so well, like, what do you mean you designing spacecrafts who were studying it and we're, you know, we, yes, we are. That's ultimately what we're doing. And I said, so let me ask you a question.

Speaker 5:          02:11:50       Have we gone to the moon? And she goes, they say, we've gone to the moon. I go, I go, what does that mean? Well, they said, we went to the moon. I go, so is it possible that we went to the moon? No, it's not possible that we went to the moon, but they've said, we went to the moon. It's physically impossible to go to the moon in this day and age. She said, that is not possible then how would it be possible now? What was her reasoning for saying that it's possible? She said the van Allen Radiation Belt, she said it would peel off your skin. She said, it's not like, you know, it's not like it would affect your later. She said it would literally your skin would fall off. We can't

Speaker 12:         02:12:28       devil's advocate though. There are readings of the Van Allen Radiation Belt they've released online that you could find where they show the levels that are out there and the amount of exposure to the astronauts would have gone through if they did what they said they did. And there's a bunch of people that have said that they would survive it. That's all just on paper though. My problem with it is they never sent a fucking chicken in the space and have that motherfucker come back alive and they did it with astronauts. They did it with American civilian or American, uh, you know, astronauts during the apex of a 20 year solar cycle. Really, you went all the way out there? Yeah.

Speaker 5:          02:13:03       Yeah. She said it's just too far to, it would take too long. There's no way they got up there and then send a transmission back that quick either. Yeah. That's kind of trippy to, she's like, there's no way. Like there's just, it's not physically possible.

Speaker 12:         02:13:16       What's really trippy is that only did they do that. They actually timed the, the, the, the panning of the camera from, from Houston to catch the lunar module as it separates from the moon surface and they follow it up. The time the Pan, like they timed all that on a delay from, from Houston. Like maybe they did it, maybe they did it. She knew I wasn't there. She literally pointed at my iPhone and said, you have more technology in this, true than you did. And all of that. It's not just about technology, it's about calculations. It's about thrust, it's about speed. It's about catching the, the, you know, the, the, the rotation of the movement coming back along with it. It's the slingshot effect. And, but I'm not saying that they, I'm not saying that. I think they did do it cause I'm not convinced they went.

Speaker 12:         02:14:01       But you got to make sure that when you argue about things like this, like that the science, the science is really tricky. Like you have to know way too much to really know what the fuck you talking about. I don't, I don't, but what I do know is I know bullshit. Okay. And I'm real good at bullshit. I'm Mama if you lie to me, man, I can tell. I can see twitches in your eyes. I can smell bullshit a mile away. I've been around so many creeps my whole life I just fucking, and just being a comedian and being a student of the human animal, when you watch the Apollo 11 press conference when they, the post flight press conference, that to me was one of the biggest pieces of evidence that something's really wrong because they're clearly bullshitting. There's no doubt about it. If you watch the Apollo 11 press conference, the post five plus post flight press conference, they are, they're talking about this like, like they're just like making shit up.

Speaker 12:         02:14:58       It's like, it doesn't seem like they have any connection to what they're talking about. It doesn't seem remotely like it was a part of their life that you're describing. It seems like Horse Shit and it seems like horse shit and they're nervous and they're answering questions. You know, it's, we've never gone back. We've never even come close. The only time human beings I've ever been more than 400 miles above the earth's surface was them. The all the, uh, the moon missions, all the ones when they flew over it and didn't land and the ones that they did land between 1969 in 1972, they went and landed and supposedly and came back. It's far, it's 250 million or 250,000 miles, which is, think about that. Think about the fact they did that in 69. Yeah. It doesn't make any sense. Moving into 2011. Yeah, we should have had some sort of a that's so revisit.

Speaker 12:         02:15:48       Let's check and see what's that. If anything's changed up there, but people look at it, man, it's like a technological Jesus. You're not supposed to question it. It's a deity. It's a technological day day. Well, yeah, I mean, but at the same time we're also in, in the space race with Russia. We had to beat them at something. Yeah, but did we even are where we even, you know, at the highest levels, and I wonder if, what if we're going to find out a shit and wikileaks at the highest levels. I wonder how much corroboration there is between governments and I wonder how much of the fucking Cold War it's just to keep everybody in line. You know? Who knows, who knows how much at the highest level there was actual real communication and exchanging of information. You know, I don't, I don't fucking know, man. I don't know. I would not pretend to know. I know exactly what's going on because then, you know, people say, well, if the Russians were weren't in on it, why didn't they write America out? I don't know. You know that doesn't mean they didn't fake it. You know there's, there's a lot of fucking shit. Yeah.

Speaker 5:          02:16:40       Cause they never come out. Because if the government can lie about that, they can. What else can they learn? Right.

Speaker 12:         02:16:45       Everything from 1969 is cheaper, easier and faster to do today except go to the mode and it's like there's nothing else that jets are faster. The weapons are better, the technology is better for communication. Everything's better except space travel and everybody's will Dutch cause it's a lot of money. Maybe. Maybe it's possible that that's all it is. It's possible that everybody just looks for a conspiracy and everything and it's like you're just looking too hard. And it shows, it seems crazy, but it's just because there's an atmosphere list object and it's out in space. Maybe. Or maybe they faked it. That's possible too. There's a lot of weird shit to it. There's a lot of weird shit. But the fact that Neil Armstrong becomes some sort of a recluse and stops talking to people and Buzz Aldrin goes insane. Fossil Algebra became like a serious alcoholic after the moon landings. It's a weird fucking, there's a lot of weird

Speaker 5:          02:17:34       something has to get into your head to make you turn this.

Speaker 12:         02:17:36       Yeah, there's a lot of weird shit with the fucking lunar orbiter, the lunar module he ever, he ever watched like them try to do that thing on earth and what, there's a famous video footage of Neil Armstrong in that thing and he objects and it falls to the ground explodes and blows up in flames. But Dan, that bitch worked like a charm when they were up there on the moon though. They got that off the whole re engineered and figured out perfectly. So it worked flawlessly on every mission. Maybe. Then there's the prime minister of Holland was given a moon rock by Neil Armstrong and buzz Aldrin and they fucking recently, like within the last couple of years they found out that it's not a moon rockets, petrified wood. This is in a plaque given to them by the astronauts. Like here we've brought you back a souvenir from the moon, sir. Why? I picked this one myself. I chipped it off and we brought it to you because we value the relationship that America has with your country. Emails. A piece of petrified wood.

Speaker 5:          02:18:30       Yeah. I got duped into buying a watch that, so I'll let you watch allegedly made from the face of a moon surface of the Moon from the moon rock. Really? I saw one of those, I saw it was in one of those super rich guy magazines like a, it's got Ferrari's on the cover, the dupont registry, you know, is that, where'd you got it from? No, I was in a store that sold high end watches. Tell me, I'm a watch nerd. So I was like this company Ro ro Manger Jerome. How could they possibly get moon rocks? I don't know that that's going to be listening. What does it mean? You know, it's a federal crime to be in possession of a moon rock. Uh, allegedly. There was one point in time where they had auctioned off a piece of moon rock and they'd just grounded down to mid company. This company may took it and made the inside face of the watch. Oh really? Just like a little thin layer of it. And then they made it to shape like the moon. And then I, and that same company got a piece of the titanic was auctioned off

Speaker 12:         02:19:28       and uh, and uh, they made the Bezel of the watch with a piece of the iron from the titanic. Wow. That one's going to believable for me. That's totally believable. Well, I mean, I guess they did bring back, no matter what, even with unmanned spacecrafts, the Russians brought back a bunch of moon dust, you know, not a bunch like enough to make 100,000 fucking watches, but you know, there's enough to study, you know, the, um, the whole subject is such a controversial subject because it's one of one of the very few subjects where people immediately think you are fucking crazy if you even think about it. Yeah. And that's a weird thing. Whenever you get a subject that's like that, where if you, if you even consider it, if you don't even take a stand, if you consider it, you're a quack and a crazy person, it's like, I, there are things like that, like the hollow earth.

Speaker 12:         02:20:14       Yeah, there are things like that, but even the hollow earth, I'll listen to what they have to say. It sounds completely insane, but I'll listen to it. When I listened to my Brian, I just, that hurts him. What'd you hear? Sound like a Dork. Fucking see I in or knocking or sounds to fucking see NASA. They're coming, they're coming for Ya. You know, and it's, it's one of those things where you use, a lot of people don't want to talk about the subject because if you pick a position or if you do agree that there's some anomalies and there's some weird shit to the photography, the photography, it looks like they're in spotlights and you know, there's all, there's all these discussions about Pr, you know, intersecting shadows, shadows coming from different light sources, that kind of stuff. I find a little corny, but it is a little corny, but the spotlight shit's not corny.

Speaker 12:         02:20:58       It's like, yeah, this guy is very clearly under a light source. And there's also photos where it looks like a guy's very clearly filled in. Like the, the idea the moon is that it's supposed to be, you know, in, you know, it's like a zoo, really extreme contrast. A lot of the photographs of, of dark and light, except when there's astronauts involved when they want a nice clear shot of a guy coming out of the lunar module. Meanwhile the sun is behind him. He should be in darkness. It's a lot of tricky shit and a lot of people will come up with excuses. They'll say, whoa, we could be this, the contour of the surface of the moon and reflects like, yes, it could be that. Or it could be. There was a dude standing there with a big fucking piece of aluminum foil and it was making sure the light fills in that photograph because they were doing it in the Goddamn movie studio.

Speaker 12:         02:21:42       That's possible too, man. When I think area 51 is for, it's all for developing weapons. That's what I think. I think all those things that people keep seeing in the sky that to Ufo man, those are easily to be drones. You know, that to me is more likely than aliens wanted us so badly. They wanted human fetal tissue so badly that they were willing to give us fucking flying saucers. Yeah. Like, come on man. I don't believe there has been over 11 flying saucers have crashed. So we have possession of really, okay. Really Matt Etsy, one crashing. I could see, I could see a bunch of crashing over the course of human history, but I think there'd be some evidence. I don't think you'd be able to hold that back. People have stories about shit, but I don't know if I believe I need to talk to him about a lot of other shit.

Speaker 12:         02:22:25       You know, you start talking to me about Ufos. I need to know what you think about ghosts. You know, I need to sit you down and you know, do you think that you can read minds? Do you believe in palm reading what he bought? What about Tarot cards? You know, I'm not into that stuff. Yeah. But you know what I'm saying when I'm talking to dude who believes in Ufos, I need to know if you believe in chem trails, motherfucker, I need to. But if you believe in a lot of weird shit, you know, are you one of those weird shit, believe and dude's, cause there's a lot of people that just love to believe in crazy shit. They just, they look forward to be more interesting. Yes. It's sexy. Aliens are sexy. So, so hot right now. So Bro, I mean, isn't it 2012 or sexy?

