Speaker 1:          00:00:00       And
Speaker 2:          01:50:18       We got like we had a mixer board and shit. I'll show you guys all this stuff. By the way, the autofocus is not something that you could turn off. It doesn't look like it. We got all this shit here. We've got a soundboard now connected to the two laptops connected to this high level MP3 recorded. Jamey and it's all just mishmashed and fucking sea of wires and that all creates this podcast. Hopefully that'll be enough. So now that we have the sound issues out of the way, eventually we're going to have to deal with this goddamn green screen. That's step two. I've. There's a couple different options to do it, but all of them seem super fucking complicated in a pain in the ass. Yeah. I think we just do a TV, get a three D tv. We can check shit out. We can turn it on.

Speaker 2:          01:51:05       Things that we couldn't do it through this ustream producer if we're going to do it right. The caster, the fucking track asked her. I think you can go through that. I think you can do it through that. So then we would have this entire, the same audio setup. I think that's just way overkill and you do a tri caster, three ustream producer now it just seems weird post on twitter, if anybody knows to give us a simple way to do a green screen. If you know, if anybody knows, throw me up some message or a link on twitter at Joe Rogan, there's got to be some tech audio visual wizard out there that knows how to use. We should tell you stream what's the best hookup. I don't think ustream knows. Now. They stopped doing those ads. They have these ads that would pop up every 30 seconds.

Speaker 2:          01:51:48       Remember there was a bunch of people are complaining. Well, ads. It wasn't just an ad that popped up. It was like took over the sound and audio and video. That was ridiculous. Who was it for? Was it macy's? Macy's. Which macy's want to have anything to do with me too because they have fucking guns. I'm talking about ghetto gaggers. Where did you hear about that Dildo that was discovered. Twenty 8,000 year old though. Did you hear about that? Do you know? How do they know that it was a Dildo? Not just like an ear cleaner or like a year care massager. Big is your fucking ears side. You know what I mean? Because it looks like a big stone Dick and it's eight inches long. Maybe it was the preferred site was used for something else. What was it was used to strike flint's too. They had all these marks on it from someone's striking flint's, but that just could have been the husband like, give me that fucking vibrator. GimMe Your Gimme your dildo. I need to make a fire. He got all angry and shit and he was attacking the Dick, you know, it could have been that because that's the reason why he used it as a dual purpose instrument.

Speaker 5:          01:52:46       But that'd be a smart move to have, you know. I mean if you don't want to have that many stones land around the cave, you know, why not use it for dual purposes. I was in Portland and they had the or that, the biggest top rex with all the bones. The best selection. No. T rex o, t, o really had the biggest collection, a t rex, and it was like, I forget how many, like 70 percent real bone. Whoa. Like the whole thing was up and it's so weird sitting there by that skull of this dinosaur and just thinking, wow, that used to be a fucking monster, you know, that was a real thing. So weird that you're allowed to like go up to it and touch it, see it and wonder how many things existed that there are not fossils of. Because one of the things when you start reading things about fossils and about, you know, archeologists and all these different people are trying to dig up the past is that it's really difficult to make a fossil.

Speaker 5:          01:53:41       Like fossils don't just happen all the time. Like an animal has to get trapped in mud. They have to die and you know, some sort of a landslide or something. They have to be somehow or another preserved, which usually doesn't happen. Usually when someone dies, they rot in. Their bones, get eaten up by animals and their tissue gets eaten up by animals and bacteria and then they're gone. They dissolve. How many fucking things existed that aren't in the fossil record, you know, properly. There's a lot. Probably the majority really thinks so. You would think though that species around for millions and millions of years, right? Most of them, you know, they're around for a long period of time and then eventually they die off and before they die off for whatever reason, we've had plenty of opportunity for at least a few of them to get stuck places. Right? Right.

Speaker 5:          01:54:24       We did. We know so little. It's so crazy that we try to reproduce the past or figure out what happened in the past by studying what was left behind. It's like a giant crazy puzzle. Wouldn't it be more? Wouldn't it be incredible and maybe this will be possible some day if they figure out like say if they make a model like of, of the, of the earth, like they know like what existed as far as like if you could do like a core sample of the earth, you can determine what the temperature was like, what the environment was like, what animals and plants existed and what if they could put all this data into a computer. What if they could put like core samples and what we know about climate illogical change on the shit, put it into a computer with the known all the known animals that exist today and literally run a computer program that goes backwards and evolution and takes us to what existed tens of thousands of years ago to 100,000 years ago, a million years ago, 10 million years ago, and you have to account for known asteroid impacts, known craters, known things that probably wiped out almost everything that they're going to get to a point in time, computationally, scientifically, technologically, where they're literally able to recreate the past with a computer.

Speaker 5:          01:55:39       Totally. What the fuck son? What kind of crazy world we live in? A won't see it will be dead. You think so? I don't think. I'm not that confident. We might see the beginning. I think we're going to see some crazy shit. Dude. I think you with your bloody butthole. You might not, but me. I'm going to live to be a couple more decades for sure. I've got a few decades semester still on a 62 years old. It looks like he's a fucking stud. If he's alive, he's alive. I'm not going to last till next poet. You know? When do you think when you think you're going to go Sunday, Sunday, don't say that I'm going to miss you. Don't die to be reborn in your new child. Wow, that's creepy. Really creepy. Cause I'm about to have a new child. You don't even know it. Brian died tomorrow.

Speaker 5:          01:56:20       Then my daughter woke up or came out of the Pussy and looked at me and was like, Hey, I got with me at a strip club and started saying things like that. Brian says like first words like shit. Brian says all the time. We find a way to do it. Don't come back as my child. That would be just rude. Very rude. Let my wife soccer sucking on my wife's ticks. That's creepy. Fucking Weirdo. Why would you want to come back as a baby? A baby girl. Start this party. Can you imagine just coming back as a baby girl and you have the mind of a man. Thirty four year old man trapped in a baby girl that's fake dicks on Brian. Oh Brian, what's your fake Dick Talk. Let's go to the chat. See if there's anything interesting that anybody has to say. I'm going to urinate and what's this?

Speaker 5:          01:57:09       This is what's wrong with the Internet? What's for me? Link. What the fuck is that guy saying? If you survive the next 30 years, you could possibly immortal through cell regeneration. Yeah. That is possible. Or it might even be weirder. What the Ray Crets we'll idea is that we're going to be able to download consciousness into a computer. That's a very possible idea. You know, if they can figure out a way to make some sort of a reproduction of the human mind, like like some, some sort of a computer that actually whether it's a software or a hardware issue where you reproduce all the functions of a human brain and then somehow or another download consciousness into that computer and you could use that and replicate it and you can. You could like literally exist in a bunch of different fucking computers. That would be very strange if it was all happening, like say if you downloaded your consciousness into computers, but your consciousness was still attached to those computers, so instead of you know, you being able to live a different life inside this computer would if like that life is going on at the same time, I can echo in your head and everything you do is like doubled and tripled and it's like you go fucking crazy because your consciousness isn't a bunch of different computers and all these different things are going on at the same time, but it's all inside your head and you can't fucking get away and you ruined it.

Speaker 5:          01:58:29       So you gotta find the computers that have your consciousness in it and fucking killed them. Just to stop the madness in your head because there's a fucking crazy echo because you're living a thousand different lives all at once inside fucking computers. I didn't smell

Speaker 4:          01:58:41       like pussy. I forgot to take a shower this morning. It was like, this is awesome. How bad is it? Good. It's all good. I love that she's not supposed to. It's pussies to smells none or awful and not supposed to smell, but just that slight pussy where you had slight pussy. Yeah. I think you're thinking that it's just like pussy, but really it's your dead loads. That's what I think it is. I think you're getting all excited smelling your own loads. That's what it is. It's your own loeser trapped in your underwear. You might be right. I think that's what it is, man. Probably my butthole smell

Speaker 5:          01:59:17       these rampage versus Rashad. Who's going to win? Listen, Ladies and gentlemen, I'm never, never going to answer. I don't know who the fuck is going to win. That's why they're fighting, man. That's the whole deal. I'm not doing a comedy when I'm coming to Vancouver this time because I was supposed to do the Red Robinson theater, but apparently they have some sort of a, a, a corporate thing that they booked out for three days in a row and they can't cancel it and that's the only time I'm going to be there and they didn't want me doing another club because I always do their club. I sort of have an agreement, so it's a big theater. So uh, this time I'm not going to be doing shit, so I'm going to go find bad. Bobby. We're going to go eat steak like men essentially around Vancouver. Alright. Other questions here? See, talk about overeem. You don't even know overeem is. You only follow UFC, right? You didn't see the strike force on showtime. You portfolio. You missed out on everything. I didn't know how. Showtime Dude. Alistair overeem is a motherfucker. He beat the shit out of Brett Rogers. Brett Rogers was that guy that fought fate or last? You don't care. Don't give a fuck. I don't care about something. It's not that. Not that fight. Bumper sticker idea. Real Catholics. Fuck kids. Wow. Okay fellow.

Speaker 5:          02:00:28       So a lot of bad questions here in this trap. Do you know what Mark Emery is? [inaudible] you know that guy's there. Extraditing him or have extra added him to America or just to spend five years in jail for selling seeds. Seeds that make people happy. Pot seeds. Meanwhile his own country. Not only the, not prosecuting him, he was roaming the streets free. You know, he was fine and his own country, he was fine and there extraditing him because you know, they're saying he's responsible for millions dollars of sales of seeds here in America and you know, I ran a drug empire by selling

Speaker 4:          02:01:01       seeds. You know what? I pretty fucked up. It's fucked up. But you know, I don't feel bad about because that's the risk you take when you have to do shit. Like selling seeds and stuff like that. You know what I mean? You don't feel bad. I mean I feel bad, but I also like if I was selling marijuana seeds, I would know that hey, there's a slight chance that I could be fucked somehow. But in his country that is not in his country. It's totally legal. The problem. He was shipping them to America. If he never shipped them to America and just sold them in Canada, he'd be gold. It sounds like he's dumb for Canada. They don't give a fuck. I mean they do when they have to deal with shit, but the reality is like, it's like it's not really legal in Vancouver, but it's legal. I mean they tolerate it, they just let it, let it happen. Dad smoke shops

Speaker 5:          02:01:39       and shit, just like answer them up there, you know, when you could just go and smoke weed and this motherfucker was just out in the open with it and selling seeds to America and now they're, they're extraditing him. He's gonna have to do five years in jail and he's not a young man. That's a long ass fucking time to be locked in a cage for a plant that makes you a silly, you know, the fact that that's still even debated in 2010 that would be wasting any resources at all processing, prosecuting anyone for pot. It mean even a little bit. Even if you know they're saying he broke the law. So what the thought is fucking stupid. It's a dumb fucking law. The law is stupid. But he knew what he was doing. So what? It doesn't matter the laws. Dumb. Well then do it.

Speaker 5:          02:02:20       Yes. But no, he should be able to do it. Know you shouldn't be able to put a guy in jail for that. That's ridiculous. That in 2010 we got so many discrepancies, so many fucked up hypocritical situations in our culture. How about gambling? How about the fact that dudes are getting busted, having poker games, you know that people are getting busted, like they're breaking open private poker games and cops are coming and taking money and shed. I've read a bunch of stories about shit like this happening where people are getting in trouble for gambling, playing poker with their own money. I mean this is one of the reasons why you have to go to these God damn Indian. Not that there's anything wrong with it. Any casino, but you have to go to Indian casinos. You can't have one. You can have a casino like down the street from your house.

Speaker 5:          02:02:59       It has to be in certain places and the only place, certain games in them, you know, I mean there's a lot of them in California and was bellflower and there's a few in most parts of the country it's very difficult to find casinos and you can't play poker online because it's illegal. So if you want to play online, you have to go through like a third party and it's like you have to like send your money into someplace. It's fucking all cryptic and weird and you don't know what the fuck is happening. And it's all probably illegal anyway. If you got in trouble for doing it the way you're doing it, even if you do it through a third party, you could probably get some sort of a fine or something for it. I mean, I don't know what they could do to you, but it's illegal, you know, but me of the government has a fucking lottery.

Speaker 5:          02:03:36       I mean, you know, the lotteries, the worst odds available ever for gambling. You ever been stuck behind someone who's a lottery? Some poor fucking lady was in front of me the other day at the gas station and uh, I'm, I'm getting a gatorade with my gas was gatorade theme day. Notice that you had some gatorade and I had some gatorade. I'm going to gatorade and this poor lady orders like 10 of these things and she's like furiously scratching at these tickets and you're like, this lady's like addicted man. Like, look at her. She's, she's playing the worst odds ever. She's bought 10 tickets. What are the odds that any of them are going to be any good? Pretty fucking low. Ever won anything from this before? No, I've won like 10 bucks. I want a free ticket once I play the a lot. The lottery.

Speaker 5:          02:04:14       I won a free ticket. I played that free ticket. I lost. I was done. That was it never played again. But the fucking, the odds are astronomical. And the, you know, the hook is that if you do, when it's so much money, oh my God. You could do a dollar a dollar a dollar for a hundred days. Then all of a sudden you win $5,000. Whoa. And they put $100 investment in, but it was worth it. And then once you get that one, $5,000, you're like, oh, you get addicted to come in to win the super fucking power ball jackpot. $400, million dollars be set for life. You know, still the government is the biggest fucking dealer when it comes to addicted gamblers. You know, the government is dishing it out. You can, you could, you could gamble, lottery and every fucking state probably, right? Because they're a state where you can't gamble state where you can't go to the lottery thing. So how about the Gundam stock market? That's a fucking gamble. That's a gamble. It's legal. Why can't you fucking play poker? It's ridiculous. We live in a goddamn nanny state. The nanny state, Brian.

Speaker 6:          02:05:13       So you think you're going to die. Okay. You look like shit. It's getting worse. Is it? I don't know if it's just because I have an aide in 20.

Speaker 5:          02:05:19       You haven't eaten in a long time, man. There's a low energy show and that's why this guy won $500 and got a new flat screen TV. Well congratulations. Quit now. And you're way ahead. That's a good move. Taxes, taxes. Taxes, yeah, but here's the problem with the idea of taxes, taxes, taxes, when it comes to poker, just made people pay taxes just like strippers have to pay taxes. They're not always right. You know what I mean? You know, you just make people fucking make them accountable. You know, if you really want me, the whole tax situations, pretty disgusting as it is, especially if you're in a 48 percent tax bracket. Look, a lot of people are. It's gross. The government should never get half of your money. That's fucking completely ridiculous. You make 100 bucks, they get 50 or 48 bucks. That's stupid. That doesn't make any God damn sense and you've got to protect yourself and set up a bunch of different shit so that. So that they only take a small slice out of your pie, you know, you gotta move to Nevada or you know, open a corporation or do a bunch of different stupid things so that you can have a less money out there that they get to steal from, you know, or

Speaker 6:          02:06:21       are you just taking an ass like me and just give them all the money that you got audited? You got audited like a motherfucker what happened son to make a video. But the irs and it's sexy is gonna. They're gonna audit me again this year. What you did it because you use one of those programs and you tried to take a lot of different things on turbo tax and then I used a home office and Blah Blah Blah. And they just don't like it when you have a Home Office. I guess they don't like it when you have a lot of exemptions. Is that what it is? Well I would like right off, like, you know, like electricity right off, like gas and you know, driving because it's a home office and stuff like that, you know, or whenever I buy batteries and stupid stuff like that. But uh, I thought Mike because I buy everything online.

Speaker 6:          02:07:05       So what I was thinking is like, Oh I have receipts for everything because I use credit cards and I buy online. Well Visa and mastercard and all these guys decided to hey, we're not going to save all your stuff. We're only saved the last year. So they changed it where it used to be like you'd have, you could go back back. I was able to go back like three years and check out my statements like three years ago, but they stopped it. So now it's only one year. So I just lost like all my receipts. So then when they never kept anything in hard for them, everything was online. Yeah. So I got kind of got fucked by that. I wonder if they did. They're

Speaker 5:          02:07:35       in cahoots. That's what I'm saying. What if the IRS tax rates contacts? Mastercard says, listen, you don't have to keep that shit right. Twelve years, 12 months, that's enough. Dude. You don't have the whole shit for 10, 12 years. Fuck them. They should have. They should have files. It's not your responsibility. I agree. She's not ours. I mean we were just providing the service and yeah man, fuck them. Fuck the records. Burnich hit. What are they running out of? Hard drive space over at Bank of America. I thought, that's ridiculous. Twelve kilobyte file. You can't the fuck you fucking in bed. The irs in itself is supposedly illegal. All these wacky people that don't think you should pay taxes. What are the fuck does the money go? That's the crazy thing. When you really look at taxes, there's no, there's no receipt. It's not like, hey Mr Johnson, you spent $30,000 in taxes this year and this is what we did with your money.

Speaker 5:          02:08:25       We spent x amount on your local middle school and x amount on this and you know, x amount went to that. No, you don't get a fucking receipt. They're not accountable. That's the problem. That's why when you hear about like crazy no bid, you know, contracts and you know that they're in bed with these fucking Halliburton and all these different companies that are getting these crazy fucking contracts. Then in money winds up missing and it's like well they can't account for billions of dollars and it's. This is mad cluster fuck of money and a big grab like who is stealing when it comes to this bank thing, this whole bank bailout thing. When you look at the money and they talk about $700, billion dollars and all this money flying left and right and people still getting bonuses and is there, is it really a. They have an accounting system for all this.

Speaker 5:          02:09:15       I mean, can we really tell like where your tax dollars went to this bailout and how it was used? They don't even have to fucking tell. You don't even have to tell you, but yet if you file a tax report, motherfucker, you better have receipts for everything. You better have receipts for every God damn thing you want an exemption for. But when you ask them like, what did you do with all my tax dollars? What you, you, you, you used it to get these bankers. Wait a minute. These bankers set it up. Do you know that they were shorting that we're making sure that they were protected on both ends. There were selling clients a certain stock and then gambling that that stock was going to fail. You should probably not talk about the irs. I should probably be quite right. It's amazing. Duncan trussell to gave me the best advice.

Speaker 5:          02:09:55       Don't talk about the look of it is. I'm talking about the whole system, man, man, man, man. It's just, it's incredible that it's set up that way and that politicians don't do a goddamn thing to change it. Obama was swearing before he got into office that he was going to end no bid contracts and it just gave the former company known as Halliburton. I guess they changed their name to something else, but he just gave them some $500, million dollar. No bid deal. Exactly what he said. He wouldn't do that motherfucker run two hours and 10 minutes Joe. Well, that's what Brian is saying that his vaginas hurting. It was buttholes bleeding and he's tired. Man. Everybody's saying, wake up. People saying wake up or advantage at that time. Make up people are sad. Fifty percent goes to the military. Does it really? Who the fuck knows? Does anybody know when the actual numbers are of money going into the military? All right, let's take a couple of questions. We go to the board, see if anybody has anything interesting to say. And uh, this is a trial and Hoodie, by the way isn't mean the movie tron. Look at you. You really are a fucking Nerd, Huh? You're for real. So a lot of dudes. Fake nerdom, right? Stone Cold, Steve Austin and Bruce Buffer. We're unsure dog radio today. Oh, good times. Good Times, Ladies and gentlemen. I think we went through the entire broadcast without me saying bananas. I said I tried to say like as little as possible as well because like, that's annoying. Like man,

Speaker 7:          02:11:34       uh,

Speaker 5:          02:11:38       um, is the feed usually choppy? How many people on this stupid thing? A thousand people. That's all we ever get. That's where we're good for her, good for a thousand people. Other than that, people are going to bail out eventually. I think these guys are just stirring. You have anything planned? They're just reading questions now. It's been going on for two hours. This guy says, oh, he's quoting me twice in my life. I've developed blisters on my Dick from jacking it and my suspicions are confirmed. There are others. What does that mean? Other suspicions? Just trying to say

Speaker 6:          02:12:12       what do I think that e-cigarettes, I think that chemical they use for the smoke dries out your throat and causes your throat to get fucked up so it doesn't. Yeah. I mean I was spitting up blood from using e-cigarettes, so. But that's you dude. If you google it, the chemical that they use for it is the same shit they use in a. it's an FDA approved chemical bites used to make fog in nightclubs and one of the things that does is dries out your throat and my shit started getting jacked up and now spitting blood and I was like, fuck this. I'd rather smoke a cigarette. Then this nonsense. Really? Yeah. So I don't know, so they're not good, but don't they? They help you quit because they just fucking get patched. That's helped me quit one day, two days and I'm good.

Speaker 5:          02:12:58       Two days is all it took. Now you were smoking for awhile before this new girlfriend. You have the old, the old girlfriend? No, I don't mean about your situation. I mean she smoked, right?

Speaker 6:          02:13:09       Yeah. Now I live with somebody that doesn't smoke so it's easier. But yeah, when you live with somebody that smokes, it's impossible to stop smoking when the other person's smoking.

Speaker 5:          02:13:19       Yeah, I can imagine. You know, if uh, I get addicted to certain things. Like for Awhile I was addicted to clean out my ears at q tips. I fucking love. It feels so good. You get in there and sardines, sardines I was but wasn't really addicted. Sardines. But the q tips, man, it's hard for me to walk by a box of q tips and not want to stick one of my year, you know. But if you live with someone and they're all cleaning their ear, making moaning noises like that, it makes it even harder. You know, like I'm trying not to fucking my doctor told me not to be sticking shit in my ear. I'm trying to do the right thing and you overhear digging into your ear and Moan and one time for real though, I did put two q tips in my ear at the same time and I took a shit.

Speaker 5:          02:14:00       It was the best feeling ever. I was one of the best feelings ever. My, my ex had one in her ear and she answered the phone and she went, oh my God, you tip shoved into her ear and a peer stir here drowning. Well, she's retarded. That's a dumb thing to do, but yeah, I could feel it. That's painful. Puncturing your eardrum. I've heard of dudes getting your eardrum punctured and fights a ruptured from getting head kicked or punched in the head, punching the ear. Your ear ruptures and then you can't hear your ear and it's got to heal up and sometimes they have to do surgery on people's ears. Guys have like an ear problems from Jujitsu to like that. A cauliflower ear BARF. Sometimes it actually goes the bleeding and the swelling goes inside the ear and the insight ear can get infected. Do Dave Terrell guy fought for the UFC for awhile and um, he's a very, very accomplished grappler. He's had some serious problems with his ears where he's actually had to get his ears cut off of his head. They actually had it like peel his ears back, fix whatever the fuck was in it, and then sew them back on his head. Wow.

Speaker 5:          02:15:08       Yo, that things like that make me not want to stick a q tip of my ear, but I couldn't imagine if I had a cigarette thing, if I had a cigarette thing and I was living with someone who's smoking all the time, especially when they're stressed out and they fucking fire that cigarette up and you see the relaxation come across their face. I've seen it with you, dude. I've seen you talking about. I've seen that. Look on your face many times where you've been freaking out. Simon's been driving you crazy and you got it sounds delicious right now.

Speaker 5:          02:15:45       And I see the relaxation. Just the calmness wash over you. What an evil trick, and you know what the Communists actually is. It's actually just satisfying that monkey on your back. That's really all it is. It's not like cigarettes make you calm. It's that the lack of cigarettes makes you tense. And when you get that cigarette in your system, then you become calm. Like what a terrible trick. Like it's so goddamn addictive. We're not talking about something that's so addictive you have to do at once a week, you know, that's addictive. You know, some people are addicted to certain things and they have to do them like once a day. We're talking about every 15, 20 fucking minutes, man. That's crazy. That's crazy. It's like twirling your hair. It's nuts that it's so popular. And how many people in America smoked cigarettes? Like 40. It's a big fucking number and not a single

Speaker 4:          02:16:35       fishing. Never says that God damn thing about stopping it. Whatever. Do what you gotta do. Ladies and gentlemen, that's my,

Speaker 5:          02:16:42       that's my advice to you next gig. Um, I don't have anything coming up to be honest with you. In America. My next gigs are um, June 17th and Saskatoon Canada, June 18th at Grand Prairie, Alberta and June 19th in Winnipeg. So those are, those are my next comedy gigs. And then the next one, the next big one in America is a. well in June, I'm at the, um, the Improv in Irvine, but Brian doesn't have that up on my calendar. That's on the eastern counters. Not been until fucking ustream calendar updated son, but that's a, towards the end of June. I'm at the Irvine Improv. I don't remember. 20 something, something something. And then July second, um, at the, um, house of Blues in Las Vegas, if you want to find out the actual full schedule, you can go to Joe Rogan.net and get it there. They found a hole in space. This guy says, what are you talking about, son?

Speaker 5:          02:17:42       You can't just say things like that in capital letters. They found a hole in space. Do you mean a floating vagina? What do you mean? Is it a monster? Butthole? Why do you need to wear headsets? Why? Why? Why do you care? Why do you care for were headset, sir? What's wrong with you? What is this whole in space or can I Google hole in space and will you, will you be vindicated or will it be some fucking snopes debunked article where there really isn't a hole in space, huge hole found in the universe? Well, these things take awhile to get to this guy. Maybe he's in Ohio. The universe has a huge hole in it that dwarfs everything. Anything else of its kind. The discovery caught astronomers by surprise. The whole is nearly a billion light years across. It's not a black hole, which is small sphere of densely packed matter rather.

Speaker 4:          02:18:35       Well, fuck that old news. Look at that. What San Diego, huge earthquake. Just hit really that maybe a five point something. It looks like that's not huge. Faggot. Five point. That's nothing. That's the cow. Is that California Nevada fault line? Yeah, exactly. Where I was telling you last time. How is your million? Look at all these earthquakes, so don't move to San Diego. San Diego. Oh, that is pretty nutty. They say the Pacific northwest is due to. They were talking about that in some.

Speaker 5:          02:19:02       I read about Oregon that Oregon's due for another fucking gigantic blast. Anyway, there's a fucking hole in the universe. The universe is populated with visible stars, gas and dust, but most of the matter in the universe is invisible. Scientists know something is there because they can measure the gravitational effects of the so called dark matter. Voids exists, but they're typically relatively small. Well, this fucking voice, this Gargantuan whole was by examining observations made by using the very large array, the Vla telescope in Chile, funded by the National Science Foundation. Yeah, there's, there's some shit out there folks. There's so much more shit out there than we have mapped out and understand. It's, it's one of the reasons why we tune into Fox News. It's one of the reasons why we're fascinated by who tiger woods is fucking because the universe itself is too scary and too much of a gigantic reminder that we ain't shit.

Speaker 5:          02:19:55       And with that note, ladies and gentlemen, thank you very much for tuning into the podcast, the fleshlight.com. Go there and buy something and fuck it. It's, it's way better than your hand and I don't think it's that expensive. How much are those things like 69, 79 bucks? Is that really all it is? It's worth it. Thinking about how much money you spend on dates with girls that you don't like, hoping that you could fuck them when you could save that and use that flashlight over and over and over again. It's people who go to clean it. It's really not that hard. Now. I know. You just hook it up to the, put up to the faucet, turned the faucet on your squirts out, squirts out the back. It's no problem. It's not hard at all. And then you get like a little squeegee in there and ram it.

Speaker 5:          02:20:32       And how's the book coming? The book is coming. Good. Um, it's, it's, uh, it's doing very well. It's um, uh, it's weird and it's taken a long time. Its takes a long time to write, to actually write something out. It would have been probably way easier if I tried to transcribe it and just talk, but you know, use like maybe a dictation program or something like that. But I don't think it'll be as good. I think it's better to the. It's a slow process to write things out. But when you do just write things out, you're forced to edit them and you're forced to like go over them again and see the. Like the poetry of the, of each sentence. It's much, much better for reading. I think if you actually write it out, if you actually just talk it, sometimes you're, you know, you're going to.

Speaker 5:          02:21:11       It's not going to be as smooth as if you've reviewed it. It won't be done. Its due in October. That's when it's due. It takes a long time to these fucking things a lot longer than I thought. Blogs are easy, you know, I blog put a blog up the most, it's like 2000 words. That's a giant one, you know, and that takes like six or seven hours, but it doesn't matter because no one's paying me to do it. So it's like I try, I do my best, I do what I think it is and I throw it up there. Whereas, like this, I'm trying to put more attention and focus to. So, uh, that's it, you know, my twitter, it's Joe Rogan, you know, my um, website, Joe Rogan.net. And uh, I told you about the upcoming dates in June in Canada and in the Irvine Improv. And then July second in Las Vegas at the House of Blues will be a fucking party. Looks like Sam Tripoli is doing that with me. It shouldn't be fucking crazy. Sam Tripoli, if you've never seen him. Home areas. Very funny guy. Shout out to medic Hershey. All right folks, that's it for this week. We will see you next week. Same Bat time, same bat channel. It's almost always around the same time, which is three P, m pacific. Thank you so much. Red Band. Love you, bitch.
