Speaker 1:          00:00:01       Hmm. Hmm. Hmm. Hmm. Hmm. Hello
Speaker 2:          01:48:57       Like not the same. You're right. It's not the same. Some guys are in effect girls too, but there's a big difference between that and feet. Men are just very gross. You're gross, but it's biologically your dicks or just your just ruled beer. Dick's are just dragging you through the world and it's just gotta be acknowledged. We can't pretend this isn't a thing just dragging you. It's just, that's not, we're like breastfeeding and shit. We're thinking about other shit. In the archery, there's a term called front of center, meaning, um, how much weight is in the front of the Arrow had th determines like how much penetration the Arrow will have on an animal. I'm getting so horny. This is so weird. What are you talking about? It's like the same thing with dicks. It's like dicks or like your front of center. It's like, yeah, no they're just, I I like, I feel like you guys should be like holding yourselves back to the doorways cause your dicks are pulling you through things and it makes life a lot easier when you just realized that.

Speaker 2:          01:49:48       But I think he, it's like I just have only grown up a girl so I just didn't, you know, I knew obviously cause I've had a lot of sexual attention even very young. But it's, it's just like your decks are thing, they're fucking things and the 7 billion people and stuff because it's not necessarily because women are that horny. Right? It's just dudes are trying so hard to fuck. And now these compelled, I mean this is an evolutionary thing and it used to be really hard to stay alive. Yeah. Not that long ago. Now it's really easy and we're kind of left with the burden of this shift. Yeah. We haven't, our brains and our biology hasn't really caught up to the fact that we don't need to have as many people as we used to. We used to, you know, used to have a 50% mortality rate amongst children.

Speaker 2:          01:50:38       It was very difficult to survive. And I think that's also was just in China too. You're seeing more shifting with, um, you know, like, like those, those guys in that video, these Beta guys, the one guy calling out for people to stop being distracting and the other one calling out for people to stop using gendered language. Like, well, who are they? Well, they wouldn't survive if there was a, you know, the Roman army was invading, they would have never made, I wonder who's fucking them? Nobody. Nobody. Maybe they're just men that aren't driven by that, you know? No, that's not true. That's just as good as they can get. They'd just be jeans, circumstances and stuff are a mess. It's a mess. They're a mess. This is just weird. How much on survival, how much of our like cave man shit is still there and how much of this survival stuff like I've been doing listening to a lot of therapy podcasts, just one called the adult chair to this woman Michelle Chalfont and she's just, it's all about dealing like with your inner child and then I'll and all of your instincts.

Speaker 2:          01:51:37       She has like the adolescent chair and the adult chair and your adolescent chair is all of your ego and your emotions and your fight, fight or flight, like all of that. The stuff that you do, the procrastination, whatever is your problem, like why is that happening? There's something that's coming from either your child chair or something from your childhood or things like socially when you have social anxiety and panic attacks and stuff, so much of it could be just back from in the days if you were ex-communicated from your tribe, like you would die if you weren't a part of the club, you would fucking die. Whitney Cummings that that's the reason why people are afraid of public speaking is that when you were speaking in front of a group, you were trying to save your life. You were trying to plead your case for the most part, unless you were the leader of the tribe. Most of the people were just trying to say, please, I didn't know and don't kill me. Is that how you feel walking around me? And they know, but some people they comedy started. People were like, no, they're still full king. No. You know how I feel walking around. I feel like they don't, it's like they don't have anybody, but here's the way to put, when you

Speaker 3:          01:52:46       are listening to someone all the time and then that person's in your ear, the person becomes like a weird part of your life and then you meet them and you're like, whoa, this is crazy that you're right here. I've experienced that. When I first met Anthony Bordain, I was weirded out. I was like, I can't believe you're right here. This is so weird. I see on, and I've gotten used to that over time, but still it's strange when I meet famous people. Yeah. You know when I meet and it's even weirder when I made famous people and they know me, I'm like, yeah, okay, yeah. The way we can famous people together. Like hi,

Speaker 2:          01:53:17       I know. Yeah, I've seen that before at fucking one, two famous people just see it. And then you're just already, you're already in this weird club of famous people. It's strange. Automatically a famous people club. Well it's, it's

Speaker 3:          01:53:30       not a normal state and it's not, I mean, and people that are, that enjoy the podcast and becomes a part of their life and maybe it benefits them and maybe they start getting motivated and cleaning up their life and start being healthier and exercising and eating better and it, and then, then it becomes just like almost like a religion kind of thing. But because it becomes a thing that you think of, you know, in terms of like how to benefit your life, how to live in a positive way. You think about the things that you learned on the podcast? Almost like you would look at a religious doctrine. You look at the, the teachings of Christ, you know, you look at the teachings of Moses or you look at like, Oh, what Rhonda Patrick said was dance. Oh well you know what Graham Hunt Hancock was talking about that like in their head you're like a hired coach, both of them.

Speaker 3:          01:54:15       And there's certainly a bit of that. And it's also represents my own quest to try to figure out my own life and to do it publicly and explain what I've learned and how I failed and have what I've gotten better at. It helps other people when you hear that cause you go, Oh okay, I'm not alone. Like, cause people think that if like your life is in order right now, that has always been like that. So I think it really helps people to hear like, oh I used to be a fucking loser. And I did. And I used to be scared to talk to bank Keller tellers. And it was true. I used to be weirded out socially. I was very strange.

Speaker 2:          01:54:49       How can they hear your voice over the Cha Ching, Cha Ching, Cha Ching to chin. Cause you're rich. So rich. You're my richest friends probably. I'm guessing. Probably. I can't imagine who's richer. Well someday you'll be rich too. I can't wait. We'll laugh. You have laughed at me before. Will you get those same kind of glasses but surround them with diamonds? Yeah, I want to get jewels. I can see those. How long do you think it's going to take to surround them with diamonds? Yeah, just ordered them. You don't even think about it because you're too busy doing other things. I'm so busy, so busy. I'm culturally appropriating with those hoop earrings cause I don't think that's [inaudible]. Have you heard my jug about that? Know about how I got accused of cultural appropriation for wearing these hoops. Hilarious. Because uh, but she was Jew. My, my best friend, she's black.

Speaker 2:          01:55:36       But I did, I did a slide them off her neck. She's African. I do want to be a part of her tribe. That's the joke. That is the craziest shit when they stretch that neck out with those things. I know, I'm like, this is when you can get mad at the Jenners for cultural probe is when they've had the lip plate [inaudible] you know what I mean? When they come with the stretched out thing. Yeah. It's just a cultural preparations. A weird, I don't know. I think we should all be dressing like, I think it's cool that we all should be, I think people should be dry. I mean you shouldn't be like disrespecting people's culture and stuff, but I don't know what, it just seems like a, what we're calling culture appropriation. Today's people looking for a reason to complain. Yeah. Cultural appropriation is one of the reasons why cities are so interesting because we share each other's food. We share each other's clothes and listen to each other's music and you know where each other's jewelry. It's nonsense. And you know what's interesting is like how many people from America are upset about things, but then when people from China or Japan find out that we're wearing a Chinese, like Japanese [inaudible], they're so pissed. No, they like it.

Speaker 2:          01:56:41       I feel like there's been times where I've just done stuff online, you know, I'll have a beer or whatever, and then someone else starts doing it and you don't, you get mad at that. Well, that's different. Not as, it's not a joke. I mean, just like a thing I'm doing that's different because then you feel like someone's copying you, you know, summarize at a time. But then some people, some people get mad like, oh, I'm doing a podcast. No, he's doing a podcast copied me. Like, Hey, fuck face. You don't own podcast. That's where a dick, I have a podcast. It's called Asian experience. That's fine. I've literally had that conversation with people where they were like, ma'am, but now he's doing a podcast. I'm like, what are you talking about? Stupid. There's 600,000 Fox to do with you just focus on aim your Arabic, like handle your own life.

Speaker 2:          01:57:26       It's, it's so, but your own shit. I have lived as a victim for many years. It's, there is a benefit to it because you're always fed it. You know? If you are looking at the world that you're a victim, you will be given everything you need and please don't stop using gender. Actually, you're going to be so, everyone's going to be disappointing you. Everyone's going to be upsetting you or you can just accept some fucking responsibility and it feels so good. It feels good. It does feel good. Yeah. I mean it feels good to be calm and to, to just be at peace and you know there's a lot of work involved in that. You've got to fucking, you got to meditate. You got to iron out your own stuff. You got to exercise. It's a progress. Work in progress. Yes. We all are. I'm fucking trying man.

Speaker 2:          01:58:08       I'm fucking trying. I've wrapped this up. If anybody wants to see you, you are at the comedy store on a regular basis. You've got any other dates that the comedy started? Regular basis. I'm at the Blue Room and Missouri. What's the Blue Room? Let's look it up right in the city. In Missouri or is it just you have to find it in the state. It's a big state. Is there a place look at up. All right. I should have had this. I don't even know where you are. When is this a Springfield, Missouri. Talking to the microphone. It's in Springfield, Missouri. When is that? It

Speaker 8:          01:58:42       is

Speaker 2:          01:58:43       not this weekend. Next weekend. It is on August 17th and 18th in Springfield, Missouri. A website where people can, any letterman.com and any Letterman on is to her Instagram. I'm also at go bananas October the third weekend in October. In which one go bananas in Cincinnati. Beautiful. Um, end of October 2nd to last weekend. I should have filed these ready and my new podcast mean Spiration on all things comedy. What is it called? Means operation. Operation. Yeah. Okay. Annie, thank you. Thank you, Joe. Good to see you, my friend. I'll see you. I'll see you tonight. Hi everybody. Hi Guys.

Speaker 9:          01:59:26       Yeah, that's fine.
