Speaker 1:          00:00:02       Yes. Is it good? Yeah, go ahead.

Speaker 7:          02:07:40       Did I did and that was so hard to write because as a comic you're used to going up and just like, well I'm just going to riff on a new idea. Oh that's a chunk. And then I'll combine it with that other chunk and then that's my special. Right. But I was like, Hey, I want to figure out a way to do what I do, which is like come up with a, an argument and a and some information and put it in a framework. So I was like, all right, mind parasites, I'll talk about these biological parasites. I also want to go buy advertising time to write some jokes. And that was hard as hell to do it. Felt like doing it backwards. But I worked it out a lot on stage and, and eventually founded. And the show's really a really clicking now. I'm really a hardship

Speaker 3:          02:08:15       PNR. We're just talking about that cause Arusha fear is doing that with his most recent hour. Who's his most recent recent hours? Entirely about his, uh, history, uh, in Orthodox Judaism. Like he was a serious orthodox Jews spend a lot of time and uh, in Israel, like living in one of those religious commune type deals, what do they call those rich yeshivas? Oh yeah. What they call it anyway. Yeah, I think, yeah, I think that's what it's called. I mean, he studied the Talmud and the tour. I studied it all day long. No, that, yeah. I mean he's with 12 hours a day and then said this is nonsense. The fuck am I doing? And then became Ari. And so his most recent special that he's in the middle of creating right now is called Jew. And it's the first time that he's ever done a total special from top to bottom on one subject. And he's piecing it together like a sort of, in many ways it was influenced by some of the hours that he saw when he went to Edinburgh. Yeah. And a saw the festival, but he'd said that he wanted to do it American style, whereas they had these themes but they didn't necessarily emphasize the punchlines and the standup and the left

Speaker 7:          02:09:21       I that's the same problem. I, that's the same problem I had because when you're writing that way, you need to make a point and it's often hard. Like you're like, all right, that joke was pretty good, but I need, I could juice it more, but I need to get to the next point, you know? And so that's a challenge with writing that way. But I've just been doing it enough on stage that I've been able to like you, you know, like it's, it's, look, I'm not going to say I'm the funniest guy on the planet and funniest motherfucker ever, but like, it's got the punchlines I wanted to have, you know? That's awesome.

Speaker 3:          02:09:45       Yeah, it's cool. The thing about it that way too, as a framework and then start from there. I know Chris Titus does it that way too. A lot of guys do it that way where they'll, they'll try to make a framework and then have all their ideas fit inside of that frame.

Speaker 7:          02:09:58       Yeah. I mean, the, the thing that I found out is the reason people ask me how I got into this, you know, and I was just a comic in New York, just going up on stage. And you know, after awhile you learn how to make people laugh, but you don't know how to make people give a shit about you. Right? Like, okay, Greg, I'm forcing audience to make a noise all at once. You know what I mean? But I can't make them remember me. Right. And so when I started talking about the stuff that I've learned, you know, I'm just an information sponge, I just pick up shit like this, you know? And I started talking about, you know, Oh, do you know that the diamond engagement ring was a scam on the part of the Beers Corporation in the 30s and everyone just forgotten that we think it's tradition, right?

Speaker 7:          02:10:30       That was the first one I ever did that with us. My most sort of sit famous signature bed. People start paying more attention, you know, and uh, like, oh my God, I didn't realize that, you know, and now I'm in this weird niche, no one else does what I do. I do like educational investigative comedy, right? When you watch me, you laugh. And then also you learn some mind blowing shit that you're going to remember a year from now, you know? And no one else is doing it. And so the cool thing about it is when I go up there, I'm not running in this, you said earlier, make your own race, you know, or like don't run the same race as everybody else. Every other comic, I'm like every other comics trying to win the hundred meter dash and maybe you bolt's bolts in the race with them, right?

Speaker 7:          02:11:07       That's Bill Burr, whoever. You know what I mean? Usain bolt's trying to beat him and they're like, fuck, I can be pretty fast, but I'm never gonna be number one. You know, I'm running a race. I'm the only person doing this. You know, like I, I'm just doing a race off to the side where like my show, if you go to see bill Byrd, there's more punchlines per second per sure. For sure. Right? You're, you're going to, you're, uh, but I, my show, you're going to learn about some weird bugs and you're going to think differently about social media. You know, you're going to, you're going to come away with a new idea. And so that's what I have to offer. Yeah. I've engineered it that way. And, and so that's what I try to tell other comics when they're just talking, you know, when people see my show and I'm like, oh, how'd you write this? I'm like, just figure out what you can give people that other people aren't giving them, you know? And like it's possible to write in a different, in a different way. You know? I miss doing straight state, like I have my straight standup hour or I just go and I tell you my stupid observations about Shit, you know? Um, and I love doing that material, but that material is not going to get me a Netflix special, you know, because it's not different enough. You know?

Speaker 3:          02:12:05       I see what you're saying. So you've kind of like know you have a strategy for a little bit. Yeah. Yeah. That's also what I want to talk about. It's not just cynical, but yeah. It's not like you're being disingenuous. This is who you are. Yeah. It's cool that you found a niche like that you found this little groove that you could cut into and I'm just working on, I have a few bits that I do that are scientific reality that people don't believe in that or that people wouldn't imagine until you hear about it, particularly biological stuff. But, but mine parasites is one that we've brought up in this podcast a fucking thousand times. We had some Polsky on, Oh, who's that? Uh, Robert Sapolsky from Stanford, who's a top researcher and one of the top researchers has talked to talk a,

Speaker 7:          02:12:44       Oh yeah, yeah, yeah. I talk about that a little bit in my, in my show, listen to his lectures on it's chlorine. That stuff is nuts to toxoplasmosis is wild. 15 million Americans have it. Yeah. Probably me. Yeah. In your brain that the parasite and my understanding, I want you, I got this guy's research, the research that I saw was like, not quite definitive enough to be able to say this affects your behavior. Right? It's like they think maybe, probably. So. I was like, that's not enough for me, for my show. But like, so, you know, I talk about, but I, you know, what I talk about is the way that like, the social media algorithm, right. Um, is designed, it's just like evolution, right? It's like, it's just testing on you every single second year online. And instead of trying to see whether the genes perpetuate themselves, this test is saying, can I get you to click a interested, are you upset?

Speaker 3:          02:13:32       Are you gonna engage? Exactly. And the best way to get you engaged to piss you off.

Speaker 7:          02:13:35       Exactly. And if I can get you to click, all they do is they just reproduce that same stimuli with little changes, just like evolution. And by doing that, they're able to control our behavior in a real fucking way. And people know this, you know, but it really is

Speaker 3:          02:13:47       happening to you. Do you, um, listen at Sam Harris' podcast? Uh, I've heard a couple times. Yeah. He's got a great one. I'm pulling it up right now that I just recommend. Yes. If I'm going to recommend it again cause it that fucking good. And it's a about Facebook and about how this is all set up. It's called the trouble with Facebook. And uh, the guy's name is Roger Mcnamee, n. E. M. E. E, but it's a episode one 52. Yeah. But it's really fascinating because one of the things they take into consideration is that this company, Facebook makes their money off of collecting your data. The best way to collect your data is to get you to engage. The best way to get you to engage. It's put things in your newsfeed, they're going to piss you off. And it's like there's this division that's, that's rising in this country is coincides with social media. And it's not coincidentally,

Speaker 7:          02:14:34       and here's the thing, they don't even, the really fucked up part is the people who created these algorithms, that is not their intent. They're not trying to piss you off and they're not trying to create division. All they're doing is they're like, look, we just want people spend as much time on the site as possible. Algorithm, watch what they're doing and give them more like that. Right? And then, so it's happening accidentally. Yeah. And so then when we're all looking at Facebook on like, look what Facebook is doing, they're like, what are you talking about? Right. It's just about, we don't need to change anything. You know? Um, we just have an algorithm rewards engagement. Yeah. I know, I know that you, I know that you had a Jack Dorsey on, I did not hear that interview. I just know you had him on. I know that people are pissed off at, you know, like, um, and my own personal pissed off with them is that like they don't, they don't take enough ownership of it, you know, like, and, and that's not just, I don't wanna just focus on Dorsey Zuckerberg is the worst with it, you know, um, that they, uh, these algorithms are causing these behaviors and then they're saying, oh, that's not, oh well, no, we're not doing that.

Speaker 7:          02:15:34       We've just like, we're just trying to get people to be on the site more like, it's to connect people and so they don't change it.

Speaker 3:          02:15:40       Well, what if they had no algorithm? What if they just allowed it to exist as a, just a, a virtual message board? You know, Twitter, no, moderate

Speaker 7:          02:15:48       Twitter. Well that's, that's a problem itself, right? Cause like that's like, okay, a virtual message board with no moderators is like, um, like let, let's just talk about fighting for instance, right? Like, okay, when you've got a UFC fight, right, you've got to referee, right? You've got a situation you've created, you've got, you got to a ring, you know you've set things up. So hey, people are going to get hurt, but not more than you want them to write. A No moderators. That's like, Hey, let's have a street fight with nobody watching, right? No one's, there's no rules. There's an unlimited number of people in there. It's just people wailing on each other where people are going to get hurt. You know? So like I think when you are, uh, creating the platform, you're creating the place where the discussion happening, you have a responsibility for what kind of discussion happens in that place. You know, because you're the one who set up the ground rules.

Speaker 4:          02:16:35       They're trying to do that with youtube for awhile. They were trying to say that like if you have a youtube page and your comments are filled with antisemitic hate that you can get in trouble for that, but you were supposed to clean up your comments and then people went, what the fuck are you talking about? And Youtube was like, ah, forget it. Yeah. So I backed off

Speaker 7:          02:16:52       on Youtube. Right. That's youtube. Youtube is the one that allowed that to happen. The con is that Youtube is the one saying that we're not going to moderate any,

Speaker 4:          02:16:59       could they? How can they, well, I mean you, you, you literally need physical moderators. Yeah, I know. And then that's the contradiction that they're faced with the people. There's so many people. Yeah. And this is the issue with Facebook. This is the issue with Twitter. The real question is like, who gets to decide what is offensive? What is not? I'm sure you're aware of the learn to code fiasco. Uh, oh. I planned to her hand for saying learn to code. And it was really mocking this idea that people were telling coal miners who are losing their jobs, you know, hey, there's jobs in computer programming this out, you should learn to code. And so people started mocking people by saying learn to code and then learn to code. Apparently according to Jack Dorsey and Vigia, it got connected to a antisemetic remarks and hate remarks. And then I decided out this level of Internet, Internet nonsense. Fascinating. Because that doesn't mean anything like learn to code is not offensive. It's like, yeah, well it's ridiculous to ask a 50 year old man as a coal miner to learn to code and it doesn't have a formal education. That is ridiculous. But I mean the fact that you get banned for life for saying that. So that's actually even more Riddick.

Speaker 7:          02:18:10       Yeah. But then there are cases where people go and they try to create like a, if someone, if someone who look there are antisemites out there, right. They do try to come up with like ways to indicate antisemitism to each other that other people won't detect. You know what I mean? Via you know, slang. Basically her slang. Right? Um, and, uh, at some point someone needs to be able to say, okay, wait one second, this is, we figured out this an 87 x slang, so we're not going to allow you to say it. You know what I mean? It's like shit, like 88 or what, isn't that a thing where it's like, yes,

Speaker 4:          02:18:40       yeah. H H how Hitler

Speaker 7:          02:18:42       the problem, right? There's the, this is the exact problem that you're talking about. Um, so, but the contrary, the contradiction that all of these platforms have, right, is the early days of the Internet. Remember the early days it was like, uh, people were really concerned that people would start suing websites because of what was on the website, right? Like, um, like the pirate bay, the big torrent site, you know, like you're gonna get sued because you've got DVD screeners on there. No hold. I said, we're just, this is just where people can upload the shit. You know, Google getting sued because they would, you know, direct someone or the DVDs crunch, they searched for leaks, DVD screener, you know what I mean? And so that was a big concern in the early days of the Internet, right? And so we established this precedent that like, no, no, no, these sites don't have responsibility for that right there.

Speaker 7:          02:19:24       Just how people are connecting to things. They're not people doing the bad shit, right? You go over the people doing the batch shit, not the people who made it possible to find the bad shit. Right now though, we're in such a place where, so all these businesses built themselves on the idea of youtube, right? We don't make anything right. Youtube, we just give you a place to upload your videos, right? So at first that's fine. All right. Just take down the antisemitic, you know, white supremacy videos, right? Whatever. Right? But now there's so, so many of them. Right? And also, not only that, Youtube's algorithm is directing people towards them, and Youtube is selling ads against them and making money at them. Right? Um, and at the same time, like, you know, these, these videos exist, right? Um, uh, and, uh, at the same time, there's still trying to say, well, we had no responsibility for that happened. [inaudible],

Speaker 7:          02:20:09       you guys built a system where any kind of content is allowed and you are, you've also got the sentence and that's directing people to that content and you build a system that's making money off of that content. Think you guys have a little bit of responsibility. Now. I agree that the question of who polices it or whatever, that's an extremely complicated conversation. But like that's what I'm just saying about these companies trying to have it both ways. They're trying to say we have no responsibility for what's on the platform, but also we've allowed this kind of content to go up, you know,

Speaker 4:          02:20:39       don't know if you to profits on antisemetic videos. I don't know. I talk about in my show of a demonetizing aspect of youtube that affects people whenever anything's even remotely controversial, controversial.

Speaker 7:          02:20:55       They've started, they've started doing that. Um, up until like, there was a case, I talk about it in my show, um, uh, like a year, year or two ago where they were like running under Armour brand a underarmour ads on like white supremacy, youtube videos, you know what I mean? Yeah. And that that was like, and their algorithm was causing this, what's causing that to happen? Right? And these are videos getting a hundred thousands of hits and it was like major brands and those brands found out. Oh Wow.

Speaker 4:          02:21:16       Wow. And then the title of these video, like we'll kind of, we'll get on it. They say obvious antisemitic thing.

Speaker 7:          02:21:21       These were, these were obvious enough that anybody would be pissed off about him. Yeah. Um, and uh, so that's where the demonetization thing came from, right? Because they're like, oh shit, now the people who actually pay us, the advertisers are pissed off, right? Yeah. So, okay, let's put a bandaid on the problem and let's do monetize videos. Right? Here's the problem. Now they're doing that. They're just doing that algorithmically, right? They're choosing which videos to demonetize algorithmically. So sometimes they demonetize stuff that they shouldn't. That's definitely happened a ton and a lot of shit is still getting through the cracks, you know? And again, they're saying, okay, we did what we did, what we had to know. You guys didn't solve the fucking problem because now people are pissed off again. Right. So that is the vine that these companies rent there based on this premise of we don't moderate, moderate anything. But when you do that, a lot of shit comes in and now you're in the position where, sorry, it's still your house. The Shit's happened in your house. You had through the House party dude. Like stuff like the base got broken. It's your fault. At the end of the day you have to take some responsibility for it. And then, well how am I supposed to police do a hundred kids? I don't know. You're the one who threw the party. That's a good analogy because it sits right.

Speaker 4:          02:22:23       The scale. That's the problem. It's probably more like 200,000 kids in a house. Totally. Cause it's, there's, it's unmanageable. Yeah. When you think about how many different people are on youtube and how many different countries are uploading videos and you know, some of them are isis beheading videos. Those, those, like there's a bunch of cartel videos that people have sent me to on Youtube and they stay up for a little while. Yeah. You know, you get to watch some horrible shit for a little while before they catch on. Or like I talk about these

Speaker 7:          02:22:47       videos, uh, in my show where like the, the weird nonsense kids videos on youtube where it's like people in Spiderman costumes doing like weird community theater. You know what I mean? In like Spiderman, Elsa videos or like so strange. There's so many, if you look at kids youtube, it's still so full of it. Like they've tried to stamp it out. There's still tons of it. And these videos, like literally I show a video, which is just total nonsense, like looks like it was made by a computer. It's just weird garbage doesn't look wrong until you actually watch it closely. And then you're like, this video is saying we are nonsense. The video has 600 million views, right? And it's just garbage. Right? And I have literally spent my whole life trying to make good internet content, make condoms the funny entertaining that people like and I can't get close to that number to hits. And it's because the algorithm is controlling what people are watching, right? So penny towards people towards nonsense.

Speaker 4:          02:23:37       Well, so that people are watching this because it has Elsa or Spiderman or they're watching this,

Speaker 7:          02:23:41       they're watching it because they're a five year old and the video was given to them up next by youtube and the video's title and key words and like content has managed to hack the algorithm, find the weird edge case in the algorithm that put it in front of those kids over and over it.

Speaker 4:          02:23:56       You've seen the ones where they break down those videos where it's weird like there's always like a baby and alcohol. Yep. And someone always gets hurt from a broken bottle like you over and over and over again. These things happen. They do that because it's sort of like they've found that people that make those

Speaker 7:          02:24:09       videos have found how to hack the out because algorithms are not that smart. Right? They're not brilliant things. They're just like a little bit of code. It's just like in a video game you don't have, when you're playing a video game and you like figure out, you're like, oh, the video game thinks that when x happens. I'm trying to do why, but now that I figured that out, I can exploit that. Right, right. I can figure out how to freeze that guy in place or, or just like when you're a kid and you could figure how to scroll. The enemy's off the screen in nes games go left then. Right. Oh, they disappear. You know, you'd figure out how to, how to hack the algorithm. That's what the people who make these videos have done with the algorithm as well. They figured out a little whole

Speaker 4:          02:24:41       in a way that works and they forgot it. Oh, if we just do this, the video gets shown again and again and again. And here's the thing, 70% of all videos watched on youtube are being served by the algorithm. 70% people are watching a billion hours of youtube a day. So, so people are not choosing what we're watching the algorithms choosing and the people that the video is, the algorithm is showing us are the ones that people are like hacking. You know, I like these weird fucked up video, my shoulder, this algorithm. Yeah, that is really interesting. And it's also interesting that these companies have figured this thing out. Like A, I don't know if you ever get, you see, um, like whenever I post something, um, they're always be like if I post something on Instagram, there'll be look within the first, second or two, four or five of these accounts that like a, are you just going to pretend

Speaker 6:          02:25:24       I don't have a giant booty? And you're like, what is this? And you go to it and it's some weird sneaky sort of computer generated thing where it'll say it on with a bunch of different accounts. The exact same thing with emojis and then you go to it and it's some ripped off pictures of some girl with a big ass, right? Yeah. And then somehow or another, the trying to get you, but they've capitalized on this comment section to find people that have posts that get a lot of comments and you get a lot of views and then they go right to it. And then that's how they tap into it. And that's my point of, of how this works, right? So Instagram set up a set up a comment system. These people have figured out how to hack the comment system to get their bullshit spam on the top within seconds. I mean it's so fast they couldn't possibly have written it yet. Like it has to be a program and that's, and that's Instagram's fault for allowing that to happen at the end of the day. You know what I mean? Like that's Instagram's problem to solve. You know? And that's the problem. All of these platforms have that. The Prime Youtube has as a problem Twitter has. And so whenever they say, oh no, it's just a couple of bad apples, it's like you guys threw the party, you guys figured out how to fix it. Right? Shitty orchardson yeah.

Speaker 6:          02:26:31       I mean youtube is amazing in that, you know, you really can be entertained with things like for someone who's into obscure things in particular, it's one of the best resources ever. I a career off of Youtube. Yeah. I mean it's, but it's also like if you want to watch old things, you want to watch interesting things. I mean, you can find almost everything on youtube, including things that are not true. Let's, this is like whether cracking down on certain things like earth videos, it's a library of Alexandria man. Like I remember there used to be like in New York, uh, I never actually went and did this, but there was like a museum that had like lots of old archival TV. You know, you could go back, you could watch the first episode of Johnny Carson or whatever. You know what I mean? I was like, oh, that's so cool right now.

Speaker 6:          02:27:12       You don't need to go to that library. You can just, it's literally on Youtube. The first episode of Johnny Carson ever is on Youtube was the guest. Uh, I don't remember. Um, I don't think I'm exaggerating. I have seen it on the web. I saw like his very first appearance. Sure. It's up there, or at least the early, you know, cause maybe the early ones weren't taped, but it was like super, super early. It's got like black hair, you know? Wow. Um, and so like, you know, every episode of the daily show ever is on the Internet, you know, and so, uh, and you know, say you like, uh, you know, name a Sonos, Sonos, I go send, I just go watch a, you know, name an old jazz musician. You can, won't go watch him play live. You know what I mean? We watched the loneliest monk closeups of his hands, you know what I mean?

Speaker 6:          02:27:47       That's incredible. That's incredible. And so like, and I still hope in my heart of hearts that like that is at the end of the day, Youtube is serving a good purpose because we still have access to all that information. You know, my videos do pretty well on youtube. My videos aren't, aren't white supremacist, you know, Spiderman nonsense, they're good, you know, so hopefully they're doing some good in the world. But at the, you know, I as I hope in my heart of hearts that like, you know, this is still a positive force for humanity. I think it's a positive for us. But overall, the problem that we're talking about, whether it's problem with youtube or the problem with the Facebook algorithm, any of these things,

Speaker 4:          02:28:22       it's people that suck. That's the problem. Yeah, it's not, it's not people that are putting up videos of Thelonious monk. It's not, you know, someone making something educational on vitamins or something like that. It's bullshit. The bullshit, the problem, the problem is people exploiting the system and using that system to stick nonsense or, or bad things up there, but if you're the company that's allowing that bullshit to happen and you make money off of it, you know it's an issue, but it's also, it's like part of it is a really interesting to me, like part, I don't like the fact that it's all this. I don't like the fact that there's some ungodly number of kids. I think the fucking world is flat because they watched a youtube video and there was no one who is there while the guy was making the youtube video to go stop. That's not true. I'll show you how. This is how you do it. There you go. There's the data. Okay, next. Keep going. Stop. That's not true either. You don't know what the fuck you're talking about. Of course it works like that. This is why it works like that. And this is what it means. Did you see our video on the moon landing? No. Oh, this is one of my favorite videos.

Speaker 7:          02:29:17       Did. So, uh, you know, it's about how the moon land, th the thesis is the moon landing could not have been faked. It would have been harder to fake the moon landing then it would have been to actually go to the moon because the technology to fake it did not exist when we talked to a, uh, forensic film guy. Right? And he was like, spins. He's got like a, he's got a fucking Oscar for, um, you know, analyzing old films. Right? And he walked us through it. He's like, look,

Speaker 4:          02:29:43       the shadows are parallel. Right? They're not diverging. You know, a close light

Speaker 7:          02:29:48       source. The shadows would, would diverge. Right? Um, so

Speaker 4:          02:29:51       wait a minute. You know that that's like, one of the big arguments for the moon hoax is that the shadows intersect. The shadows indicate multiple light sources. Uh, well that is because, uh, when, but that's one of the main arguments. That is a, I believe that's reflected light. Okay. I'm getting past my memory of the segment, but used to be a full on moon hoaxer I fully believed we never went to the, I shouldn't have brought this up. Watch the documentary that was on Fox TV while I was on news was like 1995 or something like that. I was fucking convince these radios, one of my favorite sitcoms ever by the way. That is a unacknowledged classic. Uh, I have watched the whole series like three times. Um, that show is so, I'm sorry, just go ahead and set this up. Anyway. Um, back then Fox News actually aired a full one hour show calling co called conspiracy theory.

Speaker 4:          02:30:42       Did we land on the moon? And it had me fully convinced there was all this shit that they showed, like the same background being used in multiple moon missions that were supposed to be on completely different parts of the moon. Like how is this possible? It's supposed to be like nowhere near each other, but they have the same background and that is a, it looks like the astronauts are on wires and it looks like the light sources are there, multiple light sources and the shadows are intersecting. And you know, all the fucking astronauts, when they came back, they did this, uh, Apollo 11 post flight, a press conference, and it looked like they're completely full of shit. I was all in dude,

Speaker 3:          02:31:20       all in, all in and now you're all out. No, I realized, I don't know what the fuck I'm talking. That's one of the, we all need to be a problem with being all in with air, with anything. But we also found that they did fake some things for publicity purposes. Photographs that were used that were, uh, photographs from tests that they did inside a warehouse with all safety equipment and then they blacked out all the safety equipment in the background. And s pawn those photos off as spacewalk photos. But I think that's overzealous publicists. It doesn't mean no one went to space. It's like making leaps. Is it public? Well, what's the simplest explanation? If you did fake some footage, well, it's probably a bunch of simple explanations, but overzealous publicists, people wanted to show people video that they didn't have video of. Maybe the, the photos didn't come out so well, so they fake some of them.

Speaker 5:          02:32:09       Well, let me let, let the, the thing about the shadows diverging, my memory of this is, we don't talk about that. When people say they see the shadows diverge, right? If you actually go outside on a sunny day, when you have a single point of light like that with light reflecting, you will see two shadows of yourself going in different, there's one dominant shadow and then there's a, there's a secondary one, right? But if the shadow, if the sun is actually far away, right? For the main shadow, you will see the same shadows be parallel, right? If you had a close light source, like on a film, on a film set, you see the shadows diverge, right? So at this film, Forensic Guy, come on and tell us, look, if you wanted to get perfectly straight light like that, you would need lasers. You would, and you would also, but you'd also need multicolored lasers because at the time all that existed were red lasers.

Speaker 5:          02:32:49       Right. They had not existed. They're not an invented anything other than red lasers. Right. So NASA would have had to have multi, multi decade advanced laser light technology in order to fake this. Another part of it is that they just hard Kubrick, he'd figured out, I mean, no, I mean this is, this is what we demonstrated in our segment. You know, another part of it is people forget the moon broadcast. The moon landing broadcast was something like a six hour live broadcast with no cuts, you know, and at the time, that was something you could do with TV, but you literally couldn't do it with film. Right. There was no way to record film as, sorry, there's no way to record TV at the time you had live TV and you had recorded film. Right. So if they were going to record it in advance, right. And then play it back, they would have needed a six hour long reel of tape.

Speaker 5:          02:33:37       There's no commercials. And they're, uh, I don't believe so. Um, and so, uh, they would have had to say, so we should probably know if there was commercials cause that's a fair point. But you know, you would have needed like an enormous film canister that also didn't exist. It was going to have an enormous film canister. It'd be those fucking hoaxers at NASA. Well done. And well part of the premise of the, part of the premise of the, we didn't go to the moon argument is that we didn't have the technology to go to the moon. So they fixed it. Right, right. But it's like, okay, well if you have to postulate that they had decades ahead of its time filmmaking technology, why can't you accept that they just went to the fucking moon, you know? So the, at the end when you go through all the things that would have to happen, right, in order to make it, have you really go through it and look at what

Speaker 6:          02:34:17       is the simplest explanation. The simplest explanation is that we went to the moon because it would have been fucking easier. I don't know if it would have been easier. If it was impossible to go to the moon, it would be insanely difficult to fake, no doubt. But if you had an incredible budget and if you had someone who really had the very top of the food chain knowledge in terms of special effects, what Kubrick did in 2001 one one was, when was that? When did 2001 come out and want to sell at 71 or some shit like that? When does that come out? Uh, see, yeah, look it up. I think it was earlier than that. Maybe 68 68 okay, so we're talking about before the moon landings, Cooper cats and pretty astonishing special effects in 2001 yeah, but the, the, I mean, the argument is that like even given, again, this is like film maker sang this, given the film technology of the time, the specific features that we see in the moon footage are not favorable.

Speaker 6:          02:35:16       You know, another part of it is, for instance, the slow jumping, right? The slow boom, boom. You know, you're on the moon, right? The big argument that the moon true Thurs make is that it was regular speed footage and it was slowed down. Right, right. And there's this dude on, I can't read the name of it. Um, but if you search or is there a filmmaker on youtube, right. And he just breaks down. Why like the ability to overcrank and like shooting slow mo like that. Like didn't, that wasn't how film cameras worked at the time, you know. Um, uh, and so couldn't air things in slow mo back then. Um, look you're good at, you're good at asking questions cause you asked me to get into details that I don't have a up top of my head, but that's the, that's the argument that, that the dude makes. Um, it's not one of the arguments that we make specifically on our show because we only had six minutes, so we did the best ones.

Speaker 6:          02:36:01       It's always an interesting argument when you're talking about the moon landing. I also know about how much your audience do you think is going to be fucking furious at me for talking about this because they believe the moon landing was faked. It like 15% I was exactly going to be my guest. It's always a number, man. There's a number of years. I think that vaccines cause autism. Dr Peter Hotez on here who is an expert in tropical diseases and autism safety and he's explaining that they've isolated five environmental factors that contribute to autism. When it's in the child's womb, they've isolated genes. They think they've got an understanding of what's causing this or how it's how it, at least it's happening, but it's happening in the womb. They don't think there's any connection to vaccines and autism. They think there's people who have autism who get vaccinated in their autism symptoms show up, but they were probably going to have those symptoms anyway. And there's a human correlation that they make. It doesn't mean that some people don't get adversely affected by vaccines because people have very strange reactions to all sorts of things. Cause we very biologically, it doesn't mean that vaccines are giving people autism. And when you say that people go fucking ballistic, the comments fill with hate and Zionist shill and this and that. It's wild. I get that shit a lot. But, but what we're doing here, you and I

Speaker 5:          02:37:16       are, even if we disagree, this is what I think is one of the most important things of our time, is the ability to have reasonable conversations. I agree. And I try to tell people, um, when they disagree with me, because when people come in and meet with a lot of heat on the Internet, you know, a lot of times I don't have time to get into it, you know, but I do like to occasionally, you know, reply and say, you know, someone like, Oh, you're so full of shit. Like you lied about this and that, blah, blah, blah, blah, blah. You know, and I tried to get new essay say, and I, and I say, hey, thanks for watching the show. You know, um, I don't feel that we lied. This is where evidence says, you know, what, what do you think? You know? And I try to take their temperature down, you know, and I don't match their anger is the most important part.

Speaker 5:          02:37:53       I'm like much nicer than their anger demands, you know? And that usually cools them off right away. And then we have a conversation, you know, and a lot of the time when I do that, uh, they leave going, okay, you know what, we, we don't disagree that much, you know, or, or okay, thanks for talking to me, you know. Um, but the most important thing I say to them is, uh, even if I don't turn them around on whatever the issue was, um, I say okay. They say I'm never going to watch your show again cause you lied about this, you know, cause I disagree with it but you're wrong about this. I'm never watching Shogun. And I say, okay, why would you never watch the show again? Just because you disagree with me about one thing. Like I watched tons of stuff with people I don't disagree, you know, like don't really mean that.

Speaker 5:          02:38:35       They just want you to feel bad. Yeah, exactly. Yeah, yeah, yeah, absolutely. Followed five, never watching you again followed like, does anybody think it's a good idea to only consume shit that you already agree with? I think it's better to challenge yourself and to watch things that you, that you don't agree with all the time. You Watch Fox News at least one hour every week. Do you really watch it an hour and just go, what the fuck? But it's happening. Yeah. I mean there's a lot of, you know, they're like, I want to know what white people really up to. They're scared all the time when they're around me. They lie. I need to know. I'll have to be, I would have to get high with Laura Ingram, see how she's getting in trouble for laughing at Nipsey a hustles funeral. That was very bizarre. Strange. It's very strange to be, they're laughing to be so dialed in to that.

Speaker 5:          02:39:31       Look, I understand when you're in, when you're one of those hosts, right? You have a message, you're dialed into it. You got to say that message every single day. Every single time you're like, you're a monomaniacal about it. You know what I mean? But to do that about, about someone's death specifically bizarre, you know? And that sort of gives you sometimes I think that TV shows or like a curse, you know, um, like I feel for anybody who has to be on TV every day, their life narrows down to that Little Camera Lens and they can't have a thought outside of it. You know what I mean? So all those paper, Tucker, Tucker, Tucker Carlson, Rachel Maddow, Laura Ingram, you know what I mean? Like they like chambers. Yeah. Apart from me disagreeing with, you know, some of them on various things. I disagree with all folks on occasion.

Speaker 7:          02:40:14       Um, like to live your life right in that Lens, saying the same thing every night. It must really impoverish your point of view in a, in a way that's really a bummer. And me seeing her do that, it's like, yeah,

Speaker 4:          02:40:24       that's a great perspective. Impoverished in your point of view. I think you're onto that.

Speaker 7:          02:40:27       Well, thank you. I, I mean, that's when I saw, when I saw that clip of her, I was like, I can't, I can't believe you know, but it, it, it, it's t being on TV makes you crazy person

Speaker 4:          02:40:37       probably does man with them. With Laura Ingram. It was also, they had just played a clip of one of Nipsey hussle is videos for one of his songs that was called Fuck Donald Trump. Yeah. And they were mocking the song and laughing and I'm like, look, it's not about the guys aren't the guy's dead. He was murdered in Los Angeles and obviously you look at all the hundreds of thousands of people that are mourning him in the streets. They loved him. Yeah. Why did they love him? Maybe look at that. Maybe because he was giving back to the community. Maybe it's because the guy became successful and still wanted to be in the community and help people out because he was a positive influence on a lot of young people. Yeah. So he had a song called Fuck Donald Trump, whatever. And then we're, and you know, the worst thing I think, what's that on that song? But it's not his why g what is the one ice cubes got a dope song about the president. He might, it might be like, kill the arrest, the president. It might be called the rest of the president. Pretty fucking good. You know, the, the, the worst thing that I think is his new ice cubes, new shit.

