Speaker 1:          00:00:02       Me,

Speaker 2:          02:16:09       Geometric patterns made out of love and understanding that, uh, communicating with you in some sort of a telekinetic language or telekinesis language, I don't think that you can really appreciate life unless you know that that's there. If you don't know that that's there. It's like you've lived three quarters of a life like you don't understand, there's there's an is an experience and it only takes about 15 minutes and you'll never be the same again, but you're going to come back and you're going to be burdened with all your past preconceived notions and ideas and all the things that you've learned from your life, but you're essentially going to be a totally different person. Now you're a person who can never Forget the things that you saw or the way that you felt when you experienced that. Now, whether that's just your brain getting tweaked with chemicals or whether it really is what it feels like because what it feels like is you're going to another place and we just assumed that the only way to travel is to put one foot in front of the other, getting a car, getting a plane with them. you might be able to travel chemically between dimensions and that might be what things like dmt are all about. That might be why it's made by your own fucking brain.

Speaker 4:          02:17:13       Well, we should make. That's why I probably just started sort of started this conversatIon by saying, hey, welcome to this thing that we're describing as a movement now because your deal, man, I'm being super hyper critical for no reason, but you're, you're already a part of this and I, and, and you know, the reason that so many people in my audience really appreciated this conversation and like era anticipated it is because they, they, they realize that you already carry this message in a way very powerfully in the way that you talk about society and the way that you integrate it. And what would I just want to do is that he does want to express my appreciation. Thank you. Thank you very much. but I think everybody does now. I think we've reached a point where I think reached a point. We're going to melt. It's the fucking ac down there fixing her.

Speaker 2:          02:17:53       oh, so they shut it off. Sons pitches a good. We feel the heat of suppression that mother earth gives us and this oppression will help us get through this podcast better. Um, look, man, I think everybody's recognizing it now. AnYbody with a brain is realizing, you know, bush was the first guy where everybody had to step back and go, wow, like because of the access to information, that was the first time we got real news, daily news online and shit. There was the first time people realize like, whoa, this is, this administration is bought and paid for like, this is ridiculous. Like this is the most obviously bought and paid like they're rocking it in a way that nobody had previously done. Everybody had been way slicker about hiding their connections to money into war profiteering, but the bush administration just let their freak flag fly.

Speaker 2:          02:18:42       They just fucking went out, started to wars. That made no sense. Profited a fuck load of money. if you could talk to George Bush, what would that conversation be like? If you could just get a loan with that guy, would you do it respectfully? Would you slowly try to chip away at it and try to get his perspective? Or do you think you would just lose your fucking mind when you were just in the face of someone who is at least indirectly responsible for the death of probably a million people and from my own ptsd in a sense? Yeah, sure. And what would that be like to be in front of that guy?

Speaker 4:          02:19:15       That's a great question. You know, and I, and I used to, when I was active with Iraq veterans against the war, when I got out of the marines and was disgruntled and started questioning things, I used to fantasize about that, like a physical violent guy punch him in the face. I don't think you should say that on the radio. well this was like George Bush. you know what? I think you can threaten them. A past president. I think you faked do that. No, but is that funny? They get arrested for that. I know I've, I've had experiences but now you feel differently. Well, yeah. I think part of my own philosophical development and my own experience going through to the point where I feel like I got to, you know, you never get all the way to the bottom, but like to the effective bottom of the rabbit hole for me where I, that allows me to function the way that I do now with the, my current understanding of the world.

Speaker 4:          02:20:04       You know, part of It was having a philosophical approach. There's a quote from a buddhist monk, thich nhat hahn, I'm sure I'm butchering the name, but it's something like when someone does harm to you, it is only because harm has been done to them and they are reflecting it back and they are expressing and, and, and to me, I see that that is what government as a whole is in the sense that it's pathological behavior. It is a relic of human evolution, of the scarring of the. The only way we were able to raise kids in the state of nature was you'll beat them. So they keep up with the tribe and the evolution of that into government. And I see that as a George Bush, simply a representation of that broader social phenomenon of government being the last manifestation of this desire to control and dominate and use violence against others.

Speaker 4:          02:20:55       And so it, You know, and it's not that the president is a pitch man or a puppet, he's a power broker, you know, he legitimately makes decisions, but the reason, the one who usually gets into the position as the one that is, is because he's reflective of the environment that produces them. And that's the existing power structure. And that's the paradigm of society as a whole. And that's why changing the paradigm and waking people up and the perspective that you share about government is so powerful because what ultimately determines whether or not you are going to be free is whether the human beings around you agree that you should be free and they won't tolerate people initiating force against you when you're acting peacefully. So the only way to do that is to make them happier. That's, that's the real trick, to get them to lighten the fuck up.

Speaker 4:          02:21:37       Things are not that bad. You know, you really look in perspective, things are not that Bad, but one of my biggest philosophical influences is stefan molyneux and he went through a whole process of describing this anarcho, capitalist, ideal society and, and really to embrace this philosophy, you kind of have to go through all of the resistances that people have like without government, who's going to build the roads, you know, and it's the same question as, as people would ask when we were trying to abolish slavery and it was, but without the slaves, who's going to pick the content? Is anything wrong with having a form of council, you know, the idea of calling them government and like, like what the obama administration was able to do, what the obama administration was able to do in this whole operation fast and furious. Or hE was able to, you know, just say I don't want to talk about it and why, what does it invoking executive

Speaker 5:          02:22:26       order or whatever executive privilege. I mean, how silly is that? You just let it. There's a giant scandal where they sold guns to mexican drug dealers and they said, oh yeah, yeah, we're just going to track them. One of those guns justify getting hold. One of those guns killed one of the petroleum. Yeah, like the idea that he would be able to use executive privilege and get out of that and to do it so blatantly like that. That's a creepy thing. Like you can't have things like that. That's what I'm saying. That kind of shit like that, but that's what I'm saying. Like in accounting for of council, that would never exist in a form of dictatorship. That's where something like that to get out of jail free. It's what do you think that you need government to accomplish and how you do it instead of having an arbitrage?

Speaker 5:          02:23:07       We'd like leaders and the lead, but I think the leadership, the anti political, it's anti leaders. It's, it's, it's, it's anti-authoritarian. It's saying we're not going to allow ourselves to be cowed. We are going to understand that as human beings and what we call the free market, we are able to cooperatively accomplish all the things that we've been convinced we need government for. Right? I understand that, but someone's gonna have to execute decision. Someone's gonna have to put things in motion. He going to have to a group code examples. what is the thing that needs to get done, whether you know it might not have a consensus of how many cops need to be hired as opposed to how many teachers need to be hired and how much they should get people paying for those services. How do they do that? They do that wIth a form of government.

Speaker 5:          02:23:46       They get together, they have council, they do it through corporations. They do it through companies where they able to buy protection services where they're able to get the the the legitimate services that police provide without forcing it on people just because they happen to even teachers meet. Even deciding what salaries are you going to have to have some sort of a way that people can interact with each other and someone's going to have to execute it. That's called the free market, but that person who executes it should be someone who respected council, someone who knows you. Take advantage of the fact that why are people doing their jobs jobs, the ceo of apple.

Speaker 5:          02:24:18       Why? What book? What made steve jobs the ceo of apple, very creatIve guy started off market forces. He was the most valuable one to be in the command of those market resources, so you want to turn the government and how things run into it. Just a big free market as far as police, as far as teachers, everything's just a giant freedom. I want to take the violence out of. I don't want to take the coercion now. You don't want it to be accomplished peacefully by people cooperating. Instead of saying, oh, well, you live here, you're going to pay these taxes. Oh, well, you live here. You're going to be under someone's gonna. Have to organize how the hospital gets kept up. Is that going to be a public thing or is that going to be. I mean you opposed to everything will look at how much more public space station are you opposed to public. I'm opposed to education that's funded by violence. How was it founded? By allowance? What do you mean by that? You think a child going to school doesn't understand that if they don't go to school everyday, their parents get in trouble and that the way the school is paid for by taxes that the parents pay against their will. Whether or not they have children in a school system, children get that. They understand that we grow up, but this is this. This is the status, but that's one way way of looking at it. It's also true that parents pay taxes

Speaker 2:          02:25:24       in a very specific neighborhood because they know there's a good school system in there and then they run rallies for the school system and they gather up money and people don't, and so that's also true. I see that and so that in community schools as well, that it's not always negative. Okay. That aspect of it, however, is superior. Is it not to the federal department of education coming into that community and st now you're going to follow these testing standards in order to get these funds and if you don't do what we say with this. So I'm all. I'm saying it's nice that a careful community. Yes. You see that difference. So that community should be determined not by people. I mean, what do you. How is this, how is the money paying the teachers? How is that coming from violence? I don't understand. How do you pay taxes?

Speaker 2:          02:26:05       What happens? What happens if you don't pay taxes? We're not contributing to society. I mean I don't think we should. Tax says we are not contributing to wider to corruption. That is true. So it's. So do you think that all taxes are bad? Do you think that we should have no taxes? Taxes are a moral. All taxes are moral. So how do we expect to pay for the city streets? How do we expect to pay to maintain some sort of a, a, a, a presence with police officers and fund them with cars? Is it all just donations? No, it will. This is the difference between what we have with government and what we already have in the free market. Do people pay for protection? Then? Does it become you can do it. The community. That sounds like a good idea. You can do it. The private cops that decided to not save you because you didn't pay for protection.

Speaker 2:          02:26:51       The differences with them all You get is protection. Whereas with the police today, do we get protection? Sometimes you do. No, that's not true. Good cops. There's, there's, there's good cops out there. Okay. Well what is not all bad? All cops are not bad. Just because some cops do a bunch of stupid shit and those guys in the video with you are clearly bad. Okay, so wouldN't. This is the mechanism by which you separate. The good cops are on the bad cops. There are the ones. No, no. This is the mechanism by which you actually do it is you take the arbitrary power of government away from them. You make them serve the market. You make them serve the people peacefully. You make them convince you that their services are necessary, not put a gun to your head and say, if you don't pay our taxes, you're going to get locked in a cage.

Speaker 2:          02:27:30       Well, I think that locking someone in jail for taxes is very unfortunate and it doesn't make sense when you think about how many fucking gigantic corporations have gone bankrupt and how much more that affected people. Then You know one person who's not paying the little tiny slice of the military industrial complex is pie, but you should have to pay something. It should make sense that you're getting something out of it and you should want to contribute. I live in a community and if everybody, if everybody said, well, hey man, our streets are all fucked up, but it mike gathered up all the names. Everybody lives here and realize if we all just chip in $100, we could fix this whole thing. I think it's worth it for me for $100 gun. And everybody goes, yeah, that would be beautiful. I'm talking about government. That's great. That's exactly. The technology allows us all the way. They didn't have jobs if we didn't have responsibility, children, careers, if we didn't have things we had to think about all day. Instead you're running around out there trying to figure out how to pay

Speaker 4:          02:28:22       the firemen and how to make sure that the cop tires are good and you know, at a certain point in time, how much micromanagement can you do in your community. Why w w, how is it for cable now? Internet, tv and your in your, in your, in your house. How is it that you get that without government? Uh, so you. But you proposed that for things that we think of as civil services, right? And he proposed that for like, cops will look at it. I just seen that kills tricky man hops. That's mercenaries. Think about what the fuck is going on. And I ran right now the problem with mercenaries is that they do things that the government funds them to do. That the market would never support. That ties. People only won't only want cops to do legitimate things. The only way that you have mercenaries doing things that are immoral is because it's funded by government in the first place.

Speaker 4:          02:29:06       okay. I can see that argued easily. Um, if, if tHey don't have a specific set of rules and are only open to the market, they're going to push as far as they possibly can to get things done. And if they're dealing with businesses that have a lot of money, they're going to do things that aren't legal. But that's what would happen if you privatize the cops and that's a fact. That's just how human beings are. If you give them little loopholes and you allow them to figure out how to get through those loopholes, they're like rats on a sinking ship and they're going to pop out and they're going to fuck things up. No, because the only, you're, you're, you're basing that on an understanding of the corporate structure of the current government paradigm where government empowers corporations to have an unnatural advantage in the market and protect them from competition.

Speaker 4:          02:29:39       So cops, man, hold on. No, no. In your scenario, you say, rich people like existing corporations and concentrations of wealth would abuse this ability to hire police forces and private whatever to be able to do evil things. Well, guess what? They already can. The thing iS what we have is a government that keeps the rest of us from doing the same thing. From being able to say that our demands for community safety services, our demands are being met by the market, not by a monopoly that's forced on us. This is why this is the premise of the drug war man. You do this. The drug war goes away. You do this. All unjust laws go away because the demands on the enforcers are the demands of the market there. What people actually want. The bad cops go away because you get to fiRe them. There's no police unions that say you can't fire people and there's going to be a law against this that if a cop shoots somebody, he's going to get paid leave.

Speaker 4:          02:30:25       You know that kind of bullshit. All of that goes away when you have roads. Like I was telling you the way that they're holding us back from technological development, but specifically like in New Mexico where the speaker of the house gets to just say, well, put that intersection by my land. so the value of it goes up. All of that goes away. And to say that, well, we need corruption goes away. Yes. How does corruption go away? Because it's in order to make money in the free market and this is the free market. Makes corruption go with will. Hold on a second. The, the, the capitalist ideal is that it's free individuals, multiple parties are able to engage in trade because it mutual is a mutual benefit, right? I, you know, I give you something, you give me something. We both believe that we're better off from it. This is the basic concept of capitalism, of free trade, of application of yourself as a capital resource engaged in the free market and anytime you introduce coercion into that, you take away from our ideal potential as humanity to engage

Speaker 5:          02:31:19       in commerce. No argument with that. So that's what government does. And so if you had, if you had the ability now is we do technologically obviously to pool resources to come. You're saying you're calling government, you're, you're defining human nature as government. You're saying anybody with power, you defining that as government? No, I'm just saying that would happen in your private top system too, right? Right. No, probably wouldn't work. Right? What I'm saying is that government is the current manifestation of human desire to control and dominate others by forest. This is the preMise. So that's the only way to govern what you're saying. Well, the only way to cover this definition of governing and without that it's impossible to have like a compassionate leadership. It's impossible. No, with that you have cooperation, you have leadership of people that are doing good work. So that's a government know.

Speaker 5:          02:32:03       What is the leadership then if there's, if there's a leadership that you've got a government, if you've got someone who's leading, you've got a government. So you've got another government, you got to benevolent government. Steve jobs was in a leader in the technological field. I think steve jobs was a general of apple. Absolutely. So was he, was he government? Yes. Absolute jobs. Was government for sure. If you were involved with that, finding government involved with apple and you left your phone, uh, you the prototype phone in a bar somewhere, even though it's awesome. Free publicity that you would be arrested or you, you would, they would for sure they check the guy. They fucking storm troopers house with machine guns. Looked everywhere for the iphone then that mean is that not like government would do? That's exactly what the government would do. And then they fire the guy.

Speaker 5:          02:32:43       That's exactly what the government would do. Yeah. So I'd say steve jobs was the government. Okay, well then then we're, we're still sort of talking about. And that is a corporation. I mean that is the real free market. I mean the corporation is the village of apple. Okay. But you're throwing up these objections that are, that are just objections are totally not objective. These are all, this is all just a devil's advocate, but then it's an, it's an important thing to say. but like I said, when when you were living under slavery and someone said, hey, we need to end slavery. The, the, the devil's advocate was saying, but who's going to pick the cotton? And the answer is, it may understand. I'm not saying that you should have an oppressive government. I'm saying can't we have people that we really love and respect real leaders? Because if you look at a guy like bill clinton now, now that he stopped chasing tail and everything, you know, you think he stopped, he think he stops.

Speaker 5:          02:33:35       He'll think. So imagine those, those girls and their hard drives, clinton picks. If they wouldn't stop there, be clinton dick pics, man. Don't you think there'll be worth so much money? How can the girls keep your mouth shut? do you know how many people clinton is killed? I wonder how many people clinton's killed. You think he's filled? A lot of people know, but I think after you suck his dick, you get a little briefing. Do you think that. Did you ever read the strange death of vince foster? You know, the story that guy, it's one of the guys involved. And somehoW or another he had some sort of connection to that giant real estate deal that the clintons were involved in were fucking this. Yeah, that's what I'm talking about there. There was a guy that went around that had this list of 70 people that mysteriously died around.

Speaker 5:          02:34:15       The clinton family might just be how things are done. It might just be how at a certain point in government, everybody just knows that's how shit's done. And it's always been that way. And you know, here's the zapruder film. I mean it's just, oh, he's been that way. It seems like. I mean, you don't bomb out all the things that obama said. You know, you think about the stores of obama being in Hawaii, smoking pot with his friends. His friends had. obama would go interception step. They don't take the joint. It would asshole fat stoner. Yeah. What was the news that obama was a star? He was an asshole. Stoner. Yeah. I mean, unless everybody's already high. And it's just funny. It's kind of funny. It could be an inside job. If everybody's already baked and you just pointlessly court. He's the guy always buying the weed, you know, and it's like, I'm a heavyweight, I'm going to buy the weed.

Speaker 5:          02:35:03       So, or it can be a selfish dick asshole power broker who's murdering people as a president of the United States. It was a strange time when obama won the nobel peace prize and then they sent 30,000 more people to Afghanistan, like a boiler change. It was so strange. It was like, wow, this is the part in the movie where you got go, what the fuck? You know, this is a part of the movie to watch, but it's like an episode of a giant, giant episode of the watchman if like they continued to make the series. Did you see the, uh, the watchman? You don't watch any moviEs, man. You know what? It moved from the cultural loop. What do you make it fun? I watched documentaries. That's where you get your fun. Really. Like I said, I go to the gym, I go to, I go to mma, that's fine.

Speaker 5:          02:35:53       I run with my dog, I go, I go to wholefoods, I go to target when I need to, and I'm in my apartment. I'm a total homebody. And you just working constantly making videos in the prize. Yeah, that's good man. but kind of have some fun in this life. It is, is. Do you ever go to olive garden? Know brian, you kid to, to all gardenIng in one episode. You're overdoing yourself. You're becoming a parody of your own creation. Stop it. Stop before you ruin this fucking beautiful show. Um, I'm totally not disagreeing with you by the way. When we talked about anything, It's just I just, uh, I'm a devil's advocate sort of a guy and I think the effort explore whenever someone gives me absolute, that's when I automatically go, oh, what about this? And it's not that I'm, you know, and people will argue with me on twitter and I'm like, I agree with you too.

Speaker 5:          02:36:37       I'm not, I'm not, I'm not committed to any version of the future that I think is going to be optimum, but I'm not averse to the idea that someone could be in a position where they could benevolently guide people instead of the idea of run us like a government, you know, and be able to be involved in some sort of fucking crazy gun running scheme and evoke executive privilege where you don't have to talk about the crazy gun running scheme that they sold guns to mexican drug dealers and one of them killed the us federal agent. You don't have to talk about that. Not in my vision of what's possible. I think you have to be accountable for all your information. You have to be accountable for all your duties and it should be a place of benevolence. I don't think that's possible, man with technology too is happening with your podcast.

Speaker 5:          02:37:22       I'm sure it's happening with this pot. No, no, no, no. I mean in a real simple mechanical sense, the way that technology is empowering, you know, google glasses, pretty soon we're going to have facial recognition embedded in contact lenses. Right? And to the extent that you want to make your information public, you'll people will be able to scan your face and see your reputation and it'll be your rep. There'll be some way of accounting for your reputation, be allegedly that pops up. If people want to see that your yelp score stars, you're going to be able to like we're all in that laser thing that they have at the tsa agents checkpoints now where they shoot the laser and read all your shit. You're going to have that embedded in your glasses. It's all going to be a part of this system of accountability. And it's weird because you know everybody should be uncomfortable about how privacy is going away, but if anything, you get the government out of it and you decide what your level of invasiveness is.

Speaker 5:          02:38:11       And that's what's so cool about this technology, empowering people to do things that we think we need government for that we really don't. And it's now with the technology as superfluous as it is, it's, it's, it's easy to see it. You can see it coming. I see What you're saying. what you're saying is that people are going to have to act together and instead of government they're going to have to form some sort of a sense of community. It's just really hard to do that when the numbers are so big. We're just not designed to deal and be able to manage hundreds of millions of people when one person is in charge of that, it's almost ridicuLous. Well, who's in charge of the internet? You know that's the high though. That's where it's happening. That's what's beautiful, but the internet paradigm is shifting right now at least can't really make physical things.

Speaker 5:          02:38:49       You know, a manifest themselves as easily as a group of people can. Well, our civil disobedience beach party, that was a group of people breaking laws and standing up to the man the other day happened on 24 hour notice because I got a facebook and a twitter account. Right? Well you dug holes and start. it's a start. We're working on the tax revolt for when obamacare is fully implemented. You know, but like this is, this is how you start is by celebrating civil disobedience. And second is the conversations that you've, um, you started on this podcast and the topics that you, you're so passionate about. This is really how it starts because now there's some dude right now that is on the train, on his way to work and he listens to this podcast every day and these ideas are imprinting in his head and they're helping him or influencing him in his decision and what he's going to do witH his future.

Speaker 5:          02:39:41       And that's where I think everything is starting. I think everything right now, what we're seeing as far as the changing of the world is nothing compared to the people that are growing up with the internet from baby to grown up. Because that's a totally different. They're not gonna. You're not gonna be able to sell them donald rumsfeld. Bullshit. You're not gonna be able to sell though dewey decimal system, horse shit. no. They're going to google and know on a fucking note, it looks like a laptop, but it fits in your pocket. You can fucking say, man, these other kids that are their teachers and calling them on their bullshit because they, they, they know that public schools are government run indoctrination centers. You know, you saw that, that made headlInes. Ignore all those schools are just cheap as fuck as what they are. They have no money and everybody suck.

Speaker 5:          02:40:25       What is the purpose they serve to government, man? No, it's more than that. There's a reason government has taken over education. It's. This is the dumbing down. You look at the federal department of education instituted like what? Forty, 50 years ago when we were at or near the top of every international educational ranking system. Now we're down like 30, 40. It's not by accident. It's by design. What I've seen to be dumbed down and not question government. They want to control the curriculum so you don't learn about topics like what we're talking about now. This is why they don't teach real history. They've been. Who is thinking, man, this is the real problem with that. I think it's more incompetent. No, you're right. No incontinent product of the paradigm. People don't benefit and profit from making the schools better, so it's easy to keep them suppressed.

Speaker 5:          02:41:06       It's not that there's some sort of a strategy to try to keep people stupid. It's that there's no money to be made for making people smart. So why should they try so they don't trust. So tHe underfunded schools, so when things get cut, cut the fucking teachers pay for fuck math suck. My dick cut her pay. So that's what we need to balance the budget, which we do. Cut the school no more wrestling and that's where it's coming from. It's not coming from some fucking grand poobah plot with as much assholes standing in the middle of a field burning in effigy, deciding how people stupid, incompetent. It's incompetent conspiracy. What can be described by incumbents? Comments? I learned that from work, especially with government, government workers, right? Government fucking workers. That's the. That is the tap out job of all time. you're like, I'm not.

Speaker 5:          02:41:46       I got no ambition, man. You know what I gotta do you know what you want me to do? This is the reason and it's not by accident. The first thing they cut from the curriculum is your ability to see what is happening. What is that? What's going to help you? They don't shit teachers to folks. They don't teach. They don't teach. Well the august, they don't teach cIvics anymore. He put you in a room with a teenage kid. That's a nice guy. And uh, when a water put you in a room and a teenage kid, that's a nice guy and he lets test, tells you to go to all his favorite websites. Can you guys just go to websites all day and you learn shit? Now look at the cnn. Look at this. This is a story right here. This is how the egyptian god got in government.

Speaker 5:          02:42:22       I hear this now you go like this and you find out. Well they were actually worse off with the new government in Egypt because they're even more crazy. The muslim brotherhood. Oh shit. I mean you can get more education and have a couple of hours with a curious person and a computer then you can out of most school day. Well, this is one of the things that that's happening in America right now. This will we call the libertarian mind melt and It's kind of a phenomenon we see people going through. We used to joke like, what's the dIfference between a minnaar kissed and an anarchist? You know, someone who kissed someone who believes in government limited to the constitution or to specific principles, you know, the government should only be used for this or that as opposed to really we should evolve past government and that expression. A menard kissed. How are you spelling it? Am I on? I'm on invest. Minimal. That's exactly. And ron paul is often confused as them in our case, you know, he's, he, he presents a monarch is

Speaker 4:          02:43:11       platform as an immediate practical transition of going back to the constitution or at least getting government restrained to what it's, you know, legally authorized to do supposedly. And his, his end goal though is a volunteer society. And when I interviewed him for my tv show, we talked about this and he says that he is a volunteer. It's all human interaction should be free of force, fraud and coercion. And when, when, when you really get that, you know you're, you're okay saying I don't know, when you look to the future and you're okay saying law, when we don't have slavery, I don't know who's going to pick the con. I don't know if we're going to have big machines that do that are going to pick, pick the cotton for us and then spit out t shirts like we don't know how that's gonna happen and who's going to build the roads.

Speaker 4:          02:43:53       We don't know what's the exact system that the market is going to be able to do. Who's going to do it? People are going to do it. People are gonna do it peacefully. And when you understand that government is not going to be potholes everywhere and nothing is ever going to get to that part, lazy bitches, they're gonna show up late half ass day. The hospital's going to smell like armpits and listen man, I don't know. People are ready for that yet. I see what you're saying. we both want improvement. I see whaT you're saying. I don't know if I'm married your system though, man. I don't know if I'm married to this crazy people. People use, people will go system, people are, are, are going through this and and in the course of. I mean we've, we've been talking for a few hours. Then of course if a conversation, it's very hard for someone to really shed their, their attachment to violence because that's what it is.

Speaker 4:          02:44:35       YOu have an comparing violence though the government doesn't necessarily have to be violent if it evolves in the council 10 minutes, you just got the 10 minute warning at three hours are fucking thing becomes a pumpkin. Oh, we're done. Well that's the definition will of government. It's all backed up by force, but I know that that is an option, but I don't necessarily believe that the idea is that everything you're doing, you're doing the threat of violence, so we're just using different terms of threat of violence is only there for people that don't want to subscribe to the standards of the community. I'm doing whAt I'm saying. I'm defining government as the use of violence in that sense. So you're just, you're just, you just have a broader sense of what government is. Only the use of violence. If things go wrong, it's not the use of violence or if someone disagrees with the majority, that's just shit cops.

Speaker 4:          02:45:19       It's just shit that anybody who doesn't want to pay for wars, you can protest all you want as long as you keep paying your taxes, they'll still be a war. Right? I see what you're saying that your money's going to go to that anyway. But what would be a beautiful thing if you were able to vote whether or not your money went to the war, boy, would award be different than if you could like check off of what someone should introduce that they should say you get to vote whether or not any of your tax dollars ever get you anything. Military has to be road worldwide. Yep. And you'd be like, fuck you. If you could actually decide to pay less taxes or more tags. What I'm advocating, that's exactly what I'm advocating in war. The wars would be really small, just like cold up fights between a couple of extra dollar. Just so keep me safe. ExactlY. Be free, free to watch people drive

Speaker 2:          02:46:10       around in a circle. Listen, ladies and gentlemen, we're going to get through this. I don't know if it's going to be the adam call cash model or if it's going to be the terence mckenna mayan apocalypse, 2012 model. I don't know what the fuck's going to happen, but we're going to get through this too. Man. I feel really bad now. I spent time answering your questions and talking about why do that. I always, because I wanted to ask you, I wanted. I wanted you to. I want to get Your your mentorship and tap your wisdom and see about what you think I should be doing differently because you're not listening to anything that you're doing what you want to do, and I think what you want to do is educate people, enlightened people, express information, and I think that's a beautiful thing. That's why you're so happy.

Speaker 2:          02:46:51       You're happy because you're genuinely doing good things. You're happy because you're genuinely affecting people in a positive way. You're putting out a positive blast of energy and information and allowing people to empower their thoughts and allow people to realize that, hey man, I'm not crazy. I'm a nice person. There's other people like that out there. There's other people that believe in truth and what real liberty is. Liberty is having the liberty to do what you want and we're not affecting people. Having the ability to roam anywhere unrestricted. You don't have to be fucked with by someone that is just there because there's a job opening and that job opening is controlled. People enforce this shit that's written down on this piece of paper, so you're doing great already. Well, that's exactly what talking. Keep. Keep on doing what you're doing, man. Just do what you're doing.

Speaker 2:          02:47:32       That's what I'm going to do and that's what brian does. We know what the right thing to do is, man, we all have an internal compass is telling you what to do. She's got to figure out a way to avoid all the pitfalls in life that can keep you from accomplishing that are going in that direction. Everybody's is different. You just got to find it. You dirty bitches. This is not a fucking self help show. What have you done to debate? Do. Thank you very much. We talked about masturbating for like an hour an hour. Well, that's, that's a good amount of time to take off if you ever want to come back and do it again, man. Let's do it again. Do it again in the future. If you're ever in la, les again, and now that you're a legal medical patients, I'm sure you have to come back and get medicated.

Speaker 2:          02:48:09       I'm thank You everybody for tuning in and thank you adam. Coke cash. Please watch his podcast. Adam versus the man.com versus the [inaudible] dot com. Follow him on twitter. Adam, coke k o k e s h on twitter. Brian redman, please follow him. Red b, a n follow alien ware. Mma just for a goof. Follow cto coconut water. TheY're the shit and nice people and go ahead and follow the fleshlight. You freak. Do whatever the fuck you want. Thank you to [inaudible] dot com. Go to a o n n I t a. Use the code named brogan and save yourself 10 percent off any and all supplements. We've got a show tonight at the ice house. It's going down in about two hours and 20 minutes, ladies and gentlemen. and it will be done by rare greg fitzsimmons. Uh, ari shaffir brian red band, ico, tanaka. Brian murphy, tony hinchcliffe, hInchcliffe.

Speaker 2:          02:49:01       and me and our san diego shows sold out friday. The first winners. A few more tickets left in thursday. There's a few more tickets left. So there's more than one show on friday. Yeah, there's two shows. What time of day? I think 8:30 and 10:30. I got two shows friday in san diego. Last gentleman's comedy company, one of them's already sold out. So come on down. You dirty freaks. This is my first experience at comic con and if you're listening to New Jersey, we have another civil disobedience swimsuit protests on the boardwalk in asbury park this saturday, July 14th. You're not allowed to wear swimsuits on the boardwalk. It's punishable by a thousand dollars. Five days in jail. What kind of content is this? We're standing up to the man that is not a cop that is a glorified revenue collector. That is sometimes so is that a piss poor job of managing that fucking community?

Speaker 2:          02:49:47       It might be just because they don't want girls with thongs around little kids that are on the pier. Why let them learn young to see that? Take a good look. Right and haven. I gotta get one more plug in if I'm to sperm veterans for ron paul who are so inspired like I am by his message to be on this philosophical journey. We're going to be marching on the rnc in tampa. August 27th. Be there for paul fez. Hold on. You just say you're going to march outside in tampa in fucking august. Eight miles preposterous. I was in fallujah. What do you expect? That's crazy, man. You got to kill some old people. We're going to go salute ron paul because he's woken so many people up there. Drive air, air conditioning and shit. Maybe we'll wave a flag out the window. You can drive and meet us there just to get a tattoo.

Speaker 2:          02:50:30       we're going to salute ron paul. I'm not walking outside side. Listen, ladies and gentlemen, this fucking podcast is over. Thank you to adam call cash. Thank you very much. There's a lot of fun, man. Like I said, we'll do it again, brother. Absolutely. For sure. And if you ever need anything you know tweeted, you want to let people know, let us know. Yeah, spread the information revolution.com. Go get. Get yourself some kettlebells. He's dirty bitches and some fucking battle ropes. Get all manly. Alright, we will see next week. We've got a lot of people coming up soon. We've got a kat von d and I are in talks of doing a podcast next week. It'll be kevin smith's podcast. I'll let you know. We're working that out. You guys are giving me a hard time for hitting on the wheat chick on the air. You guys are talking to porn stars.

Speaker 2:          02:51:10       Kat von d's are poor. So she's a tattoo artist. Oh my bad. I've been. I'm talking about brian earlier. What are you talking? Oh yeah, well they're his friends actually. He has. He does podcasts with them. He's actually doing a podcast. Tara patrick rather show it Sarah Patrick, saturday night at 90 show at the same club. American comedy co.com. Desk squad. That team and solar than me. Oh, this is nothing cool about that. All right folks, thanks for all the love. I can't say it any more succinctly clearly than that. Thanks for everything. Thanks for the twitter messages. Thanks for all the positive energy. Thanks for basically being a part of all this. I don't even know what the fuck this is, but something's going down the love aleutian strap in. I don't think it's that. I think taking off as a species. Get ready. Alright man. Maybe see you.
