Speaker 1:          00:00:00       Hmm,

Speaker 2:          02:05:42       Right. That's sort of shifting. It seems like there's more people that are thinking that liberals are mean now than ever before because of the way they're attacking thing. Yeah, because liberals are now so intolerant, which is the craziest part. Like they like to pretend that there are so tolerant, but they're the most intolerant people out there. Only tolerant if you agree with yes. And to be tolerant, you have to tolerate intolerance. Right? That see, when we talked earlier about discrimination, look, if somebody is a racist, I'm going to tolerate that. Fine. You can have your own opinion. I can disagree with your opinion, but fine. Live and let live. I live in a free country. People can do things I don't like, but to a liberal, if you don't, if you don't think exactly the way they think, then, oh they, oh yeah, they're, you know, harass you.

Speaker 2:          02:06:26       So they're becoming evil and mean. So they used to just be ignorant now. Now, now they're. Now they're ignorant at admin. Well, not just mean, but harassing people, encouraging people to harass people that have separate political views and opinion. Yes, it's, it's, it's very, it's very strangely. Anybody who supports the trump administration or is even a part of it is people to get harassed at restaurants and. Yeah, and you know, I wish I could be a bigger supporter of trump. I mean I voted for him. I, I really liked trump as a candidate a because he was saying a lot of the same things I was saying when he was a candidate. It's just at the minute he said, well about the phony economy and you know, how we have to, you know, the numbers are not right and we have to shrink government. So from you economically it made more sense than Hillary.

Speaker 2:          02:07:15       Well, I mean Hillary would be certainly a disaster, but the irony of it is why would she be a disaster because she was just, you no more big government. I mean, you know, and I think she would have continued the failed policies, but unfortunately trump has continued those policies as well and he could end up being a bigger disaster if he is the catalyst to put a Bernie Sanders type into the White House in response in response to how much worse the economy gets and he takes the blame for it. But do you. So this is all predicated on your initial view that the economy's going to crash inside the next three years. If it doesn't it, it does really well. Well, it stays in this state that it's, it's. Is it doing that well now it's just a bubble. It's, I mean it's, it's, it's, it's no different than it was when Obama was president.

Speaker 2:          02:08:01       There's just some more optimism that things are going to change. But when you were talking about this before it happened and I remember you going on these different talk shows saying this is going to crash and people weren't listening to you and they were like, oh, Peter Shifts does nobody's talking about. And then it did crash and then they, they listened to you. You're the only one that's saying it's going to crash again. Well, they never really listened to me. They kind of tolerated me. Here's the deal. They had to. Because you are right. Well here's the irony of it all because you know, leading up to the 2008 financial crisis and if you go to my youtube channel, you could see like my introductory video is a little montage that I actually shot as part of my senate campaign when I ran for Senate in 2010, but it's a, a bunch of people you know, mocking me and then a lot of the shows that I went on where they said, hey, you were right.

Speaker 2:          02:08:46       You know where the one guy that called it. So I used to be on, I was on television a lot on Fox, CNBC, CNN, Bloomberg, probably once a week for three or four years. I was on something. And then I used to get the Washington Post used to call me the New York Times. You know, I, you know, people magazine articles were written about me when I was just lone kind of crazy guy talking about a housing bubble, talking about a financial crisis that was coming. They at least gave me a platform to air my views even though they mocked them and laugh at them. I was still there. I was like the gloom and doom guy, Dr. Doom. Um, I think Time magazine did an article with me. I had to pay, had a sickle in my hand, you know, like the grim reaper. But anyway, so then, then we get the financial crisis and all of a sudden I get a little bit of notoriety, you knows, to Domus Ah, Peter Schiff was right.

Speaker 2:          02:09:36       But all in all over the last few years that nobody will talk to me. I'm not on any television shows about it. Well, I, I think that at this point people just think, look, you know, I've been saying talking about this problem for so long. They look, he doesn't know what he's talking about. They forget that I was warning about the problems in the housing market for four or five years. You know, as the prices kept going up, you know, it's not like the things that I see happen immediately, but I think, you know, at this point, maybe in the past they thought maybe there was a chance I could be right, even though it was a slim chance. Now they probably think it's impossible that I could be right. So why even give me any air time. So I mean like I come on shows like yours and people actually get to hear the truth, but if you go back to what I was actually predicting, 2008 financial crisis was the beginning of the end, not the end.

Speaker 2:          02:10:27       What I, what I was predicting. And I wrote a book about it, crash proof, how to profit from the coming economic collapse. It came in February. Oh seven. I said we have this huge bubble. We have this housing bubble that the Federal Reserve created, right? Not the, not the private enterprise. It was created by government. And in fact, after the financial crisis happened, Congress had a, um, a, a hearing to try to determine why we had a financial crisis. And I tried my best to get invited to testify and they refused to let me be there because they didn't have anybody there that predicted it because they wanted to basically come to a conclusion that they had already arrived. That was that it was caused by a lack of regulation and we need more government. Right. So they didn't want me there to say it was caused by government and we needed less government, although by the way, I have testified at Congress twice since then and both of my testimonies are on, on the, on Youtube.

Speaker 2:          02:11:16       And you got to watch him. It's incredible stuff. And in fact after I was on the first time I was convinced they would never invite me back because I don't treat these guys with the type of respect that they normally get. So I thought they would never invite me back and they actually invited me back. And then the guy that invited me back on fire. Okay. Yeah. So I'll never. There's no way that they're going to bring me out again. Much better suited for. I mean in those talk shows they bring you on. You're so much better suited to doing your own videos or doing something like this where you could just go on, well, yeah, I mean now, now see now a complex issues. Now I have my own platform. I have a lot more people who listen to my podcast and who you know then that I did back then, but the point that I wanted to make about the crisis is I wrote back then that we had this bubble and we were going to have this crash, but the economic crisis was not going to be that.

Speaker 2:          02:12:08       It was that the collapse that I saw coming in, oh, eight was the beginning. I said that we have this disease that the Fed has created and it's manifested itself in this housing bubble and it's going to pop and we're going to have the worst recession since the great depression. We're going to have double digit unemployment. We're going to have trillion dollar deficits, but I said, that's not what's going to kill us. I said, we're not going to die of that disease. That disease is survivable. I said, what's going to kill us is the government's cure. They're going to print so much money, they're going to try to reflate these bubbles and that's going to cause a dollar crisis and a bond crisis, and that was what was gonna destroy the economy and that's not happened yet. Now what I did not know at the time, and I didn't put a date on it, I didn't know it would take so long.

Speaker 2:          02:12:54       I mean here we are 10 years later almost, and it has. That hasn't happened yet, but you think it's got to happen and what I got wrong, I said the government was going to try to reflate the bubbles. I assume they would fail. They succeeded. The bubbles now are bigger than the ones that popped in. Oh eight. And what's the difference between bubbles and an actual functioning economy that's sustainable, right? So if it's doing well right now, you agree it's doing well, not doing well. It's a mobile. So the difference between a real economy, the real economy grows from production and savings, right? And the real.

Speaker 3:          02:13:32       We're making stuff and consuming. Like if you look right now at the savings rate, right? The savings rate is near record low and the politicians try to say, oh, this is because the economy is so good, right? Everybody is out there spending. That's a bunch of nonsense. If the economy was good, people would have more savings. Right? If, if, if you ran into a friend of yours that you hadn't seen in awhile and you ask them, hey, how you doing? And he said, Oh, well I've maxed out all my credit cards. I took out a second mortgage on my house. You know, I, I blew through my retirement account. Right? You wouldn't say, Oh, you're doing great work. Whereas if another friend said, how you do it? Oh, I just fully funded my pension. I got massive savings. I got, you know, I mean, I paid off all my credit cards.

Speaker 3:          02:14:14       I own my house free and clear. That's the guy that's doing well right? When you're, when you're doing well, you, you get out of debt. So we're not doing that. We're all living based on a bubble based on cheap money being spread out into the economy. Right? Why is the stock market going up? Because the buybacks. Why are people spending, because they're going deeper into debt. We have record student loans, record credit card debt record autodebt. Everybody's loaded up with that. They just had a survey out. I think that less than half the people could come up with like 400 bucks if they had an emergency. I mean, that's nothing. People have nothing. They're living paycheck to paycheck and even that they, they, they need credit cards. We have huge budget deficits. We have huge trade deficits. You know, we got record numbers of people, older people that, that are working because they can't afford to retire.

Speaker 3:          02:15:04       Meanwhile, the young people can't get jobs because they have those skills and they're still. So the economy is not real, right? It's all, it's all disillusion. Just like it was what was going on before 2008 people were living off their home equity. You know, out here in California, homes are going up. People were taking out home equity lines of credit. They were taken vacations, they were buying new cars, they were remodeling their houses. All that prosperity was phony. It wasn't run well upon fake wealth. Yes. And then the wealth came down and I talked about that for years, what we have even faker prosperity now, but it's not, it's even less prosperous. Even fewer people are feeling the benefits, uh, than before. So the real economy is getting sicker and sicker as it takes more and more air to inflate the bubble because in order to keep the bubbles from popping, the government and the central bank has to keep misdirecting resources out of the real economy to sustain the bubbles.

Speaker 4:          02:16:00       All right, so talk me through two things. One, what is going to happen that's going to cause this big collapse? You predicted way back in 2007 that hasn't actually hit yet. What's going to cause that? How's it going to go down? And what can the average person like me that knows Jack Shit about economics? What can we do to protect ourselves?

Speaker 3:          02:16:18       Well, first of all, you probably know more about economics than the average guy with an economics degree from American University to you. Well, yeah, or just for having common sense. I mean, when, when you go to a US college and you study economics, they basically beat all the common sense out of you, and by the time you graduate, you're a complete moron when it comes to economics, how do they do? What would they teach them? All this nonsense, you know, that, you know, and, and that's why all the big economists in academia on Wall Street, at government, they're all a bunch of idiots when it comes to economics. So you know, a lot more than they do. Uh, not that you're, you're an idiot. But I mean, you just, you just have to have common sense because they lack lack, common sense. But to get back to your question, this is horrible.

Speaker 3:          02:16:56       This is going to go down. This is how I think it's going to go down. So everybody believes that the Fed's policy of quantitative easing, uh, and you know, and uh, and uh, you know, low zero percent interest rates, everybody believes it was a success. They believe the Fed revive the economy, that they put out the fire. That's the narrative, right? They still don't realize that the Fed lit the fire and they didn't really put it out. It's just Kinda, it's simmering and people don't notice it. But um, what, what's going to happen is the Fed never was able to normalize interest rates, right? Rates or stole two percent. That's still really, really low. And for all the talk about shrinking their balance sheet, it really hasn't shrunk, right? It's still enormous and I think that the economy is going to slip into recession, right?

Speaker 3:          02:17:41       And when it does, the Fed never got interest rates back to five percent or six percent where they normally bring them. They never shrink the balance sheet. So now all of a sudden we go into this recession, but it's going to be as a, a, a stagflation because inflation is now really starting to pick up, you know, prices rise with a lag. The inflation is the expansion of the money supply. That's what the word inflate means. It comes, it's to expand, right? You can't expand prices. Prices can go up and they go down, they go and expand what expands as the supply of money. And so the supply of money expanded and a lot of that went into financial assets. So inflation costs, stock prices to go up, it caused real estate, prices go up, it caused bond prices go up, it caused the price of rare art to go up and all sorts of things went up because of inflation.

Speaker 3:          02:18:27       Uh, ultimately a lot of that inflation that was going to end up in the supermarket, right? You know, at, at the, at the gas station. And, and so you're going to have that at the same time that we have the recession. Now the Fed is going to have to go back to the only thing it knows how to do. We're going to do qe four and we're going to cut rates back to zero. But now the markets are going to see this and they're going to wait a minute. You never normalized interest rates, you never shrunk your balance sheet. And now you're going to expand it again. Now you're going back to zero. Wait a minute, wait a minute. If you couldn't normalize interest rates following this last recession, how are you going to do it in the future? I mean if you couldn't shrink a four and a half trillion dollar balance sheet, how are you going to drink?

Speaker 3:          02:19:12       Drink a six or a $7,000,000,000,000 balance sheet if you couldn't raise interest rates back to normal when the national debt, our national debt is not 21 trillion. What if it goes up to 25 trillion, 30 trillion? I mean, one of the reasons the Fed can't raise rates is because we have too debt. Nobody can afford to pay the higher rates when inflation was running out of control in the 19 seventies and it's going to be a lot worse now. Right? The inflation that we had in the 19 seventies was created in the 19 sixties by Lyndon Johnson, right by the great society, the war on poverty, the Vietnam War, going to the moon. We borrowed all sorts of money. We ran big deficits and the consequence was the dollar crashed in the seventies. Gold went through the roof, oil went through the roof and finally, you know, we had to do something about it at the end of the seventies because when, when, when, when Nixon came in and uh, and Ford came in, they just continued the same policies.

Speaker 3:          02:20:08       They were know very liberal Republicans, Rockefeller Republicans, and we didn't do anything about inflation until Reagan came in and Volcker was there. And so how did they stop the inflation from running out of control? Volcker jacked interest rates up to 20 percent, 20 percent. And we had a recession where the Fed was raising interest rates, but that saved the dollar and it, it, it broke the inflationary cycle that was in the economy raising the interest rates. Yes they will. They had to stop the inflation, right? They had, they had, they had, they had a break and of course, you know, Reagan did some other, you know, tax reform and things like that. But the Fed really finally, you know, got, got out in front of the inflation curve and they brought it down. But if you think about the difference between the United States in 1980 and the United States today, we were still the world's biggest creditor nation in 1980, not the world's biggest debtor nation.

Speaker 3:          02:20:58       The national debt was a fraction of what it is now. I don't know, maybe it was like a half a billion, 500 billion or I don't know the exact amount, but well under a trillion, um, but the, the national debt was financed with long term bonds like 10 year 30 year bonds. So when interest rates went up to 20 percent, that didn't affect the majority of the debt that was out there, that only increased the cost to the government of the new debt that came out, right? The new borrowing. But today the $21,000,000,000,000 national debt is predominantly treasury bills, stuff that matures in a year or less. And, and so if interest rates had to go up to let's say 10 percent, the government would have to pay 10 percent within a few years on the entire national debt. So where were the government get all that money? And it's not this.

Speaker 3:          02:21:49       The government corporations have never been this levered up. Individuals have never been this level of. They didn't have adjustable rate mortgages back then. You know, now you've got to have a lot of people that have arms, you know, we're, you know, their mortgage debt would go up with. So at this point the Fed can't really fight inflation because it doesn't have the tools because we have so much debt. If they raised interest rates to fight inflation, the collapse would be so much worse than 2008. All the banks that they bailed, that would fail again, but they couldn't bail them out a second time because they can't bail them out and fight inflation at the same time because you can't ease and tightened simultaneously. It's one or the other. So I think when the markets see that we're going back to Qe, that we're going back to zero, they're going to realize that this is not temporary, that this is permanent, that the Fed can never normalize interest rates.

Speaker 3:          02:22:41       That the balance sheet is never going to shrink. That we're a banana republic, that we are monetizing our debt, that the Fed has no ability to drain that liquidity and no ability to fight inflation. That means the dollar is a bottomless pit. That means a dollar is going to keep falling. That means nobody is going to want to own it and everybody's going to want to get out of dollars and everybody's going to want to get out of any bond that has dollar denominated in dollars and then the Federal Reserve in order to keep interest rates from rising, they might have to start buying Muni bonds, they might have to start buying corporate bonds. Otherwise interest rates are going to skyrocket and that just fuels the inflationary fire. And then we get a currency crisis right where the dollar is plunging. Prices are skyrocketing, that is real pain and who knows what they're going to do.

Speaker 3:          02:23:24       Maybe they're going to have a price controls which are just going to backfire. Then we're going to have shortages. We're going to have rationing. We're going to have civil unrest. I mean, this is going to be ugly when it hits the fan and you know, it's dangerous to do this and the backdrop where so many people are inclined to vote for a socialist because that's going to be the type of economic environment where socialism can thrive because socialists always want to look for a scapegoat who can we blame this on and it's very easy to blame it on the rich or the businesses or the corporations or the Republicans. And I think that's what's gonna happen if this happens, you know, sometime over the next few years. But if it doesn't happen in trump's first term, there's no way he finishes his second term without this happening. No Way I can ask you this.

Speaker 3:          02:24:09       If he calls you and says Peter Schiff had on the Joe Rogan podcast, it was amazing. What do I do? What do you tell them to do? You know, I think he has people that were listening to me on the campaign trail because I used to, I would say things on my podcast or tweet something and the next day I, you know, he'd say something pretty similar. So just like, because he, my rhetoric, uh, Pete, he had to appeal to certain voters that, you know, and so he was throwing them this type of red meat. But look, look, I know some of the guys that are close to him, you know, uh, like Larry Kudlow, like Steve Moore. Uh, I mean, I, I know Steve Moore pretty well at [inaudible]. We speak in a lot of the same things. I used to be on Larry's show a lot back in the day when he used to have his, his, his show on CNBC.

Speaker 3:          02:24:50       Um, so I know some of these guys, I don't know her as well, but, you know, art laffer, right? If you go look at the debate I did with Art Laffer, uh, in 2006 when he said everything was great, uh, and you know, there's no, no recession coming and then he bet me a penny and Wellstar on it. I mean, if you can't even send. Yeah, well yeah, he bet me a penny that everything was great and there was nothing to worry about and we weren't gonna have a major decline and you know, and then he wouldn't even pay up, you know, but let me ask you this. If he calls you up and says, what do I do, what does he do? Well, at this point, look, it would have been better, as I said, had he

Speaker 2:          02:25:24       come clean right away about what does he do now? Now he's got to have to come back and say, look, I just listened to the Joe Rogan podcast. I listened to Peter Schiff and you guys guys a genius. Financial Genius is huge. I'm not a genius. I just have common sense. It's, it's these other guys that are just, you know, they're, they're, they're so, they're, their judgment is so clouded by the bubble. That's, you know, when you get a lot of people that can see things. The reason I saw the crisis coming, uh, you know, the housing bubble, it wasn't that I was so smart, I just, I was just thinking clearly everybody else was so delusional. But what does he do though? Yeah, I mean, so what he's got to do is basically has got to come clean now and tell the truth about how screwed up this country is after years of big government and after years of a central bank that is inflated bubble after bubble and say, look, this is what we need to do to really make America great again.

Speaker 2:          02:26:15       I said, we're going to have to shrink government. I know I said I wasn't going to cut entitlements, but we got to do that. We can't afford to make these commitments. We can't pay all of his social security benefits that have been promised because if we try, we're going to destroy the dollar, right? Because if the government tries to give everybody a social security check, they can't do it without destroying the dollar. So we've got to, we've got to shrink the program. We've got a means tested program, we've got to make it a lot smaller. We got to end it for the future. You know, we can't have this intergenerational Ponzi scheme, uh, that, you know, it was a mistake to create it. I mean, a lot, nobody wants to admit that social security was a mistake, that Medicare was a mistake. You know, one of the things about social security that's been harped on and on is that one day it's not going to work.

Speaker 2:          02:26:56       Well, it doesn't work. It's never worked, but the idea is that you're paying into it. Now. If you're your 30 year old person paying into it, now this straight on odds, you're not going to get it, but you're not paying into anything. I mean, social security is a Ponzi scheme. It's not a legitimately funded retirement program. It's not like your social security money is putting a real trust funds somewhere in invested and when you retire, you're going to get payments out of this trust fund. No, your money is going to the people that are spending it right now. Yeah, and so when it first started, social security started a long time ago. The first woman that got a check was, I'm more fuller or something was her name, and she lived to be 100 years old. And for her social security was a. was a windfall because she paid into it for a couple of years.

Speaker 2:          02:27:36       She collected for like 40 years and when full security started, it was a one percent tax on payroll and it was only a small amount. And then the employer paid one percent, which of course comes from the employee. That's part of the fraud, right? I mean the employee pays the whole thing. Doesn't matter if the, if it's considered the employer, but it didn't. So, uh, uh, I'm self employed. People weren't even included. I think we didn't include the self employed until like the fifties, Greg, because the government figured if you're smart enough to run your own business, well then you're smart enough to save for your own retirement. Uh, but the government tried to say, look, some Americans are not smart enough to save, which I think was a mistake because the government didn't save anything because what the government did is the minute they got the money, they spent it.

Speaker 2:          02:28:15       But before they spend it, they write themselves an Iou and they call it a trust fund. See what happens is the government collects the social, social security money and then they spend the money on the current employees, but what they don't spend, they, they, they, they put into this so called trust fund, but then they borrow it right out and they write themselves an iou call the government bond. But if the government owns its own bond, that's not an asset because they keep saying, well the trust funds are going to be solvent until the year 20, 40 or something like that, but they're not. They're insolvent right now because there's nothing in them. Because if the government has to tap the trust fund, it has to sell a bond to the public, which is what it would do if there was no trust when it's like if you wrote me a check for $10,000, right?

Speaker 2:          02:29:01       And I had that check. That would be an asset to me. If I had your check for $10,000, if you wrote yourself a check for $10,000, that's not an asset to you because it's an asset and the liability. The same time you owe yourself the money. So if I, if I buy a government bond, if I owned the government bond, it's an asset to me. If the government owns its own bond, it's not an asset at all. That makes sense. It's a liability and asset sales. So the trust funds have been a fiction from day one. I mean Roosevelt sold this to the American public. It was a con. That's why they call it social security contributions. They call it you're paying premiums. It's a trust. They tried to make it sound like legitimate insurance, but it was never legitimate insurance because that would have actually been unconstitutional.

Speaker 2:          02:29:44       The reason that the supreme court said social security was constitutional was because it wasn't legitimate. It was. They said it was like. It was just like any other welfare programs. Okay. We went off on a deep. Let's wants you to bring back though, because we're getting off track. I really want you to say, what would you tell them to do? Yeah. So social security limit entitlements or eliminate them. We've got to, we've got to start eliminating lots of government agencies and departments. Whether it's education, energy mean they're all, they're all sorts of government departments that we need to abolish, we need to cut back on government spending, we need to economize, we need to make government as lean as possible because we're broke. Government is like, you know, it's like if you're trying to run a marathon and you've got a 50 pound sack on your back, you know, you're not going to run very fast.

Speaker 2:          02:30:27       The secret is to take some of that weight out of the pack. So you think that limiting government and getting rid of all the spending is going to allow the economy to be more powerful. But yes, but initially we know it's like if, if, if you're going to train somebody to come into your gym and they come in and they're real fat and they're, they're, they're, you know, they're adequate, they're overweight, they have a lousy diet, right? And you say, okay, I've got a plan for you that's going to get you into shape in the short run. They're not going to like that plan. They can't eat their favorite foods. They're going to be, you know, getting up early and training and so their lifestyle, it's not going to be as enjoyable to them. It's going to. There's going to be all this pain, right? So in order to do the right thing, I'm not saying there's a panacea, right? In order to fix the economy, we are going to have to go through a recession, a very bad one

Speaker 3:          02:31:19       in order to reallocate resources to where they need to be to let the free market reallocate them. So when the government gets out of the way and starts shrinking, a lot of people who were getting government checks are not going to get those checks. A lot of people who had government jobs are not going to have jobs. They're going to have to get productive jobs in the private sector. So there's going to be some transition there. We're going to also have to get rid of a lot of regulations that make it so difficult and expensive to hire people and train people. So we have to downsize government. And again, they said we have to let interest rates go up so that people will save. So that entrepreneurs can get the capital they need to make the investments to make the tools that their workers need to be more productive.

Speaker 3:          02:31:59       But then we have to let asset prices fall. We have to stop trying to create this phony wealth effects. Either the central bank thinks what we need is to make the stock market go up and then people will think they're rich and go out and spend money. Stocks are not supposed to be the stock price. Appreciation is not supposed to be the source of wealth. It's companies becoming more valuable because they're earning more in producing more. That's supposed to make the price go up there trying to put the cart before the horse. They think that just making the stock market go up is going to make us richer. Yeah.

Speaker 4:          02:32:29       So in your opinion, deregulation, smaller business, all these things are going to help letting people know that the god that we are fucked and that this is this, this whole. The economy's doing great thing is a route.

Speaker 3:          02:32:40       Yeah. And a lot of people who are not working half the start working, they got to start doing stuff. We got to get people off of, you know, the Dole and, and start and you know, they're, they're, they're, they're, they're riding into wagon. They got to start pulling it like everybody else

Speaker 4:          02:32:52       and you think smaller government and less regulation is going to enhance

Speaker 3:          02:32:56       of course. Well that's what's keeping them from getting jobs in the first place. I mean it's, you know, they make it hard for you to get a job with rules and regulations and taxes and then they reward you for not working with all sorts of subsidies

Speaker 4:          02:33:07       programs. I mean end. There's also a fear of automation. Automation is going to eliminate a large amount of jobs including driving jobs.

Speaker 3:          02:33:16       Yeah. But you know, that's all gonna make us richer. I mean we've had automation, you know, since the industrial revolution, but even before that there was automation. I mean, look at people on the farms, look at how many people don't work on farms

Speaker 4:          02:33:28       now because we have machines, but people are worried about universal basic income that this is the only solution for solution

Speaker 3:          02:33:34       automation makes us wealthier as a society because it eliminates work. Work is not an end in and of itself. Work is a means to an ends. Nobody wants to work, they want the fruits of the labor and so to the extent that we can have a machine do the work for us, that frees us up to do other things. So you know, if we have autonomous cars and I don't have to drive anymore, you know, a trump won't have that problem being sued for overtime by his ex driver because he won't need somebody to drive. But imagine if everybody had a self driving car. Think of all the free time now that you have, you can work while you're in your car or you can, you can do other, you could watch a movie while you're in the car. I mean you won't be dreading a long trip because you'll be to be productive

Speaker 2:          02:34:18       while you're in there in that car and you know. So there's a lot of things that will happen. Yes, we'll eliminate truck driver jobs, but you know, we'll, we'll have safer streets and, and, and, and, and it'll be less expensive to transport goods. But that frees up that worker to do something else with their time now that they don't have the drive that truck. So the idea of universal basic income is the only solution that isn't appealing to you because you think that they really. The real solution is not to give them free money. The real solution is for them to find something else to do the the physical attributes of the appeal. The appeal of universal basic income is almost like two wrongs make a right. I mean the problem is the welfare state discourages people from working at the highest marginal tax rate that anybody pays is going from welfare to work.

Speaker 2:          02:35:04       Because not only do you pay the taxes on what you earn, but you lose all the benefits because you now have a job. So welfare and the welfare state creates a huge incentive for people not to work. So at least the argument with universal income is, look, we're not going to take away your welfare if you get a job. So if you improve your lot in life, if you go out there and you become productive, we're not going to punish you by, uh, by taking away your welfare. Well, the better answer is let's not punish you for working. Let's get rid of the income tax. Let's not tax labor. Let's get rid of the payroll tax to make it more. You ever foresee getting rid of the income tax? We, this country, and yet we didn't have it, but since the 19 forties when it was introduced in 1913, but nobody really paid it until 1943 when we had the withholding tax.

Speaker 2:          02:35:55       But we could get rid of the income tax. Really think that that would ever fly in this country. I hope so. When people are so addicted to that money, well, but people don't. People don't like paying the income tax, but we can't get rid of the income tax unless we shrink government. I mean back in 1900 government was only like five percent of the GNP. All Levels, state, federal and local. Now it's like 40 percent. So we can't have no income tax and no payroll tax. If we want to have all this government, but if we're willing to do without the government, then we don't need the taxes. But if we don't, most of this government is ineffective. Of course. I mean government, you know, it's, it's always inefficient. I mean it's a necessary evil, but that's why you want to minimize. So what would you want to keep power?

Speaker 2:          02:36:38       Maintaining streets? Things about maintenance. Well, I know these on a federal level. Education, both the federal government should not be involved in education at all. And in fact if you look at the constitution to get the word, education is not mentioned. The school is not meant all had buggies back then and they were feathers, but they had schools. They knew what they were. So what, so how do you fund education and the department that the Department of Education didn't even exist until what we did. Was it in the sixties? I forget when they started it, but look, the federal government should be involved primarily with external matters. So we should have a national defense. I think it should much smaller.

Speaker 3:          02:37:16       I think that we spend more money than we need on the military. I think we could, we could have a defensive military for a fraction of what we currently pay, but I think the federal government should be predominantly focused on external matters, uh, to the extent that we're going to have public education or government spending money on the schools, let them do it on a state level or local level. I mean, no, it should not be done at the federal level, you know, those are issues that can be the manage by stats, by the state tax money. Yes. And you know, see what happens now is everybody sends all this money to the federal government and then they beg to get some of it back, right? They have state aid where you send money out and you try to get some of it back. Just don't send it to Washington in the first place.

Speaker 3:          02:37:56       I mean, look at the five richest counties in America. They all surround Washington DC. It's all the lobby lobbyists where all the power is. I mean, we got to get rid of that. I mean, the federal government is like a cancer, you know, we have, we know we now we were talking about, we got a new nominee for the supreme court. Talk about, you know, about, but nobody really talks about the role of the constitution. Everybody's like, oh, are we going to repeal roe versus Wade is if the most important thing is whether or not, you know, there's this federal, uh, abortion. The important part of the constitution is that it is the law that applies to the government. It limits the power of government. Thomas Jefferson said that we will bind up the con, the government in the chains of the constitution. But at this point the government does whatever it wants.

Speaker 3:          02:38:39       The government is not abiding by the law. I mean they try to pretend that we're interpreting the constitution. It's not up for interpretation. The constitution is not written in Chinese. You don't have to interpret it, but they, the government likes to talk about interpreting the constitution because they want to ignore it. They want to do all sorts of things that are not authorized by the constitution. The constitution only authorizes a few powers to the federal government. There are enumerated in the constitution and the Constitution doesn't say the government can do it, it can't do it, and almost everything that government does today is unconstitutional, is doing so that it has no constantly authority to do. And that's what we need a supreme court for him. And a lot of people don't like Congress, very low opinion of Congress. A lot of people don't necessarily like the president, but everybody loves the judiciary, right?

Speaker 3:          02:39:24       We have three branches of government, the executive, the legislature and the judiciary, and everybody likes to judiciary, but I think it's the judiciary that has sold us out the most because they have let the government get away with murder. They are not enforcing the law on the government and, and, and making the government abide by the law. I mean the laws that apply to me and you are up for interpretation, you know, they mean what they say, right? But somehow the laws that apply to the government, you know, will, they can be interpreted, which means they can be ignored, right? They want to say, oh, the constitution is a living, breathing document so that it can change with the times is a way of saying it means nothing, so we need to reclaim the republic by actually forcing the government to live by the constitution. That's one of the things trump can do is say, look, we're going to restore constitutional government to this republic. We

Speaker 2:          02:40:14       are going to make sure that government only does what it's authorized to doing the constitution and the smaller you make government, the freer you make people. Right? That's what it's all about. I said earlier in the podcast about this whole idea about group privileged. The more privileges that you give groups, the fewer rights that you have for individuals and the more government you have, the less free we are, so that's the actually the real definition of freedom is freedom from government and so the smaller government, the less they regulate your activity, the the and the less money they take from you, the more freedom you have and the more free we are, the more freely we can interact with one another, the more prosperous we're going to be. Now, second step, what does a person like me do to stop or to mitigate the effects of this bubble?

Speaker 2:          02:40:58       That's gonna crash. Well, I mean, as I said, the only thing you can do personally because politically there's really very little we can do. I mean it's gonna hit the fan, right? I mean there's nothing we can do about that. I mean, because trump's not going to call me down to the White House and they will add to this. Peter, I love on the Joe Rogan podcast even though sometimes he touched shit about me, that little weasel, you know I was, I was his biggest defender after the access Hollywood stuff. I was on podcast. I was, I defended him when nobody would defend them for that because I understood those comments and how and what he was doing and I called everybody talking shit. Yeah, he look, he was just being a guy with other guys and he didn't know he was. He didn't know he was being. He wasn't saying that for public consumption.

Speaker 2:          02:41:38       Imagine saying something funny and my friends have said horrible things to me and I've laughed. Yes. And of course the thing that billy billy Bush got in trouble for sitting next to. I know laughing. He didn't. It wasn't. He wasn't like taking a stand. He's in a broadcast next to a guy who's a crazy person who is literally known for being a crazy person saying outrageous stuff. His tagline is your fire, you know, you know some of the stuff that women say about guys when they're just together. Women chatting. I mean it looks so what? But now I forgot your question about, oh, how do we fix? How do we personally me? Yeah, we, we're not, we're not going to prevent it. What I am hoping like you and people like me after it collapses, that if we can at least come out there with an alternative version of what happened, like after the financial crisis happened.

Speaker 2:          02:42:24       And I was one of the few people saying it's not, it's. It wasn't the banks, it wasn't greed. It was government. It was the Federal Reserve. It was Fannie Mae and Freddie Mac. They were the problem right now. But the government got away with blaming capitalism and making government bigger. What we need to do and what you can do with your audience, which is much bigger than mine, is when it hits the fan again to put the blame where it belongs on government and state government did this to us. It's not an accident that we have all this government and we have all these problems and you know it's government interference in capitalism. That's the problem, not capitalism itself. If the government stayed out, it would be working beautifully, so we don't want to throw the baby out with the bath water. We want to preserve the baby, the governments, the bath water. So what you can do with your soap box is get people to understand
