Speaker 1:          00:00:03       Three, two, one,

Speaker 4:          02:15:22       Right? Which seems very sinister. I'm at, but as though it equalizes the two sides here, right? Let's low. So let's say worst case scenario, Susan Rice lied about having some knowledge of this investigation. Um, that doesn't. It says something bad about Susan Rice. It says something. I mean, she has to deal with the consequences of that lie, but it doesn't exonerate all of the line that trump has done about everything under the sun. Right? So w what so destabilizing here is at the moment, the moment ms dot even true of honest errors, the moment that a news organization like yours or the New York Times commits an honest error that it gets pointed to from those who want to treat the mainstream news media as fake news as see everything's the same. Like, like, like, like you're no better than than somebody who's just manufacturing fake news on a laptop in his basement.

Speaker 4:          02:16:18       Um, so it's, it's, and, and the flip side of that is when Alex Jones get something right, it seems to, it seems to make him look like a, a dignified journalistic enterprise analogous to the New York Times or to ABC News. And neither of those things are true. I mean, there are small lies and then they're a huge lives. There are honest mistakes, but be committed by totally reputable organizations that are really trying to get their facts straight. And then there are malicious that's just militia malicious propaganda outlets that are not at all trying to get their facts straight and trying to engineer everyone's credulity and ignorance into something that is just purely a matter of, of, uh, you know, tribal, a sentiment, you know. And um, so we lose our ability to distinguish these different projects when we say, oh look, you know, fake news. It both sides do it. Or here's a lie. Here's Susan Rice's one lie that she told in the last 10 years maybe in got caught for. And we have a president who lies every time he picks up his approaches a mike or, or picks up his twitter.

Speaker 2:          02:17:26       She had other problems because she had gone on, I believe, on the Sunday morning talk shows after Ben Gazi with some talking points. Yes. Yeah. No, soon as Susan look like she was itching to get caught. I mean, whether this was a case of. Yeah. Uh, no, I, I think your point is very, very important because I think that when you have, um, if you have one side that lies all the time, it's imperative that the other side don't lie at all. Yeah, yeah. Oh. And in the line and say, look, everybody does this. Why it's a tense time for people in my line of work because we were so much scrutiny and then we get it wrong. We really, you know, we take a lot of heat, but when we get it wrong, I think we're pretty quick to say we got it wrong. Here's the actual. Here's the truth. Do you know the Donald trump

Speaker 4:          02:18:15       junior said that cernovich get a pulitzer for exposing Susan Rice. Really? Yeah. Right. Yeah, it's a bit. But that's it. That's why this drives me a little crazy because it is not cernovich is the fact that, that this is

Speaker 2:          02:18:30       why did you lead them down the Cernovich that you just gave them right back into its yard in front of the kit. And we're only now discovering the consequences of this. Let's come back in five years, see if, if we're talking about anything that makes any sense. Well, it's all very blurry. It, it really is very blurred because we've never had a situation like this where we have a president that people just don't trust to be honest. And when someone would, if someone lied about anything in the past, I mean if Donald Trump got caught having his dick sucked in the White House to my on film and you know, he built like, look, I made a mistake when he wouldn't be, nothing would be nothing. Photoshop did that fake news. Just again, just slot to use Joseph Goldstein's phrase before about slotting into geological time and just looking at the broader scope of history, you know, we've had really, we've had periods of time where we had media than the muck rakers, you know, where the media outlets

Speaker 3:          02:19:28       were. Didn't even pretend at times to, to, um, to not have an agenda. Items where those. And the early parts of our republic where we had was a teddy Roosevelt called the journalists muck rakers where, um, they basically, he was saying that their job was to write muck, uh, to be working in filth and uh, the media and American politics have been filled with instances, American media and American politics had been filled with instances over our short history of a untruths and agendas. And, uh, then we have times of relative stability. And then sometimes we slide back into more tumultuous times. I think maybe the Pollyanna here, but I think that we, the republic will survive and that we will. It doesn't inexorably lead to a time where truth doesn't matter.

Speaker 2:          02:20:27       Well, it seems to open up the door for a viable alternative seems to open up the door for someone who comes along who is in many ways bulletproof. It is a very ethical. It's opened a door. I mean, now anyone talking to somebody to run for office. Yes. I, I just don't think anybody's bulletproof humans. Humans. I mean with the exception of Joe Rogan, but definitely not bulletproof. You don't have to be bulletproof. I mean, this guy has got nothing but bullet holes in him when he's president. What Joe was saying is it opens the door to somebody who's on a strong, viable alternative for someone who is ethical seminar. His door is open to anyone who, who couldn't be president at this point. I mean, there's no one that steps forward right now. I mean is, it doesn't. Do you think they're waiting? I mean like who? First of all it will say you couldn't be president. There was never. Has never been an atheist. They would attach your twitter page. First of all, good luck. They would hire him.

Speaker 4:          02:21:21       No, I mean I think, you know, if you're going to use a conventional political calculus, well then yeah. Then you know, an atheist be an atheist to having a history of psychedelic drug use, having edgy positions. That alienates, you know, massive a constituent constituencies I, but all of that. A deal breaker. But I could, you would never have predicted that someone this scandalous and inept and dishonest and provably so at every. I mean he can't. He literally can't get through an hour of the day without something that would have been a scandal in some previous age of the earth coming out of his, his mouth. Um, it's just, it's, I think, yeah, I think, I think there's no predicting who could be a president in the future mean it's, it's, it's you need a, you need wealth and you need charisma on some level. You need to, you need to be able to, to get a tribe behind you. Um, but I don't think you need any of what people thought you needed even a year ago. Well, what he's done by circumventing the whole system and bay being independently wealthy is really kinda. But even that was a jam. I mean that was amazing is that he is like, I don't know how much money he actually put into his campaign, but it's just not nearly what you would have. What you. I mean he really only had to pretend to be that wealthy and it was incredible. What happened.

Speaker 3:          02:22:48       Like is what he achieved with very little campaign funds and you know what I mean, you as a, he, it's like them or not, you have to give him credit for an unbelievable victory that very few people saw it coming. It's a popularity contest. Isn't that part of the problem as you made a popular person president of a popularity contest? I mean, that's what it is. He was, he was running against somebody who wasn't popular. So that's it. Let's put it in context. We're always coming after eight years of a Democratic president who was controversial in many ways. And it's always harder for somebody at the same party to run. So there are a lot of dynamics large or impersonal dynamics that were working in his favor. Yeah. It's just. But when we get back to the argument about like, are we in apocalyptic times or whatever, I guess, and I mean, I don't know anything, I, I, but my instinct is just as a country, we've, we've seen times have much worse division. We had a civil war. Um,

Speaker 4:          02:23:51       it's telling that you have to go back there for, for a compelling example,

Speaker 3:          02:23:57       this would've been the sixties. Yeah. People in the streets. We had the weather underground. We had to, you know, we was pretty to what we had. We had mlk and rfk assassinated right at time.

Speaker 4:          02:24:10       Yeah. What I'm worried about now is I think he's truly unique and I think, I think the, the way we're becoming unmoored from kind of the ordinary truth testing in politics I think is unique. I mean the fact that we have a president who seen it because there's a whole feedback mechanism and maybe trump seems to get some of his information from info wars and from places like info wars at all.

Speaker 3:          02:24:40       Yeah. I don't think he pays a price for, for his, his, his, his popularity rating is not high.

Speaker 4:          02:24:48       Oh yeah. Yeah. He's, he's paying some price. But the question is, is it going to be enough and what happens within the next terrorist attack? Right. I mean, so, so the real fear is that if we have a rush dog fire kind of moment, right, engineered by him or not. I mean, I'm not so paranoid as to think he's going to do it, but I just think it's inevitable. Something that's going to happen. I mean, we've, we've had a, we've had 80 days, 100 days, whatever it's been of his presidency were basically nothing has happened and it's been pure chaos, right? And the work of governments not getting done. The government's barely even staffed and this has been a period of work. Nothing really has happened, but imagine a nine slash 11 size event or something really goes off the rails with North Korea or China or Russia.

Speaker 4:          02:25:39       Uh, it will be so. I mean, the, the pressure when the pressure to normalize him as commander in chief will be much greater than it is now. And already everyone's feeling that pressure, um, but to the, the, the, the ability to clamp down on civil liberties and um, uh, just, uh, use the power of the presidency in a way that, that will be very difficult for, um, our society to recover from. I think it's just, I mean, I think the, it's, it's a scary moment and I'm, I mean, I, I the, the people who are drawn analogies between him and, you know, the thirties in, in, um, Germany. Um, I mean, I think those analogies are misleading in ways, but again, you just don't know how strange things could get in with a big negative stimulus to the system with what I think we know is that we have someone in charge who is a malignantly selfish conman.

Speaker 4:          02:26:52       Right? I think that is an objective fact. That's not a partisan thing to say he is. I mean, that's as obvious about him as his hair and to have that much power in the hands of somebody who is that, whose, whose ethical compass is that unreliable or reliably bad in my view? And I got, I wouldn't say this if pence who scares me for other reasons. I mean he's a theocrat. I wouldn't say this of, of most Republicans who I might disagree with, but there's just something. But to put that much power in the hands of somebody who, um, is so disconnected from facts and a and reasonable concern for the wellbeing of, of the rest of humanity and the future. And I mean it's just, it's, it's an incredible moment and I don't think we've ever had a president who you could look at and say that about. So clearly. I mean, not even Nixon, Nixon was pathological in other ways, but you know, Nixon Nixon was given us the clean air act, right. I mean, Nixon had some point of contact with terrestrial reality which wasn't just about figuring out how to, how to burnish his, his imaginary grander, you know. Um, so yeah, I mean, I, I mean, I think we're one huge news story away from finding out how bad a president he could be and think. I think that's.

Speaker 6:          02:28:23       No, I think

Speaker 3:          02:28:24       he could surprise that he could surprise even the people who are very pessimistic. Well, he could also rise to the occasion.

Speaker 4:          02:28:30       Yeah. Yeah, I see that. Well, no, I mean also like to know how I would be the first to give him or the system the credit for that. I mean it's like, it's like, it's not that I, I, if he starts doing something good like let's say a massive infrastructure project, right. That includes building out good things, not coal jobs, but you know, if you know, fixing bridge, clean infrastructure. Right, right. If he starts doing that, that, that I have no, I mean that's, that'd be fantastic. Right. And it's possible he could start doing that for his own. His motives wouldn't even matter ultimately as long as he was doing the right things. But his motives are so reliably,

Speaker 6:          02:29:15       uh,

Speaker 4:          02:29:17       self-involved that give me what we need is a system we need to. Someone needs to be able to play him. I mean, this kind of narcissistic Glockenspiel well enough to get him to do the things that would be good for the world, but I just don't see. I just, just, there's just too much chaos in the system for that to be a reliable. Well, like you, they, they try to keep him away from social media. Oh yeah, well that's working out. I mean, that's, that's a big thing, don't they? They try to pull him away from it. Yeah. But that's been impossible. No one can do it. Yeah. Yeah. It's, um, remember that crazy press conference that he had like just a few weeks into being president. I was unbelievable. I had, I got text messages from friends that are Republicans and they're like, what the fuck?

Speaker 3:          02:30:04       Yeah. But you know, there are, it's an interesting, um, it's an interesting sort of Roshak test because there are millions of Americans who watched that press conference and founded delightfully thought they thought that he was killed, but pounding on the, on the liberal media.

Speaker 4:          02:30:19       Yeah. When you read a transcript, when you read a transcript of what actually comes out of his mouth, it's, it is amazing. I mean it, the, the, the poverty of the passages in terms of information and I mean it's just the fact that we have a president who speaks like, this is cool. I could never have foreseen that in our lifetime this was going to happen. Just, it's unimaginable to me.

Speaker 3:          02:30:47       Yeah. I think a lot of people there are just indisputable, millions of elitist signed it, riff league concern to. Did you see bill Maher's

Speaker 4:          02:30:55       thing about Anthony Wiener that he thinks that Anthony Wiener should run against trump. We need our own crazy mad anthony wiener. Besides his obvious addictions to sexting with people was a very powerful politician and a very good speaker and he had a lot of very good quality. Who's going after bankers? The same as the Eliot Spitzer, Eliot Spitzer did a lot of good things. He was going after the bankers. He was going after corruption and yeah, well I've said it but that. That's an example. There's a flag planted that shows us how far we have gone from the normal. I mean Elliot Spitzer destroyed himself with one instance of hypocrisy. Right? Right. What was pretty bad? Trump level bad. I mean there's just no, we don't have. Well, they'll pop in the law in this way. I mean, he was. He was with a prostitute. Well, that's a stupid law.

Speaker 4:          02:31:52       The real problem was that he was going after going after Ross Johnson giant. That was the real problem is the hypocrisy. The hypocrisy wasn't that he did something illegal where you paid someone for sex, that that law seems to me to be so archaic and so ridiculous. You could pay someone to massage you, you can't pay someone to touch your genitals. It seems ridiculous. But I guess the other piece you have to put in play there is that there, there are some percentage of people working in the sex trade who are not doing it voluntarily or coerced to one another. And that's a horror show. And that's part of the problem with that is that it's illegal. I mean, that's the big argument is that, well, yes there is. There is that argument and I agree with you that, that it consenting adults should be able to do what they want to do, but the coop, but the crucial variable there is consent and.

Speaker 4:          02:32:45       Agreed. Agreed. Yes. Um, I just think that someone is going to have to be dynamic. They're gonna have to be, they're going to have to engage people in a way that they're going to have to deal with his attacks. It's case or maybe what's people will be thirsting for after after four years is a is actually blend. Yeah, right. Maybe right? Yeah. I would do with land right now. Fantastic blend at blanded. Actually super religious would be the might be happy for Ted Cruz and that blend. No, but my enthusiasm for impeachment suggests that I'm happy with pence. Right. Like so like if, if I could find the impeachment button, I would not hesitate to suppress it. And pence, given his religious commitments, you know, a few short years ago would've been among my worst nightmares. I mean I would be talking about the rise of the Christian.

Speaker 4:          02:33:41       Right. And the danger of theocracy and I mean his, but he's a psychologically he seems like a normal, predictable, solid American compared to what we have. Isn't the other question like trump's age, he's a 70 year old man. People don't really live that much past 70, especially people that are overweight and people that don't exercise all to healthy. And that campaign was, I can't believe. I mean that's his energy and his credit. Yeah, I mean that's an amazing thing to be able to do. How do you think it's most punishing thing in the world? I can't even imagine.

Speaker 3:          02:34:22       Schedule is always having a good time. Seriously did and in that press conference we're talking about [inaudible] 77, I think it was 77 minutes press conference. He looked like he was having a blast. Yeah, he gets like he gets really energized.

Speaker 4:          02:34:38       Yeah, I mean that's. It's got to be the most punishing, beat down ever if you're, if you're not designed for it. I mean I can't imagine how tiring.

Speaker 3:          02:34:47       I'd never done a campaign. I mean you get exhausted for 30 minutes of looking at your, at mentions

Speaker 4:          02:34:54       now you have to be wired differently, but you know, he clearly is, is he's wired that way. It's worked for them. But you need someone who's willing to submit to the punishment of running and that's a rare person or it's not. And the problem is that kind of selects or things that you don't actually want in a president or at least I wouldn't think you would want. I mean, it's Aleks for kind of narcissism and a sense that, that really has to be you, right? It doesn't, that doesn't select for the normal intellectual space. You, you're constantly aware, aware of the ways in which you are not the best guy or gal to be doing the thing, right? Like you want to defer to experts and, and um, you know, trump is only I can fix it, right? And that worked. And so you need something of that that creeps into the, um, the headspace of most politicians it seems. And, and, um, so scientific humility and I'm just a kind of a sense of the limits of, of any one person's expertise is not necessarily the right piece of software to have running at when it comes time to run for president.

Speaker 5:          02:36:12       Now I wanna switch gears a little bit. It's not, it's not totally related, but it is in somewhat in some ways, headspace. I'm talking about mindsets and talking about like we've brought this up but really haven't delved into it much at all about meditation and about how much it's affected you and how it got you back on track. And I know that you're a big proponent of it and I am as well, although I think I'd probably do it differently than you guys do, but I'd love to hear how you do it by using an isolation tank. Oh really? Like a sensory deprivation tank. Yeah. And I do a lot of yoga. Those are, those are two big ones for me. You know, I think those alone have straightened out my brain in a great way. Yoga in particular, Yoga, because it's, um, it's not yoga forces you to do it. You're either doing it or you're not doing it. There's no room for distraction. You know, you're, you're essentially forced to deal with what these poses require of you. And I think that in doing so and having a singular focus of trying to maintain your and stretch and extend and do all these different things while you do it, then concentrating almost entirely on your breath, which is a big factor in yoga that it has remarkable brain scrubbing attributes. Yeah.

Speaker 3:          02:37:28       I would say, and I don't know much before I say this, let me just ask, what are you doing in the isolation tank? Like what are you doing in your mind a lot? Well, you know, do you use it for

Speaker 5:          02:37:38       a bunch of different in a bunch of different ways. I don't use it as much as I should honestly. Um, but I concentrate on and sometimes I go in there with an idea, like I'll concentrate on material like that I'm working on or maybe Jujitsu techniques that I'm having problems with or some other things I'm dealing with, you know, any, any sort of issues that I have. Sometimes I do that sometimes it just go in there and chill out and relax and breathe and concentrate. There's a lot of physical things that happen inside the tank is the amount of magnesium in the water because it's epsom salts. It's really good for you physically. It's very good for the muscles. It loosens you up and relaxes you and that eliminates a lot of stress. And that physical elimination of stress allows the brain to function with just less pressure and allows you to relax more and put things in perspective better. And it also, it gives you this environment that's not available anywhere else in the planet. This weightless floating, disconnected from your body environment where you're. You don't hear anything, you don't see anything, you don't feel anything. You feel like you're weightless. You, you have this sensation of flying because you're totally weightless, weightless in the dark. You Open your eyes, you don't see anything, you close your eyes. It's exactly the same. The water's the same temperature as your skin so you don't feel the water and you floating.

Speaker 3:          02:38:55       I'll say this, I don't know how this is going to have to go down. I actually don't have any questions about the, the, the benefits of being in an isolation tank even though I don't know too much about it. And I also am a PR. I think yoga is great, although I don't do much of it myself. I, I think though that there may actually be a difference between those two activities and meditation because it a kind of highfalutin term metacognition, sort of knowing what you know or knowing that you're thinking that happens in the kind of mindfulness meditation of which, uh, Sam and I are proponents proponents that I think is a different thing where you're seeing. And I'll just try to put this in English. When you're meditating the way we do, you're seeing how crazy you are. You're sitting, you're fucking nuts, and that actually has a real value.

Speaker 3:          02:39:45       Is systematic collision with the asshole in your head has a real value because when the asshole offers you up a shitty suggestion in the rest of your life, which is basically it's job like, oh yeah, you should eat the 17th cookie or say the thing that's going to ruin the next 48 hours of your marriage or whatever. You're better able to resist it. So what, like what do you do? So I mean the basic steps of mindfulness meditation or to sit. Most people close their eyes. You bring your full attention, the feeling of your breath. Just the, you're not thinking about your breath, just feeling the raw data of the physical sensations, and then the third step is the Biggie, which is as soon as you try to do this, your mind's going to go bonkers. You're going to start thinking about what's for lunch to an eight, a haircut, where did your bills run wild, whatever, blah, blah, blah.

Speaker 3:          02:40:31       You're just going to notice, oh, I'm my mind's going crazy right now. But that noticing is the key moment is the fact that victory. It's interesting because this is when most people think they failed that because, oh, I can't meditate because I can't clear my mind. This is the, the biggest misconception about meditation. You do not need to clear your mind. That's impossible unless you're enlightened or dead. Uh, the whole goal is just to notice when you've become distracted and start again. You return your attention to your breath and you just do that a million times and every time you catch yourself wondering and go back to your breath, it's a bicep curl for your brain. It changes your brain and that over time creates the kind of Meta cognition I was discussing before where you see that you're a homo sapiens sapiens another word zero, a, that's how we're classified as a species, the one who thinks and knows he or she thinks and that just that knowing that you have this voice in your head, uh, as Sam likes to joke, he feels like when he thinks about the voice in his head, he feels like he's been hijacked by the most boring person alive.

Speaker 3:          02:41:36       Just says the same shit over and over. I'm a, a joke that I deal from them all the time. Yeah. Uh, that, that is enormously powerful because then you are not held hostage by this voice.

Speaker 2:          02:41:49       A similar thing happens in the tank. Um, I do a do a form of meditation, that tank. Sometimes when I go in there with or without an idea, like if I'm not working on material or anything else where I just concentrating on my breath in through the nose, out through the mouth, and I just literally concentrate on the breath. And the same thing happens to meditation. Meditation. It's similar, it's the exact same thing. The difference is in the tank. After Awhile, after about 20 minutes or so, that breaks loose to psychedelic states. Wow. Have you ever combined the tank with psychedelics? Altered state, so yeah. Yeah. Sweat trip. What? LSD or mushrooms? Mushrooms, but the big one is edible pot. Edible pod seems to be as strong as anything in there. Like I've got enough pot where I'm convinced I'm going to die, then I climb in there and every time I do it I go, don't do that again. So just get out. So terrified

Speaker 3:          02:42:41       your motivation when you're eating the pot and climbing into.

Speaker 2:          02:42:44       We'll see what happens. Okay. Yeah. Just be scared. Be terrified. Yeah. Because nothing ever happens. You never die, but God damn you just convinced that the universe is imploding around you and that it just. So it usually has the, the character of fear being part of it. It's also not embracing the fear, not letting the fear run rampant and just sort of relaxing and giving into the vulnerability, your, the finite of your existence

Speaker 5:          02:43:12       and just breathing and concentrating and letting. Letting the dance take place because there's some. There's some sort of a weird that one of the things that there's a big misconception about when it comes to edible pot, is it edible pod is like smoking pot. It's an entirely different process. Physiologically. Your liver time course is very different to it. We can stay stolen for three days. Yeah. You, you could fuck up and eat too many brownies and you'll be gone for a long time. That sounds miserable. It is, but it's not because he gets something out of it when it's over the. The process is excruciating, but when you come out of it, you just feel so happy. Feel so happy. It's over.

Speaker 3:          02:43:50       Is it like the joke about the dude is banging his head up against the wall and somebody says, why are you doing that? He says, because it feels so good when I stopped

Speaker 5:          02:43:58       in a way, but there's no physical damage banging your head up against the wall. You're going to hurt yourself. This is true.

Speaker 3:          02:44:03       Uh, yeah. I don't know. I think there seems like there might be easier ways to get to the same wisdom.

Speaker 5:          02:44:09       Maybe, but I think there's also creativity that gets inspired by the edible pot, something called 11 hydroxy metabolite that your body produces. It's so different than most people when they eat pot, they think they been dosed like anybody who smoked pot before and then you give them a Brownie. They think, oh my God, there something in that, and they're convinced because reality itself just seems like it just dissolves and especially inside the tank, there's something about the tank environment that produces. In the absence of any external stimuli, your brain becomes sort of supercharged because what you're trying to do when you're just sitting down and concentrating and relaxing as you're trying to focus on your thoughts, but you're still aware of your body. You're still aware of your elbows touching this desk, your butt touching the chair. There's all these different factors that are that are.

Speaker 5:          02:44:58       There's stimuli that's coming into your senses. Whereas in the tank there's none of that virtually. It's almost completely eliminated. There's some, but you can. You can. You could phase that stuff out, like you could still feel the water a little bit. If you think about it, you could still use, sometimes you bump into the wall and you have to like center yourself and you have to relax again and make sure you're not moving so you don't touch things which can kind of dissolve the experience, their experiences, meditation where you have that same experience where you lose your sense of the body, but that usually comes with more concentration. You have to be very concentrated on it. I feel like you would have that experience and it would be even more intense if you did the exact same thing that you do outside the tank in the tank.

Speaker 5:          02:45:44       I don't think you need any psychedelics and the tangle. It's one thing that I tell people when they ask me, should I get high before I do it? I'm like, no, just do it. Just do it. If you decide after a while, if you've done it three or four times, you was like, I wonder what it's like if I just take a little bit of a hit of pot and see where it takes me and there's nothing wrong with that. It's not going to hurt you, and if you're a type of person who enjoys marijuana or whatever, but the tank alone by itself, just the absence of sensory input,

Speaker 4:          02:46:10       your brain goes to a very, very different place and as long as you can relax and as long as you don't think too much about the fact that you're in the tank, just concentrate entirely on your thoughts entirely on your breath. And again, let all those crazy like where to hamsters live like all that shit. Let let all that stuff run wild through your mouth, but I feel like in the tank at least that gets to a certain spot. Then it stops existing and then the psychedelic state takes over. Yeah, well it depends on what the goal is. I think there can be many different goals of meditation or quasi spiritual practice and they're not there. They're distinct. So the center of the Bullseye for me is not suffering unnecessarily. Right? So. And so one thing that, that mindfulness gives you is so it's potentially, it's compatible with every experience you can have.

Speaker 4:          02:47:07       I mean, there's is nothing in your experience that isn't inappropriate object of meditation. You just, most people start with the breath because it's just a very convenient thing to start with, but once you know how to do this particular practice, you're just, your goal is to just be clearly aware of whatever your experience is in each moment. So it's emotions arise, thoughts arise, sounds come in your, your attention is wide open to whatever your experience is. So it's not like. So. Nothing in principle is a distraction. I mean that could be, you can be meditating right next to a construction site and the sound of the hammers is just as good and object of meditation as the breath or anything else. So there's nothing. Everything is included, but the, the, the superpower you're after, which you actually can acquire through this practice is to realize that virtually all of your, of your psychological suffering and actually arguably, virtually all of your, your physical suffering or the difference between physical pain and suffering, which I mean, those two are not quite the same thing.

Speaker 4:          02:48:17       Um, is a matter of being lost in thought as a matter of thinking, without knowing that you're thinking and what and what mindfulness does. And really any technique of meditation ultimately should do, is teach you to break the spell of being lost in thought and to notice a thought as a thought. I mean the, the, the huge difference is until you learn how to meditate or do something like meditation, you're just helplessly thinking every moment of your life, you're having a conversation with yourself. You're having content, whether it's images, stick or linguistic, poor forth into consciousness, every moment and so incessantly that you don't even notice it. It's just white noise. And not only does it completely color your experience moment to moment. So like if you're, if they're angry thoughts, you're angry. If they're depressed thoughts or you're depressed or sad that you're sad.

Speaker 4:          02:49:08       So you become your thoughts, but you also feel, you feel, you feel identified, you feel that you are the thinker of your thoughts. You feel like a self and it's completely structured by this flow of, of mentation every moment and it produces everything you do. It produces all of your intentions and your goals and your actions, and he said this about me and now I'm going to say that. I mean, so it's like it's everything coming out of you is born of of this same process and meditation is a way of recognizing that consciousness and then what you are subjectively as a prior condition of just be awareness in which everything is showing up, sounds, sensations and thoughts and thoughts can become just other objects of consciousness and I'm so I'm going to take eva, Eva, at a very basic example of the difference between between pain and suffering.

Speaker 4:          02:50:04       You can feel very strong physical pain, I mean unpleasant pain and just be aware of it in that sense that it's unbearable is virtually always untrue because you in that moment, you've already born it, right? That may, that the feeling that something's unbearable is really the fear of having to experience it in the next moment in the future. Right? Because you're almost like if some. If someone drives a nail into your knee, right? You might only. That's a. That sounds like it's unbearable, but every moment you're feeling it, you're burying it, right? It's like, it's, it's what you're, what you're thinking about is the last moment and the next moment. Then you're thinking about how much you know, when am I going to get some relief and you know, what's the cure and how badly is my knee injured? And you know, like you're, you're, you're, you're worried about the future continuously and you're not noticing the automaticity of thought that is, that is amplifying the, the, the, the negative negativity of the experience in that moment.

Speaker 4:          02:51:04       And we all know that you can have super intense sensation which is either either pleasant or unpleasant depending on the, on the conceptual frame you've put around it. So for instance, if, if you had this massive sense of soreness in your shoulder that you would experience it very differently if it was a, the result of you dead lifting more than you ever had in your life and you were proud of it, right? Be probably cancer. And you're waiting for your, you know, the, the biopsy results. And, and, and, uh, you know, you're worried about this is the thing, the thing is going to kill you or you're getting raw for some deep tissue massage and it hurts like hell, but you actually totally understand the source of the pain and you know, it's going to be gone the moment the guy pulls his elbow back, right? So it could be the exact same sensation each one of those, but the conceptual frame you have around it totally dictates the level of psychological suffering and, or the or

Speaker 2:          02:52:05       the can dictate the total absence of psychological suffering. Now we were talking before the podcast started about your apps and we were talking about the amount of different meditation exercises on the APP. So like what kind of different meditation exercises are there? If you're talking about just concentrating on mindfulness and breathing,

Speaker 3:          02:52:26       uh, as it turns out, you can iterate off of that basic exercise a in some to, to like a infinity essentially because you talk about not only will I lose my, I don't want to get too ahead of myself, but basically the, the, the basic instructions are that we listed before. You're feeling your breath coming in and then when you get lost, you start again, but then you can add onto that. So one big thing to add on is something called mental noting, so you're breathing in and out, you're feeling your breath, and then you get distracted by a huge wave of anger. Generally speaking, when we get hit by a wave of anger, we just inhabit the anger. We become angry. There's no buffer between the stimulus and our response to it, but there's this little technique you can do of just making a little mental note of, Oh, that's anger.

Speaker 3:          02:53:18       And that kind of objectifies the thing. It's a little bit like pressing the picture and picture button on your remote control where the story that's taken up, the whole frame can be seen with some, uh, perspective. Uh, so that's just one example of the little techniques that you can add onto the basic exercise. And you can go for a long time. So as we were discussing Sam's about to start his meditation APP, which is going to be called what sent waking up, waking up. And I have mine, which is called 10 percent happier. Sam is going to be doing all the teaching on his APP and my, on my absence. I'm not a teacher. We have experts coming in like Joseph Goldstein, who's again the friend of a friend of both Sam and I, um, a and you, each teacher has their own emphasis and you then start talking about applied meditation.

Speaker 3:          02:54:07       So how do I use it when we're, how do I use in my everyday life? How do I use it if really what I want to do right now is, um, control my eating. So meditation, for example, we have a course on the APP that talks about using it to not overeat. By the way, I'm terrible at this, but you can use your ability, your mindfulness, your ability to know what's happening in your head in any given moment without getting carried away by it to not overeat. Notice, Oh, I'm having this urge right now to eat as I did last night in entire bag of melted chocolate in my hotel room. Uh, but I don't, I can ride that urge and not do the thing that I know is stupid. Um, so anyway, that's just a little taste of how you can take meditation and bring it in numerous directions. Do

Speaker 2:          02:54:54       you guys feel competitive? Both of apps now isn't even out yet? No, not yet. When he comes out and completely cannibalize cannibalizes

Speaker 3:          02:55:04       men both then yeah. How happy is for me 10 percent happier. I'll be like negative 100 percent. What's 10 percent of zero? Yeah, exactly. No, I actually think I'm of the view, you know, now that I've been in this meditation APP business for a little while, I'm kind of, I don't think it's Uber, I don't think the business model is that there's just one huge app that everybody uses and maybe there's some distant, you know, second, I actually think it's more, a little bit more like fast food. I think it's going to be a bunch of big players and uh, in, you may switch back and forth. Um, and so I think it's just one need a nap. No, no, no you don't.

Speaker 4:          02:55:42       But I mean, the thing that's useful and it's really useful at any level of expertise in, in meditation and that at least this kind of meditation is having someone guide you. Yeah, it's, it's like a a mindfulness alarm that's constantly going off, going off and you know, periodically over the course of 10 minutes or 20 minutes or however long you're sitting and because distraction is just continually the problem and you're either meditating or you're distracted. You're either, you're either aware of what's happening at that moment or you're lost in thought. And that's true throughout your life. I mean, you're either hearing what I'm saying right now, or you're thinking about something else and you don't know it, right? Or you're. You're either reading the book you're intending to read or your mind is wandering. You're going to have to read that paragraph again. So this, this failure to concentrate, this failure to be able to focus on what you're intending to focus on.

Speaker 4:          02:56:35       Is it just this, this universal problem of human consciousness. And so meditation trains that and other benefits follow, but the having a voice in your head reminding you that you're even attempting to be meditating is a very powerful, even if you're, even if it's your own voice. I mean, even when I'm listening to a meditation that I recorded, just my own voice, remember it reminded me that I'm, that I'm supposed to be meditating. It works like any other voice, you know, and it's um, so it's, it's just, it's a feedback system that you can't really provide for yourself, although you, obviously you can, I mean, you can meditate without an app and most people do. I mean, I've spent very little time meditating with apps. I just think they're very useful.

Speaker 3:          02:57:30       But you see, both of us started meditating. I started meditating well before I did, but we both started pre worn around. Um, uh, so the, you can read, you can read a book, read a good book and learn how to meditate out of the book and just basically remember the basic instructions and do it. Uh, but a really is useful to have an APP, especially for some people because one of the biggest problems in meditation is this persistent fear that you're not doing it right. And so to have a voice you in your ear just giving you, reminding you of the basic instructions which are so simple but very easy to forget. It can be very useful.

Speaker 2:          02:58:10       I like the idea of it being like bicep curls for your mind. Yeah,

