Speaker 1:          00:00:02       Four, three, two, one.

Speaker 3:          02:04:17       It's not just about where he's going, it's like about, I just want to hang out with this dude for an hour because I feel like with with united shades, the more it becomes that I just want to able to come out for an hour, then that's the show I want it to be. Yeah. Well you figured out a way to do it, man, and Kudos to CNN for allowing you to just be yourself. Yeah. There's people always ask all the time, how much pushback do you get? I think the most pushback we got last season was I had. We had to fart jokes in the show and they're like, you have to pick one. You can was pretty fast. I'm like, what? Their different fart jokes. I didn't intentionally right to fart jokes in the show. It just. We had presented with two opportunities before jokes. That's hilarious.

Speaker 3:          02:04:53       Yeah, so it was like. So they were like, but it's never like. They actually did not want to be clear on this. They want the show. I'm always want the show to be smarter. They want the show to be smarter. I want the facts to be vetted and clear. They want that. They want the journalistic integrity because it's on a news network, but they don't pitch angles like they, for example, they were like, you know, have you thought about doing anything with Asian, the Asian American community. That was what they said. And I was like, I'd like to talk about Chinatown, you know what I mean, so that I get to take their suggestion and put it into a and put it into my version of it and that in. And I was like, I'd like to take it to talk about Chinatown in San Francisco so I can film an episode near my house and I have to travel and I'd like to meet Shannon Lee.

Speaker 3:          02:05:28       Can we. Did Shannon Lietz Lee's daughter? Yeah. Yeah. That's cool. Yeah. So it was like I got to make the version of the show I wanted while at the same time talking about the history of Chinatown and doing this other thing, but it ended with me. The last line is like, you know, I really learned a lot this week. Who am I kidding? I just wanted to become friends with Shane and leave it because I'm a comedian. I can do that, have some sort of like, you know, this and I sort of sometimes the people who write like, because people will write parts of the show and they will write it like the way journalists would do it this week. I've learned that people come together and there's some of that that's still I have to keep sort of pulling out like right to do write monologues or do you just talk a there?

Speaker 3:          02:06:06       What happens is like with somebody they will, right, like sort of the version of the script and then I will get that and then sometimes I will pull whole sections out and then. And then once we get into the Vo booth, it's me and usually a couple of the comedians like Ethan Berlin, a drawn, gee, this season's gonna be doing Kennedy who will then we'll sit in the. We'll will be on the phone together on the Vo booth and sort of like riff other things out. Yeah. So it's great to actually be able to hire because I had to clear with seeing I need to hire comedians on the show. It can't just be me and the news people or the TV people. Well it seems like it's not just a show, but also an opportunity for you to just sort of broaden your experience with human beings.

Speaker 3:          02:06:42       Which is interesting. I mean we went to Barrow, Alaska in the first season. What is that? Where is that at? The northern most tip of Alaska. It's inside the Arctic Circle. Ci's nobody visits barrel. Like it's not a, not like a parts of Alaska where like anchorage. Well No, let's go visit. It's not a place where it doesn't do tourism you. I mean you could go but there's nothing to do there. Just some of the year. Did you go. We went in, I think it was, it was, it was, it was spring in the rest of America, but it was still like, you know, deep snow on the ground and frozen and. But it was like, it was like negative toward his right there. Choose inside the Arctic Circle. Like we actually walked so far north that we were on the ocean, but it was still frozen, you know, like, oh, we're on the ocean.

Speaker 3:          02:07:26       And it was just still. Yeah, we were like on standing on the water. What did you do there? Uh, it was the idea that, well that was the idea because we just don't have here where, where have you never been. Like, sometimes that's how we for if you've never been right, we should go to Alaska. Well isn't that just go to regular Alaska? Let's go, let's go to the part of Alaska that even that even like we went to anchorage for part of it and even Alaskans don't go to barrow because there's, it's not, it's a place where people go there to work for the oil companies. People work for companies that work for the old company. So it's not like. And it's like, so it's a camp to camp, but it's, you know, it's 4,000 people in Anchorage is a weird community anchorage. When I was there, one of the first things I saw when we were driving a rental car to the hotel was a group of people standing on the corner holding up signs saying honk for equality and all these people were honking as they drove by and there was like all these people with purple hair and shit.

Speaker 3:          02:08:18       And I was like, oh, this is like a real city. Yeah, no, anchorage has. I mean it's like Bakersfield. It's not, it's cool when I was there. Yeah. It's like, it's like a, it's a real. It's like you don't. For me, the only thing was it was, it was cold but it wasn't even colder in other place. And there was like, there was more salmon choices, like everything. Everywhere you went they were like. And we have salmon. Halibut. Yeah. Yeah. And we have jerky, salmon jerky. So it was like, it was, that's why I'm glad we went to barrow because Barrow is like, like I loved it and I was like, I'll never come back here again. Like there's no way, unless I was doing something and you know, so that for me, like that's what is fun and that episode was people like that episode a lot.

Speaker 3:          02:08:55       I thought it was because it's not. Sometimes people think the episode, the show is just me talking to scary people, but most of the show is just me talking to people that I've never talked to before. Just getting a chance to see America. Yeah. And like, you know, so we did an episode about Lucy, some of Muslims, but it's like, well that's a big topic, but we went to Hamtramck in Dearborn, Michigan at this super small town, the highest percentage of Arabs and Muslims in America, like 30 percent Arabs and Muslim in this town and it's like a sleepy suburb where you just happen to see lots of women in Hijab walking around like, you know, but it's, you sort of feel like, is this right? You know what I mean? This seems weird. It's just like, it's just a sleepy suburb outside of Detroit or inside of Detroit.

Speaker 3:          02:09:31       There's ham generics in the middle of Detroit and it's just this small town that happens to be because of, uh, the Ford factory, like some of the things that happens a lot with immigrants like the, like the Ford factory was okay hiring immigrants back in the day or Muslims back in the day. So the Muslims were like, everybody come here. And so then it became a very popular, a very populous Arab Muslim town. But it's like, and then I got to sit down with a woman, her name was [inaudible] and I just got to ask her all the dumb questions about it, about Islam and all the dumb questions about, about her job and in Burkas and you know, and how that works with feminism. Can you be a feminist and a Muslim woman who can you be a feminist and a woman who is wearing a burka?

Speaker 3:          02:10:06       And she's like, yeah, you can. It's a choice, you know, you know, so I mean, you know. So I think that. And then we got to talk about, well, what about in Saudi Arabia? And they go, the government of Saudi Arabia does a lot of shit that's wrong and they use Islam as a way to justify it. Just like the way the American government does a lot of shit that's wrong and says God and country. It's not about the religion, it's about the expression of the religion. So, you know, for me it's like to be able to ask those dumb questions. We got to go to standing rock in the middle of standing rock. And so while it was going through the pipeline, the height of it, yeah. Wow. What was that like? Did you get hosed? No, I was. I was there for a few hours. This was not. This was the sort of at the big sort of the first, third of it I guess.

Speaker 3:          02:10:43       So it was still not. It had not turned into that and we were very disturbing time because they were going through people's public or private land and they were saying, look, no, we're going through and, but what is private land then? Yeah, if you just can decide to have your business go through my land and dig a fucking pipeline that may or may not poisoned my wells if everything goes wrong. Like what is public land? What does private is this, is it all the governments land or they just usurping my private land like this kind of fucking. The native people are like, yeah, this is what they do to us. This is what. This is how they are. Yeah, they're there. Whatever the whatever the number of treaties that. Because people get. There's like several hundred treaties and they're like, they've broken all of them, like not like half of them they say they've broken all of the treaties, so the native American people, that's why they had to make a big noise because like this is how they do and this was like, it felt like the final Straw and so they were people like we got there before the winter and they were like, there's people in tps were like it.

Speaker 3:          02:11:34       I had this whole conversation about how tb beefs think of Tbi. I thought if teepees is like, you're going to have teepees in the winter, like yeah, they're better than tense. Like they're just, this is a hole in the top and you can have a fire in the middle of. Yeah, I knew you would know, but I was like, really? And this guy was like, this guy was like, yeah. And then I said to this one guy, I'm like, well, what do you do if it gets really, really cold? Go to the hotel down the street. Oh, you know, like it's just like I was in this whole like native when we go to, we go to the restaurant, you know what I mean? So it's like it. And it was. That was one of my favorite episodes because I get to sit and ask all the dumb questions that I've had and other people have and sometimes I ask dumb questions that I kind of know the answer to you.

Speaker 3:          02:12:10       Would that be like we need to ask the dumb question when we have an opportunity to don't go tap into people in line at starbucks and asking them dumb questions. You got the Dakota pipeline was extremely disturbing and it just because it was just was one of the clearest examples of money overwrites, money over land ownership, money over everything. We're going through with this thing. It's gonna make us money and this is what we're going to do. You should get Tara. Tara Houska on here. She's a, she was at standing rock and she speaks very awesome about all this stuff and she's a hardcore activist. She was one of, she was like Bernie Sanders, native American, the representative, but uh, and she's great about all this stuff and you can talk about how to them. It's like, this is just the most recent expression of this. Spell her name t a r t a r a h o u s k there is, there she is.

Speaker 3:          02:12:59       Yeah, she, I mean she was in the episode and when we sat down I was like, I'm going to ask you a bunch of dumb questions. She was like, great. Here we go and talked about like, this is just the tip of the iceberg. Where is that now? Where's that standard? Because when trump got in office, he paid, apparently greenlit everything. There's still people fighting against it, but it's not the same, you know, number of people out there, but they're still active. She will be able to tell you more better than I would, but they're still, you know, they're still the same. There's still people fighting, but they're going through it anyway. Right. They're going right under the river. And again, this is where it gets a little bit out of my depth. But yeah. Yeah. What is there, what was like the. I mean I don't think there's any one thing that was most rewarding to you, but there was anything that you got the most out of during that show during the native Americans, you know, doing your show.

Speaker 3:          02:13:38       United States of America. Uh, the bay, the San Quentin episode is actually the one that I feel like has actually affected me the deepest that I've been back to St Winton twice, maybe three times, twice since then. I cohosted it like a talent showcase with one of the inmates. Really? Yeah. We were like on stage together, like he wrote bits for us to do and yet I was ripping, you know, and it's this thing where like, believe me, even though I had gone to San Quintin and filmed either, I went to St coat and film the show. I was like, I walked in like this is, this was in the episode. I walked in with the, one of the, like the coordinator, the junior warden, I'm going to guess, and Sam, and he was like, we walk in to the, to the yard, and he was like, how do you feel? And I'm like, because we're walking into the yard like, you know, and it's all inmates doing sit ups and pushups and hanging out playing basketball. And he goes, how's it feel like? Oh, it feels like walk into a neighborhood that don't know anybody. Like you know, like if one of the neighbors were, you're like, I need to be careful here. And then as I was saying that some guy goes, love your comedy Bro. And I go, oh, it feels pretty good.

Speaker 3:          02:14:34       And it was. Then that's exactly what happened. And we left it in the show and then from that point forward it was just like if you, if you like sort of close your eyes, it was just talking mostly to black men who've had a lot of life experience and been through a lot of shit and who have learned a lot from them, what they went through and have like done therapy and self actualized and educated themselves and all these types of things. And then if, but then you realize that I'm never going to leave. They have a lot of experience out of wealth, of knowledge, a lot of skills and they're never going to leave. And so for me it was like I can do more here. So I went back, we screened the episode there. It was the most tense screening I ever had because like what if they hate it, but they were like cheering and clapping and gave me a standing ovation at the end.

Speaker 3:          02:15:11       And so I went back and hosted this talent show. And again I went back and still like, well what if this time? And they're like, ah, come on. When they make fun of me, because I could. I did not pay A. Was it a pinnacle? They were still, yeah, to play peanuckle in prison. I know how to play and they're like, you're a black man. Doesn't play peanuckle like they were. And they're like, oh, it's just one of those crazy card games. It's way too complicated that you know, and the. They said we play peanuckle because it's really complicated and takes a lot of time.

Speaker 3:          02:15:38       You don't want to just play like war in prison. You want to play a game that's really complicated so it actually sort of fills the time you have. I had a friend who went to prison and learned how to play chess in his head. Yeah, you can just yell out the Rook to King Five checkmate him and this other kid who was a chess genius or sitting down this ex con and this chess genius sitting down playing chess in their head in front of me. And I was like, wow, this is crazy. And it reminds me. It's like the autobiography of Malcolm X. Malcolm x said there's all this wisdom in the neighbor in the, in the hood that these can be mathematical geniuses, these can be the people who cure cancer, but they can't. They're not being put in positions where they can actually use. You can take advantage of this.

Speaker 3:          02:16:20       Yeah, and also mistakes like whatever mistake you make when you're a young person, whether it's selling drugs or shooting a gun in the air for your third offense, there's certain mistakes that automatically disqualify you from any personal growth for the rest of your life. Like that's it. Like you are now contained and incarcerated. Yeah, and there'll be no growth. Yeah. And the thing is the same. It should be a really small list of things that disqualify you from society for the rest of your life. Especially like at 18. It should be a. There are things, but it should be a pretty small finance ministers. Yeah, it should be. Yeah. It should be like you are a monster that we should still check in with you every 20 every night. I'm going to go, are you still a monster? Like how's it going? Is there a pill to being a monster?

Speaker 3:          02:17:01       If we, if we sort of put you in therapy and educate you, are you still going to be a monster? We should still be working on these people, but it's certainly not in a fish. It's not, it's not for the betterment for society that we've taken this huge pool of people out of the prison system and as you know, this is the thing. Black people are like 12 percent of the American population were 40 percent American prison population. Somewhere around there please google it makes sure, but it's not because we're doing 40 percent of the crime. It's we black people do crime, but we're over sentenced a lot of times. We're not getting proper representation. We're not A. There's like the three strike laws, so it's like something that like a white guy in Nebraska does. A black guy doesn't California, so he's in prison the rest of his life.

Speaker 3:          02:17:39       You know what I mean? Like it's like we're not getting the, the unequal application of the law, which ends up putting us in prison at a higher rate. And isn't there more people in population in prison in America than the rest of the world's presence in the. If you look at the graph of like Americans per the number of people in prison, it goes like, it's like, it stays pretty constant for a long time. And then like right around the 80 years ago, we have like some, like somewhere between two and 3 million people in prison. The agent, it goes, it goes, it goes, you know, you can pull it up, but he goes through laws that, that caused that to. It's like mandatory minimums and uh, incarcerated Americans. Wow. Look at that 1980 something. It just launches straight up. Yeah. And it completely vertical on.

Speaker 3:          02:18:22       And it's like, it wasn't like people were committing the same crime. Like man, people just create so many more crimes. It's just about why we were keeping them in prison longer. Look at that shit. In the 19 seventies it was less. Look at the number, less than a million people. And let's talk about this, we're talking about the 19 seventies, that's the Scorsese, Scorsese movie at crime and crime is at the streets of New York. And then solid 1970, it looks like like 400,000 people in prison, right? If that's half a million, that looks like somewhere around 400,000. That's fucking insane. And now it's millions. And again, it's not because crime got so much worse. It was that we started to private prisons made it that we need to keep people in here. We need to hold. This is the, we're making money where this is a moneymaking enterprise, so we need to keep people in here.

Speaker 3:          02:19:13       The real problem is once you've got something like that going on, pulling that back, it's going to be extremely difficult when there's profit to be made from incarcerating people. Yeah, and I mean there's the, uh, there's a guy, Shane Bauer, I've heard the name, Shane Bauer, he works for Mother Jones magazine. He was one of those guys that gets on the ground and. But he did a whole thing where he was a prison guard in Louisiana. He applied for a job as a prison guard at a for profit prison in Louisiana. Wow. Just for the story, just for the story and didn't hide his identity. Where do you work? Mother Jones magazine. We. We need people like they didn't do any sort of big background check and he was a huge article. He did a couple of years, like a year or so ago about being a prison guard and it stayed.

Speaker 3:          02:19:52       I mean if you read it, it's like the things you can get away with when you are the prison guard and the ways in which you can treat people at this prison in Louisiana are just. It's like, you know, it's a nightmare and this prison is supposed to be about rehabilitation that's not. And it's not and especially at a for profit and for profit prisons that he's another guy you should have on. I'm booking your podcast. Please do. Yeah. The amount of money that they spend is directly related to the amount of money they earn. So just trying to feed you with the cheapest fucking food that can get into what this is about. And also it's about keeping you in line. It's not about keeping you, you know, it's not about, it's not about helping you, it's about keeping you in La. I mean, in the San Quentin episode, I went to the mess hall with him and got and had the food, the dinner and it was like, first of all, none of it is, it's like the, it's like the worst level of food.

Speaker 3:          02:20:41       Like it just like peas, carrots, carrots, like not like there's no salt, there's no mess, there's no taste to it. And then like a, uh, an uh, a hot dog like that with a bunch to the hot dog, San Quintin's, the prison that every prisoner wants to graduate to in California. And so a lot of the guys end up like illegally bringing food in and then making food together in their cells because they are like, I can't eat this, this is not, this is not good for you, you know? And also dinner's at 5:00 so I can you and you eat at 5:00 and you know, nobody's going to bed at six and was still hungry. So you're still late, it's like, you know, so like 10:00 at night, you're hungry. You have to have figure out a different way to make something happen. And what's also fucked is that you get like thirty cents an hour or something like that for working. And you know why that is, is because of the, the emancipation proclamation didn't apply to prisoners. Really? Yeah. So that's why you can pay prisoners thirty cents an hour. Oh beautiful.

Speaker 3:          02:21:42       We're going to talk about fun things would happen. It happened to me some fun shit. What did you do that was fun? Like what'd you enjoy? Uh, what did I enjoy? Uh, we did Puerto Rico, Puerto Rico because I just had Peter Schiff on. He moved all his money over to Puerto Rico because you don't have to pay taxes. Oh yeah, the 40, the whole thing of Puerto Rico. So strange. But it's a, to me the fact Puerto Rico's bankrupt, it's like $80,000,000,000 or some sort of crazy figure of debt and it's. And it's just because the US has used Puerto Rico, like, you know, like as a, as like, it's like the ATM, you know, we sort of did things there and we didn't because it wasn't a state, we didn't have to sort of do it the same way, but it is one of the most beautiful places I've ever been in my life.

Speaker 3:          02:22:20       And I mean I was there like the show runner, Dion Jackson was, he'd been there before, he's like there's houses for $25,000. And I was like calling my wife, we should just, we don't own a house in California. We should, you know, like it was, it's such a fun, beautiful place that has been exploited by the United States of America by not being a state and not being independent country. Like it's weird to like stings aren't allowed to ship directly to Puerto Rico. They have to ship to the United States and then go to Puerto Rico so that everything is super expensive. Super expensive. But it's like, for me it's like, it's like being in a foreign country but your cell phone works. So it's like, so you get all the, like different culture and new food and you get all the like know the people speak Spanish so if you speak a little bit of Spanish you can get by.

Speaker 3:          02:23:05       It's a super diverse place. So like I as a guy who's married to a white woman with a, with a couple of mixed race kids, we don't feel like we stick out there, you know, they're just sort of like. And the weather was, I was like, I was, I want to, I want to go back so badly. Like loved it. I loved it and I don't like stuff. Do you think you could live there? I think it could retire there. I think it was all said and done. I think I could be like, I think at this point it'd be hard, but I certainly think if I liked was an east coast life maybe because there's a lot of people, a lot of Puerto Ricans who live in New York who have houses in Puerto Rico. But then I also feel weird because I'm not Puerto Rican. Like am I a gentrifier?

Speaker 3:          02:23:37       Am I making it better by this house for $25,000 that helping you or is that actually fucking you over? So I bought this $25,000 to be conscious of that stuff. I believe you have to be conscious of that. So I think if I did it I would. But I met a. I met the governor of Puerto Rico who is not very popular, but I was happy to talk to you a governor. So. But you know the whole battle is over statehood in the, in to they want it like it's really a disputed thing. Most many activists don't want it because they feel like why are we, why are we sort of being subjugated by the United States? Why can't we were on country? But the problem is they're like $80,000,000,000,000, like whatever it is there so much in debt. It's like what happens? But it feels like to me like it's an, it's, it's like, it's like it's Hawaii, it's Hawaii, but it's also, it's like Hawaii, but it's like if we hit it doesn't make sense.

Speaker 3:          02:24:24       It's in debt is what I'm saying. It doesn't make sense that it feels like this is a beautiful place. This is, this could be if you just taking advantage of what it looks like, this place, you'd be making a lot of money. He just has a resort, a resort. This is a place to like and it done the right way. They should be making money hand over fist. So I started to, I invest in Puerto Rico. That's what, that's what I do with my buddy. But I really could be an east coast guy though if you've lived, uh, all this time on the west coast, I can be, I can do well the Puerto Rico, Puerto Rico's not the east coast. That's different than if you'd have to either live there all about what time all told I, I'm talking about, I'm talking about that version of me that ends up with like some sort of like, that somehow ends up with Kevin Hart money without working as hard as Kevin Hart or somehow something happens where you go, man, it's weird that I invested in that, you know, that, that, that shoelace company.

Speaker 3:          02:25:12       And now those shoelaces are everywhere. You know, then it would be like, I'm gonna, go to Puerto Rico, I'll go to Puerto Rico. I would certainly spend some time there. And if you go to Puerto Rico though and you move all your business to Puerto Rico, you moved your money. Puerto Rico, you don't have to pay taxes. I believe me, I'm, I'm with real weird. It's my wife. That would not be. She's the West coaster and she, she would not be done for that. But I do think about going back. I was hoping we could screen in episode there, the Puerto Rico episode there cause it was a lot of fun. But seeing how many episodes have you done so far? We've done 16. It's a to season. Wow. And so we're about to start. We start filming season two, like September third. Pumped. Uh, yeah. I'm excited. I mean it's been, it's weird because last season when the show went off the air I felt like I could tell that like people didn't.

Speaker 3:          02:25:54       They sort of talk about the show had gone away. But the trump era is good for business. How? How so what do you mean? Like you felt that the talk had gone away, just like, you know, you know, when you're, when you're like when you fear special comes out and you're walking around town, more people may recognize you more people and then when you're specials not out it's not, you know, sometimes the volume gets turned down. But with this I still walk around and it's like the show is still on the air, people are still talking about the show and they see me, there's a sense of like, oh, like they really feel the show in a very deep way. Like I hear from people like families watch the show together and like, you know, and I didn't make it for that reason so it, so it feels like the show, the first season show Obama was still in office.

Speaker 3:          02:26:31       So I felt like that was like the mixed tape and the first season was like the, the second seems like the album and it's, I feel like now like people are looking for the show in a different way. So it feels like knowing that I have to make sure the show steps it up a notch. So that's, that's the, I feel the pressure, like make sure that we don't just, I'm like, I don't want to make the show like which white supremacist he going to talk to you this season, but we have to do other things. It can't just be, we can't be repeating. That's interesting. So you feel like a sense of responsibility, not just to entertain but also to Kinda like get some ideas out there that maybe would reach people and maybe I just, I feel like we're as comedians were all responsible to our material, you know what I mean?

Speaker 3:          02:27:05       And so I feel like in that sense I'm not doing anything different than Jim Gaffigan's doing. You know what I mean? Like there's, these are the things I want to talk about. These are the things you want to go, things I want to talk about. You're not Jim, not Jim Gaffigan. Yes, but it's. But I feel like I don't want to. I don't want to separate myself from. It's easy to somehow I believe in the work that I'm doing. I'm excited about the work I'm doing. I do think that the work can help lubricate changes. I don't. It's not the change, but I don't want to get caught up in like the sort of like this is important. You know what I mean? Because I just feel like at the end of the day, people often say to me like, do you still consider yourself a comedian? Yes. I'm a comedian.

Speaker 3:          02:27:39       Yes. I still do stand up. I'm trying to work on my next special, like I'm still trying to do these things. It's fun to be. It's fun to say funny things. I just like to say funny things about these things. Yeah. Well you also, you're a part of this giant discussion whether you're a comedian or an author or journalist, you're a part of this giant discussion which is human culture and I think we need people that are articulate and thoughtful on all sides. We need to like figure out that there's going to be all styles of humans to different things that people are interested in, but what's got to be the most important thing about being an American is respecting all the other styles of human. All the other ways people think whether they're conservative

Speaker 2:          02:28:22       or whether they're liberal or whether they're, you know, whether they choose to whatever the fuck it is, you want to live off the land in Alaska or whether you want to be in Manhattan.

Speaker 3:          02:28:33       Well, I mean, you know, whether you want to be in Alabama where they want to be in Berkeley and I go to both those places so I see all those people. So I think the thing is is like you and you have to realize that this is something is maybe makes you nervous or scared. It's not always about you. And I think that's the big thing that people get wrong about the bay area. We're not all a bunch of liberal people on the same page. We just recognize that we all go out there because it's like I just wanna go someplace where I can do my own thing. Just go meet some rich people in Marin county if you think that. Exactly, yeah. Yeah. Or silicon valley is silicon valley or those silicon valley people. So weird though, because they try so hard to go left because it's almost like they feel like they have to. It's like a part of the business model. Well, a lot of them, a lot of those people. It's like when you're like, wait, did you really invent anything? It wasn't like instagram wasn't that facebook, but just pictures like you know, and you're like, I'm. So I feel like there's probably a lot of silicon valley guilt in there too. Oh, just like the amount of money. I said I'm just going to do the part about facebook this picture now I have a billion dollars. You don't do the thinking and Zuckerberg is going to run for president.

Speaker 3:          02:29:32       Trump has changed. He's turned the table over. He. So I think in that sense. Let's see. Let's see what happens. I think we definitely need new ideas, but I'm not keeping for Duncan Berg, right? Yeah, he could. But yeah. I don't know. I don't know. The world is better now than it was in $1,900,

Speaker 2:          02:29:47       but it's a slow sort of gradual evolution of human ideas, you know? And I think that shows like yours contribute to that and then conversations contribute to that and getting just the, this, this thing is like one layer of paint at a time. We're trying to build a mountain. You know, it's just, it's frustrating for people because they want immediate change.

Speaker 3:          02:30:08       And I think the thing is this, take that analogy, sometimes you go, oh, that was the wrong color of paint. We got to get some errors, errors. And I think that right now I believe we're going through an error and the error era. And uh, I don't know though,

Speaker 2:          02:30:22       since I think like the, the response to it has genuinely energized people to look at the surroundings, look at politics, look at the way we're governing this civilization, the way that we're interacting with each other and try, I mean the people that are responding to these people walking down the street with fucking home depot candles and screaming out antisemitic slurs or whatever the fuck they're doing that has sort of energized people in that don't agree with that. It's sort of like step up and try to understand how the fuck is this still going on in 2017. Like who are these people that we didn't know existed? Because you live in Santa Monica, know that you don't, you're not around any of that. Everybody you know is pretty left wing. Like what? Who, who are these people? Like what, what, what part of us is represented in this ugly aspect of our culture? Whether it's, you know, people that hate white people or people that hate black or people that hate

Speaker 3:          02:31:20       Jews or what is this like, why is this still here? What, what has failed that this still exists. And I think these conversations are a big part mean. What you're doing by doing your show is your, for millions of people that get to tune in and they get to hear the words and it adds layers to the way they understand human beings. That's, it's so God damn important. And for me it's like I appreciate you saying that and for me there's a part of this that is wholly just like, I want to have these conversations. I'm happy to see it in his budget to make these conversations happen. I've always wanted to sit down with the engineer. Yeah. Yeah. That's the engine that it forward actually do want to have these conversations and that's one of the things that makes them just a authentic to people that are watching the show.

Speaker 3:          02:32:03       I can tell when I watch your show like this has come out, like really being interested in it. Yeah. No I'm not. And when I'm not interested we don't use it, you know, like are we too, are we really. We really work hard to pick the right people and you know, there's debates like we had a whole debate like what if we could get trump, you know, what'd you do? I that I had, I really pushed back. I was like in there still. I was like, I don't believe because I believe he's uncurious. I don't believe there's any there there. Would you, would you ask him if he's on? I'd rather, but I don't think he would even take in the question that I was at, you know, I'd rather Ivanka. You know what I mean? I'd rather like somebody who's actually who I feel like it's like you can see sometimes it's like, this is not going according to plan.

Speaker 3:          02:32:40       You know? I grew up with the Internet. Yeah. Yeah. That would rather. I would rather, you know, I mean, I probably rather bannon, you know what I mean? Like I feel like I don't believe that there's any, there, there were things would smell like sulfur. I've forgotten someone light a match. I feel like he's going to probably carry a cell phone in his pocket. So he does smell like sulfur because he wants to create the illusion that I am the reckoning am all times. Yeah. That's like the Bhagavad Gita. Yeah. Become death world. Like I think he probably, you know, that's why I hate it when starting live made him, the parody of him was like the grim reaper. He was like, yeah, yeah. Good. Yeah. He's like, that's what I am. I am the grim reaper. Right. The Sean Spicer one was hilarious because trump thought that Melissa mccarthy doing it made him look like woman who was doing.

Speaker 3:          02:33:28       There was a push at one point that Rosie O'donnell do trump and I was like, that would. It would have been after she was done to do what she talked about it. It was so good at it. That's great, but I think about like Bob's great, but I would have. Rosie would've really hurt his feelings and he probably would've. Right. Especially if you can. She can say some dark, dark shit. I love the fact that spicer retired too. When scaramucci got on board, I was like, that's it. Yeah, but then now they're scared when she's gone. Spicer hasn't been like, can I have my job back? He was like, he would. He has nobody's hurt. Spicer go, well, I'm glad that I can finally returned to my place. She mentioned being the guy that has to tell everybody that this was the biggest crowd, the White House for the first day and soda.

Speaker 3:          02:34:11       You know that there's photos and you like. The first thing you want me to tell people is a lie and you could see the look in phases like this is a lot. That's. I really. I have a soft spot in my heart for, for Sarah Huckabee, sanders, because she like goes out there like 30 right now. She thinks she's younger than that. I think. No, I think she's. I think she's starting to. No, I think she's in her mid thirties. I think so, but I don't know, but I thought she was just 28 with hard year. I just feel like I liked the fact that she's out there like the 25, 30, 35, 35. I liked the fact that she's out there like, like you kind of know. She knows it's. I'm not blinking. It makes. She said when I bought, when a brother a trump was a attacking people on twitter, she was like, if you attack him, he hits back 10 times harder. I'm like, Hey, good.

Speaker 3:          02:35:01       What are you talking about? You don't teach your children that are not yet a boxer that's really good at taking punches. Yeah. This is the president of the united, so whatever happened to turn the other cheek, but there was a thing called presidential, but we thought that defined the person. But now what we're learning is that the person defines the word he's defining what presidential is, his supportive, believe if he did it, and this is what trump leads. You can tell if I say it, it's presidential. If I say it, then it's worthy of the president's saying it. So if me retweeting as he did the other day, like, you know, uh, whatever, with some sort of conspiracy theory nonsense, they don't means it's a legitimate thing. It has to be the president did it. It's like the, it's like the same thing with like the monarchy in England.

Speaker 3:          02:35:43       Like if the Queen says it, then that's what it is. You know. So this is where we're at. It's a fascinating play if it didn't have so much of an impact on our actual wellbeing. Yeah. Know people told me about. I was talking to a woman yesterday who was a public school teacher and she was saying or had been in public school teacher and she's talking to other folks, will teachers about. There are kids who go to school every day who are, who are born in this country, you know, they may be there from the Latino kids were born in the country, their parents were, are undocumented and they go to school every day for their parents are going to be kicked out of the country and not knowing what that does to them. And now somebody is like, why didn't you do your homework? You know, like, it's like you're like, because I have a lot going on right now, you know, why aren't you selling?

Speaker 3:          02:36:26       Well, you got an attitude problem, you know what I mean? Like we're not sort of the trump doing all that up their filters down to some kid in a public school classroom who gets in a fight and then they expelled him because he's like, he's got an attitude problem. You know that it's like people are not really. People don't think enough about how this is affecting regular ass people. Well, he's a role model. Believe it or not because he's the president and the president by definition is aroma for sure. I mean, when you were a kid, when I was in grade school, I remember kids saying, I want to be president some day, and other kids going, wow, this motherfucker's reaching for the stars in a while. He wants to be the guy. I think, wow, you know, how difficult would that be? But, you know, but then again I grew up with.

Speaker 3:          02:37:05       I remember like a grown up. I remember when Reagan was in office and I remember all my family be like, you know what I mean? So funny. He was like, hey, not everybody. Not Everybody. A lot of people that were like that when Reagan was in office, which is so weird, like the whole revisionist history thing that happened like after he was dead. Now he's the. Yeah, he's the, he's the, the modern, great president. Do you guys remember the whole Ollie North thing? Do you guys remember Iran Contra? Do you remember the guy standing in front of the front of the court when they were questioning him saying he doesn't remember selling arms to Iran. This is, remember Nancy Reagan standing him, feeding him to the next thing to say. Yeah, no, I think that the. So to me it's like I just in my lifetime it's like people were like, man, right?

Speaker 3:          02:37:50       Like people I know ran Reagan was such a bad precedent and then you get ga wish. No, that's a bad president. And he gets through because I'm like, well, what's. Yeah, that's my. Yeah, this time doesn't end with trump. You know what? Let's, let's see what's coming in. And that's why I think when you say like seeing how people react to trump and stand up and in the streets, to me it's like today they're doing that or they did it this weekend, but it's like some point people either they get exhausted by doing that. There's a march right now going from Charlottesville to DC to protest you trumps all the things that trump said in the wake of walk the whole way. Yeah. Was a bunch of people on the way or pick up some. I think that's more likely. Like people like that several days. It's like a week long thing.

