Speaker 1:          00:00:00       Young Jamie [inaudible].

Speaker 6:          02:57:18       Yeah. Yeah. It's vintage Damien mind. Yeah. He got ahold of them and uh, those is frank Mir versus car went. This is horrific. No. Oh, okay. Don't worry about it. That game. Yeah. It's probably only on fight pass. If you go to UFC fight pass and we have a account or is it just my account? Is it on? Yeah, we don't have to see it. But anyway, it was a Merch gigging marketing. What we were talking about the difference between a guy who's like a super tactical, really high level guy and then there's a point of diminishing returns where it doesn't work on somebody and that's the point of shame. Carwyn like you should like, like almost like, there's like a physical limit of almost all technique that you hit a wall when someone gets just so stupid strong that they can, as long

Speaker 2:          02:58:02       as he's skilled and he is skilled on top of that, he's aware of what's going on. He's like a Rashad Evans blackbelt like Rashad, it's not going to submit you off his back. But his knowledge and his defense is insane. There's just different, you know, like he doesn't have what's going on with Rashad. Like what happened after that? Tim Kennedy fight, they pulled them out of the Tim Kennedy fight. They pulled him out and then he was supposed to fight again. Right. Pull them out again. I don't know. He tried to fight Kennedy again, but this time in Toronto and Toronto pulled them out too. I know. So New York City pulled them out and then Toronto pulled them out and uh, he says it's a preexisting condition. He said he's something he's always had, but who knows, man, I don't want to hear that. What do you think about that Kevin?

Speaker 2:          02:58:37       Gasol them fight Jesus. Right. Okay. No, no, no. But against a Tim Kennedy, first of all. Oh yeah. That's another example of a guy who wasn't cutting any weight and look fucking amazing. But then he wants to go back and talk to your boy. Why is you want to go back down to 70 because those guys have to cut weight. Those guys are cutting weight and getting down to one 85 and they're gigantic guys like Hector Lombard and he doesn't want to have to fight one of those guys. Okay, but you gotta make weight a seventies I understand what you're saying. And I think there's a middle ground there. I think seven days to harvest made one 70 many times. It's missed it the last time. But this last time he says he was on the new dieticians a regimen and it didn't work out. Didn't work out.

Speaker 2:          02:59:19       You have dolce originally? Yes, I think so. Did you just not want to pay the money? I don't know exactly what went down between that. He's just gotta be personally more disciplined if he's just personally more discipline with his dye. It's on him. Yeah. It doesn't matter. The dietitian, you know, especially him cutting weight and how he's been doing for so long, you know, commodity. Let me ask you this. The fucking handle moves and shit make, he'll accept 85, I think one. That's what I'm saying. I think he's fine there, but he's fighting veit doorbell. Four nights that he's going to buy. You Tore Belford 85. Yo Dude, that's a, that's a rumble. Yeah, it seems Brazil. Oh, what does that mean exactly? What are you trying to start his coach? You don't know. What does that mean? You throw in Brazil is a different animal for sure.

Speaker 2:          03:00:01       Why isn't there no, you cited there. What are you trying to say? What are you trying to save? Show, say anything. What I'm saying? There's something that I say he down there. This is the last chance for romance for Vituro too. It's a great, it's the perfect fight for Canelo saucy, perfect fight name. Put the mits to him. Musashi, put them into v Tour and I think Kelvin is a better mover then Musashi Musashi has more weapons, like loose aussies are way better kicker. Uh, but what Calvin does, man with his footwork and that like real light on his feet, moving in with that Right Man Jab Rafael Cordeiro has got, I mean his, his, his striking look, super professional, so good and, and ridiculous combinations and speed and fluidity. That's what keeps going forward. Keeps going, keeps going forward. So game, gas, shame game. It's gas tanks retarded. It's just so good. He's so strong. Fear Zero fear, Great Chin. Who's demeanors and saying yes and you know, was real comfortable when tim was mauling him. Like Tim got ahold of him early in that first round and really

Speaker 6:          03:01:00       put out a lot of effort that seatbelt got his back. Really was mauling him with size and power. But Tim gas himself out doing that. Tim Look terrible in that flight. Did I love Tim more than anyone in this world? Tim, what about me? You love him more than me. It's a tossup. He'd be fighting for my freedom from my fridge. I'm still interesting. But uh, tim looked rough in that fight. It was a terrible performance for him, but him, nobody fucking handled themselves better after loss. Then that guy, what did he say? Fucking owns up to it. The guy kicked my ass. He's a better fighter than me. It was very embarrassing. Picture him going to the hospital at well that sucked. Yeah. Eyes face. Totally jacked tip Kennedy took a picture of herself jacked in the hospital. I think I s uh, outlook on on losses, losses or ou.

Speaker 6:          03:01:46       When you're in someone's corner and you're dealing with someone, man, it's like, it's hard. It's hard to, all you can say is like there's nothing that says you can't win them all, bro. You got caught. Anybody can get cut. But there's a difference between like what we were saying, like a guy like Tim Kennedy took that loss and like how hard Rhonda took her loss to Holly Holm. Yeah, there's a, you know, a giant difference. Complete opposite. And that's the business of being a fighter. This game's easy when your merch in everyone, everyone's every media outlets telling me how good you are. Like yeah, this is fucking great. Then you take one on the chin, you lose. Most fighters come back and go, all right, I got merch. But watch this fight. You'll see what's up. I'm a real fighter. That's why tim or you eat Kelvin's had his loss.

Speaker 6:          03:02:26       Is everyone that many. Then Connor, you know he came back, he was already talking shit after that fight. He was like in a fuckhead. I fucked up, but I'll be back. Took it like a man and didn't talk about a staph infection. By the way, a lot of people, when we found out about us sat staph infection because of my fucking big mouth, but he had a staph infection two weeks out of that first nate diaz fight. He was taking antibiotics. That's the word might be. I don't think it's bullshit. I haven't heard it directly from his mouth, but I heard it from a very reliable sources. Do you hear what his camp is doing? What are they doing? His coach is requiring every fight on his team to have their brain scan. Fuck yeah, John Kavanagh. Fuck yeah. Right. Powerful move. Smart Guy, man. Fuck yeah.

Speaker 6:          03:03:04       This is a crazy sport. You know, and no one wants to tell people when they can and can't do it, but someone should be watching out for them because that fucking same ego that makes you want to be a champion can also get you real confused as to when you are physically compromised, which brings us to the fight that was pulled off this card, Cain Velasquez versus fabrizio for doom. The rematch, which everybody was looking forward to and a cane did that meeting with that, uh, that, whatever that meant. A association. Yes. The Fighters Association and said that he's going to have to have a surgery after this fight. And they went, what? Why don't you step that he fucked up you. They like, you can't say you need a surgery before you have a major fight. First of all, that that's going to fuck with the betting lines.

Speaker 6:          03:03:50       There's a disaster there that's going to fuck with the insurance if something happens to you. And then afterwards they say, Oh, you know, you, you told us that you are already hurt. We're not paying for this. Like do you, do you get paid? Um, for like when you're in training camp and you get to a fight and you have to pull out because the injury, you don't get nothing. Right? What do you get? Uh, nothing. Nothing. So you've got nothing. So if he chose to fight with that injury, he said he was gonna be 100%. He's going to have a cortisone injection. And the doctors disagree. The Nevada State Athletic Commission disagreed that uh, Bob Bennett Guy, he doesn't fucking play any games, man. He's like, you can't say something like that. And then finally long to do that. I fucked up. He fucked up emotional when I called Linacre a little monkey earlier.

Speaker 6:          03:04:33       I fucked up. See came fucked up. You just talk, you say things, you know, I was going to say, well that's kind of racist, but I call myself a monkey though. I just, it sounds sounds worse than it really is. It's not racist. It's not the last person racist. But the point is with when it comes to Cain is that it was a giant error and that error pulled him off of this card and now he's going to have to fight. He's going to have to get surgery and then he'd have to fight whoever the fuck has left and it's, you're talking about more months out and then even more examination next time and it's going to cost him a shit load of money. A ton of money went through the entire camp. He was a week out and they pull them from it. And then he was saying, I don't know what this is about.

Speaker 6:          03:05:09       I'm, I'm 100% good to go. I've been told I've been cleared. So he was tweeting that he had been told that he was cleared right before they pull them. I thought, you know, I think you give the guy a physical examination in terms of his movement. Like what can you do? Like, how do you, how do you tell a guy business wise, business wise, you can look in his bag back some since I ask the as you can't cause the UFC goes man, you have a bulging disk, you can of course on the shot and then if you get punched in the face by doing where he gets a guilty and you're paralyzed, you assumed the fuck out us cause we let your true business, you just can't do that. No deny. I don't think it falls on. Kay came knows better. The people around this association shouldn't have let them do that.

Speaker 6:          03:05:47       Well first of all they should have known about first the bjorn revenue thing is very weird. Like I was reading what John Fitch had written that John Fitch rather than an interview said that he was very disturbed by all this because there's a class action lawsuit. And what they're saying is that if the class action lawsuit is dropped like that they could form this, uh, this union. And if they all agreed to abandon the class action lawsuit, it would, it would like help the strength and form the union. And John Fitch was like, what? Like, so you're saying that the UFC would accept you as a union if you abandoned the class action lawsuit that we'd been chasing down for two years now without picking any sides. Like if you're on the side of the fighters, not picking any sides, you just have to look at that and go, well what benefit would it be for the people that are not in this to accept that the class action lawsuit is dropped? This all sounds like someone's trying to get some money because there's no one's doing this for free. That's what everybody has to realize when it comes to like these agencies and there's like three different competing ones that are stepping in. Right? There's the associate, the two big ones. There's associations as the union. Yeah. Well ultimately I think we all want the same

Speaker 2:          03:06:56       thing. We all want fighters to be compensated fairly. Want them to make a lot of money because it's a short window of time and it's an awesome sport to watch. Right? Correct. So you got wonder, does this help that? Does this help them? Does it do any of these organizations? They haven't yet because if they can't even get together and organize and they're going to fight right, then no one's going to take you serious. There's three different leaders, three different ones, and they all want different things. And then you've got to wonder whose agenda's over here? Whose agenda's over here? What it has to come. It can't come from businessman, can't come from another promoter. How's it come from the fighters, the fighters. You know what I'm saying? You know, and I'm not saying current fighters because they need to fight and then they need to have someone speak for them who's been there.

Speaker 2:          03:07:38       But you can't have these business guys with other hidden agendas trying to get things done. Or, or in a b, orange case, he has this weird jealousy with Dana and let's see them destroyed. Well, we can't have that. Why are you speaking for us? What are you doing? You don't have the respect of the fighters. What the fuck are you doing? And notice he's taking a seat back because everyone, when everyone saw him speaking, they were like, we're out man. Like he was going old school bell tour when he was running things over there and a King Mo was pissed off at him and King Mo most of this day calls him a Dick Rider all the time. It's not good when you've got a guy like king mo who's a very respected guy who has horrible things to say about you. And I talked to association.

Speaker 2:          03:08:17       I went, what are you guys doing? Like, yeah, you have one way to make an impression and you do this. You put your best foot forward with this guy. And they're like, well, I don't know the dude. Do you know him? I know of fighters who have dealt with them. I never thought for Bella tour. So I know inside the fighter circle that people have dealt with them for managing and stuff like that. But I him personally, I was looking at all the tweets and all the negative stuff. I think you can take a very positive angle about improving the life and the conditions of these fighters without attacking people. Yeah, there's no, there's no reason to attack. And it's also see what you want about Dana White. It's not his job to make sure you guys get your shit together and formed the association. He's like, I'm a businessman.

Speaker 2:          03:08:56       I put on fights. If you guys want to do that, cool. Get your shit together and then bring it and then let's figure something out. But if you guys are fighting with each other, you don't even acknowledge, you know what else is interesting about this, uh, the $4 billion that you know, is that they had to pay to buy the EOC and there's a lot of debt. I wonder how, how do you, I don't understand business. I'm, I'm a dummy. I don't, I don't have any business background, but how much money do you have to make to pay off $4 billion? Like if you buy a house and your house is like 3 million bucks, like damn, we like doing, get some daunting 30 year payments. Now imagine a thousand times that plus a billion because that's what it is, but thousand million billion is, and that's why they're going and doing these budget cuts saying, how can we save money here and how can we grow it?

Speaker 2:          03:09:45       So then you see all of a sudden you see the women 140 pound division, you're seeing these into 45, one 45. You've seen these interim belts. You're seeing ways to, you know, make up the money. Well, that's a really sad thing about the cyborg thing because cyborgs extremely marketable at 145 pounds. And they make the decision for her. Yeah. They made the division for her and not just marketable, but very controversial, very controversial, very. I mean, she's scary. She, she merck's women, she goes after them and it takes them down, destroys him, smashes people. She's in her thirties. I think she's 34, 35 cause she, that'll I think so. Pull up three 30 on June 32 31. Okay, I'm wrong. Um, so, uh, 31, it's in her prime, you know, in her prime and for her to be the champion at one 45 this she could be, she could, the problem is she's going to be an under even more screwed.

Speaker 2:          03:10:34       She's so fucking mad and there's never been someone who fucking need to pass the test so bad in their life than her because the number one knock on her was you've test pause before. That's the only reason why you're competing. That's what you're knocking people out. But fell off that train was like, no, she's so skilled. She deserves it. Put marketing dollars behind her. They're like fine, cool. Here's your division. Boom test positive but put, put yourself in or is it possible that she really did deal with some crazy weight cutting backlash where her body's just like fucked up and it's retaining water in some weird way and our hormones are all fucked up cause she got on the birth control pill. I believe that it's possible that a doctor did prescribe her this to try to mitigate that. And then the doctor told her that you could take this out of competition.

Speaker 2:          03:11:15       You can't take it into in competition because it is a diuretic, right? Yeah. So a diuretic, if you are swollen and all those things do seem to make sense. I mean, just trying to be done. I don't wanna I don't wanna see any skeptical hippo face. I'm not, I'm, I'm, I'm with you on this July. No, I actually believe her story. Have you seen skeptical snake? I, yeah, I sent septal. I blew up skeptical snake. So send me that. What? I have to post this. Where did you find it? And the guy goes just for you. Shall I see you're skeptical hippo and I raise you a super skeptical snake. Yeah. This is fucking snake. I might've seen on your instagram. So skeptical. Have you seen any daddy? No. It should be. This should be your, your mascot. Whenever you watch CNN, this should pop up.

Speaker 2:          03:12:03       This is a new meme. This is a new media is fake news. So no pizza needs to be the main news site like in his fucking, oh look at you wrote, look at you rail, pull it aside. My face, when I watch a UFC promo these days, I see you're skeptical lip and raise you a super skeptical state. That's exact where for everybody at Bro, that's because they're not showing Amanda Nunes. It is kind of fucked up, but it's also, you know, like someone pointed out like when you're watching these promos, their movies now it's like this little film. It's not like training footage. People talking about it like this really slickly produced movie thing. The story is fucking great. Oh, Amanda Nunez. The story's great. Yeah. First openly gay world champion. Fricking Brazilian. I mean knock out a highlight reel, highlight reels, smack her fucking work. Like she's the devil and then, and then we, they don't show any Rhonda Kaos.

Speaker 2:          03:13:02       It's like that. Just like men in black where they just won't, he's a [inaudible] and erase that from your memory. They'll just many that, plenty of that video going around on its own. Everybody knows what happened. It's not something you needed to discuss. I think they could have done it in that video and then show him the workout to the return and it might be even more dramatic shown are crying, showing her building back up, picking up the pieces again. I mean that, that, I mean, if you wanted to go deep, you could, that's going to be in the movie, right? If you have a Rhonda Rousey life story movie that's gotta be in the movie course a hundred percent if she comes back and wins, I mean, that's exactly what you're gonna see. You're gonna see all the pain Ronda Rousey today right now. I mean, she is who she is right now.

Speaker 2:          03:13:42       What's going on right now is because what happened with Holly Holm, you know this is her comeback does, is it, can she pull off the comeback? I mean, the only reason you ain't gotta come back against who? Like I said, the average Fan's gone come back against who she has been the favorite in every fight she's ever been, had a complete blackout of Amanda Nunez. Like they haven't showed shit at all just now. There's very little footage that they're showing in these problems. They're showing Nunez. Stop watching boxing as to put it back on fucking, yeah, cause I don't see an fs one. Where on boxing that work. I'll like that. Joe tweeted them know I tweeted a big wall like while I was watching it at home, I was watching, I was actually in a hotel room. I was watching that UFC on Fox where Michelle waterson beat paige vanzant and I was watching.

Speaker 2:          03:14:26       I'm like this is so bizarre. They're not showing the champion to show in this giant Promo and it's all Rhonda. Which makes some sense because Rhonda is huge. You want to let everybody know that she's coming back, but don't you want to let everybody know that she's coming back against a killer against you want everybody to know that she's coming back to fight the champion. Joe, just just from a business aspect, what in some weird world in mma, what if Amanda Nunez Mercer in the first year she has look, no one knows it. Yes. Is one of them. One of them you see in her face, she just see her face. But like most of the pieces about Rhonda, but there's a few of these, right? There's a few different ones. Do you know? Do you know what I'm saying? Joe? What happened that she makes Ronnie there?

Speaker 2:          03:15:02       They showed, they showed her head kick somebody else's trailer, Bro. This isn't created shit. That's okay. You don't have to, it's going be a lot longer than an actual promo too. Like how long has that video right there? Those two minutes? Yeah. Do you see what I'm saying? Angela? What happens if some weird, some weird MMA world? Amanda, I heard this weird at all and then we're going, do you think that's weird? Not at all. No. It's real dangerous place is acting like they're putting all their chips in this basket where if Amanda Nunez does her thing and it happens, people go, who the fuck? Just one. But Rhonda is a thousand times more popular. Popular Than Amanda Nunez. Hundred percent a hundred percent where the money's coming from money yet, but every, okay, you've already established she runs it, but hold on. You're already the Ron is finding what you want everybody to know.

Speaker 2:          03:15:51       She's fighting a killer. Who she fighting. That's what we're tuned in in it. You will see the matchup, what selling it as if the whole thing that you're seeing is her coming back. Yeah, but I'm saying in some, in business 101 what happened if that other person wins and we don't know shit about her. You have to say channel. This is it. Yeah. There's just not much of it. You see a bunch of different, if she wins then they'll blow her up. There's still timing. We have a deadline. If she willing can fight Ronda Rousey once this one manage maybe or amy, if Rhonda gets work twice, there's no room. Who knows? But at least you know that's the girl that beat I met. She'll be just like Holly Holm, instantly huge and on, on fucking Ellyn and all that shit. Holly's in an interesting place to write cause she was instantly huge.

Speaker 2:          03:16:37       And then she loses two in a row straight. Yeah. And she loses to, to like two completely different styles. She gets choked out by Meesha against a better grappler. And then she gets a check the lot by volunteership Chenko and Mount John. Tina just, I would like to see that promo if it's possible. Jamie at the UFC, one of the on the UFC. Youtube. I know it's youtube but there's no real bro. It's not real. It's your library tube. So here's her like in the top of her feet. Your promos from arm bar people too. You get them from CNN. We all know that. Smashing people. So this is uh, is this the same one as the cartoons is a different one. This is the holly fires holly. So this is going to show it at the end of November. What happened there? They'd all show show it. They cut.

Speaker 2:          03:17:20       Oh they go black and then you see holly winning. Wow. See what she, what she likes skeptical snake. Well you got to like go down more in your face has to be done on morning planning actually. Like you see he's up, right? Cause progression of the mouse and the progression of the belt. You see the progression of the belt. But you don't see her getting head kicked. That's crazy. Why would you not show the highlight? Wow. What what you're doing is you're showing preferential treatment for one athlete without a doubt. And the idea is that the ability and the fame that she's reached you, you show preferential treatment because she's different. She's special, she's different. She's doing massive star. She has a massive star. That's the, that's the girl that's going to put this the asses in the seats right there, man. She's got busier than conor though.

Speaker 2:          03:18:05       I think you're right. But as far as women go, she is the, the corner of the timeout. The fighters. I'm talking about fighters division. It's not even close. No, not even close. There's no one like there's no one like, but just cause connor sells more tickets doesn't mean she's, they have multiple stores, multiple elite stars. And here you see Amanda doing some workouts just lifting some weights or girlfriend's a straw weight in the UFC. Is She? Yeah. World Bantamweight champion. Amanda Nunez. And then you see some highlights. So this one is showing more. So this is a different one than the one. The one that they see on tv where they roll up the garage door and you see her hitting the pads pop up and that's it. Up. Up, up. Yeah. By, by Matt please. Good though. It looks good doing that. Very interesting man. Who the fuck knows who the fuck knows? I just know you're going to be watching. Everyone's going to be watching. Yeah. That's going to be crazy man. Crazy nuts going to be crazy.

Speaker 2:          03:19:02       I think it would be surprised by the ratings. You don't think anybody is watching? No, I'm not saying that somebody haters. No, no, no, no, no, no. I'm not a hater on the promotional game. Stan. I understand what you're saying. I don't think you're gonna see the same numbers of the conor fight or is there any other books that are coming up that we should be aware of? Any other big fights without what else is happening on the feature about Tony Khabib is that are going to have not happen. Signed. It's that you're talking about for the interim title. I mean that's not happening easily wants money, but here's my question. How the fuck do you have an interim champion that quick? What is, what's, what's going on with that? How do you, what's what sells? That's what gets people to tune in as belts. Okay.

Speaker 2:          03:19:48       And so because of the fact that you're guaranteeing will also, if you have a beep fight, conor in Russia and Habib has the belt, Jesus Christ, we need to rush and destroy. He is the Russian destroys the only one. He is it. He's on Rafi that he's a smasher. But what a big opportunity for Tony, if Tony Ferguson could steal that thunder. And if you see when Michael Johnson clipped him and hurt him, that was the first time we ever saw him. Her true. But Michael Johnson just does not have the same grappling ability of the Tony Ferguson has. No, it's a different animals. And also Tony Ferguson is a different kind of stryker too. He's, he's much more awkward in his movement is like, he's a real hard time. Get what? They're both real good. Michael Johnson's a very good striker. I mean when you knocked it knocked out dust employee that both real good.

Speaker 2:          03:20:39       But the big difference is the amount of grappling ability, Tony's grappling abilities. Did you see Tony's tweet or did he say he goes, I'm down except the fight. He goes off. So he could be be you cause could be called them out. Cause where's the fight? And Tony, Tony said, dude, you made your deal and you're making bank. I'm not scared of anyone. I just want to get paid what I'm worth, man. I'm down to take the fight. Interesting. I need to renegotiate my contract. Interesting. You know what Tony said in between round one and round two, you know he lost that first round. Rafael Design Joe's, he Atlanta took some good shots and you know we ran into the cage and you don't know exactly what's going on through his head. And he and his striking coach Anthony's like telling and some shit. And before I got to say anything, he looks at me, goes, coach, I'm going to break his leg. I'm going to kick the inside of it. You know when he started getting it. Okay, perfect. That's what I want to hear. He's like, he's such a barbarian. That's what he had to say is, I'm going to pose a monster. So she kept beating DC Khabib looking at Dana murking. That dude gone, oh, Micah Johnson going on. Give me a title shot man. Just whooping his ass. Gonna look different

Speaker 4:          03:21:45       on the ground. It'll look different on the ground is a cubby. Make no mistake about it. He's a fucking bear on the ground. The grappler, but excellent. Michael Johnson was making a lot of uh, key errors on the ground. Yeah, he was, uh, he was [inaudible] to fix with that crucifix. He was giving it to you was hurt. He was hurt. Did you see, could be versus a dose Angeles though, until just answers a legit black belt. He mauled him. He'll be mad. Not to say that again. Mocking mauled him on the ground molded me in a weird way where you watching him just smush a guy who is a Brazilian Jiu Jitsu black belt. Like he's handling it like a blue belt or a purple bag costing around. Like, I think he's grappling is as good as I've ever seen inside the octagon. He might not be the same submission stylists that a Damien Maia is, but it's pure ability to control guys, take them down, grapple them and maul them.

Speaker 4:          03:22:35       Is unprecedented. Is MMA grappling. I agree. Look at this. When he gets a hold of you, it's, it's so fucking undeniable, like this kind of shit. Like he gets a hold of you at bear hugs you and just like, bitch, you're going down, you are going to the fucking ground and he holds you there and he beats the fuck out of you when he has you there. Well he's, the rusher is insane. Insane and positioning. His positioning is pressure. His strength is Damien Maia without the submissions and mortar. Yeah. Ground and pound. Damien patrol, but better take downs. Better takedowns way better. Yeah. Mine's taking everyone down is very good at one, seven very wrestlers and everything. No doubt about it. But you've got to give the edge to, they're gonna come in off and the takedowns yeah. Yeah, I think so. I give the edge normally commit off over everybody except Ben [inaudible].

Speaker 4:          03:23:22       Ben Asked her. It was like the only guy that you just go, okay, what the fuck? That's a fun fun. Oh Bet dude. Ben Asked Grin. I feel like Ben's bigger, but you know Ben is a 170 of course, but he probably could make one 55 of the fuck no, they could could beep. They do catch weight when 61 thing that [inaudible] didn't have the tone he's going to bring into this, this college wrestling. Tony is a really good rustler is going to be a lot harder to take tony down than it is dos Anjos tell he's just a different, he's a, he's like a harder mindset. He's a scary fucking dude and more athletic. Whether he wins or whether he loses. Tony is a scary fucking guy to be in there with. Very scary. Not that Dosantos isn't, but I think that Tony is like one notch scarier.

Speaker 4:          03:24:07       Remember this is dos Anjos like in his prime to prime. Honestly it was, this was before he started making his real serious run. He got molly wop tier and then Habib got injured and then they'll sign. Just came back and he also started working with nick. Curse on that was a big, a big uh, factor and his improvement cause his strength and conditioning got way better after this fight cause he realized like, Holy Shit, I can't keep this fucking vanilla beast yeti thing. His pressures, pressures can rush Russian destroyer man. There's just these Dagestan people, man. That heart, that part of the world is tough and dudes are on

Speaker 6:          03:24:44       another level when it comes to like tenacity and aggression. He's also been doing it since he's a kid. He's a world champion. You know, Sambo that end. Russians aren't regular white people. All right? We've established the same man was the American white, Russian, white dear friend. Their genetics are fucking, there's are powerful people man. And it's the, I mean you think about all the guys who came out of Russia that had been like ridiculous world champion caliber fighters like [inaudible] system to Mary memory. You have of change skin. Yes. Jesus Christ. Jesus Christ. He was, he remembered when he fought to get the Francisco Bueno tote is a straight fucking dosantos is hanging in there with him for a while. But we get that [inaudible] that take down. Come on son. Monsters wrestling actual beer. Yeah. When he's a little kid like the grappling a bear. Eddie pull up Igov of Chan Chan for Francisco Bueno. Kao [inaudible] will, you should throw those casting punches. You know what I'm talking about? Where we throw hammers? He would throw like Igor Volv chinch just give it a chance. Shan Skin. Do you know how to spell it? Eddie? How do you evolve? Chin Chin. [inaudible] c h a can. There it is. Just go with one of those all the chant and then write mma.

Speaker 5:          03:26:06       Nothing

Speaker 6:          03:26:07       put equally. Okay. There he is. [inaudible] versus Francisco Bueno. Francisco Bueno.

Speaker 6:          03:26:19       And in the, uh, it's one of the, like the most vicious chaos ever washed this shit. You never seen this before. [inaudible] was another guy who was like maybe five, eight, five, nine at the most and was fighting heavyweights and just, he looked like a guy who had longer arms, but they saw the ends off. Do you remember ego hit the chancellor. Is he before your time? Before I got really Yo Dude, look at that. I mean that was an early Russian destroy. Oh yeah. One of the scary dad bod look at the sky size of his fucking thighs. Dude. Those were ridiculous thighs. Like his whole body was just like, like this compact just explosive machine. What do you think are rising? You think? I love it. I love it. We need more. We need more. Yeah, we need, we need ride, right? We need to all that.

Speaker 6:          03:27:09       We need a bunch of organizations like that to emerge. Did you see he thinks back. Yeah, it's good. He's filling in for Shane. I'm so sad the chains out, but I'm happy to see that he is doing it again. And I saw pictures of him with Roy at a probably cause it [inaudible] lesnar marijuana rarely. Unless we're like steamrolled him knocked him over and yeah, that was his last five years ago. 10 years ago. Long ass time. Yeah. And then he got Mirko Cro cop or smell the wall. Who is a crawling, fighting. He's fighting and rising, right. Grown is fine. Caligiuri Ooh, that's a real

Speaker 2:          03:27:42       fight right there. It's a real fight. He's a little old, but still such mma wise. That's a first line test for chrome. Yeah, for sure. Yeah. We'll say, yeah, real test, right? Yeah. That's a good fighter. He gets back. It's over though. So you know they're doing it. Took the champion and be crowned. They're doing those fights over three days, so he when fight the next night. That's so crazy. Who's doing that? Rising tournaments. Yeah. That's so crazy. Weight heavy weight. That was in the tournament. Mola Wall. King Mo. That crazy dude that fuck that. Amir Alica Bari. Who's, have you seen that guy? Yes. He's terrifying. Then Keith Herring. Yeah. He's fighting it Aka, right. He's training out of Aka, yeah, Thailand with a Mike Switch. They tagged me. The picture of him, him in that whole guy. Even the whole kit in the UFC, Simone Hawk. So I'll pull aly.

Speaker 2:          03:28:33       Yes. So and uh, politely. And Mike Swicker holman back and he's like, ah. I'm like bout to unleash the beast. Not, oh gosh. Jesus Christ. Fuck this dude is scary. I think rise is awesome. I think it's important. I think heritage areas. Jeez, it's a big boy. He looks like Gabriel Gonzaga and Shane. Carmen had a kid and ridonculous wrestling just a big ass this showing you. I remember that. He's been training for a while, right? He's doing rising. He's in this tournament. What's his name? Amir. Amir. I love Ali. Barie. Barie Ali Akbari. They showed him hidden myth. Powerful and not, not too good with the striking. Is He Russian? He's right there on that border. No Sir. He's not rushed. And what does his national, uh, he's Iranian. Izzy. He's Muslim is fuck, here we go here. Yeah. Iranian. Oh Shit. A lot of strong wrestlers come out of Iran, you know, iron, sheik, his things Greco, which doesn't always translate to mma, but who's more synonymous with wrestling?

Speaker 2:          03:29:33       And I ran in the iron sheik. None. Maybe. Nobody ever did you ever see that? I gave him a ride to the airport once and video tape and put it on Youtube. I've never seen that. No shake. It's like seven parts iron, sheik and Denny loaner where we're, um, cause he, he, his manager would take 'em you'd give him 200 bucks and you could hang out with the iron sheik and his hotel and just fucking shoot the shit with them. And so Dan, he says, dude, you want to go hang out with the iron sheik? I said, fuck yes. So we went in, it turns out we were late and he needed, he was going to the airport in late. He goes, you want to, you want to just take us to the airport? And we're like, AH, fuck yeah. We got him trapped in the car, gets out mother fucker. That's him there. How old is he there? He's a pretty old guy. Holy Shit. Wow. Yeah. He, um, he came on stage with me at that pot club in Toronto. He came on stage, he was in the audience and I brought him up on stage. You're damn right. Joe Rogan knows what these toughest sport in all of Olympics, freestyle Greco.

Speaker 7:          03:30:49       If people want to shop tonight.

Speaker 2:          03:31:07       Oh fuck yeah. Everybody knows that the iron sheik is, I showed him that I named a move after him. I had my book with me and I go, look, I called the move the iron sheik. Ah, that's amazing. He's, he's hurting man. His whole body's all fucked up from all those years of pro wrestling, everything that too, but I mean, his knees are junk on. His hips are gone back, Scott. And he's like, go get fucked up man. Fuck yeah, they do, man. Nobody, I don't think people appreciate the beating those guys take on their box or schedule though. Obviously rehearsing all that stuff in reality behind the scenes. He was the baddest dude and he was a real, uh, Olympia has an Olympic gold medal and restless. So it was Kurt Angle and uh, and backstage he was the fucking man. Everybody knew that he was running the fucking show.

Speaker 2:          03:31:51       He, well, he was a definite like real wrestler. Yeah, for sure. Yeah. There's a few of those guys that get into pro wrestling. They're like Kurt Angle, but a real legitimate gold medalist and the shit went down. They fuck you up for rail? Yeah. Well it's uh, you know, like how about brock? I give this shit went down. Who's, who's beaten brock. Good luck. Good luck though. You guys came Alaska. I see. Yeah. Became cause they went to three people on the planet. But yeah, and also Kane at two 40. You know when brock is at two 65, when, when brock is not under any sort of guidelines or restrictions, he tends to be larger. That's more con about it. Yeah. Wow. Look at that. The audio audience. She Damn, he was Jack. Oh, he was super jacked back in the day and powerful mustache. Yeah, he was a thick dude.

Speaker 2:          03:32:37       He also used to use those Iranian clubs. Those look at the fucking swango other things. We'll get the fucking thighs on that dude. Jesus Christ. I mean, he's just like one thick mother. Bleaks powerful, thick ass. Powerful dude. But I'm watch, see if you could find a Irenie. I, um, um, Indian club workout. Have you seen the documentary on the iron sheik? No. There's a documentary on him and it just got released like maybe a year or two ago. He said it's awesome. They're always sad though. Like the Jake, the snake one's a bummer. See those clubs is a great, it's a great documentary. Sad though and Shit. This whole story, um, you know, it's not, you're not going to start crying and he does this, this is, these clubs meet that check this shit out. These clubs that he's using, these are like traditional Indian clubs that they used to use to, to work out.

