Speaker 1:          00:00:01       That's very cool.
Speaker 3:          02:11:43       And how are they less than that? How are they registering it's existence. Like what is, what is being used to measure it? So what you see if you collide the adhc we collide protons together, then president, I've got loads of stuff in them, loads of gluons quarks. So yeah, big mess. First of all. So most of it's a load of particles or spray now we should not interested in. But sometimes when you, when let's say a couple of the glue on was banging together and they can make something interesting like a top quark or a higgs particle. What's a top court? It's not quite, it's a very heavy. There's six quarks. So there's up and down chairman, strange bottom and top farm and strange. So strange was literally in the, was it the fifties I discovered them. Someone said that's really strange and strange and new kind of farcical.

Speaker 3:          02:12:34       And so yes, we have six quarks and they're in three families, so the up and down or one family, and then the chairman, stranger, another family in the top and bottom of the third family. And so we for some reason, so the only thing the only fast because we need to make up you and me are up quarks down quarks and electrons, but for some reason there are two further copies of those which are identical in every way except they're heavier. So there's the charm and the strange quark and if they're in a heavy electron called immune, and then there's a the top and the bottom quark and another heavy electron call the tail. And that's it. So that there's this weird pattern that we don't understand. So we don't. Seems like you only needed the first family to build a universe. Right? But for some reason there are two copies now when the heavy ones decay into the lighter ones is the point.

Speaker 3:          02:13:25       So when you make them, they're not around very long. And just answer your question, what happens is that when they decay, throw their decay products out into our detector. So we take a photograph of the cascade of particles that comes from these heavier particles decaying, and the trick is to patch it all, look to see, to try and work out where everything came from. Wow. Now when they finally find these unexpected particles, then what happens? Then there's the study of them. Then there's the and everybody gets together and go, okay, what the hell is that? Yeah, what does that, what do we do? So we want to know where the Higgs particle. We know what it does is it gives them access to everything. So it's fundamentally the thing that gives mass to all the other things in the universe at the most fundamental level.

Speaker 3:          02:14:13       So, so electrons for example, and the up and down quarks. And again, a mess from their interaction with the Higgs. That's why they're massive. That's another reason we exist. You know, we go way back. We wouldn't exist if there wasn't mass in the universe. And the Higgs is ultimately responsible for that mess. And I keep saying, I keep caveat in it because then you get other sorts of masks that are generated, but, but that the fundamental basic seed is it where is from is from the Higgs and so what we want to know is we want to know how that thing behaves and the way you want to study it. So you want to make a lot of them so you can take a lot of pictures of it and study it a lot and see exactly how it does that. And so that's what we're doing.

Speaker 3:          02:14:57       That's what we're engaged in at the moment. We're making high precision measurements of the way that particle behaves so we can understand the laws of nature. I mean that that is the laws of nature. How are those particles behave and what are they doing. But it is possible that some new form of some new form of particles, something else could be discovered. Yeah. The we know about yet because we know almost know that there, there are other particles out there in the universe. We almost. No, because I think called dark matter. Yes. So we look out into the universe and we see that there's a lot of stuff there that's interacting, gravitation Italy, but he's not interacting strongly with the matter out of which we are made and the stars are made. So it, it, it's almost certain that that some form of particle that that fits beautifully and we see lots of different observations the way galaxies rotate and interact and even the oldest light in the universe, the so called cosmic microwave background radiation, we see the signature of that stuff in that light as well.

Speaker 3:          02:15:59       So we think that there's some of the particle out there and to be honest, we thought we would have detected it. I think at Lhc we have lots of theories called supersymmetric theories that make predictions for all sorts of different particles that would interact weekly with normal matter. And I. Yeah, I think it's broadly seen as a surprise that we haven't seen them the LAC. So that just may well mean that either they're very, they're a bit too massive, so we need more energy to make them. And we just haven't quite got enough. Oh, we're not making enough of them often enough to see them, which is one of the reasons we're great in the LHC. So we also looked for them by the way, I'm directly, so we have experiments and the mountains, we bury them in the, in, so the cosmic rays from space don't interfere with them.

Speaker 3:          02:16:48       And we're looking for the rare occasions when these dark matter particles bumpin. So the particles of matter in the detector, so it, so the idea would be this room's full of them. I mean the galaxy is swimming with that matter as far as we can tell, but interacts very weakly with this matter so it doesn't bump into us very often. So we're looking for the direct detection of it and we're looking to make those particles lhc. So it's everywhere, but it doesn't interact with us very weakly. Um, so interacts with the gravity and the, the, the, the archetype or particle that's everywhere. That doesn't interact strongly as a neutrino. So we do know about neutrinos. We've detected those. And there there is something like 60 billion per centimeter squared per second passing through your head. Now from the sun, so they get made in nuclear reactions in the sun, but they go straight through your head and then straight through the earth, pretty much occasionally one of them bumps into something and we can detect those cars were so many of them are going through, but we only, you know, I don't know, one or two a day.

Speaker 3:          02:17:55       And the ideas that dark matter encompasses an enormous percentage of the universe. Yes, it's five times as much matter is dark matter than is normal matter and the number is 25 percent of the universe. So it's roughly speaking, but five percent of the university's normal matter stars in gas, 25 percent is dark matter. Yeah. So that. Yeah, five, no amount. About 25 dark matter and about 70 is dark energy. That's the other thing. The other thing, yeah. So what the hell is that? I don't know know what it does. So again, what we talked about Einstein's theory earlier. So Einstein's theory, which works spectacularly well, says that if you put stuff into the university, we said before, then he walks and deforms and stretches and it very precisely telogy given the stuff that you put in it, how much does it stretch and how does it stretch and the the measurement we have is how stretching.

Speaker 3:          02:18:57       So so we we observed the thing we observe is how the universe is expanding and how the expansion rate is changing and how excited and how it's changed over time. So we have very precise measurements of that. So then we can use this theory to tell us what's in it given that we know what, how it's responding to that stuff. And that's how we discovered dark energy. So we noticed that the university is expansion rate is increasing. So university accelerating in its expansion, which is exactly the opposite of what we thought and this is in the 19 nineties that we discovered that so we can work out what sort of stuff and how much of that stuff you need to put in the universe to make that happen. And that's where we get these numbers from. And was there resistance to that when that was first proposed?

Speaker 3:          02:19:44       Yeah, I'm in it. My, one of my friends that Brian Schmidt and got the Nobel prize for that. And um, I remember I talked to him and he said, uh, he was a Postdoc, I think at the time, so young researcher and he made it. He's making measurements of Supernova, the light from supernova explosions, which is so bright that you can see them, you know, hundreds of million, billions of light years away. And he noticed that if you look at the data, the light is stretched in the wrong way. So we look at the stretch of light as it travels across the universe and the universe is expanding. It stretches the lights so it changes the color. And he noticed that there was a discrepancy, which we said that the universe, that the expansion rate is speeding up. It's been speeding up from, I think something like 7 billion years old.

Speaker 3:          02:20:28       So it's been speeding up. Um, so he thought that he's done something wrong because it, you know, so, so he checked it and checked it and checked it and he couldn't find anything wrong, so he did what a good scientist does, which he published it so that somebody else could find out what he'd done wrong. And he said that he thought it would be the end of his career. He thought I'd be a laughing stock and he got the Nobel prize because he was right. It is stretch. Wow. It's a great lesson. Means that if you, if you're sure that you can't see what you've done wrong, then you publish. It goes back to that thing about humility we talked about earlier. You know what we ultimately, we're not trying to be right. We're trying to find out stuff and so they're a good scientists will be really happy if they set out to be wrong because they've learned something now.

Speaker 3:          02:21:12       That's the, that's the, it's good that you take that path because he got the Nobel prize now when he received the Nobel prize in this concept started being discussed, what was the initial reaction to it? Well, it's, it's interesting because it's allowed in Einstein's theory and it was in Einstein's original theory, so it's called, it's got a name, it's called the cosmological constant, and that's, um, it's, it just allowed in the equations. And Einstein actually introduced it, um, initially to, because Einstein's equations strongly suggests that the universe is expanding or contracting and not just sat there. So even before we'd observed anything, Einstein had a theory that suggested that the university just not static and actually really strongly suggest that there's a beginning, right? So the, the theory itself on its own suggests that you can see if the university is stretching today, that he must've been smaller in the past.

Speaker 3:          02:22:09       Right now, everything must have been closer together. Let's say that, um, so that, um, as a man magical George Lemaitre, who was a, who works independently of Einstein, but the same time in the early 19 twenties before we even knew there were other galaxies beyond the Milky Way. And they notice that the, the equation suggests the universe might be stretching. Um, and so he wrote to Einstein and said, your theory suggests there was a day without a yesterday because he thought if everything's expanding now, then it must've been closer together in the past and so there might be a time when it was all together and he was a priest. So it's a Belgian priest. So I think, I mean I wrote about this now it's kind of mindset a bit, but I think that he was more predisposed to accept what the equations were telling him because a beginning, an origin for priest is really a nice thing because it tells you the creation event, it's an Einstein try to dodge it and put this allowed term into his equation, which is the, almost the stretchy tube.

Speaker 3:          02:23:12       So say, well if it's old, if it's all kind of contract in or something, can I put something in to make it stretch a bit to balance it all out so it can be eternal and you can't, you can't make it eternal that way, but eat. So he tried it, they took it out and cold it. His biggest blunder, taking it, putting it in his biggest funder, or at least some people think what he'd done was missed the prediction of the big bang. Really. So by trying to fiddle around to have a static universe that stable, he missed what the equations were screaming. His own theory was screaming to him, which is that no, the universe expands or contracts and he missed it. Right? So I think that's probably what he meant by biggest blunder, but in any case he took it out and then later in the 19 nineties it turns out the notes there, but it's really small.

Speaker 3:          02:24:06       It's tiny, tiny effect, but it's still dominating the universe now and it will, it will dominate even more in the future. So we think that we're in the universe that will continue to expand essentially doubling in size, a fixed timescale in which is about 20 billion years. So within every 20 billion years into the future forever, unless something happens, the universe will continue to expand and double in size to you. And that's the dark energy is driving them, but nobody knows what it is. It's the, it's one of the cutting edge, massive problems in theoretical physics and what is being done to try to get a better grasp of what it is. Um, and it's theoretical. I mean we're making very precise observations of it, right? But it looks like this constant, so it looks like it's basically one a number, if you like, in Einstein's equations and just really simple.

Speaker 3:          02:25:03       So it looks like it's something that may be a property of space itself, I don't know, but it looks like a very simple thing that doesn't change over time and just stays there so, so it requires theoretical advance as well. And so people are trying very hard to, to do that. It's so crazy when you go from Galileo to modern theoretical physics that they're still in the midst of this understanding of what all this stuff is. Yeah, I mean these, uh, you know, these are fundamental and difficult problems and we're talking about the origin and evolution of the universe. That's what it is and it, and tell us a particle physics. I mean, the way that these things, this stuff, we keep talking about this stuff in the universe, that's what the lhc studies he studies had the stuff behaves right now. These are, it's very theoretical, right?

Speaker 3:          02:25:59       They're trying to wrap their minds around what this is and what the properties of it or do you envision a time where you can actually physically measure this and, and have a, a, a real clear understanding of what it is and what its properties. Dark energy and I don't know. Um, I mean, for example, there are theories, for example, which should probably not right, but they're not necessarily wrong here. There are theories that try to link it to the Higgs particle. So the Higgs particle which we've discovered and can measure has some properties that we think the dark energy would need. And I'll this inflation I mentioned way back at the start of the universe, it has some of the properties that can do that as well. So for example, there are faithfully tries to link them. So we do have an observation of the higgs.

Speaker 3:          02:26:48       We can study that. So are they linked? Don't know. Um, but so it could be that we can study it even though it's a very small weak effects and it could be web direct access. Food is great. I mean it's just these are big mysteries that there's something really profound we don't understand about the way that stuff in particular. The Higgs actually interacts with space and time. So very naively the higgs should blow the universe apart just very naively. It's loads of energy in a very small amount of space and huge amounts of energy and the higgs field, but it doesn't do anything apart from giving to things. It doesn't seem to me it doesn't directly affect space, but everything else that you put in space directly affects it. So, you know, there are, there are kind of issues there that we don't and it just says we don't get it.

Speaker 3:          02:27:47       We don't, we don't get it yet. It's just another one of those. They probably late there. I, if I was to guess, I'd say there's some link there, you know, there's something going on and solving one of them might solve the other two inflation higgs dark energy something. How many people worldwide would you estimate are trying to grasp this and, and working on this? A good question. I don't know. I mean it's a, it's probably tens if that is tens of thousands, if you count all the people who work at cern and the particle physicists and a theoretical physicists, it'd be tens of thousands because

Speaker 2:          02:28:23       it's, it's so important to, for us to get an understanding of what's going on, but yet so outside of the grasp of most people including me, like I'm listening to you talk about this and I'm like, thank God there's people like you thank whatever, thank quirks because people like you out there that are doing this, but it, it's almost like you're speaking another language. It's so strange to me. Well, it's very new stuff, you know, I mean, even when I was at school and so when I was at university, we hadn't discovered the top quark and we knew it was there. We thought the Higgs might be there, but we had no idea whether it was, you know, so, so we were moving in my career, we're moving quite fast. Um, and yet you're right, these are the most fundamental questions about what, why is there ultimately why is the universe the way it is and even possibly why is there a universe right where we were away from that yet, but if we're ever going to answer that, it will be by doing stuff like this and this is all addressed in this live show that you're doing this world live show and certainly the, they also the consequences of the not the country has had knowledge, but the cosmology is terrifying that as we've started with.

Speaker 2:          02:29:45       And so I think it, as we've said it, it raises questions. It makes quite vivid questions that we all have about, you know, what are, what are we doing here like this? So I try and I think this goes all the way back to me. I'm really been into Carl Sagan. He always used to try this. You try, you try to link it to things that people think about naturally. Then that's why people are fascinated by this stuff because they do actually think about it. It might not be with the right names, the right words or the right facts even, but they're thinking about how did I get here, how did I come to exist, what is the future? Do we have a future? What was our past year? These, these are universal questions. I think there certainly are and the way you're doing this with your live show, you were saying that you have an enormous visual aspect to it as well.

Speaker 2:          02:30:38       We have a. we, we have the biggest screen we can get in every venue and it's led. It's one of the state of the art modern led screen, so they're like Lego and you can build them so you fill the venue with it so you know at Wembley arena than it's 30 meters wide by eight meters high. It's enormous. You must have a huge crew carrying all this stuff for 16 or 18 people and it's like a rock and roll show. Some of the venues, we do it in North America that in Canada that there are a bit smaller venues, but we just fill it with screen as much as we can get. And then the graphics, a lot of the graphics I, I have were done by a day neg who did x Makena actually an interstellar. And the reason I chose, I chose them, I rang them up and goes, please, please will you do this.

Speaker 2:          02:31:24       And they said, which one have you got? And you know, because it's way lower than Chris Nolan. Yeah, they did it. They were really, they just liked the idea of these messages and these ideas. So they, they use the software that they use for interstellar to create images of black holes and they use general relativity. They coded it into the so that graphic software, so they can rate trace lights around black holes and you can move the camera around the black hole and it traces the way or the light moves around it. So if you remember those amazing, the Gargantua, the black hole interstellar, that's, that's a simulation. It's not an artist's impression, is a simulation of what Einstein's theory tells us a black coal will look like. And so I can use that to talk about what happens when you fall into a black hole.

Speaker 2:          02:32:09       What would you see watching someone fall in and you can explain all that using Einstein's theory now, the idea that it's kind of a well known idea. It's a bizarre idea that if, if I was to fall into a black hole and you were watching, you'd never seen me fall in. You'd see time slow down my time, slow down as you watched me. So in the end I just slow down, slow down, slow down, and then I get frozen on the event horizon and just fade away as an image or reddening image on the event horizon. So time passes at different rates as you move closer to the black hole and faraway because space and time of distorted by the mass of the black hole. And so I can I talk about all that, but I talk about all that with this incredible image which we had.

Speaker 2:          02:32:56       It's so high resolution by the way that they. It was higher resolution than they're used for interstellar cause my screen's so big so we need a special machine to play it. You can buy the most expensive Mac pro in the world and it will not play this stuff. I love that. From a Geek perspective, brilliant. You have to have a special video player to play the damn thing. It was just like a series of CPU is all attached together in some sort of a super cute. Yeah. It's one of those is a big sort of visualization graphics. Things were, but these files, like you know, they don't. Twenty gig video files because there's so many pixels. The pixels. This is really geeky in it. The fix the regulation. Six thousand 400 by 15, 36, seven screens. It's a lot. Yeah, it's a lot. They're huge files.

Speaker 2:          02:33:45       Are you coming to Los Angeles with this? When the Taliban theater in May, the end of May. I'm there if I'm here or there it. Oh yeah, no, you got to come 24th of May. Oh, you're in San Diego as well today. I got to see one of these. Go to one of the. It's going to be great fun and however much stuff we can fit into those two handsome devil, look at that. Nice jacket on. Looking good. So yeah, someone gave me that actually of. Well, it's cool because cool guy. Cool guy with space behind you. Yeah. Wow. That's awesome

Speaker 4:          02:34:18       man. Well listen, thank you so much for doing this. I really appreciate you. Appreciate everything you're doing so awesome. No, thank you. I always enjoy [inaudible]. I loved it last time and people still talk about it when I was on last time. The more people ask me about meeting you than virtually anybody else will say get rid of because it's like 100 times more popular than it was back then. It's going to be very strange now, but thank you again. Really appreciate it. I can't wait to see your show. Thank you so much. Thank you. Thank you. Bye everybody.
