Speaker 1:          00:00:00       Yeah.
Speaker 2:          01:59:19       It's craziness. It's not one case or two cases and was money cases you don't know me don't know. I don't know. I don't know if someone offered me money until this goes away. I'm, I'm, you know, fall. You got pimping out your child, not just selling you a kid facade. It's craziness. It's ABS. The whole thing is crazy, but there's been many of these guys that were shielded from prosecution because the pope, they should have been in jail. In general population. There's, there's nothing holy about these people. There's nothing pious about these people. These are fucking sex criminals and they're out there doing their thing. Then they don't even take their titles away. Deviled made me do it and then they don't even say that man. They just sweep it under the rug and say that there's, there's been guys that have said that the children have tempted the priests and that unknowingly not even knowing what they're doing. Yes. Funky bowls joke. Frank boils a English correct. What is it? What does this joke? He says, why do a download it?

Speaker 2:          02:00:28       Don't tell him, but he says, what a kid's all would go for that type glossies and fucking as. That's kind of funny. Everybody. Kids always go for the race type. You know the this, the fact that they're allowed to wear those outfits. That alone, you can't allow anybody to ever have a fancy name or wear a fancy outfit because all they're saying with a fancy name or a fancy outfit is, I'm better than you. I'm a general look at my fancy outfit. Look at all my shit. I am a king. Look at my fancy outfit. Look at all my fancy shit. I got a fancy title. I'm the pope. Oh, look at my fancy outfit. Look at my fancy title. You gotta leave me. You're, you're telling me you're a magic person. You're, you're telling me you have superpower kick things telling me that you are different from everybody else that has to listen to you.

Speaker 2:          02:01:15       The kids just thinking he's Santa Claus. You know, that's what the whole Santa Claus Pinkston a position. Yeah, it's, well, it's like that in a way because they think he's in a position of being above them because he's wearing a crazy outfit. And when you're young, those people, you don't, you haven't questioned the whole world yet. So when you see a guy that's wearing a pope outfit and he wants you to suck his Dick, you know, or, or you know, what one are those bishop outfits? What are the, if they're not the, as the pope outfits, right? But these are, these are, there's a whole bunch of stories of these guys who are, they don't even lose their title. There was an ABC news report on it and see, see if you can pull that up on the pope and a pope and a child molestation charges and he protected.

Speaker 2:          02:01:57       There's a crazy ABC news story about it and it's really fucking frightening. It's really frightening to think of how much money is spent protecting these priests. And a lot of it is done under the guise of if they can keep it quiet, then they can keep the Business Cohen. Yeah. Because the Catholic church is like a business, you know, like the, the, the, the Vatican is a giant business, a huge business. So when shit got too hot with this guy, like, listen man, we need a new CEO, you gotta get the Fuck Outta here. Why is that? Why he's quit? Because of that. There's only one reason why he would be trying to avoid prosecution. Well, there's two, there's one, there's some sort of a money scheme. There's some sort of a money laundering scandal. There's like missing money or missing or not placed money. I don't know what, what that's all about.

Speaker 2:          02:02:43       I Dunno if that's valid. And then there's this, and this is much scarier because this is the guy who's at the highest level of, of that position. I mean, he's a Po. That's a, that's a frightening thing to think someone could get to that position and have avoided what the laws are and w you know, and but just what natural though, his moral compass, it should be that a person who a pedophile. It's not, you don't put them into just psychiatric care and moving to a new place where they can molest children. He put him in jail. They're criminals. They've, they've, whether or not there, sorry. That's beside the point. That person is victimize someone and the law is such as when someone does that, they're supposed to be locked up. Just like murder. Just like robbery. There's a lot of laws. Okay. And you can't shield someone from that law because they wear a fancy outfit.

Speaker 2:          02:03:32       That's, that's crazy. That's bananas and that can't keep going. It just can't. And it's much like what we were talking about like kings, you know, I mean the thing that Jeremy Sophal in England, I found out goals and I tell you to call it that. Yeah. And you put it, by the way, my friend Steve, who's English was just telling me this story this weekend. I wasn't aware of it. And I bet a lot of people who are listening to this also weren't aware of it. Tell the Jimmy Savile story as best you can. I'll help. I'll decipher some of the shit you say like subtitles because your accent is it, would you call it cockney? No, that's London. What is your accent? Melvin? I'm a novelist and northern Munkee. Okay, so this Jimmy Savile, that's how you say his name. He was a huge popularity the first of a nightclub in the 70s the first ever night club kind of, and he was talking about it. So first have a nightclub I used to Dj, then when I'm top of the pope's Benny Hod Gmo fix it, we fix it was a huge television show, right? We're all working with kids.

Speaker 5:          02:04:38       So this guy would like having to be sitting on a chair, like a king kid sitting in his lap and you a metal Jim. What do you hope fixed it for you? Yeah. And you're fucking vape budge. Yeah. Right. And this guy apparently had just molested hundreds of kids. Well and the BBC knew about it. Was that the whole scandal, how much should they know and how much it also not only did not also, not only was it like, ah sorry. No need for that. So not only did they know about it that not only do they know about it, they uh, you know, he speaks English. So I'm like trying to help them with anything. That's not a good sign. I mean, something about during Joe's lounge chairs go, you got it. I'm sorry. So Jenny Saville he did, he did a lot of chow evens it, there a lot of things like that.

Speaker 5:          02:05:29       And he did them things to get the publicity and he got his own ward on a children's hospital, a mental hospital so he could stay the night. And that's what he did. He did these Ramzan anyone say anything even we like proper play him off. So they'd say, well okay, you can say something but you won't be getting x amount of check. Try to do the one for this or the gun for that. So a lot of people knew that something was going on. He was molesting people and it was a neck failure and, and neck were feeling that site. And I'll tell you, well that's how, that's how I sound now.

Speaker 5:          02:06:07       The Colossus says that guy. How did he get dead bodies? Oh, because he was at the hospital. They had the keys. He had everything. He had a old come to fall. Oh, okay. I need to open an office. Put those names in the royal family. You so many pictures of him with the royal family. He was like proper, proper French with him. He was over the little over the picture of him with a lot viral family. Thought out some kids. Well two little kids and left. You imagine he's a pedophile. Necrophilia cause like he probably was fucking kids. It's like this is not evil. And I look on Youtube, right? For um, there's a, there's a clip or it's molesting, um, like a famous band. There's a lady to what we call, what is his name? Jimmy. Top of the pops. Subtle spell it. S. I. S. E. V. I. L. L. E. S. S. E. V. I. L. L. E. I might be wrong. Jimmy Savile molests all fields up, fields up top of the pops. There's fit. She's filling up one of these. Uh, I can't remember the fucking air we go. I'm saying, uh, they signed that check. Turn the volume up here. He's, it's a creepy fuck it too. I mean, if you look at him is every, it's like, hey, did I each man it be the one

Speaker 8:          02:07:36       who broke to balk at it. It's so much for other stars and over people to fuck children. He was mad. He was meant to be the man. Well, that's one of the things.

Speaker 10:         02:07:46       Oh, there he is. Look it up

Speaker 8:          02:07:50       when all the can says goodnight from all the top of the thoughts and there's number one time. And of course he would leave me. Now it's from the one and only, Eh, she car go. What was he doing? I don't know. I guess he had his finger up her like a oh yeah, pink sauce. Oh, the one in the yellow. The play did it again. Look, he's like grabbing at her that, that's not even the one I was talking about. That's a different one. I answer. Oh my God. Well, blame them. A bunch of checks. You got a little crazy isn't too bad. It's when you say that all the young kid and that's a woman to this on a child and apparently he did this to a bunch of children. He had hit a fucking show by this. If you pull up Jim, we'll fix it. Brian. It's really crazy. I mean you seem like you had like these children's scattered around them and sitting on his lap. Yeah. These men, apparently the people knew about it. They knew he was doing it. The people around them. It's like, that's my childhood. Well, no, that's not my child. That's like, he was that Jim will fix it was big then. Oh Man. Everyone was like [inaudible] how long did this go on for fucking ever? He died and no one knew about it. No one knew about it.

Speaker 8:          02:09:07       But he says, what year? Uh,

Speaker 8:          02:09:16       doesn't say. Does it say on the top? Like you know the information. Wow. What year was this on? All the way for the seventies and eighties right? Yeah. Wow. You don't know this this way. Was it a surprise? Yeah, sure. Yeah. She said that you had to pick your group and pose because you didn't believe what was happening. Is that right? Yeah. What were your shelter have? We won't have we won or we won or we came to the arms. There you go. No, you're not going to be on Jim. I'll fix it now. Sorry. I'm afraid we can't fix it because anybody would go spend pose. It still happens. Come on, Jim will fix it. You got goose pimples. Come on. I'm sorry. It wouldn't be like, take a fucking your soul. The focus is what's her name? Okay. What has Johnny Carson Nice to twin peaks. One's name is prime. So if you could give him a pat on them that is your, that and everyone knows Santa Claus is not talk like that and that camera is going to bite. That kid's fingers off.

Speaker 11:         02:10:29       How about that? Wow. I'd look to raise

Speaker 2:          02:10:34       a special presence. Boy, the Van Damme, unless I love how it says drug jail.com is it people that are holding the what the fuck is? Wow. So that guy was a huge, huge celebrity. No one had any idea. I'm not, well, a lot of people at an idea and that's just it. How many people knew? That's the big thing now, but the public as well as a whole, isn't it amazing how many stories like that turn out to exist and how many secrets actually get capped with horrible situations like that? Like the Jerry Sandusky thing, they, they kept that a secret for a long time and it wasn't like a little secret. Like, ah, Graham, my bigger, I'm from my machine or shrink or sneakers. It wasn't that. No, no, no. It was, he was fucking a gang of kids and everybody knew it. And somehow or another he got away with it and that's why we'd come.

Speaker 2:          02:11:20       Suppose he's, I think he can keep secrets. Yeah. You know, there was a guy who investigated Jerry Sandusky that disappeared too. There's a prosecutor, they found his laptop without the hard drive in a river. Never found him. Yeah, he fucking, Sia disappeared. They, they, they killed the guy investigating. And I asked my friend Joey, it was like Joey Diaz. I was like, why would they do it? He goes, you know how much fucking money is involved in college sports? And so he pulls up like all these stats on college sports, like how much the alumni get, like how much, uh, the, the, like a, a college can get from people donating. People that used to go there, it's billions of dollars. It's crazy money. It's ridiculous how much money it is. And um, that's sort of the same thing with the Vatican. It's sort of the same thing with this BBC program.

Speaker 2:          02:12:08       There's a lot of people making money and nobody wants to fuck it up. Same thing, Jerry Sandusky. It's the same thing. It's like somehow or another people can spire to allow horrible things to happen to children. Just don't think about it. Well, that's, I don't know that it's not that they don't think about it, it's that they think about money more than they think about what's right. The only, I mean, at this point in time, there's, there's no way anybody can, I mean, it's not like you're shocked when you hear about a priest molesting each kit. No, no one's shocked. You're angered, you're sad, and you're, you're horrified, but you can't, like, I don't believe that's not possible. It's not possible. If you found out, like say that Brad Pitt was a child molester, that you'd be devastated. He'd be like, how the fuck? That's not, that's it.

Speaker 2:          02:12:52       Makes Sense. That's nuts. But you hear about that a priest is doing it. You're like, that's the pattern. That's the pattern. Yeah. They're the ones that do it. It's, it's, it comes up a lot. I Dunno. I Dunno if it's all of, I'm sure it's not all of them, but man, it's a lot of them, you know, I'm sure there's a good percentage of priests out there that are in it for the right reasons and doing the right things. But if there was that many Kinko's copied workers that fuck kids, when they shut down Kinko's as an illegal kid, fucking organization, when they go in and look at what's going on here and go, what are you guys doing? You're making envelopes and hockey. His fucking Cockins. What's happening? One of them's got to go, Alecia.

Speaker 6:          02:13:32       And at least Kinko's has a fucking business. They actually provide a service, you know, these crazy foxer telling Mumbo jumbo and blowing little kids, Christopher Hitchens, he was fucking wicked on me. Yes, he was brilliant. Brilliant man. He got the Evoque all Vong alternate. Well, he became a bit of a neo-con I think a, a lot of older, more conservative guys. Uh, especially people that, uh, uh, Lowe's, radical fundamentalist religions, you know, which he did. He felt like it was important to have that sort of a strong military stance against the tyranny of the religious world. I don't agree with that as well either. No, I think it's, it's all, I mean, when you have that kind of power ultimately corrupts and when you allow people to just go into countries and under the guise of doing that, you got to get a gang of corruption and chaos and craziness like they have in Iraq right now. I mean, I racked right now it's fucking bananas. I mean, it's more unstable than it's ever been before. What is I Afghanistan like that's fucking crazy too. The more you look into it, the more you say you bought. He just, what do people want to know? People

Speaker 5:          02:14:43       one on one. I've got busy. They've got nine to five. You've got no time for an event. No time. And it's all the way over there.

Speaker 6:          02:14:54       Miles or James Thompson. We're not going over there. I worry about that. Stay over here and get a burger. Sit back. Relax.

Speaker 5:          02:15:02       Yeah. No, I'm not saying he's so easily done. So you're not fighting for the Superfight league anymore? No. Who you, uh, who are you fighting for now? Nolan one. Now you a it training. Any more specific? Not, I'm trying to Olympians. I'm potty Johns. I'm not feign. Um, Bristol was tweeting out London. Shoot fighters. Great team. But I needed to get into London with my gambling. And so you know Marius [inaudible]. Oh yeah, I did. Yeah. Yeah. You mentioned a few times he's, yeah. I said Hi. Yeah, we'll, I'll do to all the guys. They are, they are wicked. Yeah. Do you know when you tell the story about Germany?

Speaker 5:          02:15:42       Yeah. Yeah. That's really great car. Listen to the podcast all the time. I'm massive fan. I'm going to hear that story. I was at that fight with Moss. I was at that hotel. I must have, I seen you a breakfast spot. You've got lots of people. I didn't want to bother you at all. I didn't say anything. And then, um, on that night I was coming home fucking really pressing the button for the elevator and Allie, Eddie Bravo was her and he's eyes or so fucking bad. I think that's all I could see you. It's like redness and I, it's like I got it. But it's just weird when you tell that story, you saw it, you like tiny sliver of it, you know, new gone for folks. You don't know the story. Eddie, Eddie Bravo and I were staying in Germany once

Speaker 2:          02:16:30       and I, I was getting breakfast. It was like, I don't know, seven in the morning or something like that. And our flight, we were getting picked up at like eight 30. So I called him up and I said, hey man, I'm getting some breakfast if a, if you're hungry, I'm downstairs.

Speaker 4:          02:16:44       And he goes, Hey, I'm still up man. I'm going to power through. He was up all night. I was like, okay, you know that we're getting picked up at an hour and a half. I got it, man. I got it. I'm cool. I'm like, all right, shit. So now and a half goes by. I'm like, why the fuck is Eddie? I can't find him. He's not answering the phone. I'm, I go to his room, I knock on his door. He's not in his room.

Speaker 2:          02:17:04       Go outside. And I'm like, motherfucker, where is he? And then I go, all right then I'm just going to tell him he's going to have to take a cab to the airport when he wakes up cause I got to go. I'm not gonna Miss My fucking flat if I can't get ahold of them. So I go, go to get my car. I said, yeah, I'm a car for Rogan.

Speaker 4:          02:17:19       He goes rogue and already left and I go, what? I go, what did he look like? Cause long hair tattoos. I'm like, mother fucker. He said, he told him he was me and got in my car and went to the airport on his own. He's did this all blacked out trunk, so I call him. His phone rings and he wakes up and he and he like, he answers it. He's like, hello? I go, what the fuck are you doing? I don't know. And I go, I go, you're in my fucking car, and you go into the airport, tell him to turn around and go in it. He's like, I think we're already here. I'm like, fuck man. What are you doing? He woke up. He had no idea what he did. He asked the guy who was, where are we? Where are we going to guys like you told me you go to the airport, you know Joe Rogan,

Speaker 2:          02:18:05       Eddie Bravo could fucking party, man. He knows how to put them away. He knows how to let it go. I'll tell you that. I used to work for the UFC to, yeah, he did a bunch of different things to the UFC. One of the things he did was for a while, and I really think this was a, someone needs to do this and that he's really good at it. Someone needs to do an objective breakdown like Harold Letterman style of how they felt the fight went down. I think it behooves the organization to have a professional ring side statistician or a ringside rather a judge like an unofficial judge like Harold Letterman has in the Hbo and Eddie Bravo did that for a while. But I think, um, there was an issue with him and like his opinions wouldn't necessarily go with how the judges scored the fight. And I don't think the commission like that, I don't think the state athletic commission enjoyed having someone.

Speaker 2:          02:19:00       Essentially it was a professional critic, so they wanted to, they didn't want that. And so especially with a new sport, you have to make some concessions. So they decided not to have it anymore. But I, I personally think that it is a good, it's good in two ways. It's not that I want people to get fired who are her competent. I think people were competent, should stay, but people were incompetent, should be exposed. It should be highlighted. It's, it's very important. And the idea that their job is more important. There's silly, easy job that they're not really qualified for is as important as a person like yourself that's puts six, eight weeks of your life, day in, day out grind, watching your diet, doing the work for this one moment that gets ruined because someone doesn't understand what the fuck they're doing. That's craziness. And one of the best ways to expose that as like how, how Harold Letterman does it and Harold Letterman is, you know, if there's a bad decision, he will tell you, I don't know

Speaker 12:         02:19:51       the standard. I had it down 94 points a Jones, there's no way he could've lost this fight.

Speaker 2:          02:19:57       Plus hopefully like you say, well Tony, you need, you need it. And that's why they don't want to. So Eddie did that for awhile and uh, then he, uh, he also would do the, when you put together like a highlight package in the end of the round, you know, like when a guy like say guys, go, go for a submission. Okay. Eddie would tell them, you got to get the camera over here. Like, where's risks is, this is what's important. Yeah. And then he would say, you know, like he would like help them cover the highlights. He would be in the truck in the truck and it was called. And like sometimes he would tell me something too. Like he would let go, hey look for got for his left arm. He's going for a triangle or something like that. Yeah. Cool. And you know, he'll like, he would give me like a pointer here and there and point out certain things if you saw things.

Speaker 2:          02:20:42       But he was basically there to coordinate the highlight reels and tell them where to put the camera, which was very important. Have to mark della grotto does it now. And it's, you need a guy who has been around fighting and understands where there's a pro and like he knows how to put together the highlight reel. Like he knows like it was the jab that started off wash the jab, makes his knees buckle and then he lands the leg kick and then it comes to the high kick cause he'll, he'll like mark will like do that now. He's, he worked for pride to Eddie Bravo. Yeah, he did. He was um, one of the color commentators for pride for a few events and he also did king of the cage. He did, um, the color commentary for King of the cage for a bunch of events. They were hauled some.

Speaker 2:          02:21:26       Yeah, it's fun to see the key. The cage one. Yeah. Well that's what I was going to bring up. It was raining out and so they just said fuck it. Have the fights anyway. It was outside. If you haven't seen it, it's worth getting. If it's available, if you can find it somewhere. She in the cage went wild. It was, it was fucking ridiculous. It's completely ridiculous. Yeah. It was literally slept in, there was one wild flying all over the place. And I mean if you're a wrestler, good, good luck holding onto a guy who's like completely soaks. I mean people are just slipping out of that dude's hand's like bars of soap is that it was bad. It was coming down and t yeah, I fucking mental. Well those were the days, man. You know and you are part of the the, the, those are the days too with your pride fights man. I mean you are part of some epic shit. You are a part of pride when it was like at its peak. What was that like man? Then what was the atmosphere, lack of those events? Who? Soccer coach shock like obviously in Japan itself, different Joe. I mean just everything so different. And

Speaker 5:          02:22:26       I remember coming out to fight and I'm like we said earlier, I'd be fighting long and you know, coming up for a fucking helmet, I cannot be fighting in front of 2000 excuse me, two phase people and you know, walking out in their fucking leisure centers and then walking out for fucking Lyft full of smoke and lights and fucking walking for some of my helmet to Jonah. I mean who fucking alleys. It's a lot to take in. What was the biggest crowd that you were falling under? I paid 60 but they always say it's more on us. And they said about 80,000 cyber collect 60, 60,000 hours or I've seen that before at the Roger Center in Toronto. We had a UFC there and it was somewhere around 60,000. Between 58 yeah. It's so, it's so crazy. And you're looking around and you're like, this is all a lot of fucking people and these points in the Japanese, everyone's quiet, quiet people.

Speaker 5:          02:23:19       I am not because I am, but on the lights went down because they have a guy who was getting it. Um, I can't remember was it was, it was, it was coming in and the lights went down on a com Hannifin. Allow shy kid. Fuck you. I'm not dreaming. No. So it did dry, don't block. And then the fucking lights come back on and you think in fact came out. Maybe go, am I dreaming? Wow. Punched in the face and you think, no, I'm going watch. It must have been especially crazy for you because how many fights did you have outside of pride? Um, I had, I felt, well I don't know what 10th, 11, 12 footing if I have quite a few, I think in a shelter at time, I was just getting 10 or 11, 13 point 12, 13, five yards for pride.

Speaker 5:          02:24:05       Hopefully give, I'll tell you that's a lot of fights to have over a year and a half. I was literally living it to the gym and I was like, this is what my Dave Wow, I'm just fucking fall off going everywhere and just training my ass. And you see the difference in my, uh, in my, in Mike and a fiscal, my fitness and not like from my first fight to maybe my full fight. I look completely different. I'm sure. Completely different. Cause what is the getting drunk with fate or story? Uh, I uh, it was fault. Fuck. I remember well eat beat Mike. Come on. Uh, I'd come home and I was fucking pissed and I seen the federal or the in the hallway in the other perception when he tends to see me. Well talk to hope. So, so, so when, when he turned around and saw me, I started swaying like just fucking vape. You know what I mean? I then he was like, ah. So then I went over to type of wrestling with me. Then I started fucking about wrestling and I, oh, in a minute he's going to assemble my fucking cold marble thinking, please don't fucking don't please don't fucking play me down. But yeah. And then he brought me down to have a drink with all these rallies. Mushroom flood or May, whatever. Putin.

Speaker 6:          02:25:24       No, no, no. This has been prior to this in Japan, it flood to me. Fuck. Maciej Center. Like he's fucking manager potentially. Perfect. I was his manager. Yeah. Oh, Vadim. If that do you think Olstein Oh God, you'll see fighter. The janitor. Yeah, yeah, yeah, yeah. I forgot got mixed up pants and only that clamps it till I got the wrong fucking person. But doesn't put in, come to his fights too. Like yeah, it's a huge superstar in Russia. I mean, people didn't know. I'm amazed. So massive safe style. Jasmine fader and his peak man was one of my all time favorites. Some of them I time favorites. He was just, it was just so special like he, cause he was so stoic and I like this like just dead faced killer. And if you go back and you watch like the highlight fights, like Nogueira fights, cro, cop, like when he was like really like at his very best man, he was exceptional.

Speaker 6:          02:26:22       Very, very fun to watch. He really, I mean like I used to anyone seen that many times so fucking Vendome and slump and incredible. I namely relaxes and then comes back and he's late. He's got key lock. How did he survive that? So relaxed body soul relaxed but just to avoid injury to get slammed like that and avoid injuries. Incredible. He just didn't want it anymore. He just lost. He lost. Why don't you tell us what competition's getting better? Bigger guys? Well I think you can only keep up that certain though, that Rpms, that certain sort of workload that he was at. You can only keep that up for a certain amount of time. There's, there's issues with the body, the body breaking down after combat sports have, you know, 10 15 years unless you're Randy coture who's just, I don't know how he did it, but whatever he did, he managed to avoid injury.

Speaker 6:          02:27:11       The one thing that no one avoids, people who you know have competed in mixed martial arts. If you look at like issues like along the way like guys who have broken hands, guys who have had this guys ever had, that guys are toward knees. Guys who like kit to neck operations. So many guys, Randy didn't need chant. No one broken arm and a fight when Gonzaga Gonzaga broke his arm or the kick, he got his own guy, he had his arm in a cast, no big deal. You know, six weeks later he's fucking hitting the speed bag. You know, it's like, how's that guy avoid injury? It's an amazing man. No, no intelligence, toughness, genetics. There's like a whole bunch of things like working. It's wet, but it's really incredible. But for most guys holding a certain amount of time, you can operate at a high level before you just, you lose your drive for it and politics and life gets in the way and he got super religious to fit or, um, got a really, it's, it's actually not even fade or do you know that's what we call it.

Speaker 6:          02:28:11       It's, it's fuel door. Yeah. Yeah. My Russian friend of mine from was just, it was explaining, how do you actually say his name? It's fuel door. Fuel door. Yeah. Like [inaudible] you know, it's like, that's like we can't fade art because it's easier. Yeah. The art kind of be honest. Fuel door fade or sounds better. Feel Doris A. Little. So break it. The Russians would do crazy language. He was such a nice guy though. He was the guy at the top all the time, you know, always at time. [inaudible] it wasn't like an eight lane London personnel. He just kept very quiet. Do you want me at the time for everyone? I'm like, wow. Do you know what I mean? You really, I really have a lot of a lot of time for, he's an unusual dude. I like, his demeanor was just so different than anybody that I'd ever been around before.

Speaker 6:          02:29:03       That was one of the things that was kind of special about them. It's like we, we had been used to so many different things. We'd used to certain boxers. It had certain charisma about them, whether it's Muhammad Ali or sugar ray Leonard or Mike Tyson, they have this certain cult at aura about him. He was different than all of them. He was like, Oh, here's this new thing from a guy who plays chess and uh, it doesn't get freaked out at anything and keeps his stone and just beat your ass. You know, like, here's this new look or a guy seems like he's kind of a robot or something. It's like that. And he manages to smash like really tough guys managed to walk down cro cop. He beat Cro cop, not just on the ground. He beat him standing up dead. Yeah. Soak fucking quick so quick.

Speaker 6:          02:29:45       He's, he's an animal and he fucking trained really smart. You trained to really smart and really hard, but even then, like they started questioning his, his, his training methods and this, you know, after, uh, he went over to affliction and fought those fights and then the strike force shit, he just gets smashed man over and over again. Just getting smashed by Henderson and getting smashed by big foot. You know, watching those fights and watching those, those brutal beat downs just gotta go, man, it's hot. Yeah, he's fucking hot. Especially that's your big foot fight. Yeah. Well especially if I hate money. So you still went in? Yeah, just the way, even Brett Rogers like prairie ranch just put up a good fight. It was a good cause, a good tough fight and you know, fatal or eventually caught him and cracked him. But man, you gotta look at that fight and go like, he's not supposed to struggle like that with Brett Rogers.

Speaker 6:          02:30:39       Understanding not the same guy anymore. He just still got to remark on when I'm off to the store, what am I are they just took a lot. They did a little bit. My cotton had him on the ground and had his arm locked up in a, in a, in a, um, Kamora but didn't, couldn't pull it off, couldn't do anything with it, but it was a crazy how he was able to do it. Like he was able to get his arm even and even have it locked out. Yeah. Yeah. That's so bold. And if for doom, obviously exposed, not exposed, but expose the fact, when I say exposed the fact that Schumann, I mean everybody thought he was just an unstoppable robot and all of sudden the Verdugo exposed them as a human. Yeah. Come tapped him. And when I say exposed, have great respect

Speaker 2:          02:31:20       for Fado. It's not like when I say people giving me shit from saying that the, but the is absolutely not. When I mean, when I say he was exposed, what I mean was that we found out he was human because anybody for BC over doom catches in. His triangle is fucked. That guy is a master at the triangle. And that triangle Armbar was nasty and Fado is stock. He had a tab. Nothing wrong with that. But what we thought before was that at, that could never happen. It seemed like he was a superhero. He seemed like he was like, like Mike Tyson, when he lost a buster Douglas, nobody thought Tyson was going to lose. We thought Tyson was going to be around forever, just destroying people. And then when he got destroyed, you're like, what? This can't be real. And he was exposed and it's not that he was one of the greatest fighters of all time. Mike Tyson is absolutely one of the greatest boxers of all time, one of the greatest heavyweight champions, the most exciting of all time. But he's exposing that fight as a human being. That's not as a bad fighter. He's amazing. But that's a human and every human is subject to the laws of physics and nature and, and you know, and you could only, you know what I mean? You can only go so far and just meet vehicles.

Speaker 5:          02:32:30       Yeah, I think, I forget the mental side of it too, which I don't know, but I just think federal didn't up the same drive anymore. I think it's hard to keep up after all those years, you know, years and years and years and years or card training, being away from your family. And again, he got really religious too. Why are you doing it? I do it. Test Yourself. Why you're doing it from [inaudible] I, you know, we're doing it to be number one, you know, we'll your, it's behind it, you know, it fucking out six hot. Yeah. Physically and it's,

Speaker 2:          02:33:00       it's to to keep it up to get their unbelievably hard to keep it up as on believable and to keep it up for as long as he did. It's all, you only have a certain amount of Rpms that you can push for. There's only like a certain amount of, especially in like a crazy situation like cage fighting. You got to think there's only a certain amount of times and man I can get hit. So like certain amount of times and Maggie can get thrown armbar kicked. It's only, there's a finite number in there somewhere and he's a smart guy. He has to realize that a certain point in time and then we're doomed. And then big foot and then Henderson. It's like, like,

Speaker 5:          02:33:36       okay. You know? Yeah. What a legacy though. Yeah. Well like I said, what know they were trying to put together Brock Lesnar and, and uh, and fader really recently. The UFC was, but uh, he doesn't want to do it anymore. I mean, whether, I don't know. Oh, through lifestyle photo. Don't want to do it. Cause I don't think Paul last night was two, two, I'll pay Brock Lesnar would have done it. Do you think so? Yeah. They offered him a fuck load of money. I bet he would've done it. Yeah, I can help him. He looked like he didn't want to. He looked like to me. I mean, he got the surgery, my safe. That was a huge issue for folks who don't know you had diverticulitis and uh, they like 12

Speaker 6:          02:34:18       inches of his colon is a very serious internal surgery. It was a real injury. And then x amount of months later, however, was he's fighting Alster overcome and Overeem Nizam in the body and kicks him in the body and have an Overeem kick you in the body. Like, Ugh, Jesus Christ to me before he, I think he was thinking about the fine. I forgive it's Wade. I mean you're obviously worried about every five buffer gives even more cause I don't from Iso I'm, when, when came be him, he turned his back. Well then when come out Shane Carwyn Scott, I'm standing as well. I mean I think personally Brock Lesnar is one of the greatest athletes ever enter into MMA. I really do. I just think that if it was going to do it, what he did is what you did. Just jumped right into the, what he did. He was even crazier.

Speaker 6:          02:35:09       He was fighting Frank May second five, second five second fight. Fuck man. He basically puts you and ask you to it. But he pulled it off yet. But yes, he did the same. Very similar path. Even harder. Much, much, much, much harder path. No doubt about it. Came to the last case. Shane car when Frank Mir, no. Dot. Randy coture. I mean it's fucking careers at Alster over him. His career is filled with champions and when you, you know, you look calm, refined. He, he's not like, he can take a punch for that. Went out the eyeball on our flex over drop me and he came back to win convincingly. Well he's fine with heath herring, you know, fight the UFC is third fight in the UFC and the UFC seasoned veteran in a tough motherfucker. He's hearing is tough as shit. And Brock Lesnar just random over.

Speaker 6:          02:35:58       Yeah, this is a guy that was a super athlete, but he would have had to, in order to do it really truly correctly, he would have had to build up slowly. He would've had to do it intelligently. And we did how to do it over a a quite a long period of time and he should have fought the right amount of competition along the way. Instead, he went right to champions. He went right to the greatest fighters in the world today. It went to Cain Velasquez, Overeem indicted. He was a chain carbon and he was just right into these animals, you know. Whereas if he had gone for a few years in the lower lower organizations building up, you know, trying to, you know, fight, fight for some other companies, get a good record against some good fighters and then put together like a real striking game, you know, without the wall.

Speaker 6:          02:36:43       That was the thing because he had power, the explosive fucking challenge. I mean but, but he did want, that's how he wanted to do it. He did it his way and he's out. No I'm fucked. Played Trim, play term. But too bad though because when it comes to like making money, like if you want to make money off of a draw, you think Kimbo slice of the draw. Brock Lesnar is a fucking draw. That's a guy that people want to see fight. I mean he looks like the baddest motherfucker in the world. You know, we see him standing there like if you're going to have a guy, he big viking looking

Speaker 4:          02:37:16       motherfucker, that would be the guy that you would want to have represent you. I'll talk to you though to sort of this chest. I lost it, man.

Speaker 8:          02:37:25       Mine, but I have to break it to him slowly.

Speaker 3:          02:37:34       I think at the very least I would, uh, Ryan Kelly's working for that show, tattoo nightmares where it's, they take tattoos and they go on the show and they change, they fix it for you to get a reality show. And she's like, she contacted me. She's like, do you know any MMA fighters that want, you know, habitat too. They don't want to get fixed or anything like that. And I'm like, I have no idea. The only one I can think of is Brock. She goes, I must contact Brock. And so now she's like, contact

Speaker 8:          02:37:59       broke my nose. No, leave him alone. Don't even say anything.

Speaker 3:          02:38:08       Why did you say Brock? Because it's the only one that came to mind that like, you know, when you see that one tattoo, it kind of looks like a statue or you think you should change it? Does he think he should train? No, I don't think he does. That's what I told her. I was like, I think that's the only one I could think of. You know, it's like little mermaid before they edited the cover. Yeah. I don't think he would appreciate you saying that no two sucks. No, I'm not saying it sucks. It looks like a cock at all, Joe. Yeah, I didn't say that. No, you did say that. Didn't say that. That's what's important. Didn't neither one of us did. So

