Speaker 1:          00:00:04       Ah,
Speaker 4:          01:47:18       I have a buddy Justin, these uh, they, they have like competitions where you'd go through a maze. Like things come up, like when you blast them and you get like a score and then you go like after you sold the area. Well this is bullets. Yeah, that was, that was the cop. What was the cop cop movies. Oh yeah. You killed, you killed a civilian again. Yeah. Gibson, there's a lethal weapon. The funny ones. But Berg attorney hitch with City, Gothenburg, Gutenberg. There were five police police academies. Yeah. They had to go through those courses. Yeah. Steve couldn't burn Tackleberry who died. There was this thing about Halloween that ate what you would pay money and they had like a hundred people dressed up as zombies anywhere on top of the building and now they all just start coming towards you and it's paint ball and you just shoot them charged.

Speaker 4:          01:48:04       Oh yeah. So they just like, it's like you're not just false warmed by trends. It was in Santa Monica. They wanted us to come down and cause we were gonna have him on the pot. It's like what do they do when they get ahold of you? You just shoot them. They're slowly climbing up, you know, and you just, and then they have to fall when they get shot. I don't know. I didn't do it. So they're slowly coming in on you like yeah, they're hoarding you. It was like call of duty zombies. They're eventually going to have a game like the world's most deadly game. Remember that movie? The deadliest game? Whenever it was, I think there was what they redid it with Gary Busey also. It was hunting them ice tea was the one being hunted. Oh yeah. That's when I see him like crazy dreadlocks.

Speaker 4:          01:48:49       Yeah. But there was an old version of it. It's like the deadliest games really old. It was like a Russian military guy who was like crazy and Dupre talked to every thought. These people, there's island then when hunt them down. And the reason why I, um, well I remember this because I've been watching this show called naked city. Have you seen the show and not that one? Oh, hidden city, sorry. Not Negativity. Hidden city, hidden cities. All this Marcus Shacki guy, he's a um, uh, crime novelist and he goes to all these different towns and finds out like the really fucked up stories in this town. Like all the crazy murderers and shit that hasn't, that haven't been solved. And one of them was a dude who would pick up hookers and he would take them in a plane and Alaska picked him up, put him in us, handcuffed him, put him in his plane and then fly them to an island and let them loose.

Speaker 4:          01:49:36       And then he would go and hunt them. Really? He brought it would bring a rifle and he would let them loose and just go, you better run. You better run around. I'm coming after you bitch. And then he would go after, I mean hunting, we track them down. They'd be like in the snow. So it'd be like tracking them. Yeah. But it was like the thrill of actually tracking them. Fucking blow him away. And then he would keep their, um, their licenses and shit. And that's how they caught him. What do we want it to his attic attic. He had driver's licenses of all these different women that he killed because they had searched his place once. They couldn't find anything and they had a search place again. And uh, when they searched this place again, they found it in the attic. I shouldn't keep mentos they can't help themselves.

Speaker 4:          01:50:14       They tell us people want to be competent. I think that's what it is. I think they just like keeping them or mentos well, they look back at those momentos and they, they have, they get excited trophies. Yeah. I don't think it's like, I'm looking to get caught though. You think you're looking not to and keep these things, you get more complacent than what you do it. I blamed my mom. She always had like that book when you're a kid and I had like little lock of your hair and stuff like that and I always was attracted like law locks of hairs, you know, with the girls that I date. What would you ever, would you ever, if it was on the menu, would you try human meat? No. No, you would never do it. It's supposed to taste just like pork. Really? Yeah. And you can always eat pork.

Speaker 4:          01:50:47       So why would I try human meat? I don't want to know what that tastes like. Apparently though, obviously would, it must be distinguishable because uh, well you can go to Liberia and you can get some crazy anymore. The worst. I know the war's done, so they're not serving any more human meet. Charlie Charles Taylor was in the Hague. Charles Taylor's, the guy was the, the, the horrible war criminal crazy fucking name. Charles Taylor. Yeah. Sounds like the guy who had created peanuts, they destroy their own infrastructure there. Would they need to like stuff to tie people up with slate? Just he was like telephone wire. They would cut it down and just use that. She sort of like, oh now we have no telephone lines. Jesus Christ, if that's their rockets out. So they're like, let me just show you how much I can blow this thing up and then you show me how much that rock can blow his damn. They blow up. Blow up down. They're so stupid. The whole, the the Liberia. So frightening. And the fact that it used to be a u s slave colony. Really? Yeah. That's how it started. It's all better now. Slaves came from Liberia.

Speaker 4:          01:51:44       Yeah. Wow. It's better now. In what way? Charles tells gone or trying to like redo everything. Mass Man. They had the vice guide to Liberia. It was pretty recent. They were over there. It's still crazy. Yeah. This is parts of the world where, how the fuck do you fix Africa? Look at all the different like look at you gone to look at it. I mean that's a long, long, long project. They wanted to give juice. You're going to get them Jewish. They wanted to give the Jews Uganda instead of Israel. So listen, figure this place as a lot of talk about that. When was this? 60 no, no, no, no. Wait before that, I guess the forties and thirties the war Israel, after the war they were like, we need to give him some place to go. Clearly we've shown enough times, we just explain to me how the whole Israel thing worked because at one point in time Palestinians live there, but no Jews live there already. Like a bunch of different migrations. Well Jews live there and Arabs live there a long time ago and then one of the Roman kings came and like dispersed. The Jews killed him. Yeah, well no, just like say extinguished

Speaker 5:          01:52:46       something like go to Europe, go to Africa. Just go pick them all out here. What you've, what year was this? This we're talking about like um, this is way after Jesus I think. I think because Jews were around when Jesus was there way after Jesus and after one temple was destroyed, then the Jews wouldn't go back until they rebuilt the second temple. Then I did. Then they came back when that was a story and they kicked out, like they slowly started coming back here or there. So like in 1910 it was a big migration. 1912 big migration of, of European Jews to Israel. What temple was it where the Romans got all the way up to the top and the Jews Massada what? There wasn't a temple. It was, it was it last enclave of defense. They were resisting. So when did they do, what was the store?

Speaker 5:          01:53:32       They uh, went up there. It was one of those things that one of the Roman kings built for like the getaway, a sweet, sweet getaway. Um, it's really awesome actually. They have these, these um, hot baths and they would like empty out like the part of mountain underneath. It's like a heat it, up until then we come up with the ceilings were curved down because they knew that if they were flat, the water drops put like hit and just like form. And that hit you. That was really unpleasantly minimal curved. So the water would run down the curved ceilings not drip onto you? Um, yeah, just really great design things. But anyway, as the Jews are being pushed out, send, convert or leave or die, I guess some of them, the last defenses like push back to there and they realized they could just like, there's only one way up.

Speaker 5:          01:54:16       So they just, they can just shoot down arrows at people at the Romans. They couldn't get up there, um, until they started using Jewish slaves as human shields, uh, and then started marching up. But also they are, they had enough food and water to last them for like so long. So they will wait you out. We'll just wait you out for years. And they just had him surrounded like that, that much, that much supplies. And then eventually when I think the human slaves, right then they were like, all right, but we're not going to kill our own. So what are we going to do? And I think they are just, they all kill each other. Well, we're not going to kill her own, so we'll kill our own will just help commit suicide. We're dead anyway. So did they commit suicide when they use these swords?

Speaker 5:          01:54:51       Right? So words. Is that what it was? A lot of it wasn't it? Where were they? Get poisoned. It wouldn't be poison. Poison. Yeah. I don't know that it was when it was done in a very primal way. It could be sourced. It could have been swords. And I know like the last guy, I had to do it to himself and then chose who was going to be that last guy. Wow. Go. That's what it is. They didn't want to commit suicide cause you're not going to heaven. So you would kill another person. So you didn't have to kill yourself. Sit alone. I had to commit suicide or he just didn't look at all these juicy Ron at the Romans by cops or go, oh you guys come up this way. I came up back over there. This Jews are all day and that's probably why I choose my clothes. And then, and then, uh, and then times Roman outfits.

Speaker 5:          01:55:38       Wow. What a fucking crazy time to be alive. That must, you had to give them to religion or die. Oh, should be easy. It just shows you that people have always had that weird desire to have everyone else think exactly the way they thought. It makes them feel more secure. Christians more crystallized. It's more Christians did Jews actually never proselytized. That's amazing, isn't it? Yeah. Why is that? Because of your religion? It's just, it's silly as anybody else's based on the same things. Yeah, it was the question. So how come they figured out to like keep to themselves and it said like, you don't have to do this. There's no reason you should if you want to, you can, but we're not going to try to push her. I was like, do whatever you want. The time of David, they outlawed it. Outlawed conversion. Wow.

Speaker 5:          01:56:20       It was too popular. Too popular. But he wanted to be a judge. You just, because it was like they were the ruling party. Really? Yeah. Damn. So they outlawed it. So they said no conversion during this time, John, for how long? Oh No, please. I'm fine. Yeah, I don't know. Now you have to do that. You have to ask a bunch of times. I'm just hanging out. I don't like these people do that. Now. You have to do that. Most of the whites, I don't want to be that ever. You pretty much have to do that. The rabbit, I'll tell you like, don't, don't do this. You don't want to do it really any big macs or can't just trust me. You don't want to do this. He Cuny big MACs. Yeah. If you're a Jew, you can't eat big MACs, religious Jew, you know you're supposed to eat hamburger.

Speaker 5:          01:56:53       Is that what it is? It's not kosher meat and it's cheese on there too. Oh, so just that in general. But you could have kosher beef burgers. You can have a kosher beef burger with, with soy cheese. Oh, the cheese. What is it you can't combine and milk and meat. Is that what it is? What's that all about? Uh, it's, it's pretty much a stupidity, just like all the religions. But uh, it's based on a passage that says you shall not mix the meat of the mother or the milk of the milk of the mother with the meat of the calf. Huh? Yeah. Yeah. Wasn't about sex horn. Instead or anything else? Some sex. Take that just to be that it's, it's that actual mother and calf. Yeah, but that's the case. Why can't you get the milk from the mother and then kill the mother and he heard some milk of the mother and the meat of the mother.

Speaker 5:          01:57:34       That's all right. I don't run it. I'm really good at, it's just they just no meat and milk. You have to wait. If you eat pizza, you have to wait 30 minutes for you meet. What are the odds though, if I have a fucking piece of meat that the milk is gonna come from the same? No, it's not. They said that means they said that passage means don't mix it two at all. Fuck you. Linen and cotton. You can't mix, but yeah, but you can't. If you're, if you have a, if you have like a, a woolen the linen, that's what it is. If you have a wool jacket, you can't have linen things tying in the buttons cause that's evil and you'll go to hell when backing up and go to hell for now. My favorite one, chocolate. My favorite one that you told me to this day was that you were told that when you masturbate for that, people don't really know.

Speaker 5:          01:58:13       Ari grew up extremely religious to the point where he lived. You lived on lives in Israel and your show for two years. Yeah, I mean that's the Torah all day long. 9:00 PM 10 9:00 AM to 10:00 PM I mean, dad is, that's some pretty intense shit and they told you when you masturbated that you were impregnating a demon and the, let's just say you're on your back lying down. They didn't really do positions back then in our shower anyway, but when you're doing it, some demon comes and like, she's like round you, fucking you as you're fucking your hand and then you make like demon babies and they have some writer uses the phage. There was some like maybe it's in coons, everything coons, she use it in a movie or some deep know in a book. There's some, some demon was like riding them and had anyway, but then you get her pregnant and she has babies.

Speaker 5:          01:59:00       Every time you do that, every time you're 100% as babies. Never going to be one on earth, only live in this demon world. Milt have formed and gross. Why? I forgot about this. And then when you get to go to heaven, when you die, you have to meet those demons. Oh my God. And they got, Why dad? Why couldn't we barn on the regular planet? Wow. Why aren't you like this? That so did you mastered with this anyway, even knowing all this, and what did you think was, was this going on? Why you were living in this like really religious environment? You were asking me and you never saw him masturbating. You never stop. I mean, I slowed down. I thought it was evil for doing it. Well, like, so you're doing this, you're there 9:00 AM to 9:00 PM did you think, well that part's bullshit.

Speaker 5:          01:59:43       You, you're studying like this intense religious, well, there's, I think there's two types of sense. Literally this is how it is. There's 2000 since there's, since you plan out and say fuck it. I don't, I don't agree with that. And this types like gossip where it just happens. You're not thinking about it like, fuck, I shouldn't have done that. Right. Talking about about somebody's masturbation is one that just overcomes you, but it's one, I guess it's one that you do plan out because you could just not do it this time. Oh, you accidentally touched it. Women I don't think have the same. It's not theirs. They don't have that backup. Women want to have sex. They get itchy. They want do they want it to be touched? They want affection to get horny. But we have like a backup of sperm where like your Dick is like, come on, let's go.

Speaker 5:          02:00:21       It's like you got to get rid of this shit. Jesus Christ. We can't even think you'd sour milk everywhere here. Come on. What did you, when you beat off, did you like go fuck. What about those babies? Did you believe that part? That part was more like fables is wasn't like the written Torah. So it was like this is what's, this is what like the extra curricular stuff, the ghosts and shit like that. So when would they bring that up? How'd you they barely brought that up. Did they bring it up in class ever? Yeah, we'll come up. We're in discussions with rabbis who studied all that stuff that the uh, the um, the Zahar Zahar which just like the mystical book, but you're not supposed to say that until you're married in 35. What is it? Second Mystical Book said you can't set handle it until you're married and 35 at least set up.

Speaker 5:          02:01:06       It's got all this stuff about ghosts and weird shit. Ghosts. The Olin's is go Siemens and crossing dude Judaism sounds like fun. Sounds like fun. Literate. You don't get to read it very much. I never read the translation to was and so hard. Maybe I should read it. Can you get it online? Can you bobbing by now he's talking about comicon. It's probably all written down somewhere actually, but a lot of it would be the exact language. You wouldn't get that from transition, but you look at clothes. Yeah. There was this piece, there was this one piece and a in the Talmud, which is like a respect of like you're supposed to study apart. And they said this rock, this rabbi went to his students who were living in like a dormitory altogether because there was a s a snake or a dragon that was attacking them every night and killing his students.

Speaker 5:          02:01:47       So he had to sleep and only the rabbi was the one who gets to feed it. So he had to sleep under one of their beds, um, so that he could kill this dragon. It was a dragon. And I asked my rabid about that. I'm like, what the fuck is this all about? Uh, it's my way. What's going on? There's no seconds. Dragons, this is all under this bed to suck your cock. And that's how I killed the Dragon. Yeah, he said there was a rash. It was a rash of jerk offs going on and the only way that he did so they can't really write that out in the Talmud. So they had a metaphor. It was a rash of jerk offs. And the only way I could stop it. It's a rabbi hiding under their bed saying, I call you. You're masturbating. Wow.

Speaker 5:          02:02:23       So the dragon that was killing us it the children was just damn masturbating, desire to masturbate. Oh my God. Their spiritual selves. Holy Shit. That's hilarious. Yet. But it's not written. That metaphor is not explained. It's just, it's just assumed. And you have to ask someone who understands the tax or Rashi would. It looked quite stuff about, if you can understand that, that's so crazy, man. Well, how would that in the future, people would just think it's just craziness. This was an oral tradition too, so it wasn't written down. Someone just had to tell you that story. Wow. That's so they wrote down when they thought they were going to lose it all. That's amazing. Wow. That is a great fucking story. You think I'd be making that up, but I'm really not. It's hilarious. Yeah, there's were so crazy. And people, you know, whenever we have these conversations about religion and so really interesting because I get so many angry tweets [inaudible] get, they get so mad and an idiot.

Speaker 5:          02:03:16       There's literally zero proof for it. There's zero proof ever and there's nothing else in your life that you will entertain a conversation over when there's zero proof, nothing. That's the only thing. If someone tried to invent any of those religions today, you would laugh at them? Yes. You'd say this is a call, but somehow we can't because everyone's involved in it and I just like, it's ridiculous what you're doing. Completely ridiculous. And I say that it's the, it's the enemy of progress because you're not, you don't does that's not on the table anymore. Everything is on the table as far as I mean not is as far as like what is the possibility for the culture? Clothing. I'll real loud. What is subatomic particles? What is, what is, you know what, what are in black holes? Everything is really on the table and and up to discovery until it comes to religion.

Speaker 5:          02:03:59       And what religion that's not on a table, if you, if anything is off the table like that, like stem, stem cell research or things along those lines of religion. Yeah, because of religion, especially when you can get stem cells from skin. I mean, they're at a point now where you don't, you don't need to have embryos. You don't need to encourage people to have abortions like they thought the worst case scenario, whatever it be, that people would be a courage to kill their babies because stem cells from the aborted fetus can be very valuable. That's not even necessary anymore. They've, they've passed that, but we're still human. It's still there because of our belief in a god. Yeah. Yeah. Some of those methods so long ago, it doesn't apply to you anymore. Even if it was invented for a reason, it doesn't apply to you anymore.

Speaker 5:          02:04:36       It's just the ridiculous thing is that if this God did exist, that he wouldn't tell you while you're fucking up left and right and surely setting yourself to house, we're just assigned asshole. Wait there and go. Listen when you get up here, I know this is life has been confusing and everybody's full of Shit and they been telling you these crazy stories, but if you don't listen to them once you get up here, the infinite wisdom is gonna fucking cookie. I got mad at God. I started thinking about this stuff. It was like, what the fuck? So you're telling me that everyone goes to heaven or doesn't or it gets rewarded on the next plane or doesn't based on, you've never been explicit. Just said, I want you to do this and you're supposed to guess it. My Protestant friends where like if you don't accept Jesus, you're going to hell.

Speaker 5:          02:05:13       And I'm like, what's your parents were, were Christian, so you're better chance of accepting Jesus and mine. So just because randomly and my parents were Jewish, I'm going to burn in hell for eternity. It's ridiculous. It's ridiculous. Like God wouldn't just intervene and say, listen parents, you're teaching your children wrong. This is what I like. I like, I liked him too. If you're a native American a hundred years after Jesus came, you've never heard of him. But if you don't accept that you're going to hell, you had no chance. Yeah. You go to hell, just go to hell. Burn forever for your sin. You know where they say, well, some people will believe that Jesus is actually went to America. And so we'd like told them like one time and the left. And so that was enough of generations. They were Protestant friends tells you, this is the only song so stupid about Jesus and America was the Mormon, the Mormons. They believed that he fucking, he, he was the, uh, that's where the, uh, the American Indians came from. They were lost juice.

Speaker 3:          02:06:08       This, this is it. It's an India. That's how ridiculous. I used to have a joke about it, but I said, but never really formed it. But this is what it was. There's other parts of that same book that say what the Mormons do. I've told you this, right? Yeah. When they said he went to the moon, but with, yeah, with more, with more Hebrew people and start a little race of people called the lunar Syrians. No. Where they still live to this day. No. Yes. Or at least they were saying that until we went to the moon and then we're like, what's up? Like it's the linear. He said, and here's my thing. This is what they, and they didn't answer. They just stopped teaching it, but this is what they said was like, oh, well when we made that up, we didn't think anybody would actually go to the fucking moon. Call us on it. It was like 200 years ago. We're like, oh yeah, we'll take a golden light of the moon and call me on my lie.

Speaker 5:          02:06:55       It's so funny. It's so probably the people, what are they doing up there? What do you think? There's no atmosphere. You know? We didn't know any of that. We didn't know shit. Yeah, more templates. Yeah. Joseph Smith was 14 he founded, understood it. When he said he found that the lost tablets and they say it only he could read because he had a seer stone. He had a magic stone and he was looking at, that's who's going to be the next republican president for county. I believe in all that. Mitt Romney did. You seen the trailer for promethium speaking of ridiculous science fiction movie to move new Ridley Scott movie, the Prequel to alien. Oh no, really don't watch the trailer. They give away just too much going on in the, there's a few spoilers,

Speaker 4:          02:07:36       but God damn does it look good. Ooh, it looks good right now. So she's an innocent man. Charlise the Ron [inaudible]. It's a prequel. Couldn't Charlise that all is the new bad ass chick do it is it looks fucking Trump. I won't watch it then drill it. It looks so good. It's coming out June. My Dick is hard until June. We were talking about with Doug Benson that one time, but trailers, it ruins the, for you. It's the scene. It says you thought it was dead, didn't you? He's not dead. Yeah, they try. They try so hard to get you into the movie. It really pisses off a lot of get solid. Yeah. You fuck heads. You give away huge plot points. There's some movies that it's almost useless to go see them. Like you know what's going to end the first 20 minutes when it's setting up.

Speaker 4:          02:08:22       You're like, I know you're going to become poor. I know how to move. He goes get to it already. I love going to a movie that's supposed to be really good and you don't see any previous four. It's rare that that happens, but man, when it hit, when it does happen, it's great. It happens a lot from you now cause I just download everything so it's like there's no commercials so I can miss commercials for things. Does fucking from atheists like certainly I'd love a good science fiction movie written by, you know when you, when you have Ridley Scott's good at home, it's like come on, this is going to be tremendous. You know, he's really good at, there's not enough of those. They need like avatars every couple of months. You know, something along those lines. Like something that had bad ass, like Taylor, one's terrible ones. Can we for adventures.

Speaker 4:          02:09:01       I thought, I thought, I thought that maybe I was getting cynical because I was like movies aren't good anymore, but I'm like maybe just me getting older. I mean my parents had the same thing. They looked at rotten tomatoes, which is just an amalgamation of all the, you know what it is just, and it was like the last nine box office was like got shitty review. It's kind of under 60% and I'm like, that means nobody likes anything that's out. It's not just me. Terrible movies, man. I know it's hard, especially hard when you've got a bunch of different people involved. Think about how much money it costs to make a movie. Like the Avengers. There's fucking millions and millions dollars on the line as far as like they have to spend and then the potential profit is millions and millions more. So there's so many people with so much saying, trying to say like, don't some male naval gets done.

Speaker 4:          02:09:43       You imagine just this podcast or the way these conversations go. What if we had so many in our ear and every time we started bringing up a certain conversation you'd like cheese it with the, they're the best of the white stuff. I'm stopping started with that. Ari guided the way back up on that. That's what it happens. You know, like, look, I've been doing the UFC for you know how long fucking who knows. Weird to have them. Nine and seven is very rare. Does anybody say anything? But once we started going on Fox, yeah, the, the, the producer who actually had to tell me in my ear, the Fox executives like tell me to take it down a notch. Come take it out. Like when I get excited about something, the way I get excited about it and then, then it's, it's natural and I'm pumping it up and I'm, but I'm people like I'm actually fight. Of course they like it, but these fucking dummy executives, they, the elevator. While you're not saying the Fox ones, I'm saying pretty much a huge group of the huge percentage of the group of people that is in the producer

Speaker 5:          02:10:34       position. A lot of them think that their creative self did it. Guess what everyone's going to be exactly. The most people are going to be fewer turnover. How to deliver the way I deliver. I'm delivery. I've been doing it forever. The like it or they don't. Most people like it. If you don't, tough shit, if it doesn't sound like you're fucking baseball guys, your basketball guys, it's not supposed to. You know, it's not. It's not supposed to. It's a different fucking sport and this is just the way I do it. If I was doing football, I'd probably look you up. Disperse. Yeah. You're lucky on on Chris. Well, I'm lucky I got the job. Really. I'm lucky too, but the whole idea behind going in and like saying, oh, we're going to fix all this and fix all that. Like that's what happens in movies.

Speaker 5:          02:11:12       That's what happens on TV shows. That's what happened. It would happen to this podcast are good at hiring a lighting guy. If we brought in production people and we said, we're going to move the podcasts or studio and butter, he likes you to produce this, just sort of take, take some of the strain away from me. You know, if you're having the same, just talking my ear man. He says, hey man, I'm thinking better. Take digits. Change that subject. This is a bad subject. Could you imagine? You imagine how fucking crazy we would go if you know, if, if, if someone like that there was no Brian moment and someone go, hey man, you guys gotta stop that. You get your papers. I commercial breaks my podcasts. I do commercial breaks. That's so stupid. It's like I'd rather just have a conversation, you know, and now we'll be right back.

Speaker 5:          02:11:52       Well no one's doing it well these commercials. Okay. Cause you're just talking it out. And we do get them out of the way. Bill Birtles that he went on a rant for when he did flowers.com or something. He just wanted to rant of how it, cause it was Valentine's, they come and I was like, Oh, you gotta buy it girlfriend flowers to go to [inaudible] dot com I'll get whatever presented goes. Well that's why the fuck is that still a thing? Oh look, they don't get any enjoyment out of it either. The sex, we have to buy them. That's still, he just goes on this tangent back like, anyway, so I go to flowers.com oh that's perfect. Yeah. That's Sorta sorta how we would do it. Yeah. We never really a way better way to do it. I'm glad he's doing it because it gives he as a comic, he's the same.

Speaker 5:          02:12:27       The way I feel. It's like you don't want to have to say the same thing over and over again. Well, you doing commercials now too. How are you doing your commercials at the beginning of the beginning I'll say what the episode's about. I'll say this stuff into it, my stand up and then the sponsors. But do you do elaborate on the sponsors at all? Like how are you dealing with it until it's like Amazon dealer came Florida and you and you're doing it like a, do you do it like the way we're doing it? Like you just start talking, whatever you feel about that. I'm just like, this is the deal. He bothering people. So I use to express that like I have to hate bothering people, but like anyway, this'll get me money. You know, people have complained about it, but that's just a certain percentage of the people are going to complain about anything.

Speaker 5:          02:13:02       I feel like they used to radio though. And when radio there's tons of commercial all the time. Right? I know we're not the same thing as we know it looks similar, but it is the same thing. It's a conversation. I mean most of these people are listening this thing, they could easily be listening to the radio. It's very simple. Iphones or iPods in their cars is a huge percentage of the people that are listening to this show because everybody has their little hookup. Now. It's so easy to have a USB port every, you know, most new cars like some like forwards. I know your car picks it up Bluetooth so you can out of course you can stream it from your phone. So you, by the way, if you don't have

Speaker 3:          02:13:32       that in your car, there's something that I recently purchased and it's like this thing that you put in your car and it's got three speakers and you'd just goes right on your visor and it automatically connects Bluetooth Connect to Bluetooth that once and uh, it can either stream music to it and also you can take calls on it. So if you don't have it in your car, I got this for I think $129. I'll put it on my website. But it's, it's good. We'll have that like a lot from like from like a phone to the car if they have, if it's a music phone. Right. And in California it's the law. Like I know in Ohio you're still fucking driving around and making phone calls, but like a lot of places you can't do that anymore. Yeah. You get tickets. So people looking for people,

Speaker 5:          02:14:12       well on phones, every day, text when you shouldn't got damaged. Drives me crazy when I see someone looking down their phone while they're giant metal machines hurling 60 miles an hour. I'm like, you know, 60 miles an hour, you can cover a lot of God damn distance and a couple of seconds. And if you know anything about accidents, that's how shit happens. It happens like on a side. Boom. I was, I was, uh, I was, yeah, last accident I heard I was drunk. I was texting trying to get to the commerce where before last call without my glasses launch without your glass at some some, some cab stopped and you don't expect stop no reason. But they're hard. You hit him. I saw it last second stuffed into off, it's still smashed him and then so when a cop pulled over and was like, and I was trying to get him to wave off like no, we're good, we got this covered right.

Speaker 5:          02:14:56       But it was like completely because I looked away from the road to cop waved off, I waved off the cop like he was flown down to like, do you guys need any help? But like you know, I give him a sign up. Like we're handling this like adults, we're just exchanging insurance, hammered, panicking, sweating, heart, beating your chest. Also wondering, am I get back to the store, am I going to call it a breathalyzer sound and be able to get my set. That's what happens when you drink a drug, but texting and driving, super similar. You just look away from the road. I real. I done it a few times here and there, but I do it all the time. You learned your lesson and you've never done it since this accident, right? Drink and drive. Yes. I love to stay in hope show. I don't know if it was before or after and that was that one.

Speaker 5:          02:15:34       I think that might've been the last one because nothing happened to that one. I was beyond lit up. I couldn't stay to the end real needed to get Eric's rove home. I drove home and I kept telling myself that if I get to the store, I only live a few blocks away from the store. If I get there, I'll just pull over there and I'm like, what are you talking about? Does it make any sense? Yeah, you're blocked. It's 95% that's 99% of the way there. Dude. Why did you drive that? I was drunk and I could not make the right decision. I made the wrong decision and luckily nothing happened. Ooh. Well, how hard was it to stay in the lanes? I think a concentrated hard, I managed to do it but I shouldn't. I, it wasn't like I'm jumping, jumping forward. Like I think I can handle this, but like almost everybody has, but this was not one of those times. That's scary dude. I hate hearing that. Everybody out there learn from Ari. Don't do that shit. That's a terrible thing. Yeah. Scary. It was control your body man. You'll have less control and you want to feel like you have control but you don't and you drive in a giant death machine. Giant. That's what it is. Everyone does it. Everyone drives a little drunk. But it's like, you know, you put that everyone

Speaker 4:          02:16:30       does it, man. I saw a lot of it, but it's um, it's, it's certainly a fucking problem. I remember in high school though, I used to have like a note, like one drink and I'm done rule. I don't know if you guys had that with that one right way. No, I have had those, especially if I'm driving, if I'm doing a show that really can have a beer, maybe, maybe two beers on stage, but if I know I got to drive afterwards, it's the worst feeling in the world and you've got to sober up. But Sam Kinison said it the best. Well, you can't leave your car there. How are you gonna get your car home like that? Something like that. Toad. Yeah. That's not realistic for most people know. Most people. It's not Vancouver [inaudible] of all Canada. Vancouver, at least they have super strict laws so people just don't do it.

Speaker 4:          02:17:07       Yeah. I think that's one of the great things about living in New York city that everybody's just hiring cabs, captain, subway, cab, subway. You don't have to be responsible for being hammered. Yeah. But then you have to live in New York City, which I don't think I'm willing to do. We've got to be there. We're going to be a in New York in May. Right. When is it Brian? [inaudible] fourth. May 4th. Yeah. Um, but the big the most, oh, this weekend where the comedy magic club too. Are you going to do it? Maybe it just do Friday. Okay. What night you want to do Friday night? Yeah. Which show bull shows look, that's how quick we roll. There's a gentleman, that's what we make decisions. And Saturday a little Esther doesn't know yet, but I'm gonna ask her to do it with a me and a docket. So you're going to do just Friday?

Speaker 4:          02:17:52       Yeah. A little Lester in Dunkin fry. So Ari and and, and Dunkin on Friday and little Esther if she wants to do it. And Dunkin on Saturday this weekend. Comedy Magic Club. But the big one had saw for 20 in Atlanta. That's my fucking special. I'm taping it. This is the best shit I've ever had. This is, I could have taped a special a year ago. You were ready a long time ago. I'm fucked. I've never been this black. I've got like, I did an hour and 40 minutes the other night and it was just all material really just all look. Yeah, I got a lot of shit. I went, I went through all of it and I don't think I still, I still don't think I did everything. I still have some other stuff that I have to, that I've written down that I liked sort of abandoned along the way.

Speaker 4:          02:18:30       And I have to figure out where to put certain things I want to try to get to. It's like if he didn't get back to it, it's like, okay, I didn't, I'll, maybe I'll just start from here. From, you know, for the next tier. Yeah. Yeah. Like this never got good. Yeah. There's some bits. Well, there's some bits I can't keep doing. It was just done with, I'm sick of it, right? Yeah. I got to get rid of him. Even if I don't, they don't make it to the special. I'm getting rid of them, but just holding you back creatively after a certain amount of time there. So April 20th at the Tabernacle. Say It, Brian Tabernac bowl habitat. I have to tell [inaudible] how about, how about angle in Atlanta? So, uh, she moved up three dates, Vancouver 29th through the 31st the comedy mix. Ooh, one of the best clubs in the world. Yeah. It has a big show. When was that? April one no, March 29th 30 31st March 29th through the 31st comedy mixed in Vancouver. Ari Shaffir who you working with? Um, I dunno. They're going to give me someone there. They've got a good local scene. Yeah, I think so. Yeah. There's a lot of good comics. We were up there, um, me and Gloria did sets there last time we were there

Speaker 2:          02:19:28       and they had a great local scene, which a lot of funny comics like facility anywhere. West Coast. Yeah. The Vancouver is awesome. It's one of the greatest cities in the world. The wins, like greatest city in the world all the time. It's like friendly and worldly. It's beautiful. It's west coast that all chill back and laid back. Food's incredible. Some of the best restaurants. Jesus Christ. We've had some incredible stakes at that place. Yeah, I eman is amazing. That's, that's how, that's one of my favorite places to go ever. So you're there March 29th 31st 31st and that comedy mix is the, the downstairs of a hotel. Yeah. That's the old Yaki. Yeah, we did once a long, long time. Yeah. It's a great spot. It's a perfect size to like the area of downtown, wherever it goes out. It's like two blocks away to a perfect sized club. A place is amazing.

