Speaker 1:          00:00:08       Experience,
Speaker 3:          02:02:39       He tries to leave from time to time. But you know, when you have built your own home by hand and you're on your wife's parents to several generations farm in Wyoming, it's not always that easy to leave. Now do these guys, even how you're living into these spots that are fucked up, some cases, sometimes they have a percentage of the mineral rights, sometimes they don't. Um, you know, uh, Calvin Tillman for example, the mayor of dish, Texas who's also a friend, good friend. Um, he did leave, he left the, the mayor moves out of his own town and got, and you know, that's what I say in the film. You know, it's like when, when things are bad, you know, things are bad when the mayor moves out of town and he left and he started to raise his kids in the next town over where they didn't have shale.

Speaker 3:          02:03:28       And what was his issue environment and what was, is a health issue. Um, well his, he was worried about his kids getting nose bleeds. He was worried about getting those places. They were getting nose bleeds in the night. There were, the asthma was getting worse. They had, um, uh, breathing issues and he was having a new, uh, daughter on the way. They were planning another child. I have two sons that, and you know, um, his wife says, you know, it look, I mean we, they did monitoring of the health of the whole town and they found elevated levels of a whole host of illnesses. Um, and do they do, it starts with nosebleeds and it starts to become a respiratory problems, but then you don't know like what, what are they going to be? The longterm effects of this. But they've had exposure that they mapped out from, from um, ambient benzene in the air.

Speaker 3:          02:04:14       Um, uh, dimethyl sulfides, uh, other, I'm trying to remember the play, but if you're looking gasoline too, you can see the maps that they did have longterm and short term, uh, exposures. Uh, and the, those exposures can cause health effects in the whole town of dish, Texas. Um, and these are directly attributed to these? Oh yeah. I was like, well, they have pipelines and they have oil and gas sites and they have compressor stations. So how far away do you have to get away before you don't experience the effects of those chemicals? That's what they did. Some of that mapping, this whole town of dish, um, had those effects of their fathers. Yeah. Well in a lot of people have moved. Um, and a lot of people have been, uh, that he goes down the street and one point in gas and two and says, you know, look, I think it's 40% of these people are in a lawsuit trying to move because what happens when you buy a house, right?

Speaker 3:          02:05:02       You put all of your present and future assets into that house. So if oil and gas comes in and destroys the area, you've lost so much of that asset and the houses are worth a fraction of what they used to be. I mean, um, so your only choice at that point is to have a lawsuit to get out. Now when you have a lawsuit, um, nine times out of 10 included in that settlement with the oil and gas. Let's see, when you get to the best case scenario, you get a settlement for a couple of hundred thousand dollars. Included in that settlement is a nondisclosure agreement, which means you can never talk about what happened to you. Um, and nobody else can find it out, uh, in, in, in a famous case in Pittsburgh or outside of Pittsburgh. Um, the how, which family who are featured in gas name part two, who ended up signing a nondisclosure agreement.

Speaker 3:          02:05:49       Um, they got something like $700,000 to move to leave their homes. Um, and they did move. But what was discovered when Pittsburgh Post Gazette pressed to get information from that nondisclosure agreement because they argued that it was a matter of public health. They found out that the oil and gas industry had actually gagged. They're eight and 10 year old children and PR, Pr, the gag. The kids, they said the kids couldn't talk about oil and gas or fracking or what had happened to them. And when the world you could do that. How's an eight year old kid consent? This is what my question was. So this was featured on the Colbert report. Um, uh, Stephen Colbert brought this up, um, and you know, like lampooned and everything and I had an interview, well and we'll go down that road but, but another family that I know very well and it won't, I can't say which one.

Speaker 3:          02:06:43       Um, who had signed a nondisclosure agreement who had left their multigenerational property in a state, which people are very attached to their land and they had to end up leaving that person. A representative that family said to me, hypothetically, you get my meaning. If I was in oil and gas company, I might argue that unborn generations of future children would not be able to speak about that and force you to negotiate from there. You see what I'm saying? So that he was indicating that the oil and gas company in question in this particular case had tried to gag their unborn children and that forced them to negotiate back from there. How is that possible? I just don't understand how it can be legally binding because the first amendment, um, you know, right free. If the government tried to do it would be illegal, right? That pertains to the government.

Speaker 3:          02:07:43       Private corporations and private individuals can make the deals to gag each other all they want. It's not the government doing that. The government can't tell you. You can never speak about this. That's against the first amendment, but it's not, it doesn't count to. But you know, there's one thing that you can get around these nondisclosure agreements, which is a congressional subpoena. Um, so, um, when Henry Waxman was doing an inquiry into fracking, um, when the Democrats in the house had a subpoena power when they were in the majority in 2010, um, they, the Waksman Commission on fracking asked me, can you connect us with people who aren't, have nondisclosure agreements? And we did. We gave them, we gave them names and they were able to testify. And it's something that I've asked of several senators currently cause I mean, well, when the Democrats were in the majority, I asked Senator Gillibrand is office, can you please create a subpoena?

Speaker 3:          02:08:35       Um, so that some of these people can come in and testify. I've asked this over and over and over again of officials on the hill, please, please, please, let's have public hearings with the public, not with oil and gas, talking heads with people. Let's have people testify in Congress or what's happening to them was oil and gas contamination. Why not do that? I just can't imagine a world where it makes sense that you could put a gag order on an eight year old. That's this world. Well, especially when it comes to the surrogate. You don't have to advance. Imagine that at all. Something like gas and oil. I mean, that just seems so criminal. That just seems, how could you sign that away? I've little Timmy, 10 years from now, it's kind of mafioso weird kind of godfather came the thing, right? It's creepy. It's creepy that that's, or North Korea where you've got multiple generations in jail.

Speaker 3:          02:09:26       These are multiple generations that can't speak about what you wrote on their property or actually what you didn't agree to admit to doing, but you paid them to leave and shut up. That's amazing because most of those courts that was don't have any admission of wrongdoing and how many people are actually winning in court for me, did they settle with these folks just to get them to shut out cord is, um, you know, it was a, it was Ron Paul who was running for president right in 2010, 2008, I think, who was arguing that we should do it with the EPA because all of these individual contamination cases can be handled in the courts. Let me tell you, you don't want to take the oil and gas industry on in court, you know, um, I mean, they have you, they will put motions and thousands of dollars and thousands of lawyers and you don't want to try to take these guys on in, in, in court by yourself.

Speaker 3:          02:10:20       I mean, I asked, um, there's a case in gas and then part two, um, in Texas where the EPA was enforcing an, uh, an, an imminent and substantial endangerment order, uh, the Lipski family who were the ones who can light their water hose on fire, um, out of the backyard out of there, a water wall. Um, because the top of the, of headspace of the water wall venting off so much gas that they can just, the hose that they attach to the top of the border wall just lights every single time and now they have this pipe that they can light off the top. Um, that EPA got involved there. And then at a certain point after Obama's 2012 speech on touting the virtues of the natural gas, all these EPA investigations shut down. They shut down in Pennsylvania and Texas and Wyoming. Um, and uh, this was extremely suspicious to me.

Speaker 3:          02:11:14       Right. And this is what we report on it and guessing that part too. Um, you know, I asked the EPA and the one of the EPA officials off the record said to me, well, we were worried that the gas company in question was going to outspend the government on legal fees. So we simply couldn't afford as the government to keep her prosecuting this case. That's so crazy. So I, I went to NRDC, I went to a number of, uh, Sierra club and went to try to get advocacy to say, can you please take this case on? These people are left in the lurch with nothing. And they said, well, you know, what makes you think we can take it on if they were going to outspend the government, they're going to outspend us. I mean, like this one, these are the questions, right? Because you can just take motion after motion and tie things up in court and do this for decades.

Speaker 3:          02:12:01       The amount of money that they have, it's just so scary. It's like government money. It's like they be more than that. I mean, I mean, I mean like they are a government, like a, an entire country. I mean, it's like that kind of money. So it's so, it's just so hard to believe that things have gone solo ride, that you have this huge, huge industry that is poisoning people and then paying them to shut the fuck that I can sit here and I could sit here and tell you that all of New York state just did the impossible but you must be so happy about that because I feel like a huge victory. Yeah, of course. I was actually coming out of five days in the Amazon jungle having investigated oil spills on foot and in boats and incredibly arduous out of contact and we were coming out on the boat and we were passing by a cell tower and my phone blows up as they're, as they're making the announcement and made it back to civilization in time to go on Chris Hayes that night and do it live Skype from the, from the Amazon.

Speaker 3:          02:13:01       It was, did you film the texts coming in the next day? Cause I was like too, like I filmed the texts the next day. I think there are some reactions shots. And because I was actually on the front, I was on the bow of the boat, like hanging out, like getting a Tan, like listening to my tunes. Wow. And I was like just hanging out and not doing much and all of a sudden like my phone, which I was playing music on, um, in my headphones just starts to go beep. And I was like, well that's weird. And like I guess my is working again. You know, cause we were like halfway out on the Marin you own river cause it could hear the behind it, pick it up and then I was like, no way. You do. You anticipate that this is going to be like this is just the start.

Speaker 3:          02:13:46       It's gonna start trickling down other states or moving things trickle down. It'll be a domino if we make it try me on. It's a bad word. It certainly helps. But I want to ask, um, you know, all those people who made New York possible to get involved in the fight in PA and get involved in the fight in California. I mean, I think we have to be strategic about it. I think from a national organizing stand point in New York was always strategic. The idea that, um, New York mattered enormously. Not just because New York is beautiful and matters and we don't get fracked up, but also because if we can get that win, then there's a huge win for science. There's a win for reason. There's a win for grassroots, but now without question, that movement has to double down, be more vigorous in Pennsylvania and Ohio and Maryland and Colorado and California now too.

Speaker 3:          02:14:41       I think that there are certain places that we should focus on because we have a chance, um, you know, where we actually have viable energy. Absolutely. Um, there's a new governor in Pennsylvania, his name is governor Wolf. Um, he is the ferry first governor of Pennsylvania ever to be elected. Um, when there was an incumbent that was running and other VA has never thrown out of governor before. Real. Yeah. Um, so, and this man is a Democrat and he has now the huge weight and moral responsibility of all the havoc that the fracking industry is, is wreaking in Pennsylvania and does any part of the platform that he ran on. He was very wishy washy about it. He's already got a contradiction in his policy. He's pro fracking, but he's against fracking in the Delaware River basin. Now that's unequal protection under the law in my book.

Speaker 3:          02:15:33       Right. So why should people in the river base and have extra protection whereas other people in the rest of Pennsylvania don't. That's a big problem. That's why New York is all hundred percent frack free because if they were going to ban it in the New York City watershed and not ban it like in, you know, Arthur or something New York, um, or Alfred New York, uh, you know, then there was a problem. You have a mistake. Cause if you don't ban it and out, if an Alfred and you've been in New York City watershed, well the oil and gas industry can sue you and say, look, oh, we should be able to open up and drove to New York City watershed. So they kind of had to do, you know, one law for everybody. Governor Wolf has already kind of, in principle, I'm broken that, uh, that ideal, right to say, all right, well, we're not going to have any change in the river basin, which means fracking would be no good for the Delaware River Basin, but we're going to allow it in the sauce, my hand or river basin or in the Allegheny river basin.

Speaker 3:          02:16:28       That's a huge problem. So he's got compromised and he's not even in office yet. He's governor elect. But on January 20th in Harrisburg, I will be there with an incredible fracking activists, Pennsylvania against fracking and clean water action and a whole host of folks to protest that and start to talk about how this governor has to pay attention in the same way that governor Cuomo had to pay attention. Harrisburg is all that's rush limbo country. Um, Harrisburg is the is, you know, I mean I friends and family used to live there. Really? Yeah. They're like, it's so right wing. That's one of the reasons why they moved. They were like, this is crazy. You Ed Rendell, governor of PA, former governor of PA who opened the doors for the fracking industry famously calls it Pennsyltucky PA is Pittsburgh and Philadelphia in Kentucky. In between. I don't know if I believe that.

Speaker 3:          02:17:14       I mean, I, it doesn't matter to me. Like I said, like there's the first world in the third world, but then there's the blue areas and the red states and the red areas and the blue states and where I played doesn't really matter. Um, you know, we play in red areas in blue states and, and blueberries and rest days just as much as anywhere in the blue is the blue and the reddest of the red. We've got a phenomenon happening in the America, which is green tea. You know, you gotta talk about fracking from a progressive stand point. You're going to talk about all the things that we just talked about, environmental issues, social inequality, inequality, etc. If you're talking about it from a, um, a land rights perspective, private property rights is one of the bulwarks of conservative philosophy. You don't have any private property rights at the fracking area.

Speaker 3:          02:18:00       So you've got people who, um, if I had the card in my pocket, I pulled it out and showed you, but my, my wallet, I went into the Amazon. Um, and it disintegrated. It was, uh, it's called, um, Marcellus patriots for land rights. It's got the don't tread on me snake with an oil rig going right through it. These are conservative guys who go to sea pack every year who are adamantly anti-fracking. Um, so you have this strange bedfellows thing happening where you've got anti-fracking activists in the middle of rural Pennsylvania who vote conservative or who have conservative values all of a sudden realizing that, um, they're on the same side as environmentalist from New York. So that's an interesting conversation to be a part of. Well, it's just survival. It's just a matter of recognizing that you can't just keep fucking polluting everywhere. That's not conservative or liberal, but conservative, conservative ideologies and mindsets.

Speaker 3:          02:18:54       They get trapped. People get trapped in this one sort of team mentality and that team is like always support big business or we support industry. All we support the creation of jobs. Those things are wrapped around occasional unfortunate things that happened to the environment and Poo Poo, not a big deal. The real big deal was that we created all these different jobs and all these liberals want to save the spotted owl and those fucks on an understand about logging and you know those, those kinds of mindsets. And a lot of times what's really crazy? Well, it's about this spotted person, this point, right? Well, it's also the weird thing about those mindsets. It's a lot of those people are poor. A lot of those conservative folks are poor and it doesn't benefit them at all. But they've locked themselves into this sort of a very rigid, not a revelation to say that very smartly conservative element that's aligned with the 1% and big business found social issues, that we're going to be resonant among people who are in rural areas who are poor, right.

Speaker 3:          02:19:54       Um, and, and use those as wedge as to, to do, to make people vote against their own economic and enact wells to gay marriage somehow, or another fracking to gay marriage. But what's really exciting and interesting is like I've had, um, at our production space in Brooklyn when, when there were things to do in New York, you know, we had, um, uh, one of the guys who was running, um, New Yorkers against fracking who is HIV positive gay man who was living in the house hosting conservative c pack. You know, dudes from central PA living under the same roof, hanging out, starting to talk about these things. And that was amazing. And I wish I had taped that conversation, you know, between the guy with the rainbow flag and the guy with like conservative values from Ronald Reagan. Yeah. Like, and it was remarkable to see the change happen, um, uh, change where these people acknowledged each other and, and, uh, the openness, um, that it created.

Speaker 3:          02:21:02       And I, so I think there's hope there. I mean that's one of the things I just couldn't believe watching this conversation between these two guys, have you experienced much personal backlash from this? I mean, if people gone after you, is there been like some weird moments where all personal, it's so weird, like you could look at a smear campaign from outside and go, oh, that shouldn't affect you at all. That's a total, you know, but it does get you, and especially when, you know, when you get really get into it, you know, and they, they ran ads, you know, in Ohio of me smoking cigarettes, like at a La, I made the movie premiere in 2008, you know, I used to smoke, I quit smoking, you know, and they would do this to run personally and say, oh look, look at this guy. He's a total hypocrite and everything.

Speaker 3:          02:21:44       Cause you were smoking. What, how does that make you hypocrite? Well, cause I'm talking to him about carcinogens in the water supply and all of a sudden, you know, I was smoking and this was, this is a picture from 2008 a long time ago. Um, well I think I smoked an hour ago. No, not an hour ago. Um, you know, you, you, you quit for 10 years, but it would have definitely been off cigarettes for rail antenna. So a along the way, did you realize like, Hey, I can't keep talking about environmental impacts and health impacts when I'm poisoning myself? Sure. So part of the reason why I quit, um, I think so. I mean, I think you just quit when you feel like you have to grit and that's also had a couple of relatives get cancer, not lung cancer, but you know, it did wakes you up.

Speaker 3:          02:22:26       Um, I dunno. I mean, I don't, I've never, I've not really ever talked about this in, in, in, in, in any kind of public forum. Um, I mean, when you're in the theater and you're a filmmaker and you know, like, do you smoke? I mean, people smoke. Um, I actually started smoking when I was in a play out of the glass menagerie when I was 17. Um, I was playing Tom and the glass menagerie and that role calls for you to smoke five cigarettes during the performance. Um, so that started me, but like, um, you know, uh, I think that there was a, I think that there is, um, a problem when we stop being human beings and start being like pods of information that can't have contradictions. Right. The idea that, but at the same time, like it's not something I wanted. Like they will use every piece of information they have against you if the Ken of course.

Speaker 3:          02:23:19       Right. So you don't want to give any fodder for that. Um, you know, did I quit smoking because I thought it would be pressure? No, I quit because I felt like I wanted to quit. You know what I mean? I felt like I was done with that and it was a problem. Um, but do I think that, you know, we're not all, uh, I mean you can't be a saint. Um, you know, but at the same time, like I think that what the, that's maybe a good example of kind of downward pressure. Like you've probably, you may have noticed that during this two hour, whatever interview you've cursed, like 25 times. And I haven't at all. I don't notice that. Well, I haven't at all and no, no, no, I won't because, because I just think that to a certain degree, it's, it's not respectful to some of the people who are in my audience.

Speaker 3:          02:24:10       We have one, we have one curse in gas land and it's worth it and one in gasoline to, well, what, these are the kinds of things that, whether or not you want to record, you want to recognize it, they will either use it against you or you have to realize like what's underneath it. All right. Um, do I want to, I don't want to do that right now in this role as a person who is working on these issues because they will get in the way and it's easy enough to not do that. And then to examine the reasons why you would or wouldn't, you know, um, it's one of those things that I think, uh, a lot of people really get into that it's hard. It's a burden to to put yourself out in public and be exposed in the way that you are, but especially in individual, individual with limited financial resources going up against an empire.

Speaker 3:          02:25:00       I mean, that's what you're doing. You're going up against the oil empire. Yeah. You were a significant bump in the road. I, I, I think it's, um, I, the more I like to think of it more as that these films were a vehicle for people to start to understand what was happening to each other, right? That's why gas land is in 12 states because it's a comparative study in it. I wanted to show people in Pennsylvania, look, this is what's happening in Wyoming. This is what's happening in Arkansas. This is what's happening in Texas. And these are people from a broad spectrum of political opinions. So they're not all progressive lefty type folks. They're not all conservatives either. I actually didn't ask most of the people where their politics were, but the idea that there's, um, this was connective tissue and I, I want, I have to go out and represent that, you know, as well as the fact that I, I have a dog in this fight.

Speaker 3:          02:25:51       You know what I mean? Like I want to win. I don't want to see these places that I love destroyed. Right. Whether those are the places that I live, like in Pennsylvania or the places that I've visited that are remarkable and that are on the chopping block, you know, and especially because there are places that have been destroyed. It's not like these are theoretical ideas that may or may not come to fruition. No, absolutely. You can go to North Dakota and you can look at that fucking spot and see those poor people. That sand thing is freaking me the fuck out. I need to see that. And He'd be cds. There's, there's a Facebook, a sand called oil feel fails. I think it's Facebook page. It's really, it's actually more popular than gas and page. They have like 140,000 followers. We have 115,000 followers. It's like oil field fails on Facebook has like crazy stuff on it.

Speaker 3:          02:26:44       It's like burning explosions, directional drilling gone awry where they're shooting fracking fluids out into a field, Halliburton trucks and they make memes out of them. It's like a Halliburton truck looked like overturned. It says go home Halliburton, you're drunk like stuff and it's for comic value among dudes in the oil and gas industry and you can just go on there and it's all these blatant really dangerous situations. Human rights abuses, people like bathing and chemicals out in the open on Facebook. If you found it. Oilfield fails on Facebook are good. One is there. They did some whole bunch of holiday stuff that's not that fine. Oh well there's a lot of like, you know like, or look up directional drilling, fail and Youtube or whatever. Um, yeah, like you've got it there. You've got the, the, the, the podcast. I mean the, the Facebook page.

Speaker 3:          02:27:36       Yeah. See there's a broken, there's a truck with fallen off the road and another truck was fallen off the road and these are just guys that are fucked up. Yeah. And that's where I saw the backend beach or whatever like um, uh, with the dude's like hanging out at the, at the, she's a huge crane that's phone or I mean some of it is funny, it's like bloopers. But then when you realize that these are people who could be dead because of that truck accident or um, you know, imperiled by, there's a flare you to see one of the flares and the window of the store where I don't understand what's going on in that picture. Yeah. Um, okay, so you saw the, you see that's a reflection in the window of a flare across the street. Oh really? How do you know what's in a store?

Speaker 3:          02:28:21       It's not in the store. It looks like it. It looks like it's confusing. Okay. So you see that those types of flares are what is our, what makes that, and those things are just burning off this natural gas that they're trying to get rid of because it's not what they're looking for. Right. And by doing that, you're polluting, I'm sure you fucking burning, you're burning CO2, you're burning unrefined gas, which also has a lot of other stuff in it besides just method. What is that? Documentaries, the overnighters. Is that what it is? Yeah, that's about it. I haven't seen it yet. It's about North Dakota. About the, the crazy, it's really good. Yeah, I've heard it's really good as well. The, the, the just the nutty gas industry and all these crazy colorful characters. I used the word colorful very lightly. I haven't seen it. I have not seen supposed to be great, but listen, um, I think what you're doing is awesome.

Speaker 3:          02:29:07       Thank you know, it's uh, uh, you know, I'll fucking, people that agree and disagree. It's like a very hotly debated subject on my message board and on Twitter page. And some people are so fucking angry. You, it's, it's interesting. I don't think they're real people. I think some of those people might be real. People have a lot, a lot of them are real. A lot of them are trolls, but not a lot of them aren't man. These people that I know, these are people that have been on my message board for years. Something to talk about, all sorts of things, but they lock on to those conservative ideals was conservative talking pot. All I would say is like this is not a progressive or conservative issue. This is about science. Yeah, and I would invite those folks who are getting angry at me to go to physicians, scientists and engineers website.

Speaker 3:          02:29:51       Just type it in. Physicians, scientists and engineers for healthy energy at their website are 400 peer reviewed scientific papers, cross listed by topic on everything that we report on and they back up what we report on sub substantively in every case. Well. So if you're one of those people who decides that cell phones work by magic or your car works because you sprinkle Pixie dust under the hood, then fine. But if you're going to participate in the modern world, which you need to do is he'd what science is saying to you and science is saying very decisively at this point, fracking does all the things described in the gas nine films. It creates flammable water and creates water contamination. It creates chemicals in water, creates air pollution. It creates health effects. It creates civil unrest. It creates fractured communities. All of these things can be studied from objective scientific standpoint and had come out to be proven and true from the standpoint of science and reporting so that people are getting mad at me about it.

Speaker 3:          02:30:59       Look inward. No way you're getting mad about, you've got to come to the F to grips with the fact that if you're participating in this way and you don't believe that this is an object of witchcraft, then you must deal with the fact that you're wrong. The Twitter page is gas land movie. Um, your website or the Twitter is gasoline movie and the website has gasoline land, the movie.com. I also mentioned our new project, which is solutions grassroots.com, which is the renewable energy, uh, and democracy organizing pub that we're trying for. Thank you very much, man. Thank you. It's on really fun. Josh Fox. Ladies and gentlemen, we'll be back tomorrow with the Great Russell Peters and a until then, we'll see you soon. Thank you. Much love.
