Speaker 1:          00:00:05       I'm tweeting and
Speaker 2:          01:50:14       Hey, clams in Illinois and Man Tino Illinois and kind of a fucking horribly sick once then that, you know, that night, like five, six hours later, it just started.

Speaker 3:          01:50:23       It hit me. The cramping was the worst. Yeah. You know, like when you're trying even kicked in maybe an hour and a half after you ate it. Only an hour and a half. Yeah. Really? Wow. That's incredible. That must be really bad. It was, you say it takes hours usually. Sometimes it is, but I, I had the same thing happened to me like, uh, about two months ago. Where you driving home? I was like, I'm gonna shit myself right now and I feel it's make puke out. The bubbling inside of you. Yeah, it was bad. It was, it hit like a little, like I'm an hour and a half, two hours and then it really hit,

Speaker 2:          01:50:54       the worst one ever got me was from a mushroom pizza. I was in Providence, Rhode Island in a comedy club and I ordered a mushroom pizza. One of those frozen pizzas. Yeah. Holy Shit. That was the only thing I ate. And Holy Shit, the mushrooms especially, it's very possible that in these places, like they dehydrate things or rather a defrost things and then refreeze them.

Speaker 3:          01:51:18       Oh, and that's really bad. Really bad. Yeah, for sure. And Pizza now. Yeah, sure. You can. I don't think, I can't imagine ever, I couldn't even say the word crab cake until today. Why I threw up when I was a kid to some Jack Daniels, I was like 14. Oh, the smiling first puking from booze. Yeah. I threw up in a cab. I threw up, I threw up on the streets. Did you drink? I don't remember. It was a lot though. Yeah. While having sex. Have I? Yeah. No. If you having been with a girl that threw up, we'll have them having, having too close, like we were about to get it on and then she started throwing up. Oh my God. Yeah. I've had that. I had finished and her hair punch out, took off month, hold it down, grab her hair and she tries to fight cause he wanted to have an orgasm. You get a pin down the left arm with your Shin, right arm, you know, horrible. Holy Shit. That's your move. That's games of Thrones style. That is, that's the one thing you see by all the, the, the raping and pillaging going on back then. It's the best. That's really like you, that's really how people live. They just took whatever they wanted. You really had to put out. Yeah. There wasn't a lot of arguing with barbarian. Yeah. There was no like, Oh let's wait. Let's wait a month. It was like, um, get on your knees.

Speaker 2:          01:52:30       Do you find yourself not attractive to a man? If he is a, if it was like struggling or if he's like he doesn't have his shit together or if he make less money than you.

Speaker 3:          01:52:41       Wow. Oh my God. I am like blue collar fever. I, I've dated anyone with money. I like dudes like I liked the Marlon Brando Street car. Yeah. Yeah, yeah. I like, I will like, I'm, yeah, I'm easy. I want like a guy that's smart and um, yeah, who like knows how to fuck me.

Speaker 8:          01:53:02       Got a guy and he understands that your job is to be smart and nice and know how to fuck me and then we can get married and then you guys could go on the road together and he could just like what? Read books and

Speaker 3:          01:53:11       no, I don't, I need a lot of alone time. Oh, well I didn't always going to be eating my pussy all that much. Yeah. He can come. He can come. I'll be a Denver. No, I uh, yeah. What's your ideal guy? I don't know. I hope I have not met anybody like whoever he is yet. But yeah, I think I want like a simple ass like smart, confident dude that's easily, ah, like a job would be nice. But I don't have to have one for you. Well like I want him to what? He could be like something weird like a sculptor or something. Like I don't need them to have like a great job. Well listen, there's a lot of sculptors in Vegas. No, I really don't want to do a sculptor. That was a bad [inaudible] have to work on like get a job. No, I don't know. I don't, I would, I really don't think I would ever date a guy in finance or something like that. Like some of these suit wearing. I don't think I would date an a guy that wore a suit to a thing. I just like all those evil, scary, boring. I can't relate

Speaker 8:          01:54:16       muscle. We're normal guys. One of my best friends is an accountant and he's, he's, he's, he's fucking crazy, crazy. He's just stuck, buttoned down all day. But you know he loves like you when I talked to him on the phone and he's crazy. He's, he's, he's a regular dude, but he's just has a job and he's good at it. So he gets paid well. So that's what he does. And the cats and dogs. I like dogs, hate cats

Speaker 3:          01:54:42       kind of questions. You always bring something down to a six year old level, writing out her profile for what's your favorite color? Please tell me the truth. I knew. Do you know

Speaker 8:          01:54:59       or men are intimidated by the fact you're your comedian ever? I would assume so. I don't know. They don't want to start talking shit. They've seen you at roasts, Mike Tyson. You went head to head with Mike Tyson foods. Don't want to talk shit with you. What? You're looking for? Fireman from Hoboken. Just like a Patrick Swayze type dude and a movie from the 1980s yeah. Take your pants. We're not trying to marry you off, right. We just, we went down that road and we stuck with it for no reason. Trying to get some entertainment.

Speaker 3:          01:55:34       Here's the podcast. Supposed to make it funny and I'm like really telling Craig, here's the podcast. She goes on a date, every episode's a different date that we hook you up to get her. Yeah. Yeah. You got to trust mentored in one week.

Speaker 2:          01:55:46       Yeah. You can't trust men to want to dudes are creepy. It's a, it'd be nice. We could trust him. Bootcamp people we know though or something. Come on man. How many dude? You know,

Speaker 3:          01:55:53       I'm not going, you guys aren't setting me up. I really truly don't trust you guys. Yeah, exactly correct. A lot of black friends. It's fine. I've never been with a black guy. He's got a lot of black and lesbian friends, so he's got mixed. Whatever you need, that's going to shock you. Parents, Asian girls, boys and girls. That's what I want. So is this, this, this thing that happened

Speaker 2:          01:56:13       today that I don't totally, completely understand, but it's some, uh, new Obama, a jobs act that he just signed in Matt. He be wrote this blog about how fucking terrible it is. What's the act? I don't completely understand it. But though the way it's been explained to me is that essentially almost legalizes fraud. The idea is that it used to be if you wanted to take a company public, you had to file all sorts of paperwork and have a hiring an account and have all these financial statements in place. But now they say you don't need to hire an accountant before the company is taking public, nor do you need to do so for five years after the company goes public. So it's almost like you can fucking lie about your financial statements for five years without any independent accounting of your claims. I don't totally completely understand it. I'm reading, Oh Matt Taibbi be getting money and lying. And when public would things go Publix manipulating the stock market, um, I don't understand what, what the, the pros are of this, this thing it might have, see when, when they sign sign an act is, there's usually a lot, yeah.

Speaker 3:          01:57:18       Shit in there. It's not just one statement. Right. But people said it's out bill one thing and that's, they put things in like this. Yeah. That

Speaker 2:          01:57:26       make it easier for certain businesses or make it easier for certain special interest groups that, you know, it's like we'll give you this but you got to give us that. So I don't know what the, the, the positive benefit of this job Zack is we've got to find a lot according to um, Matt Taibbi, it's really crazy. It's really strange. He equates it and he says it's like formerly eliminating steroid testing for the first five years of a baseball player's career. You can pretty much bet you're going to see a lot of home runs and those first few years after you institute a rule like that, but you better be ready to stick a lot of asterisks in the record books 10 or 15 years down the line, which is a great analogy to what if this is correct, if you really don't have to have the proper accounting to, to go for a company to go public for the first five years, that's like, this is craziness. It's like they keep passing more and more laws and they keep doing more and more things to control people and to make it, to limit our ability to defend ourselves against the government. And they keep doing more and more things that allow people to somehow or another siphoned money out of the system. And you gotta wonder where does this end when they stop making new bills and start trying to fix this fucking ridiculous government we have. Well, the foreclosure

Speaker 5:          01:58:42       bill, what we were just talking about with the fork, the hell those houses foreclosing him. Obama just pass that, that bill. What is that a month ago? Was it though? Um, it's a good, yeah, I thought it was pretty good. It sounded pretty good. What does it do? It just like, uh, it, it, um, there were a bunch of different facets of it, but one of it was like your house can be foreclosed on, um, in the first three years. Like if you served in the military, like just things that you, you were like, this wasn't already a rule, right? Um, yeah, just like helping out the uh,

Speaker 7:          01:59:13       mental health when people get a chance. Yeah, totally. Get, try and get their house back. I'm pro that. Yeah. This is terrible. I need to know more about this. I need to know more about this too, but I'm what I'm reading right now, it's fucking terrifying. I just, I, I see all these things like the national defense authorization act and all these different rules that all are going to allow them to have fucking drones in the sky in the next 20 years. Going to be 30,000 drones flying through the sky. What's a drone flying machines that can take video and send back realtime data and work on a four g connection or by that time, you know, seven or eight g whatever the fuck.

Speaker 5:          01:59:50       So much information in here. I think ignorance is bliss. I'm going to keep on being retired.

Speaker 7:          01:59:53       It's probably a good mood. I agree. You got to find that dude that doesn't have a job. Who lucks

Speaker 5:          01:59:58       cool without a dude right now you guys think I just go home and I'm just like, oh man

Speaker 7:          02:00:03       would have taken care of you with some good deck and you wouldn't have had that food poisoning. You think straighten. Yeah. Yeah. Throw up once. Get it all out of your system. He pumps you fall. Some hot lead's sweet, energizes your back up. Can you imagine if blokes actually energized you? If like when we would be mad if he didn't fuck them because fight with a dude again. Yeah, because that's the way you got God by. Could you imagine if we needed each other that way? Like we were like, well, you know, like we'll give you hit the brakes on us. One of those electric cars, it actually recharges the battery. Could you imagine if that's the way humans recharge? We gotta fuck.

Speaker 5:          02:00:36       Like procreating is not enough for a six day together. It's gotta be right.

Speaker 7:          02:00:39       More appealing. What if we start evolving like that and that direction? You know, they say that people need physical attention. You need, you absolutely need affection from other people. It's like we did our bodies like needed. It desires it on a core level. What if it turns into not just that, but you actually need to fuck and then if you don't fuck your body just rots away and dies and the only way to keep moving as if you have to have to fuck. You have to fucking, they're gay. So you'd be mad. [inaudible] I dunno. With Gay Jazz, probably like engineer do some genetic engineering on their loads so that they figured out how a guy can absorb it through his ass. We'd have to time it. Right? Like what if we go ahead and take a shit? A Chevy shits out, all the good sperm and then you don't evolve. You got the timing on that. Seriously. It's not preposterous to think that we would need each. I mean we need each other. I mean we get it. You know how you get addicted to sex, right? If you're in a relationship, when you first started having sex, especially right in the beginning, don't you feel like it mixed all you think about. Exactly. You start thinking, why don't we not? When you can't wait to

Speaker 8:          02:01:39       get together with each other. Yeah.

Speaker 5:          02:01:41       It's like a total drug.

Speaker 8:          02:01:42       Yeah, it is like a turtle drug. But that's one of the reasons why people are so angry when people leave them. It's like you're taking my drug away, taking my thing away. Right. What if it was even more intense than that? And it literally got to a point where your body would register very obvious changes whether or not you had a sperm inside your body withdrawal and whether a guy got rid of it, the guy has to get rid of it and it doesn't get rid of it. Like he's, it's burning him up, you know,

Speaker 5:          02:02:11       not much different than reality. I would rather die than have sex with anybody I've ever had sex with him ever in the past. Is there a one guy when you look

Speaker 8:          02:02:18       back and go, that one could have worked out better? Maybe I just fucking shut a one for that finger in the ass thing. Did what he asked?

Speaker 5:          02:02:25       No, I, I've always gone for the finger in the ass. Um, but no. Yeah, no.

Speaker 8:          02:02:30       I ask you to do something creepy and you were like, that swear I gotta go. I don't know.

Speaker 5:          02:02:35       I think I've ever had anybody asked me something that was too creepy that I said no,

Speaker 8:          02:02:39       a girl told me to fuck her client once. I was like, whoa. It was just like, Whoa, what did it mean you? Is that what you call it? Just isn't that what it is? I'm like, Oh, I mean

Speaker 5:          02:02:51       we change your terminology a little bit. Seeing the, I just, I talked about this on, I'm on o and a uh, but I was like dirty texting with a guy and he like, and I wrote something like, um, like I, I was going to send on his face or something and like, uh, right. And uh, and he wrote back like, all right, but like oral is going to go both ways. And I was just like, what is this a negotiation like Douche Bro. I think, I think when it comes to like talking shit in the bedroom you like, it's got to kind of be, anything goes in unless it's complete insanity. But I like if a guy's ever mentioned something I've said while having sex after, I'm like, are you fucking crazy? Like not talk about that is a secret. That was a circle of trust that you are like, I would never be like, wow, at dinner after you fuck someone you talk shit. You're like, so I'm calling me a whore nonstop. Like you gotta just, you gotta just keep it, keep it in there. If something makes you uncomfortable, you have to be like, that's not cool. Don't, don't call me your sister.

Speaker 8:          02:04:02       Yeah. What do you do if something like that happens? You pull them aside, like when you're having dinner or do like, oh, can I talk to you for a second? Uh, do you, uh, how do you write that ship?

Speaker 5:          02:04:11       Um, uh, I've just broken up with them. It's work. I had one guy, the sex got too weird in what way? We needed to watch. He like, he needed to watch me watch me

Speaker 8:          02:04:22       porn.

Speaker 5:          02:04:24       And at first it was like, okay, pretty high. It was, it was fun at first and then it was like, that's all he wanted to do. He wanted to catch me watching porn, Ooh and Aah and then have sex while I watched porn and like it was fun. It is kind

Speaker 3:          02:04:38       of hard, but I don't like the catching you. I just want you to, what if it's like creepy porn was poor with girls who tits are just way too big and they stretch out and you see the bag. Every time they went to him with his dad, it was like pretty, pretty normal run of the mill. It's hard doing regular normal porn. Everybody wants to throw up and gagged spitting and assholes. It's hard finding regular porn these days. Oh, it's easy to Harley. I see a lot of gagging because a lot of what? When did that become the fucking normal move and have the girls isn't even on it. They're not even, they can't really close it mouth cause the guy's kind of fucking the back of their throat.

Speaker 3:          02:05:25       Spoiler alert, she's going to get a load on her face. This one, they're all the same. Well sometimes they do what they call cream pies. That's very popular now. What does that, that's like when they showed it inside the pussy orgasms in the girl's pussy and it just works it out. And there's anal cream pies and pies. Yeah there's oral cream pies. Got To be a strong man to date one of those girls. Like I never watched the end of a porn. Yeah I never get to know I need the do you watch porn by yourself or you always would really do watch porn cause you're excited by it cause a lot of girls are not. You are still figuring myself out a little bit. Porn when I was younger I was like I, I was living with a boyfriend and like he would watch porn and I was like see that he had like left on the computer and I would be like that's like cheating on me and I was young and dumb and a and then this poor guy cause now I like love porn.

Speaker 3:          02:06:38       Have you ever thought about doing like the AVN awards? Like hosting that? I was supposed to host this like escort awards this year for like hookers. Yeah guys. But they have an award show was in New York and I supposed to host escorts. I must be gay. Right before they set up. I think they saw my standup and fired me. I don't know what it was. I don't know they but they, uh, they were like, oh, we decided not to have a comic or will, they probably saw it. They probably saw you and thought this bitch is going to talk about those. And then there was 10 minutes in her act. You would for sure though. I would have, I was so excited. The money wasn't a great, I was like, oh, of course I'll do it. I think they tried to insult me with how low the offer was.

Speaker 3:          02:07:24       I was like, nice try. I'm like, I'm going to be there doing it or no, no. They said they didn't want to come back kind of at the last minute. They're probably scared of it's high, but I would have this, is this before or after the roast? After. Oh yeah. Yeah. This is just supposed to be, they probably just didn't sell enough tickets. Awesome. Oh, I doubt it. No doubt. Have annual events freaks and they, they'd probably, someone said, do you realize that you're opening up the gates of hell? Do you realize that by exposing our award show to this comedian who gets to go on national television and talk about us? Yeah, there must be a lot of confidentiality. Was Paul Lynde sort of angry gay guy? Just I um, I don't know. Like I like that whole industry cause I really don't judge us. Mail, hip or industry, just like sex industry and strippers, like a male hooker industries.

Speaker 7:          02:08:10       The dots are dark wing of that world. I wonder what do you remember like when there's a guy who got caught who was a White House press correspondent or White House press reporter who got caught, what you got caught? It turned out that he was running a gay porn site. Uh, gay, uh, excuse me, gay escort site, like military, a game, military escort site. I remember that. His name was, I believe his name is Jeff Gannon. And he would, uh, he would lob these really s like underhand slow pitch statement questions to the president, depression of Bush at the time. Mr. Bush, Mr President, when are the Democrats going to get their head out of that

Speaker 3:          02:08:48       sand? Realize any that like literally he was a reporter and people would go, fuck is Bush wanted him in there every time he would get it was his go to guy of course.

Speaker 7:          02:08:58       And he is, he actually stayed at the White House. This guy had slept over at the White House and he turned out he had some gay military escort website where it was him lying there naked with like a, like a towel over his deck wearing a dog tag.

Speaker 3:          02:09:16       I am, yeah.

Speaker 7:          02:09:18       It's all just about sucking Dick as a soldier and taking in the military. He said depressing and flow. But this guy didn't him and they don't know what the fuck that was all about. Who was, who was the, you know, was it Ken Starr mean? Who Was it? Um, which one of those, those guys? It was the, the gay guy. There was another guy that's the, uh, the guy who was the mastermind for bushes campaign. I, what the fuck is his name? The man behind.

Speaker 3:          02:09:46       I just wanted to j Edgar and that, that gate hot, that movie. It was boom. It was, it was boring. But I liked like, uh, I, I've, I don't get turned on by gay dudes having sex with each other, but I would have liked to have seen them have sex with each other. You would have liked to have seen those guys. I would love to see Leo and an Army Hammer. You serious? Please? I don't care who's bending who over. I'm watching. Are you going to do a town Wednesday? Yeah. Do you want to do the comedy show here at the Ice House? Do I have to drive here again? No, just kidding. Um, yeah. Can I, yeah, sure. Nine o'clock. Okay. Karl Rove. Oh yeah. What was really Super Gay and he, uh, hell no chicks.

Speaker 7:          02:10:26       I'm just making this up by the way. Karl. I could be totally wrong. Please don't send me, Carlos loves this pocket. I don't know who the fuck it was that was gay. Let's just say that. I have no

Speaker 8:          02:10:34       idea. I'm just totally guessing out of my ass. But whoever it was, somebody knew this guy. And somebody got this Guy Gig there and that guy turned out to be a madam and it was deep in the White House in there. And Yeah, I guess people back then just thought, wow, the internet so big, who's going to find this? They didn't understand the search search engines. Yeah. Shit. That'll catch up to you. You're in the White House. I guess they all managing thinking that you just get to pull that off. Like, you know, gay, I score, stay at the White House. No one's going to know how they gonna know. Fuck Dude, I know that guy. Oh Man. I think about the things they pulled off before the Internet. Oh yeah. Oh my. Well they say that Nixon was gay. A guy just wrote a book about Nixon being gay. Every, there's a photo of him with this smaller Hispanic man who was with a small dog, you know, which by the way, you know, you have a small dog, you either bad motherfucker or you might be gay. I mean, back then in those days you do the tiny dog. That's tough too. Maybe. Or maybe you know, maybe he's a bad motherfucker. Like my friend mayhem, his MMA fighter, he's got a a Datsun hotdog, chocolate Dell when he was the UFC light heavyweight champion. He always had this little Chihuahua. He took everywhere, but he was such a bad motherfucker. He could totally pull off. Really? That was also a lot of gay guys walking around with a dog in a purse. I lost mine in a divorce. Oh, I'm sorry. I mean I got mine.

Speaker 3:          02:11:56       I don't like the people in la are like, he's beautiful dogs. You could just see that they're just using them as like an accessory.

Speaker 8:          02:12:02       That dog is supposed to represent them. They liked the way it looks. And a woman with a dog is not alone. She's busy and with my dog. Come on honey. We gotta go. Sorry. You think you were going always. We just fucking be an adult. Real woman with a dog is, is, is two people. It's like she can we it where she can get away. Excuse me, I'm busy. I have to walk my dog got into a relationship with someone. You're like, oh good. She's distracted. But up top. That's got to be tapped into. If like you've used tardies. Boring ass conversation. Yeah. I just want you here. Go play with your dog. Yeah. And then get ready to be alone with the dog. When I come around to slink deck. Did you tell our con no. Has anybody ever said to you be ready when I come home and slink deck? No. That sounds good though. I think I want to say that. Really?

Speaker 3:          02:12:50       No. Nobody right that to me on Twitter. Of course I'm going to get a hundred course sticks.

Speaker 8:          02:12:57       Yeah, it's in, it's inevitable now. Yeah. I'm coming home to slink tech that's coming. That's going to be, that's all. I'm going to be someone's new signature on a message board.

Speaker 3:          02:13:04       That's a cut. That's what happened. So like I'll forget that we said this and then I'll be in Denver and some dude will come up after the show and be like, how about we get, I'll sleep and I'll be like, I'm calling the cops rapist. What? How does that really happens? That seems like it would happen a lot. That happens all the time. Yeah. I mean, how much crazy shit the last time.

Speaker 8:          02:13:23       Crazy people that tweet you after you did the last one.

Speaker 3:          02:13:25       Yeah. Mostly not crazy people. Nice people were really nice. Yeah. That's cool. I'm back. Yeah. I'm, I'm sensitive

Speaker 5:          02:13:32       and I'm back. Uh, yeah. No, like it was nice and people like will come up and they'll say like, oh, I'm a, I'm a fan of Rogan's podcast. And that's how I found you. People like to say how they found you. Yeah. You know? Well, the, the, the like to

Speaker 2:          02:13:45       profess the, he liked that they liked something that they hope you like it

Speaker 5:          02:13:48       to like, yeah. You all know. And A, and I'll go off fucking level when they're right. And then we're all on a party rock. Right? Yeah. You, if somebody likes that, you'll, you know, like that you can kind of connect on other shit.

Speaker 2:          02:13:59       Yeah. Yeah. Y'All, I mean, it's like if someone's a fan of a particular team, you know, you walk up to a guy and he's wearing a Celtics jacket.

Speaker 5:          02:14:05       Yeah. I Love Laurie Burn. I like met fans. I'm like, you're really a person.

Speaker 2:          02:14:09       Do you think you'd, you'd think about dating a professional baseball player or would that be too much pressure?

Speaker 5:          02:14:13       Uh, I don't know. I went out with a couple athletes lately. Yeah. Yeah. It seems like, I don't know. I think they need like a cheerleader and like unbusy oh yeah. I'm very, especially if they're like super driven and concentrating on that goal. I like that, but I don't, I don't want them to need me to be like [inaudible] they're like, we'll come to the game. Yeah. Like 14 colors. Yeah. I made a dress for you. You know, I only win when you wear pink. What did you where Magenta? I'm like, I have a show. I have to do radio. Your shows more important than my game. Yes. Yeah. I don't fucking show up what your game, I don't want to like learn the rules of a new sport. Yeah. Yeah. What if you had a date, a cricket player? Oh my God. Doing out there.

Speaker 5:          02:15:01       It's so funny. So that was talking to a dude. Really. I'm not interested in, I don't want to learn about cricket. Is He English? Australian. Oh, Australia. They play cricket two and then weird an India I think. And that's it. India. I was in Saint Lucia. They were all going fucking crazy. Where exactly is that on the map? Um, it's like gee, it's in like the West indies. It's just wow. It's by how long has that on a plane? It was six from New York. Ooh. Yeah. And then we took a helicopter to our hotel to our couples. Now I can love chamber

Speaker 2:          02:15:32       those, that area. Like if you go down like The Bahamas, Jamaica, yeah, he'd go like, and the Atlantic, South Atlantic. You got to worry about storms.

Speaker 5:          02:15:42       Yeah. Not this was not the season, but there's like five months where if you go there you're just like, I hope, I don't know,

Speaker 2:          02:15:48       five months where there's a lot of tourists that go there because it's less money and you take some wild chances.

Speaker 5:          02:15:53       They're so aggressive though because like the tourist only come for a couple months. So every, we did a ton of shit. We like hiked this crazy mountain and we would go to like these bags. We did all this stuff and every time you leave the hotel, they're like, just trying to sell you a fucking necklace. And you're like, no, but they need to come at you that hard. Cause that's all they got. Yeah. It's all they have and the guy's a hit on you. They're like, that's a whole other ballgame. They're so aggressive and they're hoping that you either have like white guilt or that you're scared of black people. And I've, I'm neither. So I was just like, like what do they do? They just come at you and like, yeah, like they just dance. Like they're going to be mad at you

Speaker 3:          02:16:30       if you don't give me an example. Like what's the accent? Like? Oh, like I can't, I have no idea. I can't. Oh, your dialect coach keeps chiming in with flawless intonation cartoons. I feel like you were made by a computer dom. My rera couldn't figure him out. Where'd you get him? Where'd you get this gun? Has all the people in the world? Well, we're just talking about islanders. Really sweet people. Then what is the accent? It's like a Jamaican type thing. So gimme like black guy comes up to what's, what's going on? How's he doing?

Speaker 3:          02:17:15       I don't know. I'm sorry. I'm so not giving him. He's like ready to play. Would you like to buy some weed? Brian? Brian is, what do we do it like what do we do right here, man on an island. Good Dick Right here. That's good. Is that what it is to grab their dicks so they dance in front of you. Grabbing like Michael Jackson style. Nothing. How often does this take place during your travels then? We left the hotel really, but there were some people, there were Great Dick Grammars carnival cruises also because I would imagine that would be the same sandals. All couples. Those are what did you see any families? Their kids a lot. How old can the kid be? Can it be 18 no children, but then they can drink down there. If it's 18 they have crazy drinking loss, bring it on the street like New Orleans. New Orleans is amazing like that. And then there's one place in America that I say you should have, you should have to have a passport to go to New Orleans. This just not America. People walking on the street with beers in their hands right by cops and the cops are talking to them and everybody's, everybody's friendly. Such a good vibe. [inaudible]

Speaker 3:          02:19:03       special in New Orleans, but I can time it right, like timing sucked. But that, that place is amazing. Friendly and fun. And I did a show there. I did the House of Blues. There was one of my favorite all time. Yeah, we went to and then we watched some burlesque. What a, what a hustle that is. What a nonsense hustle. Those burlesque shows are. Well one of them of them, it was

Speaker 7:          02:19:28       really weird. Like there was a guy like a carnival barker dude comes on, he's got a big handlebar mustache and he's dressed kind of crazy. Like he's from another time, there was a couple people that actually had a pretty dope act and one of them, there was a guy and a girl and they had like little Hula hoops and um, the, the guy would, uh, throw the girl up in the end, she would land on her shoulders that she would have. It was, it was really a great act. And they were like Hula Hoop and together while the girl was on top and the guy was like holding her up with his hands. It, they knew what the fuck they would do and they had planned it out. Yeah. And then the next one was literally an overweight woman who dances and the guy introduces her saying that beautiful things come at all, literally said this.

Speaker 7:          02:20:08       She like really David. And she wasn't obese. It wasn't like disgusting where he had a warrant. Ours is not hiring her. Yeah, no scores is not hiring. Right. And so she gets up there and she's got this bright smile on her face and it's like, it's like this weird thing that everyone's dressed from like a period piece, but essentially all she did was stand there and dance. So it was the emperor's new clothes. She took a little bit of the clothes off at the end. She was kind of in like sort of a bikini type of thing and then she got off and everybody clapped and I'm like, fuck, really? I'm like, what is going on? Why are we pretending like that was exciting, real weird. And we were complaining, I'm sorry. We were complaining about and the people around us are getting upset. We had to leave.

Speaker 7:          02:20:46       Oh really? Everybody else's lives are complaining and you were like, there's a man behind that curtain. He's pulling the levers. We can see it from here. Exactly. This is not real. I'm glad you said something while we were just like, what is this? Yeah, like it just, you just like truth. You're just like, can we not pretend like that was something that should happen again? Well, it was a two. It was two, two comics in me. It was me, Dunkin and Felicia Michaels. Yeah. And uh, Jeff, who was our driver in New Orleans, who's cool as fuck too. Yeah. And we'll, we're all, you know, we're all looking at this going, what the fuck are we watching? What is this? Oh, this is nonsense. But that second place, the food, Oh yes.

Speaker 5:          02:21:21       Food anywhere. Did your, I went to Amsterdam and we went to a sex show. Oh shoot. Did you see though, have you seen those top notes on what you saw? It will, they were really depressing. It was like totally clinical. Um, so be like, there was a DJ and then like a bed would be wheeled out on stage. It would be like this French guy. And he's like, Zec is, uh, um, Michelle and her lover Mat and then a, and they kind of like both come out in the bed and then they're like, they wave and then they like start like, um, like a second of kind of like foreplay that's choreographed. And then they start fucking like, he starts fucking her. And the bed's rotating and it's to music and he's banging her to the beat. And then, uh, and then after like three minutes, they're like, thank you.

Speaker 5:          02:22:04       And um, and then they turned to the crowd and they wave and the curtain closes and the bag goes. And then this girl would come out in between. I'm in between people having sex and like kind of like a burlesque, like type strep or she's Kinda hot, like high school friend hot. And she didn't really know what she was doing. She, she danced like she was for like the palm squad, so she'd be in like a bra and underwear and she would just be like, like just kind of dancing around. And it was interesting. It was like kind of interesting to watch, but it just, nothing was sexy about the whole experience. And then somebody in a gorilla suit comes out, um, with a fake dick and s word sit on the crowd. That was a whole show that was all show. But there was a couple of home visits.

Speaker 5:          02:22:52       Like what was the time? Uh, I think it was like an hour. So the other stuff was just like filler. Yeah. Filler between people having sex. Wow. But the DJ was pretty funny. Like they were funny with each other and they were like, thank you. Oh, she's back from her tour of the, you know, it was just, it was all kind of like ironic, but there was not a second of anything sensual or exciting. Wow. I think, I wonder if they do that on purpose. Like nobody, there would've been no one was taking their dick out. I think it was just like,

Speaker 7:          02:23:22       maybe that's probably exactly what they're doing. Yeah. They had a show at the Riviera. They should do call crazy girl.

Speaker 5:          02:23:27       But still there. Is it still there? Yeah. Oh my God. That, who's who's hosting it now? I don't know. Let me see. There we have is so funny. We were just, um, I don't stay there. Um, but we were just in a record store before I start puking my guts out listening to old comedy albums and Totie fields had one and it starts, it's like live from the Riviera. I mean, Jackie were so psyched. And Woody Allen, ed one, like there's a lot of history at that, at that place, but yet crazy girls is up and running.

Speaker 7:          02:23:56       Dean Martin was a host of front. Wow. Frank Sinatra and Dean Martin used to do shows.

Speaker 5:          02:24:00       Oh, okay. Yeah. Stayed in Frank Sinatra. Sweet once at Harris, my friend Steve Sherpa. Oh, Steve Shrimp. I used to run the know used to be the booker. Yeah. He uh, yeah. It's such a, it's like such a horrible old Vegas showroom. Yeah. Steve Sherpas. Yeah.

Speaker 7:          02:24:16       Great Story. I mean, he was a guy who was, uh, the talent coordinator at the Riviera and then all of sudden he got on soprano's. Yeah. And then it turns into a real career as an actor writing books and shirts. Nuts. Yeah. I don't, it doesn't see, it doesn't say here who the host is crazy girls.

Speaker 5:          02:24:31       It's, they're not advertising who the host is at the hotel. Oh, really? It's just like crazy girls

Speaker 7:          02:24:36       used to be,

Speaker 5:          02:24:38       but what do they do? I've never, I haven't gone in,

Speaker 7:          02:24:41       uh, well it's like girls, they sing songs and then they pulled her tits out. Oh. And some of them actually have, uh, they actually have pretty good sense. Okay. Well they're good tests, but some of them actually have talent. And A, I watched it once and it was, it was kind of sad because this girl was singing like, um, a Whitney Houston song. It was like the greatest love of all or something like that right after when you died? No, as long time ago. Uh, for the moment. Sure.

Speaker 5:          02:25:09       Psychic. She woke up in the middle of the night. He'll set up in bed nailing and murdered Whitney. Oh,

Speaker 7:          02:25:17       that was a cover by the way. We did a cover, I might not even been that song, but whatever song it was, should we, this song, very soulful

Speaker 2:          02:25:24       song. And she has her tits out and I'm like, wow, that's gotta be kind of demeaning in a way. It's like really weird. It's like she's singing at the top of her. I mean, she's singing the best of her abilities. She's actually a talented singer, but her tits are out and she's got like a sort of like a mini skirt dress on and her tits are out and you can tell that she wants to be taken seriously as a singer. But she's saying let her tits out. Okay.

