Speaker 1:          00:00:00       Oh No, no, here we go. Good. Here we go. Three
Speaker 4:          02:02:15       And there's that thing for a cooking shows like that. It's regulated by the Gaming Commission, so they have to keep the camera rolling and they're not allowed to touch the dishes because they are the object of the competition. So you take your break, you go to the green room, your way, they're cleaning up the kitchen now. The food sits on the past there like for two hours and you come back, you sit at a table and there's like rare ostrich vendor line that's been sitting for two hours. Then they just post cook. Yeah. Yeah. And you have to judge like, wait a minute, you, you're judging food that was cooked two hours ago. TV. That's so fucking. And I felt like, again that's insulting for, for guys like, you know. But the thing is like if I felt so bad because there's people who put a job on hold, they left their kids at home.

Speaker 4:          02:03:05       They made it. I'm in the casting. I was selected to be part of the kitchen and then we say something in that regard. It's good. I hate us right now, right? No, the show's great. But I felt like I felt sad. But that's all that to say that whenever we came we stayed by the airport. You know, we, we stayed at a. just so you can get into their quick frozen. Margarita is at the hotel bar. 11 o'clock. We're into a whirlpool at the radisson. Radison Ortho. So sad. Having cocktails and encounters, that hotel life can be fucking sad, man. I know. I get it. It's like. And now we're like completely not drinking. They got us a room and we're staying at the chateau and I never did. I never thought it stay there. I would really love to get drunk at the Chateau Marmont you did once, but not this time.

Speaker 4:          02:03:54       But yeah, that's like a spot, you know, I've been here forever. I've never even gone in that building. It's beautiful. Maybe it did once. I might have. I think it was there once for like a TV thing that I had to do, like a one of those party things in like the nineties. I think I went once. It's funny because there's like really like, you know, like be list Hollywood stars, like hanging out at the pool, drinking champagne cocktails, trying to be cool smoking blunts and try to pick up girls. Tony used to stay. He said get a villa there. When he was writing, he used to stay there. He told me he loved it. He just loved everything about the feel of it. The whole, the dirtiness of the Raleigh hotel with him in Miami. He loved that place too. Dirty spots. Other Raleigh was fun. That that's how Tony was, you know, he's like

Speaker 5:          02:04:38       guys, I like old food like you do. What if we do a dinner based on like a old transatlantic ship, like boats, like dining room. So we get repaired, repair, Daniele Ballou bunch of guys. He's like, Ah, put you up at the Raleigh. We're just gonna do that one dinner, but we're just gonna hang out for a week after you. And we're in the pool and the pool everyday making cigarettes. Ottavia was like there with a kid and a rash guard all the time. We went through a Cyborg, Roberto Abreu. We went to school there and I was just like, starting in killer sister. How long have you been doing Jujitsu now? I did it for a year. Solid and I stopped because a, at a back surgery. Oh, disks? Yeah. Yeah. What, what's uh, what's going on? It's totally fixed, but I keep a towel. So, surgery, what did you have wrong? Uh, it was um, uh, stenos shortening of the disc. Yeah. And then compression and then they, they went in and chip some parts out. [inaudible]

Speaker 5:          02:05:41       in retrospect. And I spoke to some rheumatologists and it's interesting you're talking about like, um, Jordan Peterson because the auto immune thing can be everywhere, right? And now the doctor says like maybe Celiac caused the inflammation and so many places, that's what I would say and all that, like maybe the drinking to the inclination towards abuse, you know, this inclination towards depression, this back problem, this, it's all related to that. And again, the proof is in the pudding. I don't eat bread, I don't eat sweets very little. I mostly meet and I feel 100 times better. I don't give a fuck if fits in my head for sober now. Four months, five months. Well, so it works. I don't think that it's in your head, but it's definitely been proven that all those foods cause inflammation. But I do think that Jujitsu in particular is ruthless on your back because of the torsions.

Speaker 5:          02:06:40       Well, it's just, you know, big people on top of you. You're yanking them around, you're moving it back. And very and very few people strengthen their back. That's a, that's a big issue. And after we're done here, I'm going to take you into my gym and I'm going to show you some machines that I bought specifically to strengthen my back. I've had some disc issues too, and the doctors are pretty adamant about putting me under the knife. And, uh, I, I just didn't like the idea of it. I've had many surgeries. I've had both my knees reconstructed. I know when you need surgery, when you don't. And the more I looked into it, the more I realize that there's doctors that they have a hammer. So everything's a nail that's a nail. Let me just fucking whack that thing. They're not like, oh, you're going to have to change your diet. You're going to have to lose some weight. You're going to have to strengthen those muscles around your back. And if you do do that, I find that the results are superior in many cases. It's a combination like yoga works wonderfully for testing.

Speaker 2:          02:07:36       Yoga. Decompression of the spine is, is critical because you're always compressing. You always like, well, these chairs, we're sitting in these chairs from a company called fully and they're called capisce co's. And these are Ergonomic chairs, you know, as we've been sitting in this place, it's two and a half hours in the podcast. Now we don't, our backs aren't hurting. They feel good too. They're comfortable as like. So I knew there was a solution how to find the solution. Luckily this, this company contacted me and sent us these chairs. This is what we needed. I try to fucking shitload of chairs before that. But it was the same thing with the exercises. I knew there was a solution. I had to figure out what it was. I tried decompression. I tried a bunch of different forms of decompression. I figured out the best ones, you know, I have those, um, those things are the way you hang by your ankle.

Speaker 2:          02:08:24       What the fuck is the name of that company? Hooks known the upside down thing. God Damn it. They're a sponsor of the podcast. Sex swings. Teeter totter. Teeter makes those like, just relaxing in those. We have one back there. You clamp your ankles in, just collect that back. Just stretch out again. And then there's a bunch of different exercise that I do with yoga this stretcher back out as well. We're in a constant state of compression, right? Constant gravity, constant pushing you down. And a guy like me, I'm always lifting weights to some. You've got these heavy is pushing up and got up, got to spend as much time. But we'll lengthening as you do pushing down. And you also have to stretch everything out because the more your hamstrings are tight, it's going to pull down on your back. A lot of people that have back pains, it's a connected feet. Dangling tight hamstrings. Yeah.

Speaker 4:          02:09:14       I have a theory through the. Like a lot of things starts in school, you know, because you look at kids. I have two boys and one daughter, you know Henry, Ivan and Eleanor and they five, seven, nine. They can do monkey bars, pull ups, muscle ups, you know like they do judo, they play hockey. They're very active. But school, the way that physically a classroom is designed is wrong. It's like putting them in a cast for the next 15 years and then they're going to come out of high school. Like I was unable to climb a rope. I'm able to do monkey bars, unable to do anything right. And then they're going to go through more school and sit down for more times, you know, so they don't get enough physical activity and not even close. No, not even the education towards it. Not even the education nutricia yeah. And they get graded and evaluated on how well they listened in gym class, which is completely insane.

Speaker 2:          02:10:07       Yeah, it really is. I mean it was just making them sit down for all that time during the day. We're just preparing them for some job that's going to be a natural in the first place.

Speaker 4:          02:10:16       Good little taxpayers and look, look at it too. That's a model of school that was based on like religious schools, you know, and, and like old Catholic schools, let's say in Quebec. How did you keep them from being distracted? You know, the ruler, the fingers. You go to the corner of the leather strap now we haven't changed the classroom, the schedule and the curriculum barely, but there's no more straps, so like, okay, we haven't changed anything. Like it's normal that it particularly little boys don't listen in school that well. We have to find a way. We have to redesign school from like the schedule, the design of the classroom, the hallways, the introduction, you know, like we have to bring restaurants back into school cafeteria and all that. No, it like cafeteria is and I don't know if it's you the talk with Jeff Bridges about that because he's in the school lunches thing and the problem with school lunches is that if you subsidize half the kids then you have a kid with like a badge here that says like poor, you know? So the only way to do that then I know some people are a bit anti socialist, but you have to feed all the kids. Right? It's crucial.

Speaker 2:          02:11:28       I mean the idea that that's a problem. I mean Jesus Christ, we're talking about food and also the sense of community that's established when everybody eats together. You're gonna, you're gonna, you're gonna create this rift between students where you establish that one student is poor than the other ones just going to fuck them up already, you know it's going to already make them insecure

Speaker 4:          02:11:48       unless you have the labor force with the kids, like not to say that we're gonna make the kids work, but it's to be a learning experience and people can take their turns. Preparing family meals inside of the school system is a valuable tool

Speaker 2:          02:12:01       tool and if it was done and handled with respect and appreciation, if they have classes perhaps that showed how important food is, I mean maybe even show an episode of no reservations or you know, or parts unknown and show how people can appreciate food and what food really is and how great it would be. I mean, and also it would open their eyes to the possibility of food as a career of, you know, of getting into the same position that you guys are in. I mean, this is something that's never discussed. Mean. When was the last time a kid was encouraged to become a chef. You know, is a standup comedian, you know, you never get encouraged to stand up comedian, they just call you a fuck up and try to put you on drugs.

Speaker 4:          02:12:41       It never comes out when they do a survey and you know, 90 percent of our labor force inside the restaurants is you could anybody who cooks inside the restaurants is someone who didn't work inside the traditional school system. You know, we, we employ a dropouts. Yeah. Yeah. But brilliant. You know, we've, there's brilliant people on the team. They just, the school system did not work for them.

Speaker 2:          02:13:06       Well that's the same thing with both of my jobs, whether it's the UFC or whether it's standup comedy. Everyone that I'm close with is a fuck up in the traditional sense like we didn't. None of us fit in. It's very few people that get into standup comedy that were thriving and some other career. Most of us were extremely frustrated with traditional environments and most of us didn't do well in school because we felt and just couldn't wait to get nightmares about going back to school. Do you have add as a child? I'm sure I got it all, whatever the fuck it is, whatever it is that gives you energy that makes you better at stuff, and I got that. They'll call it a bad thing and say like, you can't concentrate while I'm fucking bored. Give them knocking, treated me something that I can concentrate on, give me something that I actually enjoy.

Speaker 2:          02:13:54       I got a lot of energy. It's not that there's something wrong with me and said, I have no interest and what they're selling and it's being sold by some underpaid under motivated person who really is just following some sort of a curriculum and they have to do that because they want to keep their job. This is what kids are being subjected to all across the world in the most fertile time of their life in terms of their imagination, their creativity and their free time. Frontal cortex is a sponge. They're ready to take everything and no one would ever say to some kid who's cracking jokes in class and running around being a fool. No one would ever say, hey, you ever thought about being a comedian? Like, no one says that. Just never comes up, but meanwhile everybody loves comedians. People love to go see comedy, but nobody ever says to some fuck up kid, hey man, you might be a comic. You know, it just doesn't. Doesn't come up.

Speaker 4:          02:14:51       They will do the test and like David was supposed to be a travel agent was I was supposed to be a golf pro in Canada. You're supposed to be a golf pro at a coffee. No, and then according to the questionnaire, and one of my friend who flies planes was supposed think to be a folly. Artists make sounds of horses with coconuts and movies like, yeah, yeah. That's fine. That's what they told them. After the questionnaire, what the fuck kind of questionnaire do you guys have in Canada?

Speaker 3:          02:15:17       The success of restaurant though you have to think though, is due to a lot of very sad people that have gone through the academic process. I have a disproportion amount of lawyers and professionals and people who wear suits that love to come to the restaurant and drink wine and let the dog stopped barking inside their heads because they're really fucking miserable. You know, when you spent your whole day in the 72nd floor of the IBM tower downtown in your cubicle, punching data into graphs and taking a licking from your boss, who's also a suit, just a constant. You can't wait to get to Joe beef and, you know, relax or like the Michael Douglas movie there. Enough. Oh, what was that called?

Speaker 4:          02:16:09       Falling down. Falling down. Yeah. Yeah. Enough with his, with Jello.

Speaker 2:          02:16:15       What is enough? What does she do?

Speaker 4:          02:16:17       Gigli me. No, no, no, no, no, no, no enough. Is the movie with Delaware where she, uh, she avengers, some ex boyfriend that traumatizes her intubated is. It's great. I love movies. Okay. There's something about airplanes. I don't know if the, the added the altitude and the that like stupid movies are great and you're in the sky and nothing covered. He's quite the movie buff. He loves Notting Hill. He was like, that's a beautiful movie. I was like, I don't even know what that's about. What's not in Hilbert? That's the movie with Hugh Grant. Oh, Christ. I can't remember what it's about. You know what I loved? I loved the night that the rocksbury started drinking again, man.

Speaker 4:          02:16:59       Julian Robertson, Hugh Grant. We were just, you know, the shadow is right by the Roxbury. It was. I couldn't wait to just get out of the car, go walk there, take a picture of it, and just like try to show like I sent the picture to everyone. Nobody reacted, dude. It's the Rocksbury you see you saw that movie night at the Roxbury? Yeah. Yeah. I saw the movie and for me to travel there is like, you liked that? You like that movie? I loved it. Really? Yeah. Hm. Yeah. Hmm. Interesting. Same reaction. What else is your favorite movie alone in the Wilderness? Dick Panicky lives. Great. You saw that movie, the guy that whittles a hinges for his house in Alaska show. That's a must view. Oh, is it really just like once a year you watch really alone in the wilderness. Dick Prentky. Can you bring that up on the thing? What is that? The guy runs away like, no, no, no, no, no. I'll ask you a guy who just moves and lives in the woods for the rest of his life. The French love Jerry Lewis. Now they plan on their mock pbs as a fundraiser every year. Wow. Why is this guy put his ipod and films himself and he. He carves everything you need hunts every year.

Speaker 2:          02:18:15       Oh, okay. Okay. Okay. I have, I did not know this guy's name, so I thought you were talking about a move. This is like a documentary

Speaker 4:          02:18:22       self made, so he literally gets dropped off there with an ax and then he builds a house and then he kills a goat and then, you know.

Speaker 2:          02:18:28       Yeah, I do remember this guy in interviews that I, I think I probably saw on youtube, but yeah, he builds his own house and log cabins and shit. Yeah. Yeah. This guy. Yeah. Oh, that's such a beautiful. Did you guys ever see that vice piece about the guy who lives in the Arctic Hind Mo Heimos Arctic adventure? No, fucking amazing man. It's a vice guide to travel piece where this guy got a very small cabin in the Arctic in the 19 seventies and he's been there since the only thing he's ever seen from nine slash 11 and some photographs. He had no idea what's happening when it happened. Um, he is, he still loved Michael Jackson, I don't know, but this is it. This, this guy lives alone in Alaska with his wife in the Arctic national refuge and uh, you have to get in with a float plane and he just hunted Caribou and he lives with his family.

Speaker 2:          02:19:27       Wife is into it and they have children together and children leave and eventually went on to college. I mean, it's fucking crazy. One of their kids was two years old, died in a canoe accident. The canoe fell over and the kid fell into the river and they revisit the spot at the time of her birthday. And it's really intense. But this guy really believes that people are there. They're happier and healthier when they live a hunter gatherer lifestyle and choleric restriction. All he does is eat Caribou. I mean, the guy is out there, uh, eating Caribou and during the time where they're filming this, his cabin and is caribou stash, gets attacked by a grizzly bear and he shoots the grizzly bear on film. He chases it down to the night and blasts it. One of the grizzly bears and eaten one of his dogs. I mean, this is motherfuckers out there living, but he was like, he's a very smart guy.

Speaker 2:          02:20:27       He's not what you would think when you think of someone like this, you think of someone who has some weird kind of inbred halfwit who's living up there. I know he's very intelligent, very introvert. Maybe, maybe introverted for sure, but it doesn't seem to have a hard time talking to people. So I don't know if he's introverted, but I mean he, he's definitely restricted his, his access to dialogue. I mean, he's out there alone in the forest by himself, but he makes a very compelling point that there's a natural feeling that he gets from doing this where everything falls into place. He's constantly getting exercise because he's hiking and chasing after these Caribou, but that there's natural human reward systems that are in place in his DNA for hunting and gathering and cooking this food over an open fire and the way he lives. He just, he just thinks it's the way people really are designed to live.

Speaker 2:          02:21:17       We're absolutely not meant to live, piled on top of each other within, you know, 10 million of us in a square mile and the island of Manhattan, you know? Absolutely. Do you remember when there was the floods in Manhattan? Yes. All the money in the world couldn't get you out. Right? You have to walk across the Brooklyn Bridge to leave Manhattan with everybody else. Yeah. You know? Yeah. And there was a real worry because of climate change that was going to be happening every year. Now. People were like, is this the new normal? I remember Shane Smith at some piece of the walkout. Yeah. Yeah. Shane had to walk out and. But he had some piece on vice where they were detailing the inside of his, uh, apartment building. Like the fucking thing was completely flooded like six feet high and water, you know, and people were worried, worried like this is going to be what's happening on a regular basis. Now this climate change thing has changed. I have a heightened sense of, uh, you know, since I have three kids, I, it's something that I think about. It's something that I have ready. You know, I bought a generator. I have, I checked the batteries are rechargeable batteries for all of the that I have. I

Speaker 3:          02:22:26       own solar panels, I own the Duffel bag full of everything that I need to throw in the back of my pickup truck, grabbed my kids and I know which way to drive away from the city to go to the cabin. It's something I've planned just because I'm the ward of these small humans whom I love.

Speaker 4:          02:22:44       Yeah. You know, it's funny you talked about like restriction again and the thing just I'm thinking of preparing, you know, and the most common thing that people prepare his food and prepare cans and cans and cans of food, but still they eat so much of that food that the best way to prepare, the best way to prepare would be to start to eat less and learn how to live at 1700 calories, you know, and learn how to live with the people around you because if you're going to spend like two months in the bunker or in a bug out location or whatever, you're not some asshole to your kids and your friends and family and people with you.

Speaker 2:          02:23:28       One of the things that happens to people, this is really fascinating when, when disasters do strike, because everyone gets a lot friendlier. You know, and this is one thing that I've experienced myself this week because uh, when we got evacuated, it was 2:30 in the morning on Thursday and there was fire a rock's throw from my house. And I'm not talking a little bit of fire. I'm talking to hundreds of acres of fire. I mean it was just roaring over. We started to see houses started seeing the gas lines explode. Houses burst into flames and it was right down the street. So we're seeing this and you know, we're, we're, we're, we got outside, we're in the driveway. The neighbors come over, everyone's talking, what are you going to do? I go, we're getting the fuck out of here. And he's like, have they given the evacuation orders?

Speaker 2:          02:24:11       I said, no, we haven't, but I go, it's right there, man. I go, we gotta go. I go, if it, if we're wrong and we come back in, the house is still here. That's okay, but you want to get out of these things quickly because they can turn south quickly. But there was this sense of comradery and community that that happens and then quite a few of us all went to the same hotel, including my friend Tom Segura and his wife and his family went to this hotel too with some of my friends from this neighborhood who were all there huddled in together and. But there was, there wasn't. People were a little extra friendly. There was a. This is like a. There was the same kind of feeling after nine slash 11 when I was in New York City. There was people are little bit more friendly.

Speaker 3:          02:24:50       We felt that during the ice storm back in the day, people were like I saying the street that we live on, and then they go, well, who's got a wood burning stove? And they go, oh, Roger does come over and then people would go to Roger's house and all of a sudden all these neighbors that just wave at each other, we're all at Roger's house by the wood burning stove, going back to the houses to get blankets, planning, sleeping arrangements, planning food arrangements, and assessing each other, giving each other their personal space and learning how to speak to each other and a respect of mattered that we might have to do this for several days and through the through tragedy, a sense of community was built somewhat or reinforced for a brief moment in time which made going back to our regular lives on that street better. Yeah. You know? Yeah. Yeah.

Speaker 2:          02:25:46       If you ever read, uh, Sebastian younger's tribe, no, it's a great book, and he kind of talks about that, about how in part situations of extreme stress and when people are really pushed, those people bond together and they find that these are the happiest times of their life. People that even go to war, they find that they missed the comradery of the bunker. They admit the miss, the camaraderie of being in the trenches. They missed the camaraderie of being together, huddled up, not knowing what's going to happen in the future, but counting and dependent upon each other for their very live.

Speaker 3:          02:26:20       So that's a thing that happens in very, very, very busy kitchens. Yeah. Uh, you know, a bunch of no education guys out of cooking school, working a, a difficult restaurant line, you know, we're working six guys, six, four burner stove every night. A difficult menu with a difficult chef and a very busy restaurant. Those, those, those hours, you know, from 6:00 PM till 10:00 PM at night, like it's intimate. It's intimate. Like, you know, like you're bending over to get into the stove to get a chicken out. I'm grabbing something out of the fridge. My nose is in your, but your nose is in my, but uh, you know, uh, I, I need your knife. You need my knife. Uh, it's very, very, very close. Quarter is often like some of my strongest relationships. Some of his strongest relationships are, you know, the bond that I built with guys that I've cooked on lines, whether in Europe or here are unbreakable. You know, these guys got your back. Tony talked a lot about that, you know?

Speaker 2:          02:27:26       Yeah. I think people are better off when they're struggling. I really do. I mean, I think they're better off when they're, they're, they're, you know, when life creates challenges and there's, there's things to overcome and there's difficulties to get through and there's real pressure involved in these. And there's physical activity involved in these pressure.

Speaker 3:          02:27:48       Something growing on the Galley, the century and in the cat of nine tails looming over.

Speaker 2:          02:27:52       Were you, well all the years you guys had been in business, now what, what do you look forward to now? Like what, what keeps you going? Now you have this established restaurant, this amazing menu, and you know, you have fans of your restaurant like myself. What, what keeps you going?

Speaker 3:          02:28:08       Tiny restaurant where David and I cook, you know, like, uh, you saw the movie, the French connection? Yes. You see when Lachman's on the other side of the road, it's like freezing in New York. He's in the Deli with a piece of pizza and a shitty coffee. His little leather shoes on the icy pavement and then the French gangsters or in the Bistro in the eating like snails and eclairs and like all the food that comes into the little crock pots on the cart at the table. If we could open a place like that for like 16 customers that we have the key only we decide to open whenever we want and we don't lose money. That's all I, I like. I want to build with Fred, a tiny little French restaurant that we do what we want. 16 seats an art project or I can take it four or eight or close it or just a toy to just practice this skill that we've learned all of these years to do this very, very weird old for gotten food that's not cool, but that I adore.

Speaker 3:          02:29:12       You know what, what are you like? What is in the back of your head that you don't bring to Joe Beef? Oh, you know, one that everybody would know. But to do a proper lamb. Wellington served for two people and a little trolley distill, bring out the 12 cheeses on the little trolley to have a trolley just of dst crave to do crepes. Tableside to do a duck lumbago to with orange sauce. Tableside for two. You so it Tony. We went to the [inaudible] place in Quebec City and the first show in the first parts unknown and it was wonderful, like little land goose flung Baden. Like there were skills like we want to be able to like just this morning we'll do Tartara and will be mixed table side and that's it. Or Dover souls are really practice hospitality at the level that it used to be back in the day to bring out the very old porcelain, very beautiful silver, not ostentatious way, just almost in like a kitschy roadmap at a kitschy, romantic, kind of nostalgic, nostalgic sense.

Speaker 3:          02:30:18       What, you know, to build a restaurant from the twenties, you know, do that food. Hadn't written menu flowers on it, you know, like, yeah, the appreciation that you guys have for it is very contagious. It really is. Dining is great. Like, you know, candle it dining, you know, it's odd, you know, heavy velvet woodwork, silver trays, copper, uh, just having way ask who's the other big guy with a orson welles ever see those morrison? Well, interviews at the hotel, Pierre in Paris. Those are just brilliant. Like you want to just eat yourself to death at hotel Pierre and how, what he did. Yeah, exactly. It's the only way we could build a time travel machine. Right? Like you read about it. It's fun when you go to museum, when they see you, you see like silverware for sunken ship. Yeah. That's nice. But we'll never traveled back in time, nor do I want to get polio, you know, there's great, great benefits to living now.

Speaker 3:          02:31:25       And then now in here, you know, the art of it. Yeah. And, and the beauty of it, it's like we've grown up watching like this old house, Victory Gardens, all those shows on pbs. We're huge fans. And the beauty of this is we can build a restaurant like that, but our hands. So we, it's just a matter of is it this year? Is it next year? You know what, we were doing it now, by the way. Yeah. Are you? Yeah, we bought it. I bought a farm and he's going to read. I bought a farm I bought, but Fred a farm for me is what the gag is. Where are you guys? Gonna do it. I think down in St Dharma that I bought a little farm right on the Vermont border, but there's a summer kitchen part as beautiful a brick, a wood burning oven situation and a big window.

Speaker 3:          02:32:17       Uh, an old factory rod iron window. Or the room is just begging to have like three tables of four or three tables of four and a little stove and the zinc bar. And uh, I don't know. He's been cracking out. He's talking about going down there in January and starting to build it. This is the polar opposite of the theme restaurant in Vegas. T gif. Not just that, but like the, the celebrity chef as you're going down the escalator at the airport, there's a giant billboard of this latest. Did you ever hear this story about the Fertitta brothers would know. So they, they called Fred one day and they said, we're coming to Montreal. Uh, we'd love to meet you guys ever like, yeah, okay. I'm really what's going on. You know, we're not open for this. Last year, last year after they sold, I think they bought the poems.

Speaker 3:          02:33:07       They have cash the whole. And they're great guys. I love those guys. It's fast. Okay, wonderful. You get ahold of you. So they got to fly into privately to the, to the airport. Montreal. Three escalades roll into Joe beef at noon on a Tuesday. Uh, all the boys get out a plus help and you know, the crew over that surrounds them since. Yeah, we make a table of 10. We all sit down. Lorenzo starts off first, I'd like to let you guys know that Joe beef is my favorite restaurant and I'm like, what, you know this dump your Lorenzo Fertitta all over the world live in Las Vegas. Everything is at your Beck and call like you live in the, you know, so that was flattering, you know, and we prepared a little dinner for them, a little lunch and do we talk. Then they pitched us to take over one of the rooms and the palms upstairs and uh, of course I always flattering we had a wonderful meeting but we knew right away as we were having the meeting and that was not for us and it was never going to happen. We have young children and we're in a bad place to at the time was tough in our life, you know, still

Speaker 5:          02:34:18       drinking. Still not. Yeah, it was pretty dark, but it was nice and flattering and I think fred moved them onto mark Vacherie who eventually did the project from Philadelphia and in retrospect, uh, yeah, I was nice flattering, but we wouldn't do that. Yeah, there's no way we couldn't do joe beef anywhere else. People don't eat. The dining public doesn't exist unless, unless it's on my street. So Montreal is just such a different place. The idea is like when before they offered any a room there, I said, is there like a decommission laundromat in the back? That's where employees only that reset all the wrong things mad at 800 square feet that we can make a five table French restaurant. They're pitching us the top floor of the palms and we're asking for the door next to the garbage container in the alley with no windows and they were looking at us like we're insane table for trust rather than his brother and his brother was looking at Lorenzo like, fuck, we sent them some books.

Speaker 5:          02:35:22       Now I'm sure they're happy. He's such a funny, funny way of responding to that. We want to give you the top four, the palms in Vegas. Do you have for fucking 800 hundred square foot room and the back alley that nobody could access? I wouldn't make it so expensive that basketball players think it's too much money. Well, that would be a very interesting spot and I'm sure it would if, if you did create something like that or someone did an unbelievably exclusive spot that literally has 20 seats available in a night and they only open for one sitting right there and we want to build the. What's the, the movie the Roxbury. We want to build the French connection. That restaurant all the other one with j dot lo. What's that one? Gigli. Ishtar made major Manhattan. Yeah, I mean I guarantee if someone did do something like that, particularly because of Vegas, it's all about who you know and who you.

Speaker 5:          02:36:21       I mean, if you can get in, you know, you can get into Joe Lamb. Oh, it's Joe Lammas in Vegas. It's right behind the garbage container. The leaky one. Next to the grease trap. Yeah. Girls and they're Jimmy Choo's have to step through these puddles of greys. Louboutin on their way to the back. Then it would, ironically enough, it would be probably the hot spot in Vegas. I know Joel, what? Lorenzo didn't get it probably wouldn't be very profitable though. I mean obviously. Well when they took over the palms, I was excited. I know that nine steakhouse there was excellent. I haven't been there in years, but I used to be a great place, but mark was there. Mark Veggies, an excellent cook. He's really involved in like solid charity things. I think he's also brown or black belt in Jujitsu. Really? Yeah. Yeah, yeah, yeah. He's a veteran guy. Resourceful dude. Wow. So did he. So he is the restaurant

Speaker 3:          02:37:15       open A. I think this week it was a swing or. Yeah. Oh Wow. That's fantastic. That's awesome. Wow. And his food is delicious. Try it out. Yeah. Yeah. Batteries in Philadelphia as an institution. We opened like a. There was one thing when, when we. What was this? What was the story of the lobster spaghetti? You know, we took that kind of like, there was a story in Bon appetit magazine about love at my mark vettery doing lobster Spaghetti and fighting with his dad about removing a table to put a meat slicer in reading. They have 24 seats and he bought a nice red slicer and he said, we're taking out four seats and now we're down to 20 seats. His Dad thought he was insane ad, but he insisted that you know, they have 20 seats instead of 24. We. That story was endearing to Fred and I and he was doing a lobster.

Speaker 3:          02:38:03       Spaghetti is Philadelphia restaurant at the time. So when we open joe beef, one of the first items on the menu was our version of the lobster spaghetti that mark vettery was doing. And just a simple homage to that story. Later, years later we met him and we told them the story and became friends. That's amazing. So why did it take for seats? What does, what does this thing look like? Well, you know, you seen those big Italian red burchell a meat slicers. No, Berkeley. So did he do it? Just because it would add to the ambiance to have this cool thing in Italy. This is a pretty standard piece of equipment that you'd have on the bars. Does it turns slow? It's a big blade that rotates slowly. Very, very sharp. So it doesn't a pinwheel. Yeah. It doesn't melt the fat of the Ham.

Speaker 3:          02:38:49       Right. So you don't get this white film. So it makes like perfectly thin cool slices of perfect ham. Either a gorgeous objects like we have a couple now we have a blue one and we have a red one. They're gorgeous for me. Jamie. Cutting meat. That one's nice. Oh Wow. Oh, you know I saw one of these in Italy. Yeah, sure. They're all over the place. Yeah. When, when I was in Italy I saw one of these. There were, there were making sandwiches with it. Yeah. But that's 10,000, $15,000 machine. So when you, when you removed four seats from your restaurant and put one of those in, you kind of like, you know, it's stepping up. You're on the wrong side of business. Job Point. You're on the right side of business. Um, you guys have something going on tonight, right? No, no, no, no, no.

Speaker 3:          02:39:42       We did last night. We cooked that animal last night in Las Vegas. That was cool. Yeah, those guys are great. It's awesome. And then they were never been. Yeah. And things. Yeah, they're good boys. They have John and vinny is across the street animals at restaurant that kind of opened around the same time. Joe Beef, we were friends back then. Uh, they came up to Montreal a bunch of times. I brought them to all the weird. We're all kindred spirits. It's like the same day they did the restaurant business, like we practiced the restaurant business. The restaurant is so similar to ours and weird ways and their John and vinny

Speaker 5:          02:40:14       is a very. Dave and Fred. It's strange, like it's a law if you have these sort of connections with these fellow likeminded chefs. All the pirates. Antonis captain. Tony's pirate ship man. Yeah. Well he was the one who introduced me to you guys. Yeah. You told me about you guys listen, uh, Joe beef, surviving the apocalypse. Is it out now? Computer a week. Twenty fourth, 24th. So vendor, I have it already. You fucks sorry, but you're going to have to wait, but please go out, go buy it. Support. And if you're in Montreal, go visit my best restaurant, Joe beef. You guys are the shit. Thank you, Joe. Thank you very much. Very, very much. Thank you.
