Speaker 1:          00:00:01       Joe rogan podcast all day, the Joe Rogan experience podcast all day.
Speaker 2:          02:05:22       Oh. So if you're asleep and you have little oxygenic does better. The guy at the float lab, he pumps a oxygen into the isolation tanks. He uh, has an oxygen scrubber, like one of those ones that make those weird noises and you know, those auctions, scrubber things, it pumps air into the isolation tank to enhance it. Doing that tomorrow for the first time. Where, which, which place? Venice float lab. Yeah. it's awesome. I love it. Yeah. So I wrote lab a life changing word. I going to have some flashbacks or something. You mighT. how long are you in the tank? Depends. You could do it for as little as an hour. Miki. I've done it for a half an hour. If I just want to relax, I have something to do and I'm just trying to unwind. I got three kids, so I'm thinking three hours signal deprivation it. Two hours is good. It helps. I do it every time.

Speaker 4:          02:06:11       Come down. Yeah. Yeah. What, uh, what helps about it? Um, you think in a clear fashion like things are coming to you and I believe, you know, it's just, you, you're able to kind of work through it a little bit better where there's no distractions. The distractions, there's not. Yeah, you don't got other stuff going on. And, and I, I work better internalizing things like that. Like Was talking about the counseling for me, that's just my personality would never work because uh, the person I'm talking to doesn't know what I went through, but in my own mind when my own dialogue is talking to me back because I, the last time I was talking to, I remember talking to myself and I was talking back to me it was, yeah, it was very, it was very strange. But that's what was happening was I was bringing up things and I was talking and I was responding in fashion with what I was talking about, like calming myself down. And it just worked better

Speaker 2:          02:07:08       the way I describe it as a, the first 20 minutes or so, me and the tank is sort of like a seminar on my own life. So giving myself advice because the mine untethered from the body's very difficult to get to that state unless you're doing some really fucking heavy meditation for long periods of time. It's very difficult to achieve this kind of state. You get in an isolation tank after half an hour just floating. It takes me a while to get there. Yeah. You got to compensate. I don't know. I don't. I mean I don't do it often. Yeah, that's a big of it too. It takes me a while, but once I'm there it yeah, it does help. I do leave clear and it is something that I think is a benefit, especially for things like ptsd and mental issue. You know, if you had one near you and you could do it on a regular basis, I think it would help even more because it's part of it is relaxing with the experience itself.

Speaker 2:          02:07:55       The experience to me, because I have one of my basement, it's a very natural part of life. I go in there all the time, so it's a natural thing. It's not like, oh, what are we doing here? It's like, here We go again. You know, it's normal. It's almost over, buddy. The other thing too was for me with my body, just wIth paint, you know, I'm used to walking around at a certain comfort level of just the way my body works. Some laying down in there when my body's not supporting itself, I was able to let that go. I let that go and just kind of focused like I said on my mind and that's a huge thing for me. Like I. It wasn't until I did that the first time that I realized how much my body is impacting my mind, you know, really just because you get used to feeling a certain way the whole time, especially with like pain or my leg or my knees.

Speaker 2:          02:08:41       You take that out of the equation, oh, you know, your mind's like, okay, this let's we can focus on something else and that it is nice and besides the alleviation of pressure, because you're not carrying your weight anymore, there's also absent salts in it, which is an excellent source of magnesium, which also relaxes the muscle. So you got like sort of a dual effect going on. You have this no gravity effect because you're completely floating, you're bobbing in this water and then you also have this magnesium when, and this, one of the things that people always recommend for muscle soreness is epson salts and this delivery method of getting the magnesium through your skin that way supposed to be excellent as well. It's the biggest organ in the body. So it absorbs a lot. What do we need to do to help more people out here with this?

Speaker 2:          02:09:25       To spread the word out about this, about what you are doing. And matthew, thank you very much for doing this and coming on here. And uh, and jason, this is, this is a very important issue. And, uh, I think all the things that we've discussed here today, the, the, the benefits I think could really greatly help a lot of people. So how do we, uh, how do we spread this? Well, as we found out in january, you had an impressive response curve for the program that we did. We talked about, you know, big foot and we talked about narrows and we talked about,

Speaker 3:          02:10:04       yeah, the injection, you know, everything we've talked about and then lead up to this area of tbi. I think finding A multitude of avenues. That's why I've been dragging matthew with me to some of the guys that I know around the states that have shows not similar to yours but not as grand and have each helped to make a little dent. And we just need someone to come up and champion a. I'm going to get in touch with howard schultz, who's the ceo of starbucks who, uh, yesterday I had this really great statement he made that we need to honor our vets by giving them a concert and a job now in order for them to go to that concert. And I appreciate and enjoy it and have that job. We have to fix the underlying problem not to mask it and therefore letting vets know that there is an option and next year, uh, april of finished my book by january and then put on a class which will be limited to a hundred docs to come in to be trained in this process, these protocols which are relatively simple, um, and then go out and start being representative of an alternative to antidepressants, antianxiety meds,

Speaker 6:          02:11:25       bit of an uphill battle that has to be fought also with the idea of supplementing hormones to achieve a balance in the body. Because a lot of people, when they think of soldiers, what do they think of? They think of these testosterone fueled savage men. And then, you know, you add testosterone to that boy, you know, like you're just gonna make more aggressive, crazier.

Speaker 3:          02:11:49       It doesn't work that way. The reason what is up yet, it's uphill battle. If they weren't in the military, they go into a clinic. Now what's happening is you might have low testosterone syndrome, let's check you. And they do two tests. And I find that they're low testosterone, but they don't know the cause for it because they didn't do an extensive enough to say that it's due to head trauma, you know, whichever way they can do it, to get guys onto a ask the history of trauma, do the lab tests and get them on it, but the resistance is because of the controversy that has always stood there with testosterone and with the balco and the barry bonds and all these things relative to public guide that negative. They demonized growth hormone, they demonized testosterone instead of talking about the benefits of it and how it could be utilized in this specific situation and it works. So anyone who's listening, you know, I know someone who might be there to connect us with the right people in government and so forth to go and do it. That is the issue.

Speaker 6:          02:12:48       Knee jerk reaction, right? Immediately people want to think of it as like, this is a. This is a cheating thing. This is a bad thing, right? Just like the salt thing that we were talking,

Speaker 3:          02:12:57       we'll stop everybody's estrogen replacement stopped everybody's insulin replacement or thyroid replacement. Our body had it from when we were born, so why do we assume that it's not necessary? I mean, I've had a number of women who came in who were significantly testosterone deficient with the all the symptoms that a woman get from testosterone deficiency. they're not nice to be around and their doctor says, well, you don't need it. You just need your estrogen replaced and they don't even replace the progesterone and you need to have that balance so they don't get sleep deprivation. Developed depression, panic attack, and ended up in the emergency room every two weeks

Speaker 2:          02:13:32       like we see.

Speaker 7:          02:13:34       My thing too is that I think, I don't think this is a cure for everybody. Every single person is going to fall into this category. You went to war, you know, you suffered some through some stuff and now here's your cure. I don't think that's what it is, but I think that there's a. There's a two stages here. There's the stage where, you know, like math, you talked about where he admitted he didn't feel okay and he was willing to go seek some help for it, you know, and hopefully this movie you're watching chris, who's a guy who was tough as nails, he was the baddest, baddest, you know, seal there ever was. He found a way to admit that he didn't feel okay and went and sought some help for it. Then then in seeking help, there needs to be more pragmatic solutions. Like right now we're looking at the thing and it's like, it's a grab bag, you know, and to me this feels like a, a mind body solution.

Speaker 7:          02:14:27       This isn't, this isn't freudian counseling, this isn't some lady sitting there, you know, god bless these women who work at the va in the men too. Who are these counselors? Did they go through hell? I mean, imagine sitting there every day. They're on the clock, they're seeing guys on their lunch breaks. They're seeing people After work. They have huge hearts, but they can't handle it, you know, and after awhile you shut down, you hear this story over and over again, you see the misery and it's just like, it just sucks the life out of them, you know, and, and so I don't think that's the solution for everybody. I think that there's, you know, there's a, there's a number of things that are going to help people, but If this, if seeking blood work and seeking a mind body solution through medicine is available and, and is out there in the public and is getting vetted through other doctors and, and spread among the medical community than these guys have a chance. But if it's not, if it's just one thing, one doctor sit in here and uh, you know, some guy in Missouri is not gonna make it out to see Dr. Gordon.

Speaker 2:          02:15:28       I think it's really important that you said what you said about the it's not the solution for everybody and it's only one part of it that what we said before, thIs is a holistic approach, but if you don't heal the body, it's going to be incredibly difficult to put the mind at peace and it's healing. The body's not necessarily going to put the mind at peace, but it's a step in the right direction where there's. I mean it's you have nothing to lose. You do it and you try and if that's not really what's going on, then you take the next step, but you don't know if you don't look. Yeah, you don't know. You don't know. And matthew came down, we took a look and it's a simple blood test. Simple blood work. Okay, so for the guy out there or the gal with ptsd, with depression that's dealing with the things that they have some sort of traumatic brain injuries in their past, it could be contributing to this. What's their step? What do they do? Well, they can go to the website which is tbi, medlegal.com. Tbi, medlegal, tbi, med

Speaker 3:          02:16:30       legal.com and put in an application and those that are coming through and it asks military and asked the type of injury you had and what medications you're on and the military get put into a separate grouping and we're waiting for funding to come in. Uh, so that we can start takIng more of the people. and this is the laboratory testing has always been a 100 percent covered. The treatment wasn't met, paid for some of them, but I help him in his, uh, in all their situation and we're hoping to get someone who will champion with some money. I had one patient offer a significant amount and that'll help to cover about 100 patients. So it'll cover everything for a year and cost for treatment. I meAn the blended to start from that we developed about 10 years ago is $100 for six months supply.

Speaker 6:          02:17:19       Well, let's talk about doing something through this show and let's talk about promoting something like maybe through a kickstarter or go fund me or something like that at all. Contribute to it and we'll try to get other people to contribute to it and let's just try to get something where there's at least

Speaker 4:          02:17:33       a point of. Have a starting point for a lot of people. It'd be great. Let's do that on my end. One thing you can, anyone can reach out to me on twitter. Matthew gosney to black dicks coming your way soon. Those send it off to going to be awful. Just I'll send it right back. What is it again? Matthew gazani too. Don't let me down folks. you can uh, send, send me, you know, if you're a veteran and you just, you're hesitant about this and you don't get it, you know, you want to know more. Contact me. I also have my own kickstarter up right now. You can search it up. It's called hidden wounds. And what is this for? It's a two part book I'm putting together in the first half is about tbi, tbi, and just my experience of going through it in the second half will be about ptsd and my search to kind of deal with that, which that's my journey right now is going on that and figuring that out and then once the book is done, which I'm hoping by June, 2015, a 25 percent will go into this nonprofit organization that we got going

Speaker 6:          02:18:32       and when is american sniper coming out and who's in it and give me the clinics with directed film. Right.

Speaker 4:          02:18:38       Clint eastwOod directed at bradley cooper stars in it. Bradley started out, put it on 44 pounds. He looks good. His incredible. Yeah. Comes out christmas in a few places and wide. January 16th. Beautiful.

Speaker 6:          02:18:52       Thank you guys. Thank you very much. Thank you jason. Thank you matthew. Thank you mark. This was a, I think this is a really important thing to talk about and I think, um, you know, you guys come in here and taking your time and matthew especially expressing your story and doing it so honest and openly to huge, huge for that. Thank you. Thank you everybody. Thank you. Anybody that's tuning in to this, uh, that is, uh, is benefiting from this. Please. One more time. Go to the website. Mr. Gordon. What is it? Cheap

Speaker 3:          02:19:22       phoebe? I medlegal if they google me and put tbi in it, it'll up first.

Speaker 2:          02:19:28       And uh, to my friend mj buddy, rob king, Who, uh, I sent a video to yesterday. I want to give a shout out to you because this, he's going through exactly what we're talking about. Thank you everybody. We'll be back tomorrow with matt full tron. Love you. See you soon. Thank you.

Speaker 9:          02:19:51       Mad man. He got mad.
