Speaker 1:          00:00:25       Bob auditing, leaning. Dong, Dong Ding Dong. Ding, Ding Dong. Ding Dong. Ding Dong Ding Ding Dong

Speaker 6:          01:52:34       It's pretty good. That's old school geek. Cool.

Speaker 4:          01:52:38       How am I doing it? Mock why? That was a great your mind. No, I loved it. I loved it when they got wet turn monsters and

Speaker 2:          01:52:45       shit. Cause that what happened? They got started and then they become evil. It's so crazy. Like they're so cute when they're little tiny things and then turned into key for school. You get them wet? Yeah. What? Or feed him after midnight. Oh, feed them after midnight. That was all a metaphor for treating women, isn't it? You can't get them alcohol after midnight because it will become crazy animals. They we come horse bitches. You can't deal with them bitches, man. Bitches. It ain't about that Brian. Man. Don't become a woman hater. Okay, just kidding. No, that's from a movie that's from like say anything or said, Oh really? I didn't know that you, um, are you worried about becoming a woman? Hear me? Yeah. Oh No, absolutely. Absolutely. No worries. Fuck no chicks don't have to worry. Sweet. Brian will never go away. No, I'm a crazy hater.

Speaker 2:          01:53:25       You're crazy heater. Is that what it is? Did you take crazy? Yeah. I just need to start changing my go to yoga classes, brow and pizza on centered girls with loose sweat pants. You know what I'm talking about? Joe Rogen downward facing dog all up in this bitch. Yeah, I heard that's the best place though to actually hit head on my man. Mr. Sing it girls buttholes all day. And then you see how flexible and yeah. Sexy their bodies, man hope finger of it in terms of that and see if they fart when they get stuck in weird positions at saddle ranch when they have some inviting the bowl on. Super slow. Some hot girl, super slow riding. It was like, oh my God. All the guys were looking at trying not to look like they are looking. Yeah, it's just hot. Yeah. There's a, there's a some strange connection between his imagine there.

Speaker 2:          01:54:10       It's you under the right. I saw Tipco at the other day. Always waiting for that and a bull riding. Yeah, it was black chick, black chicks, tit. Nice black chicks on a bull ride. This just letting me know I need some white Dick Krakow. Yeah, let's get it on Brian. Um, have you considered maybe trying some black checks out since he's white chicks? I, yeah, we've talked about this and I, I have a certain, yeah, I'm totally going to go for it. Hey, I would go for it, but it has to be a certain kind of a certain kind of black check. Not a big one. Not the one that like if you just don't squint your eyes and imagine them with short hair that they're a guy. Oh, by the way, have you seen pictures of Little Kim? Yeah. Oh my God. Google Little Kim photos. Show it to Ari. She did crazy plastic surgery and she became like, she looks like a Vietnamese woman. Lil Kim Little Kim is dude, it's really hard to look at. Chief really, really fucked up. Like really bad. It's almost like Steven Tyler. Yeah. He looks like a bat. Boom man. Look, go back up to that. Yeah. Look at that. He looks like a bat. Boom. His whole bottom of his lip thing is jutting out. I bet he gets stuck on me and cock. Oh, you'd know what those big fat lips.

Speaker 7:          01:55:20       Yeah. Ooh,

Speaker 2:          01:55:22       that's a football player, I think. Isn't it weird how the doctors come out in scrubs as if they just came from the hospital? That guy. Why don't you just Google the actual image? It's on the second page.

Speaker 7:          01:55:32       Yeah,

Speaker 2:          01:55:33       it's really crazy. You got to see it. They don't just have it. Can you just Google images? What do you do when you're scrolling? Like my mom, this is how my mind, Dark Ages. I'll find you. Mine. You're just always in a hurry. Why are you always in a hurry? My mother became Jewish chickson name. It's the most annoying impression you could do. Have a mother, little Kim, little Kim, l I. L little Kim photos, plastic surgery. What the fuck? Type all that out and here we go. Bam. Look at her on the right kind of crazy. It kind of looks like it might be makeup. She was on Jackson. I don't know Bro. That's coming off. What? She has the cat eye. I look at her nose man. Other ones, their before and after. She looks a little like Janet Jackson. If there's a way worse, Bro. I think way worse. Janet Jackson. Well, I haven't seen Janet Jackson recently, but for the longest time she kept it together. See before and after. Let's see that one on the top was it? That's her. Look at that dude. She's hot there. It's already a little Asian. Huh? Whoa. Look at the difference that is monstrous. That it's terrifying. And then it was kind of looks the same though. You said about

Speaker 4:          01:56:46       people, man, where they, they just start fucking changing their face. That's so scary. Well, I can, I can totally relate to that. Like having to, haven't done, not what tattoos but with having done, um, hair transplants because a dunk doing hair transplants, like I was losing my hair and I was like, well, how do I stop this man? Is there a way to stop it? I don't want to wear a fucking wig and I want to be bald. Like, how do I stop this? So then a friend of mine had gotten hair transplants and he had me convinced, he's like, dude, just getting her to transfer the team. They take it from the back. They put it the front, like you do it as you're losing your hair and you can keep your hair. I'm like, oh, okay, cool. And so I did it and right after I did it I felt like, oh, now you have this stupid scar in the back of your head.

Speaker 4:          01:57:23       Didn't they tell you about the scar? That all I knew about the stupid scar but I didn't think about it. You don't need to think about ads in the back of the head was going to notice, you know, you think everything's going to turn out normal and be fine. And then I wanted to do another one to correct it. So I did another one and it looks still looks like shit now the scar in the back of my head is bigger and after a while, you know, it's like you can get roped into like I know a guy who um, uh, he does, he's, he passed away a few years ago, but he was obsessed with plastic surgery and he was a nice guy and he's in show business and he had done a bunch of different things to the point where his face look weird and his, he had peck implants and he had a bunch of hair transplants.

Speaker 4:          01:57:57       You just start, you start fucking with your appearance like that and it becomes like a up, it becomes like a pathology. Yeah. You like, you get sick like [inaudible] who have issues that two people do the same thing. Yeah. Yeah. Two, three, four. Well, I shouldn't say that. I mean both of my arms or sleeved, but I'm stopping. I mean, I don't have a problem. I just felt like when I did the one, I felt like I was on balanced and then I really had an idea for the second one that I wanted to do and I'm like, I don't mind having two sleeves of tattoos. It's not like I'm getting them on my fucking face or anything crazy. Which speaking of does something like, there's a line where you're not supposed to tattoo and your face is that line above you see the Kushi Lane. Have you seen Gucci Mane?

Speaker 4:          01:58:35       Have you seen it? You haven't seen Gucci Mane. Gucci. You type up Gucci Mane. Face Tattoo, get ready for this. Gucci Mane is a rapper. Okay. And he got a face tattoo and his face tattoo is an ice cream. Cassava, I saw the, it says three scoops of ice cream on it and it says burr. That's it. I'm thought, I know it's top left. Top Top. That's not that. There we go. Yeah, that's the image. Click on that. Folks online. You, you, you, you have to see this if you haven't already, most of the Internet already has seen it, but it's like, it's clear madness. I mean, he gets released from a mental institution and then he has an ice cream cone tattooed on his face. This guy out of war, if you,

Speaker 3:          01:59:18       it's like it's live like clinger, right? It's my horrible, I'll just keep saying I'm a cross dresser until they let me out and me more. It was, I can't match. Goes on forever. Check Brian's tattooed or Brian's tattoo. He got it from a guy who was learning how to Tattoo, so we talked to them for [inaudible] school. No good cheap shit. This chick that w that worked for me when I was a manager of movie theater. She's like, I want to be a tattoo artist. My Ha, my boyfriend owns a tattoo studio. He's been trying to teach me on cantaloupes. Would you like to be my first person? It will be free. I was like, sure, why not cantaloupes? You know you're supposed to practice on pig ears and shit. That's just relax on pigskin similar to humans scam, but it's an art form man. Like, you know my boy Aaron Dellavedova, my buddy from a crew tattoo who does my stuff, he totally offered to to fix it.

Speaker 3:          02:00:07       It's kind of funny story now. Like I was the other day, I was just laying in bed and I worked on this movie called a better way to die a long time ago and my job was to do like, all right this, you need to make this a tag, this whole area, like all these cars, all these walls, you need to make it little at graffiti. Like it's a gang ridden a alley in Chicago. Yeah, I was doing said what? Fuck you become so interested in this. So that was a chick I'd be showing to you right now. How fast it was done so many things. It was like three days after I got this tattoo and I'm like, dude, I'm just going to put my fucking tattoo everywhere. So I just sprayed my tattoo on the walls, on the cars and that put nine inch nails and a couple of places.

Speaker 3:          02:00:47       But then I did all these like my tattoos and so the other day I'm just sitting there watching it and then it was like, good. I'm like, Oh, this is a movie I worked on. And it was like, wow, there's my waterfall tattoo everywhere. I was like, that's, I just changed that scene into like the faggy ass gang scene everywhere by the way. You explain to people what waterfall tattoo ones cause they don't, well I got, I went and got this free tattoo or whatever and I looked in the book and then the couple of things I liked were like Egyptian turtles and, and I saw it. I was like into Asian girls at that time or whatever. So I got an are in Chinese and they put it together and I said I also like Spiderman. So they mixed the three up and it's like Spiderman logo with a Chinese letter in the middle. Hey, I'm, you know that I have it as a new hire primate tee shirts coming out yet. Yeah. For folks who don't know, if you go to higher primate, higher-primate.com that's my clothing line. I actually have a clothing line now called higher primate and it's real

Speaker 4:          02:01:40       low key. I'm just kinda trying to figure it out before I going to go commercial with it. Yeah. That's all just t shirts. I'm going to have fanny packs to stay strong. Faggy pack date. Truong bitches love annual packs coming back, son. I've traveled a fair. Any artist fears? Seen it. Brian seen it. I'm not fucking around with his fanny pack would be cool if you renamed it baggy pack pack faggy packs. That's not bad. That's a good idea, right? Why not, right, right. It's not fancy. It's not fag hag enough though. Pat, any pack. Anyway, the point is, my point is with these new t shirts, we could, uh, I want to make that red band logo with the, the explosion. The, the suicide kitty suicide kitty. Yeah. Let's turn that into a shirt. I've got to do that. We'll sell it. You know, we could just, I'll have these guys make it for you.

Speaker 4:          02:02:23       You already have the thing. So we have the company to make sure it's now and we'll, uh, we'll sell it on. We know what, we'll just sit on red button, red band.com because I know a lot of people on the board asked about it. I would wear that shit. Yeah, I like it. It's kind of an inside thing, like no one would even know what the fuck that means. You know, it's so funny as a, uh, I, those other podcasts I did the death squad podcasts, stitcher, just put them on the radio and they kind of like make a local thing like welcome to the United States has like, did they, they know that that's like a Hitler cat, that Hitler who's covered with explosive, explosive, no suicide in his hand for people don't know, like what does his death squad thing. This all happened when we were on a opie and Anthony, and this is like fucking many years ago.

Speaker 4:          02:03:03       Uh, we, I came on to Opie and Anthony and uh, I brought with me Eddie Bravo, uh, Tait Fletcher. And this was like right after Tate had done the ultimate fighter and Tate was a traveled on the road with us. And Brian, you came on to write and who else was already, did you go, you can walk about another time. He came on a different time. You came out of the time when we roasted Jamie, uh, saw that as a baby and the baby bird that was that far off in another minute. So we've done many, many times. Anyway, we'd come in and you know, Tate is such an imposing figure taters this gigantic fucking hunk of a man and a we'd walk in the room with, you know, everybody knows Eddie Bravo is his Jujitsu master. He just choked out horror Gracie. And then, you know, it's like so oop goes looking at Joe Rogan's with the death squad and then it became weeks, you know, just thought it was so silly.

Speaker 4:          02:03:47       You know, death squad. We started calling ourselves dusk squad. Yeah, I started, actually, this is kind of, it's kind of interesting. Back in the day when podcasts were first made, I started making little short Joe show videos and then call them death squad. And they were only available on iTunes as a podcast video podcast. I had had 12 of them or something like that. Yeah. Those fucking old videos do. Some of those were brilliant. I went back and watched a couple of those old desk squads that you did. Some of those were fucking funny as shit and some of the moments we captured were so ridiculous. Getting mad at you for about Ari Shaffir becoming a lawyer. Okay. There was a guy who was insane and he said he was the Holy Spirit and he needed help and he wanted to somehow or another, he wanted me to help him and, and then Ari got involved, you know, you call a call. I got her home. I was, I didn't have a spot. It's like 1230 or something at the store. So you, you had having this

Speaker 2:          02:04:37       whole argument. I had no idea. You're just calling me like, hey listen, I need you to be my lawyer. I'm like, what? What do you mean if you're my lawyer? He's like, someone's gonna call you and you got to be my Lord. I'm like, what should I say? I'm like, Hey, I've got another call here. Your mother, goodbye. [inaudible] one of those dudes who, you know, if you got a friend who was a standup comedian, but he has got a wife and he's got kids and he's got a day job, he's got a lot of, you can't count on that motherfucker. He's not always down for the fund. But I could call Ra should fear at three o'clock in the morning. Ari, I need you to represent me as my lawyer. Are you comfortable with this? Uh, because the background is pretty high right now, but, so anyway, go ahead.

Speaker 2:          02:05:13       It's got called me so he can take down the footage of you. You said you have to call my lawyer to take on this footage. It's very important. If you want to take down the footage, you're going to have to call my lawyer, my lawyer, because this crazy guy, he was completely nuts. And in retrospect and you thought was the Holy Spirit. Yeah, I thought it was the Holy Spirit. I forget a lot of other shit that he said he was trying. He was gonna Sue, John Edwards psychic for being a false prophet. And I remember going like, why should we sue him? Like, why would you sue him? He's like, this is a false prophet. He was going to, but why you, you know? He had a lot of interesting things to say. Yeah, great. Back massage too. I got him to give me power of attorney over all his affairs verbally recorded it.

Speaker 2:          02:05:50       I don't know what I do. I can get the recording. Yeah, I did it and then he disappeared for a while and then he came back. Right. Sued me. How long ago did he go to court court and sued me? I forgot about that. He sued me for millions of $18 million. We get nervous at all. Where you even a little bit, well first I wrote this guy on for like six months to a year. Just kept until they got too annoying and I was like, I'm bored. But yeah, he sued me for big fig, a bad attorney. I'm like, I represented you pro bono. How many people are out there right now who are looking to get mad at something like, that's real good fucking Dick. Text somebody with mental illness and make fun of them. It's really funny fucking Shit. Hope you drowned in a river of age that's like obviously it's not a nice thing to do, but it was fun anyway.

Speaker 2:          02:06:33       There's a guy was annoying. He was annoying from the get go, which is why we did this in the first place. We couldn't get rid of them. It's amazing. How bad is it if you actually eat toothpaste? Terrible for in Florida. Really awful. Yeah. I mean it's not going to kill you because like do you real toxic levels of Florida. I bet if you ate a whole tube of toothpaste you could probably get really sucked up. Even like one drop to go to the emergency room. No names to faces or something like that. They might say that just to cover their ass cause I used to that we, that was my go to thing and you know, keep a tube of toothpaste and my car, you know and just like eat it [inaudible] something bad. Don't do that man. Well, that was like when I was 16 about fluoride in the drinking water and everybody claims to know exactly. By the way that sound you're hearing is a shot at the volcano you ever comes to. No, but where are the people dying? Where is it happening? Interesting. Where the interesting part about it is that that is all a, supposedly if you go online and read the websites, communists based on a Nazi shit, the idea of keeping the people a passive and keeping people

Speaker 4:          02:07:36       in their place and making sure they're docile and easy to control, and that was the idea of putting fluoride in the water supply. I highly doubt that's why it helps your toy. Yeah, I think it's probably, I don't know if it does help your t's. I don't really know cause there's a lot of things that say this. No, that's not the case. What helps your teeth is fucking cleaning him. You fucking pigs now. That's what's good for your teeth. I use Tom's of Maine toothpaste and it doesn't have fluoride in it for that shit. There certain types of sweet berry taste taste like you're eating chocolate tastes like the shit I used when I lift weights and I put chalk on my hands.

Speaker 3:          02:08:04       Do you think that maybe that toothpaste is PR missing some thing that you,

Speaker 4:          02:08:09       no cavities. I haven't had cavities in a law. Really. I'm, I'm pretty good at brushing. That's going the last time I went to the, um, to the eye, first of all I went like years without any teeth cleaning and then I went to the dentist and I didn't have any cabinet has really surprised you got to do it dude. If you fuck up like yeah, learn, learn from my mistake. I eat so many gummy bears. Don't, I definitely have cavities and you go to sleep right? You just crash. That's not good. Good morning. And you got to clean your teeth because your gums will receive to which, which did happen to me. There was an area where I had a a cap and um, if you got a really clean around those things, cause it's not like natural, you know, you can get a lot of plaque and then my gum is receding a little bit.

Speaker 4:          02:08:50       So then I had to get it really they take gum from the back and put it in the fall. It wasn't like that. It does. They do do that though. It's really bad. Or is there this great bit of a hair transplant now because get them now, not 25 years ago when they were terrible. Now is when you get the procedure. Even now, don't get it a ticket from me folks. This is the way I describe it. This is how stupid the idea of hair transplants are. You're taking, it's like taking people who are really healthy and moving him to a neighborhood where everyone's dying. Cause that's what it's like. Cause they, the hair that you have up on the top of your head after you've transplant Harris, the other hair's gonna fall out too. So even though it looks okay at first, like when I was on like news radio is when I first got it done, my hair looked fucking sport. He just started Rogan. Did you look at Rogan for a picture?

Speaker 3:          02:09:32       No, I was, I was thinking about doing it. I don't really need it too bad because I've always had high. We're now, but the problem is is if you look at Rogaine, it only does the middle.

Speaker 4:          02:09:42       No, no, no. Broken. Does the back corner. Oh No, no, no, no. It does everything. It was a study that they did in the study they did was on the vertex of the scalp and the idea was that you can't prove you'd have to, it would have to go and spend millions and millions of dollars and I studied to show the reason why it works on this, the reason why it works at all is it increases circulation to the area so it makes your hair grow. It will work everywhere in your scalp. It doesn't just work in the back of your head. Yes, especially Propecia and Rogaine. Same thing, but most people have bald spots. In the back of the head and he had a concentrate on one area of the head cause they needed like a patch, you know that they would prove that it worked there. So they proved that it worked in the back of your head and so they just went with it. It proven to grow hair good enough. They don't have to show you that it works. It's not flowing to grow in the front. But it's not just writer. But he died. No, it does. It's, it's the way it works. Shift Minoxidil Minoxidil when they first made it was a high blood pressure medication.

Speaker 3:          02:10:28       See, I swear to God, even like on Amazon or on their own advertising, it says this is the area. Exactly. They have

Speaker 2:          02:10:34       to because that was the study scientifically proven to wow. Yeah. See they made the study. Right. I see what I'm saying. That's kind of weird that they have to do that though. And they couldn't say and it might work on the other side. Yeah, no, they don't want to do that. They want to, you can't say anything by that ghost. This is, we don't look good here. Sucking out of plastic bags, sucking missed out of bags. You know, this does not look like a, like something a healthy person. When did your thing it's done. I've got to go soon.

Speaker 4:          02:10:58       Okay, well let's end this fucking crazy thing. You put a couple shows. Yeah. Vegas February 4th yeah. We're doing a bunch of shows together. Ari. Fear is coming to for the next one is actually, um, West Palm Beach. We're doing the Improv in West Palm Beach, the 28th, 29th and 30th West Palm Beach, Florida. So it be the young and talented Mr Rsu fear. And that is a dope fucking club. It's gigantic. It's like 650 50 seats. It's a, it's awesome. So that's a, yeah, the 28th, 29th and 30th and then we're also doing February 4th at the Mandalay Bay theater. The big spot. Who's the new one? How many seats is it? It's like 2000 and this would be the biggest show I've ever done. Yeah, it's pretty well, I think in Canada we did some bigger than that. Everybody was behind us. That was, that was a few thousand. That was nuts. That was a Calgary.

Speaker 4:          02:11:47       Calgary was crazy. We did a bunch of shows up that you missed the Toronto. Toronto was shit. I'm trying to do my special in Toronto, but I'm having a hard time getting a venue. It's in April and a lot of these things are booked in advance. But if I get a get a venue, a good venue, I want to do this special in April in Toronto, Toronto. I recorded myself that a, a couple of different places and I've got an hour and 15 minutes a new shit. So that's a enough where I can widdle it down to what I want for like a 44 minute. What are you playing music for? Prime. We told you you can't play music unless I made this song and you make a song. You're so multitalented wait a minute. You make newsletters and, and you're a stalker and bang hot chicks and you, you do set design. And I hear you're doing standup comedy when you perform it again,

Speaker 2:          02:12:31       uh, tonight, uh, going to sounds and then big fish and Glendale and I'm hosting sales comedy club. If, unless I'm going with you do a Florida the 30th.

Speaker 4:          02:12:40       Yeah, that's, that's going to be the shit. Do you want to come to Florida? It's up to you. Do, do you wanna I would love to go to Florida. Itar like Florida. I love Florida. We'll hook it up. Um, so third is my next story teller show. Yeah. Where are these storytellers shows that people can't see in San Francisco. But you might be able to go right down in the front at the purple and that are sold out. I'm so glad about are gone. That's one. It's called um, uh, thicker than water. And when is this all about families this weekend. Friday and Saturday night. Yeah. And then the next one is brain on drugs. Just all drugstores nine. These are both nice. Damn. These sounds good dude. You sound really good. If people don't know our has been doing this thing. You've been doing it for about a year now and it's really cool.

Speaker 4:          02:13:19       And what it is is he does like a standup show but it's not, they don't talk about, because they don't do like set up punchline set up punchline. It's mostly like really funny stories because a lot of sort of like, you know like podcast stories. I've got a lot of the, the funnier podcast stories, you know, and Adam Carolla show or in any of the other ones. It's like, it's, they're not like a setup punchline. It's can't like do home in front of a comedy audience where they expect a certain like rhythm but it's, it can be slower. It's more like Annie Hall as a comedy where it's like, it was good right now as huge laugh, more involved, you know, and you're going to see a comedy movie, right? If you're going to see a comedy movie, it's not like always funny. Always funny. Like they have to set up a lot of what's funny.

Speaker 4:          02:13:58       And it was like just a lot of spots where there's, you know, you're not laughing for 10 15 minutes but on stage it's got to be set up. Punchline, punchline, set up punchline. But the what you're doing is like you, you're, you're making these guys, you're giving them like a in a picture to venue. Yeah. Jellies were fucking spectacular man. Your story of when you went to a strip club in Alabama with, what's his name? Mark Coleman. Yeah. That's like a perfect like crazy story. Yeah, that's a PR. Yeah. Yeah, there's exactly, I tried to do that one for with comedy, like do it on stage, but I had to punch it up too much. I had to add a bunch of shit to it and like shorter. Yeah. I added combined two different scenarios for crushers. Tells the best story of all time. The Tracy Morgan style.

Speaker 4:          02:14:36       He's supposed to come on tomorrow. I got to, he lands today though. I got a fucking good, yeah, it's Tracy Morgan. Is that the heart of a million great stories. It's good to know. There's dudes like that out there man. When I see a guy like Joe Diaz or a garlic, Tracy Morgan, I just want to just shake their hand and say thank you. Thank you for, thank you for rocking it. Mason just going out there and realizing, man ain't know, nobody knows how the fuck this thing works. Just go crazy. You know, having a guy like Joe d as in your life do well, do you wonders? You know? I think he's Comedians for real. He's like having him around you, it like makes you funnier. I really believe you're in a relaxed when you kidnap someone. All right. Yeah. Not only that, he's just, he's show, I don't give a fuck that he makes things more Cheley and more fun.

Speaker 4:          02:15:20       It just, it's more fun. Like Joe, I always tell Joey like whenever every special I've done, and this is one of the things that I, one of the reasons why I've thought about not doing it in Toronto, the number one reason is I can't get Joey up. Can't get up there with him with aggravated kidnapping and the Columbus that places the bomb. It was the bomb. But what I'm trying to do is I'm trying to do somewhere that I haven't done and I really love Toronto. And uh, my, my last show in Toronto sold out like months in advance. It was crazy. Like I got so much love and Toronto and if the show was so much fun, I was like, this would be a great place to do my shit. And it's not like I've done it a bunch of times where they've seen my material over and over again.

Speaker 4:          02:15:56       It's oversaturated and you know, pretty much everything on, I mean, everything I'm doing in my sets these days is all shit that wasn't on my old stuff and saw all that stuff has been phased out and it's all straight new stuff. So most people that I'm running into on the road, unless they get on youtube all the time, they don't know the material. So to me, Toronto is like the perfect spot. You know, it's like they're, they're cool, they're smart or enthusiastic. It's a fun city. But I don't know if I could do it. I'm going to have to find out. We still haven't figured out if they get the venue, you know, and then you know, there's also a can't bring Joey. Oh yeah. So I wonder if you can get them, eh, maybe, maybe not getting up there. He, he told me he was going to do, we had some gigs in my truck was Joe Rogan was the one I'm gonna do.

Speaker 4:          02:16:35       I'm flying to buffalo from Buffalo. My friend Mikey statue. Yoni. He's going to fucking drive me up there. He goes. He's going to drop off some heroin. Halfway on the web is a drop by the bridge. It's a perfect time. Yeah. He would always have some fucking crazy plan. He had some crazy plan to sneak in to do gigs. Wow. Yeah. He wasn't fucking around either. He was dead serious and he would do it. He, those crazy stories are really, they're all fucking happen. Yeah. They're all real. They're all real. When you've hung around with Joey, as long as we have, and still Joey to this day, still completely unpredictable. Like he was supposed to do Brian show last Sunday at south and gone. He just disappeared. It was watching the mechanic earlier, the old one, Charles Bronson, Bronson, he's upset and new ones coming out this fucking Jason Dayton.

Speaker 4:          02:17:20       What the fuck's his name? Get the fuck Outta here. Charles Bronson Cock sucker. He's like angry or fuck you want man. And who was the dude that played Charles Bronson's protege? I don't the real one. Who's the, yeah, the famous guy that became a really nutty, uh, he, he became like the biggest drunk in Hollywood. He was like super handsome and young and devastating or no, no, no, no. He's, you know, he's on celebrity rehab right now and he's a source of awesome entertainment. If you haven't been watching your work, I don't remember the guy's name. It's like a three word name hold on. And the mechanic dog Ronson. That's the new ones coming out real soon. Yeah. That's just coming up. It's the Cap Jan Michael, Vince is not ever hearing about, and he was like this, you know, this fucking studly looking all American super handsome actor movie star character.

Speaker 4:          02:18:08       And he, um, he went and lost his fucking marbles and became a huge drop just second right there. Yeah, yeah. I remember we've done these interviews with them now and he's just a stuttering fucking retard. I love that. Isn't it weird math it when you, you know when you run into people like at the store or something like that that have hit the rocks to Kravitz has gone completely down. It's like he's burned out. What happened? He's just like, it's like the, the drugs, whatever it just to something was in his brain is fucked up. He just, he can't talk to me. A normal human being and just fills you with sadness. Being around him. He's just like, you can't carry a normal conversation. He starts midway through a conversation. You can't leave. He wasn't always like, no. I remember her like seven, eight years ago.

Speaker 4:          02:18:46       It was like a normal guy. Normal little beaten down, but still fall. It'll beaten down. But I had some fun conversations with him. So friendly and nice and now it's like, so what happened? I think the stuff caught up, drugs or whatever he was doing, that's my guess is it doesn't get done eventually caught up. I don't think it does anymore, but I think it eventually, I don't know that many people that have totally cooked their brain with drugs. Huh. Do you know how many people do you know that have cooked their brand with drugs? Do you know anybody? I know I know a couple of you right now that, uh, yeah. So how many people would you guess you know that like, absolutely like started, that's what I would guess that they looked, they looked like you had done that. Uh, at least one and two and probably, I don't know, there's probably another one, but I know to have that could think of right now.

Speaker 4:          02:19:26       Did I have to tell you Brian Cowen story about the girl who used to date, listen to this shit up burned out. There was a girl that Brian Count dated and uh, she was Khorasan the moment I met her, I go, dude, I go listen to me. I know you don't like to believe this. I can smell crazy people. Okay, I go in, this bitch stinks. This bitch is nuts. Like all I is, meet her. I keep right. It's ridiculous assumption on my part just to be able to take this chance. But all my spidey senses was like, Whoa, what's going on here? Oh, she didn't say. I said, uh, you know, hi, my name's Joe. Nice to meet you. And you know, she said Hi. And she shook my hand and he goes, no, no, no. People get nervous when they're around you. They've seen you in fear factor.

Speaker 4:          02:20:02       I go, that is not nervousness. I go, this is a crazy person. I'm telling you, Bro, you're dating a crazy girl. It turned out the whole time he was dating her, he had no idea she was a meth addict, like a severe metastatic. And she also had like some boyfriend who was like an ex boyfriend is still picture to while she was living at Brian's playing, she was like hooking up with this guy to get math craziness. So anyway, Brian gets rid of her long, drawn out, tries to save her, can't do it. I mean, just a devastating shit. Him. He would always, he would always get himself hooked up with these really crazy bitches. It's when I was, when I met him, when he was really young, he was like trying to fix himself through fixing other people. It was very strange. He got over it.

Speaker 4:          02:20:37       But the point is years later he's walking by. Remember that bar that Stan hope used to go to the cat and the fiddle? Yeah. You know, that's like a stripper or a hooker walk right there. That's what, what's his face? The English guy got busted. What is his name? Grant. Hugh grant got busted down there. I was there. He picked up a hooker there. It's grody. It's totally grody by the way. That's my two year old's favorite word. Grody grody. Anyway, um, uh, so he's a walking to the cat and the fiddle and as he's walking there, he sees a hooker come his way and he stops and he realizes it's his ex girlfriend. Oh. And she's got scabs on her face and shit. They go get tested after. No, this is years later and he looks at, it goes, uh, hey, how you doing? She goes, I sounded like you can guess that was my life and accepted it all.

Speaker 4:          02:21:28       They said, wow, that's all they said to each other. And he, he went into the bar and it was just like, why the fuck the girl lived with him. She lived with him, she was dating him and now here she is with scabs. Anyway, folks will be at Mandalay Bay, Mandalay Bay theater, you worry forth. Um, were we at, um, I want to be the Ontario Improv tomorrow night. It might be sold out. It's a Korean Chad's show and I'm a storyteller shell third in the pink, purple onion and fourth February, third year in La. Oh, there's another one. February 3rd, Jeff Garlin and powerful is that the Improv lab improv back of the room. They moved the regular room so it was too big for that little fucking tiny ass. But I'm doing my best to keep the shows if $5, like I'm still trying to, what are they trying to jack up the price.

Speaker 4:          02:22:13       What are they trying to make it 10 at least 10 tens not bad though. It's reasonable. It's a reasonable, reasonable, I think that's all. It's all good. They're good. They're very entertaining shows. Yeah. I liked the idea of keeping a cheap, cause it's kind of experimental, but it's a reasonable, I mean, they're all very entertaining. It's well worth it. Bert Kreischer. No burr Bill Burr a boulevard. Yeah. Yeah. Bill bursal areas. He's got great stories too. Um, so anyway, February 4th Mandalay Bay theater. February, January 28th, 29th and 30th West Palm Beach Improv. Brian, you can catch him at Sal's comedy whole on Melrose all the time. Right? What nights? Uh, I'm using their eye all the time, but I'm hosting Sunday the 30th. Oh No, I know, I guess I'm not doing that now. And the ladies he's looking for love. Join my Twitter looking for love joins Twitter.

Speaker 4:          02:22:54       We're going to Australia. Sydney. Oh yeah, we're going to Sydney and I was saying, yeah, we're doing something in Sydney. It'd be nice. It was on my fucking Ustream page, Brian, but it's not lat. Got some old shit on here. Ann Arbor, Michigan and Montreal. Canada. It's on old. Somebody put a link yesterday for the tickets on every tweet. Yeah. Cool. What are called Rudy Hill? That's the name of the place. It's in Australia. If you go on Joe rogan.net I believe it has more information. Are you going to have to use your brain? And that's the only gay guy could get in Australia. Cause these UFC things, what happens is they book the UFC like a couple of months out, like three months out and say, hey, the UFC is going to be in Australia and I immediately start looking for any more big. But the problem is a lot of these banned like these venues, they book up with bands like six, seven months in advance.

Speaker 4:          02:23:34       So yeah, so most of our taken, so this is the place that I had to go to. It's kind of a little bit further out, but my friends in Sydney, I apologize. We're going to have a good time to Ari. Yeah, we're going to fly over in a fucking apartment. And did you check out the plane? We're going to really, oh, it's the dopest shit ever. Quantis yeah, it's fucking bad ass dude. Look a little apartment and he's going to be, we'll make videos. All right, flashlight. All right. Dirty bitches. If you go to Joe rogan.net, you can get 15% off the flashlight, click the link and enter in the code name, Rogan. And uh, are you still having used one? Have, you know, you don't want one, right? You scared. Yeah, I'm scared. That's exactly what it is to be honest. It'd just be shooting loads and thing all day and I'm like, I don't need this in my life. It's way better than beating off. That's what it should say in quotes on the bottom. But it's way better than beating off it is works. Okay. That's the end of the show. Uh, thank you very much Burt Christ. You're supposed to be here tomorrow. I haven't talked to him. Um, you so hopefully we got it all. I know he's traveling today. Hopefully we got it all worked out, but check Twitter and a, you'll know for sure how I love you bitches. I'll see you later.

