Speaker 1:          00:00:00       We smoke weed,

Speaker 3:          02:29:06       There was jamie cv you can find instead of this commercial cartoon, they're showing us actual data of what networks they're using and how it works. Probably can. YeaH. Because chris ryan, dr chris ryan, the guy wrote sex at dawn. He was the one who first told me about it and that's why he bought the phone and he's like, I love it because everywhere I go he just finds the best service and I was like, oh, okay. That sounds like a great idea if it's in paper who, who's a partner, sprint t mobile carriers in the us to launch our service. But you know what man, that's. So, that's exactly what. That's what tim does. Yeah. Ten years. Uses sprint t mobile as well. They use a t mobile for gsm and sprint for cdma. And so you would get the same coverage that you get with t mobile or with um, with ting.

Speaker 3:          02:29:53       But with ting yOu only pay for what you use. Like ting has a great deal where, you know, if, if you barely use it, like I barely used my phone before and I've got a $10 bill. Yeah. You know, the one thing that they have there is that wifi transition thing. Maybe you're using less data. I don't know where, where you have to log into wifi networks. That's what I don't understand. How could that be verified? I know and they're like reliable. I don't know about that mean, but this idea of free why spot wifi hotspot if you go to starbucks and use their hotspot or just coffee bean, you have to log in so you're going to have to pre log in to all these places unless they have some kind of clearance maybe where those numbers could somehow have access. I'm not 100 percent sure.

Speaker 3:          02:30:33       That sounds fishy. I'm not, I'm not 100 percent sure how that works, but, but wifi calling and what night is cool because generally speaking, even in your own places like the places you frequent, like your office and your house and such. I have laughed calling on my phone and exactly. It's amazing. high quality. You have a great connection. So it does make sense in theory the way they were showing it on that graphic is probably overstating it, right? Yeah. Yeah. But anyway, so, so, so in, in the android space, I think it's pretty easy. I think right now for me it would be probably an s seven or the nexus six p keys in my pocket, which I like. Can I see that? Yeah. Pull up this, um, this again, what you're seeing a lot of now you're seeing the fingerprint scanner being moved to the back of the device, so you could just do it as you're holding it, so. Yeah, exactly. You'll notice it sort

Speaker 2:          02:31:20       of fits in there. Wow. Yeah. That's nice. I like that. That's actually really clean. I've actually got a skin on it. It's, oh, this is a skin. Yeah. Yeah. It would look a little different. It's a little more grippy like that. I like it. Yeah. This is really thin and nice. Yeah. It's a 6:00 PM, 6:00 PM. It's the bigger brother. So the five x is pretty much identical to screens, a little lower resolution on physical buttons on the outside. Just over here on the side. Yeah. But no, no, they're all digital. Well, if you look at like an iphone, that giant, that giant home button increases the size of the bezel substantially. Yeah. Another thIng that, that phone makers, I think, I don't remember if I talked about this before, it's like forward facing speakers. It's such a huge thing. The fact that we don't have that on a lot of devices yet.

Speaker 2:          02:32:05       Yeah. The iphone has a little dinky speaker in the bond, the bottom. It's kind of, it's like from a design perspective, you can't imagine ever doing a drawing where for any reason you do that, unless it was an absolute necessity, but the thing is a lot of filmmakers keep trying to slim down the devices. It has to be thinner every single generation and so that usually means they're subtracting things rather than adding them, which is a problem for people who were like super into tech, like are you complaining about the thickness of that? That could be a little bit thicker if you got better battery life. Say a better camera, right? Yeah. Do you need it to be that thin? No, I'm good with it the way it is. I like it. Yeah. Battery life is fun. Like the six plus has a huge battery.

Speaker 2:          02:32:41       It was pretty pretty fucking get it has a huge battery. Was actually okay with the six. The six was okay. The battery life was not bad. It just. I picked up one of these again and I was like, oh, like the screen better? Bigger screen? Yeah. Especially for like going on a website or something like that and reading emails. The only argument, the real argument against the big screen is one handed use. Right? So you're. If you're a person who takes public transit, you're on the subway and they got a coffee in one hand and then you can make the argument that like any of these giant phones, it's difficult to interact with them one handed. Well then the argument is the new iphone, the one that they've come out with it the old four inch. Yeah. That sucker fits right in your hand. It's timeless.

Speaker 2:          02:33:20       It's so easy to text one handed with. Oh yeah, definitely. I kind of, I was kind of lukewarm about it just because it's like going backwards. It's like what do we, you know, this stuff I get excited about is, is the innovation and the sort of the people behind it, the research development and such. And it's like anytime you see a company kind of going back, but then again, I thought about it when I made that, when I made a video about it, it's like, well if you drive a porsche, they don't look all that different. Like, well not only that, a porsche small suv it give you invented of suv and you're like, I don't want to drive an suv. I want a little shapes around. Yeah, yeah, yeah. That's kinda what that phone is. It's like a little sports. Yeah. You could make.

Speaker 2:          02:34:00       Yeah, because it's fast. It's fast. They upGraded the camera. I just, yeah. I feel like I feel like we could've seen a new design. That's all. It would have been interesting. They've had a lot of time to figure out what they wanted to do with a smaller phone, but the edgy of that old phone, super grid, big grips. It's got us a angular sort of edge. That one right in your hand. One of the slippery as phones is. Exactly. Well, that's why I like this scan. I gOt the skin. It's got texture on the outside and it would. Yeah, you're, you're, you're gripping. Yeah. Yeah. So the issue with the Next iphone, this is what I'm going to ask you, joe. There's a rumors. They're probably beyond rumors that they're going to give up the headphone jack. Yeah, that's gross. You're not happy about. No, I think that's gross.

Speaker 2:          02:34:43       Uh, cut the shit. What if you're going to get improved audio, how much improved? What are you doing? You just making things proprietary, like they're trying to sell a fuck ton of beats. Headphones when they're trying to do. And then also the problem with that is, are you gonna be able to charge it at the same time as listening to music? Is it gonna be one of the little things. So here's the thing, I had an idea, I'm just gonna put it out there because I'm not going to do it. I'm too fucking busy, but like up for a set of headphones that use that port that actually have a battery that charge your phone while you're listening because you know, a lot of people carry around backup batteries. Anyone? Yeah, anyone that's not a bad idea. I'm not going to makE it. Like I said, I'm totally a bad idea, but anyway, the point being is it's not universal, so you couldn't just be over at your friends and grab it.

Speaker 2:          02:35:27       Any pair of headphones, all this stuff you may be already invested in. A lot of people have invested a lot into audio. Everything fits with this three point five millimeter universal jack and it's been that way for god. Fifty years, more, more than 50 years. It used to be a quarter inch jack like this stuff here, which could be adapted, but essentially it's been that analog connection for as long as there's been audio equipment, so this is a big move. If the leader in the marketplace gives up on that and goes with the strictly digital connection, you can expect all the other people to follow suit because apple just has that kind of pull. well, they were the first ones to abandon the floppy disk. Remember that, and then they abandon everything. Yeah, I mean the new ones, this new laptops, they don't even have a usb.

Speaker 2:          02:36:12       They just have the see usbc port to provide power to interface with it. It should really should have to. Most of the pc manufacturers with competitive products to that mac book have to usbc ports. Yeah. Do you think that they're trying to establish the cloud? Is it to try to encourage people to upload data to the cloud? And part of it, that's part of it, but honestly not to be too pessimistic about it, but apple does have a history of this sort of planned obsolescence and I, I fully believe that at least with the next generation, a lot of people were hoping it would be this generation. You'll just see that second port and they'll go now wIth two boards and everybody runs the lineup for it, you know. But anyway, um, the two, the most controversial thing on the next version is certainly going to be this idea of giving up the headphone jack. Is that confirmed is pretty fucking close question about that. Wouldn't they still be able to let that little port the to have headphones that plug into the charging

Speaker 8:          02:37:16       port in a day in adapter? Humans are new headphones. Everyone has to go by, but that doesn't completely kill headphones, right? yeah. Oh yeah. They could totally

Speaker 5:          02:37:24       sticking, adapt, but then you'd have to have some new thIng in your pocket that you'd hold onto

Speaker 8:          02:37:29       and have to be an adaptive, but they could put out just like they put on ear buds with every iphone. They could just give you new ones that plug. Oh yeah, no doubt. No doubt. Right, but the problem is you wouldn't be able to charge it at the same time. You would have to have one or the other. I'm saying that wouldn't be wireless. ThE new ones they give you wouldn't be plugged into the port we charged into now. Right. That's what I'm saying is the exact charge. And can I get you on that? Yeah. Yeah. I know there's going to be some drawback and people are gonna lose their shit and then everybody's going to buy the fucking iphone.

Speaker 5:          02:37:58       Well, it's so convenient that it works so seamlessly with your laptop and max do make the best operating system for home computers. In my opinion. You know what? We're going to try some window shit out because razor is gonna. Send us. I heard about this laptop. Am I invited to this party or what I getting on the doom party? We're going to have a doom loop. You know what you're getting into here and what went well? I don't know. I mean how elaborate will this thing be? What kind of systems are you getting? What's happening? We're probably going to use razors. Laptop systems. They have gaming laptops that are pretty fucking financial definitely. And so the razor blade, I actually was one of the razor developers like early back in the day, in the nineties. Excuse me, I was the one, one of the guys who helped them with their mice.

Speaker 5:          02:38:47       Get out of town. You know how much credit you're getting right now. Your original raiser guy, robert krakoff was a friend of mine and he was trying to figure it out. I met him, I think at e three. Think I met him there. I forgot where I met him, but uh, you know, I was friends with like the software guys, like way back in the day I met john carmack way back during quake too when they were developing quake three. I got to play quake three, like the early developer model. You would deep man that was deep. They had their original. The razer mamba, the original. I know that my sensitivity house and ergonomically people didn't like it. They love the fact that it was like a really super sensitive module inside of it that would the sensor that would pick up the movement and it was super sensitive and high, high dpi, but we didn't like the ergonomics.

Speaker 5:          02:39:34       THe shape didn't seem right. what was wrong with the shape? Too flat. It was a really weird shape. I had like a hump in the back then it, it leaned forward to a flat front, like a duck's foot. It was real weird. Do you remember the early shane? I'm trying to remember it right now. I don't. I don't think I can pinpoint that in my head. Well, obviously people have different shaped and sized and also some people employ the claw. Yes. They have a different grip and that's how you would, I guess you'd want a different shape depending on the grip, but there's a lot of the, there's a lot of variables, right? One of the variables is do you rest your arm, the rest your arm or you were hover and you guys go with high sensitivity or you do low sensitive and quick movements and do you use, um, do you use a mouse sampling?

Speaker 5:          02:40:15       Like, you know, there's, there's like a mouse acceleration. Do you know what that is? Yeah, of course. So like if you move quicker, the mouse actually moves quicker than that. It like, it, it works on some sort of like a gyroscope or that's probably not the right word, but like excelorometer accelerometer. Whereas if you move quicker, it actually covers distance quicker than your movement. It, it helps you move quicker and then we're in find slower movements. It slows down. Some people like that, some people don't like that ending on a game depending on how you play. But for me it was first person shooters, so, um, me and um, my friend lou morton who is a hardcore gamer is one of the writers for news radio and a bunch of friends that were in my clan at the time. We got together with the razor guy and we had a land party and we all discussed, we brought in a bunch of different shaped mouse mice and we all showed which mouse we used and why we used it.

Speaker 5:          02:41:12       And I believe at the time I was using a microsoft mouse and uh, I really liked laser mice because they were, there were, back then they were, they were not quite good enough for a pre games. There were a little awkward. They weren't a sensitive. They would, they would miss things, but they wouldn't require cleaning. And the ball mice required clean not. Yeah. Right. And so we all had these different ones that we would would use. And so they compiled all of our suggestions and then created their next generation mice. So this isn't a nine days. So I was like one of the early guys that help them with a shape. So imagine all the kids out there right now with a razor mouse. I was just one of them. There's a lot of people don't get carried away. Yeah, I wouldn't. I wouldn't do that because it was a gaming mouse that one of the logitech logic tac had the best shape.

Speaker 5:          02:42:01       I love logitech mouse. I use one right now. I use the, uh, what is it called? The performance mx love. It wouldn't use anything else, but they had one that was specifically designed for gaming and it only had three buttons, but the shape of it, the logitech gaming mouse just fit perfectly. The 5:18. That was a super popular gaming mouse back in the day but could be. I mean they just called it the logitech gaming mouse. Yeah. It was mostly a gray mouse. Didn't have any buttons. Three buttons might be earlier than I'm thinking. It was kind of crude and primitive, but people really loved It because it was set these buttons for different things. Like some of them would set one of the buttons for a jump. Some of them would set one of the. By the way, I would have it, I would have the index finger would be my trigger.

Speaker 5:          02:42:46       That's how I would shoot the middle button, would be a rail gun and the far left button would be a rocket launcher, so if I wanted a rocket launcher or I'd hit that far button, who would come to me instantly and I could shoot it and then the rail gun would be the one that I would count on for like a long range sniper shot and so you have all your keys. Keys would be in fronT of uwa, s and d for movement and then various weapon keys which are really close, like lightning gun was up here, a c you would hit that, this and that for that

Speaker 2:          02:43:12       and you would configure it based on what you would like. And so there was. Yeah, that was one, but that was not the one. This is a, this is probably right, but it's a fun one from the 90th. But yeah, no need but pretty. That's pretty dope. That one right there, the. They have tons of buttons now. Like the performance mice now they could have it. Nevermind the ones for those massive multiplaYer games. Yeah, those guys are crazy. Those mice can have like 30, 40 buttons on it to trigger certain behaviors. I don't know. I'm not an expert in that space. Those game scare. The shit out of me really is massive. Multiplayer games are the ones that just suck your life on. Oh yeah. Those. Those people would just vanished from the world. You know what is going to happen with those people when they get a little something like this to this box that we have in front of us.

Speaker 2:          02:43:59       Louis and I were playing with this before the show and we had the gentleman in that helped work with it. yeah. Let me give them a shout out. This master of shapes on twitter. These, these guys, they create mostly vr experiences, but this headset here is actually an ar headset and you may have heard of it. It's caLled the microsoft hollow lens. Essentially you've got a lens in front of you in a fairly narrow field of view, but what ends up happening is you have this digital representation that's overlaid on your own physical space. That's how I would describe it. You tried it out, joe, why don't you, uh, give us some feedback? Well, right now it's kind of crude. Um, there's some holes in it and these are just developer kit so it's not meant to be a polished consumer product, but it's pretty, it's pretty revealing as far as what the potential is and we're in for a wild ride in the next 20 years.

Speaker 2:          02:44:55       What we're Seeing with this is a kind of a crude version of virtual reality in a video game where things are coming at you, but you know, they're bullshit. They don't look real, you know, you're pressing a clicker. You can shoot them out of the air. It's kind of fun. My interest in gaming perspective, I still think uh, the vr experiences are a lot more immersive than, than something like this where you can still see your surroundings. Exactly. When you put the headset on and everything is gone and you're doing like some zombie game or some shit. And I was a. So I was playing with the htc vive recently that most people are saying that's the one to get for vr headsets. Really? Yeah. Over oculus rift. Yeah. Just the way the tracking is done. It's, it's a very smooth experience. They've got controllers that come With it, that map against the headset itself. There were, they're wireless. You're still wired into huge gaming pc via your head, but it's kind of cool. Some of the demos I did have a, they have these digital walls that you bump into so you know, the sort of limits of where you can go. But some people have done some really interesting things. Um, if you can bring up jamie into the void. Have you seen this yet? Okay. Should I say anything or should we play the clip? Okay.

Speaker 3:          02:46:10       Play the clip into the void. Yeah. I'm curious as to if someone is going to develop something like those laser tag warehouses. Oh my god. How the fuck did you just nail it? How did you just nail it? That's what we're about to watch. Somebody in salt lake city built this experience where you have this pack on which if you get shot, it's like a. It's like an actual physical. I think we have talked about this before. Did this come up? I feel like this came up and one of the red band podcasts I'm looking for right now. Or just void. Something called the voice. Yeah. Yeah. That might be it because if you can establish, if you can get a place where you have this enormous warehouse space and then in that warehouse space you said it like if you ever play paint ball. Of course I played paintball wants in boston. There's this place in linn that had these black lights and it was a warehouse you would run around. There's boxes and those barriers and shit. So here it is right here. Okay, here we go. We're dream because we become reality. Okay. So this girl is walking around and there's actual walls and she turns the corner and she's in some fucking magical land. So the computer in this case is in the backpack. So you're completely untethered. oh my god.

Speaker 3:          02:47:22       And so they've constructed all this stuff, unparalleled visuals and body tracking, and so you're wearing a suit like an x men type uniform and it's got sensors on it. Virtual worlds built over physical environments. I do believe we've talked about. This looks a little familiar. Yeah, we're getting to this part of it. I don't feel like it looked like. No, I feel like this dated version of what we've seen that I think they've actually launched now. I think you can actually go do it. It's not just a concept for d environmental effects. So you've got air that blows on you yet know to go along with what's happening. Wow. Water, rain, explore with and play against others. Whoa. So they wouldn't have to be mapped in that physical space as well. Well, at least you're going to move around a little and get some exercise.

Speaker 3:          02:48:11       I kind of liked that. I liked the idea of actually holding a physical gun and being have, having to aim a physical gun. Give me some hand eye coordination. And by the way, of course this is how they're going to train soldiers now. Oh yeah. Big time. They're going to get people that are really good at doing it this way and they're going to train them for the battlefield. This is wild man. Oh, jesus christ. Doom. Yeah. You can imagine if when that thing grabbed hold of you and your vest is gripping you tighter and you're feeling the physical surroundings, that's going to hijack our our sensory system. Big time, especially when it gets better and better. Whereas like it's more and more reactive like you could feel it in very specific areas of your body. If something grabs your shoulder from behind you turn it actually has his hand on your shoulder and the thing is after, you know, people grow up with those kinds of experiences. How the fuck are they going to go to the movie theater and just sit there? Then not. Well, the move is going to have to ramp it up. That will be.

Speaker 2:          02:49:08       Yeah. That'll be the equivalent of what it is. Maybe disney, maybe the neck, maybe some star wars down the road. You'll be in it. Well sometimes though, you just want to go to the movies. You know, you want to go on a date, eat some popcorn, and sIt down and relax. Although I think that, I mean those experiences, who knows, who knows if the next generation will give a fuck about any of that. They don't need a date. They don't need the popcorn. They don't even need a date. No, that's what I'm saying. They got it all figured out, man. They don't need to leave the house. what is our personality like? The collective personality, human beings, how much is it going to be affected by robot sex slaves on hundred percent. One hundred percent. No one will compromise for anYthing. We will. We will. We will be such ugly motherfuckers, dude. Or be like completely uneasy. No, not at all. I do not think so. well, where are you? You want to weigh in there? We're getting real close.

Speaker 8:          02:50:02       demolition man. I feel like all the things that are happening with that taco bell is going to become everyone's favorite meal. We're going to have to be what it was in the movie. Oh, three shells to wipe our Asses and no one knows what that means. StIll. And go ahead.

Speaker 2:          02:50:15       Yeah, or the matrix or whatever scifi film you choose, but under ultimately I think we're just becoming. We continued to have a smaller slice of the pizza and the digital realm, the internet, the data realm continues to have a bigger slice of the pizza, so as long as that continues in that kind of a direction we're going to, we're going to become more and more passengers and less and less drivers know. And of course that that's happening to look. I'm sure you heard about the model three. Like they, they moved so many fucking unit sight unseen. Like can you imagine buying a car without seeing it? These people teslas are so proven though and it's elon musk. He's like literAlly tony stark. Exactly. But all that stuff, all that hype around it, right? It doesn't come easy. It's all part of kind of a perspective.

Speaker 2:          02:51:11       They represent somethIng bigger. Like in so many ways. tech is like our god, we worship it. [inaudible] like this is evidence of that in my opinion. If you're gonna buy something without seeing it, that's the ultimate fucking cult, the ultimate coercion, but you're only buying it from an, a massively proven brand, 100 percent, 100 percent. But it's like, do you have many people do that with porsche as well? Listen at with iphones, with porsche has a model are that's comIng out and it's actually very retro. the porsche model, our is so spoken for. It's a nine slash 11 with a gt three engine, but a six speed manual transmission and no, uh, none of the terminal.

Speaker 2:          02:51:55       What am I looking for? A aerodynamic like spoilers and shit like that. It looks like a regular nine slash 11 and all the aerodynamics is sort of built into undercarriage of the car in order to keep it down at weight. Interested in what they've done is made a very retro type experience. what about our electronics? Like, well, you could shut all that stuff off this car there. There's so few of them that they're selling this car now for a million dollars. This is a regular fucking nine slash 11 that just has like retro capabilities and it's going for, people are selling them sight unseen for a million dollars, but I understand it at the high end because at the high end this is not car number one for most people. You know, this is like, yeah, on a whim, whatever. I have some fucking money burning a hole in my pocket.

Speaker 2:          02:52:39       In the case of the model three, that's a $35,000 car and he wasn't that more understandable then. How so? Because there's less of a risk. No, no, no. I'm talking about volume. So I looked at their numbers and then went and referenced it against like what about honda civic? What about, how significant is this number? Like I'm sure porsche is only gonna. Make 50 of those, you know, I don't know that many. Many for north America. Yeah. so in those cases you understand it like it's super exclusive and probably make like 911. That's probably what they'll do. Exactly. And number one and number nine slash 11 will be worth the most and whatever. But in this case it was like, like there's not as much as it can be learned from a sort of small experiments like that, but there's a lot more that can be learned from when you're, when you're moving half a million cars because then it's like holy fuck, this is now an industry trend.

Speaker 2:          02:53:26       ThIs is not like some outlier. And so when I saw the numbers and I'm like, holy shit, like honda only sold this number of whatever last week. Now we have this significant. We kind of have proof of concept in a different way now. Yeah, I definitely agree with you there. I think that the proven brand of tesla has gotten people so excited about what this guy's capable of with a smaller, less expensive car that like the price of entry for like the model s or whatever it is, expensive run 80,000. A little too much. Yeah. So when you come around with $35,000 version of it and it looks pretty dope and it has that big laptop screen just like the other ones do. Like people just jumped in. Yeah. Oh yeah. One hundred percent. but the part that brought me to tesla in the first place was just the autonomy of them [inaudible] they're completely capable right now of driving themselves.

Speaker 2:          02:54:14       They do. I have a buddy who does it. He gets on the highway and texts. Oh yeah. One hundred percent is drives and. Well apparently the bmw seven series does the mercedes benz, but they might want you to have your hand on the wheel. It actually asks you to have your hand on the wheel. To me. Still a little bit of sentence. I know. See that's the thing is obviously there's gonna be some friction between where we're going and where we're at and how much control we're willing to give to these two d systems. But, you know, getting back to the pizza thing, it's like that's a huge one if we're willing up to, if we're willing to give up control of our vehicles, I think we're also probably willing to give up control of a lot of other things. And you know, uh, I'm not sure if we talked about this before, but there was this really interesting.

Speaker 2:          02:54:56       Was it where did they, I don't know if I read it or if it was on a podcast or how he was relating to facebook in the early days and how one, the biggest issues they had with people getting tagged in photographs that didn't want to be tagged and so they had a. They did this kind of test where they were like, well, how the hell do we get? Allow people to get taken off the photograph without having to go to their friend and saying, I don't want to be tagged in that photograph because that was an embarrassing thing to do. Right? And so what they did is they put in the stock answers like that you can send off to your friend, like select abc, like I don't, I don't want to be in that photo, or I look stupid or whatever. And the second that they made it a multiple choice way, more people began, began to use it because they didn't have to come up with their own reason.

Speaker 2:          02:55:42       They felt like it was more accessible. So humans are low friction, like we're lazy as fuck. And many times we get overwhelmed at the prospect of having to come up with our own, I don't know, our own method for dealing with the awkwardness of life. So if you can imagine in the future if these things are phones and the systems we interact with, get really smart at figuring out the correct responses for certain inquiries. Let's say a girl texts you and she's like, hey man, meet me at 8:00 PM or call me later. What if your phone knows better than you are than you do at what the correct response is? If you want to sleep with her later, like here's the 50 percent likelihood if you say this, this might be the outcome, but if you say that you understand where I'm going with this most sorta, but that doesn't take into account personality and the playful nature, the people engaging into account, how that's attracted it takes into account nothing of that.

Speaker 2:          02:56:36       Okay, but you and I are fully aware of that. Facebook has this exorbitant amount of data to say people aren't doing that. People prefer to have the fucking stock response. Look at emoji. Where the fuck did emoji come from and now everybody's like, it's like there's a face for everything, right? Used to make your owN fake ones on your character and Before that you didn't do it or don't do that. I don't use a mobile as well. A way they blew up. Everybody's using them now as this alternative form to expressing yourself with the tools you have available beCause they're defacto. So tHere's something accepting about seeing, answering a multiple choice question versus one that requires more input from you. The same reason people jump to conclusions when they're building a response or a perspective on any of those issues. And I, I envision a future.

Speaker 2:          02:57:25       I mean if you've ever used any of the wearable devices, I'm not wearing one right now. The fucking bother me way too much. This is just a g shock. It's a plane watch because these things like I don't understand how that's helpful to be quite honest. It and interpret it interrupts more than anything else. It's like the objective was what to get me to look at my phone less, but now I'm, I'm, I'm flashing you in the face every five seconds. Like they'd really didn't solve the problem. Maybe we have to figure out how to use them better, but one thing I noticed immediately on the apple watch when I was experimenting with it was the auto responses for questions for text, for anything, it would have five or six options. How to get back to that person and maybe none of them are perfect, but just the easiness of it is why you want to interact with it.

Speaker 2:          02:58:08       You're like, oh fuck, maybe I'm not late because I'm at the grocery store, but it's easier than pulling out my phone and telling the person where I actually am. How far away do you think we are from entire conversations take place with predetermined questions and answers. This is what I'm talking about. I'm saying that pizza is shrinking and our involvement in any of this, the meaning of any of this is becoming less evident. Eventually it'll be computers talking to computers through us and then we'll just be the vehicle for the delivery and what will be the thing that helps it get to that point. Well, isn't that the thing that people were worried about more than anything anyway? Is artificial intelligence and what better way for artificial intelligence to emerge then to convince us to stop using our own? Yes. Yes. It's an interesting. It's an amazing hack that didn't get plays on our own inability to put in work well.

Speaker 2:          02:58:58       It also, it reduces variables and it cuts down the unlikelihood of success. It cuts down on all the possible pitfalls and mistakes and chooses a much more potentially successful scenario. Yes, and this is what's going on on the web on a daily basis when you're on youtube and that next recommended video comes up and it catches your attention that this fucking thing, inaction and it works and they are the smartest people in the world of engineers sitting around day and night, ab testing what works on joe rogan, what works on this other person, and then hyper focusing in on the success stories and finding the things that are universal and ultimately what we ended up finding out is that we. We all think we're so fucking unique yet our behaviors sake, the complete opposite. We all do. The shit we're expected to do was so fascinated that no one saw any of this coming either like 10 years ago.

Speaker 2:          02:59:51       no one thought that that was gonna be a real issue, that you're going to have a bunch of predetermined answers to a phone call coming in. How do you respond with a text? Yes. It gives you a bunch of options. Yeah. Nobody. Nobody thought that. That was like a slippery slope. How about this? How about how do you trust that? Anything you're going to be like, fuck, is the robot talking to me again, or is it actually you this time? You know what I mean? You imagine having those conversations with your loved ones, your turn, your turn, your robotic responses off, right? Because what about getting back to people? Right? I suck at it. What about robotic robotic responses that mimic the way that you talk? Yes, because they're analyzing your keyboard in real time and making suggestions already. You're already pulling the data know, but the thing is, we know we're lazy to begin with. Now if we can get this system in place to auto response, I can't even get to all the emails I have right now, so if I can turn this guy on when I'm not available, this responder answering emails for bingo. Oh, if you could download your consciousness into a robot assistant that knows exactly what you would say. Robot version of me.

Speaker 2:          03:00:56       Is it me saying it though? Nope.

Speaker 4:          03:01:00       I don't know.

Speaker 2:          03:01:02       What is key here? then you're getting into like the whole, what is consciousness thing is like, I don't even know if it's transferable. If it is transferrable than it would be you, right? Is it essential? Yeah. Is it necessary or are these emotions and all these things that we're clinging to we hold onto so dearly, or are they just artifacts of our ancient primate ancestors? One hundred percent. Definitely. I think the cool part of this, like the weird thing to identify is how our physiology has been kind of the system for the distribution, like our own. We talked, we started off the podcast talking about entitled people talking about that self centric emerging kind of way of living and you look at these things. That's what they needed. They needed us to develop into those people. We had to become dependent on them. We had to have everything we wanted to see available on a win. For us to become the person necessary to continue this distribution process, we had to rely on it. We had to stop relying on ourselves in order to enable the reliance on something else.

Speaker 2:          03:02:05       We shut down our own sort of our own sort of response mechanisms for a lot of. I wake up in the morning and this fucking thing. I pick it up, yeah, I pick it up and I look at it and my fucking neck neck is cranked up and I'm in pain and why have I not had a coffee yet? Why am I not on my way to work? Why am I not making something that I get incredible amount of fulfillment out of? There are, and again, I think a lot of people aren't willing to admit this. Nobody ever wants to in it and it's something has control over them, but like in this particular case, there are plenty of times where you go, why am I looking at this right now? And I'm still looking your check. SomeThing else booked size and a lot of ways.

Speaker 2:          03:02:44       Well that's why a lot of people are flipping a flip phone. Great transition. I have a phone in my office right now. It's called pumped. Bring up a picture of this thing. Pumped. It's made by a company in Denmark. It is the intentionally modern, nice to look at dumb phone for people trying to get off the system, bring it up, whatever happened to discipline c. Is that fair? Is it fair? Sure it was. You leave heroin out. Are you going to shoot heroin? I don't shoot heroin. Well, here's the finish shoot heroin. I have discipline. Yeah, I'm sure it's wonderful, but the heroin addicts, it's right there. You can't have it right there. What happens? What happened when they put a. What was that study? That cocaine in the mouse studies. No, good. No, no. Here's why. Because it's in an artificial environment. Oh yeah.

Speaker 2:          03:03:28       They were pissed. They were depressed to begin with. Well, they're in a cage and they're in. They're being stared at by people. If you take those same mice and you leave them in the woods, they wouldn't be at be happening. Woods, mice, but here's the thing. You have data and you have opinion and in in big, big fucking digital companies, they value one way more than the other data and the truth of the matter is that people can't, can't keep away. Right? Whether, whether we want to argue it to the, you know, it's like we are the proof. The evidence is out there. It's hijacked or curiosity and with every click, something fascinating may come. Even if it doesn't. There you go. Even if it doesn't, there you go. So it's like discipline over what? Discipline over the way we think about everything. You know what I mean?

Speaker 2:          03:04:12       It's like we just have to recognize when it becomes a problem, stop using it that way. Yeah. But I, I again, I think that's like a. That's not going to slow it down. Slow it down for everybody. That's for sure though. Were most people the sort of mass, the mass movement continues on and find this punk thing and we find it. Oh, it's p u n k t, sorry. They're getting fancy with. What can I say? They're from Denmark. Maybe that's how they spell it. Yeah, it has. It has battery life for like two weeks. It doesn't make phone calls, you know? Anyway, that little guy right there, punkt phone launched at the london design festival, let's you call and text. It also has nice buttons and it's easy to hold and that's about it. Okay. But the texting even is that old school method of so you're not going to want to.

Speaker 2:          03:05:07       Yeah. You press four times to get a z. Yeah. Yeah. But see, the weird thing was for somebody who wanted to make this statement, you had to go by like literally some old device. Well here's a new one. It's a modern design, but it's intentionally done. Yeah. You know what this, you know what the designer is saying about it is like they're not trying to convince people to quit what their smartphone. They're just saying, hey, put a sim card in it, set up, call forwarding when you go on vacation and don't. And just don't take this. If somebody really needs you, they can get in touch with you, but otherwise you're not going to have that poll. And so I haven't cracked it open yet. I'm going to do a challenge. well, I'd like a flip phone better than that, honestly. Just as flip phones, you can shut it to hang up, which is called hang up.

Speaker 2:          03:05:54       It's pretty cool. Yeah, I mean that was. I missed that click. Yeah, her couch flip phones are cool. Don't get me wrong, I had, I had a flip phone too. I don't know why they took that particular approach. I just think they're interesting because they're the. They're making that statement as opposed to like the flip phone marketplace, which is just like old leftover phones. You can have discipline. Maybe I'm old school, just one such thing and I like it. I use discipline. Listen, I think discipline is fucking incredible. It's one of the which one of the greatest characteristics a human being can have, but I didn't say. But you were ready to use it. But no, I mean when it comes to phones, I think we have the evidence. I think we have the evidence. We even you, I believe you have that moment that I spoke of. Oh, 100 percent. Yeah, definitely do. So where's the discipline that when I realized that I put it down right, but it's too late. He already got you already clicked, but joe and then I realized the next day and I don't do it. I check my text messAges when I wake up. I look people I care about that actually I have my number, I look at that, check my emails or anything super to have to get to and

