Speaker 1:          00:00:00       I got to high four, three, two, one.
Speaker 3:          02:04:59       Everyone's free and clear. It leaves the green rooms. I've been part of. Nobody has a problem with Yukon. Amanda Monacan? Nope. Not In the UK, but I mean even in America if you will, that the guy I've really as a con, right? Like, sorry, you looked immediately San again when you said that. I'm just, he's looking at me, he's not a and I'm just trying to bring them into the conversation. Like if you're, you mean pull him out of his fucking laptop a little bit, but you know, owns. We're all talking. We're friends. Like Saddam Hussein was a cunt. His kid would cons his kids. I heard there were cuts those sons. Nobody cares. You could say that the two. I don't know. He might've had other sons. I don't know if they're kind of shift. There were two cousins who was one of them, cuts. They apparently like would find people where they were getting married.

Speaker 3:          02:05:47       They would take the broad raper and then they would feed her two dogs. Well that's a little calendula. They were off the top evil over the top. Whoa. Yeah. I read that and I had to stop reading. I was like, okay, I can't go on with us. That's another thing about aging, not giving a fuck, but also giving more of a fuck. We were kids were the same age. We would watch all that faces a death. Couldn't get enough of it. Now I don't want to. No, no, I can't watch that shit. Did you try that Steve? You know, of course. Looking at it, I'm like, he cracked that. He's never going to drink it. Never going to drink it. So good. It makes my dick hard. Thing goes all sugar free and she, she, she used to like get a diet coke. We're going through a drive through diet coke and they pressed the little thing on the top of the to show you which one's diet, which ones? Regular check this to make sure because she knows how much I hate artificial sweeteners. Tea, I don't want to know because I don't drink that for the aftertaste. Never leaves your fucking mouth. Stevie is no different. Splenda, what's the sucralose? It's awful. If you just try this for me. If you're thirsty, diabetic and you pull up to the Wendy's drive through at 1:45 AM, what percentage of the time do you get a giant Vat of sugar?

Speaker 3:          02:07:13       If you like extra large diet coke. That's it. Okay. Don't at least one out of 100. You're getting Nevada sugar water, right? At least 100 mean. I'm assuming. It's kind of like in restaurants. They don't bring anything other than DECAF. After 8:00, I think the dude who's monitoring that thing is gonna slip on a of his own drool and slammed his head into the regular coke and it's gonna. Fill your shit up, but something that's going to give you a seizure. That's what I think. I'm going to fill that fucking thing up to the top. Very little eyes. Oh, this is where I was going. I fucking had a thing I was going to. Oh, this is about Hennigan. Yeah. Last year, a year ago. A little bit over a year ago. End of the world podcast. Oh know. I don't know if I've seen you once since then. I think we saw each other once you came to the store once you'd been back on here.

Speaker 3:          02:08:08       I think, I don't know, maybe maybe the end of the world podcast. I was not in a good place to say least, but I will tell you one thing that I said to all my friends, I said, I admire the fact that you push through it and even though you were like a little bit like flustered, you were still gregarious. I can't watch the video. I'm sure you were in a weird place. We tell everybody why, and my Gal Bingo had just gone into a possibly terminal. She had a seizure, fell down, smashed her head on the cement, life-flighted in a coma. She might not make it. If she does make it, it might be worst than not making it at all. And I said, uh, I didn't know how to handle that. Fuck, I didn't know either, but I made the decision since it happened during her 40th birthday party.

Speaker 3:          02:08:58       So all of our friends and family were at the house in [inaudible]. It happens. So she's surrounded by all these people who took a week off to be there for a five day party. They're there. I can't help her. She's in a coma. Me Standing with the family, staring at a half corpse is not going to help bucket. I'm going to do this thing. This is a big deal. And it was a huge. Them epic Douglas. Fucking amazing. We were there when Doug, Donald Trump was elected president and bill burr might've had the greatest podcast appearance of all time. It was like, it was like one of them, Michael Jordan, things that you would walk your kid and you're like, what the fuck? It's how he, his whole heckler youtube thing in Philly. That's him. And now he one upped it by doing the end of the world podcast fire.

Speaker 3:          02:09:50       It was on fire. I mean, he was on fire with a point where everybody's stepped back, except who was the gal that had a different Sarah? I don't know if it was all because of Brian Hennigan. Exactly. So this is where we're going because I wanted to name drop Olivia grace. She's hilarious. Fucking funny. She was like 17. Yeah, she's, she said she started once. She's 18 now she's 22. She just did a show up my house. They were just on tour that lend a. God dammit. I can't remember something Jewish. Uh, with the first name June with juicing. Oh No, they're on tour. Fuck, I'm sorry. Julie Guy. Julie. Julie. Uh, they were both funny. They showed up. Julie

Speaker 4:          02:10:35       goddamned look it up, find it somehow. Olivia grace's twitter, she's on tour. Olivia grades. So they come through, they had a night off and they stayed at the house and we forced them to do a show. Oh, it's sounds like great. I don't know if that was Thanksgiving or what. You forced them to do a show. Yeah. Well she's going to have to watch me jerk off in 20 years doing a show. Forcing someone to do a show is going to be the new rate. Eric Friedman, Eric Friedman, Julie, the first names. Not True. Anyway, they went up, so you have original soul rock Kenny go up and do rapid burst, so we'll have a little stage in our little fun house where we do our podcast that we. We can make it a show like that and it's always the best audiences. Never as a shell failed there.

Speaker 4:          02:11:19       They're always great because my house yet, but my. The people that come to my house, don't. They couldn't name their favorite comedian because they don't know. They'd go, Whoa, Jim Belushi, Zio comedian. Still they don't. They're great. They killed. She fucking crushed. Cool. What she told me, let's get back to the end of the world podcast. I had told Hennigan, yeah, we should probably have some kind of diversity. This is before that night deal. Well, now when we were planning it out, what it should be that night, I'm fucked my head. Is My lady going to live or die? Why am I here? I shouldn't have done this. Let's make the best of it. I go in the bathroom and the shower some for some reason they have a shower, the back of the comedy store and the Green. So stupid. I would go back there and I'd fucking fall apart crying and then I come back out on stage and try to keep it together. Well, Hennigan is still thinking. I told what we need women on this. It's all white men, so he's just. He has no discretion. He's just getting any woman and forcing her onstage and you're going, what the fuck? Why isn't I know that I was. No, no. You didn't know. You were saying why she. I go, I, it's probably my fault. I probably. Why your manager saying we need women. While that's probably. I probably said it, but uh,

Speaker 2:          02:12:50       here's the thing that's important. Most of the people that you had on that day is that, that stage, whether it's bill burr or whether it's Bert Kreischer or doug or me. Jeffrey showed up at his kid. That was the weirdest thing was that was weird. He came on stage with a little kid and we were like, hey man, you can't. You literally can't do this legally, like legally can't do this. I can't say it's okay to do this. We can't talk about the same things that we were going to talk in front of your kick and create. Like if you have your kid on stage and Doug wants to talk about anal vibrators and like it's the hardest he's ever come and the, the, the Gal was drowning and gagging, but it felt so good. He's like, how long does it take before

Speaker 3:          02:13:32       you can resuscitate someone with no brain damage? Like what if she blacks out from all the comments coming out because there's this vibrator back in front of his kid. I don't want to. Let me get the point and let's go back to this please, because Olivia grace, when she was down in Brisbane, she said she was there that night when Brian Hennigan was scouring the audience for female comics. She's lost. She's very boyish. She has a very short haircut. She's very boyish and he say, no, we need female comedians, comedians, and he, he tapped her and he went, not, you moved on. You're a piece of shit.

Speaker 3:          02:14:15       Olivia, if I did that, a discredited. If there's a better story, should have brought her out. You're fired anyway. From the production of the end of the world part two. Um, let's do another one when you want to do it. We have to find. I've been looking for it since you said that. Let's do in January was due at the comedy store in January and let's just find some random Tuesday. It bitch. Shut the fuck up. Who let this guy talk? It'd be good if you had somebody to swimming or some blacks. Do you have any people of color? We can visit the podcast, which. Oh listen, you're not adopted to America. You're influencing art. How dare you?

Speaker 6:          02:14:59       That's due to the nursery of the dod. Perhaps we should make this podcast comprised with. Sure. Sure. You just want to be in Islamophobia. It's gonna be on Youtube. Don't want to ruin the desert. New ideas in the middle of the desert. We need equal parts, vaginas and credences. Doesn't matter if one of you are. Come on. We got to avoid criticism at all costs. Last

Speaker 3:          02:15:48       I again, I take credit. I was probably the one who said it. No. Say it's my fault. I fucked up. I shouldn't talk to everybody beforehand. There was no option to talk to the security guards and said don't let anybody back here and no one gets on stage unless doug and I say yes. Tell Hannigan shut the fuck up. I know. Only from hearing secondhand. Even though I was there, I knew there was whatever that girl was. There was a Santana. Morgan Murphy was already. He's amazing. He doesn't look down on like Sarah Tiana too. I wasn't there when the issue happened, but she apparently had some issue and it was, it was a non. It was done. It was all not a humorous discussion. It was like a sincere know how bad it was that Donald Trump was going to win and how bad it was for women because it was right after the grab them by the Pussy video or audio.

Speaker 3:          02:16:38       So there was a lot of shit going on, you know, I wasn't there. I'd gone to the other room. I did a set in the or and I came back and everybody's like, Oh man, you missed his crazy blowout. But she and Bill Burr and Sarah Tiana. That's my point is that is not a negative or a deficit. If there's huge blown up conflict and the broadcast people. Actually that's not what we planned. You're right. People will click on it because they heard at some point there is a big blow out as long as we can keep Sarah Tiana off twitter for a couple of weeks. I definitely don't know or I don't want this to her, but I mean reading the people that had commented on it, like some of the people were like particularly fucking mean when they commented on it. I'm like, okay, okay. Everybody relax.

Speaker 3:          02:17:23       Bingo. Put out a book. It's not a book. It's a. She won her first mental institution stay when she was 50 1:50 against her will when she was hardcore. Crazy before we get together. She wrote like a Anne Frank Diary in the moment of what's going on and she put that out as a book or Anne Frank's diary and you know, Bingo. She's a soft touch and you can't read comments. Oh yeah, you're not strong enough people on the Internet. This is going to be someone who's a fucking ass hole, so just don't go there. She does. Eventually someone's going to be a fucking cock sucker and you're not going to be able to handle it. You're not like us. I have a hard to. I won't look at fucking youtube comments. I don't want to know. You know? Well, it's just not. Here's the thing. I wish everybody was cool and there's a.

Speaker 3:          02:18:20       there's an absolute reality when you do, you put out as much content as you or I or a lot of us is going to be some stuff that you like and stuff that you don't like and it's just going to be styles you like. There's certain people that don't like someone. Someone in the other day online. I showed a picture of me and Dave attell and they're like, fuck that guy. He's never funny. I'm like, Oh my God, you can exist. I'm not. I don't think you should die, but I can't talk to you. I just can't. I just don't. I don't know. I just, I got done watching David Tell for 20 minutes the Improv with a half a crowd and I was fucking literally crying it me to do comedy again. It was wonderful. It was a break. I got to be an audience member. It was amazing with somebody out there. It was like, fuck that guy. Does he? What did he say? Fuck. That guy was sitting next to me in that room that night, man. There's no way. There's no way. There was only like that might've been 60 people in that room and tell was destroying. I mean destroying. I was like, you can't say fuck that guy. If you watch that. It was so funny. I. It isn't often the case. I handled the steps

Speaker 4:          02:19:28       with Doug's audience. Do you hate headphones that are hurting my fucking ears? She gets can swap out fucking sweat. Is it the case that there's somebody who's like, one of Doug's fans who's like, I'm helping Joe by saying get rid of that guy because I just want to hear a few gaps. The problem with the last comic standing is people go, oh, you're a way better than so and so. It's not a competition, and should they do that in your face? But they'll do it to you. They'll walk right up to you and go so much funnier than that guy. The guy that you brought out of your own pocket because you thought that this guy should be known to your audience. They act like this opening act was forced upon, you know, I brought him out of my own pocket because I thought you would enjoy him and he needs to be seen and you're fucking.

Speaker 4:          02:20:25       I like that you do that. You do that. Like I do that. I think that's super important. You know, bring guys like Brendan Walsh out on the road and all these dudes you bring out and tell people about them. But that's a, that's a big part about this era as opposed to the old arrows is that I think this era is more supportive. There's more opportunities so people don't feel famine, you know, don't feel like, oh, we one guard can be the host of the tonight show. But that's not a thing anymore. Like if somebody offered me the tonight show, I'd be like, what do you want me to do? You want me to go and fucking talk about shit I don't want to talk about for like how, how, what do you think happens if you make more money? We didn't have Ferguson last night.

Speaker 4:          02:21:04       Ferguson, where the line is a segment where the riots took place. No, no. Craig Ferguson. We did his podcast last night and I told him, I go, I hated you when I first saw you because I don't watch late night. But if I was flipping channels and I saw you for a minute with your accent and getting your face into that like Fisheye lens thing he would do in his monologue. I didn't like you until I heard you on stern and I all of a sudden he was a human being for an hour and 20 minutes. He's a guy with good stories and he hated. He is like no one would accept the fact that he did not want to do anything else. They're offering them other projects. He's like, no, I'm, I'm good. I'm done. Well, you know, holly, we quit. Quit. I mean nothing. That's the greatest thing about his decision making.

Speaker 4:          02:21:53       Like he's like, I don't want to do this anymore. Now he does stand up and he just did a Netflix special and he's doing a podcast because he goes, I got to do something. I didn't want to talk, but I don't want to do it by their rules and no one believes when you don't have that Kinda half the through line of the book is when you, I want to do what I do, but no one buys that. You don't need to be more famous. I don't. I, uh, I did to plant little of eggplant and I don't like it. I know I don't want more

Speaker 2:          02:22:26       excellence. Delicious. With stevie on it, fucking eggplant Parmesan. One time my mother tried to make it and it was so grotesque that when she's saying you got to eat it, and then when she tried it, she goes, all right, I'll give. Give me all your plates. This came out bad. Sorry. Well maybe that's what it was. Maybe if you went to Trenton yonkers or something like that. If you don't like a little bit of fame, you know you're not going to like a lot. So it's not like. Well yeah, I think you like a little bit. Let's be a little bit and I think a little bit is good. I think it's all good as long as the numbers and manageable and you can stay yourself. I think the real problems when you go. Look, here's the best example, Michael Jackson who has never been a better example in the world of toxicity due to celebrity status.

Speaker 2:          02:23:15       Like you hit critical levels. You hit some three mile island shit. You hit some Chernobyl shit. It's impossible to maintain the amount of energy that's coming your way as a normal human being. I mean, you don't have any unique DNA that allows you to deal with the idea that 300 million people know who you are or more Jackson Swath of your clothing Dna out and put it in a petri dish and make a fucking cloning it and frame it and put it in their man cave and there's a bunch of people to think that maybe you're molesting kids and you've got to fucking amusement park in the backyard and you're literally losing your mind and you tell a guy, hey man, I can't sleep. I want you to analysts anesthetize me every night in a fucking tube. Just put, put me in some fucking crazy hyperbaric chamber and pumping the gas.

Speaker 2:          02:24:03       I mean, this guy was off the fucking reservation. There had never been anybody that famous before. He was literally the guy with the candle at the end of the universe going, oh my God, I think there's. Keep. See there's more room. There's no one's ever been here before. No one's ever been that famous. What happened? He went crazy. He went completely insane and died young and no, and nowhere between 1990 and 2017. Does it look like any of what's happened to him is manageable? It's like he's running down a hill, like tumbling down a hill and he's okay for the first decade. Maybe the first two decades. After awhile he's just getting chewed the fuck up psychologically. Physically he keeps getting more plastic surgery. I don't think he was ever very stable. Psychologic. Oh No, I don't think so either. I mean, I don't know, but if you ever seen that document around them, it's fucking love.

Speaker 2:          02:24:57       That documentary is the first time. This is it. This is it. Yeah, it's amazing. Earlier again, I don't know. Music to watch that you go, oh, this guy really didn't know what the fuck you was doing. I just don't get it. He was really brilliant. I just think the songs suck. Well they suck, but in terms of like what you want to hear right now, look, everything requires context. Right? Like if you were. Do you remember when I was a kid, and I remember this really clearly because I was in high school and I was living at home and I was listening to Debbie, a C O Z in Boston? No. W fnx. No, no way. Jose. That was right. WC O Z and Boston. It was a radio station in Boston in 19 eighties is rock and roll station and the guy came on who was a DJ.

Speaker 2:          02:25:42       I wish I could remember. It wasn't mark Parenteau who's like the big ones in the morning, but the guy came on. He played Michael Jackson. He played a Michael Jackson Song. Yeah, I think it was beat it and he said, look, I know this. No, he played Billie Jean. He goes, I know this isn't rock and roll because it's so good. I have to play. And he played it and he played billy Jean and I remember it was no twitter back their book and with this anchor music. Well not only that, this guy was a real dj. He was like one of the last of the real djs. They could literally decide, hey, I just heard this man Jack Umay. Yeah, this Lou Reed record that you fuckers have to hear from the beginning to the end. I want you to listen from the beginning to the end, so I'm going to play this.

Speaker 2:          02:26:27       You know, you hear Bruce springsteen when he was like 30, you know, like beginning to the end, you know, those days should do that. He used to sit there and listen and you'd be he that doesn't exist anymore like that and there's too many. This is one of the problems with money, right? There's problems with trademarks and the ability to put things on youtube and whether or not you can get credit for this or put that up, but that up like a radio station if just wanting to appear right now and pr and do like that kind of a thing. It probably be almost impossible. Like how many radio stations are there in the world where they would let you just play a whole brief bruce springsteen album from the beginning to the end. Terrestrial radio at this point

Speaker 4:          02:27:06       probably play child porn. Just soundtracks and no one's listening anymore. Do you still do like no uber in the morning when you have to promote a Gig? I don't have. I don't, but I miss some people. I Miss Kevin and being johnny dare in Kansas City. Ms Dot that guy. He's like, you didn't have to do it, but Johnny Darren, I have enough of the history. So when I went to Kansas City, I got there the night before. I said, all right, if I wake up at 6:00 AM, which I did, and we went down just for fun and we took over morning radio and Johnny dare in passing. He's like, he knows my house is all weird. So he's showing me pictures of his house and he's got all sorts of fucked up weird kind of things. And

Speaker 4:          02:27:56       what's his name? Patrick Mcgee. Oh, like, no. I go, uh, my, my tour manager Greg Jaylee does ghost ride. He goes to all this shit came from ghost ride. I go to the St Louis. Yeah. That's the second time now that a morning radio guy like Joe Rogan morning ready me, my hennessy's over their breeding Hennessy. Well, no, actually I was just checking up on it. I was just reading the comments and seeing if we should also start against bringing more diversity. I've got a few African students who would like to have in the studio for the record. Hennigan is not technically a guest. His name is Hennessy, but when, when Hennessy's wearing a guest on my podcast, he does the same thing. He'll sit there and fucking read your laptop while you're a guest. You can't do that shit, bitch. I just wanted to look at these. He was fine.

Speaker 4:          02:28:50       He was tweeting. Was looking at the uh, because I remember noticing this before somebody edited out the best of Bill Burr on the podcast election night as a standalone video. Yeah. It's got 900,000 views. Just the best of bilberry smashed it. He smashed it. It was so perfect for him because he had got his fucking held it up. It was awesome, but it was great to have all will keep coming in. Do you have a great lesson? You got it. You and I have been friends for so long. I knew what you were going through. I was like, I just don't know what to do. I didn't know how to handle it. I didn't know to joke around with. I was trying to bail a lot of it. Before the coma. I was saying, I don't. I don't think I'm the guy for the job. You're like, fuck you, you're coming to la.

Speaker 4:          02:29:37       So then when the seizure happened, I go, he's to think that her coma is an excuse, but I've always been a about Marilyn Manson backstage with a golf shirt on or something. Oh my God. He showed up. He showed up like the end of the movie flight, which is the best ending to a movie ever. That's the Denzel Washington where he crashes the plane, but he saves the entire crew like holly. Right? Last, but he was fine. He was jacked and fucked in the movie and at the end he's drunk as shit and John Goodman, his drug dealer comes in and fixes them with cocaine so he can testify it's the best ending of a movie or that movie. Watch the beginning and then fast forward through the fluff in the middle and get to the end and it's one of the best Madsen showed up where there's amy takedowns beginning.

Speaker 4:          02:30:35       They said our toad artois art. There's a giant picture in Johnny's house where I'm staring at this. It looks like Manson and I fuck Manson. As weird and unstable as he is is the only guy I can think of that would understand where I am right now, why I'm here, how fucked I am, what's going on, and I called him and he answered his phone, which he never answers his phone at 5:30 at night, which is morning for him and I told him what's going on. He said, I'll be there in 30 minutes, and he showed up with Krispy kremes and cocaine and each problem, and then he showed up and he sat backstage.

Speaker 2:          02:31:20       He wouldn't come out onstage and once were I was beckoning for to come out. That's when his management people caught wind of the fact that he's about to go out and his handler had to drag him away, but he saved my fucking life that night. Whereas fucking handlers, who knows we need to talk to them that tell them they'll be relaxed right now. Re lacks. Settle down. You're, you're handling Maryland motherfucking Manson. Okay. Alright. There you go. It's not Jim Nabors. Okay. You just lose one of them guys that are actually still doing rock and roll guy. Really doing it. God you. They just want to. What do they want to do? Keep him out of legal trouble. Keep them alive to get the fuck out of here. You need like a secondary version. You need to like, like guys who are lawyers who were on adderall and they report to the lawyers who are sober or give like two filters. You know, dudes like understand people on coke because they're basically on like some sort of synthetic coke and then you have a report like they have. There were like police body cameras and they report to the lawyers who are sober get drug tested every day. I'm like okay, what exactly was going on? And everybody be like, everybody has a say and they, they been count together and they go, what? How do we, how do we handle this? Well, we handle this by the fact that we're handling,

Speaker 6:          02:32:37       man, I'm fucking Manson. Let them do it. Let them go. Give him the gun. Gave him the rubber gloves by the rubber.

Speaker 2:          02:32:46       He's such a sweet dude. Yeah, he's a very nice guy. I met him a couple of times. He's always been very friendly, like genuinely friendly. Sorry I turned that on. I've got to show you a picture. I can't wait to tweet this right. That you shut off your phone like a gentleman. Plus, I like the fact that your phone makes us starting noise from 2006. What is that? One of them sound and Samson used to bust my balls because I was the last guy with a flip phone. So depressing and you'd have all the new gadgetry and I was so proud to have a flip phone, but when we started working in the UK, nobody calls everyone only texts because I guess phone calls, cost of fucking thousand pounds a minute or something. So I had to actually get a smart phone, but I still long for the flip phone days will samsung just came out with a new phone that's a hybrid.

Speaker 2:          02:33:39       It's a combination of a smartphone and a flip phone and you open it up and you can get an actual keyboard and he talked to people just like a regular flip phone and when you're done you hang it up and the front of the phone is a Bezel. Lists smartphone. So the front of the phone? Yeah. Like you could do text messages, you can view the Internet and then when you want to open it up and make phone calls that acts like a regular old school flip phone and people really like it. In terms of like pressing physical buttons. Yes. Yeah. Have you seen you watch a movie on your fucking smart phone? I know people that have a busy, they don't have cable. That's why football is popular at my house because no one has

Speaker 3:          02:34:18       tv so they can't watch it unless they come to my house. But I know people that watch, they'll just sit and watch an entire movie on a phone. Right? I can't watch it on a 32 inch screen. I. I need a big fucking screen and watch a movie. Yeah. I think 100 percent. And I go. The only time that there's that phone, the only time is when you're on a plane or something, you're trapped and all you have is your phone. Look at that phone doug. Look at that screen. So the front of it is 60 inches. That will be an awkward phone call. You can't carry that around Bro. You don't even understand inches, bro. That's a the size of like an iphone six or some shit. Actually it was a little bigger than that. Doesn't jammies with how big is it? Is a big screen. I had it on another page. This is when I had to decide which picture goes in the book in which doesn't cause there's too many dick pics. I deleted this and put in the me pulling my dick out in front of Louis Ck. But I can't wait to tweet this. Let me see that. I have to apologize. I was wrong. You touched it wrong. I didn't touch you that Jesus Christ his angry. By the way, this is a bad touch. Touch Rogan. GotTa ramp. The thing up here. Yeah, we. Are we out? Are we going towards A.

Speaker 3:          02:35:35       Yeah. I pulled my dick out in front of her, but what about the three or four people in between? Everybody seems okay with it. Yeah. That was back when I was kind of my thing. Sarah Silvermans there. She's now. That's the ask. Did you ask first? No, no. I was vacation telling them picture I was fluffing. But are you prepared for shame? I'm, I'm ready for it. You might get it. You wouldn't have to get this. Um, is there a place where people can view this or is it a good example? I was going to tweet it. Hmm. Let me talk to you about this. All right. Let's wait. Let's wait. I've got somebody said, Sarah Silverman. Well, Sarah Silverman is a friend and a wonderful comedian and a colleague and I think you and I both respect her as I do. I don't think that's what I didn't want her to get into any trouble because she wrote a, is it okay to love Louis ck thing?

Speaker 3:          02:36:19       Is it okay to love? Here's me with my dick out. Here's the thing. It might not be anymore. This is why we need to burn that. You need to burn your whole phone. You need to get modern phone that allows you to take photos and get online and then you need to burn that thing because you can't. Can't have those pictures. You can't have those pictures floating around. It's important, man. I'm sorry. I was the guy that put it out. It's so sad. Those are. Those are developed pictures from a photo mat. I think it's gonna take a little time, but once, once we get through this we're going to find some sort of a reasonable, a agreement where when you can and cannot pull your dick out because what we needed to do when people are young boys and girls install a small, like a, some sort of a sexual equivalent to a Turkey tester or something like a, like a green light, you know, like acting like goes off like, okay, you can pull your dick out now sir, like I'm 23 years old, I'd be going to college, but that sex would pull your dick out.

Speaker 3:          02:37:18       It's when you're our age that's inappropriate. Unless they're our age two, which you know what, there's no 50 year old comics hitting on 50 year old women, which is a maybe. But like what if it's a woman like Christie Brinkley, she's like 63. She's still hot as fuck. Well then you go, oh my God, I'm your age so I know who you are. Unlike young men, you're just happy to be there. You don't pull your dick out. I wish I did this years ago when it was erect. How many people would be mad if a woman pulled her vagina out? Almost zero. Right? Like who would feel threatened? That's the real problem. The real problem is the physical violence potential and the number of people that have been raped. That's the real problem because it was just about weird sex. Things like, well, this is an which is the bit that has been working on is the difference between hot as fuck. Take it or leave it.

Speaker 3:          02:38:13       Come on, bitch. Christie Brinkley does not live a human life in perfect lighting with perfect makeup. You don't need the dark ones with no. At some point she's hunched over like I am with this posture, wearing reading glasses thicker than ours. Trying to focus on something on a laptop and that spill bellies hanging over cunt because eight kids came out of it. That's when you both put on mascot masks like you are the squirrel and she's the raccoon and you guys just fucked by the firelight. Just get right in front of that God damn fireplace and go to town, molly and overrated because it leads to all these problems. Certainly can. It certainly can lead to a like a weird unofficial bond with people, right? Like if everybody. Imagine this, if, if like hugging people if like committing to hugging people was like as intimate as community to having sex with people.

Speaker 3:          02:39:17       Well hugging people is really quick and no one says, oh, he hugged too soon. He, I was. I was. I was hoping it was going to be a long hug, but his hug was done like in seconds like he was a teenager and his first hug, like the man does not have the right to pull out of the hug before the woman wants to end the hug like the period. We all know this. Can you hug twice in a night? No, no, don't do it. Because the second hug will be unenthusiastic and not representative of your soul who you are as a spiritual being. You need to only hug fucking once a week. Once asked someone you love. Porn has changed the game. Porn has ruined fucking and it's continuing to ruin. Fucking like that. It's just setting you up for robot. Fuck dolls. Have you seen that stripper?

Speaker 3:          02:40:09       A robot that gyrates on the. On the, uh, the pole. There's a robot that goes on the stripper pole and it's clearly a robot. You see all the mechanical parts, but it's moving his ass like some beautiful woman with a perfect ass. You okay? Okay. Like we are so close to not being able to tell. Like I don't know if we understand what exponential increases in technology are. Look at this. Lead this robot. She's gyrating on this poll. So she's holding this pole. Okay. Well right now you could see your joints and all that stuff and I know she's done a human even though she's wearing high heeled shoes. How many more years do we have before that is fixed, but how, how, how often did you need that? You went to see strippers because you wanted the threat of getting pussy. You didn't need her to spin around a brass pole.

Speaker 3:          02:40:56       If she was just there vacant, robotic and ask a sleigh and Akimbo you just fuck her, you wouldn't go, I need you to dance. I need to want it more. All that does is make you want it when you didn't want it to begin with. Oh, I didn't think about fucking till she did all that thing on the brass poll. Now I have a boner, now I'm using that as my leader. Do you know what I'm saying? Not particularly thinking about fucking Brian. And then there's a girl dancing around a brass pole. Cidex shaking her ass. So now I have a boner. Now I'm thinking about fucking where I would've just talked to you. Well, for girls just sitting outside, reading a book, not thinking about fucking and Jason Momoa shows up and he's in an open shirt, like some sort of cis guy that you fantasize about.

Speaker 3:          02:41:46       Game of thrones, put them on and his. He's chopping wood. Travis with his name. Travis. Jamie. Jamie's tropic chopping wood with a giant ax and the girls get all juicy. Just looking at him because he's perfect. That's him. Shut the fuck. Come on. I was going to say with a nipple ring, but that was the cursor. Come on. It's a handsome man and he's a very friendly too. I met him at whole foods. You're not, as you say, he's not because you're not a woman, by the way. It's about six visits. Baseball player. What's his name from the nationals? The most beautiful men in sports. I was called Jason. Uh, Joe, just the guy with the big beard from the nationals. He's fucking biking, but that guy's a muscle bound. You're in a weird dudes. I'm going to have to. Is the girls like worth worth with an e, W, e r t h?

Speaker 3:          02:42:37       That guy is fucking gorgeous. It's not a competition is. It? Is. It is what I want to have an issue with Jason Momoa. We're gonna end this podcast with a twitter. A bit like invite ladies because we both have 80 percent male fan basis. More than that. I went and I went on instagram. It looks Jason Worth. Okay. I'm with you. That's the one. The one you just touch and that's the one was traps. Fucking that guy. I've been able to get naked photos of base ball bat a giant one, not even one of those ways. We give out for free for ladies listening. Jason Werth or Jason Momoa. Oh, I'll battle of the Jason. Jason's. Listen, it's just a matter of like, what do you want to do? Do? Do you want to live in a margin or do you want to live on the beach and raise your kids in the sand? Okay. You gotTa pick your poison. I have no idea how he came over on the fucking raft. Like he's some kind of Polynesian. God. He's from Hawaii. It's like six foot of the most expensive state to live in. Only for one refuge for white people. You're not even paying attention to. You want me to. Islands are on Hawaii pro, so racist five.

Speaker 3:          02:43:50       Sorry. Is this a bonus question? Do you smell like smoke enough that you're going to get in trouble when you get home? How old are your kids now? Seven and nine for the young ones I forgot. Uh, uh, uh, daddy smells like cigarette smoke. I've got shirts here that I could change, but it's good that you did this, you chain smoke through this because we realized this system sucks. Yeah, I noticed that. Or whatever is making the system. I've been breathing it. I definitely got a secondhand nicotine high. It should be cold to in the air. Just good. We'll get a call. Jason Dill. Tell me before you showed them, hey, you got to think like a bar, a bar. Don't think like your grandma smoked in occasionally in the bathroom. He said, I said, did Rogan put this system in specifically for me? And he goes, I think so.

Speaker 3:          02:44:39       Definitely for you and dice clay you tell to tell. Yeah, he's another one. I can't live without. The cigarettes were outside and just keeps going. He's just had five days off of them coming into this. Did you really for five day quit everything for five days except medicinal drinking. Do a couple shots of whiskey because at this point can't quit cold Turkey. Very dangerous. Broadly understand. So now when you, uh, what was harder, um, what does it feel like to take five days off of cigarettes? When I do it my way, perfect. Fantastic. Because I. No one can come around me if I don't have to do a phoner or write a thing. Write a book. When you write to you like to. Well that's the hardest thing of everything I just go to doing stand up writing is. That's where it's integral to the process chain. Smoking, tap, tap, tap, tap, tap, tap, smoke, whiskey, drank. Tap, tap, tap. Yeah. Everything else I get over writing was the only. You don't want to find like sometimes some of my best bits have been me drunk on an airplane. I have the exact opposite where I talk about I get off an airplane drunk and I have stacks of cocktail napkins. I say if it says Delta on the Napkin, this job sucks and they're not even jokes there pontificating. What about this and that? Twice in 20 years

Speaker 4:          02:46:10       I've gotten good bits off of drunk airplane

Speaker 2:          02:46:13       twice in 20 years. A good number though. If you could find one thing where you could do like 300 times, you get 20 great bits or twice to grow. Even to like, like think about how many days you spent trying to write to get two great bits. It's the amount of bad bits though where yeah, I'm embarrassed to have the Napkin in my pocket. Like, what the fuck does this even have those saved on. Smith has a great show. He's doing where he has you pulled out your old notebook.

Speaker 4:          02:46:43       Fucking cock sucker. Told me

Speaker 2:          02:46:49       Brian Hannigan. You Lazy Bitch.

Speaker 4:          02:46:52       No. Doing it for awhile. First Notebook where you have to go and read the shit you wrote in 1990 that you thought was brilliant. Yes.

