Speaker 1:          00:00:01       Five, four, three, two.
Speaker 4:          01:59:28       tweet that he made. Look at the tweets. Crawled back up jamie to where it was before. So you could see trump's tweet. We'll get that military solutions and now fully in place. No po, no pay space between comma and locked. So typos galore. Locked and loaded. No comma, no space again. Should North Korea act unwisely? And then douBle space the fuck that's about hopefully kim jong un. We'll find another path. Exclamation point. It's just like, it's like you took some housewife from middle of nowhere and allowed her to be president. I mean, that's literally like the mindset of that tweet. It's just silly tweet. Hopefully he'll find another path.

Speaker 3:          02:00:12       I mean, hopefully he's a is. Are you dIsturbed? I don't know if I'm even disturbed anymore If I'm kinda like, oh, if I'm numb in a. Yeah, in a kind of a. I dunno, like domestic situation where I was just like, yeah, domestic violence. So yeah, yeah, yeah. Like your wife. That's what he said. Yeah. He went to Texas and, and like to see the flood damage and was like, yeah, good crowd. Big crowd. that's what it is. It's kind of crowd.

Speaker 4:          02:00:46       What a crowd here to see me right now? Everybody. Yay.

Speaker 3:          02:00:50       no, I don't think. I don't think I'm disturbed. I just don't think it was. I knew it would be bad. I don't think it would be this, get this bad, this court this quick and yeah, it's really, it's fascinating.

Speaker 4:          02:01:06       The thing that fascinates me the most, it's not just him, but how many people still support him? How many pieces of any problem with it?

Speaker 3:          02:01:13       Yeah, I try to. I can't understand it really with a. They still are behind you behind all of this or is it just where they have a similar. Just the people that are really into him. Are they the same type of just egomaniac or a narcissist is where they can't admit wrong or they know that it's wrong, but that I can't. I'm locked in now.

Speaker 4:          02:01:41       They're locked in. I think they're finding a way to justify whatever he does no matter what it is. Like I had a cow bell yesterday on the podcast. I didn't read. I don't read comments on youtube, but I did look at the thumbs up, thumbs down and it's like he had as many thumbs down as thumbs up. That's super rare and I think a lot of it was because he was talking a lot of shit about trump. We were both were. We were talking about how ridiculous this is and I saw a couple of comments on twitter, people that got mad because we were talking about his response to charlottesville and they were saying he was saying on all sides because there was violence on all sides, like people showed up with torches. They showed up wIth torches for white folks. They were like, we're here for white folks only we have torches like you don't. You don't think that's an issue. You don't think people showing up a line of crazy white supremacists with torches and the people that were opposing them, the people that are opposing them. Yeah, they fucked up too, but the only reason why we're there we're there is because there was people with torches. The whole thing is insane

Speaker 3:          02:02:46       is a and he doesn't have the. I mean he doesn't know how to handle it and I was like, he can't say that publicly. He can say, hey guys,

Speaker 4:          02:02:59       I'm panicking right now. No, he never said that, but he can't say it explicitly, but he kinda says it through his ax. I don't think he's healthy. Also too. I think when you're 70 years old, like you were talking about, like your brain gets older, you're 34, right? I'm 50 now. My brain's getting older for sure. What's it gonna be like in 22, 23 years. So what does he took? Third, 71, 72, something like that. What's that going to be like? Not good. I don't think you should be working all day. Yeah.

Speaker 3:          02:03:28       That dude, uh, he's too old and he's a, he's a crazy person. And he used to host the apprentice and he was on comedy central roast amongst other things to watch. That's not to say that those things, uh, I mean you can't be solid at a being president, but this guy,

Speaker 4:          02:03:51       you say he still watches five hours of tv a day. That's what I read yesterday. Who reported that? Routers, If I find a bunch of fake news, how could anybody have time to watch five hours of tv a day if you have a real job? Wasn't brand new particle, but trump's session is a first look at that hair. Hilarious. Like that they can just take a photo of his hair. Only black, everything out. That is the most bizarre image of a president. That crazy helmet of hair got mixed it up. when you have a photo editor, it's a good move actually because no president has consumed as much hold on. Nope. Presidents confused as much television in the current one or reacted as quickly or directly to what they're seeing. He loves fox and frIends. Six 24:00 AM monday. Trump gushed over twitter about the amazing reporting and quotes on the morning talk show a week earlier.

Speaker 4:          02:04:47       He instructed the nation to in parenths in quotes, watch fox and friends now for their exemplary really Russia coverage. Exemplary. Really laurie exemplary Russia coverage. He tweeted about the program hosted by steve dewey dokey duty. How do you say that? Juicy, juicy dukie dukie like poo a aynsley. What are these people's names? Ainslie earnhardt and brian kilmeade seven times in march alone. And uh, recently brought up, brought it up in an interview with fox news' tucker carlson, telling him cheerfully. I liked that group of three people even after becoming president. Trump reportedly manages to fIll his days with plenty of television in quotes and from his tweets. It's often possible to discern when and what he's watching, and january, axios broke down the president's media diet. Most mornings, trump flicks on the tv and watch his morning joe, but he hates that guy now. Not anymore. Now he hates that guy.

Speaker 4:          02:05:51       He talk shit about his wife's plastic surgery often for long periods of time, sometimes interrupted with text to the host or panelists. He Texts them after the 6:00 AM hour of joe. He's often onto fox and friends. Wow. What a little cnn before or after, just to fucking get the blood pressure up. He also catches the sunday show, especially meet the press, the shows, as he calls them, often provoke his tweets. The day of our interview with him, all of his tweet topics were discussed and we've discussed during the first two hours of morning, joe, wow. Five hours of television every Day says, yes, I got fIve a day, but too much. And also he is weird that the president is easily debatable on twitter. More so to me, you see when stephen colbert got them and then colby said, you know, mr, president, as much as I think you're terrible, it'd be the president.

Speaker 4:          02:06:51       I thought the very least you understood show business and goes, you responded to me because that means I won. I got you. Yeah. That was when he called, when he called trump's mouth at cock holster for putin. Oh, it as a great job. It was a great joke, but it's crazy like seeing that on a late night talk show, a late night talk show on cbs. The hosts calls the president's mouth. Believe caught. I don't know what they did. They probably it. But you knew what it was. Yeah, a coc. He's saying that he know what he's saying, but the fact that that was in the monologue that cbs is like, yeah, go for it. I mean, no other president do. You would never have that. Not in a million years. The elect, the minimal amount of respect. No fcc fined for stephen colbert. Late night. Donald trump cock holster crack.

Speaker 4:          02:07:46       Wow. Yeah. They believed it was trump trying to go after it for the fcc. Do you remember when the fcc went after howard stern? People forget about that shit. He got fined and he didn't even swear he got fined hundreds of thousands of dollars. Shit. Yeah. How do you think how you think it is his guy? You think he ends his term? You think he dies in office? You think he, uh, uh, he gets impeached. You think what happens with trump? That's a good question. I don't think he gets a second term, but you think he makes it wrong. I think he makes it to the end of the term. Yeah. I think it's just how long wheels on a giant disaster and it gets worse and worse. And I think. Here's the thing that howard stern had a really good point about trump. He said he wants to be loved.

Speaker 4:          02:08:42       He wants people to love him. This is a terrible job if you want people to love you because even the people that supported you, once you get in there, you're trying to do this impossible job there. Really. No one's been able to do totally. People forget that obama had like a very low approval rating too at one point in time in his presidency. I think he was in the low forties, like 44 percent or something like that. Approval rating. Like it's not a job that anybody does. Well, even if you're the best at ever, you still people a giant percentage of the population. Millions and millions of people are going to fucking hate you. That's not, I don't think that's in that guy psyche. Especially if you check twitter like that. Yeah, you can. Yeah, you can block himself from it a when he broke, he blocks regular people when regular people black himself from that.

Speaker 4:          02:09:29       Yes. But just like by delete that off his phone, he can kinda get away from it, but I don't think he could just take that attention away from him. So no, I don't think so either. I just don't think it's healthy for them, especially at this late stage of his life, you know, seventies taking this kind of heat because before he was president, that guy, whether people, some people didn't like, um, some people loved them, no big deal. He was genuinely generally able to like walk around everywhere and not be hated. Like he'd go to restaurant. People go, oh look, there's Donald Trump. There's no, no. People were like hating him. His face kind of a douche bag maybe. I like how you said that. Maybe goes back, whatever. That was tough over there. Nobody was better. Yeah. They might laugh or by try to get a selfie with them and asked him a question, but now the amount of hate he experiences is probably like four or 500 percent more, more even ramped up through the roof. It's a five digit weird number or something crazy quantifiable. Hey

Speaker 2:          02:10:34       man. With the weird hair from the apprentice. Yeah. everybody just wants to take a free shot at them too. Like everywhere he goes, poor bastard. people are building goddamn careers off of hate. The trump, the president's show on comedy central. That's true. God damn cold bear has been founded in the radiance lately because he's been ripping on him because I making that goddamn legacy off of this being an asshole. People mad at fallon because found too nice to him when he was running for president. The hair thing. I mean it was already a done deal. Then you think fallon was gone run? No, but it was that fallon didn't grill him. He didn't. It didn't pressure him. That's when people are mad at that. He didn't treat him like a dangerous person. ProbablY had no idea that he was going to win too. Yeah, it was jokey at that point. Had had play one of those weird games and then cheated. Fuck you with her face. Big smile muscles. His hair up. Uh hm. Very weird. Yeah. It's very weird.

Speaker 2:          02:11:43       It's just so strange that that's our president. It's hard to believe sometimes. LIke sometimes I'll stare at the news and I just have to look at it for like seconds, like 10, 15 seconds. Just go, okay, this is real. This is real. This is the really. Is the president Donald Trump, have you traveled abroad yet? Wouldn't ms. President? Yeah. Italy. Italy to with the fam. Yeah. How was it? Just normal. Nobody gives a shit is normal. There's no. They don't give a fuck. They're over there doing Italy shit. But you were doing a. So use this vacation. No shows. No shows. Yeah. I'm sure if you go some. I've been to Canada to do shows, but I'm sure if you go and do shit. Have I wait a minute? No, I haven't. The first. My shirt first shows with trump as president will be next weekend. Edmonton.

Speaker 2:          02:12:31       Yeah. No, I haven't. I haven't been anywhere while he's actually been the president. It's going to be a trip man. Yeah, they just kinda blamed it on. you would have in the few conversations I've had when I've been out of the country. That was. What are you guys doing over there? Yeah. Well they have a situation that's the exact opposite. They have a super liberal president that was letting in any immigrants and now he's apparently cooled off on that too because doctor having it. Yeah. Trudeau also, they're having issues with free speech, you know, people are getting fined for saying things, they're setting up these weird laws where you can get in deep shit for ms dot gendering. People not using the correct gender pronouns, one of 78 different gender pronouns that people use now. LIke they're super ultra left wing, like his cabinet and his ideas. He's a real like legitimate social justice

Speaker 4:          02:13:32       warrior president. So it's interesting. It's like, yeah, both schools, right? Right next to each other desk. Both of them are kind of fucked.

Speaker 3:          02:13:42       yeah. Yeah. Wait, we did it.

Speaker 4:          02:13:46       They did it to Russia. Did it. Nobody should fucking be president meant nobody shouldn't be president. Oh, heartache. We need more. We need a group of humans as a group of 12. Yeah. Caligiuri. Yeah. Yeah. Something like that. Yeah. And uh, a group oF intelligent people that are qualified, like with like a great education, excellent ethics, great morals. You can't have just a popularity contest to see who gets to control the nukes. It's fucking crazy. I hope we get at. I hope we get past it, but I don't think we're going to. I think once we have things written on paper, once we have like a way that we operate, once we have some sort of a plan that we follow, it's very difficult to get to people to shake that too, to have some sort of a new reasonable plan to run the country without representative government, you know, like senators and congressmen and people that you have to like it mean they had all that shit back when they couldn't get ahold of people.

Speaker 4:          02:14:47       I mean, theY had all the, all that stuff was. And I'm not saying that there shouldn't be some representatives. I'm saying that the system that's in place right noW was really in place right now because you had a representative every state and they had to travel to dc and they did their business. Then they come back to their constituents. Will, the constituents can all communicate in real time. Now. I mean, we have this, uh, uh, unique ability now to share your opinions and even to vote online. That also should be an option 100 percent. We should be voting online.

Speaker 3:          02:15:13       Uh, I don't know about that. That could be,

Speaker 4:          02:15:17       that could be easily. I mean if the picks on the cloud, he's worried about people voting online.

Speaker 5:          02:15:21       Listen, who knows? That's just a dark dick. The bad guy be anybody's hasn't played a voice, a voice that's saying anything that is fake neWs. Fake news, ruder photo shopped

Speaker 4:          02:15:42       better. System is possible. This is not the best system. I feel like this is like trying to patch up windows 95 over and over again. Just come up with a new yes,

Speaker 5:          02:15:51       a couple of years old. Come up, mix it up, mix it up. But you know, that's gonna take a lot of time. A lot of time to do what's in the notes, man. We gotta do it. All right. Everything a pretty. We got to it organically. Yeah, I mean, yeah, I didn't try it. I didn't. I'm not a, you know, I'm not a hammer it in type. You know what I did the morning radio type of unit. That's the worst. Oh, so what do you want to talk about those still do, do morning radio shows? Uh, no I haven't done them in aWhile. I, I'll, uh, no, and

Speaker 3:          02:16:30       I don't even those call in and I understand that you were at a baseball game or a baseball game. Baseball. Super boring. No, we got through everything except for weirdly the one. Uh, you know, congratulations on a thousand episodes. Thanks. By the way, I started a podcast last year. Oh, that's right. Yeah. Handsome rambler. Who? It's really nice. It was a high name. I'm locked into it now. Consider changing it. It's fun. No, it's been good. Do you have guests have guests on do it? We do it all over. We do it like we, it's me and my dj tony trimm. Uh, so we do a lot of them in chicago, but we travel and yeah, it's uh, we, we have comedians and we have a lot of musicians on. We one for you to do it. I do. We put them out every week, but we block record them just because I'm usually traveling a lot.

Speaker 3:          02:17:24       So we just, we have a chairman and we got, we do make goofy songs. We set, that's a, that's tony's crypt and chicago. Oh, that's nice setup there. Yeah. So we, we played some songs and shit and goof off and do some interview stuff. It's a fun time though. It's been good. Nice. It's kinda, it's kinda changed, you know, uh, how I, I feel like I'm a. When I talked to people I feel like a better person, not because I have a podcast, but I feel like I'm more in tune with what a person is saying. Yeah. We're like, am I ended up accidentally interviewing people when you talk to them in real life, but like asking good, quite weird like nat and a practicing way where I ended up talking to people but asking better questions then the where you from. So the, the getting beyond the surface level. So I think that's happened because of that.

Speaker 2:          02:18:23       Well I, I feel like the same thing with me. I've learned how to be a better conversation with you evolve for sure. You also learn what's annoying about your speech patterns. Oh, you say a lot of years. Yeah, that's what I say. Like a lot. Like it's like there's like, you know, you know, and like those are big ones. yeah. You know, like, and yeah, because I just say three years, five seconds. We, you also learned how bad, like a lot of regular people are at having actual conversations. A lot of people just waiting for you to stop talking so they can talk like they're barely paying attention to what you're saying. Yeah. Yeah. Being a good conversationalist. It's huge. Is

Speaker 3:          02:19:07       A lot of tools.

Speaker 2:          02:19:09       Yeah. Did you, did you read books and shit when you first started or did you just go into it or did you, did you study certain people when you, as you went along or when you first started? No, no, no. Total trial and error. Just doing it a lot. you know, in a thousand episodes we've done a thousand episodes

Speaker 4:          02:19:28       plus another 40 that were like fight companions, podcasts on a plane, podcasts on a hike. There's a bunch of dIfferent ones. Fight breakdowns.

Speaker 3:          02:19:38       How often do you listen to it? What do you watch?

Speaker 4:          02:19:40       I listened to occasionally I listened to one if I think it sucks. If I think I was bad or if I think, uh, the person said something super interesting, like there was one the other day with Sean Carroll. He's an astrophysicist and a, he's a, an expert and quantum theory and it's just shit. He was saying it's so hard to grab a hold of. I had to listen to it several times then. Yeah. But it's mostly just me asking questions and hear him talk and. But it's just the stuff that he's saying is so intense, you got to kind of listen to it over and over again with my feeble little brain just to try to store it, you know, like, okay, what is he saying? And there's another one, this woman that she's on all the time, rhonda, patrick, dr rhonda, patrick specialty, um, nutritional absorption and just, uh, how nutrients affect the body.

Speaker 4:          02:20:30       That's the big thing with her. And she's, she's one of the smartest people I've ever talked to him. He's freaky smart, like, like almost like an alien, like you talking to and you realize how dumb you are because you can ask her a question about something and not only can she tell you what it is, she'll recite the studies that were done and what percentages? The studies and it's just pulling this right out of it in between our ears. She's not. Nope. Nope, pewter into. She has notes but she rarelY uses them when she comes on the podcast. She'll like, have something that she wants to talk about some new study on, like, you know, like broccoli sprouts was one that she went over the last time because she's been experimenting with broccoli sprouts and she's a clinical researcher as well, so she does actual scientific research. So she's one of them that I listened to like several times to try to remember what the fuck she was saying.

Speaker 3:          02:21:17       So does she hit you up the same way? I actually, joe got this broccoli sprouts shit I need to get off sometimes. Yeah. Sometimes

Speaker 4:          02:21:27       say I'll hit her up too because she's a researcher too, because she's always like a, for lack of a better word, balls deep in research and she, she's like, sometimes she doesn't have time to do podcasts. He's in the middle of so many different things that she's working on. Actual science, you know, that's the interesting thing about having real scientists on as you realize like what a different world they live in.

Speaker 3:          02:21:49       Absolutely. I would never have a scientist. You might enjoy it maybe down the line, but right now I keep it to five pula. Yeah. Keep It fun and people I know and I think it may be down in line as I grow at it. Then I be able to carry that kind of conversation with confidence or at least lead them into what they want to say and, and, and asking engaging questions during it. But for right now, keeping it, rappers, comedians, musicians,

Speaker 4:          02:22:19       is fun. Some of my favorite podcasts that I do, or like comedians, like yourself or my friends or um, one thing I cAn tell you though, looking at that image of you guys, this is what a mistake that we did when we first started out. We did it on couches. Problem with couches is you got to like sit forward where the microphone is not that comfortable. Like I realized after awhile, I see how you guys are like, everybody's leaning forward looking at that. See like on this show, you're sitting in these ergonomic office chairs. You're sitting in the back and, but you're sitting up and you could sit here for hours and hours at a time. If you do three hours, sit the way byron powers is right there. That shit's gonna hurt your back.

Speaker 5:          02:22:58       Oh, well we, we, we keep about an hour and a half or so

Speaker 4:          02:23:02       hour and a half's good. Yeah, that's right when it starts swing. But like office chairs are the way to go. There's a reason why they make these things like, especially these ergonomic ones, these are from a ergo depot. They're called capisce [inaudible]. For people that ask and they're, um, they're not a sponsor or anything, they just, they're bad ass chairs and they force you to sit up straight so you can sit in these for hours and it doesn't fuck with your back. Solid tip, joe rogan. Solid tip. I appreciate it. I made those mistakes. I had a couch and ari shaffir took that couch. He sold it. I gave it to him and he did something with it. I think he evaded or something that everybody knows the couch. look at this. Go on here.

Speaker 5:          02:23:41       Oh, it's happening here. That's uh, we went, uh, mogue fest. What does that mogue fest. Moga is the company they make synthesizes. So a lot of bands you'll see they use milk products. And so, um, that there are many that we use on a podcast, you know, that there are many is the instrument that you can operate with waves, like just you move your hands around it. They make that. And so tony, my, he said, oh, we should go to mogue fest. And so I could be. That's a good idea. That had festivals in durham. So I reached out to them and they, uh, they said she'll come to the fast and we did a couple of podcasts there and then also they have a, a, a, a, a workshop where you can build your own drum synthesizer. So it's a two day workshop where you built it, they give you all the parts and you build it from scratch and you do all the solder it and school. So I built this a drum at the size of it. It may.

Speaker 4:          02:24:41       Is that what you're doing there? Is that what's in your hand? That's a, at that point you have soldering right there. Yeah. So that's like a. What is that? What are those boards called?

Speaker 5:          02:24:53       Circuit boards. Circuit board. Yeah. So yeah, we both worked on, I didn't do all the work, but uh, I did a lot of. That was my first time soldering anything was doing. I hadn't done actual building shit with my hands in a long time, but yeah. Then we, uh, then when we built them all, everybody built their as an in, at the end of the class, linked them all together and they just, it just kinda fucked around with them and just make crazy noise. Wow. Yeah, that's interesting. It was fun, man. That seems pretty bad ass. Yeah. Making your own sense. So that's a cool. What does, just off a whim, you just decided to go and do that? Well, we were, cause yeah, we just a, I looked it up and it was a bunch of artists that I liked there too. And so it just, and we reached out to that was kind of a chill festival is it, have some bigger artists, but it's still pretty small in the way that we were able to hit them up a few weeks before and they were able to accommodate us with time slots and say okay, they will already have somebody interview flying lotus.

Speaker 5:          02:25:58       So they had us intervieW him and uh, we interview animal collective and they were pretty low. It was just loosen and, and chill and it was easy to navigate. It was a, it was a fun festival. Yeah, it was just on a whim. So do you use that thing now? That's kind to be like kind of satisfying knowing that you made something and I haven't used it yet because it's set my, I had to get it from, from New York and uh, bring it to chicago and started using it. I use the theremin mordo that there, ms.fun. So like what do you make music? We make songs on the podcast. We do a, instead of doing an ad read, we do a, we do a jingle for you to do an original song for each ad. So you write the songs that you like, what their talking points. Uh, we do well, we do the, we do the song and it's kind of hooky. Usually just based is saying the same like we got bev was one our sponsor, so we go blah, blah blah blah blah blah. And he'll produce around it. and then we'll do to read after the, uh, the saw this is that there are many that he's talking about to wave your hands over it and it makes music, millimeter stereo headphone out.

Speaker 5:          02:27:12       The other antenna will control that hand technique. I usually do a full openhand that's mars shit. It's real weird. That's a weird, weird thing. But it's fun man in it. so we've made some beats with that. That's fascinating. I've never heard of this thing before. Yeah, we really used that. I mean we have an tonio, he'll have a drum machine. We got a microphone that does like auto tune and stuff. Wow. So it's really to cover up that we're a bad interviews, you'll be alone and we can't take us out. He was like, it just started goofing off and make it a. So do you think like you'd probably not an interview. Are you just having a conversation? Right? Yeah. Well how many podcasts are really, right? Absolutely. But I, I just, uh, I could talk, you know what I mean? But I also want to be, when I, when I have a guest, I want to like put them in a position to shot, you know what I mean? And so sometimes I'll catch myself kind of going off and I'm like, oh shit, let me get it back to them. You know what I mean?

Speaker 5:          02:28:20       We use that thing. what? No, I'll catch myself going off onto a, uh, into a long ass story to now realize that. Let me just bring it back and get it to a.

Speaker 2:          02:28:29       So this guest. Yeah, that's what I mean. Yeah. That's fun. It's fun. No, it's a fun time. as long as it's fun, man. That's everything. do you find that like a lot of people that are coming to your shows, they, uh, they listen to the podcast and it's sort of like gets you closer to them?

Speaker 5:          02:28:42       Yeah, it is where we get a lot of messages about it and people say they've bought their minis because you're like, I didn't, I didn't even know what a theremin he was, but now I want one because they play it so god goddamn much. And it's kind of a running theme on the show were the guest of a what is that thing and be like, hey, that's a therapist. So It's just kind of a, it's almost like a third host of the show when the person finds out what it is. And I explained it pretty much

Speaker 2:          02:29:14       every time. It's a fun time. And uh, so tell people that it's handsome, rambler, itunes, soundcloud, the other ones. what is it? What else you got? What is it like google play, google play, play. It's amazing how few people bring up google play because like half the people have android dome thing isn't like google play never gets discussed. And you can get google play on an iphone too, right? but you can't get itunes. can you get itunes on an android phone? You can't get the podcasts on google play on the iphone because there's a podcast app which google apps on the phone or whatever. They don't let you. But they let you use some podcast apps, right? I don't know, just that comedy podcasts app, that arch fear is always, is different though. That's a comedy app that's aggregating. Let's see how many things. They wouldn't let you choose an actual podcast app other than there? I don't think so. I could be speaking, but I don't think so. Yeah, man, it's a tough road for those android people. It's tough road. People just look at you illegitimately if you green text message, but yeah, they get weirded out by here.

Speaker 2:          02:30:26       You bought one, you get crazy red. The cameras really made one day to sit down and I was like, ooh. It looks tremendous. They made an android phone. It hasn't. They just showed up. Put up a picture where you can only see like the corner and the rest of it's all shaded out. I'll see if I can find it real quick. No, that dude, marcus got ahold of one and then I saw the video but I already bought it before. Now I just kind of went ahead and because they had some wording on the bottom that like there's gonna be some special things that you won't be able to buy if you don't Buy in this window. It was a whole sales pitch, but like I just went ahead and bought a house. So you're going to switch over to android. That switch. It'll just be like a second.

Speaker 2:          02:31:00       Whoa. Phone. You're gonna have a whole phone. It doesn't work. I'll sell it and just what it's supposed to also be a modular something or other. For the new cameras they're going to have coming out too, so it'll actually be a physical tool. It's more or less Just a five inch screen. That's a tool for these. These cameras that don't have any screens on those red cameras for people don't know. There's a lot of television shows a good with those like super high end high definition. Top of the food chain caMeras. that new phone does look dope and it's got like these crazy grips on the side of it. Like the side of it is not smooth. It's got like finger holes, like where your. Your hanD grips onto it. What they had to been doing great as a camera company where they said let's do phones also holographic. Yeah. Well marcus is the video. What is marcus's last name? Brownlee. There was a video where marcus is watching it and he's like, whoa, you can't show you that. It looks like he said he can't show you. Goes, you can tell shit. You could see my reaction to it and by the way, he's like, the reaction is not even to the finished product, which would be even better than it is now, but you see how the aside edges have those weird grips to it. It's really kind of interesting.

Speaker 2:          02:32:07       Yeah, he's a mess and with it. But you could see like when he's holding it in his hand, like what it looks like. Is that it just talking about it? I think that's a different video than the one I saw. Maybe it's not. He was on a couch. Yeah, there it is. And you see the thing, it doesn't look like any other phone you've ever seen before. Like yeAh, there you go. Like see the sides of it. It's all like, it's got like ripples. Like finger slots. Yeah, real big too. Huge. Bigger than life. But he's got big hands so you can't tell as much. I got tiny hands. I'd be trapped in this shit. To you. which one do you have? A regular iphone? Yeah. I didn't get the one because my hands can't enter this shit. You got to end it, but there's so much.

Speaker 2:          02:32:56       It's so worth it. If you go online, like if you go online, you want to read something online, it's just so much better with the big screen. It's just the experience and looking at pictures and videos of fireworks and shit. Holographic displays. Interesting. I'm a little worried too that they announced something they won't be able to deliver on, which happens from time to time. Oh, jamie'S mr. Pegaworld, size difference. The uh, the red marketing person went from really excited to go a full on hype piece until, I don't know if they're going to be able to do it. you're going to get a bunch of ads on twitter was like zero posts. Like fuck you, you piece of shit. Yeah. There's um, at galaxy note eight looks insane too. That's coming out real soon. That's like almost out. They don't still make the airplane announcements.

Speaker 2:          02:33:45       No, that was a seven. Yeah. They don't make it anymore. Pretty much everybody's got rid of that thing. If you're a hold out, you're like, oh fuck, I charge it. But I charged it up, take a pot from my, uh, from my stove. I charged in that fucking thing. Just gauging catches fire, put it in the fireplace. You see that little video showing how people to, if they're in the floods, how to charge their phones off of a nine volt battery and a, and a in a key. Yeah, it lookS sketchy. But in a nine volt battery, uh, put the in a car charger. I'm on the internet too much.

Speaker 5:          02:34:31       It's unplugged. Does happen. Oh, it was a different lady I saw.

Speaker 2:          02:34:37       Okay. So she's got a car charger and she takes the car charger and sticks on the end of a nine volt battery, like One, one of the slots and then puts a key in the other slot and I think you've got to touch it. You get the circuit. What if this lady just burst into flames and lost her islands so you can get electrocuted by doing this. So yeah, be careful. But It's a nine volt battery. You can. And obviously won't be a big charge, I don't think, but it will charge the phone. so she touches the two of them together. Wow. That works. That's crazy. That's nuts. So if you're in a pinch and all you got to nine volt battery and you need to call nine slash 11, they make a battery adapter for an iphone. Why don't they make a little thing where you can plug a nine volt battery into it. Just go to a store, buy a battery, plugged that fucker in and charge your phone. Does anybody have that? How do they not have that? Because they have those banks, you know, there's a power bank so that you can plug your shit into.

Speaker 6:          02:35:33       It seems like somebody would have this.

Speaker 2:          02:35:36       Have you seen that new, um, a luggage that you could ride? Have you seen that shit? Turns it into a scooter. Yes. Yeah. Hey, that's fucking amazing. What does that, I don't know. I re tweeted it the other day though, was on mashable and I was like, get the fuck out of here. The thing goes eight miles an hour. You sit on a fucker and you ride around the airport with it as a. It's legit. I said related. That's one way to stunt. That's one way to handle a layover. just drive around the airport until your, your luggage runs out of batteries, but you can also use the battery charging of that, the battery and use It to charge your phone. Like you can plug your phone into that. That alone is worth it. Like always having battery power, right? They're connected to your luggage. That's a lot of the. A lot of these, uh, luggages are doing that now. Look at that. Get the fuck out of here. And that's a carry on. Yes. People having a good old time. I have to go.

Speaker 5:          02:36:34       I got to get online and media bias. Come on. What

Speaker 2:          02:36:38       is it called? a mob moto bag. Come on. Look. See? She's fitting her stuff in there and then she drives off. We will look at this. She could plug into it. That's what I like to see. You write that in an airport though. I'll do it. I don't think I do it. You don't know if I do it. What you can do it. Does that. What was that? She had a gyroscope. Is that real? I'm getting that backup a little bit right there. and then there's just a segue just to show you. Oh, is there a standard option? Uh, can uh, can you stand up? Can they handle bars? Go up? And then

Speaker 3:          02:37:16       this is why that doesn't work because I can fail.

Speaker 2:          02:37:19       Fail. Yeah. But this is a guy that's just rolling around on it like an asshole. Oh, this is that dude that's on youtube. Who's that guy? Casey something? Yeah, he's got. He's famous on youtube. Is that his apartment? That's his, uh, his office. Whoa. What is he doing in there? Making a frankenstein's monster makes all kinds of videos and films and shit. He's been making movies on youtube and hbo for 15 years or something. I know it's kinda crazy workshop, man you've ever seen in brooklyn or something. Makes them one of those dudes a broad manhattan broadway, somewhere like that. Interesting. He's got shop bAck on fathers always on right there. Oh yeah. The godfather Is always on her father. Wanted to, on a constant loop.

Speaker 3:          02:38:03       I'm about to go back to school to man. Let's wrap this up. Hannibal. Tell everybody where you're going to be. They want to see you. Go do stand up. Oh, I'll be a. I'm on a b in camden, New Jersey. And uh, bristol, Virginia with no Lauren Hill and september 14, 15. Uh, and then uh, talked to Lauren Hill about taxes. I haven't talked to her. I haven't swiped we haven't done any dates together yet. They talk about taxes. I don't know. I say locked her up. Lock her up. It's so weird. Backstage convault for first meeting. Hey. So, uh, taxes and stuff. That's crazy. Her up as a jail in jail for like a couple of years I think. Yeah. But yeah, now she's out. She's out in turin somehow. Me, Lauren Hill. Nah, that's amazing. On a tour. I think chrome mix is one of the other acts. Uh, we'll be in seattle, bay area miami, uh, san diego and playing hollywood bowl October 5th. Beautiful. And uh, all my dates. Hannibal buress.com. So check me out this fault. Check him out. Ladies and gentlemen, thanks joe.

Speaker 2:          02:39:11       My pleasure. All right folks, this fucking podcast. It's over.

Speaker 3:          02:39:15       Live your lives. Thank you so much. Bye. Bye.
