Speaker 1:          00:00:06       Oh Shit.
Speaker 4:          01:41:15       It is possible that there could be something as strong as what ecstasy does for you in terms of affection and sensitivity and feeling for things and, and a loosening of insecurities. It's very possible. It's something else could do it in another way that all of a sudden makes you gay. I mean, if you talk to a gay guy, like we have gay friends and not you and I together, we have gay friends, she out the gym. I'm going to see Bobby. Hey, go watch music. When you know, when, when you talk to them, they never feel like there's something wrong with them. You know, they, they feel pretty fucking normal. So what is it that separates, you know, like, uh, I can't say his name, but the dude who's our friends, there's the piano guy from the store. Yeah. Great fucking guy. So what is the difference between him and us?

Speaker 4:          01:41:58       Well, the only difference is that he's attracted to men. Well, what is, where's the connection in his mind? Is it a chemical door that gets open? Is it a a chromosome thing? Is it a genetic thing? What, what is it? You know? Yeah. Do you know they, there's a theory. There's one, oh, hold on. There's a theory about homosexuality. And one of the, one of the more interesting theories was a firm, they did a study in Rome. And what they found is that when women are promiscuous, especially like habitually promiscuous women that constantly cheat on their man, they have a disproportionate amount of gay sons and they believe that what it is is a variation of the x chromosome. You know, women have double x chromosome, men have x, y, and they believe that there is a variation of the x chromosome amongst certain women that makes them incredibly attracted to men to the point where literally they can't even fucking control themselves.

Speaker 4:          01:42:46       Like they're, they're are number one. Obsession is getting new Dick. They just want to get new deck all the time. And this gets transferred into their sons and their son. All of a sudden it has this incredible attraction to men. Wow. Totally makes sense. Because haven't you met girls like that? No, he never met a girl. That's just a fucking freak. We've all met girls that just seemingly this poor girl was broken and she just can't help fucking everybody, you know? But the only way to truly find out if this is true is for me to take that pill and I'm not going to do it. What doesn't exist, but I mean this, this drug exists, this one. But here's the thing. It's one guy, okay. How many people took it and it just cured their Parkinson's. You know what I'm saying? I'm saying though, Joe. No, no, no, but that doesn't mean, listen, it doesn't mean anything because look how many people are addicted to peanut butter. I'm not. I just had peanut butter and I'm fine. If you get peanut butter to guys addicted to peanut butter, he fucking dies. His throat closes up. He can't get any air in. There's a biological variation in human beings and you have to take that into account. What if for this guys, for whatever weird tweak, he takes his fucking drug and it goes on a gay sex rampage. You might totally right. It

Speaker 6:          01:43:52       might be a freak and he might be just a loser. He lost all his money and that's why he's suing this company. Okay, how about this? How about this? How about this? Can I say this? You'll have a does my money is I take the pill that let's, I'm that guy, right? I take the pill. I didn't want to gay sex. Get on the pill. I go on a gay sex rampage. Right, right. How about me just not taking it ever again? Well, I'm like that. I wasn't just that and nothing in the pill. Again, this guy also lost all his money on gambling. I think that's, he hit his bottom. Don't take the pill anymore. Well, you, you're a 12 step guys, so you understand the bottle that the shit with people are in denial about that shit. You know what I mean? It's a weird thing when you're around people that are in denial about what caused their issues.

Speaker 6:          01:44:26       Right? Yeah. And there's also, I know that doing drugs and that, that kind of behavior isn't the root of the problem. There were the problem is something else. Those are just symptoms. Right. But if a guy is or has been shown to be a fine upstanding human being, I mean, I don't know this guy's history. That's the problem with having this stupid argument or this conversation rather, when you lose that much money and gambling immediately, that's a red flag to me. Like, okay, this guy is probably, but it wasn't until after he became, um, got on the medication that he started gambling. Apparently he didn't gamble before that. The handlers are often, you know, they tell the truth. I don't, I don't have a problem with gambling, but I easily could have, I was terrified of it when, uh, when I used to play pool and I used to be around a lot of gambling addicts.

Speaker 6:          01:45:06       I was around a lot of them guys who are, and I see them and I would say this is scary shit, whatever you, obviously gambling is fun and it, it becomes too much of an addiction to these people. Whatever it is, don't, don't do whatever the fuck they're doing. Can I tell you it's what happened with gambling. I was in shock for a lot of really improv and I put $5 in the machine. Okay. And I, I pressed Boko was a, is the hard rock casino hardrock right. And all of a sudden the thing just went crazy like I did anything. You know what I mean? Just crazy. I don't even know what happened. I got a combination or something. Right? Then all of a sudden like people are surrounding me, right? Like people are back backing me for these people. Just all the people watching, I hit a jackpot.

Speaker 6:          01:45:43       So you're worried someone's going to Jack your job and they got somebody else turning around like, oh yeah, this is great. Right? And then the lady comes because it says that press, you know, cause you get a ticket, right? You can't get a ticket because you know it's so much money that they're going to have to give it to you. Right. Nice Lid. He comes up to me, she goes, congratulations. I go, thank you. They go, um, so can I just see your id? I gave her the idea and she goes, I can't give you the money. I go, why? She goes, your license is two months expired, which is, it is. So I go, no, I want my fucking money. And they get, we can't give it to you. I went to the top Indian chief, like I'll counsel number and I argued with them.

Speaker 6:          01:46:23       Two hours later, I'm an officer. I, you know, I played the Improv year. I, you know, I was packed. Every room, they come here to gamble. Right, right. It's two months expired to kicking me a fucking my neck that I need the money. How much? It was like $2,000. Hmm. Okay. But the idea that I wanted Jackpot and they won't give me the money. That's against the law. It's an IRS thing. You need a valid because you're just said, all right, hold my money. I'll go get my renewed be back tomorrow. No, I live in, I live in La Dude. Right? Yeah. It costs you 2020 casinos. Like hold your smile. I got, you know, like they, I got, I gave him my number, I go work it out with their counsel. They have to go back. You know what I mean? And they never called me. I couldn't get my money and I was so fucking mad.

Speaker 6:          01:47:05       I'm still upset about it and I'm Kinda, well, they had an opportunity to fuck you and they took it. That's what it is. Yeah. But it's, that's so fucked up. It's fucked up that, that's not seen. Illegal casinos aren't in the paying out business during the you gambling and losing. I know, but here's the point though. I go there every year. They know me. Like I go to the H. Dot. Dodd the desk. Right. Everyone loves me. Bobby's back. You know what I mean? Like I, I know that people come to Campbell at the casino right after my shows. Right. I feel like I've provided a service for this. They can't fucking, you know what mean one little claws? Like look through it. Well now you understand the true nature of your relationship with them. They don't give a fuck about, you know, that's the nature of the relationship by the way, with fucking virtually every casino and player, you know, the bottom line is the, the player is a, is a mark, you know, and that's what it is.

Speaker 6:          01:47:53       And the mark you, it's just like, you know, you, you let them win a little bit, let them get a little bit, make them feel like he's got something going on. He copied my room. Hey, you want a nice meal? And even though we lost some money, we had a nice meal. We went to see a show, you know the contest we went to see the fucking the lion king. And that's what happens man. But the bottom line is those fucking like go to these gigantic places like the Venetian or the Bellagio fucking huge fountains and shit. Who's paying for that? Who's paying for that? Yeah, we are. Yeah, you'd be, you're paying for it by losing. Right. But what I'm saying is that if I would have one like a bigger jackpot, like $2 million, I don't know what I would've done. Yeah. Like I would have physically assaulted in American Indian.

Speaker 6:          01:48:30       Holy Fuck Man. I would've lit her for the rest of my life. Make them cry. That would have, I would have freaked out about that. I would have, yeah, that's an issue, man. I would still be fighting that, that whole thing. Yeah. You get your 2009 I lived through it, but it, you know what you should start doing is doing a bit about it on stage. Yeah. Well yeah, that's a bit, yes. There's a funny bit and there's somebody out there is something in there. Yeah. Come on man. There's a funny bit in that, you know, because, but I'm, they can take your fucking money. They had no problem with you gambling. So you're risking your money but you can't get a return. What you should have done, you should have got a wait. Did he print out a $2,000 ticket or cause here's what it is.

Speaker 6:          01:49:05       Okay. If you win, you know, at, at a slot machine, you get a ticket, right? Anything other over 1200 it that you win is considered a jackpot. Okay. Then they have to come out. So then they had to fill out IRS forms in this, that if I just would've let me had less than a hundred dollars less than I would have been able to take my money, you know what means Christ and that, you know what I mean? I would have had a cutout would've spend it at the casino anyway. They would had it in the end. You know, did I would've gotten to a higher machine, you know what I mean? You know, I would say I just want a good time or put it back in the community. Yeah. It was something like that. I always want to say it like that. The community, um, it's fucked up. What is it about black people that they said community like that. They see

Speaker 2:          01:49:48       a lot of things a little bit with that, but that's a big one. Community community put it back in the community. Yeah, they say that. Yeah. Um, so, so, um, what happened? So there's no way you can get this money back to this is gone. You're writing it off as a loss. You got to do a bit about this problem. But the thing is, is that um, I called y'all, how could he help you? Well, he owns at the Improv, right? He has a relationship with the hard, what did they say? There's nothing I can do. I mean, and I'm like, but it's, it just, it, it doesn't make any sense because they know me. It doesn't matter. They don't give a fuck about you. You now you at least you know what the deal is. The deal is now. Yeah. It's, that's also probably a rule that they can't circumvent. I mean, who you're talking to is probably a guy who's going by corporate by lines and this is the rules person doesn't have a driver's license. I mean, even though they know you have to kind of assume like who the fuck, you know, if you can't write down a valid driver's license in the receipt so they can get tax,

Speaker 5:          01:50:39       it just seems that they should be, should be able to hold it for you. Like I seems like, yeah, you want, you have credit, $2,000 credit, you come back here with your license will give you the fucking money, but until then we're holding it for you. It seems like that's what casinos do anyways because they have, you know, you go there like you're Jay z and stuff like that. You have like a, you know, like almost a bank account with these people who Jay z. Do you know what I mean? I bet you you can get your $2,000. I googled,

Speaker 2:          01:51:05       I googled my name. You googled your name in front of them like an asshole. Oh, did you really? Yeah. Go. Listen, I play this place. I'm a headliner. Right. Googled your name right. And it went to my Wikipedia page. Right. I went to my Wikipedia, I go, here's my picture. Here's what my birthday, you know what I mean? I'm almost 40 right. You know what I mean? Because I had no idea. I don't know what else to do. Right. We don't give a shit. They didn't care. No. Sounds like a scam to me. And this is an who's telling you this? Who's the person saying American India would beats in his hair, you know what I mean? And he was upset at you or no, it was just basically just really cool about and just like, I know who you are. I'm so sorry. These are the rules.

Speaker 2:          01:51:46       Well, I guess those are the rules. Here's the rules. Now you've got to write a bit about it. I'm going to it. Yeah. You have to make it a $2,000 bet. It makes me so fucking mad. That makes me mad. I don't need the money. It's just a principle of that. Absolutely. I get it. Yeah, but it does make sense. I mean, it doesn't make sense that they can't, they can't hook you up trying to me, doesn't it? Not to me. No, it doesn't make sense. Because Joe, if I work, I basically work for that casino sort of. You work for Joel? I worked for tool, but he has a relationship with them and it's not like I don't play there every week. You know what I mean? He just sorta rents there. Right. He does rent a rule. Like you rent the rooms there but you, you understand what I'm saying? It's like in a sense I give them business. Right. You know what I mean? Do you like going on the road? Do you dug it in some places? Yes. Some of them are like, I want to kill myself for a long time. You didn't go on that. Refused to do it. Yeah, because remember when we were back in, uh, when I was doing the store, we would talk about it all the time. You weren't going on the, I refuse to do it. And then we were somewhere recently, like I think it was San Jose

Speaker 6:          01:52:46       and they will say, yeah, Bobbie Lou just here, pack the place. I was like, Damn Bobby, that's the only, that's the only reasonable. Now I go, because when I used to go a little bit before, no one would come. Right. What, what, what changed that? I don't know. It was, well, here's what it was. I would go to a market now what my thing is, this is I go to a market first and at first they don't really know me or if they do, they don't know that I do stand up. Right, right. So I do a weekend for pretty much for free. They give you a guarantee it. Right, right. And then the second time back, it's always better because I know that I deliver. Right. You know what I ended up, my show is good. You know what I mean? And so the people that saw you, they come see you and they bring more people.

Speaker 6:          01:53:20       Then the radio, I love radio. You come back, like if you say you do a Gig, how long before you come back? A year. A year, yeah. Yeah. And how much of your material be new in that year? Maybe, and I'll be honest with you, not as much as maybe the next guy, but after about 10, 15 minutes, 10 15 minutes, we'll be in the new in a year. Really? Yeah. I'm not, because I'm not that prolific really. But the thing is that, here's what thing is, is that a lot of my stuff now is improvised. Like they have moments of just playing with the audience. A lot of that. Right. And also my thing is there's a element of crazy in my shower where I usually go in the audience and do crazy shit. You know? Like what? Like, you know, like if somebody will get up to go to the bathroom, I'll chase him out of the room and follow them to the bathroom.

Speaker 6:          01:53:59       Really? Yeah. And then I'll say, yeah, while the audience is the love, the love it, you know what I mean? And I'll pull my pants down. I'll, I'll be in my underwear, I'll follow them into the bathroom. Have you ever gotten in trouble for pulling your pants down at? Yeah, I did this one thing where like I, I wanted to give a guy a lap dance. So he came on, he came on stage and you know, and I there the music is playing and I got, well you on Parkinson's medication and I got naked and I had a sack come out and you can tell that this guy was extremely homophobic really. Right. So there was the music's playing and I jump on top of him. Oh, it's my late wife sitting on the stool. But he literally picked my body and through, you know what I mean? And I hit the ground, you know, me on my back. Right. That got knocked unconscious for like a split second. What you hear like little like storms. Did you hit your head? No, but I heard so what hit that made you see stars like that? I hit my back and my head maybe a little bit, maybe your head a little bit, but I also took the wind out of my body. Right. Okay.

Speaker 7:          01:54:54       Well we

Speaker 6:          01:54:55       right. Yeah, I got Jack and I jumped on, jumped on it because you do that because nothing he left. He just took it because the thing got a laugh. When he threw me off of me. It got a lot. You got to laugh. So he enjoyed it and I stood back out and I looked in his eyes. Right. And he kind of went that guy, he kind of liked the laugh. Right, right. So I did it again. Right. Cause you got addicted to the loud. Right. Because that first it was hatred. Right? Like get off me Geek, you know, kind of, Whoa, that is what he said. You know what I mean? That's the, he said it, but in the eyes I can tell that there was a group so that when I fell down, we connected. I'm like, okay, I can do it again. Wow. Like a sense. You're right. That's a word. That's the worst thing that's around. It's a weird thing, right? When you're ad libbing with someone, you don't know exactly where this is going to go. That's exciting though. It's fun. Right? It's exploits also to you and I both came up in the store and the store. We

Speaker 4:          01:55:44       talked about this so many times in the podcast is store for all it's terrible qualities. The best thing about it is the fact that no one was paying attention ever. There's no crowd control. There's no one that's, the comics are forced to take care of audiences themselves and sometimes you just deal with incredibly hostile on saints. I've never worked at a club consistently where there's more insane shit happening at [inaudible]. Here are the comments. Go. Yeah, this tough room is tough. I know you don't. You don't even know what you're talking about. They don't even know if it doesn't work. The store, like there's so many people that like to be like, yeah, the police is evil. I know. Don't do the store. The store is evil. It is. Yes it is, but I would give it say evil. There's, there's some, there's a quality of evil to it.

Speaker 4:          01:56:23       I think that qualities because the fact that it's Ciro's nightclub, the fact that it was Bugsy Siegel's place, you can't get past the fact that people were murdered in that place yet, but it's also has to do with the color of the building. Yeah. I really believe you can't paint your walls in your bedroom. Red Blood red because it's psychologically it's not good for you. It makes you angry. It makes you ain't like silver too. I tried to paint my room silver ones and they go, it's not because you'll feel like you're trapped in a, you know, I mean space shit. I feel like black, you know, like in a cage black. I don't know what it does. I was thinking of painting these walls. Black, not done. They give you, okay for a podcast. Perfect seat. This is the color, what Walter's put. These are neutral colors.

Speaker 4:          01:57:02       These are nice, relaxing. I feel very good right now. Do you feel good? Yeah. I feel like this is the color. I'm going to leave it here just for you, Bruh. Like coffee. It took so long to get you on the podcast. I'm going to leave these things. The reason why that was the case, right? Oh No, no. I know it was because I just things going on, right? It's just like, yeah, I'm as flaky as the next guy, but the store, why don't you come back, come back? Where the store, oh, never. Never. I can't. Why? Because I liked the improv better and there's no negativity there. The improv, everyone's so super courteous though. The, the, the staff there are so friendly and, and thankful and kind for years he dealt with it. The store then pretending that the store was the star and you were lucky to work there.

Speaker 4:          01:57:39       Know you're lucky to help out. No matter what you did, you can never do enough. It was an energy when you were there. I bring it everywhere else. I know, but I'm saying that I'm, because I used to either go up before or after you in the studio. It was hard to go up after you, but sometimes they would put me up after you, but there was still an energy and the alar. I swear to God, that's different than it is now. Not that, that we don't get an audience, but it's a different kind of vibe here. Well, I was bringing my, my specific thoughts on, on comedy, my specific thoughts on life is let's have fun. Let's not take things so fucking seriously. Let's look at all this shit, but let's be nice to each other and let's have a good fucking time. That's why one of the reasons why when everything has been crazy would happen at the store.

Speaker 4:          01:58:18       I would always make it a big point to by everyone in the audience a drink, you know? I mean, when I kicked somebody out, yeah, I did that. Oh, there's like a dozen times I would kick people out and then I would spend thousands of dollars buying 300 people drinks, you know? Yeah. Yeah. But that's like what the what, why, why, why did you leave in the first, because it's not, it's not Mitzi shore, it's club anymore. See, the whole thing that happened was when the men, Sia Shit went down. I called Mitzi, who's the owner of the club and Mitzi and I've had a relationship way back to 1994 when I first met her, when it first came to Hollywood and to me she was the, you know, the queen of comedy man is the comedy store was Mecca to me. To me it was more important, and this is not bullshit to get past as a paid regular the store than it was the fact that I was on a Sitcom in, in California.

Speaker 4:          01:59:01       I was on the Sitcom and I was like, acting sucks, you know, is a lot of money. I was making all this money, but I'm like, I'm a fucking paid regular to store. Like Holy Shit. I couldn't believe I was there. I mean this is where Richard Pryor, it started out, David Letterman was there in Kennison was there and all these Hicks had worked there for awhile. So to me it was like all this history. So I mean, not only had I worked there for free for all those years where I was on fear factor, they put my name up on the marquee. It would say, you know, fear factors. Joe Rogan packed the place. We would promote it on my space and to me it was just, I was just, it was a workout room. It would, I would get to fuck around a stay sharp, do a long set each Friday and Saturday night.

Speaker 4:          01:59:38       So when I would go on the road I always had material I could still do special and still do fear factor at the same time. So it was a perfect situation for me and I could help the store I worked for free and as matter of fact, even money that they owed me from years ago, I paid it back in the, in the form of a tax free donation. Yeah. And then I paid for the whole sound system in a place. Yeah, you did. I took out the speakers, I put in, you know, a CDR burner and the fucking dat player in new re microphones cords, the whole deal. Right. And then when this whole thing happened with them and see, which they knew for the longest time that he was doing, everybody knew what he was doing, but they were making money off of it. So they turned a blind eye towards comedy.

Speaker 4:          02:00:14       And what I've always said was that if you're in the business, if you're a, if you're an agent or if you're a manager or if you're a club owner, you're selling art. That's what you're doing. Yeah. And when you got one person who's stealing the art of the people that you're selling, and then selling it again, that's what he's doing. He's like, he's cannibalizing. You have to put a foot down and stop that. And if you don't, if you say crazy shit like, well, you know it's business and he's making a lot of money, well then you will clearly are not on the side of the art form that you actually make your living selling. So when all this shit went down, I called Mitzia, but to let her know that, you know, Brian made this crazy fucking video and it's about to go out and it's, it's ugly.

Speaker 4:          02:00:51       And I told her, I go, the guy's a problem. We've had problems with them for years and we're going to put this video. She goes, [inaudible] just keep away from 'em. Just don't, don't get crazy. I go, man, I'm never going to hurt him. I go, I'm not going to do anything crazy. You have to, okay. Do you want to go up tonight? I go, yeah. She goes, last time, whenever you want to put me up. She goes, okay, 10 o'clock. All right. Thank you, Mitzi. I love you. I love you too. That was the last word I ever spoke to her. Okay. I get off the phone with her. They call Tom. He calls me an hour later and tells me I'm band, so why? So I go, what are you talking about? I go, I just talked to Mitzi and hit this stutter and cock suckers.

Speaker 4:          02:01:23       I, whoa. Oh, well what about me? Me, me May, may, may have Nancy's a confused. Nancy doesn't know the fat, so to me it was very clear that there was like some situation where Mitzi was no longer making the decisions. It was no longer her club. So there was some other people, whoever the fuck they are, Tommy was at though the mouthpiece or whoever the fuck was making decision and clearly they had made a decision to go and have men see a headline that weekend. I make a big deal out of it. And he was on the radio. It was like for him to try to save face and then have me band. And so I said, I'm never coming back. I'll, I'll go, I'll tell you this right now. This is it. I'm never coming back. And so that was years ago and I've never come back.

Speaker 4:          02:02:02       But I, it was the best thing for me because after I left there and then I started working out at the Improv like, God, it's so friendly here. The vibe is so much better. Everyone's happy, they're, the managers are happy, the comics are all, it's like it's a cool bar area where everybody hangs out. And then I started doing sow's and more recently and just, you know what, man, I just realized that there's comedy clubs out there that appreciate comics and that's, those are the only people that you, you should hang out with. I'm, I'm thankful for my time at the store. I learned a lot there. I learned a lot about, you know, hecklers and dealing bullshit. And I learned a lot about, I just learned a lot about the business from this whole thing that happened for getting fucked over. So for me it was, it was the best thing.

Speaker 4:          02:02:41       Well, Tommy didn't go to anybody, by the way. I think it was all him. Yeah. Yeah. I mean, I mean, Tommy night, whatever. I mean, I, I'm a regular there. I get spot to anytime I want to. And Tom is a friend. I've never called them awful. The job, I called them four spots. I mean, but I know that he makes decisions. I'm sure he does, but not that one. I don't believe that, you know, I don't, I don't believe he, I ordered this happened, he went to Mitzi and heat. He didn't go to med. So he didn't talk to her at all. I know for a fact. So who, cause when he talked he talked to somebody else. Who other fuck it was, whether it's Pauley or whoever the fuck is maybe Peter, whoever the fuck it is. It might have been Peter. I don't know who it is.

Speaker 4:          02:03:17       I have no idea. I don't know. I didn't ask. I didn't care. And then ever since then have they called, you know, oh, he sent me one ridiculous letter. I saved it. It's hilarious. The most one sided fucking letter ever talking about, you know, don't destroy the store, build it up. And like [inaudible] I worked there for free for fucking years. And then they would always say like, everybody works for freight and none, not everybody doesn't do what I did and what doesn't put their name on the marquee. Okay. Put up on my space and be told the globe oil. I'm gonna tell you about La Jolla. And I started in that room. Right. I go there six years ago, five. I haven't played there in six years. Right. Okay. Six years ago. I call them the lawyer. I go, can I go up, cause I'm gonna go down to visit a friend, right?

Speaker 4:          02:03:55       They're like, yeah, sure. So I drive down there, I show up at the club and the manager goes, you can't go up in La Jolla. And I go, why? He goes, well, this is an all girl shell and they're from La and they don't want to pick it up. I go, who is it? They'll at least a sunset people I've never even heard of. Right. So I just drove down here. They said I could go up. I'm from this call. I fucking built. That stage literally means pretty soda when they gutted the place you hammered and hammered and nails and shit like that. So fuck you. I'm calling up, but you're not going up. I'll go up last night. No, I go, I'm up. I'll never play her again. That's fine. That's fine. I haven't played it since. Wow. You know, man, I, that's respect. That's a totally different situation. And I, and I totally see your side of it. I totally do. And

Speaker 2:          02:04:38       the girls, if they really wanted a, you know, to do their show and then have you go on last, have you gone afterwards? You know, that's what it asks. Like, oh wait, I don't give a fuck. You know what I mean? Some people don't like that though. They think that you're going to show them up. You know, especially there was 40 people there, Joe. It wasn't like if it was sold out, you know what I mean? As a matter to them, those 40 people were there to see them. And if they know, if they do mediocre, you, they know you're going to crush and you go on after them. So it's like, you know, let, let me tell you something too. It's like I'm from that rural, right, right. And I started, women were fed burns. Sure. Yeah. Back when Fred was running at, what's a, Fred died, he died.

Speaker 6:          02:05:11       What happened? Um, you know, he, you know, he had spinal Bifida. Yeah. And his parents were still alive and they took him on a cruise, like a cruise to go to The Bahamas. I don't know where they went. And they told Fred one night, they call Fred, um, we'll meet you down here at ate for breakfast. And Fed Burns goes, ah, you know, and he never showed up to breakfast and they opened up his room and he was dead. Well, it's just failure, failure, heart failure, your body failure. Whenever knows.

Speaker 2:          02:05:42       I was just awful. He was an interesting guy. He got fired Ryan for something. No, nothing. Nothing with the family is crazy man. I mean fuck, I got no ill feelings for the store. I think it's one of the most interesting clubs in the country and I think I learned a lot doing stand up there. But the whole point of the whole situation, the whole point of the home and see an altercation w was supposed to lead to create a better environment to stop, you know, stop someone who is victimizing other comedians and when the club supports that, you can't support the club anymore. Yeah. The club supports that. It's, it's not a great, it wasn't a gray area. Everybody knew what was going on. And I know everybody complained for years and years. So the, that decision, the decision they made was like the worst possible decision.

Speaker 2:          02:06:25       So there's no way I could go back there. Yeah. I mean it's, it just sucks the fact that like, you know, like bill burr will show up and if Mencias there, he won't go. Yeah. I mean, those little things, you know what I mean? That could fuck up. I, you know, I love the store. You know, it's like home. You could go up right in front of me and see it now. It doesn't matter. Now he's toothless. Now he's just, it's, he's got no clause. It's all, it's all over. Did you see the IAM comic? What'd he said in that movie? You got to see that, that will open your mind or your open your eyes. I just dumped out,

Speaker 6:          02:06:52       listen, I just did a benefit with him a month ago. You know what I mean? For the police, the police force. Right. You know what I mean? And you know, all the longest I've known Carlos, he had never did drugs or trank as this big thing. I don't need it. You know what I mean? Right. Natural high right now it's like, you know, he's smoking pot. You know what I mean? That would probably help him.

Speaker 2:          02:07:15       Yeah. Maybe give her a drink. Drinking. Yeah. He's awesome. He's just, I can just tell he's sad. Yeah. I mean, well it's coming from a man and as a friend, victimized, victimize a friend, you know, you watch it and it's, it's just,

Speaker 6:          02:07:28       okay.

Speaker 2:          02:07:29       I was trying to play call of duty with Xbox because I feel bad. I always send them a friend of mine and he feel bad. So you want to kill them.

Speaker 4:          02:07:36       If I go listen man, it'd be the positive aspects of working at the store were so true. I mean, I know what you say. I just think you should just do it one night or something. We, I'll never be the same again. How do you know? Cause it'll never be what it used to be. What it used to be was a lot of fun. It was used to be, we looked, there was a long time where I was at the store with a store, felt like it did not have the environment that I envisioned. I always envisioned it being, like I said, comedy Mecca as envision. There's all these great comics are going to perform there and it's this great environment. And then for a long time when I was there and like the early nineties, you know, it wasn't like that. It was, she was shit.

Speaker 4:          02:08:11       I said I of went to a it in a sense. Okay. Since you left, it has changed. Okay. In this sense. Okay. We're getting a lot more New York guys on the list. Right? So you have bill burr, David off, you know, um, all these New York guys have at that moved here. Okay. There Silverman. Was there the lineups like the other night, who was it? Rock and Chappelle. Did they go up but they showed up, right? Yeah. It's a different New York vibe. And what I'm saying is this okay? From two years ago that you were there, Carlos Carlos is the people who run the club. I know it's top. Whoever's running carb is the same people running the club. I know Tom. He said some stupid shit to Brian just the other day when he went there and he called me a fag. Tommy Tommy's retarded. He's a, he's a Ding Dong there dude.

Speaker 4:          02:08:52       It was always going to be what he is, you know? I know there's not this, it's what us a comedy store is, is an idea. Okay. The idea is that there's this, this Mecca of comedy where everybody's hanging out and all this crazy be like debt back porch area, the back parking lot. How much fucking fun did we have back there? So much I've had craziness and hilarity the greatest moments of my life with them. Various moments. Just always, everybody was doing something funny. Joey Diaz has got his fucking pants down. It was crazy. Always something chaos and then there's always crazy people coming back there and hanging out with us and then you don't even know how the fuck they are. And who's this guy's guy's nuts and he thinks he's an angel. And I talked to us about the cheeses that hangs out there.

Speaker 4:          02:09:33       I got it. Geez. Yeah. The guy with the cross that walks down down sunset with his fucking cross, you know the guys looked like Colonel Sanders. If he seen that guy, that guy's a crew like Colonel Sanders and Jesus and him together are always the best combo. So they're getting an argument. You're looking at a finding of a house, the Lord or ticket crazier. Yeah, yeah, yeah. That place is awesome. You know, and but the idea of what the comedy story is, you bring that everywhere with you man. Everything that everywhere on the road, I bring that everywhere. Where I do stand up sounds is a perfect example. It, this sells comedy hall has this new place that opened up on Melrose is a guy from New York. He had a place on the brayer for awhile, but they had like a liquor, liquor license issue and now he reopened a new place.

Speaker 4:          02:10:09       Fucking guy is great. He's got open mics like almost every night. Super supportive of Comedians, just wants people to come down. He's always trying to feed you, give you drinks and he's super consistently nice. He's really nice guy who loves comedy and he's running, he's trying to make a good comedy club. Okay. And because of that, comics are flocking to this place. Diaz does it all the time. Ari does it. Brian does it all the time. Night to night. His show, we'll have at least 50, 60 comics wanting to go up at their eight o'clock shut in Ireland. Yeah. Do I have to showcase to become a regular thing? You want to do all of them? Yeah. All right. Okay. You don't have to do anything and they'll just hook you up, man. You go me. He'll give you a door deal. You can pack the place.

Speaker 4:          02:10:46       Yeah. It's super sweet. That's why I liked it. Didn't need a new room. Maybe when you go to the Improv and you go to places like south, you realize, okay, well there's places that don't have this crazy attitude that the place is the star. You know, like Tommy always had this attitude that the store is the star and so did a member. Uh, who's the guy who fucking, who used to run it before Scott Day. Remember Scott? Scott Dale. Yeah. Dunkin was the stuff people don't realize this doc Trussell our boy. Yeah. It was the, uh, the talent manager for the store a year ago and he had to quit because he didn't want to be on Pauly shore's reality show. They wanted to put it on the radio show in Paris. So fuck. It was like, I'll read the book with the Improv doesn't have though that the store has, is that wild west wives?

Speaker 4:          02:11:26       You're right. You know what I mean? No, because it's like you can't go over the light, you know what I mean? There's rules and this and that. So you can't run across the place in my underwear if I want to write. You know what I mean? Right. But at the store, there's always still that vibe of like anything can happen. Right. So you could miss that, right? Yes, yes. I do miss that. But I, that's everywhere. To Joey Diaz, this, that vibe comes with us. Hi. Yeah. What I'm doing this weekend, by the way, Mandalay Bay theater, it's almost sold out. You're going to get tickets. Jump on that shit. Now. Um, there's a, there's not much left and Mike Houston Friday we will don't totally, it's Friday night, uh, February 4th, which is the night before the UFC, so, and it's at Mandalay Bay, which is where the UFC, so it's going to be fucking crazy if you want tickets. You've got to jump on it now. And it's Joey Diaz and Ari Shaffir. So it's the, the full death squad roster and um, Bobby Lee is going to be at the Houston Improv that weekend. The same weekend, February 4th and fifth and sixth Sunday too. Is it not this weekend, is it this week? This weekend coming up the next weekend after that. Oh, next weekend. So what does that 11th something like that. Yeah, let's find out exactly what people don't get crazy. Yeah. We don't want to,

Speaker 8:          02:12:31       I came to stay and you dip. I mean you are my favorite.

Speaker 4:          02:12:39       You're a droid. Could you just turn it on? Yeah, just make, sorry is uh, are you happy with the drawing and I'll go with that purchase. Check out this new camera, 12th and 13th. Bobby Louise Friday, Saturday and Sunday. And how Ballantine's, which is Monday. Oh Bam, you're doing Valentine's Day in Houston, which by the way, I love Houston. I'm coming back a fucking swear to God. I know. I haven't been there in forever. We're trying to work out a deal. Uh, the problem was I don't want to do any shows where people have to stand up. And I was doing the house of Blues and the House of Blues they wanted, they wanted, I think it's like 600 people standing and 600 people see it. And I'm like, that's crazy. Let's, I did that in Vegas. I've done in Vegas a bunch of times. And the problem it becomes, the bar just becomes filled with people talking.

