Speaker 1:          00:00:00       Struggle,

Speaker 2:          02:05:01       I've learned that from a Guy Ritchie explained the pocket square to me. Yeah, he schooled me in it, so it's not something that I was working on and developing. This is his theory, his theory, but he is a very well educated and very well thought out in regards to his choice of suits and a man wearing a well tailored suit. Tim, is he still married to Madonna? We got rid of the check a long time ago. I remember, but he had a kid with her. Oh, there you go. Yeah. I remember Madonna as soon as she started seeing Guy Richie. I was living in England at the time and she just suddenly out of nowhere had a British accent. I love it, love it. People do. That's fantastic. I love that. I love when white people talk like black people. I love. Um, it's my favorite or a Chinese guy talking like black guy that's even better.

Speaker 2:          02:05:52       Chinese guy now. I what? Have you heard that? I've seen it. I've seen it many times. I'm a big fan of a trans racial, like people that think they're the wrong race. Yes. That's a new thing. It's one of the few trans things you can mock still. Can you mock it? Yes. Okay. Letting it go. He said. Well that'd be, that would be Rachel Dolezal, the Naacp in spokane. That's right. And the identified with Shaun King. Yeah, he's another one, but he denies it. He says that, uh, it's actually, it's all that everyone is wrong. His Mom, his dad, his birth certificate people, he knows, they all lied to them. Uh, they're line everybody else and only he knows. Oh well it says his mom had an affair with a light skin black man or something. Somebody who knows. Exactly. Exactly. It's just I can't, I can't find enough energy given everything else that's going to be offended by very much frankly.

Speaker 2:          02:06:53       I just don't get. I like people to live their own lives. If you are happy, God bless you. Just be happy. I'm way more amused that I am ever offended by things like that. I'm amused. That's a good way to put it. Yeah, that's a good way. That's a good way to say it. You're more amusing than offended. I just. Do you know Rachel Dolezal the trick from spokane because she, uh, got in trouble, you know, because everyone's mad at her. She changed her name legally to the blackest name the world has ever known with young Jamie. Pull it up. Pull that name up. W. This is a, it's a wonderful name and I would encourage anyone that wants to be transformational to do the game. The same thing. AndK , e, c h I a. I don't know how you say that. The catchy a marree.

Speaker 2:          02:07:41       Dr. Lo, that's her new name. Ready? Here we go again. Nick catchy a marree. D'Angelo d I a l l O hm. I liked the description that they give her. She's a former civil rights activist. Enough. Oh, well, I guess because she was fired, but former Afrikanas studies instructor. What's Afrikaana? She decided to give up the civil rights activist thing. Hm. Yeah. Silly goose. But it was great when she had like a fro, like look at her over there with that. Yeah. Full white family orange. Spray Tan from Lincoln County, Montana. Little Ruth Ann's girl. But she feels like she identifies with black people more. She likes the culture more and you know, there's always been people that like the culture more and talk less. Sure that they're a part of the culture. You don't, you don't say you are. Yeah. That's the new thing though, isn't that a love of creating and aren't.

Speaker 2:          02:08:37       They aren't the people that are offended by the idea of appropriating. Like if I opened a Mexican restaurant, people would be offended because I shouldn't do that. I should just, uh, you know, and I know you do. I know black people that were furious at her and I know other people that are also black that were laughing hysterically at it. They thought it was what it was. I think it really doesn't affect you. It's preposterous and not only that, don't be infuriated by the fact that she got caught. I mean she's, I mean this is not like having any undue influence. This is all ridiculous. No, exactly. And that. And also again, it's this idea that people are walking around looking for reasons to be offended. Yeah. And it just seems exhausting. It's like everything. And so I don't, I don't know how people do it.

Speaker 2:          02:09:18       I don't know why they do it. Maybe they just don't have enough going on in their lives, have enough objectivity and they get caught up in the momentum of being pissed off about something, but the cultural appropriation or pretending you're something like, look at how many fucking people pretend they're native American because it makes them seem more spiritual. Jesus, that's always been an issue. Yeah. Yeah, there is. Elizabeth, why was just trying to remember her name? Is she gonna I wonder if she's going to run in 20, 20. It's going to be a problem. Yeah. The allied and said you were part native American to get some sort of scholarship. That's right. Harvard, wasn't it? Oh, look at that. Yeah. I will say this. The world is so funny. After a, when, when, uh, when we went into Iraq in 2003, early 2003, um, people started looking at the business opportunities that rock.

Speaker 2:          02:10:08       Right. And I remember there was that whole idea, excuse me, that there was gonna be all sorts of business opening up in Iraq because I don't know why they were thinking. But um, so then it became people looking for contracts, government contracts, commercial sector contracts to do business in Iraq. And so the idea was suddenly there was a mad rush to open up a minority owned and veteran owned and women owned businesses. So the idea was if you had a, like an annual Indian, you know, Eskimo who was supposedly in charge of your business that gave you extra points when you were weighed in the bid for a contract that you were going for. So there became this cottage industry, you know, much like the casino business of trying to find tribes that you can represent in order for them to end to open up a and you're creating essentially a tribe to have a casino.

Speaker 2:          02:11:04       It gives them a certain advantages which. So it's, it's an interesting, it's an interesting world we live in. Well the native American casino business is very weird in that regard and also that a lot of people in these areas, because there are certain percentage and I think it's as little as one slash 16th native American, you can get a check. So like if, if the casinos raking in the cash, the people that are a part of that tribe all get free money. Yeah. So these casinos are just generating like fucking billions of dollars a year that just because someone, some of them require, some of them are cow, you know, marginal. But, but uh, you know, there are a number of them that do, do very well. And you know, wasn't for some of these. I don't know about you, but some of the. I tell you what, I want to be depressed, go to, you know, there's certain Indian reservations in this country that are just awful.

Speaker 2:          02:11:51       Oh my God, I love her. Poverty is just alcoholism down and, and. Yeah, exactly. Substance Abuse and lack of opportunity, lack of educational facilities for the kids and that's just not, that's not right. We should do. We should be far better than that. There should not be a native American foundations are very strange when you think about like how long ago it was, these tribes, people were roaming the earth and nomadic fashion and living the life they did before the Europeans came and that now they've become this segmented part of our population that's sort of a part of America but has their own kind of like nation inside of a nation. And it was weird rules like the way they have it up in Canada, they call them first nation people, but in candidates real weird in regards to wildlife, like I don't know if you know how it works up there, but they can shoot anything they want all year round and they have it that way in Washington state as well with elk hunt elk all year round.

Speaker 2:          02:12:53       The rules are so different things the same way. They use spotlights for Moose. So like they drive at night with four by fours. The Moose see the spotlight, they freeze, they belong away with high powered rifles and they can kill him as many as they want all year round the same. If we used to go spotlighting kangaroos. I lived in Australia when I was younger, were stationed in England, Australia. I've lived in a lot of places, but I'm now in my. I'm in my last place now. Idaho. I'm not, I've never moved. But um, yeah we used to go in Australia, worked on, lived on a sheep station out there, massive property and we get into the, of the truck with the spotlights. And you go out and those kangaroos are hard as shit to hit. They are tough. Haunting. No. You guys doing that for population control?

Speaker 2:          02:13:40       Many of them, yeah. Oh yeah. Yeah. I mean this would be delicious. You know, it can be, you know, depending on how old they are and which high. But um, the uh, the tail is actually the tastiest part. Why Kangaroo tail? Yeah. Yeah. I don't know about all that, but no, I don't mean the ass. I mean the tail tail because it balances. So I've seen the idea you go in real life. Yeah. So, but anyway, they are hard to hit. They are completely unpredictable in their movement and they just uh, and they move fast and they, uh, they jump the fences, they can clear. It's impressive. I know why I'm talking about, we played a video inviting these massive herds or packs or whatever you call them, of kangaroos roaming across the field. Like some people have no idea what the numbers are. You know, I have friends that live in Australia and they tell me like there's places that are just infested and there's nothing they can do. They don't know what to do. So they, they literally have to gun them down because there's no predators. It is. Yeah, that's exactly right. I mean when he got dingoes not going to bring down a, you know, a, a kangaroo, good luck. Feral cat and you know, I mean, but it's. Yeah. So this, they just, they're all over the place. I'm great little animal. So yeah, they're kind of cute and they're tasty. Know, look at these fuckers go bouncing all over the place.

Speaker 2:          02:14:58       A kangaroo call starts that Jesus Christ. So many of them. And Oh, people were upset. I guess people were upset at the kangaroo call was going to have that. Well, uh, Ellen got stuck in a fence. That's not good. Yeah. I mean whenever you have an animal that doesn't have any sort of a natural predator and they can just free free ball it. Exactly, yeah. That's what they, they and Australia is such an interesting place. You know, every time they introduce a species to try to solve a problem that's pcs takes off. Yeah. Yeah. It just, and it's, it's never ending. I was trying to explain to someone the other day about the cats there. Yeah. That they, they hunt cats like, like what we think of as a pet. And they were like, why? And I'm like, listen, I know it doesn't seem right, but the feral cat population is just run out of control.

Speaker 2:          02:15:48       Like we did a podcast once we pulled up the feral cat population in America and what it does that they killed billions of birds and rodents in America. Yeah. And someone was like, no, that can't be right. I'm like, listen, they, the scientists who did the study of shocked cats are fucking murderers. Yeah. And we had a cat, a great cat named Charlie who's now died. Um, but he was a, he was not to a captain most part, but he would, uh, he would kill chipmunks and he would lay the chipmunks out in a row to get offering. Yeah. Yeah. And he was incredibly efficient. We try to keep them indoors. But you know, the guy, he just wanted to be outside killing something, so just fun time and then come in and you open up a nice fresh can of cat food for them.

Speaker 2:          02:16:32       Like thanks dad. He's got a little bit of chip monck in his tooth. Uh, yeah. But the feral cats. Yeah. In, uh, in the, in the ranch. I mean, you'd be out repairing fences or something and yeah, you just kinda get off or they'd spook the horses or you'd get to put your hand down to Pixar and Bob, they just come out of nowhere and they're just, they're bastards. Yeah. They're not kitty, kitty cats. Hello Kitty. Yeah, they're like a wild small Predator that's extremely vicious. And you know, they killed things all the time though. The feral cat problem in the United States is insignificant in comparison to what it does in Australia though. Australia, they have devastated ground nesting birds and all sorts of other species because they're an invasive species and there's nothing. Again, there's nothing really good dingoes maybe, but you know, that's that then I can't get a deputation is now.

Speaker 2:          02:17:20       So it didn't go it. My baby, where you live is fascinating because you've got, you've got everything up there, you got grizzly bears. Yeah. You gotTa, you gotta get a healthy grizzly population. I have a buddy who went black bear hunting up there and they could not find black bears. They found board grizzlies. Yeah. They start grizzly after grizzly after grizzly. It's amazing. I mean, it is, and it is, it's such a good thing. And when you see the sort of the health of the, of the wildlife population and just, it makes you feel really good, you know, and it's, you know, it's hard to explain. I mean, people. I was up in yellowstone and, and uh, once again, I'm always amazed at how people interact with wildlife when they're not used to it. Right? And Yellowstone is probably the best place to see that happen because there's so many tourists during the busy time of year and they'll just say there's no regard for the fact that it's a wild animal.

Speaker 2:          02:18:13       Right? And even the Bison and the price will kill you in a hot second if they get pissed off and you'll get these tourists, it'll get out of that car and you know, and, and, uh, the husband will be taking a picture and telling his wife to get a little bit closer, get closer right now. Maybe he's doing it deliberately, right? But, uh, but it's, it's an amazing thing. Hey, she looks fine and, uh, but it is, it's an amazing. That's another place for people if they, if they haven't been to yellowstone, go to yellowstone. What seems like a zoo to people, you know, you see these gigantic, furry star wars looking things out there. I mean, that's what a buffalo it looks like when you see it real life. Is that real? Yeah. So they're so big. They are, they have massive. And then we were in, we were there and at one point was, it was getting to be twilight and um, came around a corner and I was with a couple of the rangers and, and uh, there was a vehicle stopped. It was a, what do they call it? A minivan. And it was stopped on the side of the road and there were half a dozen people out of this minivan and they work all kinds of fussing about, you know, and it just a little bit in the field they're on the side and think what are they doing? And then it became clear that there was little calf out there. Oh, little

Speaker 3:          02:19:28       license calf. It was gotten separated from the herd and I guess they had seen it, but it now you could hear it. It was kinda over there bleeding. And, and, and, uh, they wanted to get it. They wanted to wrap it up. Meaning bleeding. Yeah. They make noise. Yeah, yeah, yeah. Not, not bleeding. Um, although that, that was probably the next step in this evolution, um, was uh, they were, they were trying to figure out how to round it up and get it back to its. And the Rangers, you know, said, okay, here we go again. And, and they said, look, this happens. Unfortunately people don't realize it's nature. So they had to get out. And I stood there and listened while they explain these people, look, this calf is somebody's dinner now, you know, it's going to be, you know, found and devoured by other forces of nature out.

Speaker 3:          02:20:14       Luckily wolves. Yeah. And uh, and there's a wolf population is coming back up there, which is great. And so these people were horrified. They were, they were amazed at the rangers wouldn't do something like, I guess catch the calf, put it in the back of the truck and drive it to the ticket to the zoo, take it to the zoo or take it to the herd or take it home and bottle feed it. It's not much you can do. And most likely if it's mother left it behind, maybe there's something wrong with the mother as well. Yeah. Yeah. I mean, who knows what the, what the reasoning was behind it. But it was, it was interesting. It was a good lesson. But that place is that the park system anyway, I think we've talked about that before. It's just astounding in this amazing. Oh my God.

Speaker 3:          02:20:51       Yeah. And the natural, uh, the, the uh, rather the national parks that, uh, that we have, uh, in, in Idaho in particular, you guys have a lot of public ally wilderness, uh, you know, into the Frank Church. Wildernesses insane the size. Um, I've read a really good book called the big burn if anybody's looking for a book to pick up and read, it's about this massive forest fire that took place mostly in Idaho and it was, um, during the course of, uh, of Teddy Roosevelt's time. And it also, it also covers Teddy Roosevelt, um, and his efforts and the way that he got turned on to conservation. Um, and the beginnings of the firefighting, you know, um, profession a forest fires. And it's a fascinating read. I mean, you think about it, people are going to go, really, I'm going to read a book about a big forest fire, but it's, it's incredible.

Speaker 3:          02:21:46       And they weave in the history and the time of the administration and how they were declaring parks and what they were doing and how they tried to tackle this fire and what that meant for future conservation term. And, and it's, it's, it's a fascinating book, so it's called the big burn. I'm drawing a blank on who wrote it, but if anybody's out there listening and wants to book, pick it up, how did they try to stop a fire back then? Especially a massive wildfire, you know, doing a lot of the same things that they do now, right? Cutting lines and breaks and trying to deprive it of fuel, feeding it back on itself. Um, it was, uh, just manpower, just sheer manpower and trying to um, and you know, putting up

Speaker 2:          02:22:26       the smoke towers and, and, you know, creating a, back then that's what they were doing. They were just out in the middle of nowhere. You try to, you try to space out these, these, um, outposts, these little points on a top of the mountains where you can identify smoke and try to catch it. You know, like if you've got an electrical storm, boom, then all of a sudden you see some smoke and you realize you probably got to start a fire. You want to get on it as quick as possible. So then nowadays you'll call and the smoke jumpers and they'll go in and that's an insane job, um, to try to contain it, put it out, but there's always been debate. What do you do? Do you let it burn, do you, how do you, how do you deal with it? Depends on the weather forecast as well.

Speaker 2:          02:23:03       Weather forecast and it, part of it was politics and it was me back then in Roosevelt's time, it was all the timber barons, right. And the mining barons and the railroad barons and you know, they weren't interested in, in Roosevelt's idea of claiming land for the public. Um, and so, you know, it, it was so fascinating. It's a fascinating read. And again, sort of go back to that same thing that we talked about it before, how did this nation could cobbled together and how did it end up looking the way it looked? And Roosevelt had some real vision. He really did. I mean, we're so thankful we should be so thankful because of that vision. We have this incredible national park system and all this public land. I talked to a wildlife biologist who said that that's one of the reasons why we have all these issues with like bark beetles and all these different, a dead tree issues that when we get a forest fire today, it's like so out of control because we don't allow these burns to take place, which they do naturally in nature.

Speaker 2:          02:24:01       Right? Yeah. And that's part of it because you can imagine what happens if you, if, if you don't do that, you develop the fuel over a long period of time, uh, and then you get a devastating fire. And, and also apparently the carbon from those trees burning is actually good for the ground. The soil it didn't know it is, it's very, it's the ability of the land to bounce back. We see it in not all the time. And you get up in Montana and in other parts, parts of Wyoming, you see how quickly. Yeah, the environment can, can bounce back. And how often do you see like wolves and grizzlies and stuff like that where you are wolves more than than grizzlies. The grizzlies is still. Yeah, they'll still, they, you know, they'll try to keep to themselves. Um, but, but you're seeing a ton of elk.

Speaker 2:          02:24:45       Yeah. More wolves. We had a lot of. Everybody's got coyotes, so they're so resilient. They are like the cockroach of the Mammal, you know? Yeah, they're pretty incredible. Um, but uh, it's, yeah, it's uh, I, I'd say if, if you're, you know, if you're looking at, um, an accessible trip and I get to ask this all the time, what would you do? Where would you go if you had like two weeks to take the kids and drive him somewhere? I would just point the car towards a Utah, Idaho, Montana, Wyoming and just, yeah, just head up there and then just see what you can see. You know, you've got plenty of opportunity to, a tremendous number of excellent parks and you know, show the kids something different. Yeah. Just let them understand these fats. Vast swaths of land that it just open wilderness. Take the electronics away to give me your.

Speaker 2:          02:25:40       I bet. Yeah. Oh yeah, yeah. Don't hide those in the trunk. God, we're starting to get the kids all start. I'll start school tomorrow and they know as soon as the school year starts, that's it. They don't get as much electronics now. Yeah, no more. I mean, unless they have homework or something like that, it's just too easy to find like escape in that from life and that life is critical for young minds and even being bored. I was reading something about the power of boredom and how important it is for creativity that is kids today are kids that are never bored. They never have to think of something to do. They can always just look at their phone or look at the TV and it never activates that part of their brain where they're searching and thinking. That's really interesting. I hadn't thought about that, but you're right.

Speaker 2:          02:26:23       Because we tend to plan everything for them. Okay. Now you got to go to your uh, whatever your hockey lesson. Go to Lacrosse, now it's going to be baseball, now you've got chess club or whatever the hell you doing. Um, yeah, you're right. And, and it's also kind of goes back to that idea that we use to manage these things for ourselves. Right. And so kids would go out and they would organize their own teams and I worry about that too. I mean, I like a God, you know, just the ability for kids to meet up at a playground and say, okay, we're going to end, you know, maybe it happens and I'm making too much of this, but we can't have that because bobby keeps getting picked last and it's terrible for his self esteem. Meanwhile, at Bobby's going to become a software coder that makes the ai that runs the world.

Speaker 2:          02:27:05       That's right. Now that's what happens, right? All the chickens get. Bobby. Bobby gets passed and bobby becomes mark Zuckerberg or Elon Musk. I just said chicks am my lead to say chicks, chicks, chicks. I was just like, you can still mock transracial people. Okay. Games all the broads. That's where it gets tricky. All abroad, you're going to want bobby. They've coder broads a weird one, isn't it? Because they're not really that broad. Yeah. I caught that happen in dames. We're not really private dix from the 19 thirties. So I guess what Dane was. Dane was I, I don't know. I think of the Maltese Falcon or something like that. Game a private. No, no, no. I mean, I mean they would say they would say yeah, the dame know walked in. My life changed, but broads is a weird one because it's fun to say because it's like a bunch of guys.

Speaker 2:          02:27:48       It's fucking broad. Broad. I love the saying that I feel like I should be smoking a cigarette. I'm saying bring a cigar for sure. Yeah. Martini. There's not a whole lot of things that chicks can say about us like that though. Like Bros. It's sorta like how black people never had a replacement word for the n word for white people. LIke honky just does not have any negative impact. It doesn't work, but like it's a throwback. It's a real historical throwback. Honky doesn't work. Remember the last time I heard anybody she trashed like whatever. That doesn't hurt. Yeah. But like broads is a funny derogatory term for what women don't. I guess burrows they have bros douche bags. Yeah. That's probably, that's probably what more more to the point. Frozen perspective. White oriented though bros are always white people. He never say a bunch of bros and it's black eyes.

Speaker 2:          02:28:36       I didn't know that. I didn't know what jamie. If you're younger, you'd be a fuck boy. Oh, that's true. That's called a fuckboy. Right. But that's a lot of people to like black people. Like that's ian edwards has that hilarious bit. It's a. It's everywhere. It's universal though. It's across the board. So we can all agree on fuckboy. Yeah. I don't know what that means. I don't. I don't mean like a derogatory term. Okay. Okay. Yeah, because I mean in some circles, who knows? Maybe that's a good thing. I don't know. Bright cougar wants to fuck. Boy. It's like speaking italian wrong. I'm sure I'm not getting it right. You got it right. Because if you're in a situation where you're like an old broad who's got a lot of money and you want some young. Fuck boy. Yeah. He wants a car, right? Yeah.

Speaker 2:          02:29:23       It's good man. Going to fuck boy is not going to sell for a prius. You had some personal trainer at kroger's. Got to spend some cash. Yeah. She's got to get him a ferrari. Sorta like how the guy who owned the uh, was it the clippers, that guy, the old man. What the fuck's his name? Donald sterling. Sterling memory had that broad. He got her. He had a broad right. He did have a broad, broad. Yeah. And he got her like a ferrari and a bentley and bought her a condo. But the broads used to work in the steno pool. Right. I mean, you know, the ones in the steno pool and the office environment back in the sixties. I know for full. Yeah, because if you needed to apply, you know, you'd have to, you'd have to get, you know, marge to come up from the steno pool and she would take notes and then, you know, do the letter or whatever the paper and you'd post it in the mail and that's how you get business done.

Speaker 2:          02:30:13       And that's aLert. Whoa. That's a standard thing. You gotta look at that. There's a lot of frauds. And that steno pool. If I was one of those [inaudible] I'd be like, I'd rather be a hooker. I gotta take this. Some dudes in there though, probably not be a steno pool now. Maybe just. Oh, okay. Guys there, they allowed them to work with women back then. I don't think so. Hold on. Steno pools to cubicles and back again. Wow. Fuck all that to you. Learned about standup pools. I learned about. Fuck boys. That's a trap. And a half though, isn't it? Imagine working in a place like that. I was like, what? Where are you going from here? And the other one was the, uh, the, uh, the telephone command center. Can we take that picture up on the upper top colored picture? Look right there. The one with the color in it.

Speaker 2:          02:30:59       No one with the girl holding up the sign. Oh, look at that. Swimming in the steno pool by lynn peril. Oh god. A retro guy to make it in the office. Fuck. Look at that. Big of that modern office equipment. They're there in the lower left hand corner. Gives you a sense of the date of that book. No more writing with a crayon. See, nowadays, a key office environment is much more dangerous now. I think it's much more fraught with potential for hazards and landmines. Look at that. That recording device there. Boy, let me do that thing. See, so he was talking and to transcribe all that. Is that what was going on? Like a dictaphone? What is with the guy with a bowler hat? This is a movie which was like a spy or something. Oh yeah, that's it. Because you know, we used to wear a dress like that.

Speaker 2:          02:31:50       I don't know if you could. You can zoom in on that, but that was actually. We would get that after we completed training, they would actually give us an outfit like that, the entire weight, the bowler hat and like, that's nice. And then we would set off on our adventures lakes. What's that new movie? The kingsmen. So what it is, bunch of spies out there kicking ass. I have not seen that. Teaching you deadly skills. Like how to kill people at upenn. They would teach you life skills. Like how to use regular field expediency. Yeah, I mean it's like knowing how to fire for whatever weapon you pick up off the ground. It's just simply knowing you know, what, what would work and most of it's common sense, right? I mean in terms of what would actually do the job, but yeah, I mean it's, it's just, it's just a field expediency, which is good.

Speaker 2:          02:32:39       Was it in madison? Practical information. Be polite, be professional, and have a plan to kill everyone. You meet madIson madison, who? I thought you were talking about. John madison. James madison. Wow. They were tough son of a bitches. Be like then. No. So mad. It's okay. Mad dog mattis. Love to say mad dog, didn't he? Yes. He was absolutely in love with mad dog with that name. Well, he liked it because he had his own life. Hitman. Yeah. You know, I don't know. What do you think this is going? Do you think he's in for four years and not anymore polite. Be professional, but have a plan to kill everyone. You meet madison. that's the kind of guy you want in that position. You want to go with things like that and anybody who doesn't understand that well good. I'm glad you're not in that position. Yeah, because.

Speaker 2:          02:33:23       And that goes back to Afghanistan. We were talking about what's the end game if you're going to do this, don't let it, let's not draw, you know, it kind of lets not do this thing where we're dying by paper cuts or whatever you wanna call it. And I just. And that's kind of where it's been. I just feel like we've been in a Holding pattern for years now when it comes to Afghanistan without really knowing where we're going or where we want to be when we get to the end of that road. And you know. So if somebody like madison and people in general in the military, I understand if you're going to do something, you do it to win, that's your objective. And I worry that, well maybe 40,000 troops is not exactly doing it to when it's doing what they feel they can get away with. And I don't know where that gets us. At the end of the day, this whole tRump thing is getting weirder and weirder with every day. So to even predict where we could be six months from now, forget about four years from now or three and a half years from now. I think that when you look at some of the stuff that he does, you really have to wonder

Speaker 4:          02:34:18       about his mental health and I don't, I don't say that like, you know, there's a lot of people that are saying that I think because, because they would like to think that he's mentally incompetent and it became convenIent for their argument. But when, when I read that, I don't know what agency it was, was trying to get the ip addresses of people that visited an anti trump website. Did you hear about that? Like sessions is working on. That's, that's insane. Because I could have visited that site if somebody sent me a link. You got to see this crazy anti-trump site. that doesn't mean I'm a part of that community or anything like that. You can't get ip addresses for him. Someone who visits things online either side.

Speaker 2:          02:34:56       Anytime it does. I don't care which administration it is. I mean, you can argue. I mean, yeah, it's just the potential for abuse of power. I've always agreed with that idea. I'm a small government person, so the potential for abuse of power is always there and needs to be monitored.

Speaker 4:          02:35:13       Potential catastrophic. Yeah, because as soon as people lose confidence and that's one of the biggest issues with trump as a president, if people lose confidence in the institution, like one of the things that was very disturbing to a lot of people was that when he had those russians over and he was explaining how isis is thinking about using laptops as bombs and they're like, jesus fucking christ, this is top secret shit. You're noT supposed to say that because then this could potentially compromise people that are embedded in isis that are distributing this information. Like you have a bunch of people that you're giving up this information. There's a trickle down effect and it also diminishes the potential for people to trust the office person running all

Speaker 2:          02:35:55       the time. You see that? I mean the previous administration had problems where they sort of in their desire to rush to the podium to declare a victory and something. There was a disregard for sources and methods of disregard for the importance of occasionally, you know, secrets are good on, uh, in, in many cases when it comes to intel operations, you want again, you want checks and Balances. That's, I completely get that. And of course people are losing their mindset going, I can't believe it's cia guy talking about checks and balances because, you know, I'm sure he doesn't believe it, but it's true. The place you know for that is in the committees and up on capital hill where you're supposed to have an engaged, aggressively curious, inquisitive. I'm operation up there between the various committees that are supposed are charged with overseeing, you know, the work of the intel community.

Speaker 2:          02:36:47       And, and oftentimes they do know exactly what's going on. They just play this game where they disavow any knowledge when it looks like this political blow back. there's a fairly well worn path between langley as an example in capitol hill for the briefings telling people this is what's going on, this is what's happening. And then, you know, the general unwritten understanding is, you know, they're going to be assholes. If it becomes politically expedient to do so, they'll disavow that they knew about it and they'll demand in, you know, and it's just so a game that gets played sometimes. But um, yeah, I think, um, I think that it's, it's, it's hard to say I've got, I've got friends who are very, a hard left and they're convinced that, that trump's on his way out in the not too distant future. I think that's a lot of wishful thinking, but I don't think he's gonna make it for years.

Speaker 2:          02:37:36       I might be wrong. It just doesn't seem like it. I think he's also incredibly resilient though, because he is, he's unusual in that regard. He's also a guy though that wants love and respect and wants to be a winner. Like everything he does it in regards to business decisions mean he, he'll take something personally himself to declare a victory. Right. And you got to wonder whether or not we would put someone in position, you know, to say like, the fake news is so out to get him to. What we've done is we've created a structure that's the best people for the job. And then I'm going to concentrate on business and helping them from the outside. you could escape and have some sort of escape route. There's not. Again, it sometimes seems as if there's no grownups in charge of the messaging that comes out of the white house.

Speaker 2:          02:38:26       Right. And that's Been the case since day one basically. And part of it is, you know, maybe people say, well, that's the way he likes to play. He likes to play people off of each other anD he likes the chaos. And they, well, you know why he never ran a big organization. People imagined or thought if they didn't, if they, you know, if you didn't spend any time up in New York and having watched the trump organization for years and years and years, if he hadn't done that, then you imagine it to be this massive organization. Well it's not, it's always been kind of a family business. Right. And it's just so the chaos that's around, that shouldn't be a surprise. What is a surprise is that, You know, he wasn't, he wasn't sharp enough for what I know what it is. They tend to understand the importance of inserting the discipline in there and at least if nothing else, being consistent and disciplined with the messaging that comes out and just quit the fucking tweeting.

Speaker 2:          02:39:19       People say, oh, I love it. That's what makes him him for people. It's an entertainment that, you know, it's a, it's a portal for fun, like fun. I mean, that's what you're getting out of it. You like seeing the stupid shitty rights and go, oh my god. And you correlate some of the time so that he writes it. Yeah, it's 2:00 in the morning. Is that interesting? I don't want, but that's the thing. I don't know. Again, I get it. I understand people, you know, people are excited to have a genuine person who's not a politician in there and you know, there's some benefit to shake the system up for sure and need some shaking, but you know, how much shaking is actually been done. I don't want that. I mean, I, you know, I'd rather the president not spend as much time watching tv or a tweeting, um, and working to try to accomplish something major in the way of tax reform or even the healthcare problem couldn't lord, we're not even to get that done.

Speaker 2:          02:40:13       I think there's also a real problem from the top down when the commander in chief likes to personally insult people. I think when you do that, you, you make that kind of behavior not just acceptable but standard. yeah. well it's like, well, with your kids and kids, you know, if they were probably more to the point, it's like people we talked about the fact that nobody can keep their yap shot, right? So secrets get out there right now and that's because we've created this environment. If it's okay for a former defense secretary, a former head of the cia or whatever, when they get out to write a book, right? And they're getting paid millions of dollars to write that book. So you know, they got to cough up something interesting. IF they do that over a period of time and they've been doing that, then people down below think, well, why the fuck yeah, all sign the same agreements to keep her yap shut, but maybe it's okay.

Speaker 2:          02:41:05       So it starts at the top. I think, you know, and it's just like with parenting, you know, I mean they got to see you do the things that you tell them to do. Otherwise kids are sharp enough to think, well you're not doing it right. You know? So I think it's, I don't know where I was going with that. I tend to get, I tend to get down the rabbit hole and distracted. This is a distracting subject because it's really difficult to see how do we get out of this? Like, well okay, we've, we've obviously got this guy who's running the country is doing a lot of things that people don't enjoy. They don't like. They see a lot of problems in it and they don't see a, a real light at the end of the tunnel. It's like what's the best case scenario? Is this guy going to get us in a fucking war with North Korea?

Speaker 2:          02:41:45       So we realized like, oh, North Korea and us, we know we're going to war now. This could have been avoided. We got to get rid of them. I mean, what's the worst case scenario that has to happen where we can survive as a country but still just recover from this. The North Korea thing is, is uh, is kind of frustrating in a sense, right? Because nobody should be out there thinking that. And I'm sure you know, very few do that somehow. We got to that point with North Korea because president trump is president, right? We got to this point when North Korea, because we kicked the can down the road for two and a half decades of failed foreign policy with North Korea and in part with China. And so they've been very clear about what they wanted to do and now they've gotten to that point where they've created the weapons program and the ballistic missile program that they want or that they are close to having.

Speaker 2:          02:42:41       And you knoW, when you get to that point, you naturally lose some of your options, you know, so the decision tree gets smaller and you know, trump happens to be the president in office now when North Korea reaches that stage and North Korea is pretty consistent in the way that they've been behaving, you know, they're always doing the same thing. They throw their teddy out of the cot when they get upset and they want some attention where they feel they can get something out of it. Typically they do get something or China get something that then they're willing to reign them in

Speaker 3:          02:43:12       to some degree, um, in just like, you know, trump could well Be the guy sitting in an office where Iran gets to that point because anybody who thinks Iran is not spinning the centrifuges and continuing to work on their weapons capabilities is, is somewhat insane. I mean that, there is no, uh, john kerry said the whole Iran deal was based on verification, you know, on. And we don't have verification. We don't have, we don't, we haven't gotten access still to some facilities that we would need to see. We signed off with the previous administration, signed off on a, on a study or a, an assessment basically just to get the deal done because the iranians insisted that that investigation into their capabilities at one of their military sites come to a close. It wasn't like we suddenly got answers and we were satisfied tHat there was no. And we just, okay, that was part of the deal. So we'll end that investigation, but we don't have that verification. so trump could do my point being trump could just be sitting in that seat, uh, when North Korea gets where they are when Iran possibly, you know, because that could happen sooner rather than later. And then, yeah. Then you'd like to think that the person in that position will be rational. Yes. Little more reasoned.

