Speaker 1:          00:00:04       Four, three, two, one.
Speaker 2:          01:58:02       That's not a manual transmission, sir. That's shifting. And with the paddles. Where's my. What's my left foot doing? Should I pretend? How about give me a fake clutch. Clutch record. Pretend they looked dope though. We've got it. Good. That silver one? It looks sexy. Several with the black stripes. Goddammit. So the red one with the black stripes too. So these come out later this year at the end of the year Kinda? Yeah, I think so. Are they. I guess they haven't announced it yet so I don't think they have announced a specific data comes out, but it looks like it's got wider bodywork too, doesn't it? Like the fenders are wider and the rear and the front. But you if you want, if you don't want to wait, you can get something even more powerful. That is available right now with a manual transmission.

Speaker 3:          01:58:42       You get the shelby super snake Google that you want to see America at. It's rock hard, finest. Two thousand 19 or 18 shelby super snake, 800 motherfucking horsepower wide body Mustang with a manual transmission and they say don't even fuck with the automatic because the automatic transmission is the transmission from a regular automatic Mustang and it just doesn't know what the fuck to do. I mean it's just, it's, it's confused by this thing. The car is 800 horsepower. Turn that volume up

Speaker 7:          01:59:29       to me, that's sexy, but net worth 117 pounds

Speaker 3:          01:59:33       getting a communist mouth. That is a monster of a car. Good Lord, that's a beautiful thing

Speaker 2:          01:59:40       on your tesla. Can you download sound effects that sounds like that. You don't want that. You want to just just be cool. Just chill. Tesla's like you're, you're a man of leisure. You're a man of leisure and driving around. Comfortable and quiet is it flies around. It's like it's going through a wormhole everywhere. You drive it. Very strange car. Have you tried to self driving? Have you? Um, nerve wracking, isn't it? Having prayer. It took me on at once and it's pretty scary. Yeah. Bryan county does that thinks beaten awful lot. Was driving. Put Porn on that big screen on here. You can know. Yeah.

Speaker 3:          02:00:22       That's great. Can you imagine just driving, people are on autopilot just beaten off to porn. That giant ass screen.

Speaker 2:          02:00:28       Does it have a web browser in it seems like I haven't even looked, man. I'm sure it does something. Yeah, you could probably get online if it's parked or something ridiculous like that. It's a crazy car, but it, it, it's, it's, it seems like such a leap from anything that I've ever driven before. Like, I've never,

Speaker 3:          02:00:45       I've never experienced anything remotely close to it, so let's go fucking play some quick. So, um, I said everything I wanted to say about the, the Jack Dorsey thing, um, I've said everything I wanted to say to Alex Jones, so my olive branch extended to you, Mr Jones. I wish you well in this life. Um, and everybody else will do better. We're going to definitely have jack back on and we're going to have jack back on and review some of these cases with some of the people that are in charge with it, um, of it rather. And we're going to compile a list. We're going to try to get someone to compile a list of what they think would be contradictory cases or hypocritical cases are interesting cases or just fuel for conversation and we'll figure it out. And uh, and yeah, the cash apps. One of the sponsors of the podcast, I'm 99 point nine percent sure we said that I'm not positive we did because we talked about Justin wren fight for the forgotten charity about what that code word Rogan is doing for pygmies in the Congo.

Speaker 3:          02:01:47       When they do that, I swear to you, even though you don't have to believe me, that did not affect how I talked to that guy. I don't have a problem getting sponsors. I got plenty of sponsors. It's a good sponsor. I liked them. They do good things. They donate $5 to UFC fighter Ray Borg son's medical bills for every time someone uses the code Joe Rogan. So I like them. If I had them as a sponsor and I couldn't talk freely with him, I would be happy if they dropped me, I would be way happier for them to drop me than I would for me to say something different or not say something because they're a sponsor. Again, that sounds very self serving, like you would say that. Right? But it's true. So that's all I can tell you. All right, so that's it for today. Bye. Bye to everybody. I see ya.
