Speaker 1:          00:00:02       Uh,

Speaker 10:         02:59:29       Oh No. They have a great theory theaters in Vr now you can sit down, put on a movie and watch it on. Unlike a massive screen in vr there. I went to, don't you think,

Speaker 5:          02:59:40       why do they do that as their limitations in the medium where they can't have it? Uh, the movie play out in front of you. Like if you went to see jaws,

Speaker 10:         02:59:47       oh, that's dope. It's kind of Nice to watch a movie floating in space. I don't mind that the virtue of you, there's an app called virtual desktop where you like, you put on your vr goggles and suddenly your desktop is wrapped around you, a giant screen, giant screen wrapped around you that you then can like pull up any kind of movie you might want to watch. And so you just like can sit in there and why. And if you look down, you see space. Yeah, that's it. Virtual desktop that. Now the problem with Vr, when you look at that, the problem with Vr, like people looking at it on the Internet is it you cannot convey how fucking cool it looks from looking at it that way. Like it is suddenly there's this massive thing in front of you. The space look real, what the space looked real. Um, it, it looks real enough pretty. I wouldn't say that. I mean I wouldn't say realistic. I think there are probably some, there's got to be by now some three 60 videos that are actually from the, from Hubble, but it looks good enough where you're like, this is fucking incredible. Well what's the benefit

Speaker 3:          03:01:00       of like they're just watching you play a video game. What's the benefit and playing a video game on a screen in a virtual world instead of playing the video game in the virtual world? Well I think, but honestly in that case, I don't know. Like I've, I started a game up in there and he's like, fuck this. You see what I'm saying here? Because like he's clicking and menus and stuff. He's using it like a computer.

Speaker 10:         03:01:19       Yeah. I think it's a, I don't know if the benefit is the right thing to look for there. It's just, it's just bad ass to like suddenly be completely immersed in a new environment doing like whatever the work is that you want to do that with virtual desktop. I just use it to watch documentaries

Speaker 3:          03:01:40       about bleeding. But what I'm thinking is like, would you rather like, okay, like they're perfect example, you're looking at a screen, right? Clearly a floating screen, if you watch jaws and that floating screen, that would not be as good as if you were sitting in your living room when you're looking down. You were on the boat with Roy Scheider. Well he was like, we're gonna need a bigger boat. Oh, you mean like if there was like a vr jaws? Yes. Oh yeah, that'd be fucking cool. It just doesn't exist yet. Right. But that's what I'm saying. Like that's going to happen. Right? Of course. Yeah, that'll definitely happen for sure. No question. And when they do things like that, like will you be able to enjoy other things in that world? Like will you be able to go into that world? Like here we're in the Swiss Alps, where the fuck we are in a fake world? Would you be able to go to this place and put on a, an a, a podcast? Like would you be able to like look down at your phone, find the Duncan trussell family hour and start streaming it live on your phone while you're skiing down the side of this virtual hill, which you're building.

Speaker 10:         03:02:37       You can already, you can already do that. You could already do that. Yeah. Look, I mean look man, this is like rick and Morty is video game is in Vr is accepting that you're in vr and, and they're, they're, yeah, there's like there's a, there's all kinds of shit you could do in there. Like for example, man, there's a, um, in one of these games called fantastic contraption, which is one of the most site dude show, split reality, fantastic contraption. If you looked at this where people have managed to put up a green screen so that can interpolate the two videos. So it looks like you're actually in the game. That's the clothes show. That fantastic contraption is this. Everything in there is fucking psychedelic. But check this out. When you see people in the, in the reality itself, yeah. There you go.

Speaker 3:          03:03:26       Whoa. Watch what he does. So this guy's walking around. This is what he's seeing. So what we're looking at and what are we seeing? Does this gonna what? We're going to kicked off use youtube for this. You don't need the daughter? Yeah. Don't know audio please. I'm worried. But then so this guy's moving around and while he's moving around, he's doing a bunch of stuff. He's got a bunch of front of house one though. For sure. There's like, well it takes to explain to the people that are listening what we're saying.

Speaker 10:         03:03:49       Oh yeah, you're, you're just seeing like in fantastic contraption. What is that? What is fantastic contraption? You're in this like weird putting green and you have to build amazing devices to um, Eh, the white. Unfortunately these videos, you're not seeing the guy actually form the shit. Like watch this.

Speaker 3:          03:04:07       What am I watching Dunkin? We started, people are listening. Watch this. Oh, sorry.

Speaker 10:         03:04:11       You're seeing, look at this. Look at this. You have to stretch out these like tubes to build this weird device that you like then automates itself to try to, I mean, honest to God, talking about it, you feel like a fucking, you're listening to an eight year old talk about a drawing

Speaker 3:          03:04:26       they made. Like what? What are you talking about? It's impossible to convey. It's a game and it's a game where this guy is moving, he's got devices in his hand and then devices move things in the virtual world. He's holding on to these two like a controllers. But this is not a good, if you look up crazy matter, it's pretty fucking he fucking cool. Yeah. You'll see it on Friday. I'll show you. I've got us and what we need to talk about his porn.

Speaker 10:         03:04:51       What's that like Duncan? What's it like in this world? What's it like? So, um, I mean it's like I'll tell you something even better than porn man. Oh. Um, here's what's really cool about vr that I don't think a lot of people have caught onto. Maybe a few of them have. Cause the porn of course is amazing. It is an, it is. If anything is going to drive vr and I hope everything drives Vr, it's going to be the fucking porn because the porn that is shot for Vr is very, very close to like experiencing having sex with someone, obviously minus the body. Right? There's nobody there. There's nobody there. But it's amazing and it's going to cause a lot of great and hilarious problems. And I'm excited to hear the outrage that comes from the world when people start realizing that every single person on earth now has access not just to in a voyeuristic way witnessing, uh, Ooh, that, that I'm telling you man, that is, that's,

Speaker 3:          03:06:01       that's what those girls acids and insane and so she's right in front of you. But this is, they're not doing a good job with us cause it's got to

Speaker 10:         03:06:07       eyeball. That's just how it, yeah, you, you, you have to use virtual desktop to bring those two things together. Like the porn that you download is broken up in stereoscopic. So the vr goggles bring it together

Speaker 3:          03:06:21       to kill you. You have to get specific programs that are designed for this, right?

Speaker 10:         03:06:26       Yeah. Like a, yeah, just google search. Reddit, how not to watch vr porn.

Speaker 3:          03:06:32       So these guys that are watching it, like we're watching this guy who's sitting on his bed and like he's looks like he's doing everything to keep from coming in his pants. He's laugh like I don't ever watch porn like that. There's like sheer joy and him watching that porn, like what you're talking about is something that's very different than watching a two dimensional screen.

Speaker 10:         03:06:49       It's, it's as different as sax and watching a two dimensional screen except there's no body there. I mean you are in, you look or you can look around, you can like, you know, like for example, let's say there was a, and by the way, I'm not doing this shit. A friend of mine watches it, but let's say, let's say that there was a, um, let's say that there was a, uh, uh, in a, in a vr porn experience, there's a girl who's giving you a blow job while another girl is shoving your pussy in your face. You can actually look up and see your pussy, not our pussy. You can look around her pussy and see, see your face looking down at you just like it was really happening. So that's Vr porn. That's what it's alignment. You can look at her pussy and then you can go back to sure the girls sucking your Dick.

Speaker 10:         03:07:39       You give, you have, you can move anywhere. You could stare at her feet if you're a Weirdo or not. If you just were a fan of feet either way, either way. Either way. It's, it's, it's, and it's still a game changer. It's a game changer, man. It's a game changer and it's one of the many freedoms the virtual reality's offering people. It's like you were saying, who wants to like even just watching a movie in two D in your virtual reality room, it's pretty awesome. Maybe you don't have the greatest apartment, right? But you put on vr goggles and suddenly your apartment has transformed into a, into a massive, beautiful space in the htc vive. It comes with like Vr home and there's two different versions. But when you go into this space, you feel that same sense of expansiveness that you get from being in a big space, right?

Speaker 10:         03:08:34       Like it's, your body's still like, feels like it's, you know, you're in a, you still feel that weird sense of freedom that you feel when you're in a big space and you're not there. It's beautiful, man. It's like one of the most liberating, incredible technologies. I think that a lot, some people are giving it a little bit of a hard time right now because they see the game from Youtube and they think those graphics look like Shit. But let me tell you, man, do minecraft in Vr. Like I just, I did minecraft and Vr. I play my graft vr regularly now, but you do minecraft and vr and when suddenly you're perched on the edge of a cliff looking down on some hyper colored underground river, your body initially reacts in the same way or reacts to being at the edge of a real cliff.

Speaker 10:         03:09:27       Your balance gets weird. You're like, fuck, fuck, fuck. It's that real. That's the vive. The htc vive is in fucking saying, Jesus, I can't wait to show you man. It's like, it just works. It doesn't, it doesn't mess up. Like anytime I want to now I can go. I've made a room in my house where now I can just put on these goggles and I'm instantly in. Oh fucking there's a game called a hover junkers, which is so fun. So you, um, you, you could, you could probably pull it up. You ride around like it knows how big the space is that what's called your play space. They knows how big it is. So you're riding in a craft in this place, space shooting weapons at people flying around in these other things. Yeah. It's so you could like, you could all go in your garage and you could, uh, the garage would become the environment where you're playing your game.

Speaker 10:         03:10:26       Oh yeah. Man, you're not in your garage anymore. You're flying around in that fucking thing shooting at people, which means you actually have to be good at shooting. Like you have to be able to aim, this isn't like pressing buttons. Like, you need to know how to fire at least at some Saudi, what are you holding? Are you holding a fake gun? Now you're holding these controllers that feel exactly like a fucking, they feel very close to a gun and it's got haptic technology. So when you're shooting it's vibrating. I wonder if this would actually teach you how to shoot better. They have, they have a great archery program. Is, is it making your art tree better? Uh, it's making me not do archery cause I just do it. It's way easier. Are you good at it? Are you good at this archery? Yeah, it me doing real archery jet definitely translated into me playing look up the, I'm sorry to keep asking. You look up stuff. Jamie. Look up, uh, archery. The lab vr. This is one of my favorite archery programs. They also have a vr boxing, which I haven't tried yet, but which I'm excited about because that seems like you could really train people to learn how to box.

Speaker 10:         03:11:32       Let's see. I'm s I don't know if this is, yeah, that's, that's a different archery program than the one that look up the lab.

Speaker 13:         03:11:43       Okay.

Speaker 10:         03:11:44       Ah, fuck. It's, it's valve look up valve archery. Vr. Now there is, yeah. This one's a really fucking fun man.

Speaker 13:         03:11:52       Okay.

Speaker 10:         03:11:53       Yeah. This one is fucking cool. You just shoot it. These little guys who are trying to infiltrate your, oh, so you're shooting at things. Yeah. And it's, so it's a game. Yeah. My God. And you are you pulling a bow back? Like what are you doing in your hand? So you have two controllers, you're pulling them back. There's haptics. So it vibrates according to this, the tension of the bow string. And then when you want an Arrow, you're reaching behind your back and pulling it from behind your back. Dot is nuts, man. Yeah, it's so fun. I wonder if it actually could help your archery skill for sure. The only problem is it's really weird because you get used to like, um, it's different because you use a compound bow, but you know, you get, you know, it's, it's kind of same. You get used to like I have a place on my cheek where I put my point, the anchor point changes cause the goggles right up here. So you have to get a new anchor point. But it's still pretty fucking fun. I mean how often you get to shoot at things in and like an archery range like this? Yeah, this is wild. And I wonder, that means it should

Speaker 2:          03:12:52       definitely be able to do something like this for a compound bows. That's say go deer hunting with it. There's another archery program that you can get on steam that it looks pretty cool. Uh, I can't remember the name of it though, but it looks a little bit more, I guess, realistic. Well, they have an archery program. See if you could find this archery program where you shoot at a virtual screen, you actually shoot a real bow at, uh, these images on a screen. And this, uh, like you, you go to like in front of like a giant movie theater type thing and you stand in front of this thing and these animals walked by. I, that's cool. And they run from you and they hide and you got to sneak up on them and shoot arrows at them. I mean I'm sure this will be translated into vr and I'll tell you joe, if I was, if I were you man, I would be developing shit for Vr.

Speaker 2:          03:13:37       Right? Developing. Yeah. God Damn it. It's not a developer. I would, I, there's so many ideas that you will have when you try these goggles on where you're going to be like this, this needs to exist in the world, get this shit developed man. Because it's gonna like there's so many things that once you experience it where like Oh someone needs to build this. Someone like for example a fucking boxing, Jamie's nodding in the, in the one hour I think I got a demonstration of it. I was just sitting there asking the guy, so what about when someone gets a hold of this and they start thinking about doing this thing and what about when rock star gets it and then they start thinking about making grand theft auto this way. It's like, yes Zach, your brain just steak. Well fallout is coming for the vive, which is going to be pretty fucking cool.

Speaker 2:          03:14:20       But dude from the, and they have like a a boxing program that looks like it's still in development but a fucking real boxing program because it tracks the controllers perfectly in real time. So you could actually learn how to box. Yes. Someone needs to build a real fun, not only learn how to box, but you could train with the great boxers like you could throw kicks to, well you'd have to have something on your foot. You'd have to have another edition. It was like that could be done boots right. Easily man. Easily kind of sneakers that you get a great fucking workout too. Oh I'm sure. I remember when people were doing dance dance revolution. They lost tons of weight. Yeah, there was a huge thing a lot of guys lost and gals lost a ton of weight off that dance dance revolution again cause it was so fun to do.

Speaker 2:          03:15:06       Well, that's what's funny about Vr is that right now when people think of a video Gamer, they don't, you're not going to hear someone say, Oh, they are lean and Tan and they like her deck. They have such dexterity. But now when you think of someone who's great at Vr, they're going to, you gotta be in fucking Shit. There's the boxing program. I'm going to download it. The creators of this, or seem like they're super cool. I think I could get a good workout with this. They have vr pool. How good. I don't want that pools for real. But see, the thing about this is this is something that you could do on your own and get a workout in. What I, what I find interesting about this too is you could tune a dude up and you don't feel bad about it right now. What you need to do eventually is they're going to

Speaker 5:          03:15:50       have something that looks like this, but it's a robot. Like both things. Like you have a thing that you can actually hit.

Speaker 10:         03:15:56       Well now you could just, you could already, I'm sure there's a way that you could hang a bag and um, cause like, okay, so when I, um, what I'm talking about southern the hits back, well yeah, that's that, that's going to be something that phrase,

Speaker 5:          03:16:11       it doesn't have to have a lot of power. They could have like a really mushy arm and it knows how to move the way, the way you move, like

Speaker 10:         03:16:20       Zach's a throwing punches at you. So if it hits you, it's not hurting you. You know what that could be, man. It can be like a haptic face mask that registers the punch and vibrates so that you could feel it, you know, and wherever it hits you, it could

Speaker 5:          03:16:34       be, but it also could be like some sort of a robot that has inflatable arms and the inflatable arms move with the program. So as you're looking at Apollo creed in front of you, when he snaps his jab out at you pop, he's, he's throwing this like spongy, almost like a inflatable raft balloon arm. You know, like when you're little kids inflatable balloon toys.

Speaker 10:         03:17:00       Yeah, I like that. Like, he's not going to hurt you at all. It's just going to touch your face. Be fucking incredible. And what's in, what you're going to see, man, is people are going to get really good at this shit. Like if you're good at shooting and vr minus like the heft of the gun and the real kick of whatever gun in the real world. Are you using your, it's, it's going to translate. We are tomorrow and just float in Pasadena. Um, Zach, Larry and I are testing out, I think for the first time Vr in a float tank and Zach leary, Timothy leary's son Timothy leary. Are you up to Duncan trussell Oh, you dropping out and tuning in and we're trying to induce the observer effect. We've got this awesome guy, Dustin, who's, uh, helped us, um, help helped us build a floating in space program. So the idea is, can you like induced the effect astronauts report when they're floating in space looking down on earth. If you, if you put someone in the zero g or the Semis Erg of a float tank and give them the impression that they're staring down on planet earth and we've got this genius designer is, I haven't looked at it yet.

Speaker 5:          03:18:07       You are freaking me the fuck out right now. Well let's hope it works man. I mean this is something that makes sense to me in my world. The world of the float. Yeah man. We'll know like something like that, like adding floating to it. You know, crash was trying to do something similar a long time ago. He was developing programs. He developed a screen crash from the float lab, I should say. He's the one of the big innovators have a floating tanks in this country. He developed a screen that had one of the lowest emissions of light possible so that when you be lying down in this tank, complete darkness, you would look up at the screen and the amount of light came out. It was so minuscule that allowed you to see clearly the images but didn't show a the line of

Speaker 3:          03:18:48       a screen. So you were never removed from this idea that you're floating through the universe, but in front of you while these things are playing out and he had this idea that you would learn things easier that way. Like you could watch like a golf documentary or a golf, a instructional rather, and you could learn like how to swing a golf club properly because you would be seeing it through a first person perspective.

Speaker 4:          03:19:07       Well, um, Zach's dad had this idea, I think it's called the Timothy leary. Tim leary probably say who his dad was. Tim Timothy. Timothy leary had this idea of the eight circuits of clothes. Zach's dad. Yeah, maybe sweetie. Well, I mean any w and he was a fucking sweetie. Tim leary was like Tim Timothy leary was, he was, I put them on the same level as Galileo. He was an incredibly brilliant human being and a lot of his ideas got lost and is like he, he gets called an lsd propagandist, but there's a lot of other shit he was coming up with. And I'm one of those was this model, I think it's the eight circuits of consciousness. So the idea is that humans are meant to migrate into space. And that in the same way like different creatures, when they enter into new habitats, they actually change a little bit.

Speaker 4:          03:20:00       There's, or in other words, like you take a a sea turtle, he's laid eggs in the sand and the first time a little baby sea turtle climbs out of the egg and burroughs out of the sand. It's a land creature until it hits water. And then all of a sudden all of this other instinctual shit kicks in and it learns how to be a sea turtle. More than likely it gets eaten. Not a lot of them make it, but the ones that survive become sea turtles. Right? So, so the idea is that humans are meant for interstellar, for, for tr, for travel in space, and that if we go into zero g then over what could potentially happen, uh, our changes in our psyche and maybe even in our genetic makeup, like maybe if we go into space long enough, we'll start transforming into some new creature that we were meant to be. So

Speaker 3:          03:20:53       was it ed Mitchell that was talking about the experience of being in space that he would like to take everybody up there and that you would realize how ridiculous boundaries are and how ridiculous wars are. If you could see the earth as a whole, the way he saw it

Speaker 4:          03:21:08       at Mitchell, is he still alive?

Speaker 3:          03:21:11       I believe he is Mitchell or trying to do it for your brother and mental is not alive. No, he died. Ah, well what was a, he was an interesting guy. He was an interesting one because he was really into Ufos, especially before he died. He was one of the more compelling cases of someone who went into space and came back with a profound belief in Ufos. But you know, it's always hard. You don't know the guy. I don't know the guy. I don't know what his motivation was. I hope he was being honest. But there's a lot of money and you lfos if you're a fucking astronaut and you want to cash in, that's the best way. I'm not, I'm not saying

Speaker 5:          03:21:46       that he would do it. I'm not saying that, but the cynic in me has to always go, well, how well do they take care of their astronauts? I mean, how well did they get? I'll tell you what, man, if you can tap into some of that sweet, sweet ufo money, it's a lot of money in them. UFO books, little green men. I want little green bits of paper, motherfucker. I mean, it's not like Hillary Clinton speaking fees. But if you can get a former us astronauts who went to the moon to sit down and talk to you about the little green men that he might have seen or the idea that they might exist.

Speaker 10:         03:22:19       Well, you know what, man, you, you know, there are nefarious people in this world and I don't know if fucking had Mitchell I saw Ufo is or not. It wouldn't surprise me that there are, uh, other creatures that you run into up there that for whatever reason, you're not supposed to announce, I don't know man.

Speaker 5:          03:22:36       Totally possible. Look, if we could send a robot to Mars, there's totally possible that something's up there. It's totally possible that something is around the earth. All the time. We just don't get a chance to see it.

Speaker 10:         03:22:46       I mean, this is what Terence Mckenna always talked about. It's like we spent all this money on these telescopes when for however you don't even, most people won't even sell you DMT. They give it to you. But like when you know, just like however much it costs for whatever the device you use to inhale the DMT or however much the it cost you to get down to wherever the IOWASCA Sharman was or whatever it is, you're going to encounter things that seem to have a personality that is not your personality and that they don't have a normal human body. And you know, I was just reading Alistair Crawley last night and he's talking about, we use the term angel, not because we're saying there's some angel out there, but it's more convenient than saying here is a representation of the higher form of human intelligence that is come and in the form of an archetype that our brains translate as an angel. It's just easier to call it an angel for the sake of just pragmatism because you want to achieve some goal. Just call it a fucking angel. We used to call aliens angels. That's what we used to call him.

Speaker 5:          03:23:55       The idea of a person with no possible way of measuring what something is, even if, whether you have an experience or not, I have to take your word for it. I'm assuming you had an experience, you said it was an angel. The idea of putting a label on that, a definitive label like, oh, I definitely met an angel. Right? How the fuck do you know what an angel is? Right? How do you know it was an alien? It was definitely an alien. You sure it wasn't an angel? How do you know? You don't know. You're guessing, right? You don't know what an angel is or an alien isn't. As a matter of fact, you shouldn't be able to say those words because you don't even know what the fuck they mean either one of those words. You're just saying nonsense. And for you to be like super definitive about it. Like you're, you're, you're, you're definitely sure that it was an angel or you're definitely sure that it was an alien. You're crazy. You don't even know what you saw. Well, you don't have anything that you can bring back. There's no physical matter where you brought to a scientist and bunch of peer reviewed scientists from all over the world studied it and determined that this was actually alien tissue. Now there's none of that. So no matter what it is, the labels ridiculous,

Speaker 10:         03:24:53       right? And they get caught up in the label is, is of to waste your time unless you're using the label is a, is something to expedite your ability to recontact that thing in which case labels are fantastic. But if you're using the label to say, Oh yes, this is definitely an angel, and then you're like getting in the most insanely stupid arguments over that, then it's a bit of a waste of time. But if you have an experience, for example, I don't know, you smoked dmt and you come into contact with it's self transforming machine elves that as Terence Mckenna, hyperspace and hyperspace, right? So is that really what those things call themselves? If they could? No, of course not. But as a tool or a means of trying to in some way bring the uh, transcendent into this dimension, then language is a, is a necessity. You have no choice.

Speaker 5:          03:25:45       Well not just that, but in Mckenna's case it was part of the grand theater of being someone who is a, a dmt evangelist. Right? I mean, part of his, his art of what he is is a performer. Like I'm a big fan of his lectures. I enjoyed watching him talk, I enjoyed listening to him talk, but part of what he was doing was very entertaining. He had this oddly soothing voice, this brilliant vocabulary. And one of the things he did in one of these interviews that he did a, he was a, not interviews rather a, he's do q and a's with the audience would ask them questions about psychedelic drugs and things along those lines. Um, someone was asking him something and he said, you know, they were like, well, what can you do and how do you differentiate and how do you keep from being arrested?

Speaker 5:          03:26:27       He goes, well, no, I use big words, you know, and he's a, he's a legitimate scholar. And he's like, if you come up with slogans like dropout tune in, like, yeah, he goes, that's when they come and he goes, I keep it low key. I have these small meetings, they rarely get over a thousand people. And uh, I use a lot of really big words and a, I use the, the richest vocabulary for description that I can muster up. Right. It was interesting because like you listen to, and he's obviously like incredibly well educated, right? And incredibly knowledgeable about the actual physical compounds of all these different psychedelics and their mechanisms for interaction and the monoamine oxidase inhibitors. And all these different things that he's saying that are like, it causes like people who are not that smart to go, oh, okay. We let them

Speaker 10:         03:27:21       go. Let him keep talking to her. I hope to God they don't care that much about people talking about that stuff, man. It and I, it's not, they, I don't know. I don't

Speaker 5:          03:27:31       believe there's a day. Don't, there's a few people that are they, but those few people that are, they the, they're bankers and their industrialists and there the military industrial that people that are earning money off of wars and controlling resources, if you really think that they are somehow or another actively trying to uh, and capture or capture people that are talking openly about psychedelics, they don't have time for that shit

Speaker 10:         03:27:55       either way, if I really don't think they do. Have you seen that video of Tim leary in front of the Senate and a hearing

Speaker 5:          03:28:00       that was like 1960? What was it? I want to say it was like,

Speaker 10:         03:28:05       I don't know, the year. It's one of the funniest fucking things ever. This is our cause he's a madman and he's in front of these like just hardcore politicians talking about the LSD experience.

Speaker 5:          03:28:16       Do you think will get pulled off youtube if we play that?

Speaker 10:         03:28:19       I think that's public fucking don't we own that? Cause it's a s

Speaker 5:          03:28:23       it should, it should be the, it'd be a historical thing. Well there's a, there's a amount of time things have to right.

Speaker 10:         03:28:31       I don't know. Public domain, if it's like video, I guess it depends on who filmed that. Like if it's as a TV station filmed it, it's there. It's, but if it's like the government filming it, I don't know for sure. Like, I don't know. You've seen video of it. Yeah, there's definitely video footage and it's on it. There's a documentary right now called dying to know, which is an amazing movie about, um, Ron doss and Timothy leary's friendship and it sort of follows the scope of their lives together. It's amazing. It's fucking, well, well shot, but it's real, but it's, it's on there. I'm surprised it's not. Um, not anyways,

Speaker 5:          03:29:13       before I forget this again, this is another thing they want to talk about earlier. When you know the Fermi paradox, what were all the aliens if civilization. So likely yes. Do you think looking at all this virtual reality, and this is something I explored, I did a single podcast the other day with just me answering questions and somebody asks about the Fermi paradox and it really made me think about it even more and I've been thinking about it since then. Do you think it's possible that civilizations never get to travel through space because they get to this thing, they realize that the real juice is in virtual? Like why do you have to like physically Trev traverse between one galaxy to another when you could figure out a way through technology and ultimately through artificial intelligence creating infinitely more complex artificial reality that we're going to never travel, all of our travel is going to be done internally.

Speaker 10:         03:30:02       Well, yeah, I do. I think that that that is a great response to the Fermi paradox. And I think that um, w w our addiction to the idea that we are our body is going to be something that fades away over time and that we stop having this concept that I'm localized in my, that my visit there. You know, we live in a world where people believe that all they are is their body. They think I am my physical body. That's it. That's what I am. That's the sum total of meat inside, outside, inside, body, outside, everything else. Even though what we were talking about earlier, we know that we're inextricably woven in to the fabric of every single thing. So really your body is one part of the infinite universe and right now you have become completely fixated on it. You think it's you.

Speaker 10:         03:30:54       So vr, you put vr on first thing that happens, which is one of my favorite things is you'll hold your, you'll hold your hand up in front of your face, right? And if you have the htc vive, you'll see their amazing controllers is floating in the air. But then you'll look down. There's no fucking body there, man. You're looking down and it's just a blank space. You don't have a body anymore. Now when someone touches you in Vr, it's really fucking cool because you don't see him. It's like a ghost is touching you, and I'm not saying I've done this, but if you were to have sex in Vr, you've done it. Never Joe, have you done? We'll never have sex out of wedlock. But if you were to have sex in Vr, then suddenly you don't have a body anymore. Okay, but you're having sex in vr with another person. Who's your vr with another person?

Speaker 5:          03:31:45       Physical sex with someone. And what do you see on the other side?

Speaker 10:         03:31:48       It depends on what you decided to be having sex.

Speaker 5:          03:31:50       And so you could, you get up sex with your girlfriend and pretend it's like the cookie monster.

Speaker 10:         03:31:56       You could have sex with your girlfriend and just be laying a on in some field looking up at the stars.

Speaker 5:          03:32:02       Cookie Monster's feet up in the air like bugs bunny and you're banging in the ass.

Speaker 10:         03:32:06       Here's what's weird, man. This is what's really weird and no one understands it. But with Vr, apparently people have tried it for some reason they can't do that. There's no way to bring the cookie monster to fuck the cookie monster. Put a man on the moon. We could fuck the cookie monster. Absolutely man, you could. You could do that. You could definitely do that. But, but it's, it's kind of like something about the philosophical implications of not having a body. Even if it's being induced by technology. I'm sure you've taken a high enough dose of something where you merge into the universe and you feel like you don't have a self anymore. You should. It become, so to imagine being able to induce that with Vr so that now you've removed the thing that you've been identifying with your entire life. Your body is yourself and there's just a blank space. Yet consciousness remains. Even though you know you have a body under, when you take the goggles off, you know it's there. As time passes, when you're wearing this shit, you begin to forget about there. You're going to forget about the external world. And, and when you finally do take the goggles off, it's like, oh, oh fuck, oh right, this is my office. This is, it's the same

Speaker 5:          03:33:19       thing that happens in some ways when you get in a tank, when you're in the tank with no vr technology, you sometimes have experiences where you go into like a dream state and you think things are happening that aren't really happening and then you wake up out of them and you're in the tank, right. And they happen in a crazy, vivid way. You don't have any sensory input. You're not, you're not feeling that. Like if you have a dream, you're still feeling the bed most of the time. Like you're out of that stage and you're in this dream dimension. But if for some reason you moved a little bit and you hit your pillow or your, your foot touch the nightstand or something like that, you're going to snap out of it. We ain't that God damn tank. You don't feel anything. Yeah. You're flying through space already. That's it. So you can almost like use that as a homemade virtual reality thing. Absolutely. But the ability to program is where things get squirrely. Yeah. The ability to create any sort of scenario you would like.

Speaker 10:         03:34:17       Yeah. It's the best. It's going to have so many therapeutic uses. What haptic feedback. Yeah, man, it's big. It's, it's like haptic. So like, you know, one impossible end result could be full bodied haptic suits in float tanks in the float tank can go just came. Well yeah, it's, it's one, it's one of the potential uses of the thing. I mean fuck yeah. All the, there's just so much like just there's just so much it's going to be able to, it's going to have, I mean, one thing I really hope people do is, um, and I was thinking about doing this man, but like I always think about doing things like this, I never do it. So maybe one of you guys out there, I'll do it as like bringing this shit old senior citizens homes and letting people who haven't experienced it who are maybe like not going to be in this dimension much longer, have a chance to like Susan if you see what's going on because I think that'd be a great service for people.

Speaker 10:         03:35:12       People who are like, uh, paraplegics and hospitals to bring this technology to them and to let them experience, you know, the freedom for a little while if they can find that their hospital rooms when you, there's so many weirdly anti vr people, man, even counting them. I haven't seen anybody, dude. I was at, uh, well, you know, people are like, Ugh, vr. I've already heard that. Like, you know, it's gonna. It's gonna. It's like a, it's like three d tv, that kind of shit. People have new students to this. Just some Dick at a party. There's no point talking about it. I was trying to impress a girl. There was no girl around maybe trying to fuck you. I fucked him. Okay. Did you take your three year old is really big. You should nagging me. But he was trying to like, yeah, he's probably uh, trying to uh, prod you or he didn't like the fact you're smarter than him.

Speaker 10:         03:36:03       It's, I don't know if I was, but I'll tell you, it's going to be, it's going to be one of the most powerful therapeutic tools, uh, that that's ever existed. Just what it, what it's going to be able to do just for like, you know, you hear about, there was a great, I think it was a vice article, I can't remember which article about a guy who has to program the music that people listen to during the mushroom, uh, studies that they're doing. Like what playlist do you play for someone who's undergoing psychedelic therapy? Right? But for this tool, for psychedelic therapy, like the ability to, there's a program, Oh my God, when you come over, I can't wait to show you this. It's called sound self sound self. And what it is is you put these goggles on and headphones that have a microphone on and you chant into the thing, right? So you're like, oh, and it's true. It takes, that's it. I mean, again, this stuff is, it takes that responds to your sounds are making and then plays it back through your headphones. So you're hear your voice being transformed and replaced is like deeper or lower. It's just very psychedelic

Speaker 5:          03:37:18       and you're watching the images while you're hearing your voice that's being altered. It's like you're doing rounds. How many people are going to be saying that? What's this guy's video? So we could get them some views. What does it say? OCULUS rift games. Sound self virtual reality. Guinea pigs.

Speaker 10:         03:37:39       Yeah. It's so cool. God Damn. And that's something if you, if you guys out there, I haven't, oh my God, look at that.

Speaker 5:          03:37:47       Well, let's just, yeah, let's explain where we were watching were watching as these crazy three dimensional computer animations that look like they look like psychedelic trips. It looks like almost like a gate, whatnot, dmt itself, but like a gateway to dmt. Like right before you blow through. Like there's a moment, there's a moment where you see like what I think what they described as the flower of life before you blast on through to the other side.

Speaker 10:         03:38:14       Now, uh, for those of you have an htc vive, if you want to use this game, uh, you can, you can pay for the alpha. It's 30 bucks cause goggles with the eyeballs and then you've got to use something called the revive injector to get it to run. Anyone who has a five out there, I'll know what I'm talking about cause like

Speaker 5:          03:38:33       what is the difference between a, sorry to interrupt you but what does it different sheen, oculus rift and the vive.

