Speaker 1:          00:00:03       Five four, three, two, one.

Speaker 4:          02:06:30       So there is no free market to control the cost. You just have the government to subsidize the ever escalating costs and providing all this money. So now you know, people go to college and they graduate with a mortgage without a house. That's, that's the government that's did that. But you have these liberals, they think the government is helping them. Like the, the liberal, we'll say, vote for me and I'll, I'll make sure you get a loan so you can go to college. Well, the only reason they need a loan is because the college is so expensive. And why is it college so expensive? Because of the loans. You know what I mean? My father went to college and his parents didn't have any money because they were poor and middle, lower middle class. Uh, but so he worked his way through college by having a summer job.

Speaker 4:          02:07:11       And that summer job was enough to pay for everything. Room, board, tuition, and all of his friends work their way through college. Why can't Americans work their way through college today? Because the government made college so expensive because of all this, all the loans. But what happened is the government said, hey, you don't have to have a job while you're in college. We'll just, we'll just guarantee alone, you know, and you'll just be able to borrow the money. But you know, graduated with a bunch of debt, doesn't do the kids any favors. They would've been better off, you know, you know, pain having a summer job instead of like, you know, just partying all summer or taking spamming their summers around Europe while they're borrowing money.

Speaker 3:          02:07:45       Well, it's two giant issues with that one. One giant issue with the debt is you're getting out of college and you're going to take a job that's probably not going to pay you a whole lot in the first place and you're saddled down with who knows how many thousands, maybe even hundreds of thousands of dollars worth of debt. And then on top of that, you can't even go bankrupt and dissolve that debt. It's the well, his country that you're stuck with forever.

Speaker 4:          02:08:07       Terrible kids take on this debt when they're 17 1819 making good decisions. So they're terrible decisions. They're horrible decision. You look, you know, they, they don't understand. They don't know anything about money. There are two consequences. Yeah. And they've been fed a lie that will, you know, if you don't go to college, your life is ruined. You'll never, you know, I knew I, you know, do some of my videos on my channel, my youtube channel and, and one of the videos that I did and I wish it got more views and maybe it will be, I could talk about on your show, what does the Youtube Channel Tell people? Peter Schiff. Peter. Yeah. My name is uh, you know the shift report, but one of the videos I did and I called, it's a, is a college degree worth the cost you decide. And I did this like four years ago down in New Orleans.

Speaker 4:          02:08:47       And um, I went down the street and I was asking people who were working, I didn't talk to people who are just there to have drinks. I worked at the people who were working on Bourbon Street, right. They were strippers, they were bouncers, they were petty cab drivers, they were bartenders. They were taken out the trash cans and I didn't discriminate. I asked everybody I saw and almost everybody I talked to is on this video. I mean, very few people didn't make it. And I basically said, did you go to college? When did you graduate? Right? Uh, what was your major and how much do you owe? Right? And every single person that I talked to that was doing a menial job, and some of, some of them had two or three degrees, master's degrees. And this is all and, and, and the point was, and some people thought I was trying to make fun of the people and I wasn't trying to make fun of anybody.

Speaker 4:          02:09:34       I was trying to prove a point that this was a complete waste of time and money. That these individuals could have done these jobs without college. They could have done it right out of high school without all this debt. And that just having these degrees didn't mean anything. Who benefited from these degrees? The universities that sold these overpriced degrees, they benefited the, you know, that that's who benefits from all these college loans. Not these kids who borrow $50,000 and now hour emptying trash cans because they got some liberal arts degree that's meaningless. It's the universities, the college that got the over got to overcharge for degree that the kid would have been better off without. And then there's also the opportunity cost. You know, you spend five or six years now and these overcrowded colleges, you know, you should be four years, but now it's so hard to get the classes that sometimes it takes you five or six years to even graduate and you graduate with nothing.

Speaker 4:          02:10:22       You've got a worthless degree. You've got politicians that are saying everybody needs to have a college degree. Okay, well if everybody has one, what's it worth? Nothing. You know, at one point, maybe one in 10 people had a college degree because, and then it actually meant something because you had something that not everybody else has. But you know, if everybody has a degree, then you've actually destroyed the value of the degree. And that's what the government has done. They've made a degree, extremely expensive to get, but there's very little value. And you have all these politicians are not qualities. Maybe colleges, they'll try to say, look at how much more money people make who have college degrees versus people who don't have college degrees. And they assume that the reason for that is the college degree. Again, it's false statistics, right? Because think about the typical person who chooses to go to college.

Speaker 4:          02:11:05       They're smarter, they're more ambitious, they're harder working. That's why they're making more money, not because they have a degree, right? So if you probably looked at two individuals from the same circumstances, maybe same high school, same demographic, they got the same GPA, they got the same, uh, you know, uh, uh, uh, sat scores. One went to college and one didn't, and then you followed them. You might find that the guy that had the gumption to skip college is actually making more money than the guy who went to college. Maybe he started a business, maybe he, he gained some real world experience and then he wasn't encumbered by a bunch of debt. Right? So it's not the college degree at this point. No. Yet. If you want to be a doctor, sure you got to go to college or you got to go to med school, but there are a lot of things that you don't need a college degree to do and a lot of people who were doing them have college degrees and their success is not a function of that college degree.

Speaker 4:          02:11:58       It's a, it's a function of the hard work that they did after they left. College. Education is very important, but you can get a tremendous amount of education today and this is not, you know, the 18 hundreds you can get it online. Oh you can get it through books. You can get it through audio course. I mean I'm not, sometimes I'm not anti-education. I think people should educate themselves and you're anti the college debt people are, well, I'm anti the government saying the only way to get educated is to have a school do it. I mean, you know there are a lot of Americans we talked about, you know Robert E. Lee, but you'd go to the founding fathers. A lot of these guys were all self educated men. They didn't necessarily go to college. Some of them did, but a lot of them were self educated.

Speaker 4:          02:12:34       And believe me back then, educating yourself was pretty hard. I mean the only books you had were the ones that you could check out of a library. I mean, now anybody, any kid in a poor inner city has everything at his fingertips. You could go on the Internet and you can teach yourself and in fact professors can sell courses online. You don't have to, you know, go to a college. I uh, uh, some professor can have a tutorial site and he could charge like, you know, 10 bucks a month and he could give lectures and he can teach, you can learn all sorts of stuff without enriching some government bureaucracy, some college or university. And you don't have to borrow tens of thousands or hundreds of thousands of dollars to learn what you can learn for practically nothing on the Internet. Yeah. Speaking to the, I know we spent a lot of time here, but I can't let you leave unless I ask you this one last thing.

Speaker 4:          02:13:23       What are your thoughts on cryptocurrencies, specifically bitcoin and all these different, yeah, and I know, let's talk about that and let's, you know, hopefully we have enough time to really hash this, this subject. How, cause I know, you know, I was on your show a few years ago and we talked about cryptocurrencies and you know, I was very skeptical about them then and I'm as skeptical about them now, but of course, obviously had you just bought them when I was here a few years ago. Skyrocket, right? I mean, obviously if you bought them back then you could turn around and you can sell them today for a lot more money, right? So, but does that mean they're going to work? Does that mean they're going to fulfill the promise that everybody believes? Right? And what is it that people believe about bitcoin and you know, they believe that it's going to be money, right?

Speaker 4:          02:14:06       That is going to either replace or exist alongside of the dollar, the euro, the yen, right? That it's, people are going to use it as a medium of exchange that is going to be a store of value. And they're, it's just not going to work. It is not going to happen. I know there are a lot of people that believe this and they almost believe it, like a cult, right? They believe it like a religion. And the fact that I don't believe it, I'm just, you know, I, I'm, I'm either a fool, I just, I'm stuck in my ways. I just don't get it, you know, and, you know, look, you know, I've seen it all before when it came to the dotcoms when it came to the real estate and it's not that, like I did a podcast again on my own and I was trying to compare, uh, I was, I was looking at, uh, uh, the Internet stocks and I was talking, I use pets.com as an example.

Speaker 4:          02:14:53       And I, you know, looked at bitcoin and then somebody did a video critical of me trying to explain that, why bitcoin is not like pets.com. And I never tried to equate the two. What I was talking about was the idea when pets.com was started and people were making money because the stock went up, right? They thought that the business would succeed as a business, that it would make a profit right now, it never did. It went bankrupt, but people bought it early on and it went up. Now the fact that it went up didn't mean that they were right in their ultimate bet. It just meant that other people made the same mistake and paid an even higher price. And so you can be wrong, but still profit from being wrong as long as there are other fools who are also wrong. And that's where I see the similarity in the cryptocurrencies or bitcoin.

Speaker 4:          02:15:40       If somebody bought bitcoin a year ago, two years ago, five years ago, and it's now a lot higher, it's only hire because other people are more foolish than they were and other more people now believe something that's not going to happen. Why do you think it's not going to happen? And what do you think are the restrictions? Okay, so that's holding it back. All right? So people have to understand what money is and what can succeed as money, right? Because yes, dollars and euros and yen intrinsically, there's no value there. It's just a piece of paper and they're created out of thin air. But they didn't, that wasn't always the case. I mean, the dollar used to be backed by gold. And what gave the dollar value was the gold backing. That's why it had value, because you can go and get gold for it and you can convert it to gold, but gold.

Speaker 4:          02:16:26       Right? The reason that gold became money and a lot of things have been money and the most, the, the, the, what's been money, the most successful has been precious metals. People have used precious metals and gold is just spend, uh, the, the most precious of the metals that has served as money. But the reason that gold became money and because before we had money, it was all barter, right? That's, you know, [inaudible] if you, if you made a chairs and you wanted a, you know, a chicken, you had to find a guy that grew chickens who wanted one of your chairs, right? You had, it was very inefficient barter, but, uh, everybody wanted gold, or at least wealthy people wanted gold. It was a scarce item that everybody desired. But the beauty of gold was that it's all the same. You can melt it down. You announced the gold is, you know, is the same as any other ounce of gold.

Speaker 4:          02:17:19       And people realize that, wait a minute, instead of me looking for a chicken guy that wants my chair, I'll just go, uh, you know, give somebody gold. They don't need my chair. They can buy whatever they want with a gold because gold is a commodity to, it has value. But unlike a chair, it's uniform. You can put it in your pocket, you know, and, and they're all the same and you can divide up. So gold had these properties that made it money and it was a store value. And then, you know, over time there was pricing. People could relate how much is a barrel of oil terms of gold, how much is a Bushel of wheat? You can relate one commodity to another and understand pricing, right? Like, you know, uh, in, in Roman times, you know, you could buy a Toga, a nice toga for an ounce of gold, right?

Speaker 4:          02:18:07       So a man, a man could buy what was clothing back then for an ounce of gold when you can buy a suit of clothes today, a nice suit of clothes for an ounce of gold. So, you know, prices have kind of remained relatively constant and certain things. So now years ago, I guess some Libertarians and some other people got the idea, you know, crypt Fiat currencies are no good, which is true. They're not backed by anything governance, keep printing them. They got quantitative easing, 0% of the trades gold though they said Gold is inefficient, right? If I got announced the gold, I really can't use it in commerce. I mean, I can't scrape off a little piece of it and buy a cup of coffee. I can't send it across the world. And you know, and, and, and, and conduct an ecommerce. So they came up with, someone came up with a, a digital currency initiative.

Speaker 4:          02:18:51       The first one probably being bitcoin, which was supposedly replicating all the properties of gold only digitally and making it better, right? So it's like, you know, you're mine, these bitcoins, right? Even though there's no actual mining, you're solving these math problems, but you could have a bitcoin. I can give it to you, you can give it to me, I can break it in half intense, you know, and it's divisible. It's, you know, it's portable, you know, it, it doesn't decay, it doesn't go away, right? And so they'll say, hey, wait a minute, we can create a digital alternative to gold and use that. People will just use this and people will just get out of dollars and they'll, they'll own bitcoin and then we'll just use bitcoin as money. Right? And that, and the idea is this is going to happen, but it can't happen because there is no value that ultimately bitcoin has that can be stored right.

Speaker 4:          02:19:39       It, because unlike gold gold actually has properties that, that, you know, you can use gold for all sorts of things. People value gold for the metal. Nobody values bitcoin for the bitcoin. They value it because they believe that they can exchange it for something else. There's dollar doesn't really represent golden anymore. I know it doesn't, but just because the dollar is working as money with all the history of usage and the fact that the government except dollars, his taxes, it's legal tender that you have insurance products, that you have rental agreements that you have bonds. You have an entire global market in in dollars, right? That is never going to be able to develop with bitcoin or any other cryptocurrency. Uh, ultimately the value of, of, of, of a cryptocurrency is, is based on the willingness of somebody else to accept it and exchange for, you know, for something else.

Speaker 4:          02:20:28       And you know, when bitcoin first started and people used to tell me, well, you know, there's only 21 million bitcoins, right? You can't have any more than that. So therefore there's some scarcity. But my point was that, well, but what stops somebody else from creating another cryptocurrency that is identical to bitcoin? Or maybe it's even better. Maybe it's faster. Maybe it has properties that maybe it improves on big. Just like we talked about cell phones earlier, somebody bakes a better cell phone. What's your, what's your old Motorola phone worth today is nothing, right? So if somebody comes up with a better cryptocurrency and then what's your bitcoin worth? But you know, I don't think any of these, you know, you have like a thousand of them. Now. The market cap is about 150 billion for all these cryptocurrencies and now there are people that are saying, look, you got to buy a bunch of them.

Speaker 4:          02:21:15       You need a portfolio because she, you know, you're not sure which one is going to win. None of them are going to win. They're all going to lose because none of them are going to work because they, they're there and there's no store of value. You know, your people are not using bitcoins and nor will they ever use bitcoins as a real medium of exchange. People use it as a speculative asset. People buy it, they hope it's going to go up in value. Yes. Can you sell your bitcoins and then buy something with the money? Yes. Do you could do that with any asset. You know, people make a big deal about the fact that my gold company shift gold. We accept, we say, oh, we accept bitcoin. We don't really accept Bitcoin, right? What we accept is dollars, but we make it easy for people to sell their bitcoins to buy dollars by using a service called a bit pay, but they're not actually using, uh, they're, they're, they're, uh, they're, they're a bitcoin.

Speaker 4:          02:22:05       They're using dollars, they're selling their bitcoin and then they're, then they're trading dollars. I mean, for Bitcoin and be ultimately works, right? It's not going to work because I mean, that is ultimately working. You can use their bitcoin and you can purchase gold with a bit. No, you can, you can sell your bitcoin to buy dollars and then you can use the dollars to buy Bitcoin, which meant nothing is worth dollars. No, no. You sold it. You sold your ass. Look, I, you sold nothing to get dollars and he'd take those dollars and you buy big. No, you sold, you sold something, you sold it as the big question then. So it's something then, but it's, yes, but you can sell it today for value, but it might be worthless tomorrow. I mean, not right now. It's not because somebody will pay you for it.

Speaker 4:          02:22:46       So it's real. It's the same thing as a share of, uh, of, uh, pets.com. At one point somebody would give you a lot of money for that stock and now they'll give you nothing. You know, it's all about perception. I mean, there's always value in gold. And I hear people telling me this, well, you know, gold's value is subjective. No, it's not. It's objective gold has value because it satisfies a certain, uh, desires or needs. It has properties that exist in the physical world and there are things that you can do with it. The only thing I can do with my bitcoin is give it to somebody else. But I know people think, oh, but the blockchain is, is so great. Maybe it is. Maybe the blockchain is a great invention and maybe over time, a lot of assets, we'll utilize the blockchain in transactions.

Speaker 4:          02:23:27       But it doesn't mean that just because bitcoin's utilize something of value that the bitcoin itself has any value that is going to endure to the owner of that bitcoin. Especially, you know, when there's an infinite number of coins. But here's something interesting because you know, the idea is, hey, you know, we need this digital gold because gold can't be used in commerce the way bitcoin can. The irony of it is it can, right? There's a company and you know, uh, it called gold money gold money.com and you can go there and you can open up an account. You should, everybody listening should go to goldmoney.com uh, you can do it on your cell phone, on your APP. And what they do is they allow you to buy gold. You can also buy silver and platinum play the amount of things, but let's just focus on gold.

Speaker 4:          02:24:11       You can buy gold. They sell it to you for one half of 1% over spot. Very cheap. I've been in the gold business my whole life. I've never sold gold that cheap. You own the gold. They will have a stored for you at, it brings vault of your choice and you have different locations in Switzerland and Hong Kong and Singapore and Canada. You can pick where you want your gold stored and now you own that gold, right? It's in your digital wallet. Just like you could have your crypto currencies in a digital wallet, but the difference is you can take deliver of that gold whenever you want it. The minimum is 10 grams of gold, which is a very small quantity and they will mail it to you if you want it. But the purpose of it is not to have it mailed to you. You keep it in your account.

Speaker 4:          02:24:49       Now you can give that goal. There are any portion of it to anyone you want anywhere in the world for free. I can just transfer my ownership to somebody else. So now there's commerce. If you are a merchant and you want to price your product in gold, you can do that and I can pay for the product using gold and you can accept gold in exchange for that good or service. So it makes it so that now gold can actually work in today's modern economy through the Internet. It's now is easy for me to spend my goal. I can use my goal to buy a cup of coffee. I could, my goal to buy a car. Right. So I and in the short run, right. And I'll show you this car that I have in the short run. Let's assume that somebody, is that a gold card and it's been an actual gold. It's made out of actually go. Yeah. Just real heavy. Yes. Cause gold is crazy because gold is a real element.

Speaker 3:          02:25:40       You have a guy has wait, hold credit card. This is a gold mastercard. Ladies and gentlemen. This is a gold money mastercard and this is, this is heavy. Like listen. Yeah, it's, I mean compare that to just a plastic one. Oh, it's crazy. Yeah. It's like a hundred of these. Yes. That is real. Listen to this folks. Yeah. Yeah. It's, this is fucking gold. Wow. I need one of those in my life.

Speaker 4:          02:26:04       Well you got woke up. We will. We'll make you one. I needed to get you one. Well, the idea is very appealing. Me. Let me finish this one. This one point. So in the long run, right, I believe that we're going to go back to a gold standard, I believe, and it's not just gold money, but gold money might be the first company to do that. But there may be more that we'll do it later on. But I think that government Fiat money does not work. Dollars won't work. Uros won't work. Yen don't won't work. But gold works. Gold has worked for thousands of years, but now with the Internet it works even better. And so I think that gold, like through gold money, gold money we'll do to Fiat currency, what Fedex did to the post office, what Uber is doing to taxi cabs, it is the free markets alternative, uh, money that government can't create out of thin air that will hold its value over time.

Speaker 4:          02:26:51       And now, thanks to the Internet, we can be used in commerce. But in the meantime, right, so I've got gold that is stored in my gold money account. But let's say I go to a merchant who doesn't want gold cause he doesn't know any better. He just wants to be paid in dollars. I can use this debit card, right, to buy something. And is that a debit card or credit card? Debit card, debit card. But it's a debit card and you can't tell the difference, right? But what happens is I can spend my goal using this card so I can sell off basically just like you know when people are doing with bit pay, but I don't need bitpay, right? I can go to any merchant in the world that accepts mastercard and my gold will be sold and the merchant will get dollars, right?

Speaker 4:          02:27:32       So I can spend my gold now, but the merchant is actually not getting rolled these getting dollars. But I believe in the future the merchant's going to want gold. He's, once we start to get a currency crisis, once we see the euro and the yen blowing up, people are not going to want to sell their goods and services for paper money. They're going to want to sell it for real money. Now there are people think, well, they're going to want to sell it for, for cryptocurrencies. No, they're not. I think he's cryptocurrencies are going to crash before the Fiat currencies. I think they're going to make Fiat currencies look good. Which is unfortunate because you have a lot of good people who are putting their faith in these cryptocurrencies and they're going to get burned. And then the government's going to say, you see, we told you the free market isn't any good.

Speaker 4:          02:28:13       You know, you got to trust us. You got to trust our paper money. No, I'm going to trust gold. I want to trust the private sector and if I can use gold, why would I use anything else? Now I know people say the knocked at the bitcoin people say is that, well, it's not decentralized because somebody has to store the gold. Right? Whereas nobody, right, of course, because there's real value there. But you know what brings has been storing gold for over a hundred years and they've never lost an ounce. So look, I trust banks to hold my gold, but they're holding it in a way that I can spend it, you know, back in the day, right? The first currencies that existed were created by private banks, right? Not The government. And so a bank would have gold. Or actually even before that, it was the goldsmith who would have gold, you know, that he was storing and he would write an Iou and I, you know, and the person would say, Hey, I've got gold stored at this goldsmith, that piece of paper, right?

Speaker 4:          02:29:03       Instead of going back to the Goldsmith and getting your gold, you can give somebody, say, hey look, I owe you money. Take this note because the gold is there. Th you can go get it whenever you want, but here's a piece of paper. Put it in your wallet. It entitles you to that goal. And that piece of paper could circulate as money, not because it has value, but because it's backed up by the goal. And so eventually private banks started issuing currency, physical paper currency that was backed by the goal that they had. Well, what we're having now in, in, in with gold, money is gold. Money is like the Goldsmith. They're storing your gold, but instead of giving the person that the piece of paper that you can go back, you actually get ownership. You actually transfer. So if I was going to give you $100 worth of gold from my gold money account to your gold money account, you're going to now have title to that goal.

Speaker 4:          02:29:52       It's changing hands. It's gone from me owning the golden, that vault to you, owning that exact same goal. Now, what's your goal? You can do whatever you want with it. You could take delivery of it and have it in your hand or you can use it to buy something else. It's perfect money. It's the free market money and we could use it costless. I mean, it's going to be cheap. It's cheaper than mastercard, visa. It's a very inexpensive way for people to trade across borders because it doesn't matter what country you live in. Gold has value in every country. You don't have to worry about the yen or the euro or the dollar. Hey, I'm in Germany. I want to sell my products. I can price them in gold. And Gold is not very volatile. Gold as a relatively stable, over time, you can actually price a product and get paid in gold and you can store your gold and a year later, two years later, you know what?

Speaker 4:          02:30:36       It's going to have value. Or You could look at the historic, uh, a value of gold. So rather than trying to reinvent the wheel, you know, they used to have something, they call it alchemy. You know, it's hundreds of years ago. Uh, the alchemists tried to make gold at a base metal and they couldn't do it. I look at these cryptocurrencies as modern day alchemy. They're trying to digitally recreate gold and they're not going to succeed. They're just creating digital Fiat. This is fool's gold. Yes, people have made money speculating on other people's ignorance and other people's greed, but it's going to end very badly. But I do believe that, you know, what they're doing to gold money and what the Internet is enabling is that we can have real money. We can use gold. Now in a way that you know, our forefathers never could. This is a real modern day gold standard 2.0 gold.

Speaker 4:          02:31:22       Woolworth worked better as money today than it's ever worked before, and it worked great in the past. I mean, we thrived. America was built on a gold standard. The industrial revolution happened on a gold standard. We produced a wealthiest country the world had ever seen on a gold standard, right? We've become broke, right? With his Fiat's standard. We've squandered the wealth that we created under a gold standard. But this is a way, you know, when Nixon took us off the gold standard in 1971 he said it was temporary, right? Well, we don't have to wait for the government to bring us back to a gold center. You could do it on your own, right? You can put yourself, people can now move to a gold standard. You can earn a companies can pay their employees using gold money. They could pay him and gold people, landlords can collect rent and gold.

Speaker 4:          02:32:03       I mean, I hope we can have an entire society. You know? Right now we're being sidetracked by this, by this bubble in the, in the cryptocurrencies. But the people who are buying these cryptocurrencies should be buying gold. And of course what they can do now is, you know, if you happen to have some cryptocurrency, you can sell them, you can go to gold money, they'll take your, they'll let you convert your bitcoins are all coins or whatever, whatever you got, you know, ether, whatever crypto you can go and you convert it and you can buy real money. Right. And then when this bubble pops, you know, you're, you're, you're, you know, you're not left holding the bag. Cause a lot of people I think unfortunately are going to end up losing a lot of their real, their money, their purchasing power. They could have bought gold, but instead they bought, you know, pets.com and they, and they didn't, they didn't realize that that's what they would, what they were buying.

Speaker 4:          02:32:47       I'm sold Peter Schiff. I love the car. If you just get people to hold on to that. Yeah. But I mean in their hand was like this is a real thing. Yeah. I mean, and always complained about the loss of the gold standard. I mean, that was, that's a longstanding complaint. You go back to the constitution, right? Gold is money. In the constitution. It says that no state shall make anything but gold and silver coin, legal tender payment of debt. The federal government is only given the power to coin money. What are they coining? Gold and silver. I mean that that is, is the standard that you know, we have, you know, the first time we mentioned the civil war, the first time we ever had paper money in America was during the civil war and the, the union issued it, but it was, it was the greenback.

Speaker 4:          02:33:25       It was backed by gold and when the war ended, they stopped issuing them, but they issued it based on an emergency wartime power. It wasn't that they had the right to do it legally. They said, look, it's a war. We need to win this war. And so that's the first time we had paper money. Then it went away. It didn't come back again until 1913 with the Federal Reserve. Is it really possible that this can make a return? What can, that gold standard can actually be something that we all go off and I am convinced that we're going back to a gold standard, but I think the free market will lead the way because if people start rejecting government money, right? If they start rejecting the dollar, if they reject it, Europe, they reject again. Then what does the governor going to do? I mean, the source of the government's power really is the money they spent.

Speaker 4:          02:34:07       That's where they, they buy their votes and they peddle their influence. But if, if individuals and merchants just start saying, no, I don't want that paper money. You want to buy my products, pay and goal, right? You want my services, pay me in gold. And if more and more people start opting out of that system and just start working in a gold back month, which we know works, but we don't need the government to make gold money. Gold was money long before the government came around. What the government did is when they took over money, right? That's, you know, they, they would debase it, right? That's where the term comes. Because the government would start, they would make gold coins and they would stick copper in there. Other metals because they would try to create inflation. But when you had private money, you know, it was, it was gold.

Speaker 4:          02:34:46       And so we don't need the government. The problem is these cryptocurrencies, they're being marketed as the private sector's alternative. It's not gold is the alternative. But we now have, we, you know, we now have the method of, of using goals, right? Cause I, when I have this, this in my wallet, right? I can carry, but I can carry, I, if I have a $100,000 worth of gold, I have $100,000 in this wallet. It's here and I can use it to buy a pack of chewing gum. I could use it to buy a flat screen TV. I can use it to buy a car. Right? So I can buy tiny things with it. I could buy expensive things with it. And here it is. I'm carrying it around, right. And I can use it through my, my, my, my, my cell phone. I could take my cell phone and pay for stuff and ownership of my gold will instantly transfer to a third party.

Speaker 4:          02:35:33       And of course if you want to gift money, if I want to give money to my kids, I can give them gold, then they can spend it, right? They can spend that using their debit card or they can directly spend it. So this is the real ultra, this is what these cryptocurrencies are promising to be. But they never will be. But I think a lot of people are getting greedy. A lot of people think, oh, these things are going to be worth $1 million a piece and you know, pie in the sky. And it's like that greed overwhelms them and they can't think rationally. You know, in anybody that doesn't agree with them, doesn't get it. And I had the same mentality, permeates every bubble. People can't think rationally. And you know, as the price goes up, you just become more emboldened in what you believe because you're getting rewarded by the market for your mistake.

Speaker 4:          02:36:14       But you don't think it's a mistake because you're getting rich and you're looking at people like me. Hey, look, y'all, you know Peter, he's not buying. You. Look at all the money he's not making. He's a fool. He should be buying these cryptocurrencies so you know there's a, there's an old expression to don't confuse brains with a bull market. There's certainly a bull market in cryptocurrencies. I think it's a bubble, and I think that people who are making money, some of them are going to get lucky, right? Some people are going to cash out and they're going to make money, but the money that people make is going to match the money that people lose because you're going to have a lot of people who are going to come in late to the party. They're going to buy and they're going to be left holding the bag.

Speaker 4:          02:36:47       Now, of course, there's going to be a lot of losses that aren't real money. Let's say somebody bought bitcoin few years ago and they paid $1,000 and now it's worth 100,000 but they haven't sold because they think it's going to 10 million, right? If it goes to zero, all they lost was a thousand right? Even though it was worth 100,000 but mentally they lost a lot more because they thought they had all this money, right? And mentally they got used to have ela and it's going to be even more so there's going to be a lot of dreams that are going to shattered, right? Cause a lot of paper profits are going to just go to money heaven because they're just not going to be there. But ultimately the only real money that's going to be made is by the people who cash out. Cause because this is just a, you know, a self generating Ponzi scheme.

Speaker 4:          02:37:28       It's all about you know, needing new people. And that's why I think a lot of the people into the cryptocurrencies, they get so upset when somebody like me doesn't get it because they need more people. They need a bigger market, they need more buyers. To come in to keep paying a higher price to keep it all going. And so if somebody comes out and cause, you know, say the emperor has no clothes, you know, because if a lot of people decided they wanted to sell their cryptocurrencies, the price would collapse. And then what would happen? I mean, what happens if bitcoin goes from 4,000 to 1000, how do you now make an argument that it's money? How do you, how do you console the people that bought it at 4,000 and now it's at 1000 and then what if it goes to 100 and then what if it goes to zero?

Speaker 4:          02:38:08       Now, you know, there was a time bitcoin went up to a thousand and then it went down to 200 and then it rallied. So now people are convinced, okay, well if it sells off, it's just going to rally back. What if it doesn't? It doesn't, it doesn't have to come. They can keep on falling. Especially since there's so many, uh, cryptocurrencies now that compete with Bitcoin, right? I, I've said, you know, how many people search on, uh, on yahoo versus Google? I mean, yahoo was before Google or how many people are on my space today, right? I mean, you know, no, people aren't on facebook. So how do you know that, that uh, that bitcoin isn't the, the myspace of cryptocurrencies. But again, I don't think any of these cryptocurrencies will work, but I do think they will work at, they backed them by gold.

Speaker 4:          02:38:49       You can have a cryptocurrency backed by gold. The only problem there is the government won't like that because that'll work so well that the government will shut it down. The government will go. And so that's why like how will they shut it down? Well, they might say there's money laundering going on, you know, but that's why gold money, see gold money does all the know your customer. They know all the k you kyc. So when you open up a gold money account and you own physical gold, they do make sure they get your photo id. They get all this information on you. So they're, they're d, they're complying with government rules and regulations. So there's no, there's no, nobody's extorting money using gold money. There's no criminals. I mean that is where, and I've, you know, people have argued in the, I've pointed out that yes, the one place that bitcoin seem to be used as money is in crime, right?

Speaker 4:          02:39:32       If I was going to blackmail you and I was going to threaten to shut down your podcast, unless you send me some money, I can demand payment in bitcoin. And the reason I'm doing that is because of the anonymity. I think that, you know, I can get away with the crime and I don't care if the bitcoin loses 20% of its value between the time you give it to me at the time I cash it in because criminals are used to paying to launder their money. They just want whatever they get is gravy. But you know, if I'm a merchant and I'm selling, I sell gold, right? I sell gold and my margin and my gold business is about 1% so if I sell gold for $10,000 I bought it for 990 right? I have a little bit of profit. I can't afford to do that business in.

Speaker 4:          02:40:13       I mean the bitcoin can move 2% I wiped out all my profit and I've lost money. I need something that is very stable. But if I'm a criminal, just extorting money doesn't matter. So it can work for criminals, but that's where the governments could crack down on it. All right. I gotta I gotta wrap this up. So if people wanted to get involved in this, what would be the best resource for them to get information? How to get started? Well, they should go to the website, goldmoney.com just open up an account online. And the beauty of this is to, and you could do this yourself, they have a referral program that as you refer people, you send them your own link. So once you open up your gold money account, you get a referral link and now you can send it to your friend. And now if they open up an account, you get some free gold.

Speaker 4:          02:40:53       So you actually get paid. And, and, and so as you educate people, it's kind of like a marketing. But they will compensate you in an extra goal. And so, and when you open up your account, they'll give you a little free gold. You get a little free gold for referring somebody to sponsor it on this podcast. You should be a little bit of free google. Yes you can. I mean, in fact the number of people that you have on the podcast, you can get a lot of free goals. It seems like you could have a big ad, like our whole podcast was a big, a big fake ad for Frigo. Yeah, well it's, well, it's really for the concepts of freedom. Gold is economic freedom, right? I mean that's like even Alan Greenspan, that was the title of his essay. Gold and economic freedom. But it is, and you know, the more people that we can move into their own personal gold standard, the more people that can save in gold.

Speaker 4:          02:41:38       And the beauty of like a gold money account. You have your money in a bank account. What if the bank fails? You know, this money is banked. Your gold is bank, but you own it. It's not being loaned out to anybody. It's in a storage facility with your name by breaks. So you can spend it. When you put your money in a bank account, they loan it out to somebody you know. And you know there's government insurance, but so what? They just have to print a bunch of money. You're, you can bank your gold without having to put it into the banking system. There's no bail ins that you have to worry about. Or Bank failures. You don't have to worry about inflation. It doesn't matter how much money the government prints, they're not mining any gold. Gold is going to maintain its value. So to the extent that you don't spend it right away, it's going to gain value between the time you deposited or the time you earn it and the time you go to spend it.

