Speaker 1:          00:00:03       Three. Two one. Yeah.

Speaker 2:          02:10:57       That's it. When things are going bad, don't get all bummed out. Don't get startled.

Speaker 6:          02:11:03       Don't get frustrated. If you can say the word good, guess what we meet? You're still alive. It means you're still breathing and if you're still breathing [inaudible] you still got some fight left in.

Speaker 2:          02:11:29       Get up, dust off, reload, recalibrate, reengage. Go out on the attack.

Speaker 2:          02:11:47       Gangster. Dude. When it comes from a guy like him, I know it has a different meaning behind different meaning. Yeah. When those guys speak, I listen. Then I fee. I hear that sometimes when I run, when I'm running hills and listen, I'm tired. I just go, good, go, let go. I'm tired. Tired. Good. You're supposed to be working hard, good fight with a girlfriend, but good. Don't bring a bit. It's having that attitude though. Like making that switch in your mind to just look at things at a different way. Everybody can do that. Everybody that's not unattainable. When you listen to something like that, the real beauty of something that inspires you like that is you hear it and then you can actually put into action. But do you ever have a problem being self motivated Joel? Like I like the don't your mind. That's fucking fantastic.

Speaker 2:          02:12:31       I've never been a guy who's been drawn to the motivational stuff or, yeah, I just never have been. I've, I've never needed it. I've been blessed in that regards. I don't know what it is. Even when bad things happen, I'm always super positive. Always. No, that's great. I see bad things. I'm not comparing my bad situations to fucking jock on the in ward. Right. I'm talking whether it's a fee one, I lost a fight. Um, if something's going wrong, if it in stand up and it's something business wise, I don't get something. I'm usually all good. I always have. I'm usually pretty positive. You are. You're very positive guy. I think that's one of the secrets to your success is that you look at things in a good way and you have confidence and you act. You know, I mean I tell all these young standups, I go Brenton Charles and doing comedy for two fucking years.

Speaker 2:          02:13:16       You gotta look what he's doing. This is what, when an athlete goes after something like you, you, you have the work ethic of an athlete and the mindset of an athlete. But you're also funny. See the thing about comedy is a lot of people that are really funny or also we're, we're were personal saboteurs. We self sabotage, we are impulsive a lot of times get addicted to things is like real, like the type of person that becomes a stand up as a person who says ridiculous shit. They say things that as socially unacceptable things cause they know it's going to get a rise. They hang around with a bunch of other degenerates like you and me hanging around and you get, this is a certain style of person, like a Joey Diaz style of person, but you are an athlete who has those attributes. So for you, like what I tell like young guys in particular go, this highlights the importance of discipline.

Speaker 2:          02:14:04       It doesn't make you less funny. That's a cop out. Like a lot of people think that discipline makes you less funny. There's the comics have these weird cop outs. Like you don't want to be a guy. Works hard. You want to be a guy. It's funny, some guys are funny and it's effortless. Yeah, that's nonsense. Working hard in everything should work hard in everything. Everything you try to do, you should put the more attention and more focus you put on it, the better you're gonna get at it. Correct. I just don't want to be a loser, you know what I'm saying? I don't want to embarrass myself or people either. They pay for our ticket and be like, Dude, Jesus Christ. Well also you can do it. You can do it. Correct. You know you can do it. So if you can do it, just keep doing it.

Speaker 2:          02:14:38       Get better at it, keep working at it, keep swinging. It's a fascinating thing to do for a living then. You know the best. Fuck kidding me. But discipline man. So I've, I've, um, I've never necessarily had a problem, self motivating, but I've always drawn inspiration from a lot of different sources. Yeah. I'll go to the rocks Instagram page every day. Every day. No bullshit. Cause he's always hustling. I see the Rock, he's always fucking flying around in a jet. He's always in the gym. It's a little bit put the rockin splash. But Kevin Hart, he goes, no, no, no. He does too. They're really not on jets. The jet thing is, I know it's money, but when Kevin Hart's in the gym all the time, that inspires me for sure. Workout. He's constantly in the gym. Doesn't mean I'm going to work out because of Kevin Hart. No going to work out already.

Speaker 2:          02:15:22       You're just like, fuck yeah, like watching people kick ass. There he is. Bam. The Rye also like people to kick in it. Like I, I don't hate anyone. I root for everyone. Like I, it's almost a problem. Why root for everyone? Yeah. I almost think it was almost a, it was my downfall as a fighter and as a football players, I would root for everyone. I think anybody, I want everyone to do the pudding, but it helps me any comedy. Like I want everyone, I want everything to be good. Yeah. Like I did a show at the ice house and they're like, you need to open up for you. And so I called Emily at the comedy store. I'm like, Hey, do you have to door guys who are vying for spots? She's like, fuck yeah, give me a list. So every show I, I'm always trying to bring the door guys in.

Speaker 2:          02:16:01       That's because I'm like, how can I, you know what I'm saying? It's like, yeah, everyone to do well. That's because when I look at like what inspires me is like when you post a video in the crowds in Idaho or whatever, or Krista, Leah, you know, are, are like the crew when guys are doing like, to me that's, it's trying to keep up with that. I, cause I feel like I'm in this, we're in this race, right in this race together and everyone's fucking beast and animals and you've got, you're going to fall back in the PAC man be a loser and get eaten by these lines or you keep running with these monsters. Yeah. That's how I look at it. Well it's a great attitude to have in anything. If you want the people around you do well, it's a great attitude to have with everything that's been, it's one of the major secrets to my success for sure is have a bunch of people around you that are kicking ass and then like helping them, helping everybody, promoting everybody, letting everybody know and encouraging everybody.

Speaker 2:          02:16:52       And then, you know, when everybody's doing great and everybody's, it's just, it feels, it's a good feeling for all involved. When people go selfish and they only want a good thing to happen to them and they get upset of good things happen to other people, that's poison, man. That's jealousy doesn't work. It does the opposite of work. It does. That's, so there's a, there's an actual quote about that, that jealousy is one of the rare emotions that achieves the opposite effect. That an intense too because you intend to like diminish someone by being jealous of them, but in fact, you diminish yourself. You're putting the energy into things you can't control and it does not matter. Yeah. I forget who made that quote, but it's even uglier when it's jealousy amongst friends and we all have seen it. We've all seen, it's weird. It's a weird thing to see it.

Speaker 2:          02:17:36       It's weird to me. Uh, when I was flooding, it was weird to see people who, I won't mention names, but we're all in the same group and a guy who would be fighting, you could tell they didn't want him to succeed. I'm like, dude, we just, we just went through an eight week camp, like tough, tough. I'm like, Oh, you're, you're jealous man. With his success. It's not to, you can go on your own path. That's a weird thing, man. With comedy, we don't see, I thought I'd get it way worse. I thought people were going to fucking hate me when I walked into the store, laugh factory. But we, I don't see it around there. And if I do it, they're not say it to my face. But what is it? Well, it's also once you're proven to actually be funny, you're in, it doesn't, nobody gives a shit.

Speaker 2:          02:18:15       Everybody just wants you to be funny. But if you were like some guy who was like maybe an actor that was kind of half asking it and people would come to see you just because you were an actor, but you weren't really trying. He didn't respect, which we've all seen in the gas. Well, there's been a bunch of those people that tried to get sitcoms back in the early days and during the Sitcom days when there was a lot of comics like that. We're getting these deals and then that they would do a sitcom based around them. Very few of them ever became like a Seinfeld or something like that. Yeah, but they gave it a lot of deals. Manville mental. So there was a lot of actors who got into comedy and put together like a quote unquote act to try to get a deal. Like they would, they would do it because they would look at it seeing like, look, if they're just going to audition for shows, it's really difficult to stand out from the crowd.

Speaker 2:          02:18:58       I mean, unless you look like Luke Rockhold or you got some, you know, you're the perfect Ryan Reynolds looking fella. It's fucking hard. Fuck you. And then if you're a girl, like you have to be like really hot or you have to be really big. Like you have to, some has to be funny about you, right? Well if you're a stand up, there's no rules. Like you can be Ali Wong, you can be Roseanne Barr, you can be, I mean there's no, you just have to be funny like anybody matters, right? So a lot of actors looked at it like, oh, I'll just put together an act and aw man, stand ups

Speaker 3:          02:19:28       would hate them. Hate them. I'm sure. Want to go well either because it's within like it's whoever it is. Let's say fucking John Goodman's I started doing stand up right. And he came on stage and I'm like, go fuck, that's John Goodman. Then after about three minutes like okay, let's John Goodman, they'll fucking do man. Well that was Michael Richards. You know, Michael Richards wasn't really, it didn't really have a background in stand up. He had a bass on. I didn't know that. Yeah, he was like, he would do like, he would, it wasn't, didn't have like an act. He would do like he would fall down on stage and play like he was doing Kramer Character Kramer. Yeah. It was very strange. And I don't know if he did it for a long time and then stop doing it for a long time and then started doing it again after Seinfeld.

Speaker 3:          02:20:09       But before he had that, you know, air quotes incident at the laugh factory. Um, you know, we'd seen him a couple of times and it was weird. You know, it just, it, it was like a really, really famous open Mike night guy. Jesus Christ. Yeah. Strange. It was like a guy who's super famous but really hasn't been doing it that much because you're going up at the laugh factor comedy stuff. You've got to remember it's murder. They're not booking those people. So it's murder drone for whatever reason you got in, but you're on that line up with Belper and you and delay. You got to go up and the crowds used to seeing high level fucking stuff. Yeah. This was like what, 2006 or some shit, when did all that go down with him? Brian said was at the Improv and drove trouble. Well, I had gotten back to the comedy store and uh, I think it was Brent Ernst, I think.

Speaker 3:          02:21:02       I think he saw it. Yeah, he was over at the laugh factory when it happened and he came back. He was like, he was like, Yo, I just left the left factory. He goes, fucking crane was up there throwing the end. Bob and I was like, Oh, what happened? He goes, dude, it was crazy. He lost his shit. He was getting heckled. So we had heard about it. But then when the cell phone video got TMZ released that shit, everybody was like, Oh God, set match. Like this is a new thing dude. Yeah, it was weird man. I was uh, I was going sit in the belly room the other night and I've never seen Brody Stevens who stand up. I've never seen them. And they got up there and just again, I, I, I know who he is, obviously he's always running by Mercedes and then he just came out like doing crowd work and not using the Mike and I looked at Sam, I go, what the fuck's he doing man?

Speaker 3:          02:21:49       He's like, you've never seen him like going to go just watch. And it was so funny, man. Forever. And it's just fantastic. That does. Crowdwork for he does was warm warmups for so many television shows for so many years that he's like super comfortable just talking to people. Yes, it was fucking done. A special came out recently. I think it's on iTunes. Oh really? Lie from the main room taped it and the man doing that set this, the Kinison set the spot. No Shit Dude. That's so cool. Wow. When did they do this? Just came out recently. A couple weeks ago. He was talking about on stage did for them. He can go around and he'll go Iowa like, yeah, for my goes, there you go. Moves on the explosion like Jesus Christ. Man. It was so funny. He's a weird guy. I'll be here to 2:00 AM 10:02 AM I'm like, what the fuck?

Speaker 3:          02:22:38       That's how he kicked it off. I'm like, what is going on right now? Well his uh, his style is so unusual because on paper you would never understand where the punchlines are. But then when you hear him say you can't stop laughing. Yeah. Yeah. It's like I was dying. I don't know if he writes it or if he just does it. I wonder, I'd like to ask him if you write stuff down or if he just does it. Just a few guys like that that are just funny. The way that like Theo's like that funny the way they say shit like Theo says shit that I could say the same shit. It wouldn't be funny but he says it and it's fucking hilarious. Yeah. That's the kingdom out comedy man. Like nobody really knows what funny is until you hear it. But there's also something, uh, Steve, uh, Simone [inaudible] he was saying, um, cause I, I was telling him I go, he goes man, your hair a lot and go yeah, I'm, I'm trying to just jump on anyone shows cause I want to make sure it's not my crowd.

Speaker 3:          02:23:30       You know, cause you got to figure out what's funny cause you just played your shows. I don't want to be that guy. It was who told you that? Who the fuck told Jay goes, everyone here is trying to get their crowds. Here's when you're on the road. Do you want your crowd man? And I'm like, I know, but when I'm here on make sure it's not my crowd because I feel like the funny uncle at the barbecue, if it's my crowd right, you don't find out what's working. Yeah. The Ice House, if it's my crowd that, especially at as I've walked off, feel like Kevin Hart, like blood flow. That was a fucking a plus. But then you go to the comedy store and it's not your crowd. Like that was a d that was a fucking dudes. That's true. But if you go to the ice house and it's your crowd and you actually record it and listen to it, you can do, that's important.

Speaker 3:          02:24:07       You can tell what is actually gonna work, what's not gonna work. You can tell and then you can tighten it up so you have extra confidence at a place like the ice house to do different shit. To me, what it's like, it's like cross training, like it's not a bad idea to do some kettle bells and run some hills and do Jujitsu. It'll probably make you jujitsu better. And I think just doing crowds were, no one knows who you are is great, but doing crowds where they know who you are is great too. And as long as you're paying attention to get a different thing from, from each one, yeah, you're right. 100% right. Yeah, it's, I mean the, you also get different things from different size rooms. You know, there's certain things that will work at the laugh factory in certain pockets that won't work anywhere at calm.

Speaker 3:          02:24:50       It's so strange to me. It's a weird thing man. It's very strange. Strange as it gets you feel any different energies. It's so cool. It's so fascinating, man. [inaudible] you want to talk to him about the comedy store and like the history of it? Steve Simone just, yeah, he knows a lot of shit. Steve's been around for a long time and couldn't be a nicer guy. Might be the nice guy and he might be the nicest guy that's ever lived. Almost like this. Like a darkness back there that I want. I want him, I know on what's going on. Well I push him. C'Mon he's, he's open about his dad and I was like, can we come from a good family? It sounds like you come from a nice guy, a good family. Just one day it was opened up for, are you in San Francisco? I wasn't. Yeah. The cobb's cobb's is an interesting room. It used to be the tiniest room. He used to be like 150 people, a little tiny room on the road, but it was so good. Everybody wanted to do it and then they moved to that place, which is like 454 50 giant ass ceiling. It's a big place. It's in crowd there too. Damn liberal. Well that San Francisco man, San Francisco, highly educated, very progressive. It's you. It's, you're doing a different kind of comedy there. Did an abortion joke.

Speaker 7:          02:25:53       Ah, they

Speaker 3:          02:25:54       didn't like it. [inaudible] that's Larry. I'm more of a reference, but it did not go well. Yeah, you can feel it. Yep. Is there anything worth? Nope. But you know what it is, is when you run into a subject that people don't accept, you gotta ask yourself, okay, does my sense of humor different than theirs or did I do a shitty job in figuring out how to get that subject to them? You know, because some subjects, like there's quite a few bits that are going to be in my Netflix special that when I first started doing them, they weren't that good. There was something missing. Like I knew there was something there, but your, you don't, you only know so much when it's written. You really find out what's good when you try it on stage and then that's when it sort of comes to life.

Speaker 3:          02:26:41       It's like I have almost every bit that I've ever done written in some way, but they're all rarely the way I do them. Yeah. You know, once you get on stage with it, that's when you start fucking with it and figure out how to do it. More of an outline. Yeah. And then we'd go on stage like, yeah, but it's, you know, along the way sometimes it just tanks, you know, that has to happen. This isn't something I stick with it though. Don't, that's so crazy. This isn't what I tell you just the other night man around. They'll move it around, but a good beating, like doing it where it doesn't work makes you just refocus. Like, let me go back and look at this thing and figure out why these people got upset. Oh, you know what? If I just do this first, then they'll know where I'm coming from first to let me get away with that because they won't think I'm an asshole.

Speaker 3:          02:27:23       You know it's weird. And you finish your especially finish editing yourself. Yeah, that's uncommon. Right. But I didn't have much to edit in terms of like content. It was just how much should I cut out and wear what, you know, what show was the best one? That was what it was really a lot of the best one was the first show I heard Tony, as soon as you guys get done, cause I text you in a text on and he goes, I don't even know why we're filming the second one. I'm my mouth. The first one. It really is. Yeah. Out of the park Paul slugs. It's fun man. Wilbur Wright. That Wilbur theater is amazing. That places, you know, cause it's like a theater but it's also like a comedy club cause it's like there's 900 or 1100 people in the room and uh, I think it's like 500, 300, 300 or something like that.

Speaker 3:          02:28:08       Yeah. Reminds me of the palms if feel you've come kid, the palms, the palms. It's like people who are right on top of yet. Yeah, they're right on top of you were most theaters so far. You can't feel it. Katt Williams did the palms one time when we were there. I didn't get a chance to see him though. God, he's fucking, he was there. I think he was there like the day before the UFC or something like that. My brother went and saw a Kevin Hart. He was at Pepsi Center. Oh yeah. I God, I wonder how, how the fuck do you pull off? Stand up the Pepsi Center. Jay Goes, I know. And my brother's a little bit of a hater by nature. He was, he can't be that good. And I'm like, dude, he's like the most successful comic ever touring in the stadiums. I bet it's pretty fucking good.

Speaker 3:          02:28:46       And he goes in there and he was, I'd like Brown stage like three 16 he goes, dude, it was incredible. Best. Best he's ever seen. Wow. Which is crazy. So fucking power house man power is, or how hustling performance powerhouse. Yeah. Interesting. Right. It's interesting when you see those super winners, those super winners that just pushed the envelope of success. It's weird. You know those, those qualities are very strange. It's also strange in comedy because someone, Kevin Hart might be Your Cup of tea, but then they might hate bill burr, which it's very strange to me. That's silly. Why don't I shouldn't say hey. You know what I'm saying? Like, yeah, like bill burn might be just okay to you, but Kevin Hart's your number one. Yeah, but that's okay. That's normal. There's always going to be people that have different tastes. That's that same with music.

Speaker 3:          02:29:37       That's the same with four shirts. Everything percent. Yeah. It's crazy time for stand up though. If you think about how many different comedians are really good right now and have specials, it's nuts. Netflix is blown up, blown up. Do you know Russell Peters was the first comic to get a Netflix special? When did he get is a long ass time ago. We heard him in an interview talking about, I think it was with a sway in the morning and he goes out as the first one and they say, how much did they pay you? And he talks about it. He goes, ah, he goes 10% of what Chris rock got paid. And they looked at him. And when was he the first one? What year was it? Old School. Really find that look good on a Russell Peters comedy special prosecutors is a monster. I had one on Netflix in 2005 I think Russell Peters beat Ya.

Speaker 3:          02:30:22       Probably if he was first. Pretty sure he said he was first two then five Goddamn Goddamn, I don't even know Netflix was back then. Yeah, nobody knew. That was part of the problem. It was like everyone was going on. So when people like my specials on c so I'm like, oh fuck to what else is going on this weekend with the UFC? What are the fights? Are there? Well you got the ultimate fighter finale on Friday. Prayers. Are Any others on that card style bender pull up. Ooh, style. Brender I did Brad to vars versus tile vendor. Perhaps a motherfucker man beat him, but I think I really love style Benner. But uh, Brad's been quietly foreign. Oh. But also Brad is a guy who the rumors he's injured go on this fight. He was going to call the fight off. He's injured. Dare you say that online?

Speaker 3:          02:31:06       No, it's all over. It's as it, yeah. What's he injured with? I don't know. He's supposed to pull out, but he's going through it. So it depends. People forget bracket and fucking wrestle too fucking. That's a tough fight. Fire style bender from Nigeria 13 and, oh son. He's a motherfucker. He really is. He's so exciting. Damn. That's very good. Let me see the right, the regular UFC card again. That's a big fight. So that's the headline fight. Yeah. And the ultimate fighter, which is you see them, you see they're selling the ultimate fighter house. The title, the ultimate by selling. They're selling it really. Five Mil son. You want it five now. A good investment. What did you just like 19 bedrooms, p people peed all over that house. Oh Dude. He would go on there. It's going to smell like a dude's ball. Do jacked off in the sun's out rom font.

Speaker 3:          02:31:52       That's a good fight right there. That's a very good fine go con sacking and Kaleel round tree fucking fight. That's a real good fine Felder, Mike Perry. That the fucking fight. That's right. Do you remember an elder at welterweight? Very interesting. He's a big dude. Felder has to cut some serious weight to make one 55 Felder's a monster on the Mike too. He's a great commentator. Very Smart Paulo Kosta in Uriah Hall. That's very interesting. I'm not at 2.0 I'm not saying Paul Coast has done all the drugs, but how does he pass this fucking tests? What? Whose nose is clogged up for that sniff test and his allergies are kicking in that forgot their inhaler? Like how does the [inaudible] he's just not live wherever his house is. Dude, he is first team. All Landover nod on that car to go down there. It's close. Oh, what your car clothes and Landover Nada.

Speaker 3:          02:32:48       That might be the sleeper. The night folks. Yeah. I get this phone once you've been talking about that fight on fight pass. That's crazy. Hooker and Burns is a more fucking fight to Gilbert Burns. Dan Hook or holy Shit. What a card this is. Yeah. To this card is insane. Great Card. This is an insane car cause people aren't even talking about this hooker burns fight. Dude. You know what's going to be sad though? I think the pay per view numbers. Oh, how dare you. You never know Steve paid versus DC. It might get into twos 20 hundreds well and a lot of people like Max Holloway and Brian Ortega. You don't think you can make it into the to do hell yeah. 200 200 be a nightmare to 50 was the last one, right? Which is not good. I see. I'm hoping it does around five to 600 make GSP fight again.

Speaker 3:          02:33:31       You need GSP back bring GSP. But he's the last one. They get real good numbers. He got eight 50 right? I know, but see I think this does around between 400 600 yeah. What do you think Jamie? I hope so. Do you want me to wait face? It's tough to tell these days, man. I think they need to get rid of the pay per view model. It's obviously not working. What do you think they should do? I think they should put these on a, on for free. I think Jewish Poland, ESPN, these major fights. How are you gonna pay people? Well, the paper you model top four NBA guys are getting more than the top 10 NFL quarterbacks and those games are all free. So there's one somewhere, right? There's a model. That model is not working. Yeah, but NBA is way more popular than New York.

Speaker 3:          02:34:13       She was on the board, but it's also free. The sponsorship deals, the endorsement deals or you know, they have major endorsements. Right. But there's only so many endorsements that, and they'd get behind cage fighting. You know, it's such a crazy dates in for bud light Miller lite. Like we've had some big more now. Right? Yeah. Roughly the same amount of people. Also like same amount of fighters. Same on NBA players. About 500 yeah. Yeah, yeah. There's no comparison in terms of overall viewership though. Like, what is a big basketball game? NBA Finals. 35 million. Yeah, yeah, yeah. 100 on it. Yeah. I'm just salient view models. So old school, especially now with the illegal streaming, me and Jamie were talking about it. You know, if I'm not that guy, cause I find I'm not trying to steal money from UFC, but there's a link I can go to every time that's in HD.

Speaker 3:          02:35:02       I don't have to be a fucking dime for really everyone. So many of my friends do that. I have so many people so they're going to jail when uncle fester finds out. So when the numbers are low, you've got to take that in consideration. 18 to 36 males can figure it the fuck out there. Not like $70 no. I wonder, I wonder if you just had it free if the numbers would be bumped. I don't know man. It's like you're going to make it. You've got to make a big fucking risk to do that because you've got to think of how much money the U of c has to pay every month to make that loan to make that monthly nut that's on them. That's not the fans prompt. That's true. The other problem is think I'll expensive. It'd be an MMA fan these days, so I'm, I got to fork out money for ESPN plus now just to watch how much does that, was it nine 99 you could call it low and five bucks a month.

Speaker 3:          02:35:47       That's like, I think it's 10 okay. Okay. Nine 99 so you got that right. What does that go live? Because fipass is still 2019 January, so I've got to pay for that. So that's money, additional money and then paper views, there's one every month. So if I want that, that's 70 so it's $80 a month just to be a UFC fan. Not following. Watch dies on, dies on, dies on Bella tour. I got to pay. How much is that going to be? Nine 99 to watch the Bella Tor now, is that what it is? Let's say it's nine 99 less than that. I'm assuming something's wrong with the streaming service. So if they just had a free streaming service and then you had ads, do you think they could make it up? I'm sure what, but my point is it's going to expense would be an MMA fan and you're losing fans and the numbers aren't declined.

Speaker 3:          02:36:31       So often there's a business model problem. What if they made a deal with Netflix? They tried that and no Netflix, Amazon. Those guys didn't want to play a game. They went and your audience isn't big enough. Really? No, they went, we'll Twitter will use the NBA. We're going to the NFL route. Cause the the other sports too big. Hmm. Twitter. What are they showed it on Twitter. Can you get Twitter on your TV? You could send, if you have it on your phone, you could almost it. Yeah. You can just send it to the screen. Yeah. Yeah. What is your phone runs out of batteries in the middle of the fight? Your friends call you pussy. We'll plug it in. It's out linking. It's up playing off your phone directly. Now when you do it, I'm, I do it through apple TV, but you could do it through Google.

Speaker 3:          02:37:10       Android, right. You can do like Google play. You have like a stick that sticks in the USB show? Yeah, there's a little symbol. Um, interesting. Sean up there. I mean down all used to be science fiction just a little while ago, but I, I see shit on my like, uh, someone sends me a youtube video to watch. If I'm home watching something on apple TV, I'll just stream it right to the TV set. That's amazing. Is that us? Oh, well, uh, there's a little symbol like on the top by the bar just broadcast to a TV thing. It's just, I feel like UFC has this old school model right now, but with the UFC plus a ESPN plus it's at least heading in the right direction. But the paper, your model, especially as expensive as is to be a fan right now, they're making it tough. I think it's going to come a time where you're not going to need any streaming service.

Speaker 3:          02:37:54       You just to be able to type of website address into your television and it'll be universal. Everybody will have that. I think that's, that's real close. Like a lot of people getting rid of their cable. Yep. Dish can't apparently young kids, they never watched Katelyn ever. Yeah. I'm a dish fan, but most young kids don't fucks with any of them. Yeah. Like what dish? What? That's interesting, right? The only ass, Huh? The only thing it's good for really is live events. That's everything else. Netflix is more popular than broadcast cable and more in TV viewing. Hm. Hulu and Youtube all, I think it's, wow. The thing I read said it's got more viewers than all of those combined. Wow. That's accurate. Broadcast Cable, Hulu and Youtube. Netflix has more than everything. See if Netflix got the UFC, that would be crazy for the UFC, for the UFC flakes.

Speaker 3:          02:38:44       Like, dude on it. They could, you know what if they just said, we have so much, like how much is your not billion? 4 billion. Um, okay. Gonna just write them the check. We'll just buy it. It's like a pair of sneakers that you never going to wear and fight every day. We don't give a fuck just there. They could do it, man. I wonder. Yeah, that would be, but then how would you figure out how people get paid? You'd have to give numbers, right? It would have to be in the contract, because that's one thing about Netflix. They don't want to give away the numbers. So if you have a comedy special on Netflix and you ask them, hey, how's it doing? It's doing really well. Yeah, but you're really happy. Yeah. But you know, because like you, they go, you want to do another?

Speaker 3:          02:39:22       You're like, man, I must want it pretty well. Now if you do a special on there and you're like, how are we doing? Like all right. Yeah. Keep on keeping on, man. Yeah. Do you want to do another workout? We're all set. It's probably didn't go well. You don't have exact numbers, which I feel like is a little hairy. A little dicey because you have no negotiating power. Yeah, Super Dicey. Because if you're like, hold on, let's say you for instance, you're like, hold up 100 million people, watch this, I need more fucking money. Right? Like to them is 5 million watching good is 100 million. Where are we at here? No we negotiate. That can't be right. Like they can't be good but it's their business. They started it. It's, that's the thing is like you don't have to do it. They're trying to do it on HBO and then you get real numbers or you could do it on showtime and you'd get real numbers or I could do it on Amazon. Jeff Bezos tells you to go fuck yourself. Do you think you're at a disadvantage

Speaker 2:          02:40:14       for your non Netflix these days? Cause, cause here's, here's my argument that I had with Brian about things. Shoot special is net don't give up. Netflix is the king man. And if your row, if you're, you, if your bill burr, if you're Kevin Hart, if not Kevin Hart, if you're fucking Chris Rock, any of those guys, right? They're paying you mass amount of money and they're promoting it. But if you get lost into that shuffle because they have so much content now it does pay off. I Dunno, you know, I'm Gaffigan interestingly enough, decided not to do it and he could do it anywhere and he decided to do it on, on all platforms. So he doesn't have it on Netflix, but he has it on a bunch of different things. So you see where Gaffigan put his specialist, but he did it on his own site. Right. And released it very Louie CK style.

Speaker 2:          02:40:57       Yeah. I think um, he actually, I think it's available on Amazon. I think it's available on a bunch of different things. He's so established though. Yeah, sure. Dapkins that mother fucker people still ask them to do is hot pockets. Yeah, that's a good point because I think that they probably, no matter where he goes, his fans are very loyal. They'll go seek it out. He's one of the biggest in the world. Yeah. But I'm saying if you're like, let's say you're a guy like Brian Cowen, like where are you gonna get the most exposure? Honestly Youtube the most exposed free, which is be release it for free for three, but that's very expensive to do. He says Gaffigan's Nobel ape. Initially it will be released on multiple pay TV and digital platforms including Apple's iTunes, Amazon video at t and t charter communications, Comcast Cox Communication, direct TV, Holla at Directv dish network.

Speaker 2:          02:41:41       Oh Shit. Google play. And Sony playstation says war rise almost. Well, Walmart has rooted thing. Microsoft's Xbox and album version will also be released on the same day in digital and physical formats. That Emma fucker. Good Fan Sizzler, a $5 download via the Louis C K now. Hm. Yeah. It's interesting. It's interesting because I think that uh, he could do it. So if he does it and then it really works out well, maybe Kevin Hart might do that too. They might say, listen, I could try it for 99 well, he can do whatever he wants. He might be like, Hey, I'm Kevin Hart. I could just have, people are going to go watch my special. I just don't put someone can do that. Yeah. There's a small hand, if you're, if you're a smaller level comic, let's say B list, you can't do that and make money. People are going to see it. So maybe you get, you get money back when you go on the road.

Speaker 2:          02:42:33       It's like, Holy Shit, that was great and it's free. So we got on the road and in theaters now maybe. Well that's the thing. Do you know how many comics I've done that and had a youtube video that became a giant smash and then we're selling out theaters. What does that girl, Angela Johnson, you know Angela Johnson? Yeah. She was on that TV shows at hilarious bit about the Vietnamese girls doing her nails. Yeah, that bit got on Youtube and she was selling out crying Gel. Yeah. Quit told jail. She's hilarious. Very funny. Yeah, it's fucking hilarious. She was selling out giant plays to that extent and how that, Christina is similar to that, but Chris Delea on snapchat, his videos were so funny. Yeah. It made him insanely popular amongst other stuff, but that's one of the,

Speaker 3:          02:43:12       you know, he had millions of followers on there. Yeah. So you go into a city and he's a brilliant comic and you know these one in the biggest of the world now. He's so silly. He's a unique kind of silly, so weird. Silly. You would hate us if you saw our texts everyday about shoes and fashion. Easy Dad shoes came out. I'm like, dude, I can get you want a peer? He's like, yes. And what are Yeezy Dad's shoes? Jamie, you're going to hit well. You might like him. You like him more than the three 50 booths. Sweat these boy, just sweat peas, boy, converse with these balls. Dude, I'm not so sterile. Red Suede. I know I'm wearing these just for you. When did you get those converse? Send it to me. I would never, I was going to say there's no way you in a story.

Speaker 3:          02:43:54       He sent me those, but I put on my saw where these mother fuckers, those are fucking daisies. Those things. Those are usually easy. Gee, dad shoes. And you liked those San Jose sharks fan? I do not. It's like a shark. No. Let me just say this. That was the first easy and I can, I can get them to coming out. But I went, I'm going to pass on a pass on those, you know you to go Chris, you want these. And I went, Chris, these only good on small guys. He goes, you're right, but I'm smaller. I go with the right outfit in small genes can wear mills. You're right Brent. We're going back and forth and you're series shot or serious. I sent to Brian went fuck you. Ah, because Brian likes to wear those boots to make him look like he's an Italian painter.

Speaker 3:          02:44:27       Correct. In wishes. He is taller. Yeah. He's got those boots with wooden heels with leather soles that are really slippery strand and they have zippers on the side. So I'm like, what the fuck are you wearing? You're supposed to wear these when you were in Catholic school. Like why, why are you wearing this as a grown man is 51 years old. He's crazy. He never had a period of time. We dressed like his age. Never. He's like finally old as his dress. Yes. Like he is now the age she's supposed to be. He like got older and fell into is establish wardrobe. Not anymore, bro. Oh my God. No fuck is happening. That's not, why is he dressed like a skater? Wait a minute. Are those slides identical? Him? Wait a minute. That's Brian. Dude. That's fucking Brian's. Brian. Count. Cool. Make that face bigger. Very blurry dude.

Speaker 3:          02:45:11       What's Brian Cowen? And that's three sizes. Here's leaving or those slides. Is that black socks and slides. Oh my God. That's Brian Cowen for special. He wants me to dress him and I'm going to get Tom Special. Don't, don't, don't, don't let him be himself pulled. No, he dress for where you want to dress, bro. That's what I told that it's him. It is him. There he is. Where's that? Those are, those are black socks and sandals or others. No, they're not. Those are, uh, those are skate shoes too. Those wearing skate shoes. Slow roll down those shoes. I was hoping that those were black socks to Asian style. I thought they were black socks and slides because they're so gross with a white stripe goes over the top. What are those slides? Is that the property was black socks type? Let's do it. Yeah, there you go.

