Speaker 1:          00:00:04       Five, three, two, one go.

Speaker 3:          02:17:58       That's all good.

Speaker 2:          02:17:59       Wrestle or you could wrestle or you could wrestle and uh, you know, like how he made him do pushups and sit ups and Chin ups and shit. When he was a little boy, he was doing fucking 500 pushups. I mean he just had that kid as a youngster with a very high tolerance to work and just this, this drive, he pushed him so that everything else will be easy. I mean, he made it so everything at home, all the training he did, all the wrestling practices were so fucking hard that everything else would be easy. Yeah. And look at him. UFC fucking middle welterweight champion and should have been the first time he fought GSP. Agreed. In my opinion. I mean the, he got the title with the Robbie Lawler fight, but I thought, I thought it'd beat GSP and the only people that disagree that I've talked to or people that were like in that Henzel Gracie camp that were a little bit biased and thought that George one like round one, which I didn't understand.

Speaker 2:          02:18:50       I think damage is more important than anything. And I think Johnny without a doubt did more damage in that fight. Like they pointed to the Guillotine attempt in the first round, but I didn't think that was a successful attempt. I thought that was, you know, I thought it was never close. It's like, did you see um, uh, Scoggins versus John Moraga this last fight? Yeah, the first gay team was very close to second gear teen locked it up. George never had a gay teen like that. You know what I'm saying? It wasn't like one of those where it was like Scoggins barely got out of that first gate team or Morocco locked it up. Yup. But he was in deep shit and then he caught him with a second one. That's not what the kind gay teen that Hendrix was caught in in that first round. So I didn't understand anybody saying that they thought that GSP one

Speaker 3:          02:19:33       a little bias I think you know. Sure. But I'm biased words, Hendricks and I'll admit that. But watching and trying to be impartial, I think Hendrick's clearly one and I believe George and some of his team, I think they know cause the two athletes when they walk out, you know, if you kind of won or lost and I think that one and it felt their mood, their energy and just the way that they, you know, we interacted afterwards, very professional, respectful. But I think they knew that Johnny had won that fight. Truly. How do you tell

Speaker 2:          02:20:01       a fighter to stop? Is there, is there a time where a fighter should be told to stop? Cause if George was my friend, I would tell Georgia stop. Yeah. And the reason why I would tell Georgia stop is because we did some sort of a fight metric thing where we calculated all the times he's been hit inside the octagon and he had been hitting the head 880 [inaudible] times over the course of his UFC career. And I'm like, what is, what's the number where a guy can walk? Cause he talked to George, now he's lucid, you know, he speaks well, but I know that he was having migraines. I know that he was having memory issues. Yeah. And um, and I think there's only a certain amount of times a guy can fight. There's only a certain amount of blows that guy can take. And George, if he stopped now, could he have another fight? Yeah, yeah, he definitely could. Could he come back and be great but very possible. But could he come back and take some damage that five years from now we're going to see a much compromised George? And that's possible as well, right?

Speaker 3:          02:21:01       Probably not. I've had this conversation with athletes before and it's, it's difficult and it's emotional and it's, you know, it's in their best interest and sometimes you know, they've gotten mad but they know it's out of love and care and concern and it's, there's a risk to reward. And you know, anytime an athlete, whether you're an amateur, you're making millions of dollars, there's a risk. And what is the reward? Is it some sort of personal challenge? You try to, you know, scare away a demon or are you trying to provide a college education for your daughter? These are things that they get put on the scale and then become intellectual conversations to have. And you then you say, all right, is this worth the risk? But a guy like GSP, I mean, he's proven everything. He's a legend. Yeah. Yeah.

Speaker 2:          02:21:43       Without a doubt. He really has proven everything he can prove. I mean, he can come back and beat other fighters, but is he ever going to elevate the status of his legend? He's one of the greatest of all time, if not the greatest welterweight of all. It's him and Matt Hughes. Yeah, those are the two greatest welterweight of all time. Yeah. And you know Matt is from a slightly different era. There are areas overlap, but you know, in my opinion, Matt, it was a game changer, you know, so I think he still goes down as possibly, you know, it's in the debate for who's the greatest. Sure. But George, he's not going to ever elevate where he's at. Where he's at is a fucking all time legend. Yeah. You don't use more of an off time. Legend. I have one more fight. It'll be another all time. Legend. No, he said an all time legends there go. I mean and as far as I know, he's very wealthy. I know he had to give a lot of money up to his fucking farm. Right.

Speaker 3:          02:22:30       Manager though. And this is a lot of gross that's involved in that man. Yeah. I had spoken about managers recently and it kind of got spun the wrong way. I don't know if you heard anything. I'm no talking to Ariel. I said quote. So I hope nobody out there is going to quote this out of context was athletes need to get rid of their need to fire their managers and hire attorneys. And it wasn't meant to be that every athlete needs to get rid of the manager. Cause I said there's some great managers out there but there's some managers out there that they have their hand too deep inside the athletes pocket where the athlete can't excel and can't develop themselves as a professional because they're spending 20 and 30% of their purse and all their earnings going straight to their manager. And then the athlete has to pay for an attorney to come in and do contract review.

Speaker 3:          02:23:15       Then they have to pay for an agent to come in and bring in sponsorship. Then they have to pay a striking Jujitsu wrestling strength coach. Then they have to pay their income taxes. Then they have to, you know, put food on the table for their family. And you know, at the UFC level where these contracts are much more strict. And that's really what I was talking about. It was during the Kelvin Jaslin I'm comments. Was it the UFC level? There's not a lot of negotiation room for most there's, it's more of contract review. Legalees and you know, some of the managers came out and they said, yeah, you know, they were pissed at me and I asked them all, all of them specifically. I said, how many of your clients have come to you because their manager fucking sucked. And they're like, oh shit, a bunch. That's what I'm talking about.

Speaker 3:          02:23:53       But maybe you're awesome. But at the same time, these athletes, they need attorneys to really look at the paperwork and yeah, there's a building phase and you getting them in from air, you're getting them notoriety and such to get to the UFC level. But because you get them there doesn't mean that you should stay there. And a guy like Mike Pyle, he fired his manager a few fights back. He talks directly with Joe. Sylvie does all the negotiation. He gets to keep all of his money. He makes more money now. And he hires an attorney to come in and do the contract review and such on a per hour basis or a per contract basis. And he speaks very openly about this. He's one of the guys who was in the UFC and he's one of the higher paid athletes out there doing it.

Speaker 2:          02:24:30       Well, you know, obviously I love the UFC obviously. Um, it's a huge, it's a huge honor for me to, to call the fights and to be a part of the organization. But I think the only way that the UFC is ever going to satisfy the athletes, I mean the only way the athletes are ever going to be in a situation where they're completely, totally happy with what they get paid is if they're at the top of the heap. Yeah. I mean, when people compare it to Floyd Mayweather, Floyd Mayweather, I made extra money. Do you have any fucking people or Floyd Mayweather won it's Floyd Mayweather period. And everybody else who fights him, they take a drastically reduced purse and they're super lucky that they get that. Like whatever my Donna got for that first fight, 1 million bucks or something like that. Biggest pay days. Correct. Yeah. And by the way, that's not what GSP get provides GSP a lot more money money than that.

Speaker 2:          02:25:25       And GSP as big as he was is never the draw that Floyd Mayweather is. Floyd Mayweather is a draw like internationally, nationally. He's gigantic. I mean the, the amount of [inaudible] he's also the promoter. I mean he's got a lot of shit going on in less a fighter becomes a part of a promotion. I mean it's just not the same thing. You know, if the, if the UFC like when Oscar de la Hoya was golden boy productions and you know, when he was fighting as well and make an insane amounts of money in that. Sure. There's, again, it's only one Oscar de la Hoya and there's also the UFC like it or not. And I love it. They're essentially the number one game in town and it's not like there's a close number two. Whereas Bob Arum golden boy, you know, there's, there's all these different promotions. The money team, there's a lot of different promotions when it comes to promoting fights.

Speaker 2:          02:26:20       Whereas the UFC is like, there's Bella tour, you know Bella Tours. Not bad there on Spike TV. They're doing real good. You know, I'm a big fan of Scott Coker. I'm a big fan of spike TV, but the reality is there's a God damn huge. Who the fuck is the UFC heavyweight champion? Cain Velasquez? Who's The Bellator heavyweight champion? I don't even know who he is. I don't know who it is. I know. Was it used to be Coal Conrad? Was He? Nope. Maybe not even. Wasn't his, but he retired retired money. Ben Asker and used to be the welterweight champion and that who's the welterweight champion now? Is it Lima is a Douglas. Amen. God, I couldn't tell you man. He's world class kicks, right? Was he the one? Maybe he did. I mean, I know he wins a lot. He's world class without a de Lima could compete with, in my opinion, everyone else in the world.

Speaker 2:          02:27:05       But Ben asked her and kind of ragdolled him, you know, and Ben ask her now is fighting for one FC. So it's like the difference. Okay, there's Schlemenko, he's the middleweight champion shore. But someone from his fucking camp talk to him in a fight. And Tito Ortiz hope he got paid for that was like, Eh, I mean it's like a grown man fighting a guy who is in high school. That's what it looked like. I mean, Tito was fucking enormous and that Blanco's probably truly a wealth or wealth at the UFC, right? Yeah. In my opinion. Yeah. And somehow or another he's fighting Tito. When Tito got on top of them, like this dude is not getting off the bottom. Tito is very underrated submission skills as well. He's good. Yeah. He can't knock them. Huge disparity. Yeah. Just giant. And then, I mean that's your middle weight champion.

Speaker 2:          02:27:49       You just saw your middle weight champion, get choked to sleep. Not good for any by a guy who could fight it. Heavyweight. Yeah. Like what the fuck are you guys doing? And they did that just to sell a paper view. And the whole thing was just preposterous. And I think that, uh, you know, unless that changes, there's the, the, the, the amount of money fighters get, like there's, it's not going to be the, the level that you're going to get inboxing until boxing and the UFC. I mean, until there's a, I mean maybe it'll be one of the new champions, it'd be Ronda Rousey

Speaker 3:          02:28:22       that gets your first or her first $50 million cause she kinda has that transcendent appeal. Sure. I mean she really is sort of transcending this sport. She's the biggest star right now in an MMA. Sure. And it's because of what she does outside of the octagon as much as she does what she does inside. And that's something I try and talk to athletes about the athletes that I haven't had the ability to influence. And that's what I see other athletes do. A guy like Alan Belcher, Alan Belcher makes far more money running his gyms and online training business than he does when competing as a professional athlete inside the UFC. And he makes a good payday inside the UFC and the athletes, they need to understand that they're as big or as good as they want to be and they can certainly build their brand in areas like yourself.

Speaker 3:          02:29:09       You find areas that you enjoy and that you're good at and we're, you're not good at yet but you want to be good at. So you bust your ass to push your way into that field. In that niche. And athletes, they have more than enough time to do that. Whether it's flipping real estate like Bristol Morandi's doin right now and he's making his Bristol Bristol Monday was a float and UFC a couple times fault for strike force. He was on the ultimate fighter a couple of seasons back. Um, he's flipping real estate in Las Vegas and the article came out about him recently. He makes shitload more money doing that. Then he does fighting and he's fighting because he enjoys fighting. You know Alan Belcher, what he's doing, what Ron does, dealing may, Ron does outside the octagon. Money is going to eclipse what she makes inside the octagon. She's such an anomaly though.

Speaker 3:          02:29:49       I mean, how many hot chicks can beat the fuck out of dude. I know, but she's going with what she has. And there's a lot of athletes out there that can go with what they have. They all have some look at what Ludwig did. He went from being a high level fighter at the end of his career. He transitioned to a coach and he'll be a much more successful financially. And you know, business wise as a coach grown is affiliate system building his brand that way. And he made good money as a fighter, as a top tier fight or knocked out Jens Pulver one the k one Max North Americans. I mean he did some really good things inside the sport. So just taking that, that concept. So if, and I'm not, you know, showing for the UFC here, but I'm saying if athletes are sitting home and they're looking at their paycheck at the end of the year saying they're not happy with it, well there's a lot of other ways that they can monetize that they can use their brand, they can use what they do to get out there and build.

Speaker 3:          02:30:35       And it's not sitting back waiting for sponsors to just hand them a check to put on a t shirt or to hold up, you know, a, an energy drink. There's other ways to go out there and, and take care of it. Yeah. It's, it's tricky for fighters to find that and sort of explore that while they're also trying to improve their skillset and improve their conditioning and also to have the energy to do it. Now people are fucking exhausted after they're done training. You know, at the end of the day they're just like, oh Christ. It's hard to think of. I mean, I don't know, Fuck Rhonda does it, but that chick never runs out of energy. I mean she's just a dynamo. Yeah. And that's also one of the reasons why she's so damn successful, not just outside of the EOC but as a fighter, you know, cause cause she has that fucking law, whatever it is. And I don't know why I did that. Wow.

Speaker 2:          02:31:20       Did she's gotten that wrong. 40 smart. It's like whatever it is, it's a monster. It's a monster inside of her that comes out. Like, legitimately, she just happens to be hot, you know? But it's all those other things that make her who she is, you know? And it's hard for people to find that. She also has that sort of personality that that polemic, you know, sort of like she's, she's a controversial figure. Absolutely. She's, you know, naturally, you know, she's naturally a fuck you bitch. Like that's her. Like all that shit you do with Misha Tate on the show and people like she's fucking crazy. Yeah. Yeah. I guess what, everyone's great. It's crazy. They're all crazy. That's when Jon Jones and Cormier, when they had their, uh, their mix hot and they didn't know it and they record that. He's like, Hey, pussy pussies still there.

Speaker 2:          02:32:05       Like that's the, that's you, you guess what? That's what you get. That's the kind of, you want to, you want a guy who's a fucking destroy, like John Jones, you're going to get that guy. That's what you get. That's, those are the type of guys that win world titles. Those are the type of guys they'd become the youngest ever UFC champion. There you go. Those Jon Jones type characters. I mean, they're not there. They're naturally controversial. Absolutely. They're not like the rest of us, fortunately or not. And that's what makes him special. I agree. But I don't know what John is not more more um, loved or popular then than he is. I don't understand it because in my opinion, I will never miss a fucking John John's paper view. And I would think that anybody who, like I've heard people say, oh, he's cocky. Oh he's this.

Speaker 2:          02:32:50       And I wonder what the fuck is going on with that. And I'm, and I'm going to throw this out there. I'm just going to say it. I wonder how much of it is racism allow. I really do. I did. Damn. Oh, did you know why? Because I think they look at him as this cocky black guy and I think a lot of people have an issue with that. And I think that if he was a white guy and he was doing the same thing, I'll like Chael Sonnen. I think you'd be way more popular. Chain was never the, the successful athlete did. John is, but I think that Chad was way more successful as a promoter than John Is. And John has not been nearly as cocky or outwardly a braggadocious as chail was. But somehow or another, when chail did it, first of all, channels, very entertaining, very articulate, best shit talker bar. None in my opinion, combat sports has ever seen. Absolutely. I said, I've said he's better than Muhammad Ali and people were like, you're crazy. I'm like, I'm not crazy. I'm telling you the truth. I think he is a better shit talker. Me As a fighter. No, no, not the best fighter, but as a shit talker, I think he's one of the most articulate, funniest shit talkers ever. Yeah. I mean, I really do believe that

Speaker 3:          02:34:00       you think people Chell resonated with the public because we all knew or felt in the back of our mind that he wasn't truly serious maybe, and we were appreciating his art, his skill of doing it where with John, we think, yeah, maybe he's serious about this, isn't it? Maybe. And I'm a of John like you, I'd love to watch that kid fight guy fight, you know? Yeah, he's a super and I think he, he goes through a couple more wins and beat some tough guys. If he beats core me a, he will become the Ali of our sport. He has that type of young, brash, outspoken outlook. And I want to see the next chapter two there, the second act of John Jones and then the third act. I'm really excited as just a fan of the sport to follow his career, follow his arc and you know, um, friends, you know, with core may of course also. So I'm not going to pick a horse in that one, but it'd be really interesting to see how John Goes.

Speaker 2:          02:34:50       It is without a doubt. I just find it, I always found it odd when everybody would get upset at him and say that they didn't like that he's cocky or that he says like he's 25 and he's the UFC light heavyweight champion. He's the youngest ever UFC champion. He destroyed show gun to win the title and I mean destroyed. He threw a flying knee and hit shogun and the Chin five seconds into their fight. I mean, Jon Jones is a mother Fucker, period. He's a motherfucker. But for whatever reason people have had an issue with that. And I know I'm going to get a bunch of hate tweets. Woke you in your fucking bullshit. Fucking we got white guilt racism. That's okay. I'm still reeling from the fucking pro wrestling fans mad at me for the last episode. I'm not really folks. It doesn't bother me.

Speaker 2:          02:35:42       Uh, pro wrestling fans were really mad at me cause I was my friend Tony Hinchcliffe was on, I was mocking him and joking around about pro wrestling. I really don't, uh, just for the record, I don't hate pro wrestling at all. And I loved it when I was in high school. When I was in high school, I was a fucking huge pro wrestling fan. Me and my friend Steven Arduino, we would get together and fucking, he, we were on the wrestling team together. We'd always joke around about being super fly off the ropes. You know, I was a huge wrestling fan, but I was 14, you know, do I watch it today? No, but I understand. Appreciate it. I was busting my friend Tony's balls cause it made for a fun podcast, but it fell fucking wave of misspelled. Hate towards that have come my way. Holy Shit folks relax.

Speaker 2:          02:36:24       There's other things to be upset about. Okay. I don't, I'm not really up. I'm not really mad at yeah. Settled down. But um, I'm probably going to get an equal amount from the area and race then there you go. Mad At me for defending Jon Jones, the Cookie Negro. You know, look, I think that, I really think there's something to that. I think people want a guy who was so physically gifted and young and brash and black and rich. They want him to have more humility or fake humility as it were. And I think John's trying that a little bit. That's one of the reasons why core me. I was like, you are so fake. Like you're so fake. The core. Mia was saying that to him because he's, I think he's trying to counteract how people feel about him.

Speaker 3:          02:37:07       It's gotta be hard to be that young and successful and still emotionally developing. I don't want to say mature, but he's still learning to be a man right. In his own skin and to have that type of success. So he does. He deserves to be fucking cocky for what? He's a cop.

Speaker 2:          02:37:22       No doubt what's going. It's, it's inevitable that he's cocky. If it's, it's almost impossible not to be at that age and at that level of accomplishment. I think everyone is evolving. Yeah. I mean, you evolve till you die. You change and grow and learn. If you're not, you're, you're, you know, you're stagnant and you're rotting away because I think I'm a better, whatever I'm better at now, I'm better than I was a year ago. And if I wasn't, I'd be disappointed. And I'm 47 I mean, when I'm 48 I guarantee you I'll be looking back saying whatever I do, whether it's podcasting or comedy, I'll be better at 48 that I am at 47 and when I'm not that, it means I'm fucking dying. It means the gear stop turning, the nootropic stop working, the testosterone replacement. Failing fucking, there's gonna come a wall. You're going to hit that wall. I haven't hit it yet. When I hit it, I, I'll know I hit it. But I think that when a guy like Jon Jones is 30 and looks back at who he was and he was 25 yeah, he'll have said some things that he didn't think he should have said. But the, the trials and tribulations of being that guy are almost unimaginable to just distress. And this, the, the, the pressures and all that jazz, absolutely no shit

Speaker 3:          02:38:34       with now the scrutiny that's on a guy like that, with all the social media available, all the, you know, cameras in his face. Just the attention at it as 25 year old, all of us, everybody listening at 25 we're all fucking idiots. And if you're 25 right now, you're gonna look back 10 years and be like, Jesus, I was an idiot. You know? So it's fun to watch. You know what John's going through and I would love to see him just go straight. He'll fuck you all, you know, double fingers up in the air. I'm the best in the fucking world. Fuck you. And not try and play. Not pandered to the comments anymore and not try and be the Christian dude, not trying, you know, make people happy.

Speaker 2:          02:39:09       I think that's real though, I think is a part of him. Look, he has the fucking biblical tattoo on his chest. I don't think he put that there for a show. Yeah. I think there's part of him that really feels like that, but there's also the part of them that's this, this remorseless warrior. Sure. You know, there's both, there's both of those things. It's a, it's a constant conflict going on. I mean, I think he definitely tries to be a good person. I think he definitely tries to be a good father. I think there's definitely, sure. But he also is the guy who choked the older machines to sleep. You know, he's, he's also the guy that, that submitted. Vitor Belfort. He, he's also, he's, he's just a real destroyed.

Speaker 3:          02:39:43       He, uh, he, so when channel was fighting him, I was, I was helping child for that one. And John like wouldn't look at shale and like there's a photo and I made a comment on the phone, like, you know, Dolan's must be scared. He's not even looking at jail is just, you know, some, you know, hype in the fight. And John saw me backstage and he's like, man, he's like, what the fuck? He's like, why are you saying I'm not scared of him? Like it was, you know, in my face a little bit on that goddamn champ, like the fibro. Right. And then, you know, I see him like, you know, a week or two later and he was just such a sweet guy and he's like, man, I'm sorry about that. He was like, oh, I hyped up at the fight. I know you're just kidding. And he's like, I

Speaker 4:          02:40:14       was just in that zone. So the dichotomy of character, you know, in my face, like, Yo, fuck you. And then remorseful afterwards, not for African man. If you were really bad about that, dolce you're a good dude. Like Blah Blah, blah, blah. So yeah, and I think that's real. I don't think he was just doing like some sort of PR. No, it was, we were alone. There was nobody around. Nobody watching both times. Yeah. And it's not, I don't think it's damage control. I think, you know, it's a fuck the unimaginable pressure of being that guy. Yeah. You know, and no one is rumbled Johnson's out there that are rising up, putting people to sleep, you know, rumble Johnson with man. Whew. He's the scariest in my opinion. He can do things to you that other guys can't do. Absolutely. That fucking fight with him. And Phil Davis opened a lot of people's eyes.

Speaker 4:          02:41:00       That was terrifying to watch Phil Davis just in this full defensive mode that we've never seen him in before. Fill it and get him down one city. No, no. He didn't even come close. That's a scary man right there. Yeah. And Rumble connects on anybody. It's 99 yeah. What he did to fucking little nog man. Whew. I mean people beating Little Nog, but they haven't beaten the fuck out of him like that. No. He beat the fuck out a little nog and put them to sleep. Yeah, I mean, that was terrifying. Yeah. He's a terrifying guy. Absolutely. It'd be fun to see. He started out, he is a perfect weight cutting example. He started out fighting as a fucking welter weight, weighing 230 pounds, dropping down to one 70 insanity. And we spoke multiple times about the possibility of working, and I told them, no, I don't think it's good and I think you should move up.

Speaker 4:          02:41:51       And I, oh, he's a good guy. For anybody that doesn't know that, he just know that persona of Anthony Johnson. He's a really a good smart guy. And he felt committed to one 70 for whatever reason at that time. But you know, going to one 85 two oh five and he's had success in heavyweight also, right? Yeah. Yeah. Success to have you at two oh five I think that's where he's, he's just a killer. I obviously couldn't make 85 against bell fort back in the day to a five it's just a nasty weight class for that dude. And he's not a young, he's not an old guy either 30 yeah, he's 30 and he's also emotionally very mature now. He's a different guy and he's not, you know, he would get overwhelmed and fights like the cost check fight or some of the high pressure fights that he had before.

Speaker 4:          02:42:29       Sure. But I think also having the failure, the losing his position in the UFC, leaving going somewhere else and then deciding to fight all the way up at heavyweight. Yeah. Andrea Alaskan fucked him up as a heavyweight. He's a monster man. Yeah. He's a fucking monster rumble Johnson. And it's, again, he's gone through the journey and he's become a better man because of that journey and talks openly about it. I mean, after he fought little Nog and I interviewed him and he thanked the UFC for cutting him. It's awesome. It's like just one of the best things that ever happened to him that made him wake up and realize what he was doing wrong. And he was saying, yeah, and, and I said about the weight cutting things like, yeah, don't cut so much weight. Feel good about it. He's a fucking big guy, man. Fucking big dude.

Speaker 4:          02:43:11       He's a big guy too. I would see him in between fights. It was unimaginable that I can make one seven. He said he would go in the sauna for an hour just to lose a pound like back when he was making 70. Oh my God. Just killing, killing, killing his body to get it done. His body failed. Um, one of the fights [inaudible] or one of the fights where you didn't make weight. Body failed. Like his legs stop working. Yeah. Like he couldn't walk, you know? I mean, he was on death's door. Literally. Yeah. Literally fucking how about Barao look, we, when we were almost out of time here, but that's a perfect example of a guy was fucking up cutting weight the day of the weigh ins. They change opponents. He gets pulled out of a fucking title fight because he can't make weight and he falls asleep.

Speaker 4:          02:43:56       He blacks out getting out of the tub and bumped his head. It's a comedy of errors right there. Not to point fingers. I think the whole team has to accept responsibility for that. Taking the fight way too soon, pushing for the fight, taking the fight. The kid had, you know, was concussed in the fight against the first fight against Dillashaw and he's fighting three months later. They should have been out for six months before they even scheduled. Even thought about scheduling a flight. We all know that. I agree 100% and then to have to cut all the way back down again. There's no way we can expect it as body respond. I'm not sure how they cut weight, but I know those guys, they don't cut weight in the healthiest manner. They really struggle and sacrifice to get down. We see them all the time, so they just tortured this poor fucking kid and then you don't let an athlete just from experience.

Speaker 4:          02:44:37       You don't let an athlete stand up. Athletes, if you're in the bathtub, you roll out of the bath tub onto the floor and you slowly stand up. You use hand grips. You have two people in there to help you stand. Never should a coach's hand be off you and whatever cream allegedly they put on them. That stuff. Abilene and stuff doesn't work. I have the analytics to show it. I'm not bashing any companies, but Abilene is not designed for weight cutting. No, it's not. It's a moisturizer. Moisturizer and it's a lot of these old wives tales. That's the Epson salt and alcohol rubbing alcohol like I was talking to story before about all I'll, so you put alcohol in the Tub and what that does, those fumes, they create respiratory distress. They tons of headaches. Chris Kamozi was kid. He's like, what the fuck man? They came in, they put alcohol and the Tub. It's like now I've got, now I've got a headache because of what all there is team did downstairs in the spot at the fucking hotel. It was, they poured it into the spa at the hotel where everybody else got in there. Yeah.

Speaker 4:          02:45:31       W world is is come on your boat. EPSOM salts is good for you. It's a natural source of magnesium. It's good to take Epsom salt baths. One of the best ways for your body to absorb magnesium. It's one of the added benefits of sensory deprivation tanks because the, this, the sale he needed water is absent salts. You actually, your body actually absorbs magnesium. It's a great way to get it excellent skin. It's not going to make you lose additional weight and that's something that we can argue back and forth and people listening or I do that all the time, try to do the same tub with the same temperature in the same physical state with and without the Epson Salts and watch what you lose. It's going to be almost identical. And you have all this document. I do, I do. Well that's a difference as you, a lot of these that are, you know,

Speaker 3:          02:46:10       these weight cutting guys and these people that people get brought in is the amount of documentation that you have and the amount of just raw data just from dealing with various athletes. It's all, everything we do with database, it's database experience. Days it based, it's research based. I mean it's, it's proven and then it's this never perfected but it's always evolving. What worked last time against, you know, with everybody. Well, that's what we're sticking with and if something was an anomaly, what we consider it and we look at t look into what we research it, but we don't add it to new protocol. Is there any failure that you've had? Like is there any one fighter that you worked with you like man, I wish I could go do that one again. Um, now I've never had an athlete Miss Weight other than myself. Freshman Year of high school and the state wrestling too.

Speaker 3:          02:46:54       I don't think that counts. I'm not going to just say it to freshman year. No athlete under my watch has ever missed weight. But the one I would like to Redo, I mean the Hendricks one in Dallas, I would have loved to have make weight on the first time with that one. But there was a whole comedy of errors and Phil also, you've got to stop to think about the fact that he's pretty seriously injured yet torn Bicep, cracked Shin, pretty fucking crazy in the first place. Absolutely medical checks in the middle of the day. We had to stop cutting and then start cutting again. We left the scale. This is our fault for leaving the scale and a closed and open the closed or open gym, sorry with a bunch of knuckleheads jumping on his scale. So there was quite a few things and looking back that we could have done better.

Speaker 3:          02:47:30       I would have loved to have rewound that one. Um, you know, I should have got in, had another commissioner come over and check the scale again when the first commissioner called them at one 71 and a hair one 71 and a half, which he wasn't sending one and a half. He was 70 and a half and he had his underwear on. There was quite a few guys who had issues with that scale. In all fairness, there was a backstage scale that weighed very different than the onstage scale, which can happen occasionally and it's a real issue. Like people were calling for calibration for recalibration and they're like, we can't recalibrate. That does happen. Certain commissions and time to time. It's really, it's tricky. It's tricky. So it's all, it varies with commission. A lot of folks don't realize that like when you see it, like a few fighters miss weight oftentimes because the backstage scale is different.

Speaker 3:          02:48:14       Like they thought they were wrong, they were fine, and they get on the onstage scale and it's a different weight. Absolutely. We've seen, I've been at events and I won't say the promotion where the scale got dropped and then you step all, you get on the scale at the early day, pre ends, a scale got dropped somehow, you know, between the venue and the, you know, the hotel and now all of a sudden it's got a crazy reading. Like you're saying right now. Um, they're last minute. The scale gets switched because it gets, you know, it goes to the wrong place or it doesn't get through. So I've seen almost every Addis you I've been at, you know, I don't even know how many Wayne's now and it's not as easy to weigh in properly when you're trying to keep the athlete as healthy as possible. You're not just trying to get the athlete to 170 pounds and just leave him there for four hours.

Speaker 3:          02:48:55       You're trying to minimize that period as much as possible and really just skim the top of the wait and let them bounce right back up. Cause we're trying to preserve their health, which is going to increase their ability to perform to the best of their ability. So you know like with Hendrix and the weight, it was a matter of getting them out of here, get them calm again because he's freezing cold. It was so cold in that place. It's freezing cold, shaken. I'm on the scale. The chaos begins title fight on the line. Let's get 'em out of here. Let's calm them down and then let's get the weight off of him. Let's keep him healthy. Let's keep them confidence, keep them happy and get them back on. So that's what I would like to Redo. And when you kind of guy like Hendrickson has a torn bicep and a correction, how close were they to not taking that fight?

Speaker 3:          02:49:35       There was, it wasn't even a consideration. What was it going to? Even if the arm was completely useless, there's going to just fight with his left. He was going to go and fight with one hand. Yeah. Fuck, that's fucking Johnny Hendricks says, well I love the kid. There's no quit in him no matter what. There's just no quick, no. Seems like ridiculous. Like if you have a torn ACL and you can't move, I find anyway, if I was, if it were up to me, I wouldn't let my athlete fight in that one and that's either good or bad. We can debate that. Also, I'm not going to put an injured athlete out there to get his bicep torn off and possibly ruin or possibly lose his only opportunity to fight for a world title. Let's say Robbie went up there, one that last round or Johnny had the default because he tore the bicep and couldn't lift his arm. Ref saw that judge saw that medical, you know, doctor saw that called the fight on this, on the stool. Crazy things happen and then he loses his bit and now it goes to the back of the line. He's got to fight three, four fights against it. Stack division. Maybe he never gets there again. So that would be one consideration. But a guy like Johnny man two time, Ncaa Division One national champion, he goes out there and he knows how to get it, get it done, and that's ultimately he's the boss.

Speaker 2:          02:50:36       The mental toughness that comes with that amateur wrestling background that we were talking about. It's really a, it's a real thing. It's real. They are all of them. All the Ma, all, all amateur wrestling champions are fucking mentally strong and special. Special breed of human. Absolutely. And it's crazy. It's like there's, you know, we're talking about how you should rest and you should train smart and you shouldn't overtrain but it's like the overtraining is what made them so mentally strong and that becomes one of their biggest weapons. Yeah. So it's such a catch 22

Speaker 3:          02:51:07       yeah. I think that the genetic superiors rise in that area. I think a lot of, I mean, not many guys actually make it to that, the top of that podium and the genetic superiors make it to the top where they're able to be the anomaly, the outlier, where the rest of us, we're just not able to, we break somewhere along the way due to whatever reason. Um, but it's not in their best. I don't think it's, it's part of the proper longevity protocol. You know, you see a lot of wrestlers in their fifties and sixties and they're kind of fucked up. Fucked up. Dan Gables fucked up, but they got Olympic gold metals and they have some things at, some of us will never have. So it's the risk reward. Well, Mark Coleman was like, what, 48 49 he has a hip replacement already. Yeah. Crazy. Yeah, it's crazy. It's still wrestling with this. He's, he's a crazy, crazy bitch. Right? He's an animal. Same

Speaker 2:          02:51:55       thing we were talking about that just a tough mother fuckers. Um, this, I dunno if this is real or not, um, is, or I have a question. Is there, the is like a piece of protein. I'm like say like a 10 ounces of fish versus 10 ounces of lamb or some or elk or game meat. Is there a higher quality protein and some protein more effective to some animals? Do they have more energy? I mean is there more energy in a grass fed piece of beef versus a a corn fed piece of beef?

