Speaker 1:          00:00:04       That's fresh.

Speaker 3:          02:11:43       When you fought Weidman Gregor Aldo, that was the best performance of his career. Beat the shit she hopes for that. Two more that I thought. I thought he looked at his best. He also fuck the big thing up here. I choked him out with one arm. Yeah. Had kicked him to choke down a low. Cut Him with that question mark. Yeah. Applying and then Tim Boetsch, you fucked him up with Tim. Tim Bullshit fucked him up with an inverted triangle. Kimora that cut. That has the Philip who fight the body. They have to talk Costa into walking out to take that fight. Fight. Yeah. Why not? He just didn't, he was over it. He didn't want to fight anymore and my manager was like, dude, if you don't walk out there, this will take a career for the rest of your life. Wow. And he was literally not going to fight.

Speaker 3:          02:12:26       He was like, I'm not going to call his name. He's like, I'm like going. Wow. Aleks Mcmahon was like, you better get your ass out there. I'm telling you, you, you're going to regret this for the rest of your life if you don't grab the why did he not want to go out there? I think he's just over it. The nerves, everything. He was like, I don't wanna do this anymore. Then Luke Rockhold was like, here, let me help you at Gish liver kick get out of here. Yeah. That's the business we're in. Oh Shit. And he didn't want to go. There's a decision that people make when they've taken too much punishment and then they just can't get excited about performing anymore. And it can't get up excited about competing anymore. There's a decision that people make where once they make that decision, you got to just get out because you will never be the guy that you were when you didn't give a fuck and you were hungry and young and you're gonna run into that guy, you're gonna run into that guy, that guy that was you. You're going to run into him. He's there. Yeah.

Speaker 3:          02:13:15       He couldn't even tell what cost to Philip who looked normal and that fight looks like he's trying to win. Think like once you get in there, it's kind of fight or flight, you know? Yeah. I mean it goes back to his instinct. Oh boy. Luke Rockhold is a very good left kick to the body. His Great, Oh, who was illegal? It's legal kick to the body when you're on the grounds leading up, man, that kind kinda hit his head, but yeah. Did it. Yeah. Go back to your phrase. Dot. Okay.

Speaker 5:          02:13:35       The very end of it.

Speaker 3:          02:13:37       Powerful Vimeo. Not that it mattered. How's that? How's this legally online? Oh, how dare you. Yeah, you're right. Right behind the shoulder blade. That's legal. Yeah. It's kind of weird that you could do that. You're not, can you stomp to body when he goes down? Not really. Right? No. You can ask kick though, Lupe. Oh, that's right. You can, can you like push stomp kicks such bullshit in it. Can you like, if you can't go down stomp, but can you stomp forward? You can do it on your feet because it's kind of like a front kid. It's weird. It's kind of dumb. Right? That's weird. Anyways, I think I liked it with brands where I think Luke, Merck, so interesting. But again, Luke's not a huge paper view. Frolic for the UFC and champion out. You're like, yeah, Luke has every reason he should be. I don't get it. But with John being out, just go, go through the champs. They got mighty mouse ain't happening. No time. No time. They're banking them. No Time's coming up. So I had two fights. Louie that for right in the UFC. Yeah. Is it for, I think he's had he fought Meesha? No Sir. Tim. He stopped. Um,

Speaker 3:          02:14:45       yeah. How many fights did you have in the UFC? It's not pulling up. It doesn't say, Oh yeah, just go to his Wikipedia. I guess. I feel like he's had two fights in the UFC. Maybe said three. Three of might have had three. Three. You might be right. It's not a lot though. I agree. It's not a lot.

Speaker 3:          02:15:06       There was this lady there. Okay. Oh, as him split decisions. Rose p. That's right. That's right. That was a fight he took on short notice. You Fun belts. I remember that. That was in Houston. That's right. But that's just been Merkin death. God, he's just, but you look at the division, there's just nothing for him. So he has to fight desperate or DC. Well, Merkin Misha is not as impressive. All the Mishi has a very good striker and a very good submission artist. He's really good submissions. But that was like, okay. He caught that dude coming in, clipped him with one punch, knocked him out. That's oppressive. But doing it the Jimmy man and why you got to go, oh, okay, this guy's fucking for real. Like if he could do that to Manoa, he could do that to a lot of people think. Yeah, I want to see him do it to someone else too.

Speaker 3:          02:15:47       Obviously you want to see him fight next level stuff. You know what I think's going to happen and I do like him. I chill. I hope he comes champ. Be hilarious for many of reasons, but I think you know his technique of Russia and like that you get to a certain level where it has like DC and Gusto and go, you want me to do what I think get fucked up. Well that's, we can see that led to it. But here's the thing about that level. There's levels to this game and light heavyweight goes DC, John Jones, Gus van DC and then and the second level and then after that I can free for all. Yeah, like what does DC do now? Like if they give him back this high low again, it's tea, but this is the thing in the public's eyes, it's such a tough sell. Like here's the best light everywhere. World new ones like, nope.

Speaker 2:          02:16:30       We've seen him lose twice. Now we see him get put to sleep by John. The second fight you want worst case scenario for you. And I think DC's the late every, all the time we take out. John, do you want, you want to tell you what we're skipping now they go tainted, Supplement Dick pills again, six months, a set suspension. We're going to strip the belt from ya DC. Here's about you gotta fight John Again. Six months. Go get you something here. Just give me that Goddamn belt back. Give me my fucking dealt that like that's okay. But here's the thing. We don't know what was really going on now, right? We don't know with John. Yeah. Now I think we are allowed to have complete open speculation with zero concern for being respectful. Yes. I think after the Dick pulled thing, I go, look man, they do was party and he was taking some Dick Pills.

Speaker 2:          02:17:20       It's like, oh, coke, I don't give a fuck about coke. That's not helping you. Then you hear about this and you go, wait a minute, something's going on. What is this? Yeah. I want to know what this kid's like. JDS got flagged right and they pulled them off France, you know, I only get jds go, come on. All right. That's steroids for sure. Because he's at a clean history with John. It's one thing after another. Well, jds also got flagged for a diuretic. Yeah. I'm just saying, let's say they didn't say anyone's was trace amounts, trace amounts, but with jds, again, benefit of the doubt. All right. It happened once, whatever, but John, it's like come on Bro. And then and then with the Dick Pills, a lot of people are like, ah, that's kind of covering up the third row, you know, recovery therapy for when your on intestines, testosterone and stuff like that.

Speaker 2:          02:18:01       Like that's a little shady, whatever. Put that to the side. Now it's like, come on man. Well this is a weird one because this one is, if he was taking what you describe as some short acting quick leaving your system, steroid, some drug that makes you aggressive, you've got to go. Okay. How long was he doing as far I did. Was He doing this during training? This amp him up, this help his work rate. Did this make you more aggressive and more confident in training? Did it add to his confidence when he was fighting? Like what is this? We don't know. We were, we know that story that shale son told, you know that story of the Chelsea and told them my podcast about John being under the entire, like under the octagon when the, when the Sata kicked him out of luck and pissed under that gun right there.

Speaker 2:          02:18:44       This is what they wanted to do. They, they knew that he, this was before you had to expose your whereabouts. He didn't have to disclose your whereabouts back then. So when they showed up at the gym, John Apparently saw them pull up and went underneath the octagon. He thought they would leave. They didn't leave. They stayed the entire time and they waited for the gym to close the gym clothes to shut the lights out. And then John came out of the office. He's crust chill and says chills is really not a liar either. Besides, if he's telling me he's not taking steroids when he's fighting. Yeah. I don't know if he got it from, I dunno. What source channels using, he's pretty reliable, right? He's definitely in the know, right? I agree. I don't know. I don't know if it's true or not, but it makes

Speaker 4:          02:19:28       you think like, okay, well what is that for? Is that for pot? You know, Marty was, he wears a coat, cope with their smoke. There's this much smoke. I'm going to go, what's going on here? Right. What is going on? Yeah. How about jail sown and he, when we had the press conference, he, this is four days before the fight. We're both work. He's working for, I think ESPN for the Mayweather stuff. I'm work for. Showtime comes by, he goes, Yo, Max Kellerman they didn't take you on $100,000 bet. He'll win more than went around a more, right. I went, no. He goes, I'll take it. I went, jail. You take this bed, you're going to fucking pay me. He goes, I swear to God I will pay shakes my hand. He goes, if Mcgregor Mcgregor wins one round or more, you give me $100,000 he goes, yeah, he's not going to touch them.

Speaker 4:          02:20:08       He's not gonna win around. Cool man. Shake his hand. And after the fight, he was literally like, you just text me yesterday morning because, hey bro, I'll be in la. I dropped the cash off. I'm like, you don't have to pay me, man. It's not that sense. He was dead serious. He, I'll drop the cash off. You said no to a hundred thousand dollars yeah. He think he would have said no to you. I do. He would have made you pay. I do this type of fucking, nope. I'm telling you this. This type of dude chill is, remember when Shaylin Nate [inaudible]. Nate fell on hard times. Chail set without Nate Marquardt pipe markup. Yeah. Yeah. Sending him a check in the mail. It was, I can and go through hard times. Here's some money. So when he helped my friend, like he's always had a free pass with me. Oh, that's really nice of you.

Speaker 4:          02:20:51       Very nice of you. It muscle rich. Whoa, just kidding. Not Rowing in. That's crew g one screw g here, but now lots of Conor McGregor rich. Who is these days? Whoa. Connor one fight. Richard a new son. How about Floyd? Alan? He's a billionaire, but yeah, Floyd is probably worth like $500 million now or something. But they said that he owed money to the IRS. I talked to him about that. He goes, he was literally like, dude, my taxes, it's, you know, it's the same equivalent. If they flagged us. He's like, you pay like whatever, 5,000 just, I make so much money. I owe 5 million. I can pay it whenever. It just got blown up in the news. He's like, no one's broke here for God's sakes. It's like a legit point, sir. Good point. Go ahead. Someone was watching. He can keep up that lifestyle though. Would that kind of spending spending's insane. It's not Johnny Depp Insane. Like there's Johnny Depp. Remember we've been over that. That's some shit ball like 14 houses. There's Johnny Depp and say, and then there's Floyd. Johnny. How about two about two houses. Floyd Mayweather become boxing's first billion dollar fighter. Can you name the other billion athletes? Uh, tiger woods. Michael Jordan, tiger woods, which was surprising me. She got 500 million. Come on. At least that'd be a savage. Nah, she savage. But taxes. If you don't really have a billion when you have a true, you have a shitload of money.

Speaker 4:          02:22:13       She got a hundred [inaudible]. She had two Hundo.

Speaker 6:          02:22:15       Ooh,

Speaker 4:          02:22:17       that bitch crazy too. In this car with clubs and shit. Wow. Well, he kind of deserved it. Made me, she gets a little upset. So you got Arnold Palmer, Jack Nukes and tiger. Michael Jordan

Speaker 3:          02:22:27       made a billion knocking out a little ball off that dirt off that delicious drink. Oh, that's right. No, no, I'm just kidding. Tiger Woods estimated at 100 million chunk chunk. It's a lot. It's a lot of cash. Baby baby sat. That's a lot of cash. Bay Bay, Bay Bay set. Did you see that video and tiger got arrested for drunk driving. You know, it's hilarious. He's just fucked up on pill he was on. Did you see, I think they found six things in a system. Why did he drive on pain pills? Because tiger woods who told them tiger woods but doesn't he know like, Bro, you just got back surgery and you're taking like heavy duty opiates or whatever the fuck they're given that he's taken. What was he taking? He was taking a barge or ship a fulls eyes or show fuck dude. Time Shave your head. Take it from another bald guy.

Speaker 3:          02:23:18       Let it go. It's like that song from the movie frozen. Let it go. Let it go. Can you just got to ditch that shit? Yeah. I mean he's not good looking guy anyway. He terrible bro. He would worry about that nonsense you got going on there. Just go ahead and wear glasses. If I was to Cochise too, man, like you have $1 billion bro. He gets 100 million but clear glasses that Connor was wearing. Some of those like Dave Chappelle's went some that I definitely want to get there. It was like a brown for frame and they weren't so dark where their sunglasses, they were like tinted were look cool. You get those. If you have a cock guy, know what the move is. He goes with like yellow aviators, hunter s Thompson style, and just starts dressing like Johnny Depp and just starts flaunting the fact that he's a freak.

Speaker 3:          02:24:07       I agree that your freak flag fly fricking freak go. So he's tied to the system and all that. And of course more all that's true. Nike's still fucks with the money. A lot of people do. No really good companies even after this. Yeah. Do you remember how big, do you remember how Big Tiger Woods was gone? Thai? Yeah. Again, made golf like cool. Yeah. That's the guy I saw my house out in that bitch. Oh my God. He had Vikatin. Yeah, and dilaudid. Jesus Christ. He was taking some shit. They gave people that were dying of like bullet wounds in the old west days. Miladin and Xanax. Christ. You know what? Hey Man. Andy say a sleep, drugs. Xanax. Xanax is not asleep truck. So it's a relaxer, right? Like anything. Anti Insomnia, drug ambien. Why did they say sleep drugs? Zanuck no sleep track is ambien. You dummies. You Xanax is an antianxiety. Either way. It's proof. He likes to party. Yeah, man, that's a lot of shit. Go back to that place, but he doesn't really play golf anymore yet. He does, but he's not doing good. He was found unconscious in his Mercedes Benz, which was parked awkwardly on the side of the road and had damage to the driver's side. What are you doing? He hit a bunch of shit. Did you hear how he fucked up his back and knee? Have you heard this story?

Speaker 2:          02:25:24       No. He was upset because his father was the military. He's obsessed with military. He actually trained with Navy seals, like put on the full thing. Went through this navy seal train, like obviously not real shit but doing all the marches and shit and fuck this stuff up. That's how I fucked himself up. No, it's one of the ways he fucked his knee and backup was like intense, like navy seal training, like shooting with them and stuff. That's so stupid. The secret history of Tiger Woods, is that what it's in there? Fire article. The death of his father set are a battle raging inside of the world's greatest golfer. How he wage that war through an obsession with the navy seals. It's tell the tale of how tiger lost his wet. I haven't read this either. Wow. Yeah, man. There's a thing. I agree that you have to have mental toughness to work out hard and to get through brutal workouts.

Speaker 2:          02:26:15       You have to, you have to, don't gotta go navy seal on a bitch though. That's what I'm saying. I'm saying you got to build your body up to that and you are a different person. You're a fucking professional athlete. You're not a warrior. Going over to cs to take bullets, fight for your life and kill bad guys. What you're doing is a very specialized thing that it's worth a fucking billion dollars. And you're also hitting that little tiny ball on this calm, quite golf course. I don't need you to be in the waves trying to learn how not to drown and fight sharks. It's like taking a dude who bought a brand new Ferrari and taking them on one of those crazy dirt courses that they have those a off road Porsche's drive on. You know those, uh, you've seen those things. Those guys are like, they have one guy next to him.

Speaker 2:          02:26:54       I never, I need to ask someone what the fuck they're doing. I just have like Chris Harris on. I'll ask him. There was another guy with a notepad. He'll rally cars the map and he's going to clicks left turned right. He's as navigator. Yeah, exactly. He knows the whole course like dead on. Who's reading it off a book? Yeah. Or just use mapquest says those guys are maniacs. Pull up some video of a rally drivers or get rid of the fucking dead weight, telling you the directions. Use mapquest with the boys. You can't, but they could step up their APP. Gaming. Do something. You have to have. That guy needs a job. He's job studies. The Colin's taking care of the guy with the fucking notepad, but, and he knows like how long it takes for you to get there too. Because if you're driving it, you're fastest.

Speaker 2:          02:27:38       Even if you're off our five or six seconds, you're in. The neighborhood knows what's up. Those guys are wild, man. Those cars are so it's like such a different style of driving because the dirt makes the, the tires break loose like constantly. Have you ever considered going that the Porsche track here? We can take all the cards though. Let's do it. I know. Don't they have a new one near the lax? They have a new one not far from here, but the guy was telling me that like great restaurants. He's like just book. It will take care of the car. They take care of the Thai. No notes go cars flat out scrooge. Mcduck sample edibles. Give that gt three Rs while it's fried. Some go need some copilots. Let me do my thing. I come on. Don't go full circle all season on us.

Speaker 7:          02:28:23       Yeah, we can. This guy 61 now. Holy Shit. They must be fast friends. Jesus dust flying. They're best friends. You'd have to be best friends. Hey Bro. Wow. This is nuts man. See that red light?

Speaker 3:          02:28:46       Yeah. That is a, a sequential manual. It's a manual, but you, you just push up to go up and down to go down. You don't have to find out here. Good speed, right. The quickness. Yeah. Yeah. You don't have to find

Speaker 7:          02:29:01       the perfect year, you know,

Speaker 3:          02:29:03       give, you're using that h pattern. You're going up and then you go on down and you go up to the right. Yeah. So it's down three down, two up one. You know, the, the, the way you're doing it is, it's very different. Although my new Porsche Pete Pdk will shit on this. Yeah. Yeah. It'll shit on it. But this is probably more fun for this not sitting in traffic on that road. I assume that dead he traffic. Yeah. I go down the canyon. I just opened that bitch. I have take some risks too. Yeah. But it's not as fun as driving a manual to me. If I, if it was like the one, if I was driving in traffic all the time, I would, there's not a chance in the world. I would want a manual. You don't drive your gt three and the four oh five sometimes not five in the afternoon. Sure. I do. Really? Yeah. Even like, Yup. Oh Wow. Yeah. Well you just like, sometimes it's like driving that thing. I just want to drive me to like sometimes I'll take the long way home or at night I'll just jump on the Pacific coast highway 2018 BMW m five pack 600 horsepower and m x drive all wheel drive system. Woo 60 and 3.2 whoa. That's a big car to pay for the extra day. That doesn't top out at like 140 it'll it tops out at one 11 unless you pay for the package.

Speaker 3:          02:30:20       BMW needs step their game up though. I feel like they're losing the battle with everyone else right now. Well they say Sadie's is just [inaudible]. It's definitely ahead of them. You know what BMW has coming out though? An eight series. The eight series a sedan. Divina back. Do you remember you she removed the eight 50 yeah, the front end. They were all, she wants to have one of those. Katie who's got a them to the comic store back in those days are a nightmare now. But yeah, look at this new one though. Oh Shit. Go full screen sun. Look at this. What? You're only seeing the front of it. Wait till they go on the side. Look what this thing looks like. It's wicked bad. Damn. That's like an I eight but not the electric version. No, no, no. It doesn't look that space. Shippy no, no, no.

Speaker 3:          02:31:01       You know what it's like, it's like the BMW or the Mercedes s class coupe. Yeah, those are, that's what it's like and it's this, the big body. Um, uh, I'm assuming a twin turbo. I don't know what the fuck that's got under the hood. I think all their cars are turbo like date 50 back in the day. Look at the back end though. Damn. Nothing is bad them here. They'll spin around that. I ate pissed. That's a tron car. I test drove that. They're like, get the fuck out of my face man. Too many different colors too. And you know what? It's going to skinny tires. Yes. Can't fuck it. I need fat tires. I don't even like the tires on the corvette. How about that? I need some fat ass tires even though the will, the drug room dynamic. Shut your hole. I liked the way it looks.

Speaker 3:          02:31:43       I like fat acids and fat tires and Tig old biddies fix 10 nothing is dope. Pretty sick. You used to have the m six right? Yeah, them six I think it was fun, right? Nothing was a monster heavy straight up v 10 heavy smoothed down highway. Right? Yeah. Nothing fun in the tribe. Now that Porsche gts is, you know, they say that's the best of the Porsche's. There was a article that I just read in one of the car magazines that said, uh yeah, see if you can find rag to my friends. Go to a Porsche. GTS is the best Porsche. It's like a very recent article that I actually read this morning on Google type move. Yeah, they were saying that it's the best version of it. You know, you've got your gt three which is like super hardcore. I test drove that room and I called you.

Speaker 3:          02:32:27       I was test driving the gt three and I'm like, Joe, you love this thing. You said, unless you got another vehicle, man for you drive every day is a bad idea. You'll get loud and get it to pull. The GTS is low too. I escaped the Front for Felony Crime. So another interest. So, but the gt three has a button that raises yeah, yes. Front end. The GTS does it. Well it's not the GT three. It does because you buy it that way. [inaudible] options that will option wasn't there. But tech art makes um, a a, an aftermarket one so you can get that and get it installed and it'll raise it up. I know a bunch of Porsche dealerships that do it. Yeah. My gts, yes. My gt three has an aftermarket. Oh my gt three saved the day I have to park on the street cause my driveway's like this. Yeah. I had to take one of my, um, one of my other buttons from something else and have a dedicated to that, a gt three button. I matter of fact, I think they took it from a blank and they installed a button in it. You have a blank where you can put it.

Speaker 3:          02:33:25       Mine's right on my, uh, my rear view mirror. Rather when I go, uh, near something, I'll hit that button. It was the best car on earth. What did you say was a Porsche gts? 2018 Porsche gts is the best. Uh, nine 11, they were saying they were just going over like, it's like hardcore but not too ridiculous. I got a gt three Rs and that it's pretty slick. Do you see that one guy? He spent a shitload of money to take you as the Porsche. That brand new gt three Rs is only um, PDK. They don't make it in a manual. Says guy spent a shitload of money to have a six speed from a Porsche nine 11 are installed in a gt three rs cost so much. He must just be scrooge. [inaudible] screwed, screwed up all the Porsche. But if you even have one of those things, that's it.

Speaker 3:          02:34:13       Pull up, pull up the top of the article. What does it say? Quick take, not the fastest nine 11, but possibly the best. When is it from August. Yeah. The things that today's fun. Yeah, that's it. Yeah. Well it's not the fastest though. The nine 11 turbo turbo so that things are God damn space machine like that. This time. Have you test drove one yet? 2007 or 2000 I'm not seven. Uh, 2009 or 10 I drove one. The new ones that I test drove faster, the gt three and that, yeah, I was just in love with my car so fast. There's stupid fat and they're four wheel drive, but the new ones even fast, way faster than that one. The one that I drove her insanely insane. The GT three. It's just you. I felt like it was like hard, but yeah, so hardcore that you, you would love the turbo if you got one of those new turbines, you'd be like, what in the five test drove that and the gts gts module with that.

Speaker 3:          02:35:10       I, there's my, cause my car, it's like that lava orange, it has the duck wing on it. It's just like a vintage Porsche to me like that. Right. I saw on the show them right away. I'm like, that's it. I'll look at these own that. The judge. No, I'm like that's it. I test drove g three everything and I, I just let him know doc wing the duck. Cause when I was a kid I always had saw a poster for a Porsche and had the old school doctors green and I forget how to duck wing on it. I'm like, that has a duck way. Yeah. That's like, and that's important. 73 Rs. It's so cool man. You know those cars was 1973 RS is a worth over $1 million now. So sick. Like why if you bought it back in the day was like 20 grand. Now it's worth $1 million.

Speaker 3:          02:35:49       Why don't you do you, aren't you doing some with a Porsche school porch? Not that old school. So 1988 [inaudible] 86 or something. Shark words. Just turn the thing into bay. It's a um, uh, an rs America and nine, six, four, just like one of the last, the air cooled cars, the last, the air cooled was the nine, nine three, which is like a little bigger. This is a nine, six, four. The air cooled, everyone's obsessed with isn't shown. It's just a different animal. And you get them pretty cheap too. You know, they're just not, it's not. It's different kind of car and if you go earlier than that, you get me cheaper. You can get them pretty cheap for like the 1980s cars. I seen him. I seen that one that I found. It was a 78 Kirra and island, but it had some reconstructive like stuff to it look fun.

Speaker 3:          02:36:37       It's a bad investment because it's like, oh, I saw that car. You send me a picture of it. I want that. Yeah, those are ass crazy man. Those things through dangerous. Do you know about how to drive house like you when you, when you take taking turns you have to keep your foot on the gas. I know there's no, if you let off the gas they have throttle overstay like what does it call the throttle led off oversteer or something. I'm trying to, I'm trying to go out like James Dean. That's exactly what it was. Silver too. Well, they're really light. Yeah, I know. They looked fun. They feel different. Like my friend Alex from shark works has a nine six, four and his, it feels different because they're so small. It's like it's, it's you're more connected to what you're doing. It's really light and really small, which is cool.

Speaker 3:          02:37:19       Yeah. Swishy this day, like going down to paying a cane. I'm not using it every day. Cars think it'd be fun and I want a new bronco as a daily driver. The new, new, new new one. You seen that thing? Why? What's up? Oh, and juice and I live over by their, what's up? Who was going to buy the juices? Car. They got to put that up for sale, but an auction company just passed on it and they go on for 350,000 the actual like rides three 50 why and all this? I have no idea. You'd have to be a ghoul. You'd have to be a real long task. Can you imagine if I drove it? What is it, dude? This is the car. No, Jay cut. You're an asshole. We can't be friends anymore. Yeah. Oj Simpson's White Bronco Escape car. Wow. It goes on sale for $700,000 as a former agent decides it's time to cash and decides it's time to cash in.

Speaker 3:          02:38:10       Right when Oj is getting out of jail, I was just going to kidnap this dude and go back to jail cause this guy sells his Bronco for 700 grand. That's his fucking whip, man. He's going to stab you. It looks pretty good shape. I like the wheels. Right? Right. Should we get it as like a company car? Some shit. $700,000 that is the cost saying what year was it? [inaudible] 93 right? No, it can't be new. It wasn't new at the time. I don't think God [inaudible] 94 police chase. What years? The coffee like the car's 93 does it say 89 Bronco? Does that sound right? Yeah, it sounds right in the nineties Bronco. My pops hasn't been since Bronco. They're smaller. Huh? My Dad had an Eddie Bauer 92 telling you my pops had an Eddie Bauer Bronco and the thing was tiny. I remember the Eddie Bauer ones was like, Whoa, what is this weird like what do you fly fishing and why is this Eddie Bauer?

Speaker 3:          02:39:09       Yeah, it had this cool trim on it. My Dad would say, Eddie Bauer like was a big deal. God Damn, it's up for sale on pawn stars now. That'd be on pumps. Probably made some extra cash. I've already seen it. The pawn star guy turned it down. He did? Yeah. He didn't want it could move. He said, I don't want that bad Juju. Am I below that song? Well, there was blood in that car, man. Was it? Oh judge. Yeah. Yeah. He cut his own hand with the knife, allegedly. So sketchy. Did you see him get a released? Like when they only gave him parole? Did you wash that was crunk and will just judge you did. It was like a huge football fan. Do you know that? But this is saying it's amazing shape. I drove it around and found a little odd, but it runs great.

Speaker 3:          02:39:51       You found a little odd. Did it smell like murder if it smelled like dead bitches? God, Bro. I watched it live. I was in Italy. I wasn't gonna miss it. I was like, I need to see this. Oh, getting out. You don't have him on the podcast. I joked around about it. I put it on the podcast. I put it on Twitter. Should I have him on the podcast or na or na? And Moshe Kasher was the first one to respond. But she say Moshe, the comics, they end up, it's a he. Oh, my bat Natasha is that the watch? But Natasha Moshe, that's tough. Yeah, I get ya. Yeah. Yeah. Um, I think he was like, oh good Lord. Something, something along those lines. I feel like it'd be so interesting. Well, don't get me wrong, he completed burger, but I feel like it'd be so answering if you went down that route.

Speaker 3:          02:40:39       Like what have you been up to football days, how the fuck did we get here? He'll say, this isn't even a way how I do it. Your warm up. Roll them up. Hey Val, tell us how great you were at football show you. Do you? Oh yeah, maybe I can get them on the fire and the kid. I don't know if that's platform. Callan would be the perfect gas to talk to him. Calla definitely not interrupted him and start talking about stories and he played football or tell him about the Thai. Perfect. Yeah, it'd be actually counting him together would be really interesting. I thought I would. I would. I would like to actually see that town. Make him feel good to compliment them. You know like [inaudible] one [inaudible] don't say what you would do. Never know man. I, he might go on a podcast like marketing thing.

Speaker 3:          02:41:20       Look Bro, my race definitely we're writing a book. Is he get mad? Is it poor taste? If I drive around Brentwood and a brand new white, yeah. No really for Halloween for sure. If you like paint my face black. Yeah. If you have like a Piko black face and by catch a seat seatbelt clanging around on the right girl wears a blonde wig in the bag. That's poor taste. See I'm not going that far. I just want a dope ass brand new Ford Bronco and white. The new ones are pretty sick if they do a good job with it. Have you seen him? I've seen some. Um, what do they call those things? Prototypes. What do they call them? They don't call it prototype. What's that word?

Speaker 3:          02:41:58       What does the word they use? Concept. What? They look like the raptor. Well, that's smart. Move the raptors. Pretty Dope. So sick. Look at it. Ooh, slick. See you. Imagine me that like, I do like that. Right? Who are they doing? A four doors. Oh, okay. What's going on in 2018 though? Early two 18. See that Cadillac right here was a god damn bad ass car to Americans making some kick ass cars. Now see that Cadillac, right? They're not though. They're cool. And Tigo from a Porsche or a Bentley and the jump metallic. You'll all right. Kind of basic. Yeah. Interiors or basic. You're spoiled. Spoiled. I know. The German was a little baby thing. Gotcha. They got me. It's true. Right? There's no American equivalent to like a Mercedes s class. They just don't quite get there. We just went out there and it's not weird.

Speaker 3:          02:42:49       Like, why don't they get, they're like, why doesn't someone just dig in and go, let's just throw our fucking Dick into this hat through. Let's just get our dicks and then the third here. Fucking yeah, just build some beast of a fucking like what's the best America Lincoln like you'd get a Lincoln. No, because no one cares. No one cares for the older crowd. Yeah. You show up at a Lincoln navigator. Fuck shorty from 94 not a bad car. The new ones are actually pretty nice. I know, but the point is it's not a Mercedes just cut. What? American car can you pull up and shit on people now it's comfy. Nothing Eldorado now that they don't have a viper, you can't even pull up in a sports car now. Old Demon. I typed in American muscle car and it's just muscle less. You still kick ass.

Speaker 3:          02:43:35       I'm talking luxury car. Well, they have the market cornered when it comes to muscle cars. When it comes to a stupid car with a giant engine that makes a ton of noise, we're killing it and it uses a manual transmission marriage all day. They still make the corvette. Z O six in the fucking manual. It's one of the few cars that Germans are the only ones in the Porsche. A Porsche is the only ones that have had the balls to come bring a manual back after they took it away. Ferrari still hasn't figured it out yet. They refuse to tell. Well, because Douche bags it buy Ferrari's. They're all just trying to floss. Trust of them. Don't even know how to drive one. Not Real. It's not. It's not a track car. Have you seen that Porsche Turbo can buy? It's like the platinum edition. The wheels are made out of carbon fiber and the whole it's gold.

Speaker 3:          02:44:18       It's a, it's like a dark, like not like scrooge McDuck gold coin, but it's like a gold color. Bring that shit up dude. It's this, it's this special Porsche turbo like platinum edition, platinum edition turbo, but it's in gold. How I wrote a goal and then it has black rims that are carbon fiber. Dude. Why is it platinum edition? But it's in gold. Shouldn't it be in platinum? It should be platinum. I Dunno. I think he's scared this issue. It like, remember when Justin Bieber had that? That chrome Fisker Fisker fan. I saw one the other death taught brides split dope. It's dope. Look in the catch on fire and there it is. It's about my bat exclusive series. Look at that thing. Joe, buy this, buy this. That's your niche, right? Look at that thing. They're tough to get to. Are they? Yeah, when I want it. Well cause it was tough to get ones here. Like still figure it out. No, we'll figure it out. I'm not driving a gold car bro, Bro. That's not gold.

Speaker 3:          02:45:20       What color is it then? The platinum edition. You are right. The platinum edition a but it adds another 66,000 under your, it's your tag. That exclusive series. It's fast, luxurious and delightfully gold. The beautiful special edition. We limit it to 500 units worldwide. Hey, guess what? When you make something cool, make a bunch of 'em you assholes. Now I'm going to buy them. Make an exclusive only to have it. I don't want it. Whoa. Look at though. That fucking thing is nasty. Looking at zero to 60 times 2.8 seconds. That seems excessive. How's it going to get shorter than that? You're not even three seconds. You're going 60 miles an hour because with those, those new rims that are all carbon fiber scope, how sick is that? Those rims are dope. I was skeptical at first. Those rims are killer. I like the black stripes too.

Speaker 3:          02:46:09       It's a nice car, but you know what a lot of people don't like the way nine 11 turbos look like. What did my friend when you get into that cannot be my friend? It's a first look at that fucking car, Bro. It's bad ass. The stripes on the seats. Ooh, that's what it comes with. That luggage to Jamie, Bro. I would flaunt that everywhere. Got Damage, but it's like how much does it cost? 66 I think 66,000 over. Well, you get to watch Justin coop and the $257,000 but no, it's more than that, right? Ooh. Ah. It doesn't come with the five piece luggage. Another sixth grade by that pitch. 6,000, 324 for the luggage service. Every penny, how much you get for the watch. Dope is that thing though. It's nice. I prefer silver, especially that thing that is a spaceship. I mean your flex on people.

