Speaker 1:          00:00:03       We're good.

Speaker 3:          02:06:04       That's what happened. I don't think so. I mean you've got to unravel the story. We got to see how it unfolds. But if there is a coverup, a cover up only happens if someone has more selfish, self-serving intentions in mind. Like the core base of a coverup is to fuck over somebody who doesn't deserve to get fucked over. So off that alone, the choice you're making isn't for the greater good of the society or the pride or like the way, and it's like, you know what ants do is so dope when it's a flood, you ever seen the fire and to make the float? That's what, that's what we have to be, but we're not going to beat it cause nobody wants to be the ant on the bottom. Drown, might drown and can't get back up to the top in time. We don't, we don't do that

Speaker 2:          02:06:47       well. I think there's also a sense of futility. Like there's a lack of resources to handle everything. So you just take, take what you can handle, what you can and keep moving and then just get the fuck out of Newark. I mean that's how people look at it. People look at those neighborhoods like a place to escape. Not that it's anything that can be fixed.

Speaker 3:          02:07:06       Yeah, that's what I, that's what I struggled at lit with Birmingham and terms of going back home and trying to do things that feed the neighborhood positively. Cause I feel like I never had that growing up. Like, you know, there were a couple of people and then you Bo Jacksons and your Charles Barkley's, they come around and you know, give a high five to the kid or two. But to be able to do things that create opportunities so that, that feeling of hopelessness or whatever isn't always there. Or if there's one thing that can be like big Sean did something that was dope in Detroit, he put $100,000 down on a recording studio. And to help underprivileged kids have access to just fucking just record, just to do something that makes things better. So the problem is that in the process of trying to give a fuck, it's stressful and there are people that are pushing and working against you and you could easily just go to sleep in your bed comfortably at night and just not care.

Speaker 3:          02:08:09       But I try, I do as much as I can back home. But the idea of getting the fuck out, I'm always torn on because it's like I'm gone. Um, if nothing else, I can pay my bills til I die on and think my son could go to a decent division two school and be fine. But if I'm not using my gifts and all these advantages to try and help him better other people somehow, then I feel like I failed the city. Well, I feel like I failed where I came from. So I'm trying to figure out how, because I don't, I've never, what I've never seen is someone that gave back or attempted to put back into without it costing them something in the process as well.

Speaker 2:          02:08:56       Right. I see what you're saying. Like you, you'd have to make a big sacrifice in order to help and you'd have to take time that you don't even have time to work out. So how the fuck do you have time to go and save Birmingham? Yeah. Yeah. That is a problem. I mean, you have bandwidth, right? You have a certain amount of bandwidth in your, in your brain and how much of it can you dedicate to charitable things? How much can you dedicate to your career, your family, dad? It's the constant process. I mean I think it's the job of people who are running cities and States and the country, but it's about how much resource, how much resources they have and how much did they delegate to fixing these problems that have existed forever.

Speaker 3:          02:09:38       What I've learned, man, is uh, I learned a shit ton. We shot, um, you shot my comedy central pilot in Birmingham, um, this summer, which was not an easy feat in terms of the logistics of it. Just cause Birmingham's not a, it's not Atlanta, it's not a bunch of fucking cameras just laying around, but you start seeing how different entities of at the state level and local 11, leaving the County level all have to get a little touch. I'll have to have a hand in it somehow so that everyone feels like they are all part. Like you have to please too many people at the same time to get anything to get anything remotely done. I dunno, I can't speak for the rest of the country, but I know in Alabama that's generally how it is.

Speaker 2:          02:10:24       I think that's generally how it is with all politics. I mean everybody wants a little bit of credit, everybody wants a little bit of a say in it, fine but the credit, but just help

Speaker 3:          02:10:34       get you to credit but help like do this logistical thing to help that. Like that's the stuff where nobody wants to really or you're not sure if anybody really has genuine intentions on helping. Yeah, cause not everybody's happy for you to crib.

Speaker 4:          02:10:50       That's the saddest shit ever. When you think about charitable organizations and you find out how much people are making to run those charitable organizations in palace and shit. Yeah, and how little the money actually goes towards the charity. Like Jesus. Like I know there's going to be some red tape and bureaucracy, but it's like red cross, isn't it? Some insane number. Like, how much of money from red cross actually goes towards the actual charity itself. I'm going to say 10% that might be generous that, but that is a crazy number. That night. It cost 90% of all the money that comes in just to deal with overhead

Speaker 3:          02:11:27       sticks and moving stuff around. And that's why, that's why I kind of like go fund me, cause you can just find them. I fucking be like, here, here's $100

Speaker 4:          02:11:37       yeah. When there's real problems, what do you got Jamie? What's the number? Let's guess type that in. And it's like stories come about. The CEO's been serially misleading about where the 91% of money that they says goes. I dunno. Oh, so it's less than 10% 9% 91% there's 91% go somewhere other than the charity. So it's 9% no, no. I think they're actually saying 91% goes to the charity. We're very proud of the fact that 91 cents of every dollar that's donated goes to our services. The services, the services. Gas. Yeah. Come on. Did you see that? Do the dinero Deniros suing some lady that worked for them that watched 55 episodes of friends in a week. No. Yeah, she embezzled money. Uh, allegedly embezzled money. Uh, took, used his miles to fly on her own personal trips. She was making 300 grand a year, but the, the big story that clickbait title was a, he sued her for $6 million after a wild friends.

Speaker 4:          02:12:45       Been she watched 55 out of 55 episodes of it in four days. That's 2008 so that's DVDs in 2008. That is hilarious. So they're still going after it 11 years later. Oh, she began, she was his assistant in 2008 and then she, and then, okay, she began as denier as assistant and she now is being sued. So she basically got to a place where they're working together for 11 years and 11 years of employment, DeNiro Robinson Rose to vice president of production and finance. According to this suit, which lists are 2019 salary, $300,000. She finally left the company in April after being suspected of corporate sabotage, said the legal filing. And she embezzled money and she went crazy. Oh seven hours a day. That's 14 episodes. That's doable. It's doable for four days. I benched 24 in like a day and a half. The whole season. The whole season.

Speaker 4:          02:13:47       Fucking a DVD box at day's me was also a good show. It's just funny that I had all this shit that this lady did. Apparently allegedly the 55 episodes of friends are the ones that became the headline that everybody had to click on it cause that's the funniest shit. Watch 20 episodes of arrested development one day and somebody shot. So this is you just sitting around watching TV while she's working for, what is she supposed to be doing? Like maybe she's doing research, maybe she's waiting around for something to do. What did the real project needs? Friends research, looking for cast. I don't know what to Neo projects are even around. I mean, well DeNiro is probably trying to figure out where all his money's going because he's getting divorced right now, so he's probably, yeah man, he's getting divorced. There was some public spat at a restaurant where he yelled at his wife, I wouldn't have to do these shitty fucking movies if you weren't spending all my money.

Speaker 4:          02:14:36       Ah, yeah. Oh, I see that. I always feel bad for people like the Cubs second baseman bins. Obras he's been like, I don't know what the like, Oh, physically unable to perform. Like he's basically been on the disabled list the entire season while he goes through and deals with his divorce. Oh God. Like [inaudible] serious shit. She going to go make millions of dollars playing baseball. I can't right now. I have to go to court and count my cash and make sure that my shit, so his disabled shit is just dealing with the divorce. I forget. Not even a real injury. No, it's not a real injury. Well, I guess it technically is mental. What it is. That's a girl taken apart his puzzle. Yeah. Took apart as fast as she's doing. She's taken apart the puzzle of his life while she's forcing him to go through. I think it was like infidelity or something.

Speaker 4:          02:15:27       Somebody cheated. I had a buddy of mine who, uh, he had it paid for his wife's lawyer and you don't even think about it that way. Like if you're married, you go, well, who's paying for her lawyer? But bitch, you're paying for her lawyer. If she didn't work, you pay for the general of the opposing army to try to dismantle you financially. And he didn't have a prenuptial agreement. So he went to a war for fucking years, years and years and years and they were trying to drain him. And the lawyers are smart man. They know that the real settlement is great, but what the real money is in legal fees leading up to the settlement. They just drag that shit out for a couple of years, hundreds of dollars an hour. [inaudible]

Speaker 4:          02:16:07       and next thing you know, you've lost millions of dollars. And this guy, you know, busted his ass 12 hours a day, forever. Lost almost everything still to this day. How about this? He's been married for, I think he's been married for 14 years to a new woman. He was with her for 12 years and he has been paying her alimony than they were married. Wow. He's married to a new woman and didn't even have kids with her, so he's been paying her for 14 fucking years. I'm talking six figures every year. She doesn't do shit. She lives in a fat house in the Palisades. The whole thing is bananas. You see Larry King is getting a divorce. Yeah, I didn't know that. He's head. This is his eighth wife. Yeah. Love it. I hope he gets another one. I hope it gets another one and these are like a skeleton and they have Jordan walked them out. They're in an exoskeleton.

Speaker 4:          02:17:04       I can't prove it, but I feel like the divorce lawyer industry is tied to the wedding industry somehow. Somehow they don't have to be tied in like legally. They know they both benefit from one another. Of course. Yeah, of course. Look at that perfect relationship. How'd it go wrong and I just want to know what the arguments were. Well, apparently there was infidelity as well, allegedly. No way. I can't believe she did cheat on him on her side or his side. Her side. Apparently she had a year long affair prenup in that one and then she looked fucking hot 20 years ago when they got married cause she's like 59 now. So when they first started shacking it up, she was in her thirties probably look and smoking. She's pretty pretty lady. You know, you'd think that's an addiction. Love the same as any other drugs.

Speaker 4:          02:17:54       Sure, of course. Yeah. Most people lose when you're talking about getting married seven times. Yeah. It gets a little wacky. Yeah. He's had marriages that lasted like less than a year. They'd get divorced and marry another one. Right. I would get married I think once I, if I do it, it'd be once I know one in me, one I got one in me. I was proposed to a girl like can Oh three those are one of the biggest mistakes. Almost. Almost fucking me. How'd you get out of it? It's funny. She was cheating. Woo. That's nice. That's a relief.

Speaker 3:          02:18:27       Yeah. It was back in a day when you share cell phone plans and she kept pushing us over our minutes for the month. I'm like, what the fuck are you talking to? So the next month I requested the full itemized call. Long be like back in the day, sprint would send you your entire call log for the month. And I just went through it and then I could see the patterns of when I was sleep or when I was on stage. You could just see that when it's all in front of you, it's easy to just see that. Oh yeah. When I go to work at 6:00 AM you can call it this.

Speaker 4:          02:18:59       Wow. Yeah. And it was real easy to track down. Did you confront? Ah, yeah, I was, I was a little extra about it, but I was young. I was fucking young. Yeah. I called 'em, uh, call sprint and the, the, I basically turned my phone into her phone. Oh shit. And then I started texting the dudes. Oh, her phone. How many guys? Those two guys. Oh. And so I tell both guys

Speaker 3:          02:19:28       to come over at the same time. To now, so that those two guys, which is so catty and me, and of course they show up, she calls me, curses me out, and boom, bam relationship to, Oh, so you told them to come over while she was at home. Correct. But you weren't there. Correct. Ooh, I like it. No, that's D's. But in like in the bigger scheme of things, if one as it came over and hit her or done anything stupid, I'm liable and that, yeah. Hell yeah. No, come on. You're not liable for someone calling me. I'll charge you with murder for somebody. They shot days. There are laws, not that I deceive to men, that the showing up to the fucking house, he gotta remember my brain is going, don't go back to jail ever again. So in my brain, I'm going, there's something that could have, that could have gone South somehow. I don't think you would've got in trouble for that either way. I wouldn't want that. I see what you're saying. Teamed up by some psycho dude who's jealous or whatever. I didn't want that. I was jealous that he's the other one who's cheating on yeah, and I have my little $700 engagement ring from the Zales.

Speaker 3:          02:20:34       I took it back and this is what I learned that if you returned an engagement ring, the sales person loses the commission. Oh, they take the commission back out or the next check. Cause it had been a problem. He got upset. He wasn't upset, but he spent like an hour trying to talk me out of return. Real. Yeah. He said, man, just go. Think about it, man. Go think about it. Did you tell him just walking around the mall? She's fucking two other dudes. That's ultimately what I have to do. And once I told him that he processed it with no fucking, I just took the L no pushback. Yeah. It was a $700 ring. It's cut was probably only going to be like, what? 70 $80 what's the cut? It didn't want to give up that 80 bucks. I respect that. He's fucking hustle and he's selling jewelry in a mall.

Speaker 3:          02:21:11       Yeah. You don't want to fucking lose your fucking commission. Yeah. Those are bad decisions being made. Buying jewelry in a mall. It's crazy though. It's more like, it's like Joey though, where like she and I are like pool now. Oh really? Yeah. Like she's married like it's all. Oh wow. It's all love now. Wow. That's good. Look, people grow and learn. Does. That's hilarious though that you did that. Yeah, that was, that wasn't my finest hour, but like I said, I'm not a fighter. I figured out a way to die by luckily construct a situation that tears down your entire fucking operation. Yeah. That was a good move. That's a learning process too, for hurts like, damn. How could I be so odd? I mean, because what I'm going to do drive over and cuss you out and guru and cheating them. No, no. We don't all know about each other. Yeah. It's time for us all to meet. So Hey man, come on over to the house. Hey man, you come on over to the house. Meet me at 11 don't come too soon. Come exactly at Alem. Wow. Call sweet. Want to be there? No.

Speaker 3:          02:22:16       Some explosions. You just got to walk away from, no, man, I don't want to be there for that one. Nah, that's where it goes. I have never, that's something I've never lived down like, and then it just, it was just ugly. It was just one of those things where you just go, you know what? Maybe I shouldn't have done that. Her mom's calling me the next day. Well you just talk to her, talk to the baby. Oh boy. No man, I can't like it was did. It was full blown, bro. I'm sending pictures of the fucking ring and all types of stuff. Like, Oh, you got an extra. Yeah, it was, it was not, it's not my finest hour,

Speaker 2:          02:22:56       but don't you think that like those brutal breakups and all the chaos of infidelity and all that kind of nonsense, like it gives you a better understanding of relationships when they go, well, it gives you, it's all luck, life lessons. Like you don't get to be, you don't get to be a seasoned grown up human being without getting your heart broken a few times without having a bunch of things going on. Disappointing. In your work life and then then you become a person with an understanding of all the variabilities that you're dealing with in life.

Speaker 3:          02:23:28       I think the problem though, you know with love is that it also can be corroding in a sense where if you've really been invested and you've really tried to love and then it didn't work. I think like I feel like if you've been in love a couple of, I also feel like people get married sooner. There's something more pure about it, but people get married later. It's more honest. Yeah. Like it's like this blind love and love. We never been done dirt. Oh my God, the sky is falling versus you're a grizzled vet. You've been cheated on, you've cheated. So you know both sides of that coin. So you know how it feels. It like, you know, both sides of that. So when you enter into a relationship, it's more pure. But because you have these battle wounds and these battle scars, I don't know if you love the same as the couple. They got married in their twenties it's still love

Speaker 2:          02:24:21       is on who you're with and how much you appreciate them. It also depends on where you're at in your life. Like if you got married now, you're a successful man. I mean you did all the grinding and the hustling, but someone would be entering into your life now while you're already made it, you're successful. You're established. The hustle of getting to there as now, it's just about about maintaining, which although difficult, you have the confidence that it's going to happen that you don't have in the beginning, that early days hustling when you were taking those odd jobs. Who the fuck knew where your life was going? That's one of the beautiful things about it.

Speaker 3:          02:24:56       There was gigs I was headed to. I didn't have gas money to get home and the gig I was going to was the gas money to get home. So please don't cancel and please don't pull some, some black promoters shit and don't pay me like I literally need those $40 I have no way to get home. Wow. And sometimes you don't get paid and if you don't get paid on the way home, you stop at a daily work spot and you do some yard work or whatever. Yeah, you go do some daily work real quick for the day. You miss a day, you miss a shift at the radio station, a radio station. Hey man, I got car trouble in Kentucky. I can't get home. I'm a mr morning show. Sorry. I mean you go do some day job, get your $40 and get home.

Speaker 2:          02:25:33       But that's a real life experience that you just can't pay for. That's so valuable. The fact that you did do it, even though it was horrible when it happened, like the resolve that you did, did you develop from being that person who figures your way through all those problems? So like if so if you got married now, like you're a different person like you, you could, you'll figure shit out better now.

Speaker 3:          02:25:57       It's like, yeah, yeah, yeah. You also, you also learn how to communicate better so that it doesn't devolve to a point where either you were being malicious to each other. Yes, me and my goes way better communication than any of that I could have imagined with anyone in my twenties yeah. Because of those experiences and learning. Yeah. Yeah. That's, that's the part where you try to fucking correct within. There's always a piece of you. It's like, do you ever find that, I guess I can't ask you this as a married man, but you find yourself sometimes looking at past relationships like jokes where you go, Oh, I know how I could've fixed that. Oh yeah. For sure. Yeah, please. Sure. What the knowledge you have now of relationships and love. Yes. I can look back on stuff that I fucked up and go, all I had to do was this, this boom, and that joke woulda hit. Yup. That would've been damn. Yeah. So that eats like the way, like when you do a TV set and you forget one part, the joke, and now for the rest of your life, that's the set. That's who you are. If there's a piece of you that's going, fuck, I should have done that, man. Yeah, but that's

Speaker 2:          02:27:10       of growth. It's like you have to leave behind these poorly finished projects to, to appreciate the one that you're gonna put out next. That's going to be the best version of it. I look at every fucking special. Every did go. Even if there was successful, I just go, I don't have nothing to do with them. I can't watch them. I've, I fucking get disgusted.

Speaker 3:          02:27:29       My first two special should be combined into one. I'm like, I can literally look at the material go, Oh, that's segues with that.

Speaker 2:          02:27:35       Yeah. Cut that out. Put this in there. Yeah. Yeah. And then there's old specials that I said, Ooh, I'd like to have another crack at those ideas because those are good ideas. I just didn't implement them correctly. So move on. Kinda move on.

Speaker 3:          02:27:48       Yeah. If the idea is still valid and working in insult. Yeah.

Speaker 2:          02:27:51       You get trapped, you trapped in old ideas. It's out there. It's done new shit. Find something new that resonates just as well in the future as, as this stuff does to you when you're looking at the past.

Speaker 3:          02:28:03       I dunno, I feel like I have some unfinished thoughts from the last special of course,

Speaker 2:          02:28:09       but that, that desire and that hunger is what makes you a great comic. Like that. That's not done. Oh, I've got gotta do more. Oh, this is gotta be better next time. Or I may make it tighter and make this better. More punchlines, less less fat. All that's

Speaker 4:          02:28:22       what that discomfort an adjunct is. What makes you an artist.

Speaker 3:          02:28:25       That's why I like trying to do stuff that has some teeth or some edge or some opinion to it. You know, trading and stuff that I don't know if you should go with it. No, let's go there. Let's figure it out. There's, there's a joke in there. Somehow

Speaker 4:          02:28:40       when you can navigate those waters successfully, it's like, fuck man. You get on the other end with a big laugh. Ooh,

Speaker 3:          02:28:46       whitewater rafting. It's, and there's just rocks coming and you're going left. Right? Like does the guy calling out how to do the joke and you're just navigating your way down the rocks and if you make it, it is the most rewarding. Dismounts that for me is better than just some in more, but yeah, something more mundane I had just, I can't do it.

Speaker 4:          02:29:09       Yeah. Yeah. When you see people that do in the same mundane shit over and over and over again, you, they don't know what it's like to have that thrilled. They're, they're basically getting on a fucking Seesaw every day, the same Seesaw over and over. And there's no thrill in that. No, no. You're not four anymore. There's this

Speaker 3:          02:29:26       too many good thoughts out there. That's why I love talking with Neil Brennan. Like Neil Brennan is like one of those perfect comics that I can like go, Hey man, what do you think about this? And he'll tag it darker and take it to a place that I wouldn't have even considered. And you know, like you start noticing like there's only, so even if you have a bunch of comedian friends, there's only certain France and understand how or which way you're trying to go with a bit. Cause someone else might give you a tag that drifts off into easy land and I don't want it.

Speaker 4:          02:29:55       Right, right, right. Yeah. No. Neil's a great joke writer and his, his shit like I like his, I like watching him workout premises cause you know, you can tell him like he's put some real thought into those ideas. Yeah, it's, it's an, it's a thesis statement. It just happens to be fun. Like he's really breaking shit down. Yeah. I liked the ones where I know that it was an argument that he had with a girl that he's bringing it to the stage and try to work it out and make it funny. Cause if you have an argument with a girl and then she comes to see you at a comedy club like a month later and that argument gets relayed to the audience and it's fucking hysterical. Oh you win. That's how you win. You win and you fucking slam dunk. That is a fucking grand slam. That's shatters windows in the parking lot. I've never had the courage to do it. I never had the courage to perform material in front in front of somebody I was dating. Never done it. No, it's hard. You gotta, you gotta take a chance and them being really mad at you when you get off stage.

Speaker 3:          02:30:56       I'll give you an example. Like Wilson events is another guy that I like talking to out in New York and the premise, the joke premise is that there are no hit video games sit in Vietnam. Like that's how much we don't want to. That's true. Explore Vietnam, world war II and middle East is just the hits. We only want to discuss the hits where we won. That's a good point. There've been games envy of course there's some video games in Vienna, but as far as hit popular Twitch level Ninja shit, right? None in Vietnam. And then we'll submit a told Willis event supremacy and he goes that and he says that's because if you plan a game based in Vietnam, you can't win even if you want to. Even when you win you still lose. And it's taking that thought and figuring out how to weave that.

Speaker 3:          02:31:46       But like that's what I mean where a friend can help me work through an idea. But then somewhere come, the trick is to come around the backside of that and make sure that you're reinforcing and uplifting the people that chose to fight and like I'm trying to, yeah, it's a whole world that I'm just obsessed with. I dunno. And it all boils back to the whole Trump draft Dodger thing and the hypocrisy that if we agree that the troops are fucked and they're treated horribly, then how is draft dodging bad and that being the, the thought and [inaudible] for Vietnam, correct war, we all agree was a terrible war. We didn't know it at the time and some people chose to go, but a lot of people were threatened with jail that they didn't go. So if you did not go based on revisionist history, was that not a solid decision in terms of avoiding?

Speaker 3:          02:32:38       And so it's about getting that thought through without disrespecting the heroism of what happened. So tricky waters, this fallen tree, white water rafting baby rocks. So I haven't figured it. Those are the, those are the basic Lego blocks and I have to figure out how to get down the river without fucking hitting a jacket. Do you write in like essay form? Do you write things out like with a computer? Do you, do you write, once I have the ideas together, I'd just go loose on stage. Um, I'll go, I'll just run a bit a couple times on stage without any structure, without any real structure. Just bullet points here. The four points I want to make. Do that for a week. Listen to the audio, the stuff that's hot transcribed. And then from that transcription start filling in the blanks of how to flesh out the thought and the point a little bit more like I like, but then some stuff requires research.

Speaker 3:          02:33:33       There's a bit, that is a bit that I'm working on now about how, how the most important person, the most important character in a civil rights movie is the white person is the evil white actor. You cannot have a powerful civil rights movie without a white person being evil. So these actors are never honored. They're never nominated for shit like civil rights movies only as powerful as the white actor. He is evil because that captures what was fucking happening back in that day. Right? So I need to like sit and physically go to box office mojo and look at the last 10 years of civil rights movies versus civil rights movies versus white savior movies and pull actors and pull examples and then look at their and then go to their eye MDB and look at their trajectory post civil rights movie to establish a pattern of if you're a white person, you do evil, your risk.

Speaker 3:          02:34:28       Cause my arguments that you're risking your career. If you're not an alias actor and you plan a racist, you may not do shit else at the, because for black people, if you say n***a, it's too real. So we can't see you as a fucking Romulan in a star Trek movie years later we're unable to process. So, so that joke, I have that idea and I'll just work that thought a couple of times. But now before I put it on stage again, I need movies. I need examples to back the thesis statement. So that's what I'll start writing and really start looking at all of these examples. And I also have like, it's in the same ballpark of that is about how like people call it like green Greenblatt, like a white savior movie and how this movie is about white people doing a D D for black people back in the day.

Speaker 3:          02:35:15       And black people don't like white savior movies because you know, it avoids the pain and the struggle and all that shit. And I feel like white savory movies are just reactionary to powerful civil rights movies cause nobody wants to be portrayed negatively. So if there are enough civil rights movies that play white people as evil, it's inevitable that a white person is going to write a movie about. Remember at a time we drove you around to play the piano, that it's inevitable. We, we fit your chicken when we drove. So don't just say all that. Don't just show all those evil things we did. Let's also acknowledge the time we drove you around. And I think if I go back and I looked through the history of the box office over the last 20 years, I guarantee you I'll be able to find an oscillation between powerful civil rights movie and white savior movie.

Speaker 2:          02:36:03       And when you write that out and you're just going to write bullet points and then just run it on stage right

Speaker 3:          02:36:08       now we'll, we'll do bullet points of all the movies and then so the next stage is I'll do, I'll write all those movies out and I'll go on stage and do half of those movies. One set, the next set I'll do the other half of movies and see which ones resonate the quickest with the audience because they're not all going to be timeless classics. Some of them are going to be deep in the woods, but like Mississippi burning or like Malcolm X and driving miss Daisy. Those are two perfect examples of conflicting films in the same year. So I need iconic examples like that where everybody knows the movie. Correct. What? I haven't even seen it. Yes. So that's trial and error. So that just has to go on stage a couple of times and then once I know what the movies are, then we write it. Then you verbatim that shit it really fucking get it work.

Speaker 2:          02:36:49       That's black belt level comedy. That's black belt level. It's like you have to, you have to have like this is not something that's obvious in front of you. You have like a scaffolding and you're trying to construct this and figure out a way that it squeeze the most juice out of it. That's, that's that whitewater rafting. That's it's so it's so rewarding when that gets pulled off.

Speaker 3:          02:37:10       I just feel like if you look at every genre and it's not to defend a white savior movie as much as it is to just show why the fuck it happened. Yeah. This is about black people in the nineties like boys into it in the 90s that was the era of shoot 'em up bang, bang hood classics and somewhere around 95 96 black cinema became much more positive and reinforcing and it was waiting to exhale and poetic justice and above, not above the realm. What's the other one? Um, loved Jones and love and basketball. Like there were all these more positive black centers that was indirect reaction to not wanting to be perceived and portrayed constantly in a negative light. So I could probably go deep into the fucking weeds race by race on sentiment. Like I could do all the Asian movies and end with crazy rich Asians as the counter to that. But it's not necessarily Asian savior. Like there's no way, I don't know how to connect that. But I believe there is a way with all of these cinematic movies to connect it all together. And at that point you probably got a 25 minute bit that you know needs to be chopped down to 10 to 10 but that's how you build all that. You build the whole house and then you just start chopping off.

Speaker 2:          02:38:27       And when you do that are you writing it out? Do you, do you ever write things out? Was while I was asking as a forum, cause one of the things that I've found that has a great benefit as I write things out, not trying to be funny, instead of just writing it out in a way where I'm trying to be funny, I just write it out. Like I'm writing an essay, like I'm writing an article for a magazine and then in doing that I'll, I'll extract chunks that are funny because I find that when I'm trying to write as a comic, I'm trying to write, set up punchline. It's too defining, it's too limiting. But when I write in an open form, then funny ideas are in there and I just come out and pull them.

Speaker 3:          02:39:05       Do you think, do you think part of that is having the advantage of the audience being with you immediate? Like when you have your audience, you're afforded that opportunity to, cause it's weird because the way we build material now, I don't think that's how you did it when you first started. Was it more about just the joke, the joke, the joke?

Speaker 2:          02:39:24       Yeah. You had to be, you had to gain their confidence, right. That was the thing is like you have to start strong. You have to have a good opening bit. You couldn't fuck around two months. They had have confidence in you. Like this guy, this guy kind of waste my fucking time. You know, they, they just see if you're on a show, when you're in a, when you're an amateur, I mean fucking 10 other people before you, you have to grab them, you got to grab them, you've got to grab them and show them that you have something. Yeah. But then once you become an established comedian, the other problem is you're working with a bunch of other established comedians like say if I'm working with you and then there's Joey Diaz and you know all these other fucking people that are going on that are murdering and then you go up with some bullshit new stuff like that stuff has to be ready.

Speaker 2:          02:40:02       Like having an established audience is great for a couple minutes and then you better have some shit. You know? It's almost like they have, there's more. So things have to be more tight, but some people don't do that. Some people don't do clubs anymore where they're working with a bunch of people. They don't do like the store or the improv where they're working with a bunch of people. Instead they do their own shows, they do their own shows only they have the same opening act all the time and then people there to see them and it's a low bar. They don't have to worry about it as much. I think that's, that's a mistake. But I think the essay form, I started figuring that out maybe 10 years ago. I started writing things in essay form. I originally just do it as blog posts. I would write blog posts and I'd take those blog posts and I was extract ideas from them and then make it into comedy. But I feel like the writing without the limitations of it needing to be funny is where I'd get the most ideas.

Speaker 3:          02:40:56       Yeah. And then you also have the most truth in theirs.

Speaker 2:          02:40:59       Yes. Cause I'm not just trying to bullshit people for a laugh. I'm trying to find out, like what is it like if that premise of the white savior movie, like what is it about why people making these moves? Like what are they trying to, are they trying to defend something? Are they trying to exonerate themselves? Like what are they trying to do when they make that movie? Has it just a feel good? Is it their distorted idea of how to bring everybody together? Is it show that some white people were really good back then? Yeah. Even in the bad times. Look, great movie. Hey, good job Michael. You know, good job. Well like everybody did a great job in this movie. Like what, what is it that, that's the, the motivation you could find, you know, you find those, those gems of humor, those roots of humor in that,

Speaker 3:          02:41:41       yeah, that's what I'm, that's what I'll, I'll, I'll try that. I'll try writing, writing and out more before putting it off

Speaker 2:          02:41:49       writing that way. Cause I don't have to do anything. There's no expectation. Like it just, it just thoughts. Just spill the dots out and then you get absorbed in the writing. And then in that absorption you're, I mean you're a funny guy. You're always going to think funny thoughts. Those funny thoughts are going to come out when you're talking about something like and what the fuck was this guy thinking? And then you go on this whole rant about this thing that maybe if you didn't give yourself the opportunity to sit in front of a computer and just stare at the screen and stare at those keyboard, you probably wouldn't have come up with that premise.

Speaker 3:          02:42:18       Also. Um, once I have the joke in a decent shape, even if it's kind of loose, I start watching myself on mute performed like I go from audio to wants to joke as structure to video and then just watching myself on mute and just seeing body language and just seeing does this look funny? Does this look? That's interesting. I've never feel for, and, and I think you just had it once once identify where my comedic trends where it's quick, spastic movements, but not a lot of stage talking. Walking the stage doesn't work for me. I'm not Chris rock, so operate in like a three foot box to either side of center stage and if it's quit in hit, but nobody, if I, if I take my head one way then bring my shoulders instead of bringing my head and shoulders at the same time on a turn is if I'm caught while I'm contemplating a point.

Speaker 3:          02:43:15       Something as simple as that for me helps jokes and then I can go back and listen to the audio at the back on, watch the video and see where I'm getting laughs just off movement and I haven't said a word yet and for me it's quick movements and facial expressions. Those are the extra little I caught at the extra season and that's the shit that, you know, once you kind of get the joke in a good place, where can we add a little season and is it a vocal inflection? Is it coming down on this part? Is it looking this way? Then look in that way for the like, like almost borderline performative, like on some acting shit, but just looking and finding places where the emotions can change and not necessarily on this line I do this thing, but it's just, Oh, this part is funnier if I'm not as excited here.

Speaker 3:          02:44:02       That Foxworthy says some shit I was watching and bring the funny and he told one of the contestants, eh, if you started at 10 it's when the competition comedy show the new show, it's last comic standing. But with sketch comics mixed in there as well. So it's not, it's not strictly stand up, it's sketch and variety acts and all of that type of shit. But the same shit you go out in front of three judges, somebody crushes your dreams and then you talk shit about it behind the bags once she kicked off the show. Uh, but he tells somebody wants you started at 10 you have nowhere else to go. So I tried to keep that in mind in terms of just not being too big too soon with the material. Just shifting gears.

Speaker 2:          02:44:44       It's, it's a fascinating process. And we discussed this on the show many times before that there's no books that can tell you how to do it. The only way you get liked, one of the things that's really cool about this conversation is young guys coming up, young girls coming up, they want to learn how to do comedy, can listen to your process and they'll get an idea of the map ahead. They'll get an idea of the road because there's real, there's no courses you can take that are ever going to prepare you. You have to find established comedians and listen to them talk about how they do it and in a sense what we're doing is we're laying down like a sort of a a course for, for the up and coming class for the people that are starting out now that don't really have anyone to show them how to do it. They can cut a lot of time out by listening to a guy like you who is explaining the mistakes that he made and then the good choices that you made and then your process.

Speaker 3:          02:45:35       I tried, one of the tricks that I had early on was to just avoid topics that anybody else was talking about. And then even if the joke wasn't the funniest, I got credit for being original. And I don't know if this will work for every comment, but I know coming up early two thousands in the back half at a Def jam era to be a black comic, there wasn't talking about fucking and sucking and weed and you have the been so Brogan, like I just, I didn't touch none of that shit. So to a mainstream Booker it was just, Oh wow. He did a joke about suicide. Okay, well let's look. Yeah, look Kim, well there's such a triplet jokes that it was just weird off-brand shit, but still finding funny in that this such

Speaker 4:          02:46:17       to pick on tried and Truven tried and proven subjects because you know that work, you know, and you're scared in the beginning, right?

