Speaker 1:          00:00:03       Three,

Speaker 12:         01:57:20       it was like an animal, like a wounded animal. She couldn't die. It just, she was so resilient. She had those italian peasant jeans and she was just so fucked up, but yet she hung in there for like 12 years. So I'm living in this house. Right. And I'd just broken up with my girlfriend and my manager, god bless him, great guy. But it was back in the day where we talked about like, when you're not doing so well then everybody has advice for you. And his advice was you should dress nice, like, you know, you're a good dress. Nice on stage. So my stupid ass, I'm wearing these like nice pants and a nice belt and like a club shirt that you would go out clubbing. And I had a nice head of hair back then. It was delicious and I'm wearing shiny shoes and shit.

Speaker 12:         01:57:59       And I just looked like the fucking biggest asshole. I just looked like some club, shithead, some goofy italian con. It's 22 years old. It doesn't know anything about the world. Right? And I'm onstage and, and I fucking, I am panicking. I remember brewer got off stage and the mc was good about to bring me up and I was off stage when brewer came up. And I remember he said, he said, hey, I fucked up that. How fun. They're great. And I go, I'm going to fucking eat it. And I remember saying it to him like, dude, I'm not fucking confident right now. I'm not feeling good right now. Oh, you'll be fine. You'll be fine. And I just, I just was not prepared. I just went up there and I went into flames. Just went into one girl. I remember what girl in the audit, she goes, I was just eating dick up there. And I was editing my material and chopping the jokes as I go along and one girl goes, you kinda hot,

Speaker 5:          01:58:42       but you're not funny. Oh. And there's nothing you can say when you know that that's true. Not that I'm kind of hot, but that I'm not funny in another guy goes, you're fucking suck. You fucking suck. He's just big meat heads, snap and nothing. I could say he was right. I fucking sucked. I knew I fucking suck. There was nothing I can do. And I was supposed to do 45 minutes. I wound up doing like 30. I got a few laughs. I started getting a few laughs, but there were so shaky. It was just the worst set ever, the worst bombing ever. And I still to this day, we'll go back in my head that fucking 20 years ago, that's my gig still to this day, the worst one I've ever had. And you'll go back and replay it over in your head. Okay. I could've said this, the heat that goes through your body when you're bombing, there's like, people don't understand when you're bombing, there's a, there's a hot flash.

Speaker 5:          01:59:26       You almost get hot flashes. So I'm having it. When the guy through the, the, the, the, that knocked me out of my aggression. When the chair came up onto the stage, I was like, okay, I'm not going to fight a crowd. And uh, and I gotta get the fuck out of here. The girl on the side of the stage that, that booked me is going to get off, get off. And I think this is, I was supposed to do like 40 minutes and I think I'm at 45 seconds or something or four minutes. I forget. It was so short. She's going to get off, get off. And I go, this is how badly I wanted the money. I go, where's my check? Oh my gosh, from the stage, but no one could hear me even with the microphone there. Bullying that loud. I just looked aside.

Speaker 5:          02:00:09       I go, where's my check? I go, I'm still getting paid. And she's like, yes, yes. And I went, no, I want to see the check. I want to make sure while you're onstage. And I always was under the impression like you have to do your time to get paid and they're getting me off before my time. So are they going to like not paying? So I want that $500 a month and I'm going. I was willing to stand up there for 35 minutes and take the abuse. I wanted the money so bad. And don't you think though that you learn so much about those, about your comedy from bombing? So that just like fall to me. Yeah, it's the ultimate school. Fuck you and I. Right. Then I said, uh, I go, uh, let me see the checks. And they went and got the check.

Speaker 5:          02:00:50       That's it. That's why I was up there four and a half minutes. They had to go get the check, come back and then you got off offstage. I get off stage and they rush me out the back door like people around me because they're afraid to riots going to start. We go up the back door, the stripper is waiting there and she smoking weed with a couple of guys out there and she goes, hey, where are you going? And I'm like, you didn't see what just fucking happened? She goes, yeah, that was some bullshit. And I'm like, so she can stick around though, you know, in bid on me. I go, are you fucking kidding me? Kidding me? Do you think they would have let it go? They were, the audience members would have forgot. I don't know she, but I got her phone number.

Speaker 5:          02:01:27       She gave me her phone number. She said, give me a call sometime and I get in the car. Do you remember? This is like 1997 or 98 that this happened or whatever. The guy drives me to the train station in a tr. Nice in it. In this little black triumph. Any so fucked up. He's been drinking so much rom and he's driving like 100 miles an hour and I'm going because he wants to get back and I'm like, dude, slow the fuck down. Slow the you're going to kill us. And he goes, man, you suck. He's like, you are terrible. And I'm like, shut the fuck up. And he's like, no man, like I've seen comedians. You're the worst I've ever seen. And he's driving me to the train station. Tell me how bad I am. And it was a black dude. Yeah. And I get on the train.

Speaker 5:          02:02:08       It was the most racist I've ever been in my life because I'm just looking at every black person, like blaming them for what happened. But I imagine it live in your whole life like that. But welcome to being black. I get home and at the time I was living with him constantly fucking with him. I mean, it was like the river I learned, right? That, that was a great learning experience. I get home, I'm living with my sister and uh, at the time, and this goes back to like answering machine time, like people had answered machines and the cell phone. Well I, I, I must've called street. I don't even remember calling the stripper, but I must've because my grandfather dies and we're on the way to my grandfather's funeral. We had already just done the viewing or whatever. When you go then from church and you go to the cemetery, we're going to the cemetery.

Speaker 5:          02:02:50       I'm in. My dad had one of those, like he had a cadillac I remember with a car phone built into the car. Nice. And my dad, my mom and like two of my sisters and me and uh, uh, my sister decides to check her voicemail, uh, the answer machine at home and puts it on speaker and she listens to the stripper and I swear to god it comes on and goes. It's like next message. Beep. Hi eddie. This is heaven because stripper. You met out at suny farmingdale itself, a stripper. I'm just returning your call.

Speaker 5:          02:03:28       My sister looks at me and goes at pap apps. Funeral dad's funeral. That's hilarious. That's great. Don't you? Don't you think though that you like your comedy makes these big leaps after these horrible, disastrous bombings? Yeah, you absolutely have to go through it. Check it, fired up. Even if I see like a bad review online, like I'll read 10 great reviews of like a show that I was at and then one guy says, I'm still waiting for my first love that. Can I just get like a little anxiety? Like, man, I got to work harder. But see I'm for one, like one bad one will. I think that shit's good for you. I really do. I'm different. I and I don't want to blow smoke up your ass, but I like I've said I need good comics to inspire me and I see so much shit comic and I saw you one night working out and I was like fuck, fuck. He's going deep. He's going deep and he's not afraid and he's fucking like when you're doing. The monkeys were just a bunch of monkeys on a rock spinning through and I'm like fuck. And I just went, fuck. I gotta go home and write, fuck, I look like one of those lights. Awesome. I said to you have to show I go fuck you. And I like had to hurry home and start like, just like. And I like to watch really good comp. Like I'm one of these comics

Speaker 12:         02:04:38       I love when I get to pick my middle act. I love to bring the best fucking comedian I can bring. Did I go on the road with joey diaz and does he just show ideas? Is the funniest guy that's ever walked the face. I've never laughed more at anybody ever in my life. Twenty three years of being a comic. Have you ever met anybody funnier than joey? I mean it's like a cartoon. He's just, he's just explosive with energy. Just makes you happy. You know? He just ridiculous. It makes you funny or two. He makes me funnier and funnier with our work with joe. That's how I feel better. And that's how Brian Mccarthy, I feel the same way. But what you said, like I saw dave chappelle once at the, at the comedy store and I felt the same way. I want to go home and write.

Speaker 12:         02:05:10       I'm totally inspired by great comics too. Like I saw louis at the, um, at the improv and hollywood, lucy kay and I wanted to go home and write. It was really great performance in norton recently I saw norton at the cap city and austin fucking great. And that same feeling I want to go right. But I also get inspired by people who don't like me. Yeah. Even fucking, you know, haters online. I can get a million people who love me. Dude is the greatest fucking show I've ever seen. Some amazing. And one person who's like, you know, fucking hang it up, streak two ufc. Oh, what bitch, you know, I'll get, I'll get like fired up to. I have to zone them, work harder. It gets good to zone them out. But it's good to be humble. I really believe. I mean, it's a bad feeling to have someone negatively critique your work.

Speaker 12:         02:05:52       It's a terrible feeling, but I think there's something to it that's good for an artist. There's something that keeps you sort of humble and balanced, especially in this either direct adulation relationship that you have with an audience. You know, you're immediately giving them what they want to hear and they immediately laugh and they tell you how much they love you. I mean, you can get imbalanced by that. You can get lazy. I mean, we both know comics had got fucking super, super lazy and one of the reasons is like, you know, they're not for whatever reason, there's not, there's not enough balance. You know, they just got to a point where it was too easy for them to many people being nice to them and they just, they lose it. Know chris rock once had a really important thing that I read where he's talking about how he bombed really hard.

Speaker 12:         02:06:31       What's going on after martin Lawrence Martin lawrence, which I did too, by the way, a bunch of times at the comedy store when I was a fucking. When I was on hardball to show that nobody ever saw on fox, I would go on after a lot of guys to comments are mitzi shore. God bless her. She did a tremendous amount for me early in my career and one of the things that she did for me, she always put me on the most devastating comedians in the night right on after them, like dice clay. I went off to dice clay 100 times. Richard pryor have to. Richard pryor when he was in a wheelchair when he couldn't even talk for five weeks. Every time martin lawrence would have a set. This is back when martin law into that tv show. He was all fucking destroy your. I'd never seen an aston martin either. Martin lawrence is in the back parking lot with an aston martin. I was like, what the fuck is this thing like me and a couple other comics like circling around. I was driving a volkswagen. Sure rocco. It's like scratching my chin. Like what the fuck is this man? This thing's crazy. And martin would just devastate the main room. I mean devastate when martin lawrence was in his prime, that guy does not get enough respect because if you go back and watch some of his old standup, he's just fucking

Speaker 4:          02:07:36       funny. And that show, martin do that shows that the writing was like nonexistent, but he carried the whole show with all his characters and he pretended to be women. He's fucking funny. I would be a backstage st just like the brewer night. I mean at least I had been past the brewer thing. Like it happened like a couple years before that. So I had recovered and I knew how to like get out of the gate strong because 90 percent black audience, you know, and I'm just ready to go on after him and he's crushing and then he's like, who's coming up next? You know, he has to bring me up. So martin lawrence brings me up, you know, he calls over to the piano guy. Piano guy says joe rogan. And he goes, all right, y'all give it up for this next comedian, mr joe rogan, very nice guy says, and I just go up and eat a bag of shit up.

Speaker 4:          02:08:19       Just a, a big manure bag that you would buy like at a fucking farm depot know, just filled with shit. I'm just chilling and people are getting up in droves and leaving. But all that stuff makes you way better. It makes you a way better comic because you realize you don't ever want to make that feel, that feeling. It's like you feel the fire behind your feet and it makes you run faster. Like you're only going to run a certain amount when you're not pushed that. No, I feel like it's funny. Like you said, sometimes I just go, I'm shit, I suck now, blah blah blah. But I don't realize that I don't have the ability to bomb like that anymore. I mean it can happen in a bad situation now. Like something really fucked up happening. But like I used to have to New York, you know, million times sde used to the seller.

Speaker 4:          02:09:02       She just wait and put you up after the hardest person to, to, to make sure you were ready for it. I had to tell forever, every night in the cellar and that's all I got so dark because patel would just. His jokes were so amazing and so dark to that. It was like I had to go to a darker place than him pick up the frequency where he leaves. And I remember just bombing so bad in the seller that I would just start, start just like, what's the fucking freestyling, just saying the worst things I could say like talking about killing babies and shit, like trying to get out of this horrible that I would just shock the fuck out of the audience and it never works. And it was like, that never worked. It was almost like if you go into a zone though of like, I'm going to pretend like they're not here and I'm just going to just keep saying this shit and hopefully they're going to come around because this is so painful.

Speaker 4:          02:09:52       I'm in this terrible, terrible bomb. But I mean I had, like I watched you on, what was it, a, any evening at the caroline's comedy hour. That's where I saw you first when I was like a little kid. I didn't even do comedy. And I'm like watching you and you were dirty. I remember you and sarah were on it and sarah was dirty and so he's a little kid. I'm like, these are good comics. These two, these are convenient. It was so hard for me back then. They even come up with seven minutes of material that I could do on tv. I would have to sit down and go over my shit. I was like, god, I can't do that bit. I can't do this, but I might have had an hour of material. I might have had five. I could do it. I couldn't imagine you bombing because of the way your act was like you had the competence and the dirtiness and everything.

Speaker 4:          02:10:29       So I was like, this guy can't bomb. It's not. So you probably a lot less bombs than I've had. Wow. Well, yeah. Was it. Well, you know, I've had a bunch man. I don't know about that. I don't know how many you've had, but especially the store. I had a gang of them in the early days when I was going on after, you know, like really good comics over and over and over again. I had a. I had a quite a few bombings. Yeah, but the early days were way worse. The open mic days were fucking brutal because you're really not supposed to be up there talking, you really not good enough. And then look, brian has been doing standup. He's been doing open mic nights just for a short period of time. So you're in that kind of zone area where you're learning it and figuring it out. You're in that stage of your life where sometimes, you know, I've seen you go on stage and you're trying out new joke and it just doesn't work and you're just fucked. You know, you're just stuck in this rut. You know, you're right there right now. Right.

Speaker 9:          02:11:21       Well, I had a horrible thing the other day where somebody I knew a was sitting in the front row and they thought, oh, this is awesome. I, you know, I, I could say talk to brian while he's on stage. He said the whole time she's just like, making me going like that, or she like I said something like, oh, I just broke up with my ex. I hate that bitch. And she's like, oh, whenever you're not over her. And like I said, it loud enough where like, it kept on like fucking me up and then it just throws you off and I felt it. I felt I felt way off my tracks, you know, but I didn't, I never feel. I haven't really felt like bomb.

Speaker 4:          02:11:55       Well you gave me anxiety so I had to go on afterwards and I was like, this bitch going to talk to me. Fuck. She going to talk to me too though? Yeah. But I don't want to. I don't want. I'd rather not. You know, people say, oh, you know, you're so good with hecklers. You must love it when people talk. Shit. No, I want everybody to have fun. I don't want to have to ruin someone's mind.

Speaker 9:          02:12:15       Bob hope joke. That one that talked a few times on the podcast before when I did that and I was booed and hissed. I took off comedy for five years

Speaker 4:          02:12:24       to find joe. Bob hope died. He goes to hear bob hope died. Yeah. They're going to fly out his body to entertain all the dead troops. That's great. It was the day he died though, and it was like during like, you know, after he got some orange and I say, what my favorite joke of yours is the one that you're doing right now, but your dog? He goes, uh, I have a bunch of cats and dogs from other relationships. It's like whenever we break up, I keep their cat, I keep the dog. He goes and they all have the same personality as the girls that I was dating. It's really funny, like all of them hate it when I come in their face. Now I break it down to each and chris white house from Australia. I think he's a kiwi, but he lives in Australia and he's really dark and really funny. Really good job. What's a kiwi? A new zealander and a. His name's chris. When he writes jokes, he writes a ton. He on twitter. He's right. I don't know his name on twitter, but he writes tons of jokes all the time. He did a joke about the crocodile hunter. The day the crocodile hunter died and somebody in the audience yells out too soon and he goes to soon. I would have done that joke on the fucking boat.

Speaker 4:          02:13:29       I said something about the crocodile hunter when he died and I actually felt bad about it and the reason why I felt bad about it, but some, you know, what I said was I go, he dies, I go, my act gains 10 minutes. I don't see the loss. That's what I wrote on a message board. And I just flippantly, you know, comics will say shit like that just to fuck with each other. Like have you ever done the open anthony show now? Never done great fucking show. And it's, everyone tries to say that like louis, c k will say the mean is shit to norton who will say the meaning shit to ob what they say, the mediumship active but it's not real. It's like you're trying to get laughs and someone said, you know, hey man, this guy has like a family and children with his children read that.

Speaker 4:          02:14:04       And I went, oh shit. And then I thought about it. I'm like, okay. I don't even really think that I don't even really believe that, and I was really mad at myself because I would have totally written a crocodile hunter bit if it wasn't for the fact that I felt bad that I wrote that I said that, which was our very short sighted and it wasn't really even funny. It was just like a quick, easy, cheap like jive. And I thought about it. I said, god damn it, I fucked myself out of a good crocodile hunter because for sure that's like right up my alley, you know, like I'm fucking. No one's more fascinated by predatory animals than me. And when a dude who fucks with animals his entire career, look it. When a guy like that fucking gets killed by an animal, I mean there's a, there's a fucking wealth of material there.

Speaker 4:          02:14:47       I said in earlier in Australia, I said before he died, uh, I watched the show. I go, I mean, they all think America loves the crocodile hunter. They think we all do, but it wasn't like, because they're not as into them as we are. Really. No, not at all. They all kind of think he's a freak and they're not that australians have a thing about australians who become famous somewhere else. It's called tall poppy syndrome. They, uh, they try to cut down the tall flower you because jeffrey's was pissed because he would go back to Australia and people wouldn't buy tickets to a show, you know? He's like, I've got a fucking. Hbo is bash it. It's my worst. Jeffrey, he doesn't have a lot to complain about right now. Things are going great, but the eye, my joke was, I'm watching the show. I go, I admit I watch the show and I watch it every day.

Speaker 4:          02:15:31       Hoping every day will be that day since it's gonna happen, you know, you put your head in fucking crocodile's mouth now. And then when he died it was like a funny joke. Everyone used to laugh at it. Then when he died, my, my agent over in Australia call me, he goes, mate, you're fucked. I go, what? He goes, they're playing your clip on the radio. And I was like, oh no. So they were playing it like these two, like a discharge djs were playing at this one station. They thought it was kind of funny just playing my bid over and over. So I got. I thought, oh, this is fucking. I'm dead in America. You know, I would have been, had gone into hiding. Yeah, me like, mate, you're fucking, you're fucking champion. May hilarious. And I was like, I want to go to Australia more. These guys are fucking cool fun man. You know what? I love the color legend champion and a legend that sit in england all the time. Your legend, the legend. Your legend mate. Alright, speaking of legend, before we get out of here, I got it. I found the bill o'reilly thing and I got to read it because it's so ridiculous.

Speaker 12:         02:16:30       Then when everything about bill o'reilly, no matter what you think about his opinions, this is what you need to know and this is some, some fucking voicemail that he left from some woman. Her name was andrea charisse and she sued him for sexual harassment and this is what he goes. You would basically be in the shower and then I would come in and you would have your back to me and I would take the loofa thing and kind of soap up your back, rub it all over you, get you to relax hot water and um, you know, you'd feel the tension drain out of you and you'd still be with your back to me. And then I would kind of put my arm. It's one of those myths, one of those loofa mints, you know, so I got my hand in it and I would put it around in front, kind of rubbed your, tell me a little bit within and then my other hand would start to massage your boobs, get your nipples really hard because I like that.

Speaker 12:         02:17:20       And you have really spectacular boobs. So anyway, I'd be rubbing your big boobs and getting your nipples really hard, kind of kissing your neck from behind. And then the other right? Yes it is. And then I would take the other hand with the falafel thing, the falafels. I don't know what that means and just put it on your pussy and. But you'd have to do it real light, just kind of a tease business. What a fucking goofy like any chick is going to hear that and go, oh yeah, I was just thinking it was going to get off on this shit. Old broken people trying to romance her. I'm like, can I choke you? And delirious jewish food. Falafel apples. Yeah, middle eastern food. But I don't think that's what he meant was sloppy with some hummus and falafel thing and that's not what you meant. Chefs and cheap phase up here. You just used the wrong word. Maybe I dunno, but that's it. Understand that this is the kind of human being you're dealing with and all this shit that you see on the fucking in the public guys. Just nonsense. You know? It's just what we said before, that people, when they become famous and they get adulation, they start all of a sudden believing the bullshit. They believe their own hype. It's step one to to losing it all like r kelly and it's fuckin xuesong. You got that bitch.

Speaker 5:          02:18:32       Yeah. You want to play at the end. We can cut it out the very end. Yeah, let's cue it up. Cue it up and we'll play it at the very end. Do you know the angelica houston? I think he heard that. Said it. She goes, uh, uh, I go by the motto. Never pick it up. Never put it down. Like, if you don't take the adulation, you can't take the criticism, like focus on yourself. Don't focus on like what other people say. And I try to do that because if I can get on people, but when you walk out of a show and people, you're great, you're great. What do you know? That's just your opinion because you're going to hear you suck too. Right? And so that way I don't take the. You're great. You're, I just go. Oh thanks. But I don't let it soak in because otherwise

Speaker 12:         02:19:07       what I like, I like hearing we had a great time. I don't want to hear your great. I mean, if you think that. Thank you very much. Um, I'm trying, I'm working hard. Keep going. I do it all for whoever likes to see the comedy. That's what I'm doing it for. I mean that's you, I think you, you, you alter your motivation as you get older and as you get more successful and as you kind of get a better understanding of what you're doing. Like as an artist. And I think initially I just wanted to get laughs. I just wanted to, for me, I wanted to prove that I could be good at this. I wanted to get some success. I wanted it, I wanted to do it for me. But then once you get the success, then it has. You have to change your, your, your rational or your um, rather your motivation has to change and it has to become, in order to stay good and to stay relevant you have to, it has to become about the art.

Speaker 12:         02:19:52       You have to be obsessed with creating good stuff. You have to be obsessed with doing something that people are going to enjoy. Those pops of brilliance when a new bit comes to light in. Did you go through a change though? Because I remember like when I watched you when I was younger and I was like, oh I liked you because at that point in my life I was into like island here, like tits and ass and fucking pussy and that's to me you were that kind of comic and evening at the improv was guys with their sleeves rolled up going what's the deal with and you, you're gone, you know, fuck that pussy and a while I was a savage. And then you think about how I got into standup comedy. I was a fucking kickbox. But then you changed. Now you do this kind of intellectual type material that's like, you know, like what you talked about now.

Speaker 12:         02:20:30       Well when I was 21, I'm still have a million dick jokes. But when I was 21 I had nothing to say about anything else. I had no opinions. I had no opinions on society. I had no opinions on life. I didn't think about religion at all except it scared me because I went to catholic school when I was little. All I thought about when I was 21 and was pussy, that is all I was a fucking savage. That's all I thought about. I was here. I was a former martial arts teacher and fighter who is now a professional comic and I was making my living working in bars and doing standup and trying to make girls like me. I mean that's what I was doing. Yeah. And all I was obsessed with. Yeah. And all I was obsessed with was fucking. And people would say that to me like your act is all about sex and is your act all about sex?

Speaker 12:         02:21:11       Um, because I'm fucking 22 and my hormones are blasting inside of my body, like a broken fire hydrant, slamming against the walls of my heart. Like what are you talking about? That's all I'm thinking about. I don't know. Anything else? I had no opinions. I could say sex jokes onstage and people could laugh. You know? Why? Because these are things that I was actually thinking about. So I had actual humorous points of view on it and people would say, well, you're acting so dirty. Well, am I supposed to not talk about what I'm obsessed with? Should I talk about what you're obsessed with? I, I guess I should have balanced. It did go through a long time where, you know, especially if I do like a half an hour set, it was too much. Sex talk was like, it was like enough already, dude, you knew me, you must have something else, you know, how many come shot jokes can you have, you know, but it's, as I got older then I started, you know, looking at the world and you know, then you know, actually thinking about things and then actually forming opinions and you know, and it can deeply considering those opinions before I ever thought about taking them to the stage.

Speaker 12:         02:22:07       And then I had opinions about things for years and years before I ever tried to like put them in a humorous situation. It's just a matter of developing as a human being. But you know, as your motivation changes and as your perception changes, I mean it's just, you, you just mature, you grow, you think about things differently. But as your audience, your, your, your ufc audience,

Speaker 5:          02:22:26       the guys that are like mma guys and like that kind of stuff, are they on the same mindset as you now with your customers

Speaker 12:         02:22:33       cereal? Or you'd be amazed, first of all about ufc fans. The first of all, the broad spectrum of fence. There's some fucking brilliant intelligent ufc fans. I've met some people in the mixed martial arts business, whether they're trainers or competitors or you know, people who just do it, you know, as a hobby or involved in a management aspect. Fucking brilliant people who are huge fans of the sport, you know, I met a bunch of them are really like the guys who own the ufc there. Fucking smart people, man. They're not caveman. I mean dana white's crazy and he swears a lot stuff, but he's a fucking really introspective, like a very considerate and compassionate person. Like these guys like dana white recently saved some Thailand girl. There was a girl who needed to, like, I believe it was liver surgery and she, she was the daughter of a trainer at tiger moitai.

Speaker 12:         02:23:18       Somebody put a thread about it on the underground and this girl is going to die unless she gets this surgery within the next eight weeks. Dana white fucking paid for all of it. You know, he's like one of those guys. He's not an asshole. He's not a meathead, you know, he's a. He's a really good dude. Well I guess people that, you know, everybody looks at like cage fighting fans and they think, oh, they must be assholes with skulls on their shirts. A lot of them are, but a lot of martin and even in the assholes with skulls and their shots, they can be lead. They can all be. Everybody can look at things in a more compact, more fun, friendly.

Speaker 5:          02:23:47       Well I'd imagine that like cage fighters to themselves or kind of perfectionist kind of guys. And then like, what was that thing? I texted you one day and asked you about the quote about if you can do one thing, well you can do me a moto massage you. That's why I got this tattoo. See that shit is because I find sashi versus a tiger like those that I do that crossfit stuff and all the guys I do crossfit with our obsessive compulsive and very intellectual, uh, you find these guys are great athletes and you would think they're just dumb fucking, you know, can climb a rope and fucking power lift, you know, deadlift 500 pounds, but you start finding out they know everything about nutrition and then everything about this and then it goes to supplant transcendent. People are not disciplined, right? Dumb people can work hard if they're like in a football camp and the coach is screaming at you every day or you know, if you have to, you know, what you're in the army or something like that.

Speaker 5:          02:24:33       But when you have to motivate yourself to go to the gym and you have to motivate yourself to buy the proper nutrition and that takes intelligence, it takes a certain amount of discipline. Yeah. So I've seen that these mixed martial arts I've said, because I would say that them, the guys that, that do fight and are really into it are probably good fans that really get all your material and, and get into like the intellectual shit. But I'm thinking like the average guy, wwf foam and goes, hey, I just want to see some broken blood. This. Does he come to your show and be like, don't be a dick joke.

Speaker 12:         02:25:03       There's that. But you know what man, I, I make sure I try very hard to make sure that my jokes are first and foremost funny. You know, whatever my point of view is on something. It has to be, it has to be digestible to a lot of people. But there's some weird shit that I might think. It's funny that if I had an audience audience filled

Speaker 5:          02:25:19       with, you know, only like guys like you or dunk in or you know,

Speaker 12:         02:25:24       someone who's like a very smart person that's, you know, of a certain age. I could talk to about almost anything I would do different materials. It was just you guys, you know, but to an audience full of a bunch of people. First of all, I want everybody to have fun. You know, I want, I want like a, a julius fun, festive atmosphere. I want, I want, I wanted to be like an hour long party, you know, and the party filled with ideas and thoughts and then you know that I'm not coming from coming from a place of ego. I'm not a egomania I'm, I'm, I'm calling for a place to just, let's just figure this out. Let's try to put this all together. It's not me, it's not about me. It's about these ideas. It's about fun. It's about having a good goddamn time up there.

Speaker 12:         02:26:01       So it's the ideas. But I've got a lot of weird shit. My act about time travel and the large hadron collider and there's like, there's some shit that, there's some songs. Sometimes when I'm on stage I go, god damn, I'm taking these motherfuckers don't fucking twisty road here. I hope there with me no hope there with me when the punchlines come because there might've been like, you know, after five minutes of large hadron collider rant when I get to the end, they're like, what the fuck is he talking about? You know, people are taking notes. I better go home and read about this shit. I think, you know, I initially I sort of, you know, did comedy just to try to get labs and this is what I always say that there's like a bunch of different stages of comedy. I think the first age that you do anything you can to get a laugh, you know, I mean, I'm sure you've said that some hacky lines in your life that you're not lost about.

Speaker 12:         02:26:43       I mean I look back the last time, I think in 1997 or 90. No earlier than that. I was on newsradio though. It was like 95, 96. I told some woman, hey, I don't come to your job and slap the dicks out of your mouth. I can't believe I still use that. Like in 90 I used it one time. It was in montreal at the comedy works. Some chick said something right after. I said, I'm like, man, really? You didn't even dig into your bag. You just grabbed the most obvious stupid hacky law. I still think about that to this day. You know? I think initially you're just trying to get laughs and then once you get good then it goes from what makes me laugh, you know? Instead of just trying to make anybody laugh with like a tool, like I have a hammer, look at my hammer, I'm going to hit the nail dong.

Speaker 12:         02:27:23       Then it becomes your perspective. It's like becomes, you know, this is that, this actually is funny to me, and then it becomes how do you make someone laugh with your opinions on things like what, what are your unique points of view that you can somehow or another turn into comedy. So to me there's like been three stages in my life. The first stage was just say anything. Even if you didn't believe in it. I said a lot of stupid shit about, about gay people, about whatever the fuck I was, if I thought it would work, you know, to me it was like, is this a brick? Can I kill a rat with it? Let's kill her at, you know, it was just a tool. I think I followed your model and I'm just, you know, years behind you doing the same thing where it's the analogy, good analogy. Hired was golf. They said when you learn to golf, just fucking hit the ball as far as you can fucking hit it and then hone your swing and bring it in instead of trying to hit it right. And then trying to hit it far so like try to kill it first. Try to learn how to kill and once you kill you'll get all that confidence and you'll never be scared and then hone it in the good,

Speaker 4:          02:28:22       you know, really creative, interesting jokes with your point of view. But you can't go out there initially with that. Some guys probably have, they try, but they seem so pretentious and especially when you're 20 and you're breaking down the government police shut the fuck up. Yeah, please go get hit in the head by a ball, you know, please get punched. You know, go, go do something. We develop some character to talk about this off air. Someone who does that. Right. I'm sure there's a lot of people will do it. Just, you know, you want to be somebody, man. You want to be. Bill hicks, you know is a great fucking lana punchline. One of the great clubs you ever worked there. One of the best jobs on country. Fucking fantastic club. Anyway, the atlanta punchline has a, a back room, like a green room and it's got a bunch of shit written on the wall and one thing that I took a picture of a, put it on my mobile log back when I had a mobile log.

Speaker 4:          02:29:06       I've got to find it. It must be on my. It said it's quit trying to be hicks fragment. You started the at friend. Oh, okay. Well go check that shit up. It's just check this out, joe, read pancake, pancake.net. I don't think I need to see that, but don't go to red pancake.net. It's some sort of horrible venereal diseases and poor fuck has. And brian wants you to look at it. Eddie f dot. Where are you going to be next man? I am in Australia. Pretty much all a. Yeah, I got it. We got a lot of australian people that listen to the show. So tell us where I'm doing the adelaide fringe festival. I'll be at the arts theater for 10 nights only. And then I'm doing brisbane only 10 nights in a row. Jesus christ. I've never done 10 nights anywhere. That's incredible.

Speaker 4:          02:29:48       Okay, cool. Four hundred 50 seats. So start buying tickets. Holy shit. And then unpack places in Australia. Huh? It's going well. I'm really happy. Is that weird to be super famous in another country? I'm not super famous at all. I mean are just super famous. I'm at. I'm happy with how it's going, but I would like to see the same. I told you yesterday I go, it's not like I love Australia to great fucking place. I love to serve, but you want to do the same thing here. They just, you know, I like being around my family and I want. My parents did not think I'm a failure. Holla at your boy. So, um, what is your website? Uh, eddie ift, ift.com. And on twitter and it's eddie ifttt, facebook. I'm on facebook. The facebook and facebook is easy to find. And our podcast is talking shit.

Speaker 4:          02:30:29       Yeah. And your podcast. Is it backup now? It's, if you google you will find it. You don't have to go through itunes. Everybody thinks you have to go through. So libsyn, libsyn, available. No matter what. All the episodes are available and you can get to libsyn, I assume from eddie f.com. And if you just took it down because of the name, they took it down a title. Yeah. In the titles. And we fucked up and took it down from, I guess I have to eat this guy's cunt. Well they should've taken a down for that. Yeah, we just do a podcast number one and he actually had it done and I just have the guests, I understand their thing, trying to keep children away from explicit stuff and understand if we fucked up, we fucked up and they have a filter though. You think they would have some kind of say they do and that's what they did. They bumped us off or breaking the rules and we just didn't know. And so they killed all your feed and now you have to get a whole new feed. Yeah, we're going to have to get a whole new feel all your subscribers. You have 35,000

Speaker 2:          02:31:20       subscribers for now. We're going to lose all our subscribers. So dan have to resubscribe. So please folks go to itunes and resubscribe. Is it up now? Is it? I don't think it's up until tomorrow. Okay, go to [inaudible] dot com and download it. It's hilarious. Eddie f this hilarious. And jim jeffries is larry's too. So the podcast is a fucking. Can't miss you. Dirty bitches. A job's going to be there someday. He's going to drive all the way to venice and do our fucking shit. I'm going to tell me when you, we'll, we'll work it out. Tell me one maybe you heard it maybe last week. You guys around next week. Monday, tuesday, wednesday. Maybe we'll figure out next week. I know I'm, I was supposed to do tuesday with the. What's that dude's name? John lewis. Joy from the league. How do you say his name? I think you said it right?

