Speaker 1:          00:00:48       Right now, here we go.
Speaker 3:          01:53:32       you know, the Prius has, it has an option to be a, my fireworks broadcast. Verizon Network Rail and so if you get the, the, the IPAD, you could broadcast verizon network and then connect it. That's pretty bad ass. I like the pre to. I'd like to. It seems to be as responsive as an iphone and it seems to be the only one that video they opened up 50 applications at once. You can't do that with his fucking clunky hunter shit. This is like seriously. This is like a dumb knockoff from a third world country and storm to. Yeah. Not even like you ever see those fake, you know the storm to is. Have you seen those fake iphone? They make another countries that are just clunky ass shit. You know that. That's what this is like. It's like it's so beyond. It's so behind tor to come out yet.

Speaker 3:          01:54:18       Not yet. That's what I want to get. February third, I believe that comes out of the Palm Prius because I liked the way the palm thing slides on the screen is way nicer. I've always been a fan of palm and it looks like they got their shit together on this one. Did you get your shit together? I hated the last one. We had, remember we all had a trio, several hundreds or whatever, but we thought it was the shit when I first. Then it started freezing up all that time and we were like, yeah, I think I might get that.

Speaker 6:          01:54:44       Whoa. Can we see in your book when it comes out? Unfortunately I don't have any fucking pictures of when I was younger. Not Very, very, very few, but it was all about, uh, the road by doing standup. When I first started out, I just got a bunch of crazy stories that I thought would be a good first book to write. You know, it's just, it's basically just crazy road gigs, like trying to make it as a standup comedian. You don't realize how strange it is. Like it's such a crazy life and it's, you know, you don't know what's going to happen. You don't know where you're going. It's the most, it's the most unsure way to make a living, to try to be a professional stand up comedian. Pre is not all that. I

Speaker 3:          01:55:22       can't open that many apps. Why? What are you talking about? So what are you talking about? There's a video of lost. It's online. Just go watch the old one. You couldn't open up that many gaps, but the pre plus as much more internal memory to be on top of it. You had this conversation with Brian rankled. The prepress can actually. There's a video of somebody opening up 50 apps at once and it's still playing need versus

Speaker 6:          01:55:45       hey, you guys should put up a contest for people to be on your show. Laziest stalker ever just to haul

Speaker 3:          01:55:57       Alex Jones. Agent. Yeah. People always want to know that actually he's Bill Hicks and if that's true,

Speaker 6:          01:56:05       Stan hope is in Austin today. He should have stopped in to see Alex Jones. Would they get along? Yeah. It's their friends and hope hoping. Yeah. Alex was friends with both of us. We all talk about how crazy it is, but.

Speaker 3:          01:56:16       But last time Alex Jones get on a stage or something like that. Yeah, that was. Alex is crazy.

Speaker 6:          01:56:24       He's a nice guy though. His name

Speaker 3:          01:56:26       Alex. Oh, I love hanging out with the dude. He's fun to hang out with. But every time I ran with the guy, I always feel bad for him because I feel like I might just relaxing and calm down, you know, turn off strong. He doesn't turn off

Speaker 6:          01:56:38       very high. Strong father loves the UFC. Whoever's doing mark cadens. Not that funny.

Speaker 3:          01:56:45       Mr. Angry Amadeus?

Speaker 6:          01:56:50       No.

Speaker 6:          01:56:53       The wash. The state of the Union. Any thoughts? I didn't watch it. Did you watch it? What state of the Union? Who Cares? You know, it's almost like at this point in time, I thought that right before Obama got elected, you know, when, when you know, it looked like he was gonna win. I was like, wow, this is so crazy. This guy's gonna win. Like this really, really felt like things were gonna change. You know? It really felt like, wow, maybe voting is real. You know, this guy can get an office. He's got a black guy from a single mom and you know, in the way he says it's going to get everybody out of Afghanistan and get everybody out of Iraq. And meanwhile he doesn't.

Speaker 3:          01:57:27       Well, he also said when he was running like, this is a long road. You know, I've got a lot of my room, he never said it was going to be quick. Like even when he was, you know, he's said this the whole time, troops to Afghanistan, you know,

Speaker 2:          01:57:39       I don't, I'm not a military expert, but will we have to look at for real is we have real problems at home. We have real mean. When you look at the enemy, you look at attacks on America, like there's this big giant distraction that the big fear it seems we have to worry about, worry about from other nations from all over the place. There's a lot of crime and violence in America that America that we got to worry about before we worry about crime. A giant group called the Taliban acting to kill Americans, worried about the thousands of people that we kill every day and how the fuck do we put a stop to that shit? How do we put a stop to senseless violent crime in America? And then we got to deal with the fact that we're right next door to Mexico and Mexico is way crazier than Iraq and Afghanistan combined.

Speaker 2:          01:58:24       More people get murdered in Mexico than anywhere in the world. The war on drugs in Mexico. There's five times more casualties this year. Some something like that. Victor Dobela, the guy who does the, um, uh, the, the, the Spanish version of my job for the UFC. Great Guy. He was living in Juarez and he told me it was some crazy statistic, you'll have to google it, but it was like five times more people died in the war as in one year then died in the record. To me, it's not man, they're, they're just killing people left and right down there. And the reason why they're doing it is because there's so much money and selling illegal drugs. The United States from Mexico. I mean, it's incredible. These guys get so God to enrich and they're fighting over so much that the violence is insane and they're killing police officers and politicians and they brought over fucking tanks and shit and they got tanks running through the streets in Juarez.

Speaker 2:          01:59:17       I mean, this shit is happening literally into a country that's connected to us. You can fucking drive there. It's not, you don't have to fly halfway across the world to deal with some conflict, whereas the enemy is there. The enemy is anybody who's murdering people. Alright. Anybody who's so fucking crazy, they're killing five times more people than die in a war. I mean, it's right there. That's a war. There's a war that were not even involved. It's connected to us. It's fucking dangerous. They're getting rich and shit and they have tanks and who knows what they're going to get. I mean, in Mexico you'd probably buy jets. You know, I could probably bicycling fucking US army jets from Russia. Who the fuck knows? They have billions and billions and billions of. I mean they're so rich. It's scary shit, man. Very scary shit. Are worried about what's going on in Afghanistan, but the problem is there's money in Afghanistan, there's natural gas, there's money in oil in Iraq, there's oil controlling the natural gas pipeline. The reason why people have been trying to get to Afghanistan over and over again for so many years with the Soviets invaded them. Why they're there. They're trying to get the resources. Whenever we fuck with other countries, we're trying to get their resources. That's it. In the future of the electric cars, do you think people are going to be like blowing up radio shacks and like protect the radio shack batteries. Nevermind. Get that one at all. You didn't even get it.

Speaker 2:          02:00:39       The cartel isn't saying. Yeah, it is insane, man. It's scary shit. Where do you get. Can you get this gracie shirt for from. I got it from a Gracie Jiu Jitsu website. I'm not exactly sure what the name of it is. What it was that, that bitch got cut. That is.

Speaker 5:          02:00:56       Don't know.

Speaker 2:          02:00:58       Oh, that's a girl. So they beat her up while she was pregnant. Is Steven Jackson like a football player? Ex-Girlfriend House. That's why she bears her results being attacked. Oh, attack at the hands of the NFL star. Oh Shit. Damn. Who knows? She might be crazy. The variable play quick live. Yes I have. It's fucking amazing. Or La or la Orilla. What does that mean exactly? I don't know what that means. Mexico. Mexico's guy says,

Speaker 2:          02:01:34       you know, it's, it's crazy that we have countries still. I mean, it's crazy lives like an area where if you're born over here, you're fucked the shit out of luck. We don't let you come to the good spot. It's not like just one planet that we all live on. We like separated with guard the borders and we have fucking guns and shit and they'll, you know, there's like a lot of stories about border patrol shooting people that are, you know, like holding a rock at 100 yards. You can't hit them with a rock and headshot him. He was threatening us like it's pretty nutty man. Just because you're on the other side of the fence. It's such an uncompassionate thing, you know, the, the whole idea of this, these team rooms, you know, and not allow and everybody says, well if you let them over, they would just come over and a swarm and they would fuck up the whole culture.

Speaker 2:          02:02:18       Really within our theory here in La. I mean, how many illegals are there in la? How much more would it be if it was legal here? There's some white people. Do you think everybody would just come over if they said, okay, now there's no immigration. That's just one country. The United States, Canada and Mexico. Everything that's attached is one country. I think what happened, I think they're just all come up. There would be nobody in Mexico. Yeah. You can get some bad ass deals on houses in Mexico. Then it will settle out over a few generations. Shit, you know, people would realize like Baja California is pretty fucking the cost of living here. It's ridiculous. I've been looking at loss lately now because I was at this party in the studio in a lock and it was amazing. I was like, oh, that's perfect for people. That has had a lot of shit now like last.

Speaker 2:          02:02:59       It's just a big room, you know, like it's, it should be cheaper, you know, last start like going to $3,000 out here for just. It's amazing how expensive laughs are. Yeah. No, it is weird though. Things are really expensive. You know, in cities like New York City apartments are the nuttiest things ever. New York City apartments are assets retire. You have to be like 3000 bucks for a little tiny place. That's lot of people for that mean that it's impossible to be like a significant percentage and people go, well, you know, I don't have to have a car because I take the subway everywhere. That's all well and good, but then you don't feel trapped. No. You don't feel tethered to this machine. You really want that. God dammit. Dammit. The North American Union, this gentleman says Pentair 33. Yeah, that's what it's supposed to be. It's supposed to be a North American union is supposed to be this fucking crazy.

Speaker 2:          02:03:51       How would just describe it? New World Order conspiracy that we're moving towards one world government and of how like in Europe they have the euro that goes through one one money source that we're going to do that with the America and America and you know, Lou Dobbs actually talked about it on CNN, but Lou Dobbs might be crazy. Obama was really interesting when you addressed it. He addressed it during his campaigns, so he sees no evidence for that and it makes you wonder like, how much do you think they really know how much you think? I mean, who the fuck does Obama answer to? What happens when you actually get an office? A cat.

Speaker 3:          02:04:28       That's the secret. There's this really smart cat golden head dress and it just sits there.

Speaker 2:          02:04:35       Obama, you must don't make me turn you into salt, bitch. I mean, what do you think happens when they get in there? I mean, do they meet with the heads of these gigantic corporation that spends millions of dollars on their campaign? They must, they must, you know, I mean that's one of the things that they said about Bush that Bush met with the heads of all these different energy companies, oil companies and it's like common practice that like, or it's common knowledge rather that a policy was dictated after he had these meetings. Like they had worked it out, but that's what I mean. How does anybody not expect that? If you pay people millions of dollars, you'd give them millions of dollars, your money to get them into office. Once they're in office mean you bribe them, mean you ride them. Why would you spend millions of dollars? I mean if you're an oil company, why?

Speaker 2:          02:05:24       Why? Why are you giving politicians all this money? Because you want them to like take it easy on you. You want to. You bribing them. It's nuts. I mean it's, it's crazy that that's legal. It's great and the Supreme Court recently just stopped the cap on spending on it. They said that they're like, they treated them as an individual that are corporations like an individual so they could spend as much money on campaigns they want. That's crazy. They're going to have all kinds of nutty as commercials like that talking dog commercial that they came up with. Obama has a spending freeze though on on a lot of the money last week. I thought that was the whole thing. I don't know. He probably talked about it last night. He was horrified by it. I'm sure he was talking about it, but I think that's also just because people were horrified by it.

Speaker 2:          02:06:08       I think they just got so greedy and horrific that they needed to take a step back and go, listen, we fucked up. This is like, this is like, you know, people might store in the White House with guns. This is getting crazy. Like now, you know, even people that run the corporations are like, really? If they're gonna let us do this. This is, is this democracy? Is this really with the United States was founded on Ustream. This week doesn't seem like it's been fucking up as I've been fucking up at all. No, you stream looks fine this week. Has Anybody have a problem with? Um, we were ready to jump ship you dirty bitch. And it could have been the storm last week. He could have been this, you know, Obama Obama did right after the budget's got increased by 35 percent. That's what this guy says. Obama did. What? What was the question?

Speaker 2:          02:06:51       Was saying that Obama put a cap on the spending. He did after the budget increased by 35 percent. So they increased it so they changed it, but 35 percent and then he put a cap on it. So it made it look like he was doing anything. Something to stop it. But really they didn't. Is that what you're saying? Well, it seems like the spending freeze is in 2011. He said it's all fucking nuts and that's why I don't follow this stupid. It's, it's, it's, it's so complex. Politics are so complex that a certain point in time you have to like look at your resources. You have to look at your life and go, how much time do I have to deal with this shit? How much time do I have to take care of my children to pay my bills, to manage my career, to go to the gym, to hang out with my friends, to play a couple games of pool?

Speaker 2:          02:07:37       How much fucking time do you have in a day? And that's why they can just fuck you and keep fucking you. That's why these cigarette and alcohol companies get away with contributing millions of dollars to a partnership for a drug free America. And then they make commercials like the one with the talking dog that, you know, tells the girl stopped smoking weed. It's just corruption and it's blatant and it's right in front of our eyes. I mean, the, the system is so fucked up that it's almost like someone else has to come in and fix it. It's almost like we're like lord of the flies, just a giant, large scale version of it and we're just fucking going crazy. You know, we're, we're allowing corporations and these, these dudes to make millions and millions of dollars just by fucking us. The, the, all this stimulus money that went to all these banks and they don't have to account for.

Speaker 2:          02:08:27       It's fucking chaos. I mean, that is a mad grab for cash where dudes are saying, well, we got to give them their bonuses. We don't give them their bonuses. They're gonna leave. They're gonna leave. So that's why they should get millions of dollars of taxpayers money while the whole economy melt in front of everybody's eyes. Like, that's incredible. There's so bold that they're wanting, they want bonuses while everything's falling apart and going under because they have contracts and then he said, well, we were going to lose them to other corporations like know what you're supposed to lose them. You're fucking bank failed stupid. Holy Shit. I mean, it's amazing how just blatant they are. It's almost like it's so corrupt that nothing's going to fix it and I feel like when I think about investing my time and trying to pay attention to it or God for fucking been trying to do something to fix it, it's like it's so fucked up.

Speaker 2:          02:09:18       It would take 100 lives of 100 people living in 100 lives just to bring it back to baseline, just to bring it back to no corruption. You know? Politics in America are so fucked up and corrupt and when I talked to people that really know about it, like I know some dudes who run some big businesses and I've talked to them about politics, about what real campaigns and what contributing is really all about. It's fucking horrifying. It's horrifying. It's, it should be all illegal. It should be illegal for politicians to talk while someone else writes their speeches totally illegal. There's no way you should be a guy reading a God damn script written by 20 experts in, in, in English, and in, you know, in the right way to phrase things and great writers who know how to mimic some of the responses that people got to historical speeches, you know, like, well, Teddy Roosevelt was in a similar situation. This is what he said and I think we need to address that and the founding fathers of this country really new passed. We need to address that. And they calculated so perfectly to make you interesting. We don't even know who the fuck Obama is. We know that he's pretty cool, calm and collected, but you know, until you see a dude, you know that until we have. Obama does, where a lot. I was on shit though. You got to give them that, but it's all. Anyway. If

Speaker 3:          02:10:33       he was talking like that in your house, you would think he's crazy. What we need to do as a nation and as individuals, you'd be like, why can't you just talk to us? Why? Why do they have to talk like that? Why can't they get onstage and go, listen, there's a certain age group that's almost dead, but once they die, I think we're going to be like, I think so too. I think it's just an age group that, that if we didn't do that, then people would be like, what the fuck? You know? Maybe in 30 years the president's going to be like you are, you know? Yeah. I think you've got a good point. I think that's real possible in that age group just got to go and once they're gone, weed's going to be illegal. Everybody before the Internet, Pre Internet. Oh my God.

Speaker 3:          02:11:13       You know, if you didn't embrace the Internet, God, you're just, you're, you're riding on a buggy man. You're riding on an animal. You know all that. That, I mean, can't we have a president that's, that gets on stage and talks like a normal human. He wraps. This is the guy who gets on stage. He goes, well, here's our situation. You ever seen that guy ray kerr rate Kurt's will explain a technological singularity and the exponential increase in technology. The way he explains it as like a regular dude. He's not talking about it like it's the future. God bless America and he's not. He's not getting all crazy and dramatic and theatrical. He's just giving you information, but you could get. Some people feel like they just have to do that. Like Alex Jones even, but that's. It's a fake drama. I don't mind real drama. I don't mind if the guys talking and if he.

Speaker 3:          02:12:03       If I feel like he should have, and you could tell that sincerity and that's one of the reasons why they put on that so obvious fake voice because it masks insincerity. That's what's the most offensive about politician speeches. When if they had a talk, if they had to go up there and go, well, what I want to do is I want, first of all, I want to end this war. I'm trying to figure out how we've got to get out of Afghanistan. First thing we're going to do. It was going to set up Iraq, we're going to get out of there and if he said it like a guy who was just talking to you, you will be able to see where the bullshit is, but by masking it in political speech, in that speech, that mode, that space against predetermined pairs, broadcasters and everyone, we stand at a crossroads, blah, blah, blah, blah, and when they talk like that, it's agreed that it's going to sound like bullshit and it masks bullshit.

Speaker 3:          02:12:55       I just thought that up to newscasters. Totally sweet that. So I remember because that's a bit. There's a bit in there somewhere, right? Yeah. That's why they speak speeches like that. Because you would. If they were speaking like a regular person, you another fellowship. Why did the news people on radio stations have to do it because they're trying to get that paper pay. Whatever you did, there was a fire today. Check this shit out. We fill in this on main street. Look at this building. That's how fucked up check festival. It's really hard for people to be themselves on camera. It takes a long time. Yeah, but they train them to be that way. They trained them to have that voice. That's why the weather person and a traffic person in every city all sound the same.

Speaker 6:          02:13:32       In radio, we have to have the certain data on main street. It looks like you got clear sailing on the floor. Oh, five. Yeah. They have a certain way of doing it because that's, you know, it's sort of like strip club djs too. It's like, yeah, they're nervous so they fall into this pattern because it makes them more comfortable. Some standup comedian sound like that too. You know? Some comedians like you can tell like they're trying to sound like a comic. That was a big thing in the eighties. There was a bunch of guys who weren't saying Jack Shit, but they were saying it like comics and they would get laughs. There's a few guys I want to mention names, but a, the eighties was real easy for shitty comedy. There's a lot of guys like slipped through because it was so much comedy going on. They never learned how to talk as themselves. They're always like the wacky comedy voice guy. It's your duty for 20. Oh, it's already going on. For what time? Is it a third time?

Speaker 6:          02:14:28       You guys ever talk about Michael Leonhard appointed the head of the dea? No, I don't know. You know what it's like. It's the same thing as like open up the doors to Mexico. So I, I, I don't know the solution. And the problem with the dea is really. Yeah, they shouldn't be busting people for pot. Pot should be legal, but there are some drugs that are fucking tab before you, you know, there's real drugs are terrible for you and a lot of our salt by fucking pharmacies. All right. How about Oxycontin? You got real problems. What's that thing we were talking about earlier? The oxycontin express, but these dea guys and all this, they have families, they have jobs, you know, and this is what they're doing and a lot of them signed up to do the right thing to try to protect communities and then they get involved in it.

Speaker 6:          02:15:08       And I think that's when things get squirrely and you know, you, you do realize that yeah, it is kind of fucking silly that I could tell a guy can't do this, I'm going to lock them in a cage. And you think you're doing okay because you're just doing your job. Well. If they make pot legal fit, that's 50 percent of the bulk of people are in prison for nonviolent drug offenses. Do you just immediately cancel out all their other, their, their cases and let them out? Or do you say? No, you live in the dark ages so you're fucked. You know, you lived in the ages when it was illegal. I mean you'd have to let everybody out of jail. He'd have to let like half the people out of jail. Well that's, that's crazy. They're all fucked up now. They've been in jail and they're all harden. Had been there for five years and they're fucking angry unless you're going to pay him how you gonna let him out of jail. You're going to give them millions of dollars. They've got all sue. Okay? So now you got millions of people who want millions of dollars. You don't think the economist. Fuck now let people that make pot illegal or make pot legal. Let people out of jail make the dea closed down because you're not going to go after drugs.

Speaker 6:          02:16:05       Fuck. It's like the web we have already woven is so polluted. It's so hard to. To extract yourself from it. Is that the right word? I'm trying to be smart to be immaculate with my structure of my linguistics. You're doing the fake speech thing. Speech thing. What's the sickest thing you've ever seen? You brother? What does that mean? What is the sickest thing I've ever seen? I've seen some tech sick things. Have you been at the Ronald Reagan Museum here in California? Um, no I haven't. And she'd go pretty crazy. Really baked and go see her crazy. The people, like when I was a kid, Ronald Reagan was a hated man when really can't. Yeah. Because people have convenient memories. When I was a kid, amongst anybody who's intelligent, I lived in Boston, which is a fairly liberal, very intelligent town. Very, you know, high amount of ecologists per capita people, Pretty God damn smart and Boston and growing up there.

Speaker 6:          02:17:03       They hated Ronald Reagan were all that Iran Contra Shit was going on and they made Reagan testify about selling Oliver North. I can't recall. You know, when it was salt the arms to Iran? I can't recall. I don't recall. You don't recall. Let me eat whatever the fuck you talking about. He just sit up there and say, I don't remember. That means you did you fuck you fucking criminal. That guy's a criminal. I mean that guy was your old. Tell him you don't remember. I can't recall. That's crazy. There's a do Nima. Jimmy tingle. It was a hilarious Boston comedian who had a great joke about that. He goes, if you. Here's a tip, Mr Reagan, if you sell ams to people who hate us, jot it down. He goes, make a little note. Put on your refrigerator today. I sold homes to people who hate us.

Speaker 7:          02:17:51       No, you fucking felt these savages.

Speaker 6:          02:17:54       I think we're going to end this because, uh, we don't want to overstay our welcome for your 4,000, the perfect 4,001 viewers, listeners, uh, you guys are super cool. Thank you very much for tuning in. We will continue this every week. This is, I believe five weeks in a row and you can always get them. You can always download them off this huge stream channel and we are going to look into today how to, what, how the fuck would get everything on itunes. And then eventually what I would like to do is I would like to do two of these a week, maybe one video and we'll do that and put it might do one just straight audio. I'm thinking tool. We could be better than one. I don't want to do it like a regular thing and habits so that you can rss it and subscribe to it and get it automatically downloaded to your itunes and all that jazz. Fuck Flash. So that's what we're doing. Dog. You had Brian. It's not worth it. He knows what he's doing. Use Flash, Brian, you scumbag things are getting crazy. Alright, thank you very much guys. We really appreciate it. And uh, we'll see you next week later. Yo. Oh yeah, I'm doing this right.

Speaker 7:          02:19:22       The people are still here. Ladies and gentlemen, we will now broadcast only an audio. This is

Speaker 6:          02:19:28       the secret session that nobody told anybody about that because you decided to stick around and keep your fucking ustream open. You're here, ladies and gentlemen, we're going to keep this bumping. Let's fuck. We're gonna. We're gonna. Fuck my cat. And we're going to talk for another 20 minutes folks. Why? Because this is a God damn experiment. I want to see how many people stay on people to see how many people listen to us with just a, just a backbeat and Brian making cat noises. We're down to three. Oh nine folks. It's not looking so good with losing viewers. I think we do our best work in the, um, post anyway. You know, people don't have to watch it live to be honest. We're not answering questions. Okay. Questions are coming in like a waterfall and we're trying to keep up with. What's most important is that we give you the flow. You know what I'm saying? We can be the rant. We talked to you. We can dictate what are. What's going on. Committed. I'm committed to you. My friend Adam. We are committed to Jesus in space. I'm as high as Paula Abdul is on the ride home from the pharmacy.

Speaker 6:          02:20:46       Alright, you guys are still here. We've got three. Oh, three bitches. We lost. We lost people with itchy trigger fingers. It's like when you go to and sometimes you go to the movies and these stop sit through the credits, but there's some funny shit next credits like bachelor the bachelor or the Bachelor party that's just called Fast Bachelor party. That fucking movies. Alpha nachis moving. No, no. It's a hangover. Hangover. The hanger talking Seventies. Jesus. I don't even know what I'm talking about. I was about a bachelor parties. The hangover, my apologies. That Galifianakis movie. The fucking. The end credits or some of the funniest shit. I mean, it's really, really hilarious. Hilarious stuff. So that's what this is. This is the end credits. Three. Oh, five, three. Oh six. We're gaining. Maybe it's a gentleman. Spread the word. Let bitches know this visual, but there is a funky beat and they asked, still talking and this guy says, I'm on here.

Speaker 6:          02:21:38       Twenty four slash seven. I don't sleep. Wow. Ernie, Ernie, Ernie am slander in wild man. Pet my cat for me. Listen, I can't want to want to put my cat. You fucking Weirdo can't for you. I pet my cat from her. Okay. You like a Funky beat? Yeah. I liked that music man. This guy says I like radio better than video. Personally. Imagination. I agree with you. I think there is something about that. I like listening to the radio too, man. I love satellite radio for that very reason. You know, satellite radio is the shit but this is basically satellite radio for everyday. I don't even have to pay for it, you know? I mean I think satellite radio is awesome and I have in my car, I have a serious with the best of Xm so I can get Howard stern and I get opie and Anthony and I get bubba the love sponge and I can get, you know, Ron Affairs and I can get potus politics.

Speaker 6:          02:22:33       I can get anything. It's fucking awesome. I love it. So because of that, um, you know, I think, I think what this is though, what this is, is even more exciting because this is like radio than anybody can do. I mean Brian and I are just sitting here in my living room and we got this fucking microphone that we bought at the Mac store and this is connected to our laptops. I mean, so Goddam easy. We don't have a crew and you know, I mean if we were charging you guys a lot of money and we'd had, you know, we wanted to have some sort of a production value to this thing. Yeah, I can understand that. But is that, does that make it any better when you watch the tonight show? So you really give a fuck that there's a room full of people there and everybody's cheering and do you read? You really give a fuck? There's a band. They're playing wack ass music. The at the intros and Outros. I mean when I, what I like about like if I watched Letterman, I like letterman interacting with people. He's funny. He's a fucking funny guy. That's what I like. He could be doing that in his house and it would be just as interesting. What are you doing? You're showing people pictures.

Speaker 6:          02:23:33       Going to Duncan trussell's facebook page. Tonight is Thursday. Comedy is dead to Django. Not a good comment. Got a hot date with the wife. I had a good comics. Take her to it. Um, no. I don't want to poison my, my future baby with. Oh, that a good lineup. Damn. Doug Benson, Dana Gould, Chris Hardwick. Nick, no. Nick Kroll guy. Branum Duncan trussell and Natasha Leggero. That's a good guy. Yeah. Duncan puts on a good show. That's that one that he does from the funeral and cemetery tonight. That's nutty. AP. We're promo and people. Man. You know what I'm saying? Like we've got an allegiance to our friends, but I came out that here's your $2. You guys are fagging out now that there's no video, right? Listen Fella, just because you have to use your imagination to masturbate to the sound of my voice now and you can't see our pretty faces doesn't mean we're fagging out because there's no video.

Speaker 6:          02:24:32       We're experimenting my friend. How weird is that? You guys are fagging out now or are you meaning that we're fagging out like, like Brian Sucking my cock right now when he's talking. No, that's not what's going on at all. I'll let you see a little video real quick. As long as you promise to stop being mean. Promise no stopping me and I'll let you see a little more video. Fuck you. This is radio bitch. This is the youth stream radio portion of the program. We're down to 300 viewers. Latest gentlemen. A lot of people don't like the whole imagination thing down with it. Like, listen, stupid. I want to see you get out of here. This guy says it was a joke, Joe. I know it was a joke. I was joking back. My friend Andrew Lawrence. I'm just being silly. I know. That's the problem, man. You know? You know you don't know me. You listen to me talk shit. I'm an Avatar is horrible. How dare you.

Speaker 3:          02:25:24       How dare you. Irish temper 69. First of all, anybody that has a 69 and their name. I'll have to think about your opinion and go one of two. Why was cocksucking looking at below jobs? There's nothing in front of me

Speaker 6:          02:25:38       going to be harder than this. Turned to a gay off. Listen man, you're. Unless you're 12 years old, don't have 69 at the end of your name. And if you are 12 years old and I'm 69 at the end of your name, who touched you? Who did that to you? Or do you just trying to be silly? You're just trying to be silly. Irish temper.

Speaker 3:          02:25:59       I got an Irish temper and I have my degree yet complete. Alright, I'm gonna. Turn this off.

Speaker 6:          02:26:10       I won't be happy unless you call me Aaron instead of earning. Oh my apologies. I did not mean that. Aaron. Aaron, them slender. That's what it is. I'm sorry. It's a checklist. And Gentlemen, women are very sensitive. They have to be. They raise babies. Okay. You don't realize that until you have a few, like, oh, now I know why they're like that because I'm not milking any fucking baby. You know what I'm saying? You need the softer personality. Brian and Brian Understanding you're trying to have a baby. Is this true?

Speaker 3:          02:26:43       Yes. Uh, I'm joining a pregnancy pack where me and my guy friends were all getting together and there's this place in Pennsylvania with these girls that don't want to have babies in highschool. Put that away. I don't want to watch this chicken a fucking foot job. Turn that off. Know this was my house. Okay. You're fucking for you to do this. Totally complete desensitized by the Internet sitting here hanging out, and he just puts on some video the CIC jerking a guy off with her feet. Really? That's okay. Don't even think twice. Like was there any kids in the room? I'll fuck it. You just have that running in the background all the time while you're working for. And I was just going to show it because like, who likes that shit? Some people must. Some people must be so desensitized. They must have porn going while they're working, like spreadsheets right next to it. Is that asked for a second. Second. Yeah. You saw it for a second bitch. You know we're not sucking cock now, right? So you cut it with a gay jokes, man. It's really not right down to 295 loyal listeners. Ladies and gentlemen

Speaker 6:          02:27:47       to 95 were clear. This room back to two 96 coming on strong. It's coming back. I'm not even tweeting this. We were trying to get Eddie for the show for today. Yes, my friend Andrew Lawrence. But uh, Eddie is in a plane right now on the way to Japan chem trails all the way chem trails like a motherfucker. I, our buddy, uh, should get. D is fighting and king of the cage and Okinawa. So while they have to fly over there to um, to see the fights, is it awkward looking into Goldie's eyes? No

Speaker 3:          02:28:19       gold. He's my boy. He's a good man.

Speaker 6:          02:28:22       He's a good man.

Speaker 6:          02:28:24       It's a. that's one of the cool things about doing the UFC. He was. Mike Goldberg was telling me that he had a Gig once upon a time, there was a dream gig was an awesome Gig, but he hated his partner. Did Not like the guy, so the guy was a deck and then gold is one of the nicest guys I've ever met. He's such a nice guy. Mike Goldberg is. I mean, you know, people say fucks up a lot, like the fucking guys done a hundred and 20 fucking UFC is going to be fuck ups. You're going to be able to like go back in and you know, and Youtube it and make a nice clip of him. Fuck it up for sure. But who cares? He's a nice fucking guy. He does the job. He gets in there, who knows? He knows what the fuck is going on. He makes it happen and he's a cool dude. I like him. He's a super friendly guy so it helps me working with a nice car like that. It's like I look forward to seeing them

Speaker 6:          02:29:14       on cast is the new radio. I think it is, man. I really do. I think that this is the future. I think, you know, I think that what the role, the only thing that's separate from from regular radio is you don't have this in your car yet and that's common. They've already come up with Internet capable, a car, a car stereos, and you're going to be able to download podcasts directly to it and a lot of people, they have setups in their car where they have an ipod and the just. They download people's podcasts on their ipod than they set up where they, the blog broadcast a ipod through their car stereo speaker of you have that right? I sit in my car and it

Speaker 8:          02:29:51       romantically connects to my iphone and then I had my whole itunes on my iphone play through my sink on Ford.

Speaker 6:          02:29:57       I see. That's what I'm talking about. That's the God damn future and it's going to be just like a dvr. So you know how you get, you know your TV shows. I mean, how often do you watch tv shows when the air only if you're home and you look at forward to it like lost or something like that and they sit through the commercials, but it's way better to not do that. It's way better to do it whenever you want it and to be able to control it and fast forward it. And if you can download this as an MP three, that's the shit. You're in the car and you're like, all these dumb motherfuckers were talking about mma again. Leads fast forward five minutes what he's talking about. You know what I mean? You can do whatever you want with it. It's yours. You got it and you control what you want to pause it. You can do that. You don't miss anything. You want to rewind it. You can do that. How many times have you been listening to someone talk on the radio and they say some, but you don't know what the fuck they said. You tried to write it down. You don't have anything in your car. You're in traffic. How cool would it be? The rewind the radio while you can with this, this is way superior than just broadcasting shit. Plus there's not signals in the air that killed the bees

Speaker 8:          02:30:51       cassette tapes for life.

Speaker 6:          02:30:54       Yeah. Because that's. Yeah. All right. Ladies and gentlemen. Um, I think that's about it. Yeah. I think we're gonna end this because Brian is tired and it's already 4:40. So this is two hours and 40 minutes ladies and gentlemen. So we gave you an extra 10 minutes of actual fake radio silence with bubbles and the whole deal. You know what I'm saying?

