Speaker 1:          00:00:00       To to, to, to do.
Speaker 2:          01:50:34       I can't tell you what. Tell me where it is. It's a real thing. A real bunker. Yeah. Oh, how did he go in there? And she's out there running around the surface playing golf, continually pushed out bass fishing and shit. Like, hi all bass fishing death 11. He was doing everything man. He's out there and drink a beer on the dock. Cheney's seven miles underground with no qualifications. Tell Dick he's going to need to stay down there. It's still bad out here. Why did he, why did he go into the bunker? Continuity of government. So in case they killed Bush, right? Be Tucked away. Yeah. Wow. So I mean it's the same reason why you don't let everybody stand on the inauguration stand during the inauguration. Right? Right, right, right, right. Randomly choose somebody as the designated survivor. Well, whenever they start talking about how security so locked down, I remember that guy who was the sign language interpreter for Obama. It turned out to be a complete psychopath who didn't know sign language at all and he was up there just making fucking signs and shut tastic. And this guy was standing three feet away from the fucking president. Nobody vetted him. Nobody. Nobody. Nobody fucking did anything.

Speaker 4:          01:51:46       There've been a few security screw ups. There was a little while back before that incident that you're talking about the guy. Yeah. The guy in the elevator, which was an. Oh yeah, exactly. Yeah, yeah, we talked about that. Yeah, yeah, yeah. That was, it was a great to a great story. Not, not great in the sense that it was a, it was a fuck up, but at the same time it was fascinating. So, uh, it was, uh, at CDC, he went down, he went down to Atlanta. That was right. And he got onto the president. Sorry, the president got on the elevator and uh, he had his detail with them obviously, and this one fellow went to get on the elevator and who does that? Who even thinks that the presenter, I'm going to keep the door open. I got to get on, I got to Texas, or Ah, I got my lunch, I got to get to my desk. And so it gets on the secret service. Asked him to leave obviously. First of all, he shouldn't have been on there. They should have had, you know, a couple of guys standing outside the door. He asked him to leave. He won't, he won't leave. They rides up basically. And then as it turns out, he's armed and he's a guard. Right. He said private security guard for that facility on, under contract with a company that had the contract for security. It was armed. They didn't even know it. So server that. No idea. Yeah.

Speaker 3:          01:52:53       He's got a standing in an elevator and he's in the elevator three feet away from the process.

Speaker 4:          01:52:58       Yeah. Unbelievable. So there, there've been little situations like that. It's a tough, tough job, but you know, that secret service operation. I know, it seems like it only makes the news when there's some bad thing that happened to fuck up or something. People find funny, like, you know, some hookers or whatever, but uh, it's a, it's a tough ass job.

Speaker 3:          01:53:18       Oh, I can only imagine. And we should applaud them. How few of those fuck ups ever had.

Speaker 4:          01:53:23       Yeah, exactly. Exactly. And you know, they, they, they do. It's a, it's kind of a thankless job in, in many, many ways. And it's, it's just really a, it's always high stress. It's always stressed. And so I, yeah, I, I give those folks a lot of credit, just like the FBI, FBI has staff with brilliant people, great people.

Speaker 3:          01:53:42       Which just imagine this woman who made this facebook post about not being willing to take a bullet for the president. What if she said that about the CEO of allstate? Right? You'd be like a good move. Don't take a bullet. Like that's how crazy the job is. That there is a consideration that she might one day have to take a bullet for the president. Yeah. And apparently she wasn't. Okay. Very good. Yeah. Maybe she was just angry and maybe she didn't do her job because she's a patriot.

Speaker 4:          01:54:07       Yeah. Hopefully. So that would be nice. But I think she's gonna at least be on ice for a while based on that. But, uh, yeah, you know, it's, it's, uh, and that's true of any executive protection detail. Uh, obviously it's, it's a heightened situation when you're talking about the president or you know, us, dignitaries or whatever, but anybody in that business, there's no room for ego. Can't have an ego if your body guards to make people think about bodyguards and they tend to think about somebody who's a, you know, protecting, you know, the Kardashians or something, you know, it's not a celebrity bodyguard, but the executive protection world is a fairly large business and you know, it's, it's, it's a really tough industry and there's no room for egos and it's a, requires a real variety of skills, diplomacy, common sense on top of all the typical skills you would imagine.

Speaker 4:          01:54:59       And it is, again, it's just a sort of a thankless job. You know, you're often dealing with principals who really don't even want you there. You know, high net wealth families. I net wealth individuals and they just needed a tolerant. They tolerate it. They don't really want you there and, or they, you know, they think you're after awhile you're just there to carry bags. And so the folks that do those jobs, you know, in serious details, it's really tough. And then like out out in Hollywood, you know, you sometimes get down, you know, the bodyguard is, you know, they, they all hire whoever happens to be biggest and that's the worst thing, you know, you don't want it some, you know, some big thick neck guy out there thinking that he's going to protect you and that he's the best guy when it could in fact be the five foot two woman who's going to be actually the smartest because she's got all the right skills. She's got the other, you know, and if you've got something busted up on top of the principal, you've already fucked up, right? You've already missed the opportunity to, to, to sort the problem out. So,

Speaker 3:          01:55:51       right, sometimes it's better with a physically vulnerable person because they take steps to make sure that it never gets to that point. Whereas the big guy thinks he can handle

Speaker 4:          01:55:58       it, always looks to handle it or, or, you know. Yeah, exactly. So, you know, again, how much are we are we veered off into that conversation. But it's a, it's a fascinating world. And, uh, you know, it's again heightened when you're talking about the president. Um, so beyond. Yeah. Yeah. How do you feel about

Speaker 3:          01:56:16       w w, w, what do you think? Like we should we be concerned about Putin and Russia? I mean, is that something we need to go back to when I grew up? I mean, you and I are pretty much the same age when we're in high school. You remember that fear, like everybody had this fear hanging over our head that we were going to go to war with Russia is going to be a mutually assured destruction. Nuclear War. There was nothing we could do. I used to go to bed. Sometimes they think about that when I was like 14. I'd be like, fuck, I don't want to die in a nuclear bomb.

Speaker 4:          01:56:42       Exactly. No, I 100 percent. I mean, I remember when in elementary school, uh, you know, we'd have a duck and cover under your desk. Good luck with all that. I remember one of my, one of my friends, once I was sitting under the desk and mark said, we started talking. I looked at him and I had older brothers, you know, so they'd already told me that help bullshit that exercise was. But I realized that my friend Mark Air sitting there as we kind of ate our lunch underneath a desk, what seemed like this was going to do it, this was going to protect us. And I remember looking at him and I told him, I said, mark, this is not going to stop a nuclear bomb. There's no way that thing's going to just blow the shit out of us. And he was like, oh my God, I think I ruined the kid for, for life.

Speaker 4:          01:57:21       But he got to work in the CIA. And this poor dudes still shaken into God to protect their duties. Uh, so anyway, uh, no, I think we should be worried about puente in the sense that he, his agenda, his interest don't match up with ours. Um, we should be worried in the sense that he honestly believes that the biggest catastrophe was the collapse of the Soviet Union. Uh, and he's never believed. He's never believed that there was a peace dividend from the, the, the end of the Cold War. Never ever thought that way. And we did. And there was talk about up on capital hill after the end of the Cold War, that fall of the Berlin Wall, we could shut down the CIA, what do we need that for anymore? And that was a same thought that happened after World War Two. World War Two ended and Harry Truman signed an order that ended, uh, the office of strategic services, which was the precursor for the CIA, shut it down, took two years, two years while the, the Soviet Union started building up and rampaging for, uh, the president of thank you know, maybe this is actually a good idea.

Speaker 4:          01:58:27       So then he created the CIA at that point. Uh, but, you know, we, we thought we were going to get some sort of dividend out of the end of that and it just wasn't gonna happen. The Russians never ever believed that Putin and particular in his, his cohorts never thought that was the case. So yeah, we should be concerned about Russia. They're not going to ever be, it's not going to be a bipolar world again, where there the other major superpower, but um, in the sense that we need to deal with him realistically, we should always talk fine, let's do a diplomacy, but we just need to be pragmatic and understand. Look, we're not going to. Our interests aren't the same and if as long as we keep that in mind as sure I talk all we want to them.

Speaker 3:          01:59:05       Yeah. He's a fascinating guy. He's a physicist. What he did by, you know, running Russia, stepping back and being sort of a puppet master for awhile and then jumping back in 2012 and running it again. Yeah. I mean that's, you know, that's the type of behavior that people are terrified of when someone is just sort of a blatant dictator but masked as a democracy. Right. And he's like, he doesn't even really try the masking. Not Anymore. After 2012 we just kind of ramped it up. Yeah. He's,

Speaker 4:          01:59:35       he's done in part. And I what I said that he thinks it was a catastrophe. That's, those are his words. He thought he said the collapse of the Soviet Union was the greatest catastrophe of the 20th century and he's absolutely serious about it. So he's been trying to rebuild that in some fashion or another ever since then. And it's not just territory, although he's done a pretty good job of that, you know, we forget that before Crimea, um, you know, he rolled troops into Georgia, right? Not, not, not the state of Georgia Thinking, oh my God, no, that doesn't make sense. I don't think Mike knows what he's talking about. Um, so, but in Georgia, the Republic of Georgia, and uh, I'll be damned, but he's still got troops there. He's got a lot of troops are and it's in a upc. Kazia and south assess you. And then he's also obviously took Crimea and why to take Crimea.

Speaker 4:          02:00:24       Well, because it's important to his fleet. It's not gonna. It's not gonna happen. He's not going to risk losing that. And then, you know, part of the Ukraine and, but it's not just territory that he's interested in. It's leverage, its influence. And that's where, when we go back to that conversation about the Middle East and we realized what they'd been doing in the Middle East in particular, they've been active in other places, but mostly in the Middle East. Uh, that's all part of this same process, this and it's so, it's not a mystery why he does things. It's if you, if you take him at his base word, which we should do because he's, he, he tends to say exactly what he intends to do most of the time. Um, and not try to read our values into it, right? Not Say, well, I'm sure he doesn't mean that. I'm sure what he means is like, you know, he's, he, he wants to get to democracy eventually, but that's a lot of horseshit.

Speaker 4:          02:01:12       But we tend to mirror our values on other people. Right? So when we were talking about earlier about how, you know, there's not another nation out there that really kind of approaches global concerns a way that we do with certain set of principles and, and desires, even if we make mistakes. And obviously we do from time to time, of course. Um, then, you know, you look at, you look at Russia and you think that, you know, he doesn't, he doesn't do that. He doesn't look at something and go, hmm, maybe that would be best for all of us. I don't think he's ever had that thought, you know, he, he literally is single minded in his desire to do whatever. We'll build back up Russian influence in the world. So we have to be pragmatic about it and dealing with them

Speaker 3:          02:01:51       and to get a better understanding of him. Um, I think, uh, there's a great podcast between Sam Harris and Gary Kasparov, the chess champion who was a big critic of Putin has managed to stay alive somehow or another q and a, I guess because he's just so famous. But that was a thing with one of his political opponents. He thought that if he was public he would be much less likely to be killed. And they shot him right in front of his fucking girlfriend and public. Yeah, yeah, yeah. And that's it. There've been a number of incidences, bunch bunch of those. I mean, he's a on a totally different level, but Kasparov highlights the fact that he's a former kgb agent and says like, you have to understand the mentality of the KGB, like once you are kgb, your kgb for life. I mean, it was an extreme form of nationalism and patriotism and this, this loyalty to the KGB that.

Speaker 4:          02:02:44       Yeah, absolutely. He's eight and he's absolutely right. There's no, he's not going to change. But again, we, we do this thing where we, you know, it's basically called mirroring, right? I mean it's like I, and so you know, and we and we, and then we get tripped up and we think you could look at Iraq and Afghanistan as an example. Of course they're going to love this. You gotTa love democracy. And because we love it, we want to do well. We want to improve their literacy rate and we want to do these things well that's all great stuff, but it doesn't work in the sense that that's not how they view things. You know, cars. I looked at that. That is a shitload of money that I'm gonna be able to steal here. Cars I family was completely corrupt and remember there was that period of time when we just adored him.

Speaker 4:          02:03:23       We were, it was adulation. You know, how, how wonderful his cars I look out. Well, he dresses and that was boring. What the hell? So yeah. So Putin, I think again, not in a sense that we've got some world war three coming up against Russia. That's not the case. That's not why we should be concerned about them. Although you do have to, you know, again, worry about military buildup, worry about their, uh, a nuke program, you know, and, and what they're doing with their ears and what we're doing with ours. A unilateral disarmament. Not a good idea. You know, whether we're talking about Putin or anybody else, um, you can always want peace and you can strive for peace. But I have not seen a world that works differently. You've got to do that through a position of strength.

Speaker 3:          02:04:07       I think these conversations are so important because when a guy like you talks about this, you're not talking out of your ass and you get a chance to understand how crazy the situation is worldwide and how difficult it is and what a balancing act it is.

Speaker 4:          02:04:21       Yeah. Yeah. It is. And, and you know, and it's tough. I wouldn't want to be like the head of the State Department. I mean the chief diplomat, it's a tough ass job. You don't get any sleep now, but you've got to do it and you got to keep that level. It's just like fighting terrorism. It's like fighting Islamic state. You've got do it on several different levels. Community outreach and you know, they're trying to solve problems here, doing it militarily. All these things have to work together and we got to be smart enough to do that. So the same thing with, with dealing with Russia. Yeah. Well you know, but the narrative that somehow trump was being played by Putin was his best friend was until I don't, I'm not buying any of that shit. I think what we'll find is you need to watch more. Keith overman video.

Speaker 4:          02:04:59       Yeah. Yeah. Oh, right. No, I know. Who Doesn't love Keith Olbermann silent. Cool. Cool. I think what we're going to find is, is, uh, is uh, what trump probably I think maybe again, who knows? Maybe please pop it. Um, I think what, what he's thinking is, you know, what we need to, as an example of the military will get to build up the military. Well, he knows that, you know, he's smart enough to understand that, you know, we got that a wall to fall because we outspent the hell out of the Russians. Right. We, and also part of it was Reagan. They actually didn't know if Reagan was crazy enough to hit the button. Right. And so that, unknowing, that uncertainty about what Reagan was all about combined with the fact that we, we were outspending them, um, and they couldn't keep up. That's what brought the Soviets eventually to realize, yeah, this is, you know, we've got to realign things because this isn't going to work.

Speaker 2:          02:05:53       As soon as they found out that Nancy Reagan based all of our decisions and all advice on astrology, yeah, they're probably like, wait, what? Yeah, hold on. Let's get them on the phone. We're going to need to talk. This was real. She being serious. Astrology. Yeah. What was that? Astrologers name was gene. Something sounded that. Yeah. Find out what the Nancy Reagan Bill Clinton again. I can. I never get tired of looking at. My favorite thing is his look to to fucking Hillary. Don't look at me. Yeah. Just growing out of it. That white man bite, he gets almost all his hips starting to make it. His sister of Nancy Reagan, astrologer. Joan Quigley. Nancy listened religiously to what Joan had to say.

Speaker 5:          02:06:44       Wow.

Speaker 4:          02:06:46       Joan Quigley. Huh? Even the flight schedule or a forest one.

Speaker 5:          02:06:51       Wow.

Speaker 4:          02:06:53       That's news to right now how big it is right now, but this is a trump

Speaker 2:          02:06:57       trump signs order to bar some refugees signaling. Prioritizing Syrian Christians letting Syrian Christians through. Yeah. That's ridiculous. Have a priority. How do you know that they're going to be fucking Syrian Christian? How do you know they're really Christian? They're going to have priority probably be wearing a cross. Oh, well that's. That's. That sounds crazy. Identifying specific countries with Muslim majorities and carving out exceptions for minority religions flies in the face of the constitutional principle that bands of government from either favoring or discriminating against particular religions. Ramiro said, this is the trump card. Okay, if you were a Muslim, you could come in, but if you were a Christian, it's almost impossible and the reason that that was so unfair, everybody was persecuted in all fairness, but they were chopping off the heads of everybody, but more so the Christian tell is, is the president. He says, crazy.

Speaker 2:          02:07:49       You know I, I believe that's a run on sentence. Might be a little bit of a run on trump said in an excerpt of an interview with the Christian Broadcasting Network. Oh, thank God he's talking to them. Is a Jim Baker still on that? Jim Baker selling food scene. Jim Baker. That video. Let's, let's, let's end with this because this is a jim and Tammy Faye Bakker. Tammy Faye died from diet coke. Diet coke gave Tammy Faye brain cancer and she died. She, she's strict jugs of diet coke every day and she got, got the cancer. So, uh, I don't like when people say the byway diet coke, I'm just fucking around. I don't really think, don't send me. I don't really think she got cancer from that. She probably got cancer from Jim Baker's dirty Dick, Coca Cola Company for trout. We tried televangelists, Jim Baker, survival food. He sells survival food and he sells it as a potential a base for your table.

Speaker 2:          02:08:43       What he wants you to do is take these buckets. They pulled that video down away. Okay. So it's like the walls of water breaks. Yeah. Well he sells these buckets of food. They must've pulled it. They must have had them pull it. What was the guy's name that was running that, that runs that Youtube Channel? Let's give him his proper video is gone. So it doesn't say the channel. What's the. Oh his channel's gone. Another. The channels not. But it doesn't say who the sad face there. Quick search to try to find that dude's name. Cause he's got a bunch of really hilarious videos, but he made a compilation of all the wackiest moments. I'm Jim Baker show where he tries to sell the survival food and he's got like this table that he sets down instead of on like legs. It's set down on these buckets of survival food that he recommends.

Speaker 2:          02:09:28       This is where you store your survival food. You use it as the base of your table. Midcentury modern look stupid because you can't get your feet under the table. Then here it is. Oh, what's the dude's name? Vic Berger. Vic Berger Presents Jim Baker's buckets. So He's, he starts, uh, this is Jim Baker's what he looks like now. He's got himself a new Tammy Faye. And so he's got all those buckets of food behind him. That's him right there. And that's his new gal. I could not have picked him out of a lineup and look at it. So this is buckets of food that he's selling. He's hilarious. And to the right, what does that buckets of milk new bulk sampler bundle? Twenty 3,375 servings. Only 2000, $500 by the way. That's really a bargain. And half of that goes to Jesus and look, it's got. He's got a shovel with this.

Speaker 2:          02:10:16       Why do you have a shovel? Well, for Aiden, I guess cook on that shovel. I'll get those two guys. Jesus Christ man. Scoop in that bulk sampler bundle. Reaching in and eaten it. What the fuck is he eating? So why is he doing the. If you could just eat it with his hand. This. He's an animal. So that's how he eats pussy to. Gets right in there. Just picks them up by the ass. Now obviously Bill Clinton one more time. Yeah, let's end on the bill. You had to end up with Alex Super App. That's like curry looks very appetizing. Psycho, wonderful butterscotch pudding type of.

Speaker 2:          02:10:55       And who doesn't want it? There's an apocalypse who doesn't want to just have buckets of putting in line around. Yeah. Yeah. So that's what the shovels for. Yeah. Jesus Christ. He is going to have diarrhea like nobody's business as soon as commercial. So she's. Oh, she uses a scenario, Tammy Faye. A powerful good times. So let's, uh, let's put, put, pull up that Ivanka video one more time. We'll watch this one. We'll send you off into the bit. You want to give a plug to your security company. You know, I always, always happy to mention that diligence for all your intelligence and security risk mitigation needs work with operations and stuff. Here it is. Oh, here we go. Here we go. Good job. Good job of Funko. Fight in that lower lip. So I think if you just started, we just started gyrating. Here it comes here, comes to the look. Fantastic. She's just glaring error. It is. He took a look at her face. Oh Nah, she nods and she's fucking burning on bad luck. Oh, she's so pretty though. So looks like a young Tracy Lord.

Speaker 3:          02:12:05       On that note. No gentleman. Mike Baker. Uh, Joseph. Thank you brother. Thanks for coming back and falls apart. We'll see you in six months. At least explain to us what happened, what went wrong. I will. I'll do it. I'll do it. You got my word. All right folks, that's it. We will be back on Sunday. So we're not going to be here for the fight companion on Saturday, but we're going to play the fights and not watch them. So I'm not watching them on Saturday night. I'm going to record them here and then we're going to come in on Sunday and it's going to be branded shop. Eddie Bravo, Brian Cowen, and my pal Jimmy Burke. It's going to be a good God damn time folks. So if you want to get in with us Sunday 7:00 PM Pacific, don't watch the fights before then. We'll have it on record. Will probably fast forward through the commercials. I don't know how we're going to do that. We'll figure it out. See you soon. Bye.

Speaker 2:          02:13:01       Mm.
