Speaker 1:          00:00:00       Doom, doom, dum, dum, dum, three, two, one.
Speaker 4:          01:56:00       You could given that to somebody just like, oh my opinion about every. go watch a movie, you know, 700 classic cars. Yeah. I mean, I mean some are pintos or whatever, you know. I don't know what you'd call them. Classic. They might be old, but the warning, all the vin diesel driving car now. Okay. How about the shooting? Did you guys actually shoot guns? Because that's not out there somewhere. You blank blank ammunition. That's pretty standard on movies. Okay. Yeah. Because you had some shooting scenes. Yeah, yeah, yeah. No, I was told that when you do a scene with a gun and blank ammunition, you're still not supposed to point at the actor, you know. No, no. I mean if anyone's got good gun discipline, you know, I mean that's how I grew up is know good, done discipline, you know, muzzled down. It's always.

Speaker 4:          01:56:49       I mean like even in a scene where you're shooting. Oh yeah, yeah. You want to sort of offset it. Especially if it's close. I mean they do testing and stuff first to see and they'll tell you, hey, you can't pass this line. You know, if you're walking up and you're gonna pull a gun on somebody that, you know, we don't want you to go past this line or so. Um, and then obviously, you know, hey, can you not aim it directly their head, they'll find like a good point for you to aim and that that's with the camera a little bit. I had heard that that happened after brendan league got killed and movie the crow. Yeah. And that was a bad one. It had real ammo in there, right? No, there was like some of it. Got it. What happens is sometimes what happens is sometimes you know, and even in these airbags, the same, same sort of stuff, they had all these recall on these airbags is what happens is these blanks, you know, sometimes they'll, they'll bunch up together over time if it's an old blank that gunpowder.

Speaker 4:          01:57:44       So it, it can harden. Oh. And then it can shoot like a projection of a couple of shotgun pellets. Wow. And it just penetrated at that spot and killed them crazy as a 44 magnum I think. So it was a ton of power behind it. Crazy. Yeah. Good. Yeah. So now they just pointed to the side. It would have like fight scenes. Do you have to do fight scenes? Like especially you have a martial arts background, she have you do scenes. Yeah, I didn't do the, there wasn't a terrible amount of a fight. Slammed, slammed against the wall. I get slapped around a little bit in this one, but to assure, you know, in other films, I love doing that stuff. That's the fun stuff. Especially, you know, because because you get to hang with the, you know, some of the coolest guys on sets, all the, all the stunt guys, you know, they're all, you know, likeminded people, all, you know, martial art background, guys. Um, and so you're choreographing all day working that out and then you get on set and you're doing it or you're, you're, you're, you're doing it with them because they might be playing the, you know, villa number seven or something. So then you're, you've already sort of got a shorthand with them and your, that's, that's the fun stuff. That's cool. It's way better than dealing with a difficult actor or something. Do you ever do that? yeah, it was the worst. Oh, come on. You're not going to get something else.

Speaker 4:          01:59:09       Let's, you know, uh, you'll, you'll get me in trouble like sky's. Oh, that's right. Oh yeah, that's what I hear. Yeah. I thought it was torpedoes, but that might just be lips and louis slips yet in the scene. Uh, the rock picks him up and slams. It, holds them against the wall. And was that real? It's real. It's real with some assistance. There's some movie magic, but he's, he's a big guy. I mean, it's real. You would have dropped him and choked him out. That dude is so jacked. He took a photo of him after a workout the other day and I'm like, why? He's huge. So disciplined to 4:00 AM. Does he, is when you're on set with him, was he just always doing that? Like, what's his deal? He's just extremely disciplined guy. Um, you know, I got a lot of respect for him.

Speaker 4:          02:00:01       He's uh, he's, he knows what he wants and he is going to get it like he's not. There is no, no, he is taken it down. He's making movie after movie after movie. He's going to go do it. He's a, he eats religiously. He's got to get these meals are, you know, which is, I love doing a meal prep stuff because it's great. It makes his life. One less thing to think about. Right? Um, but he's very religious with it. Fuck a dog that. Look at that piece of meat. He's more jack now than he's ever had his life. I think he's 44, 44, 46 or something. Yeah, just crazy. Uber jacked. Yeah. He's continuing to get more and more. Jack still still putting in the work. He's not done getting jacked. He's, he's keeping pumping it. He's keeping a gun. It's just a. When you see his schedule and his workload and then there's always some new projects doing on doing a tv show and he's doing this.

Speaker 4:          02:00:56       Fuck. Does he have time? And he's hosting this award show and he's like doing something for the troops and then he's doing this. Moving. Finishing up. That movement is like how I tell you the travel is what kills me. I know you probably, you've been in show business for all longer than all of us, you know, um, and uh, the travel is what kills you. WRite these long flights and then jet lag and then trying to, you got to go hit the gym and I did a podcast yesterday. MY brain just wouldn't fire, right. It takes to me like a day or two who had just flown in from buffalo and it just takes a day or two like for your brain to like rethink. Like today I feel normal, but yesterday I just was like foggy with you. I haven't tried it but I keep hearing about the, what you're supposed to do with the light for the jet lag because like the simulation of light wherever you're at and then they have, you know, you're supposed to put on the eye thing. Like when it's supposed to get dark, like say you're flying into the light, you're flying, you know, going away those covers and stimulate wherever you want with whoever you're supposed to end up. And that really supposed to help with jet lag.

Speaker 5:          02:01:56       I was reading a podcast about Alaska, but people that hunt in Alaska and then when you go up there in the summer and you get two hours of a podcast, did I say reading what the fuck is wrong with me? Why do I keep saying that? That's the second time on this podcast. I've never said it before. Maybe I'm still not really recovered from buffalo. I'm in denial. Excuse me. I was listening to a podcast where they were talking. This guy was talking about how usually sleeps like a baby, but he went up to Alaska and because it's it's only dark for two hours a night in the summer where they were at and I think they were in the brooks range and he was saying that like after like six or seven days started getting delusional and just delirious. You know what's going on?

Speaker 4:          02:02:35       That circadian rhythm, is that just the Light? Because say the light affects the optic nerves where you're supposed to produce melatonin.

Speaker 5:          02:02:43       Yeah. Yeah, and this guy was saying that the way to mitigate that, that he didn't know at the time, but he was told by someone is to wear a mask that those, those sleeping mask you see in movies, you always look so silly and movies, but those things are actually effective. Yeah, I, I been sloppy about it, but a fucking Alaska though. You need it. I've been in the summer. El. Yeah, it's awesome. Right? Many tImes. Weird though.

Speaker 4:          02:03:07       We would have, we would bear hunt until I used to go with roy almost every year. We'd bear hunt until. Oh god, I want to thank one in the morning. It would go. We'd go back, eat, and then go Fishing at like three in the morning. It was like dark for an hour. Then we'd go fishing, then we'd start baiting again. Then we'd hung out that night. Then we'd do the same thing. No sleep. Which part of Alaska we were. It's like the who sit in a river, so it's just north or south central basically. Okay. It's just. I've been up there a few times, but until they see seward and then up north where they do like salmon fishing, it's whether the commercial guys will come in and they'll, they'll. It's like the net them. Yeah. But they'll be. The tides gets so loW stuff. They'll, they'll do like, they'll drive on the beach of these amphibious uh, uh, boats. Yeah. It's crazy and I'm like laid the net and stuff.

Speaker 5:          02:04:03       It really is the last frontier up there really is. It's amazing. Yeah. Too cold though, too cold. Dare you. How dare you? San diego. I'm a total pussY when it comes to whether you lived in Hawaii and now you live in san diego. It's like, come on, man, you're in paradise both times. You didn't get anywhere now. Right? It'S just one of those places where people In san diego don't want you telling people how good san diego is. Like. They're mad at me every. There's a thousand thousand people screaming right now going to fuck up. The traffic's already sucks. Yeah. It's way worse now than it used to be in san diego. Used to be way easier to get around. True, it's good skydiving of use. I have, I have had dropped down the border like alcohol and area. Where was I? There was some lake. There's the olympic training center out there.

Speaker 5:          02:04:52       Do you know where that is? No, I can't remember what the lake was, but people don't realize about cindy. Two is like, it's a lot of ranch land. You know what I mean? It is obviously the coastal areas is a little sliver. And then uh, you go east and you're right in rancho santa fe in five minutes and it's just beautiful. Orange goes old California, you know, uh, you know, tons of ranch land people riding horses. Goldberg's got a ranch out there. Goldberg the wrestler. Oh yeah. He's got some bad ass place out there. It keeps his muscle cars. I thought mike goldberg. No, michael, he lives in boys. When we were watching ufc the other night, they were like, bring goldberg back.

Speaker 5:          02:05:31       There was a, uh, there's a survey someone did online was like, keep jon anik, me and dominick cruz was a. And then goldberg was b and it was like 90 percent be. Yeah. Yeah. I sent it to the ufc. Did you know what do you look at this when you think of that? You know, I get it. People want change, especially if they own it, you know, 4 billion bucks for something. But your signature on something, I guess you want to change the color of the car. I bought a new car, cost me $4,000,000,000. I'm going to make it red. I always wanted it red. Or are you going to uh, uh, efficient ip and married them? He going to commentate the. A tough fight if you, if, if I mean, will you be the front runner to be one of the commentators that they do the mcgregor mayweather fight?

Speaker 5:          02:06:19       Most likely no, because it's a boxing match. Most likely. I'll just, I'll be here watching it on the screen for it though, if it happens. I mean, I just don't think so. I think it's that it's a. I'm not a boxing commentator. I know a lot about boxing, followed boxing since I was a kid and I've commentated on kickboxing baths before, but I've never commented on a boxing fight before. It would be kind of cool though. They had a couple of two guys in boxing world in you because maybe you were there to collect. They always have jim lampley. Yeah, right. Is that who they always have in max kellerman who I really love max. I love that guy. Yeah, I would. I would be happy To do a paper view with max kellerman. I think it'd be fun. Yeah, a big dude and a different perspective just because with mcgregor coming out of the ufc, paulie malignaggi, he's another one.

Speaker 5:          02:07:10       I really respect that guy a lot. He's a great commentator and world champion boxer that be maybe most likely know. Most likely. I just do. I'm doing less and less of those. I just a. I do 10 a year now. I would use the most I've ever done. I think it was up to like 24 a year. It was just too much, man. You don't. You're not doing them all now. You're no international paper view anymore. You just said I'm own domestic. No fox ones anymore. Like all those big fox shows, the cut all those out. Oh, I do now as domestic paper view. That's it. Gotcha. So it's about 10, 10 a year. Yeah, the international magnetic. That's just fuck. We had fun. We went to rio and watch the funnel. Yeah. Camp came with me down when she fought betco hey, a starch during the first round. Thirty four. Second time. It was fun, but you remember how sketchy it was and we were. We driving around a bulletproof car. We got an armed guard with us everywhere. It's fucking.

Speaker 4:          02:08:09       I didn't, I didn't have any of that. They must, you must be a pretty big down there. Very important.

Speaker 5:          02:08:15       Yeah. I thought it was for me because it could have been. They know a big. Yeah. Yeah. And they know that you don't pack a piece, so they're like, okay, cool.

Speaker 4:          02:08:25       Yeah, we was down there with gel and she was, she was taking helicopters around. Oh yeah. To get around. That was a, that's the way to do it. Yeah. That was the way we were in sao paulo actually avoid being carjacked. Is that why she took it? Well, I think it was just. I mean, I imagine there's some, maybe I have no idea, but I think we just avoid traffic.

Speaker 5:          02:08:42       Yeah, there's a lot of terrible. I mean, I don't know where we. Where the traffic was. Terrible. There was one road. Well that's real. Yeah, we're by the beach. That was probably when we got to the fight. It took forever to get to the fight. Like you have to leave three hours early were like, what? Then you get in the car. He like, oh, I get it. That was wild was going out as well. We're talking to dana lash on the phone because it was right when cecil the bear was happening. That the line. So the. Oh, excuse me. I was reading about it on a tv show. Cecil the kangaroo.

Speaker 5:          02:09:16       That thing was going down, man. Yeah, I remember that as it goes at the time, but yeah, that was the last time I went to Brazil. I was like, I think I've been to Brazil five times. I love it. I love the brazilians. I love the food down there. It's fun. It's great. And everything like that. We're going to go see chrYsler redeemer that that was our goal to go do that. Do You know what a process that is to go see that thing? No. Really? Oh My god. it takes forever. It was like a whole day. You to take buses halfway than other buses. It's just like you cannot just go up there. Can't be just better to get in a helicopter. Pretty dope statue though. Some may. I want her to Be there. So we got one from afar. We add it in the background and we were like, it's pretty cool though. it's pretty.

Speaker 4:          02:09:56       I'd like to fly it. I'm, I, uh, I'm a, I'm a pilot. I'm a real. Yeah, no kidding. Yeah. Yeah. And so I'd like to, I'd like to fly that. That's kind of, you know, for pilots it's kind of like, oh, that's a bucket list place at. Yeah. Other places. How does that work? If you have a license in America and you want to fly in Brazil, obviously you can't fly a helicopter all the way to Brazil. No flY. Like what's the longest distance? Well, it, it, it really, it really just depends on what helicopter you're talking about and how many people you're, you're west. So a lot of people's, the furthest travel, the helicopters ever gone. Well that's a, a black hawk I would imagine. TheY have a dual engines and they have their, you know, $11,000,000 or $20,000,000 helicopter, whatever it is. It's got, you kNow, a massive fuel tanks that, you know, a civilian helicopter can't go.

Speaker 4:          02:10:48       I, so I wouldn't know the answer, but I know jamie like a black blackout. I'm going to guess. Let's guess, how far do you think? I bet they can fly for 12 hours. No way. That's a long time. I don't think so. I think I'm hearing you say I'm going to say 300 miles. Yeah, that's it. I'm going to say that if someone's chasing complete guests, I have no idea. I would, I would, I would kind of go on cameron syme. I'm saying across the ocean three times, so not even close. If you're thinking 12 hours, how fast do they go? Well, it depends. If you're on a, if you're in a piston helicopter, you know, or if you're in a turban helicopter, like a black hawk. Oh, what's the difference? Well, piston helicopter is, is like a piston engine, you know, like a car engine.

Speaker 4:          02:11:36       Yeah. But it uses, uses, you know, your, uh, your blades this in the same sort of fashion, but a fast speed on a, on like a 44, you know, you like 130 knots I think as your v one, which is your miles without landing. Two thousand 200. And this is where we get your information from a small helicopter. that's an md. 500. that's not it. That's the black hawk. That's not a, that's not black rock concert right there. What do You mean it's not right? It's on the wiki. We already diScussed this. Anyone can edit this. Of course it's, was wrongly was correct. So, so 400 miles on it or no? Two hundred 50 miles per hour. That lender goes, that's pretty amazing. And that's a, that's a record that's find out what? See if you can google a blackhawk google black hawk helicopter. What would you google?

Speaker 4:          02:12:38       Long, long distance. Long distance distance capability capability or something? Distance. Let's see. Two hundred 76 miles. Wow. That's a lot different. Hey, nautical miles, 300. Three hundred nautical mile. One hundred and 51 miles shorter than other. Similar rotated aircrafts. Maximum altitude is 6,000 feet. Tufts v 1:50. Once they see they're pretty fast because you know a turban. Helicopter. What you can get some civilian ones. The md 500. What does that entail? When you say knots, what does that mean? Like mile per hour? Wind. Fifty one miles per hour. I would have to check. Why do they say nautical miles? Two miles or longer than than. I'm pretty close. One point one we'll put one foot or one five. Okay. So it's one point. One mile per hour for every one mile an hour. Not to a mile. So it's almost, it's more than 100.

Speaker 5:          02:13:31       Fifty miles an hour. 300 or. Wait? Yeah, I thought it was 207 instead of 150 knots, didn't it? A hundred 50 knots. Yeah. So it's one point. One, two each. So 176. What's that one? 51 nuts. Top speed comes at 1:50. One knots at 60. One nautical mile distance. Yeah. I typed in distance and that's the so it can fly. Oh, I see. So would you. Was this last one? Knots or miles you just googled. The second thing is just how would not miles but not nautical miles per hour. that's whether or not his medical mile per hour. Oh, okay. So the speed of knots is the same as nautical miles. Oh, okay. Oh, how interesting. So I wonder why that was just. She was miles. Why fucking confused the shit out of everybody? That's a, it's the same thing with the standard metrics. Did you know that? Uh, not in the nautical mile with the same thing. I just learned that I didn't know, but it's just like adam putting up celsius for temperature that the green tree Australia. I know, I just say nobody knows what celsius is. What we should. He put up american dollars to just for instagram. What do you do with that stupid green money? Your money's the wrong color. Sorry mate.

Speaker 5:          02:14:52       Yeah. It's weird when you go down there too, because everybody looks normal. Then they start driving on the lefthand side of the road and they talk weird that the steering wheels on the wrong side all fucked up. They don't know what the deal. They're not normal. They are great people. I was just down there for six months and I really do like the australian people. That's the second place I live other than America. One hundred percent. Number one is Canada. I moved to Canada first. You would? Yeah. If shit went down to kill everything up there. Moose. Look, I think if it's the nicest people in the world, I think canadians are the nicest soccer on earth. They're always. Sorry, sorry. Sorry. Sorry. What's it all about? But so that's like the place I'd live first other than America. Number two is Australia. It's a close second to especially melbourne.

Speaker 5:          02:15:34       I fucking love melbourne. Yeah. such a great. Like melbourne city. I love both of them. They're both awesome, but melbourne and good. I just had a great time in melbourne. The amazing food this shows we did were amazing. It's just such a great time. Yeah, I really like sydney. The, the whole, the whole country man. It's just great and it's got so much more open space and it's just huge. It's huge for the amount of people that have their less people than in the greater los angeles area and the entire country is the size of the United States. Yeah, that's crazy. That's awesome. That's crazy. It's a lot of country. That was one of the reasons why the so nice and I do hear though that there, there's a lot of interesting stuff happening in the desert out there with nuclear waste that they're allowing them to dump out there.

Speaker 5:          02:16:19       Oh, they're trying to make some godzilla type shit. That's what I would do it. See what happens is some spots out there with nothing but spiders and crocodiles throws me uranium out there. There's some, there's some stuff out there that can kill you for sure that everything is going. He's had down there soon. I'm super jealous. He's going to do 18 days hunting water buffaloes and kangaroos and shit. You're going to shoot a kangaroo? No, it allowed to. Are you allowed to hunt kangaroos? Yeah. Kangaroos. Turkey. Supposed to taste good. It's supposed to taste like venison. What? Uh, what movie were you doing there? Uh, I was shooting a pacific rim. Oh, you did that. How was that? It was cool. It was like the, you know, you're creating a godzilla monster type things. Right? Right. Like how do you act when it's like cgi?

Speaker 5:          02:17:10       What does that like? I don't know. I guess I don't know what it is. What is it? Pacific rims, a monster movie. Shit grows in the mountain. The ground comes out. Fucks everybody up. It's like the dinosaurs. But in the future of the dinosaurs came back. Wow. Yeah. Cool. It's very cool concept. Since guy you throw godzilla, passive eyes rolled back and said, it's like pitch. I ran 200, five miles. I got no time for fucking monsters. I'm a bow hunter. I got no time for fake monster. That bears. That's what I told scott yesterday is like, you know a lot about a lot. I said I know a sort of a lot about two things running, running in, bowhunter it. Anything else? I don't know. A lot and I know a lot about two things. I know enough to pretend I know a lot about everything else you asked you about martial arts or comedy.

Speaker 5:          02:18:05       I can give you some long ass answer. I know what the fuck I'm talking about. Yeah, but you get into other area. I'm like, hmm, I better google jamie, jamie to follow me around. Zach, do dobyns better jamie and pulling shit up, but you're in the middle of going, wait a minute. Is that right? And then all sudden pops up. Yeah. That's invaluable resource. That makes me look so much smarter than I really am. There's no way you can know everything about everything and anybody who claims to is an asshole. This is just not possible. Well, how much information can you burn even take, right? I mean, good question. You know they say some of them. I've heard several times now that you're only supposed, you only supposed to be able to really recognize 150 people or something like that where you can have relationships. One hundred 50 people.

Speaker 5:          02:18:49       Right? Which is a lot of guys are super psyched about that. They're like, yes, this one thing, 1:50, this is great. Uh, yeah. It's called dunbar's number, dunbar's number. You keep 150 people in your head that we have friendships with. It's very strange. Like the idea is that our brain was designed to absorb the names and faces of people that are in our tribe and then when tribes get over 150 people there essentially unmanageable. Yeah, I believe it. I believe it too. I think it goes back to what we're talking about when we're saying that people aren't designed for cities, they're not designed for this life and for televisions and lights that you just switch on and off that were really designed to say the reason why you feel so content when you're in the mountains and set your body's designed for that literally. Yeah.

Speaker 5:          02:19:36       Yeah. And for hunting. So yeah. Sorry. Anti hadn't psychos, poor people. I feel I hate the city. Did you know the anti hunting people? You know, they just, they get food easy. It's easy to get food. You should wasn't. They would turn the brand. They would fucking all listened to me. You've all of you. You would shoot a rabbit right in the face if you were starving, your kids were crying, guaranteed. If it gets ugly, if it all gets ugly, you become a predator. Guaranteed. Guaranteed because animals are going to hunt you to fuck face. Guess what? You're out there in the woods by yourself and you're making a lean to and you have to fight the coyote that's trying to drag your kid off in the middle of the night. Yeah. That coyote gets roasted over an open fire with a big smile on your face.

Speaker 5:          02:20:18       It happens. Brendan put up a picture of the grizzly. I killed up on his page yesterday. Tom. I've got a tsunami but her. He had to take imaginable to text me and telling me, sorry about all the hate and I'm like. I said, dude, I just told him, hey, you gotta take the good with the bad. I said, this is all part of the deal. It's interesting to people, you know, they don't understand like here's my favorite one ever when you were talking about bear hunting and like you were saying, you know that the bear populations have to be controlled and the woman on the show was because you've killed off all their predators. Like What are you talking about? Dinosaurs, bitch, what the hell is killing grizzly bear? Are you crazy? The only thing that kills grizzly bears his other grizzly bears, unless you want to have a grizzly bear, cannibal apocalypse going on up there, you've got to control their numbers.

Speaker 5:          02:21:06       Yeah, I know, and that's. I told brendan that too. I said, listen, these people just don't realize that if the grizzlies, the brown bears up there where you can kill two a year because there's so many of them that if we didn't control and there'd be no moose deer, there'd be no. A lot of, especially the moose, they just focus on those moose when the calves are dropping and so there was follow up the pregnant female around and eat the calf when it drops and with, without us controlling them, those it'd be gone 100 percent sort of similar, you know, I don't know exactly the numbers or anything aBout a great white sharks, right? Like everyone's protected those for so long that then like that's, that will start screwing up the cycle because then you're the tuna. So let me, I'm gonna get this wrong, but the tuna population, because we're taking all the tuna population, everyone's so psycho over tuna and raw fish, right?

Speaker 5:          02:21:58       Yeah. So then, and we're protecting all the great white sharks and some of the other sharks, um, we've just completely off balance the situation because that's what they eat. I'm sure. Well, anytime people intervene in the natural world and step in and do one thing and not the others, we have to intervene sometimes. I mean we have, we get animals, they just don't manage themselves. What I mean by intervene is like what they did in Australia where they brought over a feral cats to control the rats and rabbits and then they started eating the ground nesting birds, so they bring in fox is to try to kill the cats and the foxes kill everything, but the cats and ga's us. Why did they bring the way? It's a long story, but they brought in rabbits in Australia and the rabbit population got out of control and then they brought in cats deal with the rabbits, but the cast didn't just eat the rabbits.

Speaker 5:          02:22:51       They also started decimating the ground nesting birds and all the other local rodents and then they brought another things to deal with the cats and now hunters are like, Australia is weird. They're hunting magazines. Water buffalo are not from there. That's true too. From asia. Everything in Australia. So the stags and crocodiles heard right there. Some of the big american crocodile. we're not sure about that, but I think they're from Australia. I don't know about that. Salt water crocs are huge and there's a bigger american alligator and american alligator over there. They have alligators and Australia, I believe there are no red and then I'm not sure about that, but I do know that they show cats in their hunting magazines. They're hunting magazines. Dudes hold up catholic. I got one might like, and they think it's cool, but it's the same as in America.

Speaker 5:          02:23:43       If you killed like a coyote that's killing all the neighborhood pets, people would shoot it with a bow and arrow and then take a picture of it and they'd be happy. Yeah. Good. You got that fucking kitty cat, eaton coyote. But that's how these people are in Australia with a cat. It's all just culturally relative. It's, it's, it's no different. When we were there last time I was there had this big, a white stallion, abrahm bs, what they could sell. Just a horse, you know, coming and uh, you know, adam's telling me, he's like, oh man, that's, that's a trophy. You should, you should kill that thing. And I'm like, why didn't kill a freaking horse dude? And it's like, but it's a brumby. I mean, so that's. And it was by itself. It was, it looked awesome. It comes all the way up. I'm praying it would go somewhere else.

Speaker 5:          02:24:27       No, it comes 20 yards. I couldn't do it, but that's just because you know, where we grow up, where we left the condition to, to them horses too. Then that's just, you know, that's something to hunt. It's I ate at joe beef and montreal, the restaurant. It's a great restaurant. Montreal and they serve horse. They served a, they had horse, a horse loin and uh, they also served horse tar tar. So it was like raw horse and the horse loin. And we were like, ooh, it's an amazing restaurant. But they're like super creative with the dishes. And both times I was there, they gave us a horse. No, I can't do horse. I like horses. It was one of the biggest problems we ever had on fear factor we made keep lead. Horse rectum can always. Yes. I remember that. Oh my god. Remember that show don't ripped a huge. People were furious. So sure it was. That was the stop because it was for. Because not because his rectum, because this horse pig rectum was fine. Not a peep out of people. Nobody said a damn thing, but horse rectum, a huge issue. Hey, you want to cause more problems? how about behr rectum?

Speaker 5:          02:25:38       You wouldn't want that? No. Baron? No. Why is horse better? I don't know. Did that that showed you that show a just fizzle out because you wanted. You were done with it or was it. No, it fizzled out the first time because it had just did a 148 episodes and it was just enough, was enough and they never really got canceled. We just kind of stopped doing it and everybody was done. Well, I was just fucking stop and we walked away from it and then several years later it came back. We did six episodes and it was canceled because we made people drink. Come. What made them drink donkey? Donkey come and donkey urine. Nobody had a problem with the urine oddly enough. Really. It's like relatively normal comparison to the con, but that was it. Tmz got ahold of some of the photos, some leaked photos with the donkey episode and put it up there.

Speaker 5:          02:26:30       What did you call it? Do not, do not remember. I think I seen sperm, sperm or semen or whatever the fuck. That's disgusting. Um, and that was the people that I was at the studio of other people did it, right. Oh, yay. All three of them did it. All three of them did it. Yeah. It was enough. You gotta get outta here, don't you? You've got to go to conan. Leaving soon. Yeah. Pretty sorry. When does a, let's get away from drinking. Come. This is troubling. even to me. I'm one of the very few people in hollywood or anywhere in the world that can say I lost a job because people had a drink. Come on tv. Yeah, that's true. That's true. what's hilarious is that nbc said yes to that. They all signed off. THat got passed through whatever lawyers, quality control. A lot of people, you know, certain genders, drink come all the time. Both, both genders. That's unlike the people are either switching it up.

Speaker 5:          02:27:41       The fate of the furious April 14th, that's when it comes out this friday or vin diesel and the rocket odds in this photo, I can't tell. It seems like there was that piece that I read or was that real and it's all, it's all just don't believe, don't believe on the internet. Some real issues. Those two, then two alphas collided on the set and vin diesel wouldn't take off the sunglasses even at night. It was so strange. Yeah. It's fucking dope cars though, man did. So um, he took off his necklace. A pay attention to that. What kind of cars they have in this episode. Oh, is that a charger with the flared fenders? Yeah. You got like sort of seeped in charge there in charge. I got that sucker was on display somewhere. Right? That charger isn't on display somewhere. It might've been. I mean it's, it's one of the hero cars and fucking insane car.

Speaker 5:          02:28:32       Like, oh my god, that's pretty sexy, right? That looks good. Yeah. Those, those american cars from the late sixties, early seventies. You just can't get anything like that sexy. God. Amazing. Yeah. That one's got a custom grill to look at that grill on that soccer. Whoa. No ram truck, huh? No camps. A fan of the ram trucks. I like try like cells. Yeah, I do too, but they just don't. There's something about, you know, you can't get a ram truck with a supercharger popping out of the hood. Like that big hole blower. Look, they're fighting. Oh no, that's jason statham. Nevermind. oh jason. Say those fighting who rock something that's out there. That's the rock. But brown. Well, pretend he's block. He's got baby oil on and jason stayed. I would help to pull them aside and go, hey, run.

Speaker 5:          02:29:24       Run. Run the other way. But he, he fights. He's got a martial arts background for sure. Yeah. Yeah. Jason statham can fight for sure, but still run. Hey, look at that rocks. We'll get that pastor jesus christ features on that guy. But young clint eastwood. You handsome fellow? I don't understand why so upset. Angry. I don't know. The hollywood guys are angry. I don't know why. It's like, so what's next for you? Like what do you, what do you got goIng on after this schedule? I'm not going to take some time off. I'm going to. I'm going to see my father. Come on, son. I'm going to get a comment on if you come to go to Hawaii, he's going to go kill bears. No, no, no. I'm not going to do that. Don't say that life. Oh, he's mad when I met. He's not going to kill bears under any circumstance.

Speaker 5:          02:30:23       We're just going to shoot over their head and then take a picture of it. So try to scare them off so I can't kill them and let them know where the moose babies are. Right? All those country little movements that you love to eat. Go get 'em. Go get 'em. Nice, sweet, friendly bear. Can go eat those bare. Those babies. Babies you don't loose. Yeah. Yeah. So, um, so yeah. Would you not hunt bear because of the blowback it look at hunting. Anything I'll eat. You know, I never say never, but I'm ict bear. Yeah. He can eat better. Bear sausage is good man. Telling you like black pair in particular. I get people say it doesn't taste good, does it? You eat it with the, with the rivets. We have some amazing bear meat dishes. I mean, jesus, it's like you'd think it was the best day ever.

Speaker 5:          02:31:16       The stir fry. The means. That was amazing. Yeah. Sausages. I have a bare summer sausage. That's amazing. Bear regular sausage. Italian sweet sausage. Unfair. It's fucking good man. Yeah. Yeah. I bet. And people just are not buying it. Look at. No, no. He's like, I'm not shooting a bare bed. That's wait until the publicist losing her mind somewhere. That's why we took her off air. Yeah, we're off air. Yeah, but is that why? Because you would have anything to eat and you wouldn't hunt that because you wouldn't need it. Well, no, I just, I never had bear. Maybe it's awesome. Your bear sausage. You can say shit. I'll give you some real. It really is good man. And it's um, the, the thing is it's also an important tool for conservation because they really do need to keep those populations down. Especially in alberta. Yeah.

Speaker 5:          02:32:05       Tons of bear up there. People think that like, I go outside, I don't see any bear bear populations are so diminished because you're not where they are. If you go with the other goddamn everywhere, that's what I said. I go, yeah, you're not going to see a grizzly at starbucks, but you know, hey, go up to Alaska, you're going to see plenty, and they managed. Jamie played that video of that guy that's sitting. He's a photographer and he's a by a river. You take up and they pan out to the rest of the river and you see like a dozen grizzlies wandering through this river jack and all these salmon. Yeah. Yeah. First of all, what the fuck you imagine you're sitting there. This thing just pulls up within 15 feet of you. You are only alive because it chooses not to eat you because it's got a belly full of salmon.

Speaker 5:          02:32:52       So this guy is sitting there. This bear just, he has to chase it off. He has to yell at it. It's feet away from him and easily a thousand pounds. It's an enormous bear, right? Yeah. And if it had that right to kill you. I mean it's not like you can look at a bear and tell. It's not like a dog with a wagging tail. I mean, you don't know that bear could think, uh, I just don't feel like killing you next time. Okay. Yeah, I'll kill you. I mean there's, there's no difference. Our big bear family, best buddies, but people see this stuff and they think, you know, barriers were friends with them. got up there. Who's the mayor? Right. And you can't find the guy. Yeah. Timothy treadwell. Did you ever see that documentary? The grizzly man losing anybody listening to this who hasn't seen it? This is what you do.

Speaker 5:          02:33:40       You smoke some of that devil's cabbage and you sit in front of the old netflix and he watched grizzly man because it is a god damn unintentional comedy really is. It's an unintentional comedy. So many comedic beats in that movie. I was supposed to interview werner herzog. He was on a tour last summer and this past didn't work out and we, we'd never wound up doing the podcast together, but that was the first thing I was going to ask him. I was like, come on. Did you intentionally put comedic beats into that movie? Because there's one part where there was a sheriff. He goes, I thought he was retarded, that laughing. He thought he was retarded, but it gives me after the guy got eaten by the bear because he was up there like way past when you're supposed to be up there too. He was out there past friends.

