Speaker 1:          00:00:00       Yoga

Speaker 2:          02:34:59       Yeah, right. I mean maybe it will like who would, who would it work on? We'll just say like these guys or these guys are UFC fighters and their town. Everyone respects them and treats them nice. And then all of a sudden you're in this place where two guys are talking shit to you and then you're fighting one and he's laughing at you in this and they're like, oh fuck. I'm not used to this. It's just another tactic. But I know at a certain level it won't work. But why not? Certain level? It might work a little though. It's just another. Yeah. And I want people just want people fucking trying to hit sugar hearts and they're stiff. So he's waxing them as they come in.

Speaker 6:          02:35:31       Well, definitely don't talk about it on the Internet. If you want it to have it still happen. It still happens. I'm sure. I'm just saying give it up. Your strategy son believes in it though. I trust it. I believe you believe in it. You definitely a fast learner man. You know, it's uh, it's interesting how you have a, a style of moving and throwing kicks that I would have assumed that you have like a long background in some sort of traditional martial arts or karate or taekwondo or something because the way you thrown kicks, I was like the sky like the way, but I guess that's like a lot of also your emulation of Connor, right style.

Speaker 2:          02:36:09       Yeah, I was, I was kind of doing that before, before I saw Connor just kinda throwing weird kicks. I remember being at the lab and watching videos and trying them, just teaching myself then. But as far as my movement that I played basketball, football, soccer and baseball my entire life since I was four until I was in high school, I think I was just became a math super athletic from doing so many different sports. And then I added that to fighting and I don't know. It works well.

Speaker 6:          02:36:38       Well, your length too, man, that's a big factor. That's like a six four guy at one 70. That's switching stances. Five ten five 11 five 11 five 10 for one 35 is so crazy. Yeah, there's some, there's some, as you walk around, wait one 51 and put it in your arms real quick. Like I fucking long his stretches for 30 for 35 like how hard is it for you to get down to 35 super easy. Super easy. Yeah. What do you think about this recent move? A Dana white has just said that he's going to eliminate the early weight cuts. Is that really? I hope that that would be the worst thing. That's so stupid. And you said too many people are missing the weight and they're trying to gain the system and they're trying to cut more because they know that have more time to recover.

Speaker 6:          02:37:20       Yeah, I would a huge, I love the, the night. It's easy. Thank you. Fucking still know what time Wayne's are. Do you think it's possible that they could ever eliminate weight cutting entirely? I hope so. I would love that. I would love that. I don't know. I just, yeah, find out what your actual weight is and fight it. That, I mean if you're too muscular, loose weight, if you're too fat, there's some fat, but find out what weight you're at and just, I think that's an unnecessary danger. That's the Nice thing about Shaun. He's not a huge one 35 or so weeks. We don't have to eat to get huge like George said or eat to really dial it down. We can eat to where he just performs the best and just stay there and then maybe have to cut eight pounds, eat normal the whole week, drink normal the whole week and then go in there feeling 100% yeah, it's just, it's an unnecessary aspect.

Speaker 6:          02:38:10       And I think one of the things that would be a solution is give guys more options of what weight to actually fight at when there's these big giant gaps in between weight classes. It forces people in a lot of ways to cut weight. Cause like maybe they're just too small for one 85 but they can make one 70 so fuck it. I'll just make one 70 because I know how big x guy is or why guys. Cause you know some of those 85 man, you're around them. You're like Ho Lee Shit. Fuck. This is a fucking heavyweight. Hale. Geez Hales big fella. There's a lot of them. Luke Rockhold is a big hazy fella. He's big, he's big and strong as fuck. And you know he weighs one 85 so if you're in that guy's way class like good luck. Fuck face. How about Yo Al Romero? Yo and row is one 85 are you fucking kidding me dude?

Speaker 6:          02:39:04       He's one of the most impressive physical specimens I've ever been in front of. I mean phenomenal wrestler, talented fighter, all of the above. But just his physique. Like he just looks like a superhero. He doesn't look like a real person. Have you been around him in real life to flex your traps? You look like Yo el a little bit. Okay, well dude, he was here in that shirt in that seat and he was wearing this tight shirt with like a gold cross and shit and you know it's skin tight and you look at it and be like, well an in between fights and he's not trying to make one 85 he's well over 200 pounds. He's fucking jacket. He's got that Super Cuban DNA son theory. I wonder what DC is going to way going into fight with Steve Bay jacked Yo Romero is jack could not be a nicer guy.

Speaker 6:          02:39:59       Be a nicer, that's cool. He was, he's beautiful. He's like that might be funny and friendly and he's a sweet, sweet guy. He's laughing all the time. He's so happy to not be in Cuba. And when he talks you about Cuba, like he's explaining, you know like he can go back to Cuba. He's one of the few guys that can go back to Cuba and then leave and come back to the United States. Yeah, yeah. It says it's crazy. He says, you got to keep your mouth shut and move around and you know, watch what you say and don't piss anybody off cause they all want to leave and they can't leave and you can leave and come back and leave and come back for raising. It's weird like usually someone who's super fucking Badass, they're always really nice. He's so nice. Soldier of God does that as t shirt. I love you. I love you.

Speaker 6:          02:40:48       Oh, oh we need an account and ordered me that. Then I'll take that in the large please. That's awesome. That's a dope one. Yeah. They're coming out with funny shit. You know this is yours, right? Yeah, it's sold out the first like couple of hours on the rebbe on a couple different websites. They just got it back in stock. I would come on, sorry bar. Come on. So it was beautiful. They had a marijuana leaf behind that at first and it was so sweet. They had to get rid of the marijuana. Yeah, that's it. I I I imagine they need to let it go in this day and age you let it go. It was a rest. They weren't willing to think of how many people told you not promote marijuana at the UFC will not ever sign you back then? Maybe, but not anymore. Like couple of years ago, Sean is like the first day be open about it.

Speaker 6:          02:41:35       Um, is that True Nick Diaz? Come on. So I guess that's true. Um, Nick Diaz has always been a black hawk. Yeah, that's true. Open as fuck. People are open about weed. It's more behind the scenes. Well Dana doesn't give a fuck. The only thing that they care about is commissions and people you know, failing the test, which they think it's stupid in the first place, then it doesn't give a fuck. People smoke weed. If there were like there, he's right. He'd rather have him smoke weed. I'm sure. Especially now that it's legal then drink. But 10 years ago, what was he like five years ago? It's all about the commissions. He's a promoter. He's not a guy who interferes with people's Personal Pottsville cause he doesn't like it. Same moral in my company we're gonna. Yeah, none of that. He just, his opinion is based entirely on the fact you're going to get tested.

Speaker 6:          02:42:17       So if you're smoking pot, you can't stop and you're six weeks out and you know you fucking pass that limit because there used to be pleased to be looking for a very small amount and you would, you would need a good solid four to six weeks to flush your system. And some guys would j they push it, they get into three, they get into three weeks and just drink a lot of fucking water and apple cider vinegar and tried to clean their system out and sometimes it would work and sometimes you would deal with a really sophisticated commission and they would catch you. Pat Heeley, Jim Miller when pat one both bonuses that night, 130 gs. That's right. Tested positive for pot, got a hundred case bonus away and the Wynn and his wind bone and is when, I mean look, do you think the pod helped him win?

Speaker 6:          02:42:55       Get the fuck Outta here. Shit. It's crazy. And it was just a little amount. He pushed it, you know, I mean, and pat is a guy that fights like a fucking savage, so you know, he trains like that too. So it's all just fucking crying, going and smashing. And so he's probably sore all the time, man. Yeah. You know, if you're, if you fight that fucking wrestler, uh, the top games, smash them up style like he does. Yup. And that grit style, he's got that put it to you. Just keep that pressure on youtube break style. Those guys get sore as fuck, man. They need some pot. Calm him down for sure. We're going to look back on it someday. It's going to be ridiculous. We're going to look back on the fact that pot was illegal when we're kids, we're going to be like, how in the fuck is that possible?

Speaker 6:          02:43:39       Some people take it to their graves though. We'd the day my mom, they just don't get it. It's, it's not their fault. It's, here's the thing, weeds the devil for some people, but alcohol's the devil for some people, you know, gambling's the devil for some people jerking off as the devil. For some people. There's people that get, they get caught up in all kinds of shit because people are fucked up. We're weird, you know, but it's not, the pot. Pot is not the problem. You throwing out the baby with the bath water. This shit is good for people. It helps you. It makes you think more. It opens your eyes to weird things. It makes you, it makes you nicer to people. Yeah, it really does. Oh, for sure. Yeah, for sure. Right. Makes you just get my mom to take one puff, a little puff.

Speaker 6:          02:44:27       Just still the big do it. What about edibles? No, no way. Yes. One of the camp six, seven, eight weeks out. I pretty much, I've, I've only vaporized and use edibles and then once I start getting to that three, four weeks, I'm only do edibles right here. We don't have any jam here. I got to get you this Jambo spray. Oh, change your life. The spray. Oh yeah, but be careful. I have this liquid. It's the liquid you pour under your tongue. That's right. Yeah. Be careful. That's like acid. I ain't going people with those. Dabbers all those wacky people with the wax too heavy for me. Go Fuck yourself folks. Be going too far. They're out. They're out in the land of no. Those like, that's like the marijuana equivalent of those people that take that Krokodil drug. You know those people that take that shit, that rots.

Speaker 6:          02:45:20       You ever seen that Krokodil with some drug that was in fact affecting a lot of people apparently. And um, was it eastern bloc states? Russia? I think it was Russia, but it rots your skin away to the point where your bones exposed. Since people would shoot it right into the spot where they're bone was exposed. Like that's how crazy this drug. If it's so, it's so powerful and so crazy and feel so good, they shoot it right into the rotten meat. What would their exposed bone, oh, this photo's man all over the Internet. It will freak you out in Colombia, Colombia. Uh, that's where it is. This one artist. Okay. Is there one from Russia? I feel like there was a theme about Russian kids that were shooting Krokodil and this burnt out warehouse. It was like, what the fuck? Damn.

Speaker 5:          02:46:10       Fuck Dude. It's heart pumps and photos, son. Don't talk. Gross us out from a distance. Look at that. That's real. So that lady shooting that stuff into her arm, the meat rotted away. Her bone is exposed. She can't help it. Man. That stuff just starts. It starts rotting their flesh away and a lot of people wind up like this, man, look at this lady. Look at her arm. Who got her forearm? Krokodil. Yeah, look at it. Ate Away or forum, man, there's almost nothing left of her forearm. This is a really common thing that you could find online. If you want to throw up, look at that guy's foot. It just [inaudible].

Speaker 5:          02:46:46       I don't know, man. I'm too scared to ask. I don't even, to me that one hand, click on that here. Where your cursor's on. Click on that. Oh Jesus. Look at this. Look at this person. Squirting it into their leg toward God. Jesus Christ. Oh my God. It's eaten that person's ass. All right, that's enough. Thank you for not showing these online. People just get so fucking damaged. What? What is that drug that makes it like imagine itch that's so hard to not scratch that you'll, you're willing to shoot the drugs. She's into the hole where the bone is. Fuck, people are fucked up, man. People are fucked up and a lot of it's this weird, like they were saying in this, uh, podcast from zero to three. You learn more than you'll ever learn in your whole life. And we don't even remember that. Like when people say that, I go, maybe you bro.

Speaker 5:          02:47:37       I really, I thought pattern like 10 times stronger than heroin. Three times more toxic. Jesus. It's a 10th of the price. Oh, that's the problem. It's a bar. It's Costco. Costco drug. So what were we're saying that you learn more by the time you're three zero from zero to three, then you'll ever learn in your life taking in more information about like everything. Huh? Just being programmed from that like, and we don't even remember that. And that forms maybe a lot of patterns that are brains now. Like, oh, for sure. Idea. Oh, for sure. Um, especially if a kids grow around, grew up around violence, violence in the house, violence in their community. Uh, especially even if their mom was going through violence, whether in the womb, that's it, that has a giant factor in the way you connect the dots and the way you interact with people.

Speaker 5:          02:48:28       I was on a plane once headed to Australia and Michael Irvin was on the plane just by random, you know, it's a long ass flights, like 14 hours. So me and him got to talk and super good dude, like real nice guy. I mean phenomenal football player, but just like you would never know it talking to him, just super, super down to earth. But he was talking about um, work he does with kids, with um, kids that and trying to sort of, uh, aluminate to people. What happens to someone who grows up in a terrible community where they experience a lot of violence in the neighborhood or their family experiences, violence or that the mother does while the boys in the womb that this

Speaker 6:          02:49:08       literally their behavior patterns, thought pattern, they come out of that, they come out of the gate with a faster fuse, a shorter fuse, uh, more, more inclinations towards violence. You know, different hormone rates. Either their body reacts to stress differently, they're quicker to snap, the quicker to make impulsive, violent judgments and beat people up and shit. Like a lot of the people that are in these situations, like what you're dealing with is like a programming from the time they're in the womb and it's very difficult to correct. And then we have to like really not think about it in terms of like here's a person who's doing a bad thing and think about it more in terms of like, well wait a minute, why is he so angry? How did he get like this? What, what happened? Like we can just get out of let it happen over and over again and keep blaming people who get it wrong and say, hey, everybody figured out because we're going to keep locking you up or, or should they look at it and go, how is this happening?

Speaker 6:          02:50:01       What is causing people? Hey look, Mike grew up on the south side of Chicago. Everyone in his neighborhood was getting beat up and shot and you know, if someone says something to him, he can't even help. But he just sucker punches you cause he's on edge all the fucking time. Are we supposed to treat him the same way? We're going to treat Chad who grows up in the country club and the where's izod shirts and his, his parents are both on Xanax and everybody's cool and the maid raised him. I'm like, go get a tree. No, they're not the same people. These are not the same kind of human beings like some human beings. They got a shitty deal. They got a shit deal, man. Does she get a shit deal coming into this planet? We've got to figure out how to stop those shit deals from taking place so often figure out a way to like make it nicer for people.

Speaker 6:          02:50:45       Like the worst problems are people that come out of horrible situations in their life when they're young and then go on to do violence and terrible things when they get older. Yeah. If you could just get to them that early fuck, look, everybody calm down, everybody relax. Like let's figure out a way to get you all paths to success and get you to figure out like coaching and life coaching and education and counseling and community and you're wanted and loved and everyone's together and you have a stake in this game just as much as everybody else. Yeah. And then it have this kid with kids when they're young, you'll develop phenomenal human beings instead of people that are likely to grow up and you know, engage in the kind of patterns that they saw all their life.

Speaker 3:          02:51:32       Yeah. I think like a big bet going our school system, like we're not taught how to use our brains. We're not taught how to deal with certain emotions when they arise. We're just taught math, science, all that stuff. I think the school system, we need to implement more teaching us how to meditate and a control, our thoughts, our emotions. Just like Rhonda Patrick says like what the mom's eating has so much to do with how that baby's formed and how healthy it's foreign for sure.

Speaker 6:          02:51:58       Sure. Small extent. Yeah. I mean, it's all, there's so many factors and then, you know, there's things

Speaker 4:          02:52:06       that you're just never gonna be able to control like where you're born, like, who, who your parents are, what part of the world do you live on? And we were all lucky as shit, even the poorest of us to be here in America where you could be in a shitty neighborhood and managed to get out and, and become, uh, at least a financial success is places where that's just not possible. You know, literally how lucky are we that we're not living in fucking Singapore where they could just pull you over and just lock you in a cage for a year because you liked to smoke plants. Yeah. No Shit. It's fucking insane shit. Yeah, we're, we're all insanely lucky. I bet it's pretty crazy being a dad. It's crazy. I'm bet. Yeah. Holy Shit. It's hard to wrap your head around it until you experience it. I bet.

Speaker 4:          02:52:51       Dude, it is a very, very rewarding, but it's also very strange, very humbling changes your whole perspective on things you like. You love these little people in a way that you didn't even know you could love and it's, you just feel different. You feel different about people. I look at people now, men, women, everybody. I look at them like they used to be a baby. That started to happen almost immediately after I had a kid. Like I never used to think about it that way. If I saw some dude and he was fucking like 70 years old yelling at people, fuck you, get off my lawn or whatever, you know, I'd be like, look at that old dickhead. I'll beat your ass. I just think he's an old dick and fuck that little dickhead. But now I go, oh, that was a baby man. That was a baby that just went through life.

Speaker 4:          02:53:35       And then got to the point where it's this, this old man who just, you know, everybody could ride that fucking mechanical bull for a second or two and seven years old and you're like, get off my line and you just can't wait to go back inside and drink yourself to death and you're watching judge Judy. You know what, that's, there's a lot of people like that. Those people that are out there just in a room with the fucking walls are yellow with cigarettes. Just constantly smoking. They got a greasy film on all the windows thrown into Tony's. Yeah, they're just ordering pizza and they're fucking whole house smells like shit. Those people are alive right now and they were babies and now they're 80 now they're 80 years old coffin. They got a tube in their neck. Maybe they got a fucking oxygen tank. They take with them the little too that goes up their nose.

Speaker 4:          02:54:27       And how were they raised? Who were they raised around? Yeah. How were they raised? Did they get a good deal? They eat. Yeah. They get a good, they get a good deal with around nice people when they were young or did people smack him for no reason when they were a little baby that people drop them on their head. What happened to him? You know, what kind of education did they get? What kind of nutrition did they get growing up? How well did their brain develop? God, you know, it really does make you want to just treat everyone nice suit. It could be us. That's the thing. You could be born in uh, uh, terrible community in, you know, fill the bikes. Russia, you could have been born there. You could've been in some

Speaker 6:          02:55:04       nightmare crime infested part of Liberia. You could have been fine. There could have been you, you could be in Libya right now. You could be a little child born in Libya right now you have no control of your environment. And there is basically a failed state where they're reintroducing slavery, open markets. You can watch people, there's slave trade auctions on youtube. You could see him in Libya. Yeah. Did you ever, if you've seen it right? Jemele terrifying. So Frances and Gyno spoke out about it after he knocked out Alistair Overeem. It's one of the things that he wanted to talk about when he knew he was going to be fighting for the title. Basically, you know, in his, he had, he's not the best at English. She's still learning it. But he was like, you know, I just want to say fuck slavery like this. This is crazy that this is happening today in 2018 they have slavery and Libya.

Speaker 6:          02:55:48       They ha they were shipped people or cell phone camera footage of the slave auction. It's going on. Damn, dude, that's fucked up. Yeah, that could be us. Yeah, we can be born there. You know, we got lucky. Everyone got lucky and some got lucky than others. But the, the lack of just, not just an understanding of that, but the action, like the fact that we always think we have to do all these different things in other countries. Uh, we have to go over there and help these people out there trade. Oh, we have to go over here and there's a steel embargo. We need to talk to these people. Yeah, yeah. We were sure we definitely do. But what, you know, we really need to do. We need to fix up these fucking poor cities. Fixed this up. You had a horrible poverty. You've got places where you have block after block with boarded up windows and you know, this is exists, right?

Speaker 6:          02:56:33       The reservations. Oh Dude. Ah, that's a different world. They're two different worlds. It really is. Yeah. But it's like that's never something that's discussed when people talk about the problems that this country faces there they live roughly, you know, economic crisis and they use words like, you know, um, you know, welfare and a quality or you know, uh, income inequality, the use these terms. But at the end of the day, we don't think about, no, it's just like people that are fucked, they're fucked. Like their, their situation is fucked. It's not good and they don't get the same break is someone who lives in a nice neighborhood in Columbus, Ohio. They're not getting the same break. It's a different situation. And until you fix that, you're going to make criminals and angry people. And pay people that are dysfunctional and people that are, you know, they're lashing out because they experienced violence and no love their entire life.

Speaker 6:          02:57:22       You can always get that, Matt, and this is what I was talking about earlier, that our technology is constantly and rapidly accelerating, but our understanding of our interactions with each other is still fucked up. It's still clunky and not well thought through. And as much as we know about so many different factors in terms of like how human beings develop, we put almost no effort into fixing it. Well, what the fuck? What would help? They would have to go on an all out campaign to reinvigorate horrible neighborhoods. They would have to fix, they would have to use government money to fix these houses and fix these neighborhoods and make, make it safer with more police force. Um, make community centers where people can go and be safe, set it up so they can do activities there that they would like. You know, there's, there's gotta be ways that you can invigorate these places and you somehow or another figure out a way to get work for a lot of these people.

Speaker 6:          02:58:20       Give them counseling, give them, let, let people know that. And I've never really been to school and they're in their fucking twenties there's a place we can go, we can teach you how to write and read. This is real. There's a lot of people that are like this and in the real world, you know, we can, we can fix things if we put money and time into them. Like the way they decided, like they were using Halbert and to go and rebuild places that we blew up in Iraq. Like that's what they do. They go and re fix stuff that we fucking, they build, they build shit that we fuck up. You know, they go over and then they put power plants and do all kinds of other shit over there. But they had to get these giant contracts to go over there and do that.

Speaker 6:          02:58:57       Okay. Well we definitely blew things up so we should definitely fix it. But shouldn't we fix Chicago too? What are you going to gang violence constantly in Chicago. Death rate in Chicago is crazy. Right? Or Detroit or you know, fill in the blank, whatever bad neighborhood it's experiencing some sort of a drug conflict. Reservations. Yeah. And then how about the fact collectively we all need to look at the fact that there's Mexico's right next to us and the only reason why they have such violent crimes, cause we lack drugs and we keep those drugs illegal. So bad guy sell drugs. Like this is fucking stupid shit ever. It's like you don't, you know it. Everybody knows it. This isn't, I'm not a smart guy. Like if I know it, I'm not, I'm no genius. If I know the solution. You don't think the people in the highest levels of government know the solution.

Speaker 6:          02:59:46       But Dude, you're a lot smarter than you think because think of the people you talk to everyday, deep conversations as you guys are a lot of knowledge that people have never. Yeah. But see that's the difference between knowledge that you just sort of remember things that people have told you, which I got some of that and actually have an an education in it. That's the difference. Like if people ask me about martial arts, I can understand almost everything you want to talk about with martial arts, with the exception of some judo and some wrestling, you know, some judo and some wrestling. I would want to talk to an expert in what makes sure that I got my positions, my, my understanding of what the best thing to do. But everything else I'm going to sacred in Michael Poland said though, how long on sleep, how long do doctors get?

Speaker 6:          03:00:27       Like how long is their courses on sleep one course. How long exactly listened to them or do you listen to your podcast? Yeah, but I don't listen to them when it comes to sleep. I listen to a guy like Matthew Walker who's asleep expert. Yeah. You know what I mean? There are those. He's a real, he's a real sleep expert so he's the guy that I should listen to but just because I can pair it what he says don't get confused. Like I'm not smart. I just remember shit. But that's in a way, that's smart dude. If you could see how my fucking brain actually functions, how I write material and why I need to constantly keep moving and you'd be like, oh, you're just crazy. You're not smart. You just a crazy nice person. That's what it is. Open minded to definitely open minded. I think I need to be, and I think we all need to be, I think it's one of our main problems as people, and I've been absolutely guilty of this in the past, is that we cling to an idea as if it's our identity.

Speaker 6:          03:01:19       I'll give it as it, if it defines us instead of looking like, am I right? I might not be right. Like there's a lot of power in saying, damn, I'm wrong. There's a lot of power in that. There really is and we need to recognize that. We need to recognize like there's power in saying you're sorry this power and like, dude, I've, I definitely fucked up. It was, I was in the wrong 100%. I just, I don't know what I did. I'm sorry. You know it, there's, there's power in that. He's Poe. I feel bad about it. There's power in saying, you know, I thought this was correct and it wasn't. I really feel stupid. Uh, sorry. Argued. That's so hard. I really thought I was right. I'm fucking idiot. You gotta be willing to do that if people were less willing to do that.

Speaker 6:          03:01:57       It's like there's some people, they say something and they stick with it and then they'll fucking die on that hill. Right? Like this is why it was so weird that Donald Trump was trying to say that the eagles never stood for the Superbowl. There were the kneeling and the, you know, enough of them didn't want to come. So I'm canceling this party uninvited him. That's crazy. And that's why it's crazy. It's crazy because of the way we, we really, in our heart of hearts and understand how people are capable of communicating with each other. Yeah. It's pretty cool. Yeah. We're capable of being way better than this. We just clumsy or just stumbling into each other and head butting each other and shit like a mosh pit and he goes, you're just fighting each other. There's a lot of that, man. It's a lot of everybody, including me, I've done it to everybody wanting their side to be right.

Speaker 6:          03:02:44       Oh yeah. Just get so stupid with it. That's why it's hard to like wander out up out of your group of friends. Fuck yeah. He got like, Fuck Eh. Try to trust people. Right. Try to find people that aren't like secretly hoping you fail. Yeah. A lot of that, those people are exhausted. Similar mindset. It's constantly sharing different articles you find in that, I don't know, pretty lucky and being honest about what you know. You know, don't pretend to know more than you know. You know, going to be aware of what you know. Like someone like you. Like I could listen to an expert, nutritionists, they kind of overweight. It doesn't look good. Or someone like you who's not an expert nutritionist, but look at your body. You have a lot of fucking knowledge that you learned. Yeah, but definitely don't listen to me. Only listened to if I can pair it somebody else's shit or tell you to go listen to their shit because I get things wrong.

Speaker 6:          03:03:30       I, I don't, I'm not educated in the mechanisms of nutrient absorption. So there's like things that if you take it with certain things, it's not good for you. Nutritionist will know all that stuff. I'm not, the person knows. I know some things like don't have saturated fat with refined carbohydrates and sugar. It's not a good combination. Especially if you have certain genes. I know a bunch of shit. I know what you're supposed to eat and not supposed to eat. But some nutritionists though, even some like at the EOC Pie, they'll be like, oh well not this one. But a certain nutritionist went to school for it, got all their degrees and are like, yeah, you can have Mac and cheese for lunch. And then we'll have like a some vans waffles to get you started. It's like, oh well they must have got some 1990s education that I'm saying like how much are those are 1990s educations.

Speaker 6:          03:04:11       If they don't keep up, man, it can be bad. Right? Like those food chains from the fucking eighties and those Dr Seuss books, you ever see that shit? It was all like cereal and rice and grain at the bottom must get a better, have a lot of that and then and then after that it was like meat and there was eggs and it was a goofy ass food chain man. Damn. That's what people thought. The Food Pyramid, the bottom of it should be grains and breads, which are fine as long as you don't have too much of it. That should be a moderation thing depending on your goals, right? Like yeah, but the thing about the nutrition world, the real thing, it is so complex and so it's so involved that you really need to talk to an actual expert. Like if I have issues, I have questions about things.

Speaker 6:          03:04:56       My number one go to his doctor. Rhonda Patrick. Yeah, number one. Cause she's, she's 100% scientific with all of her. There's no shenanigans. When she has an idea about something, it's based on study. She can cite those studies to you literally at the drop of a hat and she didn't tell you what the, what's what's going on. Like what, why is this good with that and why does this help that? Why is this hurt that like she's the go to person for me. She said she's a wizard, you know, she's so fucking smart. So like I could ask something like that, but I'm not, I'm absolutely not a nutrition expert. I know what I've been able to do that works pretty good for me. And I've got some loose leaf fucking duct taped together knowledge, but they're the real people out there like Rhonda Patrick or Rob Wolf for Chris crush or Ben Greenfield like I'd bet in here weeks ago, dude, he's a wizard.

Speaker 6:          03:05:46       Listen that three times. What are your probably a purple or brown belt and nutrition then? No, I think I'm a blue belt. No, no, no. I'm being honest. 50 years old. And Jack did. Just crazy. I told you I'm a crazy person. I work out a lot. I take TRT. Yes. All those things help. Yeah. But, um, the, the real experts, man, they're, their knowledge is constantly growing. This is the thing about Rhonda that's so fantastic is she's on top of all of these peer reviewed papers and new studies and all these things that are going on and things that are in the process of going on because she's in this loop of clinical, she's a clinical researcher, so she's in this loop of all these wizards and she does her own podcast. So she's like, she's constantly up on everything that's going on. So she'll send you things about new data and she's always like, every time I have her in here, it's three hours where I might talk like five times. Like I might go. So why does that do that? That's a good question. And she's not even looking at notes, man. Like she's, and we get to learn from it at a young age and apply it dude. Like, so who's to say we're not fighting healthily at 40? If we monitor injuries and monitor our sparring and all that,

Speaker 4:          03:06:56       like, well the thing is going to be brain health. That's the real problem. The real like cat Ghana was here. Do you guys see that or listen to them to see that one yet? She had a significant brain injury apparently from Amanda Nunez. Amanda Nunez through some boulders, boulders, they long boulders, she hurts people. She's a fucking killer. That, and uh, she was concussed so badly in that fight that if fucked up or hormone levels, she became hypo thyroid from that fight and continues to be. So to this day, she gained 25 pounds. She said there were 20, 25 pounds somewhere in the neighborhood, somewhere between 20 and 25 pounds. Could not shake it off. She goes, I was, I was eating like 400 calories a day and my body would not let go of this weight. And then she found out she was hyperthyroid and she had all sorts of problems with her cognition, with their memory, with her.

Speaker 4:          03:07:47       Um, she couldn't see when she was sparring, she wasn't seeing things anymore. She wasn't seeing reads, you know, she wasn't like she fainted, she fainted someone she couldn't see their reaction she see was just charging at them full blast. She's like, I had no sense of what I was doing. So she started getting this crazy magnetic therapy. They do this thing on Instagram. Yeah. You saw it on her Instagram. Yeah. And it really helped her 100% brought her back and she said they'd been able to do that with soldiers and all these, they re ignite all these air and they can target specific areas of your brain where you're having a hard time functioning correctly. Wow, that's bad. Yeah. So she got all of her pallets back over issues and you know, she says she feels 100% or close to it, but that, that kind of shit, it gives me hope. Right? Like if they can, well that's one sort of therapy that they can do. Maybe there'll be more in the future. There's a lot of hope and like all this pioneering stem cell shit and exosomes and all these different things that they're working on to try to regenerate neuro tissue pool. Really? Yeah. Who knows? I mean, we're in a, you know, amazing, amazing times, but again, this is just technologically and medically. Still. Culturally we're goofy as fuck. Yeah.

Speaker 4:          03:09:00       Technologically and medically. Yeah. Like fuck you guys. See that they're going to take away the bikini's and Miss America. I saw, I saw that. I was like, come on son Tan. It's hilarious. Listen, they're going to make it a contest. They're going to not going to judge them on their looks anymore. They're going to make it a contest. They're not going to judge them on their looks. Nope. Nope. They're not judging them on their appearance anymore. Holy. Do a different thing. This is just do a different thing. Yeah, but I guess they want the name Miss America, but then how does Miss America Miss America go to Miss Universe? Is that how it works? You don't know. You know he's got all of them on the saved safety. Wasn't that what the one where Steve Harvey's had the wrong person. He felt that was that Miss America or Miss Universe, this universal bloody damn dude, that would suck. Toad suck. It's just a crazy thing, man. To have a a beauty contest.

Speaker 5:          03:09:54       Imagine if they had them for men. I mean they caught bodybuilding contest or bodybuilding contest. That's a different thing. But imagine if they had just a gorgeous man competition and the guys just walk out and they would, you know, to ask them questions. So Pale road head, we've got to get a redhead in their showboaty and Boosie all day. I don't even care about myself. They're like crazy shit. Just like those women, you know, everybody's just trying to say the right thing, hoping that they get picked. That's fucking fun. That's a weird thing, right? That this super weird. It's not something that anybody's clamoring for quality on. I'll tell you that like no one's asking for Mr. Mann, Mr Handsome, all America man to university. Yet Mr America is only like a bodybuilder. Mr universes bodybuilder, this Dorian Yates mother Fucker, right. You know that's Lee Haney. That's mister universe. Mr Olympia, right? Mr Olympia is the top of the heap. Who's the one with the dreads? The spiraling dreads. Which one is the body belt? Mister universe.

Speaker 5:          03:10:56       Oh yeah, that dude. Oh, that dude was on fear factor. Kelly. Yeah. Kelly muscle. Kai Greene. Oh, right, right, right, right, right. Yeah. There's some big ass dudes out there. There's some big fucking dude's out there. Seriously, but what does that look? It is, but that's ridiculous. You have to look at it waking up and not look at it. Look at his, but make it bigger, Jamie. Dude. And He'd get tagged. Yet the fuck Outta here. How was that? A human's ass. And you hear how GSP, how messed up he got for eating all that like, man, these guys insides I guess their lifespans not long. Right? That guy must have a dick like a rhino horn. We're just a little pecker head size of these fuckers. That is just what, okay. Now here's the real question. Here's my question. I guess maybe I'm ignorant, but how the fuck could you tell who's better?

Speaker 5:          03:11:51       No Shit. How do you tell they're both. They're both ridiculous. Like, what are you looking for? Even even on each side. Right? How weird is that? Yeah, because like at the top level, when you, when you watch like a Mr Olympia or something like that and you see eight dudes stand onstage flex and do you, is one of them stand out to you at all? Yeah, they all look super jacked. Luckily with those two, those legs, weird life to live wouldn't it? Those legs are preposterous. Those are preposterous thighs. That shit doesn't make any sense. I mean look at your legs. God, that's Ronnie Mother Fucker Coleman. Ronnie Coleman in his day. What would you be? Beer tactic if you had to fight that guy in a fist fight. Hang on or stay away or stay away. Hang on. We got get back going to work. You make them work. Get two minutes left. Two minutes. Keep fighting for under hook. Stay low. Yeah. That guy's

