Speaker 1:          00:00:02       Sure.

Speaker 3:          02:40:14       what you're forcing a doctor to work on you if you don't have the money to pay for it. Exactly, but I think as a culture we should probably put that in terms of like what are we going to do for our citizens? What we would definitely going have provide fire protection. We're definitely going to provide police. We should definitely provide medical too. I'm just think it's. It should be. There should be a safety net to keep people healthy if they don't have money. Sure. I think that it's a, it's a totally valid thing to say, uh Oh, what do we have it is. Whereas this, they randomly selected 3000 individuals across two US states participate in this study. 1,000 received a thousand dollars per month for up to five years in 2000 will receive $50 per month. What does that, and it's the control for the, for the express serve as a control group for comparison with the $50 for is not going to help shit, but the thousand dollars per month that that's.

Speaker 3:          02:41:05       That gets interesting because then you're not giving anybody enough where they can fuck off because 250 bucks is really not going to pay for rent and food, but it's a. it'll help you give you like a little bit of a boost. Yeah. It could be good for the economy. I think that there's. There's a lot of worry about inflation because you're basically freeing up a ton of money that would otherwise be in banks are not circulating on the market, so it's gonna make your dollar less valuable. I think there's a lot of like complicated things economically that people have to deal with with that, but I feel like you know, with what you were talking about with healthcare, I think it's an interesting point because we don't. We talk too much about rights and we have these rights. You have a right to not be searched without a warrant.

Speaker 3:          02:41:40       You have a right to due process, his free speech rights, right, um, that are written in the bill of rights and the constitution, but, but privileges a 21st century modern, progressive, wealthy society. What can your privileges of being part of that society? And I, I like when people talk about it in that sense and be like medical care as a part of it is the privilege of being part of a like this. I'm like, okay, so let's frame the art. Let's frame the arguments differently because I think it's a more compelling way to say we've achieved so much. We're not in the dark ages anymore. We're not even in the 18th or 19th centuries anymore. Now we have roads, we have police and fire, we have all these things. What's to stop us from having the privilege of having this as well. And I think it's just frame it that way and you'll have way more people on board and it's a very compelling argument for why we shouldn't spend $800 billion on the military.

Speaker 3:          02:42:26       Like maybe if you had some of that money freed up, you could take care of a lot of things at home. You could, uh, medical care of Medicare for all is expensive. It's extremely expensive. Streamline. You could, you could actually, as far as I understand, you could, I think tax, I'm sorry, you could remove military spending completely and pay for only like a fourth of it. So it's, it's, it's, it's a, it's a really radically. Really? Yeah, I think so. $800, billion dollars a year would only pay for a fourth. I think it's 600 billion a year of spending military spending right now. But I think it's, it's uh, Jamie, do you mind, I hate to ask you to do something, but do you mind looking to see how much the Medicare for all thing? Cause I think it's something like one point 5 trillion a year, so like 2 trillion a year or something like that. Shit. And so like these are the things, but you have to have rational conversations with why I have no respect for Bernie Sanders because you can just throw things out there. Yeah. One

Speaker 5:          02:43:12       point $4,000,000,000,000, so you get Medicare for all plan cost nearly one point 4 trillion. So a little off. So it's a little less than half. You actually you could. He's, he's a character. Well, it's easy to. It's easy to go around promising things to people. Like the funny thing is like Free College, right? Like free, nothing's free, but free college. It's like, well you're 401k is going to tax for that. If you're, if you're a middle class family and you're making transaction walter transactions, broker transactions with your forum, okay, you're going to pay that tax. You know, it's easy to say Medicare for all by raising taxes. But everyone's taxes go up two point two percent, you know, not. I think there's also a real

Speaker 4:          02:43:47       concern with kids fucking off with that education. Like if a, if an education costs like what is um, uh, per year cost of a very good university today. Oh, not even like an Ivy League University, but

Speaker 5:          02:43:58       probably 20, $25,000 a year. That's a lot of money

Speaker 4:          02:44:01       if you're just giving that to some kid and they half ass their education and they don't get kicked out of school and it's free like, well, maybe that's not the best use of money, but if someone can demonstrate a real desire to learn, you know, and a real desire to achieve and to discipline themselves into following through with the courses and doing the work, you maybe then maybe give someone a semester for free and proved by their performance in that semester by their effort, their performance, how much work they've done that you know, okay, you, it's very likely that you can get through four years of this university and get out with a bachelor's degree. Maybe even move on and continue your education or become a really valuable member of our society and benefit our economy and benefit our. So our civilization, because of what you're learning here. So making an investment in you mean that? I think that's a valuable thing for our country, right? Have more educated, less ignorant people have less losers, right?

Speaker 5:          02:45:05       Yeah. I think to me, I say this, I guess we're a pace of place of some privileges. I went to college, I went to a great college and I'm proud of that, but at the same time I feel like it's too. Why don't we emphasize trade schools anymore? Why don't we emphasize that you don't have to go to college, you can be an entrepreneur, you can start a business. I feel like it's all. It's often too, it's too much focused on like an academic path and I'm like, that's good for some people, but I would argue that there's probably too many people going to college, especially for things that we were talking about earlier on that don't really do anything for you. If you have a chemistry degree or a physics degree or a math degree, you're going to be great. If you have a history degree like I did, you have to be very lucky like I was or your.

Speaker 5:          02:45:43       You might have some hard times, you know, or you find something else to do. Exactly. Every benefit. Just from the discipline that you learned while you were in school. Right? Exactly. It's, it's, it's proof that you can accomplish something, but I wish that there was more drive to say like we need plumbers, we need electricians, we need. And you know what? Two things, some of the stupidest people I've ever met went to college. Some of the smartest people I've ever met, he didn't go to college and some of the people that I know that are doing the best economically are in trades, not, they don't have a degree. They're electricians, they, they build houses, they do those kinds of things. Repair. Exactly. These are essential and these things aren't going away either. So it's, I feel like, you know, I look at someone like a mechanic, I look at it, a plumber or something like that.

Speaker 5:          02:46:21       I'm like, man, that's really impressive because I don't know what the hell you're doing, you know, but you, you know how to wire this house, you know, how to, to lay the plumbing, you know, how to do all these kinds of things. That's a vital service. And so. Exactly. So I feel like there's almost this like got to go to college, got to go to college. I'm like, no you don't, and and the other thing that I think is really relevant is that I paid for my college and now suddenly and I'm paying loans out the ass for my college degree still and I have to now pay for someone else's college like and that I, I did what I had to do and I don't really feel like it's fair that I had to owe 60 or $70,000 in loans that I've paid back, but someone and then I have to pay taxes, extra taxes for someone else to go to college as well.

Speaker 5:          02:47:02       It kind of frustrates me in specifically because the only reason college is so expensive is because the government is involved in the loans, subsidized loans. Anyone can get a loan. If you, if you in a college and you knew that anyone that came to you could just go get a stafford loan, right? You would jack prices up in two seconds. Of course he would make the loans more, a more rare and even raise interest rates on those loans and watch what happens to the cost of college. It will plummet because they can't justify the cost anymore. The government made this problem. Now the government's trying to, and this is what I'm talking about, the government's not trying to solve a problem. It Matt, it totally manufactured on its own. When did that all begin? I don't know. I think I, I don't know for sure. I think in the seventies it began and then I think it really got out of control in the nineties, you know, because I went to northeastern and my mom actually worked there, so I didn't even pay tuition.

Speaker 5:          02:47:47       I only paid room and board tuition in northeastern is like $45,000 or something a year now. I know people that went to college that had to pay out, have those loans strapped to. They have two kids in college. Holy Shit. That's incredible. Like, Holy Shit. And Dude, I don't, I don't know what I was, you know, when you're 17 or 18 years old, I remember my dad, my dad's, my dad's in New York City, firefighter. Very serious guy. Right? And I remember him sitting down and being like, I'm taking these loans out for you, I'm coast signing on them and, and him kind of looking at me in the eye and be like, you will not default on these loans. You know, like he's like, I know you don't understand it. Yeah. Like being like, because you're 17 or 18 years old being like, yeah, I don't remember what the fuck is going, I'm going to college, I'm going to, you know, I'm going, you know, do whatever I'm going to do.

Speaker 5:          02:48:26       Look at that. We really got to control what is the ADC. So like in the mid, early to mid eighties is when it got out of control. And then in the nineties the separation, now look it goes to 2009, but in 2009 it's just through the fucking roof. It's just so the government, the government did this and now they're trying to solve. Now Bernie Sanders is running around trying to solve the problem. It's like, and speaking of age and stuff like the Democrat, he's absolutely going to try to run again. And we're going to. I think so, so old and he'll be 80. His, his head is leaning forward. Look, someone's got to teach them to stand up straight. Yeah, he's got, he's just got that bookish Kinda, you know, he's got this thing going on where his head is like slowly making its way down to his sternum. You know, he's

Speaker 2:          02:49:07       collapsing like, like Bernie. This is really bad for you though. That's the thing. That's my look. He would have one. Um, I think if he went up against trump, I think he would have done much better than Hillary. It's a brand of populism that would have been. So I think something like 10 percent of people that voted for him in the primary voted for trump. So that's a compelling number that suggests what you say is right. But my whole, the x factor in this is the oppo research and you got a little bit of taste of what research is. Oppo, oppo opposition research that they never used on Bernie Sanders because they didn't have to. And the Republicans have all sorts of stuff on him and it's not even he went, you know, like little things that resonate with older people. Right. So like they went, him and Jane Sanders went on their honeymoon to the Soviet Union.

Speaker 2:          02:49:48       That's really weird, right? Fucking Russians. People that are 20 or 25 don't care about that. People that are 40, 45, 50 care a lot about that, right? Yeah. Um, went to a communist country to explore the great benefits of the fucking red flag, which of which there are none, just like Lee Harvey Oswald cool domes in their building. Very unique building. Good architecture. Yeah. I keep asking people though, because everyone, you know, that you have these crazy people on twitter and stuff that have the hammer and sickle and their names and stuff like that. And I'm like, can anyone tell me one thing that the Soviet Union gave us? Like gave the world one thing that anyone that anyone cares about. Yeah. But that's Russian. That's not even Soviet. Right? Like tetris came from the Soviet Union in the game. Yeah. That might be the most important thing. Good. God Damn game communism is so morally and intellectually bankrupt.

Speaker 2:          02:50:31       It's incredible to me that anyone would even argue it. It's just as morally and intellectually bankrupt as the far right, you know, that seems to be the thing that people go to when they look at some sort of a viable alternative without looking into a deeply Marxism, you know, and that this idea of socialism is going to be a good thing because everybody's going to contribute and capitalism is what's wrong with the world. And like, Ooh, and whenever people, they, they always like to hit up this fucking thing of, you know, uh, the, the economic inequality, economic inequality and inequality of income, inequality of money. But what people don't seem to get is that when you have true freedom, you're absolutely going to have inequality. Because if you have the true freedom to do whatever you want, some people aren't going to do much and some people are going to do a lot is going to be some Jeff Bezos types characters out there who just want to fucking go gangbusters and own half the country.

Speaker 2:          02:51:26       And then there's going to be people that would really rather just work a little bit and then go play fucking disc golf and smoke pot and listen to records and hang out with their friends. And they'd be very happy if they just made an income that was sustainable. There's, there's a host of different personalities. There's some people that really enjoy doing art and they liked to go down to a fucking farmer's market and set up shop and sell their artwork. And that's fine for them. They, that's what they want to do. That's how they want to live their life. And maybe their dad was a fucking doctor who died at 55 of a heart attack because he was working too hard. Or you know, who knows what it is that causes someone have the ambition or

Speaker 4:          02:52:05       the desires that they have. But when you have true freedom to pursue whatever you want, that literally breeds inequality. Because there are going to be people that decide to do more. And there's going to be people in, whether it's a, an egalitarian version of this, whether these people are altruistic in their approach, whether they're, uh, the, the, the, they donate an incredible amount to charity or whether or not they keep it all to themselves. If you have real freedom like that doesn't say you have to donate x amount of your money to this and y amount of your money to that. If you just give people freedom, you're going to have any quality because people are in equal in their efforts. They're equal in their desires, their equal in their focus. They're equal in their discipline. You are and there are equal in their capabilities.

Speaker 4:          02:52:52       Yup. No, that's the major thing. That's a big one that people don't want to talk about anymore. I often, yes, I asked. It's kind of a rough thing to say, but I've had conversations with people where I'm like, when did people stop saying like, wow, that kid is just dumb. Like like, like I remember even growing up in the eighties and early nineties where like, it's like some dms guild, there's nothing wrong with them, you know, they don't have a disability or anything like that, but it's just like this kid doesn't really have the capability of going, he's going to do something else with his life now it's like everyone can do anything at any given time. And I'm like, no, you work, you have some innate quality to you but your work, you study, you, you toil, you do those kinds of things. Not Everything is, is delivered on a platter to everyone.

Speaker 4:          02:53:28       And I re, I almost resent that, you know, because some people really work very hard and some people don't work hard at all. And then like you're saying the outcome should be equal. I don't think so. It is some people that are tall, there's some people that are short and there's some people that have brains that are made at a dog shit and there's not much you can do about that. There is absolutely a broad spectrum of human intelligence, of awareness and you know how much of that is the environment they grew up in, how much of that is their education, how much of that is there a Bra? Genetics, who knows, and there's environmental factors that fuck people up, right? Like this. This is real arguments that are living around toxic waste is very damaging to your Iq. You know there's, there's a lot going on with human beings and it's not fair, but here when you play cards, okay, if you hit four aces and I get one too and a bunch of fucking random numbers, that's not fair either, but I have to figure out a way to win with this hand.

Speaker 4:          02:54:18       You know, or get by and if it truly is a competition and you got a shitty hand, you got to do your best, do your best with the hand you got. You know, if you are a dwarf and you want to be a basketball player, you're going to have to let that go. You can't do that. You know what else you can't do? You can't fly. You can't breathe under water, you can't see through walls, you know, you can't run a million miles an hour. Okay. Those were the things you can't do, so let's, let's figure out what you can do and find something that you can be passionate about. And I think capitalism as an economic system, the only one that I ca that accommodates all right. And I exactly it it, it's, it's such a trite thing, but it's like it's the least imperfect of all the systems, right? Like there's nothing positive about something like communism. To me, I think like whenever I see that hammer and sickle

Speaker 5:          02:55:04       and I don't mean to be mean, whenever I see that hammer and sickle on a person's name, I'm like, I'm not really dealing with someone with a full deck. I don't think. Like, I don't know how you can possibly like read Marx and do all these kinds of things. Jumped deep into history. Look at the Soviet Union, look at North Korea, look at Cuba, look at all of the failure that's happening all around you. Then look at the fact that everyone is benefiting from capitalism in some way. They're just doing it wrong, yet it's not real communism. It's not real socialism. That's always this. It was the answer.

Speaker 4:          02:55:26       I mean real capitalism. The worst aspects of capitalism are diminishing appreciation for the human being and the fact that money is power over everything and that people just acquire material goods and all those things are true, but they're true at the farthest end of the spectrum of good to bad, right? The furthest end of like, what is the damage that capitalism can do well can you can devalue human life to the point where money becomes more and more powerful than anything and people can consolidate this money and build these all girl family structures and you know there's a lot of issues that can happen, but that can happen with anything where people have leverage and power over other people. It doesn't necessarily mean they have to happen that way. There's, there's got to be some evidence and some instances, instances of altruistic. I'm a capitalist.

Speaker 4:          02:56:18       I'm like, Bill Gates for instance. That guy does a lot of really good things, you know, and his, the Bill Gates Foundation and that he. He has started up, I mean, God damn, he's donated. A shitload of money will go to charity. I mean, that's a good example. Another good example is Warren Buffet. Warren Buffet has, I believe, donating almost all of his money to charities. I mean, and these are guys that are wildly successful. I mean you're talking billions and billions of dollars in wealth attained entirely through capitalism. It like, so you have your bad examples, but you also have good examples. I mean, what Bill Gates has done, I mean really incredibly impressive when you stop and think about it,

Speaker 5:          02:57:00       get the bill and Melinda Gates Foundation, wherever they call it, is like super influential. Uh, I, I look at it in the sense of yes, there are negatives about all of these things like you were saying, but I also feel like, are you eating today in half the world? Because that's because of capitalism. Are you, you know, like capitalism, the industrial revolution that, that got, that got everything going in the last 150 years is all because of the necessity of, of the chase of the dollar or the pound or whatever the case might be. Like the chase for money is not in itself a negative thing. It's what you're saying, what you do with it. And the ramifications of what we get because of money, you know, is an amazing thing. I often talk about whether it's good or bad is, you know, when apple one, the apple one computer was being made in the mid seventies, you know, Steve Wozniak and Steve Jobs used to go to this thing called homebrew Computer Club in Berkeley. And people would go there. There was this real spirit in the seventies amongst tinkerers that they would share their stuff with each other, that they would be like, this is how I did this. This is how I programmed this very rudimentary punch card machine. This is. And they were going with apple one to this thing and uh, Wazniak had really

Speaker 3:          02:58:02       wanted to give it away to be like this revolutionary computer that we are sitting on here. We're just going to give you the tools to make your own. Steve jobs was the one that said like, we have something here that can become more ubiquitous if we make it into a product that we sell as opposed to something that stays within the confines of the Berkeley homebrew computer club were at 15. People will enjoy it. We can mark it this bad boy. And so it takes sometimes a person who has the most number, it costs $766 and 66, four K of Ram ram rather. That's amazing. That's amazing. So you know what I'm saying? Like it takes some times for things to proliferate. Sometimes for things to do good, there has to be a profit motive and sometimes you need a steve jobs who didn't have the intellect.

Speaker 3:          02:58:44       That was me. I had on a programming perspective, but saw products for what they were. Went into Xerox, saw the guy, saw the mouse, saw the ethernet cable, knew what to do with these different things. That's the beauty of capitalism to me. You know, that's one incentive for him to pursue these goals. Exactly, and we all benefit. Look at, look at our smart phones. Ten years ago that we'd had no idea what these things are going to become and look at the economy. They opened up 10 years ago. You were psyched if your phone flipped open. Yeah, it was all he could do that thing with the risk where had opened without you. Yeah. Kirk out slap it shut.

Speaker 9:          02:59:12       Do you remember the matrix phone when it came out? Like it shot open and they're like, no one could ever get one and now I feel like a lot of people one on one. Do you remember that at all? What's the major phone that when the matrix came out, the first, the first one, they all had a cell phone. It was made by Sony and the bottom of it shot out. Instead of flipping open, you like hit a little button and it's like he jumped down and it never was released for like a consumer.

Speaker 3:          02:59:35       Why not? Capitalism wasn't already late. Capitalism wasn't ready for that phone. Bernie Sanders were released for free for him. I think he's in unique character because he's an antiestablishment character. He's interesting. Well, that goes back to the point you were making. That's why he came up is because you said he could maybe be trump. I think the shared populous message here it is

Speaker 9:          02:59:55       version of it might've finally came out I guess, but um,

Speaker 3:          02:59:57       how does it work? I'm confused that this shot out and it's just covered up the thing instead of flipping open. Oh, it's like you press a button and it slides down.

Speaker 9:          03:00:06       Yeah. I mean that's when they were running and like trinity was running shoe, just do it. And they were like, we need an operator.

Speaker 3:          03:00:11       Oh, that's hilarious. Isn't it crazy that we thought that was the shit? It's not even that long ago. That's what's so funny about it, you know? Well, I had a blackberry. I thought it was a wizard for super technological too. I had a blackberry. Is that it? It slides open spiral. It has a screen and the bottom. Isn't that funny? They never thought you would ever be able to type on a screen. Like that's just ridiculous. Get the fuck out of here with that. You need buttons, man. Remember that? One of them bitches. I had one of those with the keyboard. I love that thing. It's great and send emails. I never did, but you could, but you could. Yeah, you could. If you wanted to send half my emails on my phone. Now I think about like I love thinking about the iphone and the smartphone revolution and then all of the businesses that are totally based on that thing, that uber or

Speaker 4:          03:01:00       a Lyft, all of these companies that only exist because that product existed only because someone saw the capital investment necessary to proliferate this thing and I think it's amazing as it is and communism doesn't give you that exactly as you're saying. Them in capitalism is responsible for this intense competition and these cats and these smartphones now where they are legitimate contenders to apple. Now like apple just released the iphone 10 or the x, whatever the fuck they're going to call it, but you have legitimate contenders in the Samsung Galaxy. Note eight, the Galaxy s eight and the Google Pixel two xl. You have these three phones that a lot of people compare favorably to the iphone. They're going back and forth with this and it's like it's a neck and neck race. Now. It's a matter of whether or not the integration with the operating system is important to you because a lot of people enjoy using a Mac and an apple computer and you know, they want to have the phone seamlessly integrated with the computer and then a lot of other people use windows and they prefer to use an android phone because of that.

Speaker 4:          03:02:01       So it's, you're, you're dealing with massive competition now, which is fueling apple to innovate, fueling samsung to innovate and me, right now it's just phones and you know, who knows whether or not it's really important to us, but that could lead to bigger and better things. No one saw the smartphone coming and that's really revolutionized the way we exchange information, the way we gather information, Google's new pixel xl, you squeeze the side and ask you a question, like that's how quick the assistant comes in as well. So you squeeze the side and you say, tell me who Collin Moriarty is. Bam. It shows you instantaneous, a sexist pig, a joke, and he should die. What does that Jamie foldable screens that are headed out the next couple of years. Excellent. The next thing, what the fuck, man, it's crazy. This slap wrist thing where you're talking about with the fucking tape measures and as you know Korean company, lg is doing this for altruistic reasons. They're not going to make any money. They don't see any money in the foldable skirt. Pull it. Bernie Sanders.

Speaker 4:          03:03:04       Yeah. He's going to support his neck with one of those phones. Get when them bitches just shoot under to keep his head above water. I get a phone call. I looked down. He, I think we're in an incredible time when it comes to this competition though, and you're right, that only exists if people have profit. You only exist that people have some sort of A. There's competition and there's an incentive and you know, it was. There's a battle going on between these and I think that's the forefront of it because with laptops, I mean there's competition but boys kinda stagnant, you know, it's like, okay, well how much processing power do you need? If you're not rendering video games, if you're not making things, if you're not making movies, if you're a person that's making CGI or filmed or something like that, well then it makes sense. You could probably use the faster processors and all the power and stuff like that, but really the competition is in video games and in or in a video and apps and phones and the images these phones can create and all of them now have the ability to do portrait mode where they blur the background and bring you into the foreground and then the Google Pixel xl has some incredible ai for altering images and making them look cooler and it's really amazing stuff, man.

Speaker 5:          03:04:15       Yeah, it's awesome and I. I feel like a lot of the cool stuff that we even dwell on from back in the day, everything had a profit motive back in. Especially like we were talking about the age of exploration, like they weren't looking. They didn't want to come here. The Europeans were just looking for a way to shorten their trade with Asia. They didn't care about what was in between. It was actually, it's super inconvenient that we were here, you know, like there was always money at the end of the tunnel for like good things. So that's why. That's what the space race, that's why the space race is so unique because it had no, you know, like everything from like mercury and Gemini. Apollo missions had like no real reason to exist. Other than that we wanted the best, the communist, there was no financial reason to do it, which is why it's so unique. And, and I, I would even argue to this day like there's technology that NASA is created that we find in our everyday lives, but it's like one of those unique places where that's not really true, but there's also

Speaker 4:          03:04:58       right that subsistence living probably makes healthier, happier people. And then all this chasing money and chasing innovation and chasing, you know, technological superiority just leaves us with this hollow feeling or it doesn't do you any good. Like you're seeing a lot of these people that. There was this guy that we were talking about recently, the guy who he coded facebook likes and now he, your computer is trying to hijack your brain, I think is the name of the article. Your smartphone is trying to hijack your brain. And what it was essentially saying is that your brain is not designed to deal with the reward system that's involved in checking likes on facebook or instagram or stuff like that. And that, these things, these, this constant like, um. Um, I, I, uh, yesterday we were talking about this. We were talking about, uh, I had Jamie Kilstein, he was talking about checking his phone, like constantly checking twitter on his phone and arguing back and forth with people. Seeing who supporting him, who's not in that it becomes this massive addictive thing and that how unhealthy that is. You know, it's like there's a lot of things about this technological world that we live in that maybe aren't sustainable or aren't compatible with being a biological human being.

Speaker 5:          03:06:11       I agree. It's hated, mentioned again, but there's an episode of Black Mirror where there's this one person in this cast where they refuse to get this, this augment that everyone else has. I want to read it for you anymore. And it makes them this unique thing because they refuse to partake in the new normal of interconnectivity. And uh, it's, it's, it's, again, it goes back to the beauty of the system that there is choice. Like you were saying, the Bohemian painter that just wants to make $15,000 a year selling some art. That's the beauty of choice. Yeah, exactly. And as long as the system gives you that choice to succeed or fail and no one else is responsible for you, like in, in, in base ways. And I'm not saying we're not responsible to bring you to the hospital if you're sick. I'm not saying any of that, but we're not responsible to make decisions for you. We're not responsible to line your pockets with money. You did not. All right. And then that's, that's, that's fine with me. That's one of the awful things

Speaker 4:          03:06:56       about communism that people very rarely discussed. You're assigned, signed a job, you're assigned what you do if you live in Cuba. I mean there's very little wiggle room as to what you can and can't do if you were living in the Communist. Soviet Union is very little. You don't. You don't have a whole lot of decision making capabilities and that's just not how human beings operate at their best. We operate at our best when we're free. When you are uniquely you, you're not me. I'm not you. I don't. I don't know how your brain works and there's people out there like, I dunno, here's an example back that are so weird and so different from me, but he's capable of creating weird fucking funky music because he's so different because he's so interesting, right? Like his form of Marilyn Manson, his form of creativity just doesn't work.

Speaker 4:          03:07:43       My brain doesn't make that. You know, like a tomato tree doesn't make mangoes. You know, and we're, we're are the freedom to express yourself in your own unique way and the freedom to live your life with your own unique direction. That's just one of the greatest things about being an American is that we have more freedom in that regard than anyone that's ever lived because we have more access to things, we have more access to information and we have more freedom to choose to express yourself, to speak out, and anything that gets in the way from that, including the limiting free speech on campuses is fucking dangerous in that regard because it, you don't, you think you're helping, but you're, you're limiting freedom. You're limiting freedom because it doesn't jive with what's going on in your head and that's just not the way it's supposed to work.

Speaker 5:          03:08:37       Yeah, absolutely. I agree with you. I find what's happening on college campuses. I find the stymieing of free speech, this idea, this very primitive idea that we are this primitive notion of almost thought policing, um, as being super unsavory because you have to protect, you have to. A society needs to be dedicated to protecting its bad elements as long as those elements aren't illegal. Right? So like you don't want to protect the person who is murdering someone, but you might want to protect someone who you might want to protect the rights of someone who is espousing really racist shit because you you. That's why these protections exist is for their freedom to express those bad ideas. As long as they don't play out, you don't have to agree with them. You and I don't agree with those ideas, but you give them oxygen and power.

Speaker 5:          03:09:15       When you try to limit them, I, I guarantee you that because of the, the, the, the throwing around at the majority of not ism and as a pejorative Nazis and fascism and kind of giving these people screentime, Richard Spencer and all these guys, I guarantee you that they've gained in adherence, not lost because they're gaining more and more oxygen because you're giving it to them by trying to stymie them. You're bringing attention to them. I said over and over again with Milo Yiannopoulos going to Berkeley earlier this year and then not being allowed to speak and everyone losing their minds. You just gained Milo Yiannopoulos, a bunch of people that had no idea who he was. The thing that would have hurt him the most is going to a room that was empty, that would. No one was there to speak, but he has the right to go to that room and speaking on the less well.

Speaker 4:          03:09:51       What's interesting is what's kind of like silenced

Speaker 3:          03:09:54       him is his own words. I mean his own, what fucked him up. His, his own conversations, his, his ability to freely speak about pedophilia, right? Give them, it goes back to the give the person enough rope and they'll do the job for you. You know, like you don't have to, you know, you don't have to do it. You don't have to force a square peg into a round hole. When I think of a lot of ways, Milo is a provocateur and what he's trying to do is trying to push buttons and get attention and doing all those things. But in literally doing that and just ranting and raving, he tripped over his own dick. You know, the publishing company removes the book. I mean, that's a leaves. Breitbart. I mean, this is essentially where all this came from. Yeah, there's no. I think what people kind of conflate is there's room and necessity for consequences for your actions.

Speaker 3:          03:10:43       There's no. There's no one's saying that there's no consequences. Consequences seem to be taking place in the marketplace of free ideas. Right? It's, you can't. I feel like people have tried to force consequences on me, for instance, right. They tried to. They tried to force a consequence that didn't work out the way that they wanted it to, but to try to make a point. Right. To try to illustrate a point, but you have to let these things, like you said, the marketplace will correct for anything that is on toward Kevin Spacey is going to be hurting for the rest of his life compared to where he was just five days ago because the consequences of his actions. Right, exactly. So I'm not saying that there shouldn't be consequences. I don't think a lot of people are saying that at all, but I feel like it's almost, it's not policing like there are preemptive consequences, but these consequences should be like, hey, we don't want to do business with you because you and your values don't align with how we look at the world.

Speaker 3:          03:11:27       You, but you're free to do your own thing. Yeah, absolutely. I. Yeah, and that's why I'm saying like you just were giving, were giving unsavory far right and far left elements, way too much oxygen and way too much power in our society. They don't represent anyone. Like when you really, when you walk through your life, how many people do you know that a scribe to Marxism? How many people do you know that a scribe to white nationalism. I have never met in my own 33 years on this planet in interacting with a ton of different people. I'm not sure I've ever actually met a white nationalist, so why are we acting like this is a like a massive component of American politics when it's not. It's probably $2,350 million that live here, just lob off the ends of the spectrum. The far end of the spectrum is lob them off.

Speaker 3:          03:12:09       They're not welcome in polite society. They can do whatever they want. Everyone else I bet has 90 percent agreement on most issues and I think that this intense heated, screaming and yelling at each other that you see like on Berkeley and Antifa showing up with fucking Ninja masks on throwing Molotov cocktails. This ain't helping anybody know. Anthony's just ramps up the other side. Antifa like these guys are losers, right? Like, like how dare you. They, they, they, they supported by the mayor of Berkeley. Yeah. I'm sure a lot of weird things are supported by the mayor of Berkeley. Uh, but yeah, it doesn't help any situations they look like they're like Cobra officers from Gi Gel running around doing their thing, destroying private property. It doesn't make any sense. Like why you would do this hero own society to your own what, what

Speaker 5:          03:12:52       books, what it is anxious to like, what point are you trying to prove and and you're seeing this replicate itself a lot. I know it's an unpopular thing to say, but you can draw this. A lot of this back of the Ferguson even, you know, like Ferguson. See in some ways ferguson is a travesty of justice, right? But it seemed way worse than it actually was once everything came out once, once Loretta Lynch, not a very well known racist, refused to try the person at the federal level, local and state authorities, grand juries refuse to try Darren Wilson for what he did to the, to the gentleman there or whatever and you and you get the full story and yet you still have this society or the community in ruins based on some hands up. Don't shoot, never happened, right? But literally never happened. But this is the rallying cry.

Speaker 5:          03:13:31       This, this destroyed city. The rallying cry from as it sounds good to people that want to believe a certain narrative. And so they repeated and then everybody's repeating it. And then you have people doing it on television and then everybody decides that this is the thing that we're going to say over and over again, regardless of whether or not it's true. The real travesty of that too is that you can literally throw a dart at a map of the United States and find a civil rights thing that's truly a civil rights infraction that's truly horrible. That probably deserves the oxygen and the attention and could be a legitimate rallying cry, but it goes back to the point you were making before too. People don't want to admit they're wrong. No one wants to admit that. Like a year out from Ferguson were much further than that, but even six months out from when it happened, people look back, read through the grand jury stuff, the federal government's take on it, all that kind of stuff and realize, oh, maybe this wasn't the best idea that to to to act like this when we didn't have all the information.

Speaker 5:          03:14:18       So you think that the information is flowing freer and people have more of an understanding than ever before. I think people are really doubling down on the far right and the far left and the extremism is sort of elevated in the in that regard, but I think overall, I think, you know, people don't like the word Centrus, but the people in the center of the people that are more reasonable are more informed and more. There's more communication going on than ever before and in that sense, I'm very hopeful. I am hopeful to. I, I like how centrism has become this dirty, like unspoken word. It's, it's, but that's only again from the far fringes that feel like they're losing because they are losing. If your idea is predicated on a race, if like your idea of supremacy or superiority as a predicate on that, you're a moron, right?

Speaker 5:          03:15:04       And no one does. No one has to talk to you about that. You don't deserve to be part of the rational adult conversation. Foolish notion. If your idea on the left is that you have to stymie free speech, that free speech is this antiquated thing. I tweeted out a video last week, have a kid at the University of Utah saying that the. I retweeted it. Oh, thank you. Of saying the. The. Yeah, like the tickets, like a valid document. Yeah. I don't think it's about. Yeah, no, there's nothing valid about the bill of rights. You Moron, you know, there's nothing like if your idea is is Marxism and this weird economic engineering and all this kind of stuff, you are also a moron and, and I'm not afraid to tell you that, you know, you have to have, you have to be academically limited to look at either of those ideas on this, on this, on these spectrums and think that you have a good idea. You know, usually a collection of ideas not from the but a collection of left,

