Speaker 1:          00:00:01       When it's like upside down.

Speaker 8:          07:11:17       Half of it off. Let me see it. Yeah, I know. I want it. Yeah. Yeah, we know you still there buddy and God bless you. [inaudible] heard that call. We'll just rip it off. I'm a very quiet person in the background. Usually killing it. We might have to like cut it off. Glad on your part of this part of the straight. You can pay when a troll bro. Yeah, make a song about it. There's a university. Joey, why? Cause I want to know what he's doing all in music for taking the safe as you're so close. So close. Here's what I'm going to do. Finally escape. Look at this. It looks like that one's nasty. Look, I'm going to lick it. You're going to lick it nuts like get to 100,000 no, I want it. Know what I want to in consolidate, consolidate, consolidate and consolidate.

Speaker 8:          07:12:10       Consolidate. By the way, by the way, we've been going for seven and a half hours. My charitable motherfucker. It feels like 20 hours. There's a lot of charitable energy in this room, so when are you going to like black pepper? This is why I think Aussie needs to learn the last song and I think because here's what's going to happen. We're going to hit a hundred and joy's can have to use that last pepper and we need it. We need a beautiful song. Yeah. I mean you're not arguing with us. We're not in charge of what have herb or not. That's up to her man. Have her play as we do the outro. I'm going to lick this fucking pepper. Y'All want to do that or I want to see it now. I don't want us, I want to see it. Justin smelling like tension music. Do we have any like kind of intense with the tension going stand by. Okay. This tension music's coming up. I'm going to look at, don't do anything stupid though because you're drunk, but give it a lift. Bite. Bite the tip. Give it a look. Just just eat it. Then I'll

Speaker 18:         07:13:10       tell you what. I will like this. If Aussie goes and play and learn this song, so she's in the other room. If she learns, I will look to the song has to learn the song and come in and play the song. Okay, here we go ahead. Oh Yup. Might as well eat it at that. Oh boy. God, Joey. Justin went in for a little suck. Yeah, a little sucky suck that you're doing. Okay. You might have to fight it. That's apparently no, I can tell you from experience, just touching it to your lips. Yo, he's just sobered up the spiciest pepper in the world, dude. And I'll tell you what, I did that. Now I want Asi to play Justin war winning. Whatever this argument is with argument. It's just, what's that hot? It's really good song and I'll see you shit. How's the pen? We've got the pepper. Uh, it's, it's a spicy, and this is going to be my home. Can I just say my whole mouth is on fire. I'm just, I'm just playing

Speaker 15:         07:14:28       cool. But my whole mouth is on fire. It's very painful.

Speaker 18:         07:14:32       I'm going to look at everyone's taking. Yeah. I just want to hear this secretly that somebody donated. Uh, uh, we have, but lips are our good friend. But out there, $600. Can Justin do a mighty, mighty Leben grabbed screechy scream

Speaker 15:         07:14:49       for 600 bucks. Go ahead. Just wait right now while I'm thinking. That's the idea. Yeah. I don't know how we'll do it. As long as Aussie men is a psychopath. All right. How are you feeling about the whole thing in his mouth and he didn't react? There's long as audrey problems turned up inside my mouth. She's not in the room right now, but I'm sure they're learning the song. I think so. I'm going to give it, I'm going to give it a good shot. I'm going to do it. What do they, you go first. The exact words. A mighty, mighty lemon grabs screechy screams. Oh, so just say anything like lemon grab. What should I say? Probably. I mean, everyone just wants unacceptable, right? Or you know, how about this hub of this? God, I don't know. Fuck my vocal cords up. Ended up in the ent doctor again, getting cortisone shots in my fucking arm is $400. Here comes Justin [inaudible]. Here it comes, baby. Go ahead. Um, so suck. That sucked. That tip. Oh my God. This shit spicy is

Speaker 18:         07:15:50       [inaudible] pepper on earth. I'm going to give it a sec. I want to be at that point. We're going to do, let me grab it.

Speaker 15:         07:15:58       Okay. So, uh, all I'm trying to think of like a clever twist on it. So scream as lemme grab. Okay, got it. Uh,

Speaker 18:         07:16:08       wait. Oh, okay.

Speaker 10:         07:16:10       $96,773 and 66 cents.

Speaker 18:         07:16:26       Those extra good. Considering that you're, you just licked the fucking ghost pepper. Okay, here I go deeper. We all and solidarity with you, Joey, which we appreciate. I'm going to suck this little baby. Oh yeah, dude, it's fun. Oh my God, Dude. It's fucking hard that touch your tongue or just hovering in your mouth that touch my fucking tongue. And now the heat is, the heat is building. At first you feel nothing. Yeah. You don't feel anything builds. That's why I was trying to eat the fast one. So cool. Oh my God man. Describe it. Well, it's building. It's like pepper spray in my mouth. So when I did it, I like sucked on it. I did that and it hurt, but I was just like, I'm going to pretend like it doesn't hurt. Well sure because you didn't eat it. Yeah. Cool Hand Luke over here, man.

Speaker 18:         07:17:10       Good poker face. No, I'm saying we, all we did is laid on our yeah, but no, but I think if fifth would I be, I, I did like I went like I saw you gave it a good suck. I wouldn't fall on like, I love you too. Mcnugget Eaton, Chris, thanks for 150 bucks. Mcknight. Cringey Chris in the house. Let me shout out a couple that we, uh, let me read this. Okay. Chris in the house. Ethan, just 11. It'd be so much. Y'All help me through my trying times. Airfare. I based a lot of my improv on Y'alls humor. Alex search. I don't really know you 500 bucks. Oh my God. Fifth Janet might about they treat rick and morty and I really wouldn't be honored to speak to you guys. I also have my own youtube channel. Oh, it's gone. Did that person want to call or was that just more like they want to get home but they were close. We're so close. We're at 97 and a half. I think we have another call in a is what? That seemed like Dan. Uh, let me check if that was a private hallway and I'm just applying.

Speaker 18:         07:18:10       Oh God, dude is there my nose. The fucking heifers are my nose. Yeah, that was bad. We do. Oh, okay. That was a call in request. So let's go over it. So thank you so much. Thank you. Let's get a new calling fucking ledge and check out his youtube channel. Everybody. Thank you guys. Thank you. [inaudible] just saying that. Oh, are you first rule right on. Yeah, man. All right. I guess that's a 54 million views. Can't be wrong. Well, I'm looking forward to interviewing. That's allergic to furries. He's sneezing. Papper Dude, I'm not kidding. Nikes. Right. Okay. I'll get the next call set up. You Man, I'm looking forward to interview with me now. I said Oh yeah, yeah. Oh my God. Jason Ritter. I'm really looking to donate it or interviewing of our next season when we come back from our break. Hold on, hold on, hold on. Fuck copper. What have you done to me over? The big donor says, I want to make sure we think it so fun. Box a donated a thousand. I like shorts and shorts and, and ask maybe what did he or did he donate for anything or for any, is there any thing he won? No, I think that was just, that was just an angel invest. What's his name? Uh, funbox fun. Bon Box. Fun box leg. My leg. Thank you. Who else we can, there's another one up. Baker Bruh. Don't even 500. Keep those buttholes tight. He said keep a [inaudible].

Speaker 18:         07:19:46       Uh, I think you guys saw this one already cause I think I heard you shout it out but I'll just say it again cause it's a huge one. Mr Donnington. Mr Donington $2,500. Whoa. Wait, this is donating that Fella Mr donating to me. Sounds like Alex. Alex. Alex doesn't even like try to hide these fucking donate a hell of money. No, I know. It's not a real donation. We got Alex. Thank you. You fucking generous caught fucking piece of shit. You guys are gender tells him want to say it reminds me of Channel One on one days where it's like, oh we got a new fucking good pilot and then, and then we'd find out, oh it's was made by people. We fucking who are already here. We know. And except in this instance it's just money for people. That's good for the world. Who has got, I got a couple more to get there. It's all gone. The $400 for goose. Just Justin, tell us about the secret zoo level. Thank you. Goose. Sankey goose, blah blah blah.

Speaker 18:         07:20:58       That's a, that's a really healthy, so it really, ah, you guys are amazing. Oh my God. Thank you Adam. The secret to staying late given up 400 Fremont Lips. Thank you for this. Screechy the secrets to lever level 900 which has happened. We're at 99,001. Whoa, whoa. Thank you people. Dan. My Heart's racing. All right. All right. We got a johnny $100 we'll sell you will sell my soul to you, Justin. Uh, we have to do that. Even Sierra $135 no message. Thank you so much. Another 200 for talking about this two level. Talk about [inaudible]. You tell people about the zoo level real quick cause it seems to be a really important long time. They didn't three fuck hell of some sorts. Cameras. People see you talked about that too. How's that work? Zoo level. I got to keep shooting these guys out because we've got some big ones. Is Shane Gill? Thousand Dollars from earlier tonight. Really? Greg will cheer up donated twice. Five 41 time. 400 the other. You're doing amazing stuff. Sorry, I can't donate much more than it is. That is a lot. Don't be sorry a, and I'm so glad you're doing all of this and since Dana couldn't be here this year, wish her the best smiley face.

Speaker 23:         07:22:38       Really? Was there

Speaker 18:         07:22:40       Ridley here. Let's call it revenue right now. Keep going, Dan. Zak backs a 250 it's for the fire people. Yeah. Come on. Listen to Zach backs. You knows what's up. Uh, we also have a sign Sino Sino who donate it to 51 time. 111 another time, 100100100 and another 111 just keeps doing it. Let's get this you guys rock efforts.

Speaker 23:         07:23:04       Thank you. Thank you. Thank you.

Speaker 18:         07:23:07       Just dropped on. JV. Cassie. Thank you. Hold on to you. Denver loves you. Download David. Cassie says, Justin, shout him out. I'll give another hundred. David, David Cassi Davis, you're getting shouted out. Here it is. Here's the show. Let me tell you all that. Cassie, I got a lot to say about my prayer here. Thank you guys. Ethan, what are some of your fondest memories of your time? I'm a terrible stories about me and cassie on those guys. We are hovering right on the edge. Okay. Any other ones down? I mean, yeah, we keep adding on. We got goose. Uh, no, we already said goose. He wanted no, that was another one. Everybody wants to know about the zoo level. That's the same guy we already did it do to 150 bucks. No message route, dude. You're the man. A hoodie, Allen. 100 bucks. A hundred bucks. I think there's a conspiracy. I keep wanting to jump on the airplane right now. It's crows, Crows, the guys at Crows, Crows, crows. Dude, you guys are fucking amazing.

Speaker 23:         07:24:11       [inaudible]

Speaker 44:         07:24:17       [inaudible]

Speaker 23:         07:24:19       okay, hold on. I gotta. I gotta get a really bad bad. I got to tell them the zoo level, the, Oh my God, you guys. I love that. Everyone is, didn't believe this is going to happen. Oh No. I still feel peppers in my now that last 30,000 flew by you guys. You guys are heroes. Lutely amazing. We have blasted

Speaker 18:         07:25:02       that record. We have slam berry that record fucking thank you guys directly. The best ice rink charity in the world. We are talking about hundreds of you level out in dollars. You guys are fucking amazing. That is so freaking amazing. I want to give a shout out to anybody who sat through this entire thing along with us and in and enjoy this adventure. Dan, we had a, we had a couple of huge ones. Why don't you read them off David? 100. He wants to call. So fifths. We'll, we'll call you in just a second. What else was I going here? Beard. $100 a good job guys. Brett Williams, 200 papa. Bless her heart. Jackie. Tyler. A hundred bucks. Uh, we still got to catch up with some more. More to come. More to come. Let me, uh, let me get these people that donate 500 per call on the line system.

Speaker 18:         07:25:58       Well, I mean it's pepper time. It is pepperdine, but I'll, I'll get away from him before we hit off that as a song. Joey's going to prepare himself, so stay tuned. Wow guys, these donation had pouring in. We just pass through. The hundred thousand guys were still dropping them down. We're not done tonight. We have, first of all, Joey's prepared for pepper time. We have a couple of calls to take justin, or is Aussie preparing another song? Are you kidding? I think she's out in the hall doing another 200 danger. We're almost at 102 fucking amazing. Absolutely the same. The numbers the puck has numbers are growing by the way. Almost back up to 17 it will rallying speeches.

Speaker 18:         07:26:47       Crazy night of fun. By the way. I say we keep going Tuesday night, buddy. Ready to to I say I say we keep going 30 minutes, honey. God Damn. I have another skateboard developed. I mean look at me. 500 you boy skinny phoenix. Oh my gosh. Thank you. You boy. Oh Man. Where do you go for now? I don't know how to scroll down. Oh, I can go buy rip and dip grip tape with the, I think Justin [inaudible] justice seems like he's having a harder time with that ghost pepper. Justin, how's your mouth doing right now? Somehow deteriorated since that it got into my nose and like fucking dude, listen to my voice. I've been sneezing like a dog that got into like a bullet pepper or something. Cool man. That shit fucked me up. Dried Carolina reaper peppers and then you want a cough like it's not, it's not okay. Actually watched the whole thing. God bless Zach is a year old. Can we get, can we have a trump calling him president, congratulate the president when he was a damn poor Dan. He's got so much to do. Can we get the president? Okay, so we have two calls to take from fans.

Speaker 8:          07:28:00       We need the president and we have the solid pepper. This night is really just begun. We'll offered him to come back and play a really good song. And then by the way guys, if aussies cool with it, we'll, we'll open up another. Uh, we have to raise the price up though. Cause like the, that shit so bad to know. We should close it up at this point. Someone keeps asking me about my fondest memories of interval. Yeah. You've got to give them that memory. Hundred dollars from Neil kibbutznik. Thank you nail Christmas miracle. You know, we are going to help a lot. All this has just been amazing. This has been inspiring a fuck then amazing. I mean to say that our charity last year, it was like the most by far by far I and it looks like we did it again dude. I can't believe it. This is incredible. We have to keep this going for two weeks. I know it says seven days. It's kind of same last year. We'll do it for two weeks. So I actually know what after this.

Speaker 8:          07:28:59       Uh, thank you neil. Thank you card Lynn. My fondest memories of they say something. Can I, can I just say something like that? And by the way, I want, I want the audience to sort of weigh in on this, uh, in the, in the uh, paid chat chat stream code, custom kiss me, I'll, I'll, I'll wait. Go back. You guys just need to do it. That bar has been diligent that we reached that goal because we can't do the goal retroactively back to that chat stream. We can't do it retroactively, but they've been, they've been insistent on this. It could just be a little, we need to go. We need a goal. I don't kiss for free.

Speaker 8:          07:29:35       I caught him the way there's a lot of people. Wayne person set up a goal for $2,000 uptalk starting to get more aggressive. She's starting to, we'll set up a goal of 2000 Dan when I've got a bag. What I want to say? It's not what I say. Y'All shit in the shower. I need to, no, no. Listen, listen me, it's a Tuesday night, right before Christmas break. What else did we get to do except make out? Except for fuck's sake, raise money for people's Egos. Anyway, Lips. I'm saying, I'm saying, Hey Fox. Mine. Thank you for your hundred dollars. I don't know what you said. I don't understand what that means, but thank you so much ty. Kisses. Oh yeah, dude, the donations are rolling. 103,000 so that's what I'm saying. I'm saying. I'm saying that we stay here for a little bit more. We're not going anywhere. We got shit and Austin is going to play some more songs. We should open that back up for the Jews.

Speaker 23:         07:30:34       Sounds gnarly right now. God Damn fucking pepper the Johnny Cash right now. Jeez. Rick Moranis voice. We're bagging it up. I'm going to fucking, uh, I'm going to take you in a shed. Morty cheese. Rick.

Speaker 18:         07:31:00       Geez. Rick, what are you talking about? This is the GS. Rick. I don't want to go on the shed more to you. What do you mean what? Even a fucking suck in a buttholes that had gonorrhea. This is a flu nightmare, right? Jeez man. Suck it hard. But Jose had gonorrhea. Morty, you're fuck I had gonorrhea but holes in my mouth. Morty, you're a fucking mess. I am just trying to hang on and raised money for fire victims. Rick morty. I don't know what the fuck you talking about. Fucking this is that we're doing. It's working. This is what the book obviously in everyone to everyone. By the way. We started this fucking thing. It like what type? What type of oil? Boy, three o'clock. That's when everyone's at home. Eight fucking hours. Is that the Gazebo? This is the real time to fucking do it, right? Cause email comes down when you reach 100,000 man. That shit to do. Dan Do. We got calls to take a fifth who donated for the call twice actually. So Tony had $1,000 to do the column on the Goddamn fucking file phone system won't let us call internationally and nationally.

Speaker 18:         07:32:32       So why don't we call him from my phone and just hold it up to the mic? Okay, let's do that work for you. I'll get him on the line right now and I'll come into the room

Speaker 8:          07:32:38       and then, and then you'll take the yes dude. That fucking pepper fucked my tender suck. No, but can I tell you they're going to get me a spicy? Can I tell you that? I can never do that again because like my voice, your voice goes, we'll see. You've been shouting like a lunatic. No, that has nothing to do was to fucking pepper. I was fine. Are you doing all right? How's your stomach? It's just your mouth. It's my, it's my fucking throat. Sounds like it's closing up guys. Or is anyone hungry? I mean, we're probably not going to be here that much longer, right? We shouldn't. No. So order order, um, um, food. Let's hang out. No, stop trying to look at you trying to fucking check out dude. You have to try and have a fun day and it's like 10:00 PM and that it's 11 my fucking God. Half Day motherfuckers fucker. You're going to be the one that we're aggressive and a half day ass motherfucker. Come on. Regret. Regret. If you don't fucking Kiss Justin and I will personally come everyday costs is dumb. Well listen guys, take off little body. You're that guy who tested me. Soy Boy, that's dog.

Speaker 10:         07:33:56       She's got, she's starting to get abusive. Vern. This must be what? Like, like if they're paying to say that now, I guess so. I guess that's true. All right, let's look at this deck. Another. Justin, please. I'm just a young, hungry boy grow and be nourished by your wisdoms. Secret Zula Rick, Rick Deck. Oh Shit. It jumped to for some reason to jump to you. Okay. So yeah, Justin, so drunk dude, it's my justin's because my voice is all fucked, Justin. That's from the pepper dude. That fucking shit got in my, I'm not just before your throat closes up, somebody paid another $80 to hear you talk about this zoo level man, that we've reached 1000 bucks.

Speaker 10:         07:34:43       But just give us a little zoom. Okay. God Damn. Okay. Han Zu secrets courtesy of Justin. All right, so Chad, let me tell you about the zoo secrets. So, oh my, why do I sound my voice is fucked me. That's from that fucking pepper dude. Come on half day. I'm not even kidding. Well, I'm saying I'll be here. I'll stay all night. I'll say all fucking night. But what I do, he wants to hear about the zoo. Dude, wait real quick. I got to do a shout out. I just got an email from somebody that we missed, um, that donate 500 bucks. Nicole Sands. Um, I think we, we actually did get an earlier donation where we wrote their website called those comics.com on, I think it's on Ethan's Fubu somewhere. I think that was an ethan one. Yeah. Said let's take a look real quick. Is that side.

Speaker 10:         07:35:36       And so what are we told me to look at? Well, listen, thank you so much. We're sorry we missed you. And she also wanted to say it was important that she said she loves Ila. Should we appreciate her so much as an artist? We're all sad. Eli's in here. Very Sad. Those are the name of the website again. Damn. It's colorless comic Dotcom comics, not comics, comic.com. Check it out. Sam's that little button. I know that for some reason. Is there any other, you wrote it on Ethan over here. That's why I know you're right. All right. We got shit to do. Let's, let's pump through it. Um, Ethan, can we just hang out here and like while we're together, just you and I pull up a fun video and make comments on. Absolutely. Let's do. Thanks Bro. Oh Shit. I need some fucking bearing. Yeah, we got all kinds of good shit. Okay, wait. Oh, somebody wanted me to talk about the the the zoo level. Yes. So there's so many donations actually. So no, no, no. In all seriousness. So, so 103,000 accounting accounting was made as a collaboration between me and some water. You good? We got water. I don't know man. This shit is like fucking to mucus. It's like a mucus buildup. I'm starting to write. It's fucked it all audio trying to protect itself cause

Speaker 15:         07:36:54       it feels good. Yeah. What the fuck? Good too. It is not cool from, if I had known that was a case, never done that shit sound like Duncan trussler right now it's just the mucus. I Love Duncan trussell I sound like I ever want to sound like Duncan trussell I'll just eat a hot pepper and then people will be, and I'll be able to do the Duncan trussell family hour podcast. Mr. But it'd be like Holy Shit. $60 about the zoo level so we can just check it. Oh yes. All right. So, so the zoo, the secrets, who level is a zoo is a, is a thing that, oh fuck God. Oh my God.

Speaker 15:         07:37:33       Okay. So no, no, no. Start at the c level story about 14. Okay. Okay. So no, no, I mean it's, it's a real, it's a real fucking, it's a real thing. And is, this is a partnership between, between me, uh, between squatch games and, and, um, and um, and, uh, uh, uh, crows, Crows, crows, which is one of the, they did the Stanley parable. One of the best, by the way, if you haven't played the Stanley parable, fuck you go on steam right now. And by the Stanley parable, it's a fucking name. If I'm not even kidding, if you have not played that game, fucking get on there and play it. It's fucking amazing. It's brilliant. It's a brilliant game. But anyways, he level so, so, so, yeah. So is there a zoo level? Well, guess what? Yeah, there is. And, and they, they went out of their fucking, uh, they went out, they went out of their way to make sure that you couldn't just like data dump the fucking game.

Speaker 15:         07:38:41       Um, God, it, this isn't, there's so it exists. It exists. You can play it. They went out of their way to make sure you couldn't, you couldn't just like do like a, like a data dump of the entire row, uh, the game, you know, all, all the data, the game and like find it and go, oh, there it is and here's what we have to do to get to it. Like, pretty, pretty, pretty, like, pretty like awesome. Like, you know, Revolutionary Indie Shit. Um, so there you have it and the [inaudible] and the fuck is who level does exist and, and like good luck finding it because nobody has yet. Oh, for real. It's an Easter egg that nobody's, nobody's found and, and, and um, yeah, yeah. And, and, and I think a big part of is because they're like, picked it up. They made sure that you couldn't actually, for teaching me to love myself. Love you guys. All right, well there you haggle. Dan, can you set up, I seriously want to do for $2,000 goal. We mean Justin will

Speaker 18:         07:39:52       finally give her a little peck. Okay. Why do you want a thousand dollar goal? Because they keep begging for it so I don't want to let him went down. Yeah. But I want to go 2000 starting when, right. Well when I just want Dan to set up a bowl. Okay, no problem. Also, we've passed the eight hour mark, which I think is actually the Max that the live stream we'll store said, are you for real? Yeah. I mean maybe we could talk to youtube and see if they can make an exception for us, but uh, we, we might either have to re up load or the end of this is going to get cut off. No, we're way, if you're watching live just literally never done an eight or a license, then that means fucking this. This is a special that we share. Are we sure about that?

Speaker 18:         07:40:38       That. That's a thing I can definitely for sure it is a thing at least because we didn't get the seven hour and 40 minute mark, so we're not that dangerous. Okay. Okay. Okay. Joey's eating that pepper we got to get, no, he's not. We got to get him and we're only have 20 minutes left. Hold on. I know, but, but I thought, I thought that we would be able to lower and slower. It's getting painful. We only got 20 minutes. I'll just shut us down. We got to give people what they paid for it. Yeah. Okay guys,

Speaker 5:          07:41:06       you're the Joey's a are you doing God damn songs? The old first

Speaker 19:         07:41:18       the peppers and then youtube is going to shut us down if we're going to do anything. Yeah, the fun there. How are you doing? How you doing? Thank you, Brian. Joe Jovana you've been watching since we started. You're a glutton for punishment and you're a hero. Thank you so much for your donation. You're a glutton for fun. No, that's bullshit. Are you kidding me?

Speaker 18:         07:41:56       Welcome back everybody to the second ad

Speaker 19:         07:42:01       charity stream. We have just crossed $100,000. We have defied the expectation of everybody, even ourselves. Joey, how are you feeling about this incredible, incredible milestone we've hit? Yeah,

Speaker 18:         07:42:15       that's how a lot of hype, a lot of hype, a lot of excitement. Um, what is, what are we at, by the way right now? Can we uh,

Speaker 19:         07:42:26       wow. 103, dude, you know what? We only have 20 minutes left on the stream before youtube cuts us up. We are closing in on the eight hour mark. So Joey, why don't you Whoa, get to take a seat and uh, prepare yourself after being in this tub with, you know, my feet being in this tub like my feet feel great. Oh, well there you, we just, we stumbled. We stumbled upon something of area valuable. They're good. Keep a close eye on that. I don't want to make sure we go over. Don't go over that eight hour mark. But Joey, um, now is the time really true that if we go over eight hours, I yes, it's true. No, it's true. I've, I've heard it is true. What? We can go longer, but I want to make sure that we get this because I can talk to them. So here we go. So Joey, this is for the people. This is for the fire victims. I'm think that you're a superstar. Think you're a trooper

Speaker 2:          07:43:16       or you're looking like a cracked out Santa and this is rock bottom. Yeah. People aren't believing anymore. So go ahead. Whenever you're ready. Can we get a drum roll? Can we get some music just to tip baby. Just the tip.

Speaker 19:         07:43:31       You know how they do just the tip. Just the tip. Just the tip spongebob. Where he's like, we didn't have time for memes, unfortunately. Only got 20 minutes. Good job. Jelly. Took a nice clean bite off the tip. He took a nice clean bite. Munched it down. Yep, he's working it. He's tilting his head. He's in pain. He's wincing. This is it. Well second is faces can volted go ahead joey. Tell me about it. It's hot. It's hot, it's hot. The word is in a todd. It's less. It's not as bad on the stomach cause I didn't eat the whole thing. But like all the spices in it. That's true. I'm glad you didn't get the whole thing cause that would have been a tragic, but he swashing he's slashing. They get, he gets, it gets dry. So you gotta like water it down. Exactly. That's right.

Speaker 19:         07:44:36       Joe. Joey. Joey goes in for a second bite to prove his merit. It looks like he's regretting it though. He spit it out. It doesn't look like you swallowed it. Joey. Joey, how about this? You don't have you chew that up. You don't have to swallow it. You can chew it up and the spit it out. That goes to is worse here. Well you ate more. Here's what we're going to do, cause I don't want to destroy your stomach. Chew it up, chew it up and then spit it out so you don't, your stomach doesn't have to deal with all that. Hold on. Wait Joey. The legend is putting it in his mouth and he's crunching it and now he's spitting it out into the, into the mill. Yeah. That's good. Shit. Not Spicy. You know what? I think my,

Speaker 2:          07:45:24       my taste buds are all burned off. It's not that bad. Should we get another one? Well, there's another bag of ghost peppers. Okay. Joey is challenging us. Grab the other bag that goes. Peppers. Great. No, no, no. There's another bag of Carolina reapers. Grab those please. The big fat ones. So Joey is being a fucking absolute legend here. Yeah. What is this shit?

Speaker 19:         07:45:48       What'd you order these? I Dunno. Back. Bring the bag. Bring the bag. No, the other ones. The other one. Now there's another bag of low fat, chunky little boys, Chub sisters. If you will bring those right in here. Joe Are you are really turning up here today. Yeah, well said. Not these. Just bring all the bags. Bring all the bags. We're trying our best here at folks today and I hope y'all again entertainment or this is a lot of value. What are we at here? A hundred and fourth under three. What are we out here? Sarah?

Speaker 19:         07:46:24       There you have it. These chunky boys. All right. Oh Man. All right, so joey, this is the, so here, chew on that one. That's this is, this is a dried Carolina reaper. There's two different types. Well here, let me put this down over here. Well, he was calling them a little bit shit. And you don't have to swallow it. Remember took a big bite. Half of the bite of the big Chubby, spit it right out of the media, right? Yeah, there you go. That's the real deal. Cause you never know, you know with the farm. Those are a little chubby boys. Huh? Give me the ghost. We'll give them the ghost.

Speaker 19:         07:47:14       Justin, his scream and give them that goes from the other room and here we go. So you've already gone above and beyond. Well, he's not slowing them down, so we're safe, right? Yeah. All right, Justin screaming. Give him that ghost chewed up. Chewed up. I mean, you know, shoot up. I'm getting, I feel the pepper. Maybe just cause there's three of them. It's possible there. They're all in a bit, a larger higher league and it's Joey, whatever you got to do buddy, they want you to eat it. I mean, that's just the truth. You're not in pain. Well, you're not chewing them up and you're spitting. You're just giving like you gotta like you gotta like a totally chew it up, right? I mean, here's, here you go, Mitchell. Thank you so much. I'm, I'm feeling the pepper. Thank you. Chew it up all the way. There you go. Keep chewing. Keep chewing. Keep chewing. You don't have to swallow it, but keep chewing it up. There you go. Now there you go. Now he's getting there. We have it and there we go.

Speaker 19:         07:48:45       So did that hit the spot? Yeah, I did it. He did it. Yeah. I think you've got to really chew it up. Is that right? Are you an end more or less pain? Then the third one, I think my, um, I grew up an immunity. You're just a meal. Yeah. Well there you have it. We conducted a little science experiment here and I think we've all learned something. And most importantly we've learned that putting your feet in a rotten milk, we'll give you a nice glossy finish on your feet. Is that right? That is true. Well, okay, Joe, you're a trooper and we thank you all so much for your service. You're doing okay. All right. Joey, your legend, man. Yeah. Big, big up. Big applause. Good job. What a legend. That's bad. That's, that's the bad Santa sql we all deserve. All right, well what's going on in here?

Speaker 15:         07:49:45       I think we gotta wrap it up and we're in eight hours. All I know is we got another fucking skateboard we get, I gotta have another skateboard to put together, but

Speaker 5:          07:49:55       all right, fine. You want to fucking you in a fucking, not give as much money away to, sorry for victims of the, we're reaching eight hours, which at that point youtube cuts it off. So there's literally, oh, is youtube the one that's going to say, sorry, you almost raised a bunch of money for poor people in California that we're fucked over by a fire. It is us rich youtube. People are going to have to say no. We draw the line. Here it is burning my mouth now. I'm like, thank you. Nothing. So Dan is, do we, so we owe a couple of calls, is that right? Is that it? Uh, it just one actually, and they, they sent me an alternate number, so let me try him right now and if we could squeeze it in real quick, that would be awesome. And then do we have another song? Is Aussie want to perform one more song? Yeah, I don't think she's going to tell that. I don't think. I don't mind. I just, I don't want to let her down. If she's ready. She's going here. I don't think she's doing it. Awesome. And then let me know if there's any other big ones that we've got to shout out. You guys are amazing. One Oh four. I mean, this is like, I'm, I'm honestly so happy. Yeah, I'm blown away. This is fucking amazing. You guys are so, oh, did you set up the, uh, the milestone for the kiss?

Speaker 15:         07:51:10       No, I just do it then.

Speaker 5:          07:51:14       No, no, no, no, no. Set it up and then we'll move forward because that's big money. Are you saying it's not more important, Dan? Nothing's more important.

Speaker 15:         07:51:24       You sign down here. You want the bottle thing like dee dee, yeah. To your whole thing. Okay. Is this on film? Yes. Okay. Yeah. Yeah. We've been on for saying this is all right. Yeah. Okay. So, Hey, wait, wait, no.

Speaker 8:          07:51:44       Come on right here. Oh, right here. Uh Oh no. Here. Wait, let me go. Let me go. Let me get over there and show this. Show this. Show the camera. It gets a little blurry, I think when you get close because it's got a focal range. God dammit that I'm in. I can hear myself that what's going on. Um, we need that. Sarah, is it possible for you to set up a, uh, incentive, the 2000 mark for a little smudge?

Speaker 28:         07:52:15       Because we're not going to make it.

Speaker 8:          07:52:18       Who gives a fuck? All right. We got six minutes apparently according to Dan to kind of make the most of it. I'm just going to wait.

Speaker 8:          07:52:28       Why don't we, uh, why don't we let you too. Why don't we stop and start new new stream? No, what do we know? It's not good. That would, uh, that would actually solve the problem. Thank you Stewart. Alright, up dog. You, you need to chill is up to, I'm telling. I've done. I'm trying, but these guys are not doing that. If there what I mean, I'll go over eight hours gentlemen. I don't mind going over eight hours Dan. It's just that your dream. Ethan, stop talking about money. What are you talking as a charity donation you could kiss this image is beautiful drawing of just the oil and I love that. It's like I'm fine. It would basically be be him dude. Your, I guess it's obvious to say but you are an incredible artists out. Hey Man, I'm doing my best. Trying to capture, trying to capture a spirit.

Speaker 8:          07:53:17       Ethan sergeant draw though cause your face has been in so many memes. It's like I got all the memes in my head and I'm like how do I capture the memes and the man at the same time? Interesting. I'm happening. You've done a good one of me in the past. It takes a minute though. It's hard after it. It was even harder to draw. I'm donating the last dollar. I love you all and have been watching the whole stream. All they want us to see Justin sink, Terry folds and see this message. I don't, I don't really, and I'm flat broke. I love y'all and I want to be like you all some day. Thank you. Austin. Should we do a q and? A? I wanted to do another going on out there to do it. Third a skateboard, but fuck it. While we should probably just, um, kill ourselves. Justin's head too much ginger beer. Hey, you've had too much Japanese candy. Justin Aussie. He's going to perform as Dan. Chez does like this out.

Speaker 28:         07:54:10       Okay,

