Speaker 1:          00:00:05       Welcome.
Speaker 5:          01:57:35       And they're like, Gosh, she's 69 and then one of the girls goes, he's got an album coming out. That's why he's fighting. When I was like, really? And then I was like, tmc was there, GMC was already there. But TMZ is promoting. Why would he get his ass kicked by two guys? I think he's just got a twist to that. Better. Yeah. I don't know. I think it's just, I don't know. I don't know. Anyway, I like some, I had friends go, don't even talk about him. Like don't even bring his name up because they'll, people will kill the Mexican mafia will kill you. Whoa. Yeah. And I was like, Bro, dude

Speaker 3:          01:58:05       man, this shit now I'm wrapped up in his little corolla. Always just when you were like, wow, bloods follow him to the airport. I was like, tell me how to make that not happen to me. Just mentioning his name and I'm a bloods channeling me. There is some black guys dressed in red are calling me a serger sky cap. Oh. Um, but yeah, then then, uh, but then I watched like that was the beginning of me finding out who he was and then he's been like everywhere ever since I've seen him everywhere. He just did a video with Nicki, Nicki, Nicki Minaj, me getting out lately. She did this, she had been kind of cool. She kind of collabs with, you know, with a lot of people. It could, you hear a diss track about the guys who fucked. So was that all arbitrators chief fucked drake.

Speaker 3:          01:58:50       Yeah. And all those guys, all of them. And I loved it. But she say she did, but I think she would, I think it's, I think it's a joke. I was like, she tried to fuck 54, a powerful hour, but all he wanted to do is talk power for hours. It's a distract of like of like all the guys that if she did have sex from this, how they'd have sex. I loved the one she did about a Odell Beckham. She was like something about wanting to have sex with Odell back on. But then I felt, what is it that I didn't mean that to a stop you in your tracks. This is real much better than Paul Florida and I'll Paul Blart mall cop. I do. This guy's an actual mall cop. His name is Paul Florida and he, what he does is he takes a v of himself farting every day on the job. You want to start from the genesis or do you want to start somewhere in the middle? I would like to go to the one with the most comments on it. Let's scroll through Paul Florida.

Speaker 9:          01:59:45       Cool.

Speaker 3:          01:59:48       He was actually fired, uh, dramatically. There was a viral video where they found his account. They're like, dude, you're fired. And he filmed the whole thing. Um, I should probably, can you find that I'm in. This is, this is a hot new thing. This is a hot new thing. Paul Flirt and Paul Flirt. He worked. He wrote, we are off.

Speaker 9:          02:00:18       We're off.

Speaker 3:          02:00:19       Not Aunt, just, no, I thought it said, oh, sorry. Oh my God. Oh my God. Is that have 74,000? Why don't they show the view? Cause they're all videos. I'm curious how much people are watching these hundred percent real and 100% of the time. Paul, from like 2000 views. I liked it somehow. One of these is somehow more watchable and another one. Yeah, but like this one went viral, but this one didn't get that many. Then come physician was really the guy liked you. Tell me, do you know Bob Meddory? Oh wait, you don't know Bob Battery? Is that an instagram thing? Oh my God. He makes me laugh so fucking hard. Instagram, comedy, instagram, instagram, and he's, where's this? I'll, I'll hang on. Tell me that. I'll text you the number of the foreign to watch. He does. He just comments on, he does commentary over sporting events, but it's 10 I opened discord. I clicked. This horn doesn't open. I want to show you guys this fee of him getting fired. I would do want to watch that. Yeah, find me that this is this hub.

Speaker 3:          02:01:31       Oh my God. Hold on. This isn't a costume. This is a real human being. No, that's a really far. It's on job and now the thing fired. Oh my God. Call floor. This is his job to his viral fame is the title of this video of what she up. He titled This Video, Paul Flora loses his job due to his viral fan. Oh my God. I wish I had the balls to put that as a headline here. He said before you complain about vertical video, I was live on instagram when this happened and they only support vertical to the best of my knowledge. Hashtag Paul Florida Hashtag Fart by the way. Now I have to Fart Florida in the bike. Yeah, you could. Yeah, go ahead. I mean I don't, but I'll just say

Speaker 9:          02:02:13       who

Speaker 3:          02:02:15       I feel like watching and they're like, and you don't wear underwear do right. Oh, are you going to, I'm afraid you just your a minute. My body has started building. I sound like air bubble bursting guy. Shit. His pants right. Oh, do you need to use the bathroom? Nope. Not Anymore. Not Anymore. Uh, so this is Paul Florida

Speaker 6:          02:02:38       losing is going on. Nothing but listen, we need to talk man. Yeah, hold on. There's a bunch of pissed off people here. Okay. Okay. Okay. What are you doing with Gordon, sir? Why you were born? No Sir. Yes sir. No Sir. You're not going to record me wearing that uniform. When you say a hundred, a hundred. And they said, okay, you can turn it off. Okay. Well, so you're firing me anyway, right? Yes, I am. Yeah. So I'm going to keep me the $20. If you're gonna fire me, I'm done. Okay. So I can just walk out of here right now and then if that's it. Okay. I mean, if you guys are gonna fire me like what's, well, you do realize that you're on a client's property. Yeah.

Speaker 3:          02:03:18       Where are you? Yada, Yada, Yada. You get the idea that the hip getting fired. The guy tell him to turn his camera off. He's like, no, if you're firing me, I'm not printing Mike. Never mind. Wait, I'm fired. Right, right. I just tweeted the one video from Bob Meddory on my twitter page. So if you go to twitter and pull it up, this is a really, um, this one thing way of, of given me the ability to open a, yeah, we got, let me go to your twitter. Okay. Like A, you. Okay, good down. And it's that right there. That's funny. I love that. That, okay. You got it. How weak, how we share it. This is the way he comments. So imagine if this was the sports commentator for this. Okay. And this is politically incorrect. So if you get triggered, just hang up. That's Bob's fault.

Speaker 11:         02:04:05       Well, Peter, let's call a spade a spade. These guys, Hey Jennifer Garcia in the black shorts, which changing punches early. Oh my goodness. He rips his fucking job right off. It's no longer show. His name is Gilbert grape. She's retarded right now. He says, give me your son. What's my name? Sosa says your name, referee. My Name's Jeff. Rushes to the fucking Holy Shit. He's really good at writing, please. She said in the fetal position right now, it's again saying, yeah

Speaker 5:          02:05:05       sir,

Speaker 11:         02:05:06       we'll beat her.

Speaker 5:          02:05:07       He does eat. He's used someone. You can scroll through his instagram and the, not all the Bob. Hey Bob. Bob Men are mandatory and they're just funny. Like he's it, it makes me giggle. Just those little one. I love it. I love these guys just out there making comedy. Yeah. It's like it's hit or miss and he's got a ton of followers, but normally everything he puts out, it just makes me giggle. But the best is I'll be flipping through them and I'll, I'll be laying in bed listening to him and also my wife will come home and be like, Yo, Georgia had an overnight and he's fucking yelling at the top of his lungs. Put Your fucking phone down. He's fucking so uh, tell me about secret time on Netflix right now. Streamable Yup. Everybody has netflix. Everyone does. Pretty much, I've not got it on my phone.

Speaker 5:          02:05:58       Yeah. That's the bazaars thing in the world is that my dad said to my daughters, don't watch netflix. She that when people watch Netflix on the ride to school on the bus, I know. I'm like, oh my God, going to see me on the front page and be like, is this your dad? Click my wife looks like Elvis when she has an orgasm. But yeah, it was great man. Shove it in Philadelphia at the Trocadero. Uh, did six shows tape to first show was mediocre when that great. And then the Lilly, why show me, okay. It was raining that night and are the, um, the generator went out and so we didn't have electricity for an hour and a half. Oh. So the, the first show I had to wait in the rain for an hour and a half. Ooh. And lose their buzz. And then we brought him in and sat them.

Speaker 5:          02:06:44       They're wet, they're unhappy man. Tough crowd. And it's Philly. That's tough. And they're actually, I'll give you shit if you're recording your special fucking soaking wet. My girl's hair is all fucked up. And so then the first show was not the best. It was okay. It was like a, an 80 out of a hundred, but when you shoot a special, you want a hundred. Yeah. So I went upstairs and I sat with my buddy Tony, and we had a coffee and I, he left. And I was like, I've always said I like to be an under pressure. I love La, I love things live. I love the pressure of things. And I was like time to prove it. And I went out and literally had the best set of my, like one of the best sets of my life, but getting to end, I mean to the point where I screwed around and I added some shit and then I was just like, I keep it in it and it was the best set of my life.

Speaker 5:          02:07:28       And uh, it went live last night and I was looking like on twitter, you know, you kind of gingerly and see like, fuck, what's something bad? Everything's been good. So you're just like, all right, cool. I'm good. Yeah, just let it sit out there, live out there. People can watch it and enjoy it if you don't like it. I think people at this point that they don't like it, they're not going to take the time to go and hate it online. So I probably won't see that, hopefully, but it's been a good response. Um, and people like you guys have liked it. So we were like, Joe liked it. I mean, listen, we're, and we're like dying not to blow smoke up your ass, but come on in, you're in one of the top guys, tall, very gray. There's nobody that's going to turn that on and be like, this guy's fucking sucks.

Speaker 5:          02:08:15       Top class dude. You're killing it. It's been, it's been, I'm very happy with it. And I think the real struggle is to make sure you have a new hour so that when you're touring now people come out to see when they see all the material. And so I got a new 52 minutes. So, um, cool. So how long does it take you to prep? Like a whole hour like that, you know? Uh, from, uh, for right now, from February until now. So yeah, about six months to write a new hour. You spent how many? Just great. It's a, it's not perfect, but it's a new hour of that. I can stand and talk and then from this six months till the next six months, um, it'll get tighter and I'll add some new bits. I'll find some new transitions and I'll make things stronger. Uh, and then, and then you hopefully you talking about your show that you've been thinking, God, the standup show I'm doing on the road right now, the one I'm doing tonight, nirvana still evolving.

Speaker 5:          02:09:06       And so you're still evolving this one, but it's good. It's an hour of like new material. You fuck around a little bit on stage. You have fun in the moment. Little crowd work. It's, I mean I've been doing standup so I can, I can cheat it for an hour but, and then I, then at the end I ask whatever stories people want to hear and they always said the machine, I'll tell the machine lying dildos are the ones, everyone noise once and the next six months it gets better. And then you should get an offer within three months after that have to do another special, like 18 months is the period of s the life, the distance train specials. It should be. And so how is there a process? So by the time you're doing the Netflix special, you've already done this show. Tons of time. Yes.

Speaker 5:          02:09:45       So there's no rehearsing. You're like, I know this. Oh well what happens is like you, I did my one special one, I gave it to you. And then I wrote my new hour and then I worked at and I knew what I liked and knew I had. My one big piece that I loved was the zip lining story. So that was like the center. So I wanted to work and the way Netflix works to people only watch 32 hours, 32 minutes and not sure they say, you know, so I wanted to put that in the middle so that if you were going to only watch 32 minutes, some medium bit, it's like a really great bit so that you go well, shit and home watching the rest. Right. So I wanted the tent pole round that, uh, and so I think I did a properly, um, but, uh, but what happened is by the time I got the offer in like the end of October, middle of October, maybe when I got the offer, I then said, ah, it's fucking on.

Speaker 5:          02:10:32       Like I was like, I'm taping it in February, the end of February and D in Philly, I did 150 shows with that hour specifically. Like just, you'd go out on, on Tuesday, do two shows, Tuesday two shows Wednesday in different cities and go a weekend, two shows, Thursday two shows, Friday two shows Saturday. Right. And I did that cause you want to take that hour and you want to make it tight, you record it, you watch it and you find out where the loose parts are, where the, where you can just see lazy writing and then you find a joke there. So you've taped it and washed it back, like watching like a baseball replay or some shit. Yeah, some, well what it is is like, so you look at the whole hour and then you go, okay, um, this fits working in this Pittsburgh, this what's working, what's not working. Then you find the one that's not working and you really focus on that, punch it up, make sure it's got an ending of middle of beginning, like it.

Speaker 5:          02:11:16       Make sure that it's rich it, and then how do you still know what's working enough to use? Like you watch yourself and your, you've done it so many times. I'm like, do you still know what's funny? You know what I mean? Yeah, I think so. Um, when we have to edit on videos, we'll watch it so many times that we're just feel like we don't even know anymore. I think the difference is he's got an audience, you're like, oh shit. But it's like the small, so like, like there's really small things that will sell a bit and you don't know why it worked. And so you have to go back and watch the tape and go, oh, I did something different than that that I've ever done. And then you go, okay, that's now, then. Then you're like, all right, that's in the bit. Does it ever happen where you get laughter, but you're like, that's not funny.

Speaker 5:          02:12:02       Yup. Huh. That's an interesting thing, right? It's keeping in fuck it. They like it. I, there's a joke I have that I just thought in this, but sounded that any special, um, the joke is, uh, it's, it's, it was just, it's a throwaway joke that's it's kinda cheap. A little bit right. A little hacky. But, but I thought it was fun joke. I almost put it in this special, uh, and um, the joke was, you know what I think is really racist. They don't make black baby powder. Like they just make white stuff like they should make. And then I said, well, White Guy, like you don't even get it. Like when you get a rash and this is the line coming up, I'll go like this when the line that doesn't make sense. It gets a laugh. I go, you get a rash and you put it on and it just blends in.

Speaker 5:          02:12:42       But when he gets rash and a point to a black guy go, he's got a ghost ride, the whip, it makes no fucking sense, but it just is a silly line. And Pico I had a friend is like, no one should laugh at that. It's not right. And I go, I don't know, but it gets a big old and they're like, I love lines like that where the wording doesn't even make sense. The bureau like, yeah. So, uh, that's fine. Like I, I had another joke about a black dicks in the same joke. I was like, you think black is a slimming color? But it does. The white ones should look big like a, like a lighthouse in a fog or a flashlight in the haunted house. And then I go, what are your kids doing in here? And everyone's like, no, that's not how it last night and a haunted house work where you kids doing in hair.

Speaker 5:          02:13:23       And I was like, Oh, I must've been thinking of Scooby Doo. But I guess, yeah, if it works at work, it's like you can't explain, you can't try to define what makes people laugh. You just know it works. It's the life cycle is you work at, you work at and to this, you really refine it like, and the last fine way possible, technical way possible. And you just hope that Netflix is like, all right, we want it now. Or do you kind of know that they're going to buy it at the law at the end of the life cycle? No, we so, well I think there's two ways to go about it. One, the situation I was in is I had the hour, I told my agents I got the hour, I'm ready to do it. Um, I've recorded it. Uh, I paid for a company to come in and record it for me professionally, but not professionally, like drama, like, or like the Canon seven g seven, whatever seventies, like they shot, it looked pretty.

Speaker 5:          02:14:17       I had it and I said I got it to show to them. And then there were like, they were like, no, we're good. We'll take it. We, we don't need to see it sight unseen by it. We trust that you've you can deliver. And so then, but I'd already had a place I'd already booked to the truck to do shows. I knew I was going to shoot my special there, but then I get the offer from Netflix and then you go, okay, now I can pay for it the other way, and this is the more interesting way and I, I won't, I, I won't say anyone's name only because I don't know if it's not looked down upon at all. It a lot of guys do it where they pay for it out of pocket. They pay for their special out of pocket, they shoot it and then they sell it to Netflix and make tons of money.

Speaker 5:          02:14:56       Like I'll say a name that someone who is like the perfect example. Jo Koy went to Netflix and they were like, I don't know if they were like, didn't give him the number he liked or whatever. And Jo Koy has got money. He does really always done well. He's got a restaurant. Vegas. Jo was like, don't worry, I got it shot his own special and like a fucking stadium. I think it's like in a huge theater. Then edits it gives it a Netflix because what do you think? And they're like, oh, we want it. And he was like, I'll tell you the price now. And so then Jo Koy sells it for like a ton of money. That was in the, it's different because some people do that on a lower scale, but with some people like Joe who got the money, they make it legit. A deliverable like were were netflix wants it.

Speaker 5:          02:15:36       I was looking up that Netflix wanted to do mine out of pocket of their own pocket and so that's how I got mine. Right. But even still, you're on the list of like all the big comics they have coming out. How important are you going to be on that list? You got to hope that they watch it and they like it. Right? Right. Oh, you're, you're pre, is this your first special? That was on Netflix. Yeah, that's, that's one. And then they liked it so much. They bought my second wife earlier special. Then the machine there, there was one about time, they're like doing a by that and I owned it a by that, I mean we'll put that on too. So this will air for like three months and then that or for like, yeah. And then there'll be on for like four years I think.

Speaker 5:          02:16:11       So the machine is on Netflix right now. It's going to, it should be on it. It'll be on after this airs for a little bit. They want this to, you know, kind of I guess get established fan base and then when they put the other one on, do you benefit when people watch it or they, is it just straight licensing deal of strain? They own it. I don't even, I don't think I only, you don't get no benefits just from no, the rating, like if they see that it does really well. Yeah, I think I get the right, they owed it for like four, maybe four. I don't know that I buy that. I don't know the answer to that. So, but I think I owed for like four years. And then at the end of four years, they can either, you know, give me like a real, I mean real small.

Speaker 5:          02:16:46       It's a benefit to have it on Netflix as a fair. Have it in your pocket. Yeah. Like I think Tom's first special went, ran out in four years and I thought, I'm sure they were like, um, you could have a back. And Tom was like, or you can just keep it up that way. And they're like, oh yeah, we're good. Yeah. But then you know, some guys like bill burr, like, no, I'll take my library back and I'll own everything. And then when he dies, everyone's like, wait, how do we get that bill bird thing? Yeah. You know? But yeah, so life insurance policy, I guess he's almost wanting money. Oh, I believe that bear. But where do you, where do you, where, where would he have made his fortune? Just from selling stand up. Oh dude, he's really cool. He's all, he's tells huge.

Speaker 5:          02:17:29       So He's playing in New York at like a, like one of the huge venues. He, he plays like snake Liam. He has one of the coolest stories. He went into Boston and they were like, Hey, we want to book you at the Wilbur. And he's like, great. Wilbur says 1200 people and they're like, great. And he's like, cool, you want to do, we'll put a show on sale and we'll see if we can add a show. And he's like, all right. So then they put the show on sale and it sells out in like five minutes, five and they're like, okay, do you want to have to show him? And he was like, yeah. And they're like, you know that's sold out so quickly maybe do you want to add a Sunday show as well? And he's like, yeah. So they put this, they hold the Sunday show, they put second show on sale on Saturday that sells out in five minutes.

Speaker 5:          02:18:05       They put the show on Sunday, sells out at another show, sells out. He sold out 19 shows. He was there for like two weeks in Boston every Monday, Tuesday, Wednesday, Thursday, Friday, Saturday. And he was at home, let's be like stand at his parent's house. And that is, that is like buy your house in cash money like that is, oh yeah. Good for him. He's amazing. I love you got to get bill on your podcast. Oh, let me, let me organize that. Let me make that happen that we listen to his podcast. Rick, you know. Oh, oh there's, that's not a question. That's not the question I'm making that happen.

Speaker 5:          02:18:51       One of my best friends, I love him and he's, and he's and bill right now is like in me of the conversation. We outside bill wants to have that conversation with you want to pick your brain. He's like, well, I guess I won't. I, yeah, I don't know how much I want to say on the air about what we were talking about. I, when I listened to his shit now nobody knows anything while we're talking. I'm like, not even doing the show anymore. [inaudible] they go, you've released this. I go, no, but when I listened to show, I'm very keen on everything he does in that realm. Dude, I list some feedback. He's a, everyone's like, what the fuck are they talking about? Right. Everyone gets different compliments different. Right? Like so, so, so gross compliment. He always gets like sugar is not approachable. Like no one says hi to him.

Speaker 5:          02:19:45       Oh he looks like surely bear. So like whenever I'm with Siguro, people are always like, do one of two things. They'll go like, oh shit, the machine. And I'm like, what's up? They're like, well we god cause I get a picture with your shirt off. I'm like, of course, of course. So I take my shirt off in public with your shirt off today. Four Times. Yeah. And so and so. And then the, then inevitably they'll go like, oh hi Tom. I'm a big fan. And then they'll just walk away. Strange. And I find it approachable. We were eating lunch one time, we're sitting at a table eating lunch and this guy sat next to us. All a sudden he goes, Holy Shit. He's like burt, oh my God, the machine I can't believe. Like, and he's like, you're eating lunch. What? Tom's the girl. Oh my God.

Speaker 5:          02:20:29       I'm like a fan of both of you guys. Like, oh thanks so much. Tom Goes, hey man, we're trying to eat lunch. Tom's like, what man? He's like, come on. He's like, do you want to eat lunch? If you want to sit and talk to this girl day. And I'm like, Oh I, I love that. So bill a bill gets, this is what Bill Gates, right? So I get like to take your shirt off. I want to get a shot. Yeah. People look at soccer and they're like legit. One Fan said to him on, I'm not even joking on Instagram, said, Hey Tom, I saw you in the airport and I nodded and I apologize, I didn't want to introduce interview inner inner like hit your space. But I am a big fan and Tom's like, thank you by the way. It comes down and he's a nice guy, but like you see him, you're saying, I would be like, Oh hey, he's not a Dick, you know that we be.

Speaker 5:          02:21:12       But Bill Gates, Bill Gates, guys who literally walk up like hands folded, like, like they're meeting and they're like, sir, you're the greatest thing for our generation. I mean the way your mind works. And then the literature though, he was like, I've no idea who you are. I apologize. But you were having them bills like, thank you, thank you very much. Wow. Respect godfathers. Back to his brain is his brain works like, well that's when I had snow. His podcast. It's like he's doing, but he's just talking about his day and I'm just like, how the fuck is this? So funny dude, he's just talking about his day and he's like feeling like, I'm like, did he write this? He said, no, our epic, his latest going in, was it his legs? He was great. He, someone wrote back, no bill guy. I got bill I like was harassing him and we got them to use instagram. Right. So he starts using instagram by the way. It's like your dad using instagram. He's like, this is the sandwich I'm having for lunch and so on instagram he was like, God, Greg Conan tonight or this shirt and now it's in the rotation. We got lucky shirt

Speaker 3:          02:22:26       and I was like, okay, if bill burr thinks he's got a lucky shirt, that must be a murderer. Risk owning. Yeah. He's on Youtube. The clip. If you don't watch the whole damn thing. Oh yeah. I'm going to, I'm going to watch it tonight. I'm going to want to go down to the autonomous it. Oh, I'm fine. I'm fine. We've done that. We're done. Really? How long I'm going, it's over two hours by the first one we did was three hours. Even to today is probably still one of the longest ones were real. I think the longest one we've done was like the chair. Do you want that was like five hours. Like Oh really? And that was this first poll. How long was that? Oh, like three and a half. I was, we were drinking. Really? Yeah, that was, that was the drinking one, but he drinks bud lights, so, oh, so it's like, yeah.

Speaker 3:          02:23:17       Yeah. We were hot box. This room with cigarettes. It was really, hey, what's going on with the Logan Paul j Pia Ksi. Fuck. I'm fascinated. I can't wait to watch it. Oh, it's this Saturday. You going to pay per view it? No, I'm working. I'm just, I'm working and it's Ellis. You're going to have this Sunday. You have to cancel your show. Yeah, guys, I'm so sorry. No, nothing. You guys know who this is Logan Paul, but KSI. I thought his name was PSI. I was like, wow, this is kind of a cool box name. What did you like this Saturday? We're going to have to cancel my plans and I'll look at Paul. Really? Yeah. I think he's, I think he's got, he's got, I think Ksi really because he has experience and I think he takes it more seriously low. The fault doesn't have experience doing shit. Okay. KCI has had one boxing match that he won. He's been training. He's very serious. He doesn't even make youtube videos. Logan Paul's being cute. He's making youtube videos. Case site is fucking grinding. Do you know they're going to do one in la? They're going to do another one. Yeah. We're going to send you a rematch, but there's just no, no. Yeah. It's a rematch. We're going to send like Joey Salads out. You know Joey Joey's house. [inaudible].

Speaker 3:          02:24:46       He's the legend I love is that just cheered me. I love Joey Salads. People don't like that. I'm friends with Tim, but I'm like, listen, he's the original salad head. He's a lovable, you might be an yet. He might have put a stick in a hot dog bun walk Mesa like, oh, that's so great. I think we'll case Logan Paul is bigger and heavier apparently. I mean that counts for a lot of law, but ultimately I'm pretty sure it's gonna be boring and go the whole distance and be, you know, determined by Joe Boring because they're not yours. What did they know? They're going to go in and

Speaker 5:          02:25:24       do the stuff that like, like they learned like Jab, Jab, Jab, Jab, punch, Jab, Jab. If they went in like one of those, like we used to do ahc sprawl in college. We're just frat boys with no training, just going in with drives and they were just throwing haymakers just all be gassed out after 45 seconds, like you know, and shape. But I think they're just not, they're not professional fighters. What can you expect? Well you figure if they're training them, maybe I've gotten a little bit, Ellis mania is this week, Jason Ellis has a show on Sirius xm and two of my friends were fighting Ryan O'Neal and Louis J. Gomez, but they're doing mma, they're doing Jujitsu and mean. And so that's the one that I'm really interested in because Louis J. Gomez, like if they're both comedians, but he like left the comedy launch and it was like, oh, I'm going to, I'm going to fucking kill him.

Speaker 5:          02:26:15       And like, and Ryan and Neil's like, hey, it's going to be fun. Right. We're gonna have a good time. Where did the fight come from? From a rivalry or what? What is it? I think Ari Shaffir is friends with both of them and I think he started it. He was like, oh, he'd knock you out Louis. Oh Wow. And then Louis is Puerto Rican and he's like, oh fuck. His nickname is a Puerto Rican rattlesnake. He's like, and he's this week to this week too. It's a big week. Sit down over this week. I know. Tell me, I can't wait. I can't wait. Best thing about Netflix is I don't care. Like if my special aired on Saturday, I'd be like, fuck, I'm losing all these viewers. They're never going to see it again. But on Netflix, so like dude, go watch all this shit. And then Sunday at two o'clock in the afternoon when you're hung over and make a beat yourself up.

Speaker 5:          02:26:59       Mimosa, I'd watched my special, it's the best thing about Netflix and Netflix in Israel now. Really? We waited so long in Israel, the minute we left. Oh, Netflix in Israel too. I watched this guy, I watch this guy on Netflix, I don't know his name, he's Korean. He's got white hair. Right? And he doesn't speak English, but he does stand up and I watched like 15 minutes of his special just mouth open like, Huh? I'm like, hi. And then I'm like, I want more of that. I want, I want straight up Palestinian comics, like doing horrible racist Jewish jokes. Oh. And then the Jewish people doing in their own Netflix to air all of the Somali pirates who do stand up door like you're like, hey, how weird is it? Boarding of a cruise ship accident. I just did guys got shredder so fucking killed. Look at this. I was about to say something. I got stopped dead in my tracks. Oh, pause. And his eyes are about to close. He can jump too. Yeah, he's quick. He's nimble. So we got to, we got a plan. We've got to play in dinner with me. You told me to push him away. Love, love, love it. Um, we should do, we've got to get bill burr on here of it if and if, and if it makes build more comfortable we can do to Manville is just to make sure that building and

Speaker 3:          02:28:22       feel like it's going to be like build biggest fears that he's going to get. Like some, he's going to go in and it'll be some feminist blog. I joined PDS, so can women be funny? And he's like, yeah, but people just think like, I didn't say your biggest fear, whatever. One day.

Speaker 4:          02:28:40       Wait to put words in my fucking mouth. But yeah.

Speaker 3:          02:28:45       Listen guys. Secret time. Okay. If you want to watch a comedian, one of the best cut out living a life, the funniest people in the country right now, Bert Kreischer secret times on Netflix, you have netflix. The podcast is pretty much over. So you are, you have my permission to close this now at this point, open netflix and put on secret time. You are guaranteed going to have a ride for one hour. You're going to love it. I'll tell you what else. Really so good. And when you're done with that burt cast the podcast, love to organize love. You're a website by the way. Bert Bert, bert.com or wiper tour ticket and my wife just did redid the whole website herself. Really? Her space. Oh Wow. Oh well. Well, well, well actually they're not paying us to sub, so dad, can you believe that

Speaker 4:          02:29:38       or just change it with dollar shave club? Actually can, can you believe that? They're not paying us for. This episode is sponsored

Speaker 3:          02:29:55       the one bit, by the way, we're going to lock this up soon, but the one I was dying, I was fucking, I couldn't agree the fig jam a bit, but was just, I don't know. I used to so funny, funny. I just so funny. I did not find that funny. I will pause in it. I just was like, it's a one night I'm at the store and I'm in the or and I'm just struggling to find material, anything. And I just, I just start telling the story and I tell it and it does. Okay. Or an Adam Iga, who's the booker and Matt, I think general manager now of over the comedy store. I get off stage. He's like, dude, that Pajama Jam business skills. I go, really? He goes, that's my favorite bit you have. I was like, if it kills me. And I was like, okay.

Speaker 3:          02:30:40       I literally had it goes in the special I, yeah, I was done. I couldn't breathe. Oh, thank you. So fucking priceless. But it was all just amazing. Amazing. Amazing. Secret time. Alright, Christ's sake. All right. Thank you so much, burt. Thank you for coming on. I'm so glad we got to, I know. I'm so glad this happened. I've been waiting for this for a long time. Yeah, thanks man. Appreciate it. Um, with that being said, thank you all. You guys have a great weekend. I'm excited. We're getting off to Santa Cruz. Nice, Nice. So excited. Yeah, we're going to look for what do you guys leave tomorrow morning? I was thinking about going after the show, but I was like, ma'am, type of leave in the middle of the night. Crash on the test. My wasn't a call it the one wife and I did that one time. We got camping gear.

Speaker 3:          02:31:35       We went all, but we were like, we still can't to this weekend. She goes, let's not get caught in the traffic. Let's go buy all this stuff now. We'll get everything ready and we'll leave at like midnight of like during the middle of the night. And I go, great idea by horse stuff at sports chalet thousand dollars with the camping gear. Get on the five, start driving up to Yosemite. We got to go to the bathroom and it's like 30 degrees and she's like, wait, what was the 10 bridges before cell phones were big show wonder what the temperature and Yosemite is. No, we get online, it's like 10 degrees. We're like, oh, we never thought to check temperatures

Speaker 2:          02:32:11       to Santa Cruz. We got fucked hard. That navigation. We have a tesla, which is part of the story. I'm not saying that to brag part of the story. Okay, sorry. They had to say that. But the navigation, it doesn't use google maps so it doesn't have traffic updates. Okay. And part of the, so we driving up the one which for anyone that isn't familiar, it's a road that goes all the way up the coast of California. It's really, there's a point from like, uh, the center of California up to Santa Cruz, which is about two hours in the mountains. No reception. There's basically, it's a really beautiful nature drive, but you're, there's one road and that's it. And so were the navigation is taking up up this road and about halfway up there's just one lady sitting there in a lawn chair. One lady in the middle of the road, she's like, Hey, you got to turn around the road, fell into the ocean. You can't drive this way. And apparently the road has been closed for a long fucking time and the Tesla, which is run powered by battery. Okay, there's no fuck. You can't be like, Hey, do you have a, can I get a little gap? You've got a battery and thankfully we charged right before going up the one, but like if we went up there and didn't charge, it would have been in there in a fucking,

Speaker 3:          02:33:28       we had to drive back. By the time we got back it was empty again. Then you've got to charge it.

Speaker 2:          02:33:32       Lucky that we charged the right before because there's no reception, no fucking gas.

Speaker 3:          02:33:38       What was you have to do with, you have to get your car towed. I Dunno. I Dunno. I Dunno. Your Tesla was like a, like a teenage boy with his head sets on the seventh house fire.

Speaker 2:          02:33:51       This scene, there was this one lady sitting in a lawn chair in the middle of fucking nowhere

Speaker 3:          02:33:59       world fell into the ocean. I was like, oh, okay. Oh my God. I was like, fuck. Same thing would happen with gas, but there's no gas stations around you, but you could like siphon some off or you could wait for someone. What can come. I guess someone could just bring you ring up gas as opposed to just like an external charger for your, plug it into your car. Like how do you call for a tow truck? How do you do that? Oh cause you can't even charge it and yeah, there's no exception here and there. I was like, wow, I don't know what you do. I think that's when you start, you just jump because you take the insulation out of it and you start building a fire.

Speaker 3:          02:34:40       Total survival mode and less driving by cars. All these cars driving turnaround with gas powered. Yeah. Well he's, that's what you guys just moved there and get a job. You start selling a course, beating us on the side of the road. They don't care. Turn the ground. There you go. We'll work together. She's sitting next to her. Oh, I can do this all fucking night, guys. Have a great weekend. Next week is Tim Heidecker. Right. Pretty excited. Holy Shit. It's going to be awesome. So we'll see. We'll see how that one, sorry ladies. We parked our jet skis outside from the APP. Oh, awesome. So we will see you then and have a great fucking weekend. God dammit. She good time. See you guys on Tuesday, Tuesday. Oh, right, right. We do episode on Tuesday. Yeah,

Speaker 9:          02:35:47       no,

Speaker 3:          02:35:50       I was going to hit on with this soundbar. Yeah.
