Speaker 1:          00:00:00       Some bus, seventh, 19, 41, a date which will live in infamy. Perfect.

Speaker 4:          02:19:06       I mean, there's all kinds of ways to rationalize what you don't want to learn. Many of the militaries of the world are organized like Napoleonic Times. They don't want to hear that. That is a completely wrong way to be organized. The French cavalry heading off to war, as I said earlier, but you have to imagine this, if you want to see what Nepalian soldiers looked like, go look at pictures of the French cavalry in 1914 going off to war with metal breastplates and horse hair helmets, and you would have to be an expert to look at a picture of them in 1914 and a picture of Napoleon's cavalry in 18, 14 and find the differences. The officers are going to go to war and white gloves. They're gonna have swords, they're gonna. Stand up and troops are going to march into combat in like billiard ball formations or you know, bowling pin formations, drill formations from the battlefield. None of the people who consider this to be an integral part of military culture. Want to learn that the rules have changed. In 1905. They got one lesson in 1914. They were about to get another and the Germans get there is when they try to take these forts

Speaker 4:          02:20:16       on. August fifth, 19, 14, the Germans attack four of these Belgian fourths now between the forts, the Belgians and quickly put them infantry and there were a couple of machine guns around and whatnot and the Germans, you know, they're in a bit of a rush here. They don't have time to sit there and starve things out. This 30,000 man force with artillery has to go in there and power this through so that the armies behind them can continue there. If you just solve through Belgium, France and they charge these, you know, entrenchments and the Belgian slaughter, them, slaughter them,

Speaker 4:          02:20:54       mounds of bodies, and the Belgians can't figure out the best way to deal with it because the mounds of bodies become a problem because the mountains of bodies become places German troops can hide behind and shoot from behind and launch attacks from behind and the Belgians are trying to figure out, okay, do we shoot through these bodies and create. Can you create. Can you create a whole through bodies if you shoot through them with a machine gun long enough, or do we send out people to risk their lives to create holes in the bodies that we can shoot through? Barbara Tuchman has a passage in her book where she quotes the commander of the Belgian forces that were resisting this German assault by Gen Vaughan, emic and his Special Brigades Tuckman writes, quote

Speaker 4:          02:21:36       on August Fifth Mx Brigades open to the attack on the four eastern most forcibly edge with a cannonade by field artillery, followed by an infantry assault. The light shells made no impression on the fords, and the Belgian guns poured a hail of fire on the German troops. Slaughtering their front ranks. Company after company came on making for the spaces in between. The forks were the Belgian entrenchments had not been completed. At some points where they broke through the German, stormed up, the slopes were the guns could not be depressed to reach them and were mowed down by machine guns. The dead piled up enriches a yard high at fort boss, shown Belgians, seeing the German lines waiver charged with the bayonet. And threw them back again and again. The Germans returned to the assault spending lives like bullets in knowledge of plentiful reserves to make up for the losses.

Speaker 4:          02:22:28       She now quotes a Belgian officer who was their quote. They made no attempt at deploying. A Belgian officer described it later, but came on line after line, almost shoulder to shoulder until we shot them down. The fallen were heaped on top of each other and unlawful barricade of dead and wounded that threatened to mask our guns and causes trouble so high to the barricade become the we didn't know whether to fire through it or to go out and clear openings with our hands, but would you believe it? This veritable wall of dead and dying enabled those wonderful Germans to creep closer and actually charge up the embankment? They got no farther than halfway though because our machine guns and rifles swept them back. Of course we had our losses, but they were slight compared to the current age we inflicted on our enemies. And to quote, it's interesting to note, isn't it that Belgian officers respect for those wonderful Germans as he called them, exhibiting the military virtues of valor that were so celebrated during this period where the romance of warfare, which had always been strong in human culture, was probably at its height, the 19th century. The romance was incredible.

Speaker 4:          02:23:43       This is the era where that romance runs into reality in a way that you just can't pretend. I mean guys like you know William Tecumseh Sherman, the civil war general for the US famously said that war is hell and it's glory is all Moonshine, but that didn't really see into the mass of the population is one historian had pointed out they weren't publishing a whole lot of combat photos and really nasty, terrible stuff for the folks back home at any time during these periods. So there wasn't a lot of stuff to really counteract the romantic ideas of war. This is the conflict where you can't hide it anymore. And even though this Belgian officer looks at this German assault on his photos, something akin to the charge of the light brigade, the famous doomed charge of that British cavalry during the Crimean war. But here's the thing that this war is going to teach. If you watch the charge of the light brigade and you think it's magnificent and brave, a doomed sort of attack on the part of incredibly courageous men. What happens if after the charge fails, they send another one and the same results occur and then they send another one in the same results occur and then they do it again. And again. At what point does this wonderful, doomed, romantic, you know, celebration of the courage of the military heart become something obscene.

Speaker 4:          02:25:04       This war is going to take us there and it's going to pound the point home until you're sick of it.

Speaker 4:          02:25:11       After the failure of that German attack on the Belgian defenses, the Germans regroup to attack again that same night, August fifth, they're waiting for the sun to go down. And witnesses who were with the troops described them as nervous and anxious and gloomy about the prospects of assaulting you know these defenses. Again, what's more doing it at night throughout most of human history, night assaults, if you were lucky, had torchlight illumination. It was always a huge gamble, very disorienting. You couldn't see anything that was going to change with this war and it was going to be a facet of 20th century warfare that we may never see repeated again. Now that night vision has become a battlefield staple. There is no reason to light up the battlefield. In fact, if one side has night vision and the other doesn't, you don't want it lit up.

Speaker 4:          02:26:00       In this period, these Germans were going to go into conflict where the nighttime darkness could be banished by technology. You had search lights in these forts, knew had search lights on the German side. Sometimes you had shells that you could shoot up into the air that would illuminate the night sky and you have to imagine bunches of those shells going off, you know, at separate intervals where they overlap and so they're getting brighter and darker. And it, you know, the look of it reminds you of like a flash bulb flash, that sort of strobe light, fluorescent lumination, and it just casts a ghostly Paul over the whole battlefield so that every time you get that burst of light, you see thousands of people like ants moving along the battlefield and you have artillery going off. And I mean, just think about how weird and disorienting being in the middle of a modern battlefield would be in the daytime.

Speaker 4:          02:26:48       And now take away the light. It's freaky and that's what these German soldiers are about to face. And they're understandably nervous. They expected some sort of romantic kind of war. Even if it was dangerous, you had a chance for heroism and a chance to die for your country. I mean this is a generation that is absolutely infused with the ideas of nationalism and that dying for your country is a huge, glorious thing that you should look forward to. And now they're seeing, wait a minute, how glorious is it to be one of many people mowed down by machine guns, you know, just sort of randomly. They don't want to go on the assault again and this attack starts to bog down after it starts. Now there's an officer who's roaming around the battlefield who normally is in Berlin with the high general staff of the German military.

Speaker 4:          02:27:38       The Germans encourage their staff members to get out in the field sometimes and see what's going on, and this guy had a particular interest in this battle because he was one of the people who planned it for years. He'd been planning this battle. He took his vacations from Germany to Belgium just to look around where the battle was going to be fought, and now since he had a vested interest in hoping his plans were carried out correctly, he's wandering around this battlefield at night looking for what the holdup is and finds out that the general commanding a certain part of the attack is dead killed by machine gun fire. So this guy, this staff officer who historians have described as absolutely devoid of fear, big man, grabs the unit of the dead, five or 6,000 men in the dark and starts leading them toward the objective.

Speaker 4:          02:28:27       Now you've got all these forts, more than 400 guns from the fort, so then the guns on the German site, it's just got to be this unbelievable chaotic mess in the dark and this one general has grabbed this unit and is and is heading toward the city of Leon, which is protected by this circle affords right with men in between all the forts. He finds a spot that's undefended leads this unit, past the forts into the city on this gamble that maybe the city won't be defended or maybe if I walk in there with 6,000 guys, they'll just lay down their weapons.

Speaker 4:          02:29:00       Now the Germans don't have a lot to celebrate in their military history and the Second World War because the cause was so nasty. It doesn't matter. You know how many good things their troops did in terms of military history, in the military side of things. The cause is so corrupted, taints everything. The Germans can take some justifiable pride in the adventure story of this guy because first he walks in the city and everybody just sort of surrendered to him there and then he goes up to the citadel, the main defense in the center of the city with his sword. Hilt, he pounds on the door demanding the surrender, and they open up the door and they surrender. Yikes. Talk about boldness, talk about gambling. This is a basically unknown German officer who, because of the name he is making for himself will be in a position that some historians will call the military dictator of Germany within four years. Name is Eric, gluten Dorf Luton.

Speaker 4:          02:30:02       Doris actions that night remind us once again that even though, as I've said several times, the machines have kind of taken over the dominant role in war, fighting, artillery, guns, all those things are machines. You can't discount the human factor. In fact, the human factor is probably the dominant factor amongst adversaries that are somewhat evenly matched. I mean, no amount of military genius is going to save Belgium from Germany. The differences between the potential of the two sides is just too great, but between relatively equal or only moderately unequal power is leadership, could be the determining factor and the boldness shown by Ludendorff that night is a precursor to what we can expect from him later on and what the Russians can expect from him very, very soon. Now, Ludin doors, very audacious capture of the city of Leon doesn't solve the problem that the Germans have because all those forts are still active. He's taken the city, he hasn't taken the forts and they're still there ready to shoot up German march columns if those, if they're not taken before the big march starts, so Ludin door calls for his, you know, ace in the hole. As I said, the Germans have been planning for this attack for a very long time. They knew that the Belgians might resist and they knew if they did, they had to have a weapon that was greater than anything. The people who built

Speaker 2:          02:31:20       these forts ever envisioned in the 18 eighties, although some of these forts dates of the 18 nineties in that era, the forts were basically guaranteed to the Belgian government to be invulnerable to any cannon then known in the world, but the cannons that were then known in the world are no longer the maximum size cannons available in the world. Those belong to the Germans and no one even knew it until they first showed up on the scene and they become an even better demonstration than the machine gunfire. Mowing down those board Germans charging the Belgian defenses that the weaponry was simply doomsday device like if you imagine it magnified thousands of times. The weapons that are on the way from Germany to Belgium to reduce these forts are the best example I can think of to show how much has changed since the last time. The great powers fought each other in Europe 100 years before and nowhere is that more on display in evident than in artillery, which a hundred years ago during Napoleon's time was already what Napoleon thought, decided battles, and he was a guy who made his bones in the artillery. He rose through the ranks as an artillery officer. He's known for it's used on the battlefield. Here's a guy that that could shock people with the killing power of well used artillery and his big guns were firing 12 pound cannonballs, 12 pound cannonballs.

Speaker 2:          02:32:57       The gun itself weighed about 1200 pounds. It's the same gun essentially in in one case that both sides in the US civil war used, but a 1200 pound canon. The gun that's on its way and the guns that are on the way from Berlin to Belgium way the largest ways, almost 300,000 pounds, 1200 pounds to 300,000 pounds. The shell that Napoleon's 12 pounders fired or between nine and 12 pounds. The shell that this monster, the 420 millimeter version of it that's on the way that Shell is 2000 pounds, the Napoleonic era cannon, that was so deadly at the time that it was shocking at a range of an effective range of about 2000 yards. This weapon on the way to Belgium, which isn't even designed for range at all. It's a seed Canon, so it doesn't even have to fire very far, has seven times the range of that French cannon that was designed to shoot far. This is an entirely new kind of warfare and the people who actually see this gun once it's assembled, our slack, jawed and assemble it must be because think about trying to transport

Speaker 4:          02:34:18       this thing. Now we're talking about a gun that is just over a 16 inch gun, which is the largest naval gun with the exception of the Japanese Yamato Class. Eighteen inch battleships ever put into the field that the great American battleships that Americans love to look at from the middle to the end of the Second World War. Those are 16 inch guns. These guns on the way to reduce these forts, are those guns basically a tiny bit larger? How would you transport them? We get some giant tractor with caterpillar, like wheels or something wouldn't. You didn't have any of that. They have horses, so they disassemble this almost 300,000 pound piece of equipment and they and they transport it would like 35 horses taking each piece, you know, and anytime there's a dip in the road, they've got to get people to prop things up and help him. It takes forever and then when they get to Belgium and the roads are all messed up and they have to take detours, it takes forever to get these guns to where they need to be.

Speaker 4:          02:35:14       And then when they get there, the crew and it's like a couple hundred guys have to lay cement. The cement has to dry, the gun has to be assembled and put together, and then when they want to fire this thing, this gives you an idea of the monsters were talking about the gun crew had to go three football fields away, 300 yards away and fire the thing electronically and they were still so close that they had to put cotton wadding over their eyes, their nose and their ears, and they had to fire this thing while their mouth was open or they blow out their eardrums and potentially worse than that, imagine what this weapon does. The shell is fired in a 4,000 foot arch.

Speaker 4:          02:36:00       It takes a full minute to get from the gun to the target, so you fire it and then there's the 62nd wait until the explosion happens. Unlike Napoleon's time, we have cool shells that can be delayed action fused and armor piercing so that when you fire them at these forts, they hit the top of the fourth. That's the kind of arc they have. They don't fire flat. It's something they fire way up in the air and then it drops right on top of these forts, a shell that pierces armor or concrete, and then once it reaches its maximum depth, then it explodes. The wonderful world of science and engineering is going to take over the battlefields of this upcoming conflict in a way that has never happened before and this weapon to me most symbolizes in this early part of the war. You know your example of here's your wakeup call. Here's your darth vader. Here's what 20th century warfare is going to mean. The gun arrives along with some cousins were slightly smaller from the also great armaments workshop, Skoda in Ostrow Hungarian territory then and the weapons created by crop and Skoda start shelling these forts and they start going down and they start going down fast. Now, those of you who have listened

Speaker 2:          02:37:16       to many of my shows, no, I'm not a huge John Keegan fan, but as a historian, I think he's best on his World War One and World War Two histories and he wrote about this gun arrival outside. The fordson said quote,

Speaker 2:          02:37:30       after it was placed, the bombardment began the crew wearing head padding, lay prone 300 yards away while the gun was fired electronically quoting somebody hit the scene. Now quote, 60 seconds ticked by the time needed for the shelter traverse it's 4,000 meter trajectory, and everyone listened in to the telephone report of our battery commander who had his observation post 1500 meters from the bombardment Ford and could watch at close range the column of smoke, Earth and fire that climbed into the heavens. Keegan continues, quote the first of the shells delay fused to explode only after penetration of the forge. Protective skin fell short. Six minutes later, the next was fired. Then five more. Each of them walked up towards the target. As the elevation was corrected, the relentless approaching footfall of the detonations spoked to the paralyzed defenders of the devastation to come. The eighth struck home.

Speaker 2:          02:38:32       Then the gun fell silent for the night, but the next morning joined by the other, which had completed the journey from Essen. The bombardment reopened, the range had been found, and soon the 2000 pounds shells were quote, stripping away armor plate and blocks of concrete cracking arches and poisoning the air with heavy brown fumes and quote and Keegan then goes on to say, no, I'm not going to murder the poor French names of these forts, but at 1230, one fort is a wreck. He says, and this physically incapacitated and surrenders. They then shift fire to another fort which surrenders five hours later. A third explodes when it's magazine is hit by one of these shells completely destroying the whole thing that will happen to a couple of these forests by the way, and when they find those, the Germans who were first on the scene say that they look like quote, a miniature Alpine landscape with debris strewn about like pebbles in a mountain stream, heavy artillery and ammunition had been thrown everywhere. A cupela had been blown from its place and had fallen on its dome and it now looks like a monstrous tortoise lying on its shell.

Speaker 2:          02:39:44       As these forts began to fall, the artillery then closed in on the fourth that had the general commanding this whole affair, and he himself wrote what it was like to be under fire by weapons that no one had ever seen the like of in human history, quote, a shell rec to the arcade under which the general staff were sheltering. All light was extinguished by the force of the explosion and the officers ran the risk of asphyxiation by the horrible emitted from

Speaker 4:          02:40:14       the shell. When the firing ceased, I've ventured out on a tour of inspection on the external slopes, which I found had been reduced to a rubble heap. A few minutes later, he writes, the bombardment was resumed. It seemed as though all the German batteries were firing salvos. Nobody will ever be able to form an adequate idea of what the reality was like. I have only learned since that when the big siege mortars entered into the action, they hurled against us shells weighing a thousand kilos. The explosive force of which surpassed anything known hitherto. Their approach was to be heard in an acute buzzing, and then they burst with thunderous. Roar raising clouds of missiles, stones and dust. After some time passed and mid these horrors I wished to return to my observation tower, but I'd hardly advanced a few feet into the gallery when a great blast passed by and I was thrown violently to the ground.

Speaker 4:          02:41:07       I managed to get up and continued on my way only to be stopped by a choking clouds of poisonous gas. It was a mixture of the gas from an explosion and the smoke of a fire and the troops. Quarters, we were driven back, half suffocated, looking out of a peephole. I saw to my horror that the Ford had fallen slopes and counter slopes being a chaos of rubbish while huge tongues aflame were shooting forth from the throat of the fortress. My first and last thought he writes was to try to save. The remnant of the garrison are rushed out to give orders and saw some soldiers who I mistook for Belgians, gendarmes. I called them and then fell again. Poisonous gases. Seemed to grip my throat as an

Speaker 2:          02:41:47       face end quote.

Speaker 2:          02:41:50       He woke up to one of his aides and the German officer giving him water. Those soldiers he thought were Belgian were German and they were the first to enter the fort after a shell detonated, you know the magazine and the entire fort went up in a giant explosion. These are enormous metal and steel and concrete, you know, forts. These guns were pulverizing forts that were built to withstand the guns of just a generation before and doing so with ease. That's a demonstration of how much things had changed just since the 18 eighties and think of how much things had changed from Napoleon's time to the 18 eighties. This was a 19th century world discovering the horrors of 20th century warfare and they were going to have to learn how to deal with this new reality. One horrific bloody lesson at a time. The lesson of leakage is at the era's of basing your defenses on fortes is over. This is a lesson that will not be learned and will be taught again in France in May 19, 40.

Speaker 4:          02:43:11       It's also my opinion that the Germans are being taught a lesson. Even as this story's going down and the guns are pulverizing, the Fortune Belgium, the Germans should be picking up on what you know, current events or trying to teach them. They will never take that lesson to heart and they will repeat these mistakes that they're making in Belgium. Again, in the Second World War. It's safe to say I think that the damage done to the German reputation globally because of what's going on in Belgium won't go away until at least the 19 fifties and I think you could make a very decent case. I've never gone away and it involves German treatment of neutral countries and noncombatants wherever they find them.

Speaker 4:          02:44:01       And you know, as you watch this story unfold, it's clear that in some respects the Germans just don't get it when you would think they would. This is a country that in. It's funny now they've lost this reputation due to two world wars and their involvement in both of them, but they used to be considered an absolute hotbed of human culture. You know, the cutting edge of art and science and literature and thought and philosophy. I mean all these things that the Germans really prided themselves in music, I mean an incredible people that guys like hg wells were intimidated by, couldn't help admire them, but was intimidated by how, how ahead of things. They seem to be at how advanced Asian to be in all these areas. How strangely ironic though that people that are so advanced in those areas could have so many blind spots in areas that one would think are related to the higher culture aspects. Do the people who are producing such cutting edge higher culture, how did they miss something that's likely to be as damaging to your international reputation as what history now calls the rape of Belgium?

Speaker 4:          02:45:13       Now the rape of Belgium, I should point out a little bit, is a propagandists fantasy. I mean they've made it into practically a movie. The rape of Belgium. Go see the rape of Dan King in your history books and then you will see something that propagandists did not need to magnify it all to create a world class historical atrocity killing field. Belgium wasn't that, but it was something and that something would come back to haunt the Germans in ways that they almost seem ignorant of again. We quoted Hitler earlier about propaganda. Hitler sees it after the war. The Germans were just blindsided by 20th century global communications and the ability to manipulate world opinion by taking things that were real facts and blowing them up to levels that just incensed whole societies, including countries. The Germans don't understand that the way they're conducting themselves in Belgium is affecting public opinion in places like the United States, which have large German American populations by the way, which are cheering, you know, the the feats of arms and how the German military is showing themselves to be so dominant.

Speaker 4:          02:46:28       American papers are not 100 percent against the Germans at this point. In some places. American papers are in regions that are dominated by German Americans, but they can't explain away what's happening in Belgium and what starts the day. The invasion of Belgium happens. The Germans start killing Belgian citizens and they do so as part of what is now understood to be a policy of fruitfulness. As it was called, I'm not sure that's the perfect translation of the term, but the Germans intended to, you know, set examples of people that did things that the Germans had said you shouldn't do. They said you shouldn't blow up bridges. If they find you blowing up bridges, they are going to punish you and they do not give probation. They will hang you. They will shoot you if they catch you trying to blow up a bridge. The Germans take that even farther though. If you're near a village, we're a bridge, gets blown up. The village might pay the price. The Germans believed in collective punishment. They also believed in taking hostages for good behavior and when people did stuff anyway, they killed the hostages.

Speaker 4:          02:47:40       This has been one of the most contentious parts of, you know, new scholarship all the time on the question of atrocities in Belgium because, you know, during the war it is this huge deal and those of you, by the way, who've lived long enough to have seen this same dynamic at work were real atrocities happened. I remember in the first Gulf War, the stories of, you know, Iraqi soldiers taking Kuwaiti babies out of incubators and throwing them on the floor and then stealing the incubators and all these stories are normal because real atrocities are going on, but then they're magnified because the magnification works to the benefit of the enemies of the people. The propaganda's working against the Germans went in and did a bunch of things in Belgium that make them look bad because they were bad, and then the foreign media like the British were fantastic at this. Get Ahold of those stories and turn them into the worst things you can ever think of.

Speaker 4:          02:48:35       The Germans only began to get this, you know, a few people at a time. I mean later on, much later on, the Kaiser's Sonnet guy known as the crown prince would say that Belgium's when the Germans lost the first great battle of the war, but they didn't lose it on the battlefield. They crushed the Belgians. They lost it in the realm of global public opinion because of their behavior behavior that the Germans will use all throughout this war. And again, in the Second World War, this tendency to ignore neutrality, and as we said earlier, the German diplomat, you know, told the British diplomat this, you're going to go to war over a piece of paper. It's just a piece of neutrality is often violated in war. That's kind of how they thought. They also thought that you treat noncombatants harshly and you know, to sort of soften that a little.

Speaker 4:          02:49:31       It's worth noting that the Germans treat their own people this way. They are a stern rather strict. Some would say severe society especially, you know, the Prussian ised elements of it. And they expect, you know, obedience and discipline and conformity to the rules and that's what they expect of their own people. And then they go into Belgium and when people violate the rules, they get treated harshly. Germans just failed to foresee maybe with cultural blinders that people that come from much less severe traditions would maybe play that quality up as something uniquely German and Nasty. Not just that. It should be pointed out that a lot of different people's, you know, in the world at this time, we're having problems dealing with irregular fighting. This was a big deal at the time. Irregular fighting of course, is when, you know, regular people take up arms and starts shooting at your soldiers like guerrilla troops.

Speaker 4:          02:50:24       For example, in Vietnam, the US fought Viet Cong guerrillas, very difficult to do causes all kinds of problems. Atrocities tend to happen. Uh, the British had just dealt with this, not all together successfully in South Africa where atrocity issues happened. The French were dealing with it in Asia and North Africa. The Russians were dealing with it in central Asia. The Japanese were dealing with it in China and Korea. This is a problem a lot of countries were having. The Germans were very worried about what were called free shooters today we would call them snipers because in the war of 1870, they had a lot of problems with snipers. So they went into Belgium and if they thought snipers were there, people paid the price left, right. And Center, I mean, whole towns would be executed if a sniper was loose. And here's the worst part. Snipers may not have even been loosed.

Speaker 4:          02:51:13       Some historians say these are a bunch of gun shy soldiers who've never faced, you know, live fire where someone was shooting at them. They may hear some German soldiers gun go off from the other side of town and start killing civilians. It's a very controversial issue. Some historians still foam at the mouth about A. John Keegan strikes me as somebody who's, who feels this absolute need to defend this idea of German, you know, uh, uh, devilishly this. I have a couple of pieces I liked though. Author Lynn Mcdonald wrote about this. I thought she did a very balanced job. And so did Neil Ferguson and Ferguson. What I love about Ferguson says he goes and finds like the regional thing that happened and then how it got blown out of proportion. And, but nonetheless, all these people emphasize the same thing. These atrocities happen. These people die. The Germans practiced collective punishment, all these awful things that most, uh, most of us reviled today.

Speaker 4:          02:52:10       And then they paid an extra price for it by providing the basic seeds that would grow into enemy propaganda that would turn the Germans into Genghis Khan basically, which is exactly what Lynn Mcdonald compares it to, and she writes, quote in the United Kingdom, Germany's on had already been tried and found guilty. Germany's name was mud, and now that she had condemned herself out of her own mouth, no rumor of Beast Gel outrage was two vial to be believed. They emanated mainly from the refugees who had fled half terrified out of their wits from the towns and villages of Belgium. They were the firsthand accounts from people who had escaped from the flames of Van den, where 200 hostages had been shot from two means. We're 400 were gunned down and bayoneted and from the inhabitants of not who would arouse the ire of the Germans by destroying the vital bridge, the Germans revenge was to round up more than 600 men, women and children, and shoot them in cold blood.

Speaker 4:          02:53:07       The youngest age, three weeks died in his mother's arms. These stories were true and the Germans made no attempt to keep them secret. They were after all intended to warn. Inevitably, as they traveled, they spawned fictions in their wake of rape, of Macabre chillings, of mutilation, of breasts and hands, sliced off by sabers of crucifixions, of babies dipped into boiling water or swung for sport against brick walls. There were even whispers of cannibalism. Grains of truth swelled and grew into a crop of rumors of unspeakable. Villainy is unsurpassed since the hordes of Genghis Khan had rampaged and pillaged across Asia, in France and in Britain. The newspapers were full of them. Public opinion hardened. It was no longer merely adjust war. It was positively righteous and people were out for blood and quote. I don't think the Germans have recovered from that image. Even now, have they?

Speaker 4:          02:54:06       You talk about a misstep. What if the Germans had treated neutral countries and noncombatants with more respect? How different might their reputation be today? What if they'd learned from Belgium in 1914 and reacted differently in 1939? One thing's for sure, this whole idea of rightfulness in order to cow. You know, the people that you had just subjected to the boots of your soldiers that didn't work out bad policy foundations and the underpinnings of that idea. It just didn't work. And the people in charge of it were guys like von Moltke who said know to his Austrian counterpart. Yeah, you know, it's brutal. Are advanced into Belgium is brutal, but what are you going to do? You know, we're fighting to save our lives. Basically, this is life or death. It's going to be a little brutal for awhile. And guys like von Moltke, he was one of these logical insanity guys.

Speaker 4:          02:54:59       Somebody asked him once, um, you know, what the humane way to carry out war is? And he famously said, make it quick. Brutal as you want. Make it quick. It's our old boxing analogy of on multiple was basically saying, knock him out quick knockouts. That's the nicest you can be, even if it's horribly brutal to make the knockout as quick as it is. So von Moltke in this case is basically saying, you know, yeah, it's a, it's terrible. But, uh, you know, in the end this is going to save lives, you know, you, you hang a few of these saboteurs, uh, you shoot a few of these people that snipe at your troops and then they stopped doing it and you don't have to burn whole villages down. See how that works.

Speaker 4:          02:55:38       Neil Ferguson, when he addresses this issue is basically sort of telling us to not be so naive and we've all lived through, you know, we're in the 21st century now. We've had a long time to absorb the ideas of 20th century propaganda and how it's a legitimate aspect of war. And one of the things you do is perhaps paint your adversary in the worst possible light you can. Again, something that the Germans weren't quite getting when the 20th century was brand new, that they would get much better in the second world war. Ferguson in his book, tells a story where he talks about, you know, the ways in which this propaganda were used when he talks about how the British newspapers would take photos sometimes from stories that had nothing to do with this war. And one case stories with that had photos from Russian pogroms against Jews that happened before the war.

Speaker 4:          02:56:27       And then just, you know, captioning the photo with something that says it's from this war. I mean no one had any idea, show a bunch of dead civilians and say, this is what the Germans are doing. Ferguson writes quote, but prewar photographs of Russian pogroms genuinely were reprinted to, in quotes, illustrate stories of German behavior in Belgium. The Sunday chronicle he writes, was one of many British papers which alleged that the Germans had cut off the hands of Belgian children while the former scaremonger William luck who related with ill disguised relish the quote wild orgies of blood and debauchery and quote in which the Germans allegedly indulged, including the quote, ruthless violation and killing of defenseless women. Girls and children of tender age and quote Ferguson continues quote other writers had great fun imagining. Sixteen year old girls being quote, forced to drink and quote unquote violated successively and quote on the lawn before having their breasts pierced with bayonets. And quote the bayoneted baby Ferguson says was another favorite image. J H Morgan even threw in the charge of sodomy, have little children and quote, but even Ferguson is forced to deal with the reality of the situation that this stuff wasn't manufactured out of whole cloth and that being a Belgium in the line of German advance during this time period was a very dangerous position to perhaps find yourself in and perhaps of no fault of your own Ferguson writes quote,

Speaker 4:          02:58:04       although the Entente press wildly exaggerated what went on in Belgium. There is no question that the German army did commit atrocities there in 1914. According to evidence from the diaries of German soldiers and other reliable sources, all the advancing German armies executed civilians, including women and priests altogether, about 5,500 Belgian civilians were deliberately killed by the German army. Most of them in the 11 day period from the 18th to the 28th of August, 1914 and at least another 500 in France. The Germans also used civilians as human shields and raised numerous villages to the ground. In one case, an 18 year old girl was bayoneted to death. There were also numerous rapes in occupied France and quote John Keegan, who obviously feels very strongly about this, um, goes out of his way to point out that these are not, you know, sort of ramshackle affairs, that these involve lots of troops sometimes that these executions are not done by special execution squads is, will be the case in the Second World War sometimes, but by regular units that the German army, he writes, quote, the victims included children and women as well as men and the killings were systematic at 10 means the hostages were masked in the square, shot down by execution squads and survivors, Bay and edit.

Speaker 4:          02:59:23       The execution. Squads were not as where the action groups of Hitler's Holocaust, especially recruited killers, but ordinary German soldiers. Indeed those who murdered at end den where the reservists of the most distinguished regimens of the Prussian army, the guard regimen mentors, will end quote and the Belgians would have every right. You would think when you to wonder as they're living through this, where their protectors are. Now they signed these agreements that said that their independence was guaranteed by the greatest powers of the age. Where are those people right now? When the Belgians need them? All they see are the German army marching through and burning things and perhaps shooting people you know. The answer is they're on the way. The British are in the process, right as we are in this story of landing troops on the continent to aid the French who are finishing the last bits of the necessary ingredients so they can launch an offensive. The Russians are shocking everybody by putting together enough units to at least attack eastern Germany and remind the German that you can't just leave your eastern border undefended and throw everything against France. We're still here

Speaker 4:          03:00:34       and the ostrow Hungarians are about to find out exactly why the Serbs have such a ferocious military reputation. All this is going to happen pretty much simultaneously and it's going to be the first real consequential experiment to test a hypothesis, a sort of celeste deal, if you want, or cosmic hypothesis concerning the question of whether or not know if you do it enough.

Speaker 2:          03:01:00       You can beat the violence out of a society or a culture or people or maybe given the globalization. You know that this time period helps usher in maybe a world, and the answer is that it depends on how hard you beat them. I guess no one's been beaten very hard yet in this story. The Belgians are, but an appetizer to what modern warfare is going to be like. Modern warfare between the great powers on the planet. The first experiment in this hypothesis of beating the violence out of societies is on the way. If there's an addiction to the human species, what's about to happen is the first dose of shock therapy to see if we can be curative. It

Speaker 5:          03:01:56       be sure to follow us on twitter. The address is at hardcore history.

Speaker 6:          03:02:00       Do you want to help the podcast? We'd really appreciate it. Here's how it works. It's very simple just by your Amazon.com products through the Amazon search window on Dan Carlin Dot com and Dan and Ben will get a percentage of what you spend and it helps these guys out because they are nice young fellows.

Speaker 5:          03:02:16       If you think the show you just heard is worth a dollar, Dan and Ben would love to have it. A buck a show. It's all we ask. Go to Dan Carlin.com for information on how to donate to the show.

Speaker 2:          03:02:29       Get their firstest with the most. I think that's the phrase that made me cringe during the editing process. Listening to the show you just heard because I could almost hear a five, 10, 15,000. I don't know how many avid civil war buffs, American civil war buffs. We have listening, but that's going to be a sore point with them and I could tell when I listened to it during editing, I'm just going, Ugh, do I really want all those emails? I didn't attribute that quote to anyone I just said a confederate cavalry commander, but it was supposedly allegedly legendarily said by a guy named Nathan Bedford forrest. A controversial figure even today, but that's not unusual among confederate generals and it's not even unheard of among union northern generals. Forest is maybe in a class by himself, but he's not controversial when it comes to acknowledging his military genius.

