Speaker 1:          00:00:01       Let's do it for
Speaker 4:          01:54:06       The guys that were on a, I don't know, what was it last week, the guys that we're talking about like longevity, like living. Yeah, Davidson, Clara. That was pretty crazy. Fascinating. Fascinating. Yeah. This. I'm glad there's people like that out there. I think within the next 15 to 20 years, people are going to start going back in aging like legitimately they're going to be able to not just slow down aging, but we're going to see like 60 year old ladies are hot as fuck. We're going to see 60 year old ladies looked at 32. I really believe that I do to coming around the corner. Especially that guy who's talking about that diabetic medicine that he takes metformin. Yeah. Yeah. But apparently, um, that stuff has negative impacts on athletic performance. It's one of the things that I was curious about when, when he discussed it and Dr Rhonda Patrick sent me something on it and Ben Greenfield actually brought it up on the podcast.

Speaker 4:          01:54:56       We did a couple of days afterwards. Uh, yeah. It's, um, I don't, it's, it's probably good for longevity but not good for athletic performance, which is a, I'm not willing to make that sacrifice and he's probably not really concerned with athletic performance. No, no. He barely worked out and he wasn't into working out hard either. Was like his, his deals, like just maintain a little bit of exercise, just kind of keep the blood moving. But a lot of those guys that are these super genius sort of longevity experts, they're just interested in how you can slow the clock down as much as possible. And then there's other people like Ben Greenfield or like I'm Rhonda Patrick, they're more interested in performance. Like what is, what's the thing for you in terms of, for your mental performance, physical performance. I'm more in line with that, but um, but I'm also, I want to know what these guys are working on. The Davidson Claire's of the world because he's at the top of the, you know, the tip of the spear when it comes to longevity and, and gene editing and you know, what they're talking about is being able to inject certain what certain genes are bacteria that carry genes. It's going to fix it.

Speaker 2:          01:56:10       Eyesight. Wow. Yeah. Crazy. Crazy. Like people that are blind are going to be able to see again, like, yeah,

Speaker 4:          01:56:17       they're going to be able to do some mad, mad shit as long as human beings don't. We don't figure out. I mean we don't nuke ourselves or fuck the world to a point where, you know, scientific research halts. If these guys can keep going, if we can make it to the next 50 years, people are probably going to live to be 300 years old.

Speaker 2:          01:56:36       Wow. Yeah. Nuts, man. I love it. How fucking smart people are going to be at the 300. I mean, think about how smart you are compared to when you were 20. I was a dummy. So done. I'm so dumb. I'm amazed. I'm still here. Like I stop and think about how I used to drive. I'll say, oh, oh, now you have old schools. Do you have hot rods? You have any hot rods? Not Pretty much like Sullivan though, like old schools. Those are safer at a couple of impalas. I just got rid of two of my impalas and I have like a 53 caddy. I still have. I have a 64, 60 5:53 truck in a 41 caddy 41 cat. It's nice man. It's really fucking Nice. But it's like a three speed, you know what I mean? Like it's like it's, you know. No, I'm old school power steering.

Speaker 2:          01:57:31       It's like you gotta know how to drive. So yeah, I still have a couple that I'm holding onto but I really, we're steering. Did steering wheel must be giants. Gigantic. It's so sketchy to, to drive. But yeah, I'm going to bring, I'm going to bring a couple out. I have a um, I have a festival that happens in March called music that's like tattoos, music and cars. So I bring a couple of them out there. Where's that? At? Orange County fairgrounds. Oh, all right. Yeah. Nice. Nice. Yeah. So, but yeah, but I'm slowly. I really just, I don't know. I want a simpler life man. I want to be able to get in a car and not worry about it. Fucking breaks down and I can get to point a to point b with how busy I am. I don't know. Do it. Stay the fuck away from that.

Speaker 2:          01:58:12       Tesla. Yeah. I'm telling you it'll ruin you. Oh yeah, there she is. So that's yours. Wow, that's beautiful. What a car. What? I mean, what a like a, not just a car but of window into time. Yeah, that's history. I mean back in 1941. That's what people drove, man. That was the shit back then. People tooling around Manhattan and one of those. Yeah. I love seeing those, you know, the movies that take place during those timers and they find all those classics. So cool. You know, it was great. The more recent version of the great gatsby with Leonardo Dicaprio when they drove those cars, but it was a weird movie because they made those cars almost like modern. It's very strange. That's how Romeo and Juliet was two. The one with the one with Leonardo. You know what I'm talking about. Did you notice that all the guns in there were super ill cars, sick.

Speaker 2:          01:59:04       They do some futuristic. Yeah. Some weird interpretation. Yeah, a time period. Correct, right. Yeah. So that time period. Correct. But when he drove that car, it drove like no fucking car. Like cvs find a scene where he actually drove the car because it sounded like it was supercharged and it's flying and it's handling well, but it's all like cartoonish. Almost like everything. The scenes or like when they're driving these cars, they're nothing like those cars were back then. Oh yeah. Because they don't move like that. Especially in the road. Yeah. Unless you do like an ls swap and you read everything. Like when they're on the road, like these fucking cars didn't drive like that man. They didn't. They'd have skinny ass bullshit tires. They barely could break. You hit the brakes. It took forever to slow down. That was a great movie though. Yeah, those are sick. Yeah. See, they're all going sideways around corners and shit. Nobody did that back then.

Speaker 2:          02:00:02       It was weird. Yeah. It's weird how they do that with movies where they have this like they're having a race. We're racing. I mean with that electric car outside will follow by these motherfuckers show. The problem with those, those Teslas is that once you get in one other cars just seem kind of dumb. They seem kind of old. Oh, I bet. I feel like it's, you're stepping into the future when you drive those. Anything else wouldn't seem even up to date, you know, but there's something about cars like you're 41 cadillac that have a theme to them that you're never going to get from a new car. And you know, what's cool about those is like when you're in those, you're not concerned with whatever's on the radio or talking on the phone or I don't know, you're into just your content with just hearing the car and driving.

Speaker 2:          02:00:53       You know, driving is fun. Yeah. Whereas like if you're just in 2019 chevy truck, you're not going to feel like that, you know, you take it that far back. Just the smell of them. Everything. It's a, it's a, it's a vibe and it's just. I don't know. You can't compare it to anything. Yeah. When I bought my 65 corvette, the first thing I do is pull the radio gear. That outta here. I don't want to hear that radio is unnecessarily. Yeah, I want to have those side pipes in the wind, but it's going to be a thing of the past. Man. I really firmly believe that now after driving this car, I think 50 years from now those things are going to be. It's going to be like seeing some guy drive by on a model. T engines are going to be a thing of the past. It's probably better for the environment anyway. Oh, for sure.

Speaker 4:          02:01:40       Anyway, I think that's it. Let's wrap this up. Dope Dude. Thank you so much. I was really glad we got together, man. It was great. Very cool talking to you. Awesome. Likewise. Um, social media. Your instagram is just Travis Barker Barker and use twitter as well or just he asked St Charles Barker. Beautiful. Thanks brother. Really appreciate it, man. It was fun.
