Speaker 1:          00:00:07       Bikes with them.
Speaker 4:          01:38:08       I mean I have a new welfare. Right, right, exactly. And when he said was, well, it's not enough to actually live on, it's just enough to actually supplement and what I said, so what's the limiting principle? Like is it just the 1000 or is it politician going gonna come around next week and say it to be 3000 and then you hit, what did he say that, cause I haven't, he didn't, he didn't really, I don't even really firmly addressed it because that's the key question, right? It's like, well, okay, we can also in bucks and we're good at, correct. Literally the next week there will be somebody who says 1,001 bucks [inaudible] gonna say about the lefties who won a thousand, they'll call them racist or, that's exactly right. No, I mean there are some problems and implementation of, of Ubi that exists with the welfare state. Also, a lot of the studies that suggest that there's the same level of employment, those are temporary ubi attempts.

Speaker 4:          01:38:51       Right. If they were a permanent ubi, uh, I think that you would see a decline in employment. But also, as I said to him, there's a conflict between what ubi says it's trying to do and what it actually would do. So I think it would do the same thing as the welfare state. And that's why I say like as a replacement for the welfare state, I'm kind of warm to it, but it's like, let's give it a shot. Basically saying that's failing, let's, right. And also because I'd rather have the government sign and understandable check rather than you have to go through it. You have to de de incentivize work or deincentivize fatherhood, or do you know all of these incentive based structures? I'm not a fan and they've been rather ineffective, but it, but as a general principle, the idea that it's going to solve the work of crisis, what he talks about in his book is the crisis of people who don't have jobs and that crisis is the not having of the job, not merely the not having of the money, signing people up, check in lieu of a job.

Speaker 4:          01:39:38       It doesn't actually, like he points out in the book, number of people on disabilities been rising dramatically. Right? They're all getting a check and are they happy? Are they spending their time volunteering? Are they spending their time down at the local waystation helping people or are they, you know, will taken drugs. It all sounds good. Medicare for all it sounds good. We will have the same thing that we know that that's not going to be the case because of course, well now they're talking about getting rid of private insurance, which is insane. I mean that's fully what they have to do it because otherwise doctors just will not accept Medicare reimbursement rights. I mean, that's the reality. Again, you know, as somebody who works closely with people in the medical industry and in fact sleeps with a person in the medical industry, you know that, you know, the, the idea that doctors are going to just accept 60% on the dollar of what they're making right now is absolute sheer nonsense.

Speaker 4:          01:40:23       But also it's such a disconnect of what, of what I think they view. I mean, I get it that they think government is something that I don't think it should be, but it's like, what right. Would the government have to tell a doctor he can't be in the private business that he wants to be in. Right. And they actually think that's okay. I mean quite literally Tamala and I think uh, Cory booker and nothing and said they think it's good private insurance. I mean this is another, this is another thing that I asked Yang about cause he said he was from Medicare for all and there's a section in his book where he says, so how are we going to deal with the fact that doctors are going to just stop going to medical school? Cause that's a real thing that will happen. I mean already

Speaker 3:          01:40:54       if you want to see how perverse incentives work in the medical industry, look how many people come out of medical school and going into what are called the road. And the the, the road fields is radiology, ophthalmology, anesthesiology and dermatology. Why? Those are the least regulated fields. There's the least Medicare there. Nobody's taking reimbursement rates. Those are all areas where people basically show up with an insurance company or cash in hand. Yup. That's where everybody's going. It's where all the money is. So that's how per first incentives work. He says in the book, what we're going to have to convince doctors that basically they need to rethink about what the lifestyle of a doctor is going to be. That they're not going to live high on the hog anymore, that they're going to, you know, be putting out more for the public service. And I've had, well you can do that, but it's not gonna be the same people.

Speaker 3:          01:41:32       Do you think they how to do that? No, I mean he, he sort of says that we should, that we should just, people will, will have to be informed that the incentive structure is different. And here's the thing, if you have a different incentive structure, you are going to get a different thing. My wife would not have gone to medical school if you were assured of comp for 11 years, if you were assured of coming out making $65,000 or $100,000, right? The, the reality is that you wanted a certain lifestyle. It's why she went to medical school. You change those incentives. You think all these guys were going into, the surgeons are going to spend years on end doing this so that they can then work for years on end working for Medicare. Does that sound the awesome to anyone like this is the reason that smart people become doctors is because smart people would like to make money and be paid for their work. This is why smart we'd like, yes, there is a self sacrificial component to all of this. It's there easier ways to make money than being a doctor. But to eliminate the money factor is to eliminate half the reason that people become doctors in the first place. You want a lot more people called a lawyers in Mckinsey associates. This is the way to do it.

Speaker 2:          01:42:27       I have a good friend. What pro two or three best friends from childhood since second grade who was like my chief sparring political partner, our our whole lives. Uh, and he's now become a huge Trump supporter. And why? Because he was a doctor, went to medical school, raised all the debt, realize he could never live in New York where he grew up. He's now in Texas and he's often doing things that have not to make money now because it's so hard. And then he became a Trump supporter because of Obamacare, because he was crushed with paperwork and bureaucracy and nonsense and now to make money because it's so much harder than just doing the procedures. He's basically doing like, like medical real estate things. Yeah, and it just shows you how the whole system I, but that's just one guy, but it's like, yeah, the whole system is out of

Speaker 3:          01:43:09       factors are going into concierge care specifically because of this. Yeah, I mean they're very full apps that exist where you're paying like 99 bucks a month and then a doctor will show up at your door. Like there's so many ways that we could make medical care so many online should be such an asset for medical care. Right? We should, there's so many weeds. Getting rid of licensing requirements, as I suggested it would be a great thing. Like there, there are things that we can actively do to do this and the truth is for healthy people and for people who have private healthcare insurance. There really isn't a problem. Like we like to talk about how it's too expensive. Why do you think we have millions and millions of jobs in the healthcare industry? Like what do they think happens when they nationalized this thing? All those jobs just transfer over to government or are a lot of those jobs lost because those people don't work for anybody anymore?

Speaker 3:          01:43:50       Why is it that the people ignore the upsides of Robo? Do they think? Does anyone answer that question? What are you going to do with all those people and not the private? No, they can all be hired by the government to do nothing. Right? And then do they, and nobody seems to understand that the, the reason that the majority of new drugs and procedures are discovered in the United States is because we are paying those outsides prices. So when Trump says that we are paying for everybody else, that is true, we are paying for everybody else. But if we stopped paying for everybody else, they just will stop producing those drugs here because why else would they produce the drugs here? Like this is, our system is not good. But to pretend that our system is like the worst system on planet earth or the people are dying.

Speaker 3:          01:44:27       I mean quick statistic then nobody likes to site. But it's true if you get rid of, of shooting of homicides and car accident death where people die. Like at the scene from the American death rates, America is the number one life expectancy in the industrialized world. Those are not medical issues. Those are issues of people shooting each other and people get in car wrecks a lot here in the United States. So you know, that's as far as I spending per capita, like insane amounts of money. Can we spend more than other countries? It is relatively in line with the OACD income. So for, for on a per capita income basis, we spend a lot of money. We also make a lot of money here in the United States and the medical industry here is a huge part of the American economy. All of Pittsburgh is basically the medical industry now as opposed to the steel industry.

Speaker 3:          01:45:07       And that is a very good thing for Pittsburgh. So the answer to a lot of this is deregulation. Not reregulation, but again, those are conversations I think that can be had, but I think that people are not being realistic about what they expect from the system. And they're not realistic about the downsides of, of systems that are, that are completely nationalized. I mean, in my opinion, if you're actually gonna get the government's equally involved, we've got to have a Swiss system where basically people are paying a percentage of their salary into private insurance and then they are, and then they are expected to do that, right? Like the individual mandate, if you're gonna get the government involved is not the world's worst idea. It's just that it's now stacked with enormous amounts of regulation, uh, and inefficiency and bureaucratic and efficiency and that. But I think again, that a free market is better than any of that stuff.

Speaker 3:          01:45:50       But I also think that you ought to take responsibility if you are on it. If you don't buy insurance and then you get hit by a car, I'm sorry that that would be a you problem. Like th th th that's why we need a social fabric where I care about you. But on a governmental level, this idea that you're not going to increase the rates of use with government care is just a lie. People are going to pay for those people no matter what, right? I mean, right. It's against the turn them around, right? It's, you are going to pay for it. Right. But it getting, getting hit by the car is usually not the real issue. Usually the real issue is how do you pay for the person who didn't buy health insurance for years and then gets, uh, it gets hard condition that requires, you know, here's lawn care. Like the person who was in the yard is going to get paid for that. We all end up paying for it with an elevated insurance rates and all the rest of it. But um, yeah, the, the problem of the chronically unhealthy, which is a very small percentage of the population, but the most expensive percentage, that is not really a rationale for overturning healthcare that 90% of people seem to enjoy. Like it also is gonna make you hate people for

Speaker 2:          01:46:50       no reason. You're going to go to in and out or Mcdonald's and see a table of four obese people stuffing their faces, drinking hi from social and Syrup and everything else, and you're going to go, wait a minute. These people are all, they're living [inaudible] there. This is horrible. I mean, this goes to the community. It's no one wants to look at that and think, yeah,

Speaker 4:          01:47:08       well this is, this is, this is why, you know, I've said people who try to compare, for example, the Nordics, the Nordic health care model, to the US health care model. You're not comparing equivalent populations. People eat healthy things in Norway. People in the United States eating nothing but crap all the time.

Speaker 2:          01:47:22       I was just in Norway, Sweden, Finland, Denmark. These people look good. Yeah,

Speaker 4:          01:47:25       right. I mean, this is, it's a, it's a much healthier population and this is why, if you actually want to compare the efficacy of healthcare systems, you don't look at the generalized population of the United States and the generalized population of Norway, certainly tiny country with 5 million people. I mean the La County is 11 million people or something. Right? Well, what you do is you compare people who are Norwegian in America to people who are Norwegian in Norway, and what you find is that people in who are Norwegian and America outperform on nearly every aspect. People who are Norwegian in Norway, then you're comparing apples to apples. Like we compare apples to oranges and then we're like, well, why doesn't this work over here? Because they're not the same thing. That's why it doesn't work over here.

Speaker 2:          01:48:00       All right, Shapiro, let's go dystopian. You're ready? Okay. Let's say everything that you've written about here, everything that we're trying to do, all these conversations, we will having it all, it all just explodes. It does not work. We, the ideas that we're fighting for fail in the face of postmodernism of what's being taught at this college is of what the media is throwing at everybody and we get more and more of these people in government and all of these things. I think about this sometimes that what will happen to the outlier people like us in the future. Do you ever, do you ever think about that? But I think that right now, for example, for all these people that think Trump is Hitler and all this stuff, Trump tweets anything and then a hundred blue check journalists talent to go fuck himself and you're going to be in jail and a zillion things and Trump does nothing.

Speaker 2:          01:48:41       That's not even a defensive anything. Trump says that's just reality, but now let's do it the other way. Imagine now we've got one of these far lefties. Yeah. Bernie's Bernie friends who believe that government is the end all be all to everything and now the outliers who have all been called Nazis. All right. The Ben Shapiro's and everybody else that had been called the worst things that, well now, now government and tech is against us and now we're doing the same exact things that the left these up today are doing. Yeah. How do you think that's going to go?

Speaker 4:          01:49:11       Well, I mean this is why at daily wire, and I know you've been looking into this to alternative means of distribution or the entire ballgame. I mean that, that we understand that when it comes to the left, you cannot live on their large ass and like forgot taking the beginning of the year. They came after me and tried to boycott me over making most anidine point on abortion I think I've ever made in my life. Right. They, they, they tried to, they legitimately tried to knock my sponsor's off my show. Yeah. For suggesting that pro lifers don't want to kill any baby no matter what that baby would turn on to be because we don't believe that you can kill babies for any rationale based on a minority report reasoning, and I mentioned baby Hitler in this context because they'd been a thought experiment that was by people up to an including

Speaker 3:          01:49:48       Tom Hanks or legitimately years and they tried to boycott my show based on that. I mean it was insane the, so we're not focusing on living on large ass of the left when it comes to this sort of stuff. We're building a subscription system at daily wire. This is why we encourage people to subscribe because then you can get our content no matter what you do. Cause we, it's all vertically integrated. I know that you're looking at stuff like that as well. Um, you know, on, on a tech level we're building alternatives and that's what we ought to be doing. A, on a generalized level, I think what we're watching and it's really pretty sad, is that people like us are going to end up in places with people who agree with people like us. Meaning that I live in a Jewish community where I'm pretty popular because it's an orthodox community. I'm more,

Speaker 2:          01:50:26       I went to lunch with you at a kosher place and if I had to take one more picture of you, I was gonna.

Speaker 3:          01:50:30       Yeah, exactly. I mean that's, that's the, those are my folks, but I've spent my entire life living in Los Angeles, a place where the vast majority people disagree with me or in Cambridge where everyone disagrees with me. And that's, and I like that. I think it's nice. I think like I think it's good that there are conversations happening across the aisle as the left seeks to basically censor or destroy anyone who even engages in those conversations where Joe Rogan becomes an outright, cause he has a conversation with me because I once had a conversation with you and you once had a conversation with Alex Jones, right? Like this is the way that it works.

Speaker 2:          01:51:00       Clearly we've all pushed people to the next,

Speaker 3:          01:51:04       right? I mean, but the, the, and this is, and so once that happens, all it's going to happen is it's going to make places like this on livable for people like us. And I mean even people who just want to have conversations and then you do end up with a real gap in the country that is almost unbridgeable where it's like everyone agrees in one place and nobody agrees in another place. And that's where the, if the, that's why honestly, the checks and balances system is so vital. We mentioned before because of people in Texas feel like they're running being run roughshod over by people in California and the national government or the other way around. That's not going to last. That's not, that's not sustainable.

Speaker 2:          01:51:35       Right? So that's why it's like I don't really, I like doing this as a thought experiment more than like what could potentially happen. But it seems to me that if we have been no code spaces that we were talking about before and we all do have to get siphoned off into our own thing just because that's the way the tech landscape is going to work. That it's like, yeah, we got the checks and balances in our system is, is pretty damn good. I would say probably, I would say it's the best man made thing set of ideas probably in the history of, of all time. Um, but how can it survive in an information war? You know what I mean? How can it survive in a time when for all we know, the next w whoever runs for president isn't going to accept the results of the election. Stacey Abrams still not accepting the results. Like they're, they're underminded, they claim Trump wasn't going to accept the results of the election and now it's like that's what they're doing. They're trying to undermine everything. And if we don't have enough coast spaces to work it out, this is is why

Speaker 3:          01:52:28       we have a very short window right now to pour resources into grabbing as many eyeballs as possible and ensuring that as many people see countervailing material as possible because you just don't know when that window is going to slam shot. Yeah. I mean that really was, you have to grab as many people as possible and let them know that there are alternative places where they can get your stuff. Because you know, here's what I'm concerned about mostly when I'm concerned about is that you're going to see a move by Democrats in Congress and from the presidency to do exactly what Mark Zuckerberg wants. Right. Where are the FCC is suddenly regulating speech on Facebook and to relieve the obligations of Facebook to do it themselves and suddenly if you are labeled, not outright, but outright adjacent. Yeah. Based on the fact that you want to interview the person who wants, interviewed a person who wants stood next to a person who was once wearing a shirt, then you know, then you're screwed. So that, that, that's where I, I don't think that the, the, this is why, you know, you and I make the same distinction. I've made a distinction for years and years between the Liberals and the left. If the left continues to conquer the liberals, I think that it's gonna be a rough time ahead and we better have these alternative methods of distribution are we're screwed at that point.

Speaker 2:          01:53:35       All right, so let's finish with this then. Um,

Speaker 2:          01:53:39       when I was on canvas and show a week or two ago, I said to her, you know, I see something, it's so obvious to me that if you care about ideas, if you want to live in a tolerant, pluralistic society, all of those things, it's very obvious. The center, right basically is where is where that's at. It, it just is. Do you think there is room for Pete for the center writes a conservatives tab a little more openness when it comes to like, you know, we've had the abortion discussion tied to I'm, I mean I'm really struggling with it and the further that the left goes on, eight month abortions and and all of that and post life abortions and cool post life abortion, then this crazy stuff. It's making my position incredibly difficult and I think a lot of, I think a lot of decent liberals are struggling with this. How, what do you think the right should do? If you guys want to be a little more opening, a little more welcoming, let's say for people that are, or seeing where tolerance actually lives right now, what do you think you can do on, on issues like that? Cause I'm not saying that the right has to be told, the only choice partier or a pro choice set of ideas or anything like that. But what, what do you think is, is your job?

Speaker 3:          01:54:41       Well, I mean one of the, that is one, maybe the only issue that I can think of where the right generally and I think correctly believes in government compulsion, meaning that the, the basic thesis of the right is that when a life is threatened than the government has a right to step in. And this is a life that is threatened, the government has rights to step in. And so this I'm not sure as a bridgeable gap, what I mean by that is that the, the right can continue to make the case, uh, the right to continue to make the case. I'm going to case I agree with. Um, but I, I can't, I'm not libertarian on this issue because I don't think it's a libertarian issue. So here there's a national

Speaker 2:          01:55:12       seen that the right has to modify its position. I actually don't mean that. What I mean is just that for the things that might be the differences if you were, if you were just looking to collect x lefties right now, right. But here's the toddler group like w how do you welcome,

Speaker 3:          01:55:24       well, I mean here's, here's where I was

Speaker 2:          01:55:26       cause I think they're afraid. I think that I think most of them have PTSD. I realize this is what I really did.

Speaker 3:          01:55:30       I mean the, the first place to start is why don't we start with the stuff where we agree because the truth is that the checks and balances of the system, just on a practical level, the checks and balances of the system are not going to allow for full protection of life anytime soon.

Speaker 4:          01:55:44       The, the sort of attempts that have been made on the right to move in a more pro life direction have been incremental at best. And so if it, listen, if that's the issue that's going to, you know, bar you from joining the right than the CSU should, it's going to borrow from joining the writers. Not much I can do about that. But you know, we're w I'm happy to welcome anybody to the conversation and you don't have to agree with me on abortion to be part of the conversation. Like, I, we, you and I don't agree on this and we, we have this conversation on a pretty routine basis. I do it all the time. So, you know, I, I don't think that there's in it, as I say, there are certain issues where the right is not going to move. And frankly I don't think the right should move.

Speaker 4:          01:56:20       This is one of those the only issues. Um, but can I make a bold prediction? Sure. 30 years from now we're going to be sitting here doing this, hopefully in that bigger girl in Texas probably may well have moved me on the, uh, on the abortion issue and I think I may have moved you oncoming to an anniversary party. W what do you think about that? I think there's possibility. I mean, I, I'd have to, I'd have to think about that again. The, the issue as you know, you know, not to get back. Well Trod territory. Uh, you know, I think it would be unlikely that you'd moved me, but I, I can never rule out the possibility being moved on anything. Obviously. Um, and again, this is, this comes back down to, you know, the difference between approving of activity and approving of, of human beings.

Speaker 4:          01:57:08       And they, yeah, I wouldn't, if you invited me to a party on Friday night, I also wouldn't go right. I mean like definitely not a Shabbat. A I Shabaka anniversary I think probably is. Yeah. Yeah. Uh, Sunday afternoon, a Sunday afternoon gayish anniversary. Like, or, or maybe just, it's not about, you sound like a fricking barbecue dude. Like does everything have to be going with the party's not going to be gay. It's just, yeah, we'll have a barbecue. Okay. Just be gay is going to happen there when I wasn't where he was going to turn into an orgy back there or something like that. So I wasn't worried you're going to bring out the village people or something like that. We'll have parties just to say, well wait, why, what does that, that's crazy. Yeah, no, I was, I was pretty well aware of that, in fact.

Speaker 4:          01:57:47       And in fact, as I've said a thousand times, you happy to go out to dinner? My wife, your husband, happy to go out to dinner and do any of that stuff. As long as it's not like, you know, Rah Rah, here's the thing you think is in full, join me in celebrating it. But again, that appeals, that applies to a wide variety of settings that it, I mean, listen, it's harder on it. It's harder on members of my family than anybody else. Like I've said before, I wouldn't attended intermarriage Ratika jewelries and Andrea, I want to tend intermarriage. Yeah. So this is exactly the same issue. Shapiro, they're giving me the signal that you [inaudible] out. I feel like we just had a radio show doing like five minutes. Yeah, exactly. All right. That's Ben Shapiro daily wire at Ben Shapiro on Twitter. The book is the right side of history. Is it number one on Amazon right now? Uh, well it was, it was number one on the New York Times list in his first week. Nice. And so we knocked off Michelle Obama for all week and then she took revenge and, and knock us back to number three. But, but for a week, for a week. That's the battle of the left and the right. That's data right there. All right. That's it. Thanks everybody.
