Speaker 1:          00:00:04       No.
Speaker 2:          01:46:58       But right now it's, if you dig what I'm doing here and you want to support it, you have a way to do it at Dave rubin.com/donate. So there you go. Um, Dave, while you go on this adventure, remember you're not alone. Keep the words of Cs Lewis close to your heart. Adventures are never fun while you're having them. I love that quote actually. Um, I'm very aware of that. Trust me. Like, trust me, trust me, trust me. I've been able to go across the world and the last year and meet so many people who are so kind and decent and it has made me a better person. It just has. And like when people come up to you and say, Oh, you know, you affected me this way, or I watched you and I shared this thing and now my brother and I aren't fighting so much, or whatever it is, it's like, it's real, man.

Speaker 2:          01:47:39       It's real. I think I've told this before, but, um, one of the shows that we did with Jordan, I forgot, I think we're in the UK. Um, there was, uh, uh, a father and son at the show by coincidence and the sun was like 16, and they hadn't, I'm slightly butchering this. The son was like 16, and they hadn't seen each other in four years and they both just happened to be at the show and then saw each other started hysterical crying. They came backstage after like, like amazing things are happening if you open your eyes to it. And sometimes it just has to be, uh, offline to make it happen. Much respect for your decision, Dave. You're on the right side of history. Don't abandon your path. Yeah. You know what I better to do than save the world. Uh, um, Jacob. Thank you Vidar.

Speaker 2:          01:48:23       Thank you Ryan. Thank you, Mike. Thank you. Kay. Carla. Thank you. Um, all right guys. 10 more minutes. 10 more minutes. If you want a Reuben Select Mug, that will never be created again because they were created for patron. I'll sign it right here for you. 50 bucks on a monthly donation. Dave rubin.com/donate t shirts are right here. I feel like I should be selling the, the set it and forget it. Chicken. Where's Ron Popeil when you need them. Tony. Thank you, Laura. Thank you. I'm super chat. I really enjoyed watching your channel and exploring how you went into things openly and listening. You're doing a great job. You started my journey on educating myself on current day topics and asking harder questions. I love to hear that. That's what it's all about. Um, you, Jordan and Sam are the real defenders of free speech. Is there anything patrion slash Twitter can say do to regain the trust of true liberals like you guys?

Speaker 2:          01:49:12       Look if right now, look, there's someone at Patrion watching this, right? Like maybe Cottey is watching this right now, or Jacqueline heart or, uh, some of our other representatives over at patron. If you guys are watching this right now for, hey, this is nothing personal to you. I am just doing what I think is right because you guys are not defending principles that I believe are the most fundamental basic American principles. We have to be able to exchange ideas with each other. We have to be able to exchange money with each other. We have to be able to interact with each other. Now I get it. All these other platforms are doing things. Twitter's manning people, Facebook bans, people, et Cetera, et cetera. I felt this was the right one to fight. Um, but coffee, if you're watching this right now or any representative at Patrion, if you want to come in here and talk about these things and, and tell me why.

Speaker 2:          01:49:57       I'm wrong about this. Tell me why the platform isn't going to do this again now I'd welcome it. Would I believe you? Probably not because you already told me that only manifest observable behavior mob would get someone kicked off the platform and that's not what happened in this case. And you also lied to the New York Times and the New York Times doesn't care that you're lying by saying this happened on your platform, which it didn't happen. Um, but I, but I want these things to be better. That's the funny thing. It's like when people, people, if I complained about youtube, right, people will be like, oh, you what you want. You know, you should just get off you too. I said this before and it's like, no, you complain about things and you fight for things to be better so that hopefully your voice can be heard.

Speaker 2:          01:50:36       That is, that is the essence of expressing what freedom is. Being a free person in a free society doesn't just mean laying there and taking it all the time. It means that you use what you can use. Whatever those tools are within the context of being a free person to hopefully affect things better. So if enough of us rose up and said, you know what? Patrion we're not going to take this. Maybe they would change their minds. Maybe there has to be, I know there are a couple people, probably a patriot who have a flickering brain cell who are probably watching this or watched some of the videos. The Jordan I did or, or notice that Sam left or whatever that are going. Maybe this is the wrong thing and that's why. That's why the people that want to d platform, everybody are, are they're afraid of ideas.

Speaker 2:          01:51:17       They're afraid that if you hear an idea, it could completely change what you think about everything and you'll turn against them. Well, you might because their ideas are often pretty bad and they don't want, they don't want to defend their ideas, so they think, okay, it's easier to just call someone a racist and d platform them. Now I'm in the winter, which is why it's so interesting that I see so much intellectual flexibility on the right. These days we're conservatives will debate and talk to almost anybody and be willing to defend those ideas. And it's almost gone on the left. Shout out to Rachel to Danny to will and Mary, you're getting a mug. All right, Mary, here we go. By the way, guys, um, some people have told us, do not wash these mugs in the dishwasher because it might wash away the a, the signature.

Speaker 2:          01:52:02       I'm using a very fancy sharpened he industrial strength pen here. Uh, but hand-wash these lightly. That's the best way to keep the signature on there. All right, we got a, we got five more minutes. Oh, by the way, did I mention, I'm going to be on Tucker Carlson tonight talking about you're not going to believe this people, uh, free speech and Patrion. Uh, so I will be on tonight. I think I'm on the second half of the show. So that's a, what's that? Eight o'clock eastern? So I'll probably be on around eight 45 eastern, which is about five 45 Pacific and a, I mean, look, it's a guy, a guy like Tucker. I'm a guy like Tucker. Uh, I think four years ago I thought he was like in complete opposition to everything. I think. I think he's shifted on some things. I think I've shifted on some things and that's why I said 2018 was going to be the year of unusual alliances.

Speaker 2:          01:52:45       Say Sam Harrison, Jordan Peterson, say Kanye West, Donald Trump. And uh, and I think this year there's going to be, there's going to be a quiet revolution of sanity. I think that's going to be what's happening here. Um, oh, again, uh, you know, I do want to mention, so one of the things as we roll people into Dave rubin.com/donate, our hope is that when we build this new thing will just be able to roll you right into it because we don't want people to have to sign up for things and cancel things and sign up again. All of that remains to be seen and we're trying to figure it out. So this is just, this is just giving us breathing room right now to figure out everything else. Okay guys, we've got five minutes left. Five minutes left. Uh, Dave rubin.com/donate. Do you want these shirts? I need room in my closet back.

Speaker 2:          01:53:26       25 bucks a month. Month, a monthly on a Dave Rubin. Dot Conversation doing it. You're going to get a tee shirt and you want a mug. We're going to give you a mug. $50 a month. You're going to get a mug. I'm going to sign it for you or we're going to get you the tee shirt, the whole freaking thing. A Christian is getting a mug. That's right. Christian is getting a mug. Okay. Five more minutes. Who else wants a Mug? Um, and shout outs. I'm giving shout outs. Alan, thank you very much. Um, let's see. Uh, have you seen Tim pools coverage of Sargon and patriot, especially these interview with Youtube or law? I didn't see that, but I have seen some, I've been in contact constantly with Tim. Uh, we may get him in. He's going to be in La, I think the end of January. We may get him in here.

Speaker 2:          01:54:11       Uh, is there any chance you could have in AMCAP economist onto debate Weinstein on his ideas? I'm not sure which Winestein you're talking about, but I assume you're talking about Eric because he does more on economics. Uh, that'll be interesting. You know, I did a, um, a public event with, um, with Eric Weinstein and you're on Brooke from Ari on Rand Institute in New York a couple months ago, which was really, really good. And they really got into it about regulation and maybe we can pull that off. As I said, we're going to be doing a partnership with Ari over the next couple months. Um, maybe I can get the two of them to sit down. So hang on to that. Um, are the people reaching out to you from Facebook and Google doing it out of the fear of losing free speech or these people worried about censorship? Yeah. I think people have realized that, uh, what's happening at these companies is not good and they're quietly trying to figure out ways to solve it.

Speaker 2:          01:54:57       And again, I say if these companies start cleaning up their act, start respecting free speech, why is it that everyone that gets banned is always on the right? You can do, you can, you can literally anyone right now watching this, including myself, could start calling everybody are white supremacists, right? I could call everybody on the right are white supremacists. I could call Donald Trump a white supremacist. I could call Ben Shapiro, white supremacists and white nationalists and a KKK member. I mean these things that are, that are wise and they're the worst sort of damaging, dishonest things you can say about somebody. Nobody gets banned for that. There's plenty of other things. If you call people and people on the left do this to people on the right all the time. The other way you get banned if you do it the other way. So this is a, this is a problem.

Speaker 2:          01:55:39       This is, this is an asymmetric war. A shout out to Terrence and Ryan, you're getting a mug. All right, I've got a couple more months there. Can one of you guys come on and you're in hand me those mugs. Let's move these last months. I've got five more mugs there. Let's move them. I got, I got three minutes people. Three minutes to move. Five bugs, Dave rubin.com/donate. I'm going to sign your mug. I'm going to give you a tee shirt. Then I'm going to drink a little tea and then I'm going to see Tucker Carlson. We've got another Ryan for a Mug. May I have a mug right me a mug.

Speaker 2:          01:56:09       One mug. Look at this. The magic of Youtube. Oops. That's, Oh yeah, yeah, yeah. Wow. You're getting the old school mug. Ryan is getting to old Rubin Report Mug. The big mug that I drink out of myself. These are, these are the new ones. You're getting the big ass Mug, Ryan. All right, there you go. Uh, holy cow. Lots going on here. All right guys. We've got about two minutes left. Um, some then when platforms abused their status, I feel powerless. When creators like you lead by example, I'm hopeful. Thank you for taking the stand. By the way, will you vote for Kanye and 2024 good luck to you and happy new year. At this point. You know, it's as likely as anything else. We'll see. Um, okay. Um, have you considered having an open minded quantum physicists sit down with you, Jordan and Ben to discuss conscientiousness, truth and reality?

Speaker 2:          01:57:00       That can be amazing. Who Do you recommend on that? Give me, give me a name. Give me a name, a shout out to Manuel. I gotta move these last couple of mugs. People, Dave ruby.com/donate. Um, uh, I read that one. Um, let's see. Will you speak to the issue of American Legislative Exchange Council? And why aren't we hearing more about the anti American policies being put into place? No one seems to know who they even are. I'm going to have to include myself in that. I'm actually not totally sure what you're talking about. So hang tight. Um, hey Dave, I'm a seasoned Ios developer here who can certainly help with the Patriot on alternative and more. How do I get involved? Resume is ready. Go Ruben, report.com/contact. Drop me a line. We're categorizing. I can't respond to all of these emails right now. As I said, I have like five jobs as is and now I'm like a like a tech person.

Speaker 2:          01:57:47       But what I'm trying to do is I have somebody that I, that I trust who knows a lot about all of this, who I'm forwarding all of these emails to. We're, we're putting them all in a database and I think maybe at some point I may try to pull off a day where we just invite a gajillion people together to talk this all out. So if you, if you, if you are developing your are interested, this is a good way to end all of this. Um, go to Ruben report.com/contact. Drop us a line and, and I promise at some point, uh, we will try to get back to you Logan. Thank you very much. Okay. Just a reminder guys. January 9th, uh, Bret Weinstein and I am doing standup for about an hour and then we're doing a live sit down, uh, in Ontario, California at the Ontario Improv. On January 30th, I'm at Irvine, California at the Irvine Improv with a member of the IDW.

Speaker 2:          01:58:29       Thank you to Christopher. Um, January 29th, I'm at a s where the hell am I? Cal State Fullerton. Um, Mama Mia lot going on here. Um, all right, I'm gonna, I'm gonna put this down unless there's the last few shout outs. Um, thank you guys that really like, I'm looking at this, I'm sitting in a room, I'm surrounded by a hundred mugs right now. Um, you guys are making this thing happen and uh, it's, it's in, it's humbling. It's incredibly, uh, I'll keep going. I'll keep going if you keep going. I mean, that's the, that's the best thing I can say, right? Um, sort of like Dirk Diggler speech, when he first was winning the awards in Boogie Nights, he says, I'll keep rocking and rolling if you keep rock and rolling. And that's Kinda of what I feel about this. It's like, let's do this together. I'm one guy, I happened to be doing this.

Speaker 2:          01:59:17       We, we've, there are a lot of allies out there, there, there's a lot more support for all of these ideas then you're going to hear about, because the other people have silenced everybody pretty damn effectively. But maybe that's what, uh, that's what the beauty of this is. Uh, I want it to say this earlier, but so did the year was ending and I was, I was going away with my brother and sister for the end of the year to take a couple of days off and I really was going to try to disconnect. And you guys know, I like to try to get offline when I can and then, and then the Sargon thing like broke and I wasn't a, I was sitting on a beach in Florida and like I had my phone and I was like, man, this sucks. Like I needed to just like three or four days to just like stare at the ocean and clear my mind.

Speaker 2:          01:59:53       But I know how important all this was. And then something hit me. It was like this was exactly how the year was supposed to and it was like it was such a great year and everything was tracking so properly and then right at the end it was like the world kind of flipped. It kind of, you know, like life, just life just throws you these things. Life throws you a lemon and what do you do? You make lemonade. And it's like something weird just happened here. But I think that, I know that for me at least every time something weird has come along the road that if I've kept my wits about myself and I've, and I've been honest with myself and the people around me that we've been able to make the right decisions to go forward. I think that's, that's what I see for myself.

Speaker 2:          02:00:28       I think it's probably what you see for yourself and we'll just keep going. So this does feel right to me. Like, if you would've told me a month ago, man, you're going to be cancelling patriot and given up the 30 grand a month that's on there and having to figure out all sorts of new stuff. And we're, and we, by the way, we're completely redoing our website and a whole bunch of other things. Um, I would have been like, you're nuts. Like that. I'm not going to do that. I'm going to voluntarily do that. Like who gives up 60 or 70% of their company's revenue voluntarily. Um, but I know it's the right thing to do. And, and for the financial hit that will take, even though obviously we're making some of it back here, it's like where there's no risk, there's no reward. So we're just gonna keep going.

Speaker 2:          02:01:02       Final shout outs to Christopher, to Bernadette and Michael, unless someone else joins by the time I finished this sentence, you are getting the last Monday of the day. So here we go. Michael is getting the last mug. There we go. Michael, that's for you. Um, really, thank you guys. Um, you know, we'll, we'll have a couple other, uh, we may do a couple of other live streams in the next week or so, just so we can let people know about what's going on with the Patriot on situation. This is all unfolding, uh, as Jordan and I said, we're going to be as open and honest with you as we possibly can as we figure out all of these things. Uh, we're listening to you and, uh, you know, I think, I think that's it for now. Stand up January 9th, Ontario, California, January 30th, uh, in Irvine, California. And, uh, I got to stop talking for about an hour so that I can do this. We've talked a relater, so check, uh, check out Fox News about eight 45 or so, uh, eastern time would Tucker Carlson, thank you guys. And good night.

Speaker 7:          02:02:14       Wow.
